smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-341172430.962,1415962.42667,-341172430.962,-340171194.328,-342173667.596,-342073543.933,-340271317.992,2.0,2004949593740.0,316,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-344065144.968,2462409.39819,-344065144.968,-342323958.585,-345806331.352,-345632212.713,-342498077.223,2.0,6063460044300.0,258,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-347001032.224,945107.78845,-347001032.224,-346332740.098,-347669324.35,-347602495.138,-346399569.311,2.0,893228731789.0,657,0.111128939092,0.00136423761053,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-350725603.282,1178686.23197,-350725603.282,-349892146.254,-351559060.309,-351475714.606,-349975491.957,2.0,1389301233430.0,526,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-351848635.925,4812555.64105,-351848635.925,-348445645.197,-355251626.654,-354911327.581,-348785944.269,2.0,23160691798200.0,468,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-351884717.014,488427.685121,-351884717.014,-351539346.486,-352230087.543,-352195550.49,-351573883.539,2.0,238561603593.0,279,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-352387093.675,1774984.31956,-352387093.675,-351131990.226,-353642197.124,-353516686.779,-351257500.571,2.0,3150569334700.0,90,0.055548424363,0.000343411262846,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-357927333.948,5592662.41339,-357927333.948,-353972724.43,-361881943.465,-361486482.513,-354368185.382,2.0,31277872870200.0,605,0.111096848726,0.00068689936351,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-358911311.173,3286771.60254,-358911311.173,-356587212.685,-361235409.661,-361002999.813,-356819622.533,2.0,10802867567300.0,127,0.111128939092,0.00137411868928,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-359287489.749,1547260.71394,-359287489.749,-358193411.206,-360381568.292,-360272160.438,-358302819.06,2.0,2394015716890.0,736,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363707274.491,1403316.18155,-363707274.491,-362714980.103,-364699568.879,-364600339.44,-362814209.541,2.0,1969296305400.0,337,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-364916869.299,3837912.33963,-364916869.299,-362203055.458,-367630683.14,-367359301.756,-362474436.842,2.0,14729571126700.0,815,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-368174511.774,3304347.29728,-368174511.774,-365837985.392,-370511038.155,-370277385.517,-366071638.03,2.0,10918711061100.0,678,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-368328049.187,1430256.98682,-368328049.187,-367316704.773,-369339393.601,-369238259.16,-367417839.214,2.0,2045635048350.0,489,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-373344439.237,739387.119008,-373344439.237,-372821613.591,-373867264.883,-373814982.318,-372873896.156,2.0,546693311755.0,547,0.111128939092,0.00136423761053,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-376637616.476,2245875.07686,-376637616.476,-375049542.98,-378225689.973,-378066882.623,-375208350.329,2.0,5043954860870.0,206,0.111096848726,0.000686895521619,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378150818.342,6615180.89757,-378150818.342,-373473179.071,-382828457.614,-382360693.687,-373940942.998,2.0,43760618307600.0,400,0.055548424363,0.000343447760809,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378582749.476,5043757.49281,-378582749.476,-375016274.35,-382149224.602,-381792577.089,-375372921.863,2.0,25439489646300.0,169,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378682555.589,5248623.54541,-378682555.589,-374971218.288,-382393892.89,-382022759.16,-375342352.019,2.0,27548049121400.0,190,0.055548424363,0.0006868609446,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-380103652.456,1027528.85668,-380103652.456,-379377079.834,-380830225.078,-380757567.816,-379449737.096,2.0,1055815551320.0,358,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-380764396.647,4441357.57374,-380764396.647,-377623882.589,-383904910.705,-383590859.299,-377937933.995,2.0,19725657097800.0,148,0.111128939092,0.00136416130748,1.2866453778e-13,0.111106553709,0.110483870968
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383138087.621,1376460.62993,-383138087.621,-382164782.976,-384111392.266,-384014061.802,-382262113.44,2.0,1894643865750.0,69,0.111096848726,0.000686822525691,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383650490.24,930216.105252,-383650490.24,-382992728.124,-384308252.356,-384242476.144,-383058504.336,2.0,865302002470.0,416,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-386707316.833,1355881.65743,-386707316.833,-385748563.718,-387666069.947,-387570194.636,-385844439.03,2.0,1838415068950.0,626,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-387748203.232,5766973.02585,-387748203.232,-383670337.499,-391826068.966,-391418282.392,-384078124.072,2.0,33257977880900.0,757,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-387997804.654,3556849.90966,-387997804.654,-385482731.963,-390512877.345,-390261370.076,-385734239.232,2.0,12651181279800.0,379,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-390511176.823,2094528.20736,-390511176.823,-389030121.724,-391992231.922,-391844126.412,-389178227.234,2.0,4387048411430.0,568,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-391405477.751,3108695.23788,-391405477.751,-389207298.267,-393603657.234,-393383839.286,-389427116.216,2.0,9663986082040.0,705,0.111096848726,0.000686895521619,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-394669056.269,1948319.67709,-394669056.269,-393291386.213,-396046726.324,-395908959.319,-393429153.219,2.0,3795949564140.0,6,0.111096848726,0.000343411262846,1.2866453778e-13,0.0555501695353,0.0556451612903
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-395164679.449,3196112.35081,-395164679.449,-392904686.732,-397424672.166,-397198672.894,-393130686.004,2.0,10215134159000.0,589,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-396660009.369,1744265.22442,-396660009.369,-395426627.601,-397893391.138,-397770052.961,-395549965.778,2.0,3042461173120.0,836,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-398673260.0,2472028.37391,-398673260.0,-396925271.974,-400421248.027,-400246449.224,-397100070.776,2.0,6110924281430.0,48,0.111128939092,0.000682042502211,1.2866453778e-13,0.0555501695353,0.110483870968
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-400095397.703,3214751.33585,-400095397.703,-397822225.234,-402368570.173,-402141252.926,-398049542.481,2.0,10334626151400.0,437,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-400152180.421,5322183.29952,-400152180.421,-396388828.52,-403915532.323,-403539197.133,-396765163.71,2.0,28325635073600.0,27,0.111128939092,0.000687020914636,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-402076186.235,7565423.27805,-402076186.235,-396726624.133,-407425748.338,-406890792.127,-397261580.343,2.0,57235629376100.0,227,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406334101.781,1819997.31701,-406334101.781,-405047169.336,-407621034.225,-407492340.981,-405175862.581,2.0,3312390233940.0,500,0.055548424363,0.000343449681755,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406555598.404,3968177.43091,-406555598.404,-403749673.234,-409361523.575,-409080931.058,-404030265.751,2.0,15746432123200.0,778,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408089213.406,1322457.58941,-408089213.406,-407154094.677,-409024332.135,-408930820.262,-407247606.549,2.0,1748894075780.0,290,0.055548424363,0.000686895521619,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408411854.25,2446206.49104,-408411854.25,-406682125.052,-410141583.448,-409968610.529,-406855097.972,2.0,5983926196790.0,306,0.111096848726,0.000686895521619,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-410460859.201,9509620.05639,-410460859.201,-403736542.373,-417185176.03,-416512744.347,-404408974.056,2.0,90432873616900.0,647,0.111128939092,0.00136423761053,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415302255.256,2854515.05682,-415302255.256,-413283808.302,-417320702.21,-417118857.514,-413485652.998,2.0,8148256209630.0,516,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416425977.46,1137141.22489,-416425977.46,-415621897.189,-417230057.731,-417149649.704,-415702305.216,2.0,1293090165350.0,458,0.111128939092,0.00136423761053,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416485452.958,5143628.94723,-416485452.958,-412848358.049,-420122547.866,-419758838.375,-413212067.54,2.0,26456918746800.0,248,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-419806473.846,2958522.82807,-419806473.846,-417714482.292,-421898465.4,-421689266.244,-417923681.447,2.0,8752857324220.0,269,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421937137.147,2510555.94663,-421937137.147,-420161906.013,-423712368.282,-423534845.168,-420339429.126,2.0,6302891161140.0,726,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426946488.35,4547936.60251,-426946488.35,-423730611.538,-430162365.162,-429840777.481,-424052199.219,2.0,20683727340400.0,668,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-429579513.182,4049452.49719,-429579513.182,-426716117.862,-432442908.503,-432156568.971,-427002457.394,2.0,16398065527000.0,689,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-429684919.366,5948228.28532,-429684919.366,-425478886.809,-433890951.923,-433470348.667,-425899490.065,2.0,35381419734200.0,80,0.055548424363,0.000343411262846,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-429973203.046,532624.920036,-429973203.046,-429596580.353,-430349825.738,-430312163.469,-429634242.622,2.0,283689305443.0,479,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-431767462.399,861716.770434,-431767462.399,-431158136.627,-432376788.171,-432315855.594,-431219069.205,2.0,742555792447.0,805,0.111096848726,0.000686895521619,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-433429871.722,436076.572515,-433429871.722,-433121519.02,-433738224.423,-433707389.153,-433152354.29,2.0,190162777096.0,117,0.111128939092,0.00137411868928,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-436457237.275,3646149.7575,-436457237.275,-433879020.056,-439035454.493,-438777632.772,-434136841.778,2.0,13294408054100.0,327,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-441176788.773,4867503.70441,-441176788.773,-437734943.896,-444618633.65,-444274449.162,-438079128.384,2.0,23692592312400.0,600,0.055548424363,0.000343449681755,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-441480144.997,2069515.53772,-441480144.997,-440016776.527,-442943513.468,-442797176.621,-440163113.374,2.0,4282894560860.0,747,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-444116218.487,1440813.2039,-444116218.487,-443097409.7,-445135027.274,-445033146.395,-443199290.579,2.0,2075942688520.0,537,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-444945294.968,8650516.81942,-444945294.968,-438828455.864,-451062134.072,-450450450.162,-439440139.775,2.0,74831441243100.0,180,0.055548424363,0.0006868609446,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-446570189.977,2597421.46531,-446570189.977,-444733535.645,-448406844.309,-448223178.875,-444917201.078,2.0,6746598268450.0,406,0.111096848726,0.00068689936351,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-448215526.719,2290829.24724,-448215526.719,-446595665.824,-449835387.615,-449673401.525,-446757651.914,2.0,5247898640020.0,348,0.111128939092,0.00136422998023,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-449013583.814,8468931.06349,-449013583.814,-443025145.229,-455002022.398,-454403178.54,-443623989.088,2.0,71722793358100.0,390,0.055548424363,0.000686895521619,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-452404300.633,5769155.27902,-452404300.633,-448324891.813,-456483709.452,-456075768.57,-448732832.695,2.0,33283152633400.0,138,0.111128939092,0.00137411868928,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-455749787.903,2169202.56537,-455749787.903,-454215930.059,-457283645.747,-457130259.962,-454369315.844,2.0,4705439769610.0,616,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-458301450.549,6076454.83527,-458301450.549,-454004748.129,-462598152.968,-462168482.726,-454434418.371,2.0,36923303365100.0,558,0.111128939092,0.00136423761053,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-461567206.169,2532119.8075,-461567206.169,-459776727.082,-463357685.256,-463178637.347,-459955774.991,2.0,6411630719520.0,826,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-463205336.021,2673634.30319,-463205336.021,-461314791.075,-465095880.967,-464906826.473,-461503845.57,2.0,7148320387180.0,579,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-463308458.562,2028378.67782,-463308458.562,-461874178.244,-464742738.88,-464599310.848,-462017606.276,2.0,4114320060630.0,369,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464783075.54,1377656.45461,-464783075.54,-463808925.319,-465757225.761,-465659810.739,-463906340.341,2.0,1897937306940.0,768,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-465544665.42,970322.901402,-465544665.42,-464858543.516,-466230787.323,-466162175.133,-464927155.707,2.0,941526532985.0,217,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466183540.379,2585513.62006,-466183540.379,-464355306.165,-468011774.592,-467828951.171,-464538129.586,2.0,6684880679490.0,159,0.111096848726,0.00136376738276,1.2866453778e-13,0.111106553709,0.110483870968
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466491395.187,4857027.58856,-466491395.187,-463056958.043,-469925832.331,-469582388.617,-463400401.757,2.0,23590716996000.0,59,0.111096848726,0.000681845550867,1.2866453778e-13,0.0555501695353,0.110483870968
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-471359642.222,6592141.04373,-471359642.222,-466698294.587,-476020989.857,-475554855.093,-467164429.351,2.0,43456323540400.0,789,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-474571400.836,6760004.40823,-474571400.836,-469791355.878,-479351445.794,-478873441.298,-470269360.374,2.0,45697659599300.0,427,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-476717082.762,1985734.67355,-476717082.762,-475312956.309,-478121209.216,-477980796.57,-475453368.954,2.0,3943142193720.0,637,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478007797.56,1449631.15517,-478007797.56,-476982753.54,-479032841.58,-478930337.178,-477085257.942,2.0,2101430486040.0,17,0.111128939092,0.000687020914636,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-481779611.084,7614788.85634,-481779611.084,-476395142.246,-487164079.922,-486625633.038,-476933589.13,2.0,57985009326600.0,490,0.055548424363,0.00068689936351,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-482421353.229,1813937.14121,-482421353.229,-481138705.975,-483704000.482,-483575735.757,-481266970.701,2.0,3290367952280.0,700,0.055548424363,0.000343449681755,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-483231953.577,651692.164091,-483231953.577,-482771137.628,-483692769.525,-483646687.93,-482817219.223,2.0,424702676738.0,38,0.111128939092,0.000687020914636,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-486202788.287,274336.086233,-486202788.287,-486008803.38,-486396773.194,-486377374.703,-486028201.871,2.0,75260288209.7,238,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-486463147.676,1057182.5076,-486463147.676,-485715606.756,-487210688.596,-487135934.504,-485790360.848,2.0,1117634854370.0,506,0.111096848726,0.00068689936351,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-489648523.068,474568.374544,-489648523.068,-489312952.552,-489984093.583,-489950536.532,-489346509.603,2.0,225215142117.0,716,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
