npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614687613224.0,608657.163498,-614687613224.0,-614687182838.0,-614688043609.0,-614688000571.0,-614687225877.0,2.0,370463542677.0,2.78193391732e-13,0.00195644627809,125,0.125210084034,0.125002473607,0.125
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615208527623.0,11496092.2801,-615208527623.0,-615200398658.0,-615216656588.0,-615215843691.0,-615201211555.0,2.0,132160137713000.0,2.78193391732e-13,0.00779882955587,27,0.249579831933,0.124991342377,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615249037942.0,4824794.97798,-615249037942.0,-615245626297.0,-615252449588.0,-615252108423.0,-615245967462.0,2.0,23278646579600.0,2.78193391732e-13,0.0155983536443,32,0.249579831933,0.249993815983,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615290538919.0,299396.699042,-615290538919.0,-615290327214.0,-615290750624.0,-615290729454.0,-615290348384.0,2.0,89638383397.0,2.78193391732e-13,0.0155991253473,37,0.249579831933,0.250006184017,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615335306858.0,506524.804908,-615335306858.0,-615334948691.0,-615335665025.0,-615335629209.0,-615334984508.0,2.0,256567377987.0,2.78193391732e-13,0.0155991253473,42,0.249579831933,0.250006184017,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615386715400.0,7165124.57296,-615386715400.0,-615381648892.0,-615391781909.0,-615391275258.0,-615382155543.0,2.0,51339010146000.0,2.78193391732e-13,0.00779952408848,47,0.249579831933,0.125002473607,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628137035000.0,1125177.10273,-202628137035000.0,-202628136239000.0,-202628137831000.0,-202628137751000.0,-202628136319000.0,2.0,1266023512500.0,2.78193391732e-13,0.00779882955587,28,0.249579831933,0.124991342377,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628188791000.0,11880016.9292,-202628188791000.0,-202628180391000.0,-202628197191000.0,-202628196351000.0,-202628181231000.0,2.0,141134802238000.0,2.78193391732e-13,0.0155983536443,33,0.249579831933,0.249993815983,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628234911000.0,9999586.16665,-202628234911000.0,-202628227840000.0,-202628241982000.0,-202628241275000.0,-202628228547000.0,2.0,99991723504300.0,2.78193391732e-13,0.0155991253473,38,0.249579831933,0.250006184017,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628276493000.0,20105062.5682,-202628276493000.0,-202628262276000.0,-202628290709000.0,-202628289287000.0,-202628263698000.0,2.0,404213540870000.0,2.78193391732e-13,0.0155991253473,43,0.249579831933,0.250006184017,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628312663000.0,2642532.99461,-202628312663000.0,-202628310794000.0,-202628314531000.0,-202628314345000.0,-202628310981000.0,2.0,6982980627620.0,2.78193391732e-13,0.00779952408848,48,0.249579831933,0.125002473607,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082910179000.0,11405416.5362,-203082910179000.0,-203082902114000.0,-203082918244000.0,-203082917437000.0,-203082902921000.0,2.0,130083526364000.0,2.78193391732e-13,0.00782508824124,54,0.250420168067,0.124991342377,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082941812000.0,7204140.49092,-203082941812000.0,-203082936718000.0,-203082946906000.0,-203082946397000.0,-203082937227000.0,2.0,51899640212900.0,2.78193391732e-13,0.0156508733536,59,0.250420168067,0.249993815983,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082985279000.0,196178.335353,-203082985279000.0,-203082985140000.0,-203082985418000.0,-203082985404000.0,-203082985154000.0,2.0,38485939261.9,2.78193391732e-13,0.0156516476548,64,0.250420168067,0.250006184017,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083029821000.0,20880945.6706,-203083029821000.0,-203083015056000.0,-203083044586000.0,-203083043109000.0,-203083016532000.0,2.0,436013892097000.0,2.78193391732e-13,0.0156516476548,69,0.250420168067,0.250006184017,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083098669000.0,25838437.969,-203083098669000.0,-203083080399000.0,-203083116940000.0,-203083115113000.0,-203083082226000.0,2.0,667624876676000.0,2.78193391732e-13,0.00782578511235,74,0.250420168067,0.125002473607,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537626932000.0,11423127.2851,-203537626932000.0,-203537618854000.0,-203537635009000.0,-203537634201000.0,-203537619662000.0,2.0,130487836971000.0,2.78193391732e-13,0.00391254412062,80,0.125210084034,0.124991342377,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537681325000.0,15536949.3801,-203537681325000.0,-203537670339000.0,-203537692311000.0,-203537691213000.0,-203537671437000.0,2.0,241396796040000.0,2.78193391732e-13,0.00782543667679,85,0.125210084034,0.249993815983,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537728479000.0,15438000.7241,-203537728479000.0,-203537717562000.0,-203537739395000.0,-203537738303000.0,-203537718654000.0,2.0,238331866358000.0,2.78193391732e-13,0.00782582382741,90,0.125210084034,0.250006184017,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537754678000.0,3718997.59957,-203537754678000.0,-203537752048000.0,-203537757308000.0,-203537757045000.0,-203537752311000.0,2.0,13830943145600.0,2.78193391732e-13,0.00782582382741,95,0.125210084034,0.250006184017,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537841581000.0,1800626.1167,-203537841581000.0,-203537840308000.0,-203537842854000.0,-203537842727000.0,-203537840435000.0,2.0,3242254412140.0,2.78193391732e-13,0.00391289255617,100,0.125210084034,0.125002473607,0.25
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538330625000.0,450400.569403,-203538330625000.0,-203538330306000.0,-203538330943000.0,-203538330911000.0,-203538330338000.0,2.0,202860672918.0,2.78193391732e-13,0.00389941477793,2,0.249579831933,0.124991342377,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538382415000.0,10346893.7493,-203538382415000.0,-203538375098000.0,-203538389731000.0,-203538388999000.0,-203538375830000.0,2.0,107058210260000.0,2.78193391732e-13,0.00779917682217,7,0.249579831933,0.249993815983,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538423274000.0,5397806.36521,-203538423274000.0,-203538419457000.0,-203538427091000.0,-203538426709000.0,-203538419839000.0,2.0,29136313556300.0,2.78193391732e-13,0.00779956267363,12,0.249579831933,0.250006184017,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538473776000.0,7855932.78349,-203538473776000.0,-203538468221000.0,-203538479331000.0,-203538478776000.0,-203538468777000.0,2.0,61715679898700.0,2.78193391732e-13,0.00779956267363,17,0.249579831933,0.250006184017,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538508547000.0,2214235.52253,-203538508547000.0,-203538506981000.0,-203538510113000.0,-203538509956000.0,-203538507138000.0,2.0,4902838949230.0,2.78193391732e-13,0.00389976204424,22,0.249579831933,0.125002473607,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551276936000.0,21892491.7521,-405551276936000.0,-405551261456000.0,-405551292416000.0,-405551290868000.0,-405551263004000.0,2.0,479281195117000.0,2.78193391732e-13,0.00389941477793,3,0.249579831933,0.124991342377,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551325508000.0,15099789.4736,-405551325508000.0,-405551314831000.0,-405551336185000.0,-405551335118000.0,-405551315899000.0,2.0,228003642146000.0,2.78193391732e-13,0.00779917682217,8,0.249579831933,0.249993815983,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551354954000.0,9687588.69029,-405551354954000.0,-405551348104000.0,-405551361804000.0,-405551361119000.0,-405551348789000.0,2.0,93849374632200.0,2.78193391732e-13,0.00779956267363,13,0.249579831933,0.250006184017,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551429629000.0,5683529.45507,-405551429629000.0,-405551425610000.0,-405551433647000.0,-405551433246000.0,-405551426012000.0,2.0,32302507066600.0,2.78193391732e-13,0.00779956267363,18,0.249579831933,0.250006184017,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551438493000.0,2527002.79511,-405551438493000.0,-405551436706000.0,-405551440280000.0,-405551440101000.0,-405551436885000.0,2.0,6385743126500.0,2.78193391732e-13,0.00389976204424,23,0.249579831933,0.125002473607,0.125
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406006018742000.0,17128202.8362,-406006018742000.0,-406006006631000.0,-406006030854000.0,-406006029643000.0,-406006007842000.0,2.0,293375332397000.0,2.78193391732e-13,0.00782508824124,29,0.250420168067,0.124991342377,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406006073837000.0,12704540.5592,-406006073837000.0,-406006064853000.0,-406006082820000.0,-406006081922000.0,-406006065752000.0,2.0,161405350820000.0,2.78193391732e-13,0.0156508733536,34,0.250420168067,0.249993815983,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406006104941000.0,13323980.772,-406006104941000.0,-406006095519000.0,-406006114362000.0,-406006113420000.0,-406006096461000.0,2.0,177528463611000.0,2.78193391732e-13,0.0156516476548,39,0.250420168067,0.250006184017,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406006145225000.0,1228201.34541,-406006145225000.0,-406006144357000.0,-406006146094000.0,-406006146007000.0,-406006144443000.0,2.0,1508478544860.0,2.78193391732e-13,0.0156516476548,44,0.250420168067,0.250006184017,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406006197442000.0,3928726.46524,-406006197442000.0,-406006194664000.0,-406006200220000.0,-406006199943000.0,-406006194942000.0,2.0,15434891638700.0,2.78193391732e-13,0.00782578511235,49,0.250420168067,0.125002473607,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460817206000.0,18988215.7136,-406460817206000.0,-406460803780000.0,-406460830633000.0,-406460829291000.0,-406460805122000.0,2.0,360552335988000.0,2.78193391732e-13,0.00782543667679,60,0.125210084034,0.249993815983,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460825818000.0,12246676.544,-406460825818000.0,-406460817158000.0,-406460834478000.0,-406460833612000.0,-406460818024000.0,2.0,149981086373000.0,2.78193391732e-13,0.00391254412062,55,0.125210084034,0.124991342377,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460865928000.0,27653920.5096,-406460865928000.0,-406460846374000.0,-406460885482000.0,-406460883527000.0,-406460848329000.0,2.0,764739319553000.0,2.78193391732e-13,0.00782582382741,65,0.125210084034,0.250006184017,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460893848000.0,3662906.81819,-406460893848000.0,-406460891258000.0,-406460896438000.0,-406460896179000.0,-406460891517000.0,2.0,13416886358800.0,2.78193391732e-13,0.00782582382741,70,0.125210084034,0.250006184017,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460965330000.0,16569353.4986,-406460965330000.0,-406460953614000.0,-406460977047000.0,-406460975875000.0,-406460954786000.0,2.0,274543475362000.0,2.78193391732e-13,0.00391289255617,75,0.125210084034,0.125002473607,0.25
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929151979000.0,21293285.9302,-608929151979000.0,-608929136923000.0,-608929167036000.0,-608929165530000.0,-608929138428000.0,2.0,453404025706000.0,2.78193391732e-13,0.00391254412062,4,0.250420168067,0.124991342377,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929181697000.0,1720979.19986,-608929181697000.0,-608929180480000.0,-608929182913000.0,-608929182792000.0,-608929180601000.0,2.0,2961769406340.0,2.78193391732e-13,0.00782543667679,9,0.250420168067,0.249993815983,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929245493000.0,23298142.9585,-608929245493000.0,-608929229019000.0,-608929261967000.0,-608929260320000.0,-608929230666000.0,2.0,542803465314000.0,2.78193391732e-13,0.00782582382741,14,0.250420168067,0.250006184017,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929277587000.0,5187744.49645,-608929277587000.0,-608929273919000.0,-608929281256000.0,-608929280889000.0,-608929274286000.0,2.0,26912692960400.0,2.78193391732e-13,0.00782582382741,19,0.250420168067,0.250006184017,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929343886000.0,23066063.2651,-608929343886000.0,-608929327575000.0,-608929360196000.0,-608929358565000.0,-608929329206000.0,2.0,532043274548000.0,2.78193391732e-13,0.00391289255617,24,0.250420168067,0.125002473607,0.125
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383896964000.0,16457327.411,-609383896964000.0,-609383885327000.0,-609383908602000.0,-609383907438000.0,-609383886491000.0,2.0,270843625512000.0,2.78193391732e-13,0.00391254412062,30,0.125210084034,0.124991342377,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383947821000.0,9498711.23245,-609383947821000.0,-609383941104000.0,-609383954537000.0,-609383953866000.0,-609383941776000.0,2.0,90225515077500.0,2.78193391732e-13,0.00782543667679,35,0.125210084034,0.249993815983,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609384023272000.0,615024.330937,-609384023272000.0,-609384022837000.0,-609384023707000.0,-609384023663000.0,-609384022880000.0,2.0,378254927644.0,2.78193391732e-13,0.00782582382741,40,0.125210084034,0.250006184017,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609384042222000.0,19162149.0,-609384042222000.0,-609384028673000.0,-609384055772000.0,-609384054417000.0,-609384030028000.0,2.0,367187954298000.0,2.78193391732e-13,0.00782582382741,45,0.125210084034,0.250006184017,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609384119517000.0,34411394.8167,-609384119517000.0,-609384095184000.0,-609384143849000.0,-609384141416000.0,-609384097618000.0,2.0,1184144093230000.0,2.78193391732e-13,0.00391289255617,50,0.125210084034,0.125002473607,0.25
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812307032120000.0,14117019.6328,-812307032120000.0,-812307022137000.0,-812307042102000.0,-812307041104000.0,-812307023136000.0,2.0,199290243313000.0,2.78193391732e-13,0.00195627206031,5,0.125210084034,0.124991342377,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812307085293000.0,26365984.3301,-812307085293000.0,-812307066649000.0,-812307103936000.0,-812307102072000.0,-812307068514000.0,2.0,695165129697000.0,2.78193391732e-13,0.0039127183384,10,0.125210084034,0.249993815983,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812307122738000.0,28925062.8147,-812307122738000.0,-812307102284000.0,-812307143191000.0,-812307141145000.0,-812307104330000.0,2.0,836659258833000.0,2.78193391732e-13,0.0039129119137,15,0.125210084034,0.250006184017,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812307191431000.0,29706590.5516,-812307191431000.0,-812307170425000.0,-812307212436000.0,-812307210336000.0,-812307172526000.0,2.0,882481522203000.0,2.78193391732e-13,0.0039129119137,20,0.125210084034,0.250006184017,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812307209337000.0,1562676.37633,-812307209337000.0,-812307208232000.0,-812307210442000.0,-812307210331000.0,-812307208342000.0,2.0,2441957457130.0,2.78193391732e-13,0.00195644627809,25,0.125210084034,0.125002473607,0.125
