smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2094840355.18,274178.705064,-2094757031.04,-2094615181.48,-2095232177.15,-2095170034.56,-2094627329.59,4.0,75173962310.6,0.124990974078,3.46688419418e-13,0.00195636794902,0.12498974865,0.125226860254,101
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2095580147.06,868304.502327,-2095737511.14,-2094467368.84,-2096378197.12,-2096343683.06,-2094596301.35,4.0,753952708761.0,0.249981948155,3.46688419418e-13,0.00782634136657,0.250007275152,0.125226860254,86
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2106281192.16,667294.535988,-2106267615.17,-2105505724.37,-2107083813.94,-2106993190.72,-2105588201.39,4.0,445281997759.0,0.124990974078,3.46688419418e-13,0.00391294293863,0.249992724848,0.125226860254,106
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2132011527.18,507974.699148,-2132104533.23,-2131320759.89,-2132516282.38,-2132471249.34,-2131421596.56,4.0,258038294974.0,0.250018051845,3.46688419418e-13,0.00391371513664,0.125002976198,0.125226860254,71
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2137254337.21,606460.739342,-2137254996.72,-2136518642.42,-2137988713.0,-2137894681.14,-2136613069.98,4.0,367794628364.0,0.249981948155,3.46688419418e-13,0.00782634136657,0.250007275152,0.125226860254,91
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2148506269.53,603393.351561,-2148449405.06,-2147926227.67,-2149200040.32,-2149142355.79,-2147949793.52,4.0,364083536707.0,0.124990974078,3.46688419418e-13,0.00391317068328,0.250007275152,0.125226860254,111
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2180085492.49,373769.547779,-2180039169.32,-2179685357.94,-2180578273.37,-2180508967.84,-2179726869.57,4.0,139703674847.0,0.249981948155,3.46688419418e-13,0.00391314997922,0.125002976198,0.125226860254,96
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2191540384.46,708102.184936,-2191747520.53,-2190542267.16,-2192124229.62,-2192097966.41,-2190692812.01,4.0,501408704311.0,0.124990974078,3.46688419418e-13,0.00391317068328,0.250007275152,0.125226860254,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2233114221.46,578830.12567,-2233105410.39,-2232460460.3,-2233785604.77,-2233721347.4,-2232519431.03,4.0,335044314383.0,0.124990974078,3.46688419418e-13,0.00195657498961,0.125002976198,0.125226860254,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-147862213969.0,174.856106199,-147862213984.0,-147862213781.0,-147862214127.0,-147862214124.0,-147862213793.0,4.0,30574.6578749,0.124990974078,3.46688419418e-13,0.00195636794902,0.12498974865,0.125226860254,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-517338402575.0,109450.61524,-517338435254.0,-517338249413.0,-517338490380.0,-517338487555.0,-517338271845.0,4.0,11979437176.3,0.250018051845,3.46688419418e-13,0.00779824473773,0.12498974865,0.249546279492,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205428006107000.0,262780.348045,-205428006090000.0,-205428005860000.0,-205428006390000.0,-205428006372000.0,-205428005867000.0,4.0,69053511318.7,0.250018051845,3.46688419418e-13,0.00779907001867,0.125002976198,0.249546279492,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205735257035000.0,449700.929683,-205735256979000.0,-205735256592000.0,-205735257590000.0,-205735257531000.0,-205735256617000.0,4.0,202230926157.0,0.250018051845,3.46688419418e-13,0.00782743027329,0.125002976198,0.250453720508,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206104718042000.0,426349.72049,-206104718099000.0,-206104717483000.0,-206104718488000.0,-206104718447000.0,-206104717558000.0,4.0,181774084162.0,0.249981948155,3.46688419418e-13,0.00391314997922,0.125002976198,0.125226860254,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206622086556000.0,94200.2025127,-206622086579000.0,-206622086423000.0,-206622086642000.0,-206622086635000.0,-206622086444000.0,4.0,8873678153.43,0.124990974078,3.46688419418e-13,0.00389897189959,0.125002976198,0.249546279492,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207752155400000.0,229319.932773,-207752155409000.0,-207752155121000.0,-207752155660000.0,-207752155634000.0,-207752155152000.0,4.0,52587631567.1,0.250018051845,3.46688419418e-13,0.0155982225654,0.250007275152,0.249546279492,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208059406114000.0,439700.42992,-208059406075000.0,-208059405622000.0,-208059406687000.0,-208059406604000.0,-208059405681000.0,4.0,193336468072.0,0.250018051845,3.46688419418e-13,0.0156549433748,0.250007275152,0.250453720508,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208428868395000.0,633790.031393,-208428868230000.0,-208428867824000.0,-208428869294000.0,-208428869148000.0,-208428867871000.0,4.0,401689803893.0,0.249981948155,3.46688419418e-13,0.00782634136657,0.250007275152,0.125226860254,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208946236323000.0,161058.968721,-208946236300000.0,-208946236186000.0,-208946236506000.0,-208946236492000.0,-208946236187000.0,4.0,25939991405.5,0.124990974078,3.46688419418e-13,0.00779798505727,0.250007275152,0.249546279492,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210076329964000.0,139002.931315,-210076329969000.0,-210076329791000.0,-210076330129000.0,-210076330108000.0,-210076329815000.0,4.0,19321814914.0,0.250018051845,3.46688419418e-13,0.0155982225654,0.250007275152,0.249546279492,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210383580650000.0,398840.34947,-210383580667000.0,-210383580162000.0,-210383581105000.0,-210383581058000.0,-210383580219000.0,4.0,159073624365.0,0.250018051845,3.46688419418e-13,0.0156549433748,0.250007275152,0.250453720508,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210753042717000.0,216157.913606,-210753042763000.0,-210753042434000.0,-210753042907000.0,-210753042900000.0,-210753042468000.0,4.0,46724243614.5,0.249981948155,3.46688419418e-13,0.00782634136657,0.250007275152,0.125226860254,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211270410674000.0,159208.955341,-211270410712000.0,-211270410465000.0,-211270410807000.0,-211270410804000.0,-211270410490000.0,4.0,25347491460.9,0.124990974078,3.46688419418e-13,0.00779798505727,0.250007275152,0.249546279492,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212400479717000.0,247648.322533,-212400479764000.0,-212400479415000.0,-212400479925000.0,-212400479924000.0,-212400479445000.0,4.0,61329691653.4,0.250018051845,3.46688419418e-13,0.0155973147564,0.249992724848,0.249546279492,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212707730209000.0,273840.054485,-212707730215000.0,-212707729947000.0,-212707730458000.0,-212707730454000.0,-212707729955000.0,4.0,74988375440.2,0.250018051845,3.46688419418e-13,0.0156540322646,0.249992724848,0.250453720508,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213077192257000.0,674956.165886,-213077192244000.0,-213077191448000.0,-213077193093000.0,-213077192978000.0,-213077191555000.0,4.0,455565825867.0,0.249981948155,3.46688419418e-13,0.00782588587727,0.249992724848,0.125226860254,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213594560274000.0,68615.8165924,-213594560279000.0,-213594560189000.0,-213594560349000.0,-213594560342000.0,-213594560199000.0,4.0,4708130286.65,0.124990974078,3.46688419418e-13,0.00779753121829,0.249992724848,0.249546279492,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214724383605000.0,218933.912096,-214724383557000.0,-214724383418000.0,-214724383887000.0,-214724383854000.0,-214724383422000.0,4.0,47932057865.5,0.250018051845,3.46688419418e-13,0.00779824473773,0.12498974865,0.249546279492,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215031633900000.0,663527.25141,-215031634049000.0,-215031632971000.0,-215031634531000.0,-215031634472000.0,-215031633120000.0,4.0,440268413364.0,0.250018051845,3.46688419418e-13,0.00782660199132,0.12498974865,0.250453720508,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215401096122000.0,539803.548969,-215401096072000.0,-215401095598000.0,-215401096745000.0,-215401096692000.0,-215401095621000.0,4.0,291387871479.0,0.249981948155,3.46688419418e-13,0.00391273589804,0.12498974865,0.125226860254,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215918464083000.0,123446.103309,-215918464123000.0,-215918463903000.0,-215918464182000.0,-215918464175000.0,-215918463934000.0,4.0,15238940422.2,0.124990974078,3.46688419418e-13,0.0038985593187,0.12498974865,0.249546279492,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420829131865000.0,175253.434239,-420829131860000.0,-420829131693000.0,-420829132045000.0,-420829132036000.0,-420829131700000.0,4.0,30713766212.5,0.124990974078,3.46688419418e-13,0.00389897189959,0.125002976198,0.249546279492,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421198603848000.0,271129.153053,-421198603884000.0,-421198603484000.0,-421198604140000.0,-421198604103000.0,-421198603543000.0,4.0,73511017635.1,0.250018051845,3.46688419418e-13,0.00782743027329,0.125002976198,0.250453720508,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421505850719000.0,704691.119792,-421505850515000.0,-421505850125000.0,-421505851722000.0,-421505851564000.0,-421505850160000.0,4.0,496589574314.0,0.250018051845,3.46688419418e-13,0.00391371513664,0.125002976198,0.125226860254,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423153281168000.0,351321.606952,-423153281223000.0,-423153280751000.0,-423153281477000.0,-423153281471000.0,-423153280789000.0,4.0,123426871512.0,0.124990974078,3.46688419418e-13,0.00779798505727,0.250007275152,0.249546279492,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423522752800000.0,223391.073635,-423522752861000.0,-423522752482000.0,-423522752994000.0,-423522752980000.0,-423522752533000.0,4.0,49903571779.6,0.250018051845,3.46688419418e-13,0.0156549433748,0.250007275152,0.250453720508,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423830000418000.0,682448.740355,-423830000591000.0,-423829999452000.0,-423830001040000.0,-423830000987000.0,-423829999609000.0,4.0,465736283212.0,0.250018051845,3.46688419418e-13,0.00782747168739,0.250007275152,0.125226860254,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425477455705000.0,283149.155878,-425477455633000.0,-425477455451000.0,-425477456105000.0,-425477456042000.0,-425477455470000.0,4.0,80173444474.3,0.124990974078,3.46688419418e-13,0.00779798505727,0.250007275152,0.249546279492,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425846927729000.0,131940.014616,-425846927686000.0,-425846927626000.0,-425846927918000.0,-425846927888000.0,-425846927630000.0,4.0,17408167456.8,0.250018051845,3.46688419418e-13,0.0156549433748,0.250007275152,0.250453720508,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426154174315000.0,252825.910397,-426154174252000.0,-426154174086000.0,-426154174671000.0,-426154174615000.0,-426154174104000.0,4.0,63920940968.2,0.250018051845,3.46688419418e-13,0.00782747168739,0.250007275152,0.125226860254,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427801605353000.0,176145.554577,-427801605323000.0,-427801605173000.0,-427801605595000.0,-427801605556000.0,-427801605193000.0,4.0,31027256397.1,0.124990974078,3.46688419418e-13,0.00779753121829,0.249992724848,0.249546279492,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428171077470000.0,401872.770516,-428171077574000.0,-428171076939000.0,-428171077792000.0,-428171077789000.0,-428171077005000.0,4.0,161501723682.0,0.250018051845,3.46688419418e-13,0.0156540322646,0.249992724848,0.250453720508,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428478324936000.0,254617.782579,-428478324843000.0,-428478324756000.0,-428478325302000.0,-428478325244000.0,-428478324758000.0,4.0,64830215205.4,0.250018051845,3.46688419418e-13,0.0078270161323,0.249992724848,0.125226860254,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430125509030000.0,459132.674405,-430125508901000.0,-430125508628000.0,-430125509690000.0,-430125509576000.0,-430125508664000.0,4.0,210802812707.0,0.124990974078,3.46688419418e-13,0.0038985593187,0.12498974865,0.249546279492,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430494981167000.0,155314.880048,-430494981221000.0,-430494980941000.0,-430494981283000.0,-430494981279000.0,-430494980978000.0,4.0,24122711964.4,0.250018051845,3.46688419418e-13,0.00782660199132,0.12498974865,0.250453720508,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430802227582000.0,568202.101766,-430802227435000.0,-430802227067000.0,-430802228392000.0,-430802228256000.0,-430802227115000.0,4.0,322853628451.0,0.250018051845,3.46688419418e-13,0.00391330099566,0.12498974865,0.125226860254,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636599729990000.0,588257.158676,-636599729743000.0,-636599729607000.0,-636599730865000.0,-636599730703000.0,-636599729621000.0,4.0,346046484734.0,0.124990974078,3.46688419418e-13,0.00391314997922,0.125002976198,0.250453720508,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636969197325000.0,285205.834043,-636969197272000.0,-636969197037000.0,-636969197718000.0,-636969197654000.0,-636969197069000.0,4.0,81342367772.0,0.250018051845,3.46688419418e-13,0.00391371513664,0.125002976198,0.125226860254,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-638923879101000.0,181675.752956,-638923879128000.0,-638923878889000.0,-638923879260000.0,-638923879258000.0,-638923878907000.0,4.0,33006079212.1,0.124990974078,3.46688419418e-13,0.00782634136657,0.250007275152,0.250453720508,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639293346913000.0,405190.969269,-639293346913000.0,-639293346444000.0,-639293347380000.0,-639293347335000.0,-639293346490000.0,4.0,164179721577.0,0.250018051845,3.46688419418e-13,0.00782747168739,0.250007275152,0.125226860254,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641248053707000.0,423228.487338,-641248053717000.0,-641248053270000.0,-641248054123000.0,-641248054106000.0,-641248053293000.0,4.0,179122352494.0,0.124990974078,3.46688419418e-13,0.00782634136657,0.250007275152,0.250453720508,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641617520905000.0,662353.178001,-641617521069000.0,-641617519979000.0,-641617521503000.0,-641617521461000.0,-641617520120000.0,4.0,438711732409.0,0.250018051845,3.46688419418e-13,0.00782747168739,0.250007275152,0.125226860254,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643572203232000.0,297725.937367,-643572203273000.0,-643572202832000.0,-643572203552000.0,-643572203511000.0,-643572202896000.0,4.0,88640733781.3,0.124990974078,3.46688419418e-13,0.00782588587727,0.249992724848,0.250453720508,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643941670691000.0,395796.709862,-643941670650000.0,-643941670320000.0,-643941671144000.0,-643941671107000.0,-643941670332000.0,4.0,156655035537.0,0.250018051845,3.46688419418e-13,0.0078270161323,0.249992724848,0.125226860254,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645896106748000.0,220889.492472,-645896106714000.0,-645896106544000.0,-645896107021000.0,-645896106993000.0,-645896106552000.0,4.0,48792167884.4,0.124990974078,3.46688419418e-13,0.00391273589804,0.12498974865,0.250453720508,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646265574866000.0,381577.871306,-646265574924000.0,-646265574348000.0,-646265575268000.0,-646265575217000.0,-646265574434000.0,4.0,145601671870.0,0.250018051845,3.46688419418e-13,0.00391330099566,0.12498974865,0.125226860254,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852370323602000.0,654985.586365,-852370323514000.0,-852370322911000.0,-852370324468000.0,-852370324347000.0,-852370322979000.0,4.0,429006118345.0,0.124990974078,3.46688419418e-13,0.00195657498961,0.125002976198,0.125226860254,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854694471466000.0,180495.774435,-854694471446000.0,-854694471277000.0,-854694471696000.0,-854694471668000.0,-854694471293000.0,4.0,32578724588.8,0.124990974078,3.46688419418e-13,0.00391317068328,0.250007275152,0.125226860254,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857018648600000.0,384953.950355,-857018648757000.0,-857018648037000.0,-857018648850000.0,-857018648849000.0,-857018648132000.0,4.0,148189543894.0,0.124990974078,3.46688419418e-13,0.00391317068328,0.250007275152,0.125226860254,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859342796245000.0,359058.757299,-859342796259000.0,-859342795801000.0,-859342796663000.0,-859342796615000.0,-859342795857000.0,4.0,128923191193.0,0.124990974078,3.46688419418e-13,0.00391294293863,0.249992724848,0.125226860254,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861666701000000.0,500182.531339,-861666701201000.0,-861666700260000.0,-861666701339000.0,-861666701327000.0,-861666700392000.0,4.0,250182564657.0,0.124990974078,3.46688419418e-13,0.00195636794902,0.12498974865,0.125226860254,5
