smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,11223311.6421,4702452.6157,11638607.6542,15809194.1704,5806837.08954,6262330.20018,15602878.6671,4.0,22113060602900.0,0.0155959701145,0.249981948155,3.46688419418e-13,93,0.249546279492,0.250007275152
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,1543732.08011,3364399.00926,2081550.33494,4446202.90076,-2434375.25019,-2077463.27002,4411981.87348,4.0,11319180693500.0,0.00391317068328,0.124990974078,3.46688419418e-13,115,0.125226860254,0.250007275152
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-28967718.417,2977763.94262,-30091323.5333,-24567234.2547,-31120992.3465,-30995668.2822,-25366721.3888,4.0,8867078097980.0,0.0155950624366,0.249981948155,3.46688419418e-13,82,0.249546279492,0.249992724848
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-41173945.8483,4747001.40127,-40588605.2539,-36074777.0513,-47443795.8339,-46549860.5843,-36617507.9443,4.0,22534022303600.0,0.00779794379918,0.249981948155,3.46688419418e-13,98,0.249546279492,0.125002976198
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-53289915.4164,5869975.78091,-53564326.9716,-46863944.533,-59167063.1892,-58881706.2256,-47313948.4298,4.0,34456615668500.0,0.00391317068328,0.124990974078,3.46688419418e-13,120,0.125226860254,0.250007275152
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-60687696.3816,4007866.07254,-59194650.5192,-57904437.5823,-66457046.9057,-65541928.5886,-57923728.3821,4.0,16062990455400.0,0.0077971186374,0.249981948155,3.46688419418e-13,77,0.249546279492,0.12498974865
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-77363761.4636,6169023.84716,-76036156.09,-71411609.8132,-85971123.8613,-84593663.1814,-71992507.2689,4.0,38056855226900.0,0.00391273589804,0.124990974078,3.46688419418e-13,104,0.250453720508,0.12498974865
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-85616452.8159,3674863.29745,-87098061.2385,-80153536.8435,-88116151.9431,-87982289.1905,-81176364.6496,4.0,13504620254900.0,0.0155959701145,0.249981948155,3.46688419418e-13,87,0.249546279492,0.250007275152
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-92602729.7084,4440751.41552,-94242499.1448,-86245451.9557,-95680468.5883,-95674120.5888,-87235661.617,4.0,19720273134500.0,0.00782588587727,0.124990974078,3.46688419418e-13,109,0.250453720508,0.249992724848
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-108755236.823,6117546.72097,-109011080.663,-101105372.748,-115893413.218,-115034319.468,-102117972.803,4.0,37424377883300.0,0.00195657498961,0.124990974078,3.46688419418e-13,125,0.125226860254,0.125002976198
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-141985744.693,2192544.04917,-141488676.625,-139916517.794,-145049107.729,-144569303.046,-140098081.636,4.0,4807249407540.0,0.0155959701145,0.249981948155,3.46688419418e-13,92,0.249546279492,0.250007275152
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-142445017.629,4763318.55678,-143628294.852,-136021859.414,-146501621.398,-146362146.277,-136871300.869,4.0,22689203673400.0,0.00782634136657,0.124990974078,3.46688419418e-13,114,0.250453720508,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-197225828.483,1906974.04734,-197166774.757,-195289794.143,-199279970.276,-199144699.957,-195389632.227,4.0,3636550017210.0,0.00782588587727,0.249981948155,3.46688419418e-13,81,0.125226860254,0.249992724848
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-198962353.705,3115273.34505,-198221352.021,-196129530.7,-203277180.078,-202643134.256,-196318975.511,4.0,9704928014390.0,0.00779794379918,0.249981948155,3.46688419418e-13,97,0.249546279492,0.125002976198
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-202927919.003,3119328.18709,-202842764.322,-199230336.011,-206795811.357,-206281042.378,-199694012.182,4.0,9730208338800.0,0.00782634136657,0.124990974078,3.46688419418e-13,119,0.250453720508,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-244892301.433,2868419.21984,-246268707.547,-240592153.689,-246439636.949,-246424049.251,-241433585.055,4.0,8227828820770.0,0.00391273589804,0.249981948155,3.46688419418e-13,76,0.125226860254,0.12498974865
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-250360755.155,3932579.77706,-250938407.396,-245038275.608,-254527930.221,-254009073.874,-245903723.3,4.0,15465183702900.0,0.00782634136657,0.249981948155,3.46688419418e-13,86,0.125226860254,0.250007275152
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-256173072.726,3665869.26912,-257042252.204,-251052062.708,-259555723.787,-259291839.985,-251837454.198,4.0,13438597498300.0,0.00779753121829,0.124990974078,3.46688419418e-13,108,0.249546279492,0.249992724848
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-257426939.745,5256055.5743,-256891265.947,-252010959.478,-263914267.608,-263210774.185,-252393048.622,4.0,27626120200100.0,0.00391314997922,0.124990974078,3.46688419418e-13,124,0.250453720508,0.125002976198
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-265915155.963,4089008.36148,-264473049.052,-262976779.292,-271737746.456,-270845450.221,-263003811.38,4.0,16719989380300.0,0.0038985593187,0.124990974078,3.46688419418e-13,103,0.249546279492,0.12498974865
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306506910.712,2308375.99347,-306459081.753,-304212773.063,-308896706.28,-308768400.182,-304312381.786,4.0,5328599727250.0,0.00782634136657,0.249981948155,3.46688419418e-13,91,0.125226860254,0.250007275152
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-318118848.025,3416559.7621,-319199534.163,-313149349.858,-320926973.917,-320701631.896,-314023103.561,4.0,11672880608000.0,0.00779798505727,0.124990974078,3.46688419418e-13,113,0.249546279492,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-364753994.16,2091574.99556,-364962666.294,-362394761.853,-366695882.198,-366639923.622,-362575923.71,4.0,4374685962030.0,0.00391314997922,0.249981948155,3.46688419418e-13,96,0.125226860254,0.125002976198
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-371667235.977,5662618.89053,-372927106.909,-363729320.1,-377085409.99,-376547446.33,-365023206.318,4.0,32065252699400.0,0.00779798505727,0.124990974078,3.46688419418e-13,118,0.249546279492,0.250007275152
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-431887157.735,2817551.43736,-432252845.816,-428186821.963,-434856117.347,-434573851.735,-428688500.423,4.0,7938596102150.0,0.00389897189959,0.124990974078,3.46688419418e-13,123,0.249546279492,0.125002976198
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-435801578.512,3951638.74335,-435540617.912,-431282295.999,-440842782.224,-440146531.192,-431821970.671,4.0,15615448758000.0,0.00779753121829,0.124990974078,3.46688419418e-13,107,0.249546279492,0.249992724848
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-452592138.451,5091314.73227,-452235013.087,-447802684.443,-458095843.189,-457739353.465,-447944898.948,4.0,25921485703000.0,0.0038985593187,0.124990974078,3.46688419418e-13,102,0.249546279492,0.12498974865
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-488580989.412,3097011.68109,-488219287.727,-485202775.255,-492682606.938,-492068951.643,-485599409.539,4.0,9591481352830.0,0.00779798505727,0.124990974078,3.46688419418e-13,112,0.249546279492,0.250007275152
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-547040113.181,6701303.77268,-545686265.035,-540854768.7,-555933153.952,-554788879.319,-541186734.446,4.0,44907472253700.0,0.00779798505727,0.124990974078,3.46688419418e-13,117,0.249546279492,0.250007275152
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-598509632.045,2592477.38458,-597830843.4,-596181147.908,-602195693.473,-601592100.53,-596377467.664,4.0,6720938989540.0,0.00389897189959,0.124990974078,3.46688419418e-13,122,0.249546279492,0.125002976198
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-605882312.731,7300738.99338,-607363925.033,-595720164.366,-613081236.494,-612292235.612,-597398132.629,4.0,53300789849500.0,0.00391294293863,0.124990974078,3.46688419418e-13,106,0.125226860254,0.249992724848
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-636737635.573,6176191.19497,-638689368.07,-627809415.115,-641762391.035,-641445944.726,-629296900.922,4.0,38145337676800.0,0.00195636794902,0.124990974078,3.46688419418e-13,101,0.125226860254,0.12498974865
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-666035114.682,5159375.89194,-668047948.459,-658390625.963,-669653935.845,-669462832.854,-659789429.221,4.0,26619159594300.0,0.00391317068328,0.124990974078,3.46688419418e-13,111,0.125226860254,0.250007275152
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-720831735.091,8460386.27285,-719235933.351,-712333414.356,-732521659.305,-730621598.044,-713275994.572,4.0,71578135885800.0,0.00391317068328,0.124990974078,3.46688419418e-13,116,0.125226860254,0.250007275152
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-775537086.013,3559873.36271,-776861805.648,-770358549.281,-778066183.474,-778006216.422,-771213348.114,4.0,12672698358500.0,0.00195657498961,0.124990974078,3.46688419418e-13,121,0.125226860254,0.125002976198
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161142604306.0,682.190648287,-161142604485.0,-161142603389.0,-161142604865.0,-161142604853.0,-161142603508.0,4.0,465384.080611,0.00195636794902,0.124990974078,3.46688419418e-13,1,0.125226860254,0.12498974865
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161199222713.0,1107.7556418,-161199222686.0,-161199221390.0,-161199224093.0,-161199223898.0,-161199221567.0,4.0,1227122.56193,0.00391294293863,0.124990974078,3.46688419418e-13,6,0.125226860254,0.249992724848
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161255846820.0,970.231412814,-161255847093.0,-161255845436.0,-161255847656.0,-161255847598.0,-161255845659.0,4.0,941348.99441,0.00391317068328,0.124990974078,3.46688419418e-13,11,0.125226860254,0.250007275152
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161312470898.0,1425.62821811,-161312470764.0,-161312469321.0,-161312472742.0,-161312472490.0,-161312469493.0,4.0,2032415.81627,0.00391317068328,0.124990974078,3.46688419418e-13,16,0.125226860254,0.250007275152
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161369095918.0,1565.16801663,-161369096454.0,-161369093621.0,-161369097142.0,-161369097042.0,-161369094042.0,4.0,2449750.92028,0.00195657498961,0.124990974078,3.46688419418e-13,21,0.125226860254,0.125002976198
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571083326025.0,827605.870548,-571083383617.0,-571082426916.0,-571084109950.0,-571084084867.0,-571082486554.0,4.0,684931476965.0,0.00779824473773,0.250018051845,3.46688419418e-13,27,0.249546279492,0.12498974865
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571140939196.0,1054154.41135,-571141174364.0,-571139479942.0,-571141928115.0,-571141851136.0,-571139698022.0,4.0,1111241522960.0,0.0155973147564,0.250018051845,3.46688419418e-13,32,0.249546279492,0.249992724848
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571196534256.0,1220527.56214,-571196330919.0,-571195404804.0,-571198070382.0,-571197901382.0,-571195451803.0,4.0,1489687529950.0,0.0155982225654,0.250018051845,3.46688419418e-13,37,0.249546279492,0.250007275152
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571254670484.0,767424.687551,-571254910047.0,-571253604366.0,-571255257475.0,-571255249206.0,-571253756374.0,4.0,588940651064.0,0.0155982225654,0.250018051845,3.46688419418e-13,42,0.249546279492,0.250007275152
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571309241160.0,828182.996313,-571309467896.0,-571308114610.0,-571309914240.0,-571309898453.0,-571308266438.0,4.0,685887075383.0,0.00779907001867,0.250018051845,3.46688419418e-13,47,0.249546279492,0.125002976198
