smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,566061302.497,959776.92912,565958932.886,567280160.705,565047183.511,565133244.194,567132678.256,4.0,921171753671.0,0.0078270161323,0.250018051845,3.46688419418e-13,31,0.125226860254,0.249992724848
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,549169891.977,1913187.81481,549373475.825,550933448.102,546999168.158,547169296.225,550885470.343,4.0,3660287614740.0,0.00391330099566,0.250018051845,3.46688419418e-13,26,0.125226860254,0.12498974865
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,514735396.971,1687194.49782,515045852.776,516434517.461,512415364.869,512780400.847,516255754.966,4.0,2846625273470.0,0.00779824473773,0.250018051845,3.46688419418e-13,53,0.249546279492,0.12498974865
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,508425167.077,1746181.51126,508617077.989,510104555.642,506361956.687,506550352.176,510031306.7,4.0,3049149870260.0,0.00782747168739,0.250018051845,3.46688419418e-13,36,0.125226860254,0.250007275152
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,458086424.891,880561.051413,458015510.374,459228396.495,457086282.323,457214183.319,459057946.789,4.0,775387765265.0,0.0155973147564,0.250018051845,3.46688419418e-13,58,0.249546279492,0.249992724848
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,450372063.267,1008898.80845,450268871.352,451544353.332,449406157.03,449445246.338,451443348.875,4.0,1017876805690.0,0.00782747168739,0.250018051845,3.46688419418e-13,41,0.125226860254,0.250007275152
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,403069474.305,2285797.85758,402287217.674,406393056.697,401310405.176,401397849.084,405836258.81,4.0,5224871845710.0,0.0155982225654,0.250018051845,3.46688419418e-13,63,0.249546279492,0.250007275152
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,394641113.048,2600491.2089,394228208.798,397775397.226,392332637.369,392384742.115,397475549.931,4.0,6762554527580.0,0.00391371513664,0.250018051845,3.46688419418e-13,46,0.125226860254,0.125002976198
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,348820449.629,3226295.52031,349759669.801,351561900.609,344200558.304,344952011.668,351373979.348,4.0,10408982784400.0,0.0155982225654,0.250018051845,3.46688419418e-13,68,0.249546279492,0.250007275152
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,339893999.671,3385734.01604,339924877.106,343651025.227,336075219.244,336399675.399,343345095.533,4.0,11463194827400.0,0.0155973147564,0.250018051845,3.46688419418e-13,57,0.249546279492,0.249992724848
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,331394062.888,3014508.0248,330908994.67,335378571.083,328379691.128,328615663.954,334851557.326,4.0,9087258631610.0,0.00779824473773,0.250018051845,3.46688419418e-13,52,0.249546279492,0.12498974865
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,309504358.201,3236096.27537,310562853.066,312054134.627,304837592.043,305595978.164,311930845.426,4.0,10472319103500.0,0.00782547179608,0.249981948155,3.46688419418e-13,79,0.250453720508,0.12498974865
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,288512447.635,3121049.92548,288125023.78,292336335.098,285463407.882,285625386.853,291941901.814,4.0,9740952637340.0,0.00779907001867,0.250018051845,3.46688419418e-13,73,0.249546279492,0.125002976198
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,285521499.192,1013733.40611,285885480.802,286287117.28,284027917.884,284303123.828,286230300.302,4.0,1027655418670.0,0.0155982225654,0.250018051845,3.46688419418e-13,62,0.249546279492,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,253605419.831,4576701.67548,252442347.022,260015687.384,249521297.895,249796460.545,259042681.049,4.0,20946198226400.0,0.0156517717545,0.249981948155,3.46688419418e-13,84,0.250453720508,0.249992724848
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,228651143.488,3102085.12337,229239434.255,231769723.464,224355981.979,225083018.318,231395661.585,4.0,9622932112610.0,0.0155982225654,0.250018051845,3.46688419418e-13,67,0.249546279492,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,200254353.838,846662.27378,200140598.866,201380742.476,199355475.142,199450030.903,201217933.733,4.0,716837005842.0,0.0156526827331,0.249981948155,3.46688419418e-13,89,0.250453720508,0.250007275152
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,199257941.21,3283610.79522,198193262.477,204050326.491,196594913.393,196819463.08,203186969.564,4.0,10782099854500.0,0.0078270161323,0.250018051845,3.46688419418e-13,56,0.125226860254,0.249992724848
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,172925440.166,3770269.71621,172853150.164,176655305.942,169340154.396,169444591.053,176507495.283,4.0,14214933733000.0,0.00779907001867,0.250018051845,3.46688419418e-13,72,0.249546279492,0.125002976198
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,150462347.291,4258816.52771,152021609.18,153481854.713,144324316.092,145302792.319,153438935.62,4.0,18137518216700.0,0.00391330099566,0.250018051845,3.46688419418e-13,51,0.125226860254,0.12498974865
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,141590745.117,2925286.68521,141167378.584,145279462.505,138748760.795,138909472.862,144864730.518,4.0,8557302190670.0,0.00782747168739,0.250018051845,3.46688419418e-13,61,0.125226860254,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,140435949.171,3964559.07764,141707957.871,143548747.365,134779133.576,135660134.423,143430951.738,4.0,15717728680100.0,0.0156526827331,0.249981948155,3.46688419418e-13,94,0.250453720508,0.250007275152
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,124116952.111,4137172.92234,125354142.145,127633762.774,118125761.38,119193248.859,127308589.315,4.0,17116199789300.0,0.0077971186374,0.249981948155,3.46688419418e-13,78,0.249546279492,0.12498974865
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,124040548.639,3226483.35767,124235266.975,127284411.636,120407248.971,120692312.509,127116179.099,4.0,10410194857300.0,0.0155950624366,0.249981948155,3.46688419418e-13,83,0.249546279492,0.249992724848
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,113932323.599,4628696.50642,114567538.73,118835818.135,107758398.801,108658562.205,118316783.809,4.0,21424831348500.0,0.00195636794902,0.124990974078,3.46688419418e-13,105,0.125226860254,0.12498974865
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,88837038.1699,1650005.44879,88738962.6541,90892119.0084,86978108.3628,87169572.4556,90641809.6062,4.0,2722517981030.0,0.00782747168739,0.250018051845,3.46688419418e-13,66,0.125226860254,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,85326584.7141,3733329.1313,86465040.9581,88135249.615,80241007.3252,80926558.942,88132771.7447,4.0,13937746402600.0,0.00782629995845,0.249981948155,3.46688419418e-13,99,0.250453720508,0.125002976198
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,66941165.8752,1059840.64014,66662796.9764,68373297.6172,66065771.9307,66088454.2664,68183593.9423,4.0,1123262182480.0,0.0155959701145,0.249981948155,3.46688419418e-13,88,0.249546279492,0.250007275152
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,62535878.8587,5910872.89678,62521580.5433,69605450.6721,55494903.6761,56305630.6119,68786144.7471,4.0,34938418401900.0,0.00391294293863,0.124990974078,3.46688419418e-13,110,0.125226860254,0.249992724848
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,30154629.0624,1270690.47049,30061441.8225,31665366.7754,28830265.8292,28920649.0807,31519071.18,4.0,1614654271790.0,0.00391371513664,0.250018051845,3.46688419418e-13,71,0.125226860254,0.125002976198
