smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-739056333.007,3877393.81987,-739056333.007,-736314601.543,-741798064.47,-741523891.324,-736588774.69,2.0,15034182834300.0,0.125018050542,0.124995105963,0.00195687562387,5,0.125226860254,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-747747777.663,10689296.4251,-747747777.663,-740189303.675,-755306251.651,-754550404.252,-740945151.073,2.0,114261058064000.0,0.125018050542,0.249996504259,0.00391384975812,30,0.125226860254,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-761921105.76,4485213.55969,-761921105.76,-758749580.837,-765092630.683,-764775478.191,-759066733.329,2.0,20117140676000.0,0.125018050542,0.250003495741,0.00782791842816,85,0.250453720508,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-831765903.672,1935296.49246,-831765903.672,-830397442.399,-833134364.946,-832997518.818,-830534288.526,2.0,3745372513730.0,0.125018050542,0.250003495741,0.00391395921408,55,0.125226860254,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-833422621.542,8637982.3134,-833422621.542,-827314645.672,-839530597.411,-838919799.825,-827925443.259,2.0,74614738446600.0,0.125018050542,0.125001398296,0.00391394826849,110,0.250453720508,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-909759632.4,9015380.6705,-909759632.4,-903384795.593,-916134469.207,-915496985.526,-904022279.274,2.0,81277088634100.0,0.125018050542,0.250003495741,0.00391395921408,80,0.125226860254,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-994448547.533,3644074.83849,-994448547.533,-991871797.503,-997025297.562,-996767622.559,-992129472.506,2.0,13279281428500.0,0.125018050542,0.125001398296,0.00195697413424,105,0.125226860254,1.83230531396e-13
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-19329612458.3,273686.418349,-19329612458.3,-19329418932.8,-19329805983.8,-19329786631.3,-19329438285.3,2.0,74904255588.6,0.125018050542,0.124995105963,0.00195687562387,1,0.125226860254,1.83230531396e-13
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-360211703308.0,575547.930614,-360211703308.0,-360211296334.0,-360212110282.0,-360212069584.0,-360211337031.0,2.0,331255420434.0,0.25,0.124995105963,0.00782637233343,7,0.250453720508,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-770063334736.0,5566272.51366,-770063334736.0,-770059398787.0,-770067270685.0,-770066877090.0,-770059792382.0,2.0,30983389696400.0,0.249963898917,0.124995105963,0.00779688984465,13,0.249546279492,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744575827000.0,2742881.74411,-218744575827000.0,-218744573888000.0,-218744577767000.0,-218744577573000.0,-218744574082000.0,2.0,7523400262150.0,0.249963898917,0.125001398296,0.00779728234506,118,0.249546279492,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154401122000.0,10592951.1319,-219154401122000.0,-219154393632000.0,-219154408612000.0,-219154407863000.0,-219154394381000.0,2.0,112210613682000.0,0.25,0.125001398296,0.003913383159,124,0.125226860254,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219727226824000.0,1038882.85181,-219727226824000.0,-219727226089000.0,-219727227558000.0,-219727227485000.0,-219727226163000.0,2.0,1079277579790.0,0.125018050542,0.125001398296,0.00391394826849,106,0.250453720508,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220068107558000.0,906422.637716,-220068107558000.0,-220068106917000.0,-220068108199000.0,-220068108135000.0,-220068106981000.0,2.0,821601998164.0,0.25,0.125001398296,0.00779840846903,112,0.249546279492,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619301818000.0,8462933.66217,-223619301818000.0,-223619295834000.0,-223619307802000.0,-223619307203000.0,-223619296432000.0,2.0,71621246170200.0,0.249963898917,0.250003495741,0.0155946083013,93,0.249546279492,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029130047000.0,4713972.36855,-224029130047000.0,-224029126714000.0,-224029133380000.0,-224029133047000.0,-224029127047000.0,2.0,22221535491400.0,0.25,0.250003495741,0.00782678820604,99,0.125226860254,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601959154000.0,1222065.86826,-224601959154000.0,-224601958290000.0,-224601960018000.0,-224601959932000.0,-224601958376000.0,2.0,1493444986350.0,0.125018050542,0.250003495741,0.00782791842816,81,0.250453720508,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942835689000.0,899733.054013,-224942835689000.0,-224942835053000.0,-224942836325000.0,-224942836262000.0,-224942835117000.0,2.0,809519568483.0,0.25,0.250003495741,0.0155968605555,87,0.249546279492,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228494063063000.0,4628347.68146,-228494063063000.0,-228494059790000.0,-228494066335000.0,-228494066008000.0,-228494060117000.0,2.0,21421602260500.0,0.249963898917,0.250003495741,0.0155946083013,68,0.249546279492,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903893130000.0,784010.698242,-228903893130000.0,-228903892575000.0,-228903893684000.0,-228903893629000.0,-228903892631000.0,2.0,614672774959.0,0.25,0.250003495741,0.00782678820604,74,0.125226860254,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476713492000.0,2291128.85508,-229476713492000.0,-229476711872000.0,-229476715112000.0,-229476714950000.0,-229476712034000.0,2.0,5249271430590.0,0.125018050542,0.250003495741,0.00782791842816,56,0.250453720508,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817596638000.0,5311968.22027,-229817596638000.0,-229817592881000.0,-229817600394000.0,-229817600018000.0,-229817593257000.0,2.0,28217006373200.0,0.25,0.250003495741,0.0155968605555,62,0.249546279492,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368792803000.0,6057843.72172,-233368792803000.0,-233368788520000.0,-233368797087000.0,-233368796658000.0,-233368788948000.0,2.0,36697470556800.0,0.249963898917,0.249996504259,0.0155941721897,43,0.249546279492,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778622124000.0,2094805.58494,-233778622124000.0,-233778620643000.0,-233778623605000.0,-233778623457000.0,-233778620791000.0,2.0,4388210438670.0,0.25,0.249996504259,0.00782656932572,49,0.125226860254,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351445640000.0,1028085.59643,-234351445640000.0,-234351444913000.0,-234351446367000.0,-234351446295000.0,-234351444986000.0,2.0,1056959993580.0,0.125018050542,0.249996504259,0.00782769951624,31,0.250453720508,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692325946000.0,755864.113943,-234692325946000.0,-234692325412000.0,-234692326481000.0,-234692326427000.0,-234692325465000.0,2.0,571330558748.0,0.25,0.249996504259,0.015596424381,37,0.249546279492,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243277190000.0,2077611.1787,-238243277190000.0,-238243275721000.0,-238243278659000.0,-238243278512000.0,-238243275868000.0,2.0,4316468209840.0,0.249963898917,0.124995105963,0.00779688984465,18,0.249546279492,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238653108367000.0,2057978.97763,-238653108367000.0,-238653106911000.0,-238653109822000.0,-238653109676000.0,-238653107057000.0,2.0,4235277472390.0,0.25,0.124995105963,0.00391318616671,24,0.125226860254,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225927008000.0,307854.338859,-239225927008000.0,-239225926791000.0,-239225927226000.0,-239225927204000.0,-239225926813000.0,2.0,94774293954.4,0.125018050542,0.124995105963,0.00391375124775,6,0.250453720508,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566810620000.0,5688608.97872,-239566810620000.0,-239566806598000.0,-239566814643000.0,-239566814241000.0,-239566807000000.0,2.0,32360272112800.0,0.25,0.124995105963,0.00779801591193,12,0.249546279492,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541321747000.0,977038.165778,-457541321747000.0,-457541321056000.0,-457541322438000.0,-457541322369000.0,-457541321125000.0,2.0,954603577388.0,0.25,0.125001398296,0.00779840846903,117,0.249546279492,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457951167827000.0,8418155.19717,-457951167827000.0,-457951161875000.0,-457951173780000.0,-457951173185000.0,-457951162470000.0,2.0,70865336923600.0,0.249963898917,0.125001398296,0.00391281804952,123,0.125226860254,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933826942000.0,320653.524026,-458933826942000.0,-458933826715000.0,-458933827169000.0,-458933827146000.0,-458933826738000.0,2.0,102818682470.0,0.125018050542,0.125001398296,0.0038997672965,111,0.249546279492,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462416049220000.0,3244224.34105,-462416049220000.0,-462416046926000.0,-462416051514000.0,-462416051284000.0,-462416047155000.0,2.0,10524991575100.0,0.25,0.250003495741,0.0155968605555,92,0.249546279492,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825897112000.0,18317.2918075,-462825897112000.0,-462825897099000.0,-462825897125000.0,-462825897124000.0,-462825897100000.0,2.0,335523179.16,0.249963898917,0.250003495741,0.00782565798392,98,0.125226860254,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808549083000.0,3413739.71262,-463808549083000.0,-463808546669000.0,-463808551497000.0,-463808551255000.0,-463808546910000.0,2.0,11653618825500.0,0.125018050542,0.250003495741,0.00779955640487,86,0.249546279492,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290808945000.0,4054389.10717,-467290808945000.0,-467290806078000.0,-467290811812000.0,-467290811525000.0,-467290806365000.0,2.0,16438071032400.0,0.25,0.250003495741,0.0155968605555,67,0.249546279492,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700648469000.0,2840609.60231,-467700648469000.0,-467700646460000.0,-467700650477000.0,-467700650277000.0,-467700646661000.0,2.0,8069062912760.0,0.249963898917,0.250003495741,0.00782565798392,73,0.125226860254,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683309639000.0,2538525.40947,-468683309639000.0,-468683307844000.0,-468683311434000.0,-468683311254000.0,-468683308023000.0,2.0,6444111254520.0,0.125018050542,0.250003495741,0.00779955640487,61,0.249546279492,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165543795000.0,1439689.51484,-472165543795000.0,-472165542777000.0,-472165544813000.0,-472165544712000.0,-472165542879000.0,2.0,2072705899150.0,0.25,0.249996504259,0.015596424381,42,0.249546279492,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575384304000.0,4534835.77066,-472575384304000.0,-472575381098000.0,-472575387511000.0,-472575387190000.0,-472575381418000.0,2.0,20564735466800.0,0.249963898917,0.249996504259,0.0078254391352,48,0.125226860254,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473558042391000.0,1265375.49569,-473558042391000.0,-473558041496000.0,-473558043286000.0,-473558043196000.0,-473558041586000.0,2.0,1601175145090.0,0.125018050542,0.249996504259,0.0077993382861,36,0.249546279492,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477040028030000.0,4715284.60405,-477040028030000.0,-477040024696000.0,-477040031364000.0,-477040031031000.0,-477040025029000.0,2.0,22233908897200.0,0.25,0.124995105963,0.00779801591193,17,0.249546279492,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449865221000.0,13302861.2602,-477449865221000.0,-477449855814000.0,-477449874627000.0,-477449873686000.0,-477449856755000.0,2.0,176966117707000.0,0.249963898917,0.124995105963,0.00391262108568,23,0.125226860254,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432525320000.0,1934490.71115,-478432525320000.0,-478432523952000.0,-478432526688000.0,-478432526551000.0,-478432524089000.0,2.0,3742254311540.0,0.125018050542,0.124995105963,0.00389957098961,11,0.249546279492,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696407037528000.0,5302234.45348,-696407037528000.0,-696407033778000.0,-696407041277000.0,-696407040902000.0,-696407034153000.0,2.0,28113690199700.0,0.125018050542,0.125001398296,0.0038997672965,116,0.249546279492,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747911326000.0,5141543.64196,-696747911326000.0,-696747907691000.0,-696747914962000.0,-696747914598000.0,-696747908054000.0,2.0,26435471022200.0,0.25,0.125001398296,0.003913383159,122,0.125226860254,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281761421000.0,3987452.12536,-701281761421000.0,-701281758602000.0,-701281764241000.0,-701281763959000.0,-701281758884000.0,2.0,15899774452100.0,0.125018050542,0.250003495741,0.00779955640487,91,0.249546279492,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622637957000.0,9217974.19558,-701622637957000.0,-701622631439000.0,-701622644475000.0,-701622643823000.0,-701622632091000.0,2.0,84971048270500.0,0.25,0.250003495741,0.00782678820604,97,0.125226860254,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156524231000.0,4000081.22925,-706156524231000.0,-706156521402000.0,-706156527059000.0,-706156526776000.0,-706156521685000.0,2.0,16000649840600.0,0.125018050542,0.250003495741,0.00779955640487,66,0.249546279492,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497389810000.0,1997392.63231,-706497389810000.0,-706497388397000.0,-706497391222000.0,-706497391081000.0,-706497388539000.0,2.0,3989577327620.0,0.25,0.250003495741,0.00782678820604,72,0.125226860254,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711031252034000.0,7040287.45368,-711031252034000.0,-711031247056000.0,-711031257012000.0,-711031256514000.0,-711031247554000.0,2.0,49565647430400.0,0.125018050542,0.249996504259,0.0077993382861,41,0.249546279492,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711372125517000.0,6535306.52718,-711372125517000.0,-711372120895000.0,-711372130138000.0,-711372129676000.0,-711372121358000.0,2.0,42710231404200.0,0.25,0.249996504259,0.00782656932572,47,0.125226860254,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905734501000.0,10889496.4026,-715905734501000.0,-715905726801000.0,-715905742201000.0,-715905741431000.0,-715905727571000.0,2.0,118581131903000.0,0.125018050542,0.124995105963,0.00389957098961,16,0.249546279492,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246604749000.0,545914.277406,-716246604749000.0,-716246604363000.0,-716246605135000.0,-716246605097000.0,-716246604402000.0,2.0,298022398275.0,0.25,0.124995105963,0.00391318616671,22,0.125226860254,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613625095000.0,7579935.17401,-935613625095000.0,-935613619735000.0,-935613630454000.0,-935613629918000.0,-935613620271000.0,2.0,57455417242300.0,0.125018050542,0.125001398296,0.00195697413424,121,0.125226860254,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488348297000.0,5424785.51622,-940488348297000.0,-940488344462000.0,-940488352133000.0,-940488351750000.0,-940488344845000.0,2.0,29428297897000.0,0.125018050542,0.250003495741,0.00391395921408,96,0.125226860254,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945363112570000.0,2788082.35185,-945363112570000.0,-945363110599000.0,-945363114542000.0,-945363114344000.0,-945363110796000.0,2.0,7773403200700.0,0.125018050542,0.250003495741,0.00391395921408,71,0.125226860254,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237844089000.0,8319661.76329,-950237844089000.0,-950237838206000.0,-950237849972000.0,-950237849384000.0,-950237838795000.0,2.0,69216771855500.0,0.125018050542,0.249996504259,0.00391384975812,46,0.125226860254,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112322973000.0,1128593.15769,-955112322973000.0,-955112322175000.0,-955112323771000.0,-955112323691000.0,-955112322255000.0,2.0,1273722515570.0,0.125018050542,0.124995105963,0.00195687562387,21,0.125226860254,1.83230531396e-13
