smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-668435788.649,14103916.7707,-668435788.649,-658462813.459,-678408763.839,-677411466.32,-659460110.978,2.0,198920468274000.0,1.83804491715e-14,0.055548424363,0.0555548058612,10,0.0556451612903,0.000171719962311
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-735094595.894,3774629.30735,-735094595.894,-732425529.914,-737763661.873,-737496755.275,-732692436.512,2.0,14247826407900.0,1.83804491715e-14,0.111096848726,0.111110410739,109,0.0556451612903,0.000686884788764
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-811300905.517,66342772.2275,-811300905.517,-764389481.392,-858212329.642,-853521187.23,-769080623.805,2.0,4401363426830000.0,1.83804491715e-14,0.055548424363,0.111110410739,130,0.111290322581,0.000686884788764
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-867205320.927,47512476.4584,-867205320.927,-833608926.632,-900801715.222,-897442075.792,-836968566.062,2.0,2257435419210000.0,1.83804491715e-14,0.055548424363,0.111110410739,120,0.111290322581,0.000686884788764
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-943540811.243,3466320.01693,-943540811.243,-941089752.854,-945991869.633,-945746763.794,-941334858.693,2.0,12015374459700.0,1.83804491715e-14,0.055548424363,0.111110410739,110,0.0556451612903,0.000343442394382
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18895896135.2,2545233.14777,-18895896135.2,-18894096383.6,-18897695886.8,-18897515911.6,-18894276358.7,2.0,6478211776530.0,1.83804491715e-14,0.055548424363,0.0555548058612,1,0.0556451612903,0.000171719962311
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-223856128859.0,10754450.612,-223856128859.0,-223848524314.0,-223863733403.0,-223862972949.0,-223849284768.0,2.0,115658207966000.0,1.83804491715e-14,0.111128939092,0.0555548058612,12,0.111290322581,0.000687078254746
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359834681429.0,7713684.23212,-359834681429.0,-359829227031.0,-359840135828.0,-359839590388.0,-359829772471.0,2.0,59500924432900.0,1.83804491715e-14,0.111128939092,0.0555548058612,23,0.111290322581,0.000687078254746
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-564790285251.0,2008533.72501,-564790285251.0,-564788865003.0,-564791705499.0,-564791563474.0,-564789007028.0,2.0,4034207724520.0,1.83804491715e-14,0.111096848726,0.0555548058612,34,0.111290322581,0.000686879849244
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769744724863.0,18995538.557,-769744724863.0,-769731292988.0,-769758156737.0,-769756813549.0,-769732636176.0,2.0,360830485072000.0,1.83804491715e-14,0.111096848726,0.0555548058612,45,0.110483870968,0.000681902459032
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102560833281000.0,7422018.60756,-102560833281000.0,-102560828033000.0,-102560838529000.0,-102560838005000.0,-102560828558000.0,2.0,55086360211000.0,1.83804491715e-14,0.055548424363,0.111110410739,111,0.111290322581,0.000686884788764
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102765784111000.0,4091398.21431,-102765784111000.0,-102765781218000.0,-102765787004000.0,-102765786715000.0,-102765781507000.0,2.0,16739539348100.0,1.83804491715e-14,0.111128939092,0.111110410739,122,0.111290322581,0.00137416639139
720.0,-460.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102901781267000.0,3052078.14954,-102901781267000.0,-102901779109000.0,-102901783425000.0,-102901783210000.0,-102901779325000.0,2.0,9315181030890.0,1.83804491715e-14,0.111128939092,0.111110410739,133,0.111290322581,0.00137416639139
720.0,-323.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-118639637565000.0,5943351.49973,-118639637565000.0,-118639633362000.0,-118639641767000.0,-118639641347000.0,-118639633783000.0,2.0,35323427049400.0,1.83804491715e-14,0.111096848726,0.0555548058612,55,0.110483870968,0.000681902459032
720.0,-254.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-118844636776000.0,30017847.5988,-118844636776000.0,-118844615551000.0,-118844658002000.0,-118844655880000.0,-118844617673000.0,2.0,901071174466000.0,1.83804491715e-14,0.111096848726,0.0555548058612,66,0.111290322581,0.000686879849244
720.0,-185.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119049566439000.0,512738.992747,-119049566439000.0,-119049566077000.0,-119049566802000.0,-119049566766000.0,-119049566113000.0,2.0,262901274683.0,1.83804491715e-14,0.111128939092,0.0555548058612,77,0.111290322581,0.000687078254746
720.0,-116.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119185464457000.0,59804747.8142,-119185464457000.0,-119185422169000.0,-119185506745000.0,-119185502516000.0,-119185426397000.0,2.0,3576607861120000.0,1.83804491715e-14,0.111128939092,0.0555548058612,88,0.111290322581,0.000687078254746
720.0,-47.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119390465933000.0,27406391.4722,-119390465933000.0,-119390446554000.0,-119390485312000.0,-119390483374000.0,-119390448492000.0,2.0,751110293525000.0,1.83804491715e-14,0.111096848726,0.0555548058612,99,0.0556451612903,0.000343439924622
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119622187922000.0,6079364.51661,-119622187922000.0,-119622183623000.0,-119622192221000.0,-119622191791000.0,-119622184053000.0,2.0,36958672925800.0,1.83804491715e-14,0.055548424363,0.0555548058612,11,0.111290322581,0.000343439924622
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119827142258000.0,11046933.7495,-119827142258000.0,-119827134447000.0,-119827150070000.0,-119827149289000.0,-119827135228000.0,2.0,122034745267000.0,1.83804491715e-14,0.111128939092,0.0555548058612,22,0.111290322581,0.000687078254746
720.0,-460.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-119963131305000.0,22524637.138,-119963131305000.0,-119963115378000.0,-119963147232000.0,-119963145639000.0,-119963116970000.0,2.0,507359278200000.0,1.83804491715e-14,0.111128939092,0.0555548058612,33,0.111290322581,0.000687078254746
720.0,-391.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-120168092323000.0,13152132.622,-120168092323000.0,-120168083023000.0,-120168101623000.0,-120168100693000.0,-120168083953000.0,2.0,172978592506000.0,1.83804491715e-14,0.111096848726,0.0555548058612,44,0.110483870968,0.000681902459032
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-222164121706000.0,12379656.7246,-222164121706000.0,-222164112952000.0,-222164130460000.0,-222164129584000.0,-222164113828000.0,2.0,153255900620000.0,1.83804491715e-14,0.055548424363,0.111110410739,121,0.111290322581,0.000686884788764
720.0,-460.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-222369062129000.0,4263373.45569,-222369062129000.0,-222369059115000.0,-222369065144000.0,-222369064842000.0,-222369059416000.0,2.0,18176353222700.0,1.83804491715e-14,0.111128939092,0.111110410739,132,0.111290322581,0.00137416639139
720.0,-323.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238037964944000.0,17703018.9321,-238037964944000.0,-238037952427000.0,-238037977462000.0,-238037976211000.0,-238037953678000.0,2.0,313396879311000.0,1.83804491715e-14,0.111096848726,0.0555548058612,54,0.110483870968,0.000681902459032
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242937096000.0,32200688.4862,-238242937096000.0,-238242914327000.0,-238242959866000.0,-238242957589000.0,-238242916604000.0,2.0,1036884338990000.0,1.83804491715e-14,0.111096848726,0.0555548058612,65,0.111290322581,0.000686879849244
720.0,-185.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238447861119000.0,18405667.2946,-238447861119000.0,-238447848105000.0,-238447874134000.0,-238447872833000.0,-238447849406000.0,2.0,338768588558000.0,1.83804491715e-14,0.111096848726,0.0555548058612,76,0.111290322581,0.000686879849244
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652845888000.0,892838.033692,-238652845888000.0,-238652845257000.0,-238652846520000.0,-238652846457000.0,-238652845320000.0,2.0,797159754407.0,1.83804491715e-14,0.111128939092,0.0555548058612,87,0.111290322581,0.000687078254746
720.0,-47.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238788810315000.0,45025532.0168,-238788810315000.0,-238788778477000.0,-238788842153000.0,-238788838969000.0,-238788781661000.0,2.0,2027298533400000.0,1.83804491715e-14,0.111128939092,0.0555548058612,98,0.0556451612903,0.000343539127373
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225463069000.0,6853041.49006,-239225463069000.0,-239225458223000.0,-239225467914000.0,-239225467430000.0,-239225458707000.0,2.0,46964177664500.0,1.83804491715e-14,0.055548424363,0.0555548058612,21,0.111290322581,0.000343439924622
720.0,-460.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239430429317000.0,17041310.3066,-239430429317000.0,-239430417267000.0,-239430441367000.0,-239430440162000.0,-239430418472000.0,2.0,290406256967000.0,1.83804491715e-14,0.111128939092,0.0555548058612,32,0.111290322581,0.000687078254746
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566408138000.0,3358710.07755,-239566408138000.0,-239566405763000.0,-239566410512000.0,-239566410275000.0,-239566406000000.0,2.0,11280933385000.0,1.83804491715e-14,0.111128939092,0.0555548058612,43,0.110483870968,0.000682099426813
720.0,-460.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341767397750000.0,20188415.2328,-341767397750000.0,-341767383475000.0,-341767412026000.0,-341767410598000.0,-341767384902000.0,2.0,407572109611000.0,1.83804491715e-14,0.055548424363,0.111110410739,131,0.111290322581,0.000686884788764
720.0,-323.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-357436307615000.0,31290782.5079,-357436307615000.0,-357436285490000.0,-357436329741000.0,-357436327529000.0,-357436287702000.0,2.0,979113069959000.0,1.83804491715e-14,0.111128939092,0.0555548058612,53,0.110483870968,0.000682099426813
720.0,-254.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-357641261213000.0,38122436.7358,-357641261213000.0,-357641234257000.0,-357641288170000.0,-357641285474000.0,-357641236952000.0,2.0,1453320182680000.0,1.83804491715e-14,0.111096848726,0.0555548058612,64,0.111290322581,0.000686879849244
720.0,-185.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-357846211116000.0,14037701.6532,-357846211116000.0,-357846201190000.0,-357846221043000.0,-357846220050000.0,-357846202183000.0,2.0,197057067704000.0,1.83804491715e-14,0.111096848726,0.0555548058612,75,0.111290322581,0.000686879849244
720.0,-116.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-358051134890000.0,67722458.7383,-358051134890000.0,-358051087003000.0,-358051182777000.0,-358051177988000.0,-358051091791000.0,2.0,4586331417560000.0,1.83804491715e-14,0.111096848726,0.0555548058612,86,0.111290322581,0.000686879849244
720.0,-47.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-358256073832000.0,46844745.2529,-358256073832000.0,-358256040708000.0,-358256106956000.0,-358256103644000.0,-358256044020000.0,2.0,2194430157800000.0,1.83804491715e-14,0.111128939092,0.0555548058612,97,0.0556451612903,0.000343539127373
720.0,-460.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-358828769798000.0,17323906.3051,-358828769798000.0,-358828757549000.0,-358828782048000.0,-358828780823000.0,-358828758774000.0,2.0,300117729669000.0,1.83804491715e-14,0.055548424363,0.0555548058612,31,0.111290322581,0.000343439924622
720.0,-391.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359033707701000.0,23987625.1915,-359033707701000.0,-359033690740000.0,-359033724663000.0,-359033722967000.0,-359033692436000.0,2.0,575406162330000.0,1.83804491715e-14,0.111128939092,0.0555548058612,42,0.110483870968,0.000682099426813
720.0,-323.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476903597135000.0,16032210.7483,-476903597135000.0,-476903585798000.0,-476903608471000.0,-476903607338000.0,-476903586932000.0,2.0,257031781476000.0,1.83804491715e-14,0.111128939092,0.0555548058612,52,0.110483870968,0.000682099426813
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039586190000.0,49133288.3952,-477039586190000.0,-477039551448000.0,-477039620933000.0,-477039617459000.0,-477039554922000.0,2.0,2414080028530000.0,1.83804491715e-14,0.111128939092,0.0555548058612,63,0.111290322581,0.000687078254746
720.0,-185.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477244558169000.0,22362287.0452,-477244558169000.0,-477244542357000.0,-477244573982000.0,-477244572400000.0,-477244543938000.0,2.0,500071881892000.0,1.83804491715e-14,0.111096848726,0.0555548058612,74,0.111290322581,0.000686879849244
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449495578000.0,34559723.7665,-477449495578000.0,-477449471140000.0,-477449520015000.0,-477449517571000.0,-477449473584000.0,2.0,1194374506820000.0,1.83804491715e-14,0.111096848726,0.0555548058612,85,0.111290322581,0.000686879849244
720.0,-47.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477654492388000.0,8880749.04962,-477654492388000.0,-477654486108000.0,-477654498667000.0,-477654498039000.0,-477654486736000.0,2.0,78867703682300.0,1.83804491715e-14,0.111096848726,0.0555548058612,96,0.0556451612903,0.000343439924622
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432037825000.0,19244731.2497,-478432037825000.0,-478432024217000.0,-478432051433000.0,-478432050072000.0,-478432025578000.0,2.0,370359680872000.0,1.83804491715e-14,0.055548424363,0.0555548058612,41,0.110483870968,0.000340951229516
720.0,-323.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596301912482000.0,18296912.9016,-596301912482000.0,-596301899544000.0,-596301925420000.0,-596301924126000.0,-596301900838000.0,2.0,334777021729000.0,1.83804491715e-14,0.055548424363,0.0555548058612,51,0.110483870968,0.000340951229516
720.0,-254.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596506889762000.0,26145713.32,-596506889762000.0,-596506871274000.0,-596506908250000.0,-596506906401000.0,-596506873123000.0,2.0,683598325009000.0,1.83804491715e-14,0.111128939092,0.0555548058612,62,0.111290322581,0.000687078254746
720.0,-185.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596642897607000.0,58415133.3808,-596642897607000.0,-596642856301000.0,-596642938912000.0,-596642934782000.0,-596642860431000.0,2.0,3412327807900000.0,1.83804491715e-14,0.111128939092,0.0555548058612,73,0.111290322581,0.000687078254746
720.0,-116.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596847829727000.0,49302711.5777,-596847829727000.0,-596847794865000.0,-596847864590000.0,-596847861103000.0,-596847798351000.0,2.0,2430757368920000.0,1.83804491715e-14,0.111096848726,0.0555548058612,84,0.111290322581,0.000686879849244
720.0,-47.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-597052789721000.0,44106326.8551,-597052789721000.0,-597052758533000.0,-597052820909000.0,-597052817790000.0,-597052761652000.0,2.0,1945368068650000.0,1.83804491715e-14,0.111096848726,0.0555548058612,95,0.0556451612903,0.000343439924622
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905217892000.0,6009454.63692,-715905217892000.0,-715905213642000.0,-715905222141000.0,-715905221716000.0,-715905214067000.0,2.0,36113545033200.0,1.83804491715e-14,0.055548424363,0.0555548058612,61,0.111290322581,0.000343439924622
720.0,-185.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716110166015000.0,15973378.5802,-716110166015000.0,-716110154720000.0,-716110177310000.0,-716110176180000.0,-716110155849000.0,2.0,255148823266000.0,1.83804491715e-14,0.111128939092,0.0555548058612,72,0.111290322581,0.000687078254746
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246145132000.0,82951928.8113,-716246145132000.0,-716246086477000.0,-716246203788000.0,-716246197923000.0,-716246092342000.0,2.0,6881022493520000.0,1.83804491715e-14,0.111128939092,0.0555548058612,83,0.111290322581,0.000687078254746
720.0,-47.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716451108554000.0,22512042.362,-716451108554000.0,-716451092635000.0,-716451124472000.0,-716451122880000.0,-716451094227000.0,2.0,506792051307000.0,1.83804491715e-14,0.111096848726,0.0555548058612,94,0.0556451612903,0.000343439924622
720.0,-185.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-835508474771000.0,16810200.7416,-835508474771000.0,-835508462884000.0,-835508486657000.0,-835508485469000.0,-835508464073000.0,2.0,282582848973000.0,1.83804491715e-14,0.055548424363,0.0555548058612,71,0.111290322581,0.000343439924622
720.0,-116.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-835713460190000.0,52352648.5637,-835713460190000.0,-835713423171000.0,-835713497208000.0,-835713493507000.0,-835713426872000.0,2.0,2740799811640000.0,1.83804491715e-14,0.111128939092,0.0555548058612,82,0.111290322581,0.000687078254746
720.0,-47.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-835849454386000.0,22030748.8939,-835849454386000.0,-835849438808000.0,-835849469964000.0,-835849468406000.0,-835849440365000.0,2.0,485353896826000.0,1.83804491715e-14,0.111128939092,0.0555548058612,93,0.0556451612903,0.000343539127373
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111754462000.0,10843015.2687,-955111754462000.0,-955111746795000.0,-955111762129000.0,-955111761363000.0,-955111747562000.0,2.0,117570980117000.0,1.83804491715e-14,0.055548424363,0.0555548058612,81,0.111290322581,0.000343439924622
720.0,-47.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955316731640000.0,58978650.9932,-955316731640000.0,-955316689936000.0,-955316773344000.0,-955316769174000.0,-955316694106000.0,2.0,3478481272970000.0,1.83804491715e-14,0.111128939092,0.0555548058612,92,0.0556451612903,0.000343539127373
720.0,-47.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074715041510000.0,1832461.83176,-1074715041510000.0,-1074715040210000.0,-1074715042800000.0,-1074715042680000.0,-1074715040340000.0,2.0,3357916364840.0,1.83804491715e-14,0.055548424363,0.0555548058612,91,0.0556451612903,0.000171719962311
