smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,362537050.534,25938842.4903,362537050.534,380878581.955,344195519.113,346029672.255,379044428.813,2.0,672823549738000.0,1.83804491715e-14,0.111096848726,0.0555548058612,35,0.111290322581,0.000686879849244
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,336044315.892,5008818.47214,336044315.892,339586085.399,332502546.385,332856723.335,339231908.449,2.0,25088262486900.0,1.83804491715e-14,0.111128939092,0.111110410739,103,0.0556451612903,0.000687083195693
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,329306832.747,5665075.08117,329306832.747,333312645.753,325301019.741,325701601.042,332912064.453,2.0,32093075675300.0,1.83804491715e-14,0.111096848726,0.0555548058612,56,0.110483870968,0.000681902459032
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,298024555.738,24432189.9237,298024555.738,315300722.912,280748388.563,282476005.281,313573106.194,2.0,596931904467000.0,1.83804491715e-14,0.111096848726,0.0555548058612,4,0.0556451612903,0.000343439924622
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,291841971.598,1701700.94448,291841971.598,293045255.875,290638687.32,290759015.748,292924927.447,2.0,2895786104450.0,1.83804491715e-14,0.111096848726,0.0555548058612,25,0.111290322581,0.000686879849244
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,276824938.891,28208569.4689,276824938.891,296771409.65,256878468.132,258873115.208,294776762.574,2.0,795723391482000.0,1.83804491715e-14,0.111128939092,0.0555548058612,67,0.111290322581,0.000687078254746
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,275381093.003,1489404.60356,275381093.003,276434261.098,274327924.908,274433241.718,276328944.289,2.0,2218326073100.0,1.83804491715e-14,0.111096848726,0.111110410739,134,0.111290322581,0.00137376957753
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,264732870.918,1466511.64305,264732870.918,265769851.246,263695890.591,263799588.624,265666153.213,2.0,2150656399210.0,1.83804491715e-14,0.111096848726,0.0555548058612,46,0.110483870968,0.000681902459032
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,263213306.054,16732231.0249,263213306.054,275044780.076,251381832.032,252564979.434,273861632.674,2.0,279967555070000.0,1.83804491715e-14,0.111096848726,0.111110410739,124,0.111290322581,0.00137376957753
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,225009598.239,2354868.18845,225009598.239,226674741.503,223344454.974,223510969.3,226508227.177,2.0,5545404184970.0,1.83804491715e-14,0.111096848726,0.111110410739,114,0.111290322581,0.00137376957753
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,207100609.713,20231502.9191,207100609.713,221406442.62,192794776.805,194225360.096,219975859.33,2.0,409313710364000.0,1.83804491715e-14,0.111096848726,0.0555548058612,15,0.111290322581,0.000686879849244
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,196473475.807,8615523.0332,196473475.807,202565570.567,190381381.047,190990590.523,201956361.091,2.0,74227237135600.0,1.83804491715e-14,0.111128939092,0.0555548058612,78,0.111290322581,0.000687078254746
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,179358450.346,20152630.9781,179358450.346,193608512.37,165108388.323,166533394.525,192183506.167,2.0,406128535340000.0,1.83804491715e-14,0.111096848726,0.0555548058612,36,0.111290322581,0.000686879849244
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,178660915.137,38228971.0349,178660915.137,205692879.794,151628950.481,154332146.946,202989683.328,2.0,1461454226390000.0,1.83804491715e-14,0.111096848726,0.111110410739,135,0.111290322581,0.00137376957753
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,178060972.692,4886693.15732,178060972.692,181516386.561,174605558.823,174951100.21,181170845.174,2.0,23879770013800.0,1.83804491715e-14,0.111096848726,0.111110410739,104,0.0556451612903,0.000686884788764
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,149824033.918,21437375.0264,149824033.918,164982547.17,134665520.666,136181371.991,163466695.845,2.0,459561048022000.0,1.83804491715e-14,0.111096848726,0.0555548058612,26,0.111290322581,0.000686879849244
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,145966665.097,25364832.8345,145966665.097,163902310.398,128031019.796,129824584.326,162108745.868,2.0,643374744724000.0,1.83804491715e-14,0.111128939092,0.0555548058612,57,0.110483870968,0.000682099426813
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,132480126.102,29758234.018,132480126.102,153522375.173,111437877.032,113542101.939,151418150.266,2.0,885552491868000.0,1.83804491715e-14,0.111096848726,0.111110410739,125,0.111290322581,0.00137376957753
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,115162831.968,47248711.1439,115162831.968,148572716.02,81752947.9155,85093936.3207,145231727.615,2.0,2232440704760000.0,1.83804491715e-14,0.111096848726,0.0555548058612,5,0.0556451612903,0.000343439924622
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,97678315.5783,6584995.70652,97678315.5783,102334610.696,93022020.4601,93487649.9719,101868981.185,2.0,43362168454900.0,1.83804491715e-14,0.111096848726,0.0555548058612,89,0.111290322581,0.000686879849244
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,79794305.7684,28544782.1427,79794305.7684,99978514.789,59610096.7478,61628517.6499,97960093.887,2.0,814804587575000.0,1.83804491715e-14,0.111128939092,0.0555548058612,68,0.111290322581,0.000687078254746
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,73442174.5404,24831219.9921,73442174.5404,91000498.5819,55883850.4989,57639682.903,89244666.1777,2.0,616589486294000.0,1.83804491715e-14,0.111128939092,0.0555548058612,47,0.110483870968,0.000682099426813
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,71985088.0583,23944303.3931,71985088.0583,88916267.3583,55053908.7583,56747026.6883,87223149.4283,2.0,573329664979000.0,1.83804491715e-14,0.111096848726,0.111110410739,115,0.111290322581,0.00137376957753
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,65017676.8006,45209420.8873,65017676.8006,96985564.8836,33049788.7176,36246577.5259,93788776.0753,2.0,2043891736970000.0,1.83804491715e-14,0.055548424363,0.0555548058612,100,0.0556451612903,0.000171719962311
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,60105307.4426,9760166.21811,60105307.4426,67006787.1609,53203827.7242,53893975.6961,66316639.1891,2.0,95260844605200.0,1.83804491715e-14,0.111096848726,0.0555548058612,79,0.111290322581,0.000686879849244
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,46033007.8622,3201489.09547,46033007.8622,48296802.5115,43769213.2129,43995592.6778,48070423.0465,2.0,10249532428400.0,1.83804491715e-14,0.111096848726,0.0555548058612,16,0.111290322581,0.000686879849244
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,43193469.3801,417783.247269,43193469.3801,43488886.7473,42898052.0129,42927593.7496,43459345.0106,2.0,174542841699.0,1.83804491715e-14,0.111128939092,0.0555548058612,58,0.110483870968,0.000682099426813
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,30961380.9055,19051323.5279,30961380.9055,44432700.9626,17490060.8484,18837192.8541,43085568.9569,2.0,362952928163000.0,1.83804491715e-14,0.111096848726,0.111110410739,136,0.111290322581,0.00137376957753
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,14066576.2847,6754829.65233,14066576.2847,18842962.1376,9290190.43174,9767829.01704,18365323.5523,2.0,45627723632100.0,1.83804491715e-14,0.111128939092,0.0555548058612,37,0.111290322581,0.000687078254746
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,8262811.90622,8706545.34546,8262811.90622,14419269.1607,2106354.65173,2722000.37718,13803623.4353,2.0,75803931852600.0,1.83804491715e-14,0.111096848726,0.111110410739,105,0.0556451612903,0.000686884788764
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-24873104.4714,18716858.7438,-24873104.4714,-11638286.7312,-38107922.2116,-36784440.4376,-12961768.5052,2.0,350320801234000.0,1.83804491715e-14,0.055548424363,0.0555548058612,90,0.111290322581,0.000343439924622
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-31695267.6858,3757956.13025,-31695267.6858,-29037991.4227,-34352543.9489,-34086816.3226,-29303719.049,2.0,14122234276900.0,1.83804491715e-14,0.111096848726,0.111110410739,126,0.111290322581,0.00137376957753
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-58385328.9879,41601288.1745,-58385328.9879,-28968776.0136,-87801881.9622,-84860226.6647,-31910431.311,2.0,1730667177780000.0,1.83804491715e-14,0.111128939092,0.0555548058612,27,0.111290322581,0.000687078254746
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70119591.5643,29140169.7012,-70119591.5643,-49514379.9637,-90724803.1649,-88664282.0048,-51574901.1237,2.0,849149490212000.0,1.83804491715e-14,0.111096848726,0.0555548058612,6,0.0556451612903,0.000343439924622
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-109707501.824,5274621.02536,-109707501.824,-105977781.529,-113437222.119,-113064250.09,-106350753.558,2.0,27821626961200.0,1.83804491715e-14,0.111096848726,0.0555548058612,69,0.111290322581,0.000686879849244
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-134883584.503,11676166.9163,-134883584.503,-126627287.698,-143139881.308,-142314251.627,-127452917.379,2.0,136332873857000.0,1.83804491715e-14,0.111096848726,0.0555548058612,59,0.110483870968,0.000681902459032
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135884367.546,37702953.6069,-135884367.546,-109224353.38,-162544381.712,-159878380.295,-111890354.796,2.0,1421512710680000.0,1.83804491715e-14,0.111096848726,0.111110410739,116,0.111290322581,0.00137376957753
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137078032.078,43840193.5268,-137078032.078,-106078333.947,-168077730.209,-164977760.396,-109178303.76,2.0,1921962568470000.0,1.83804491715e-14,0.111128939092,0.0555548058612,48,0.110483870968,0.000682099426813
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137305707.113,63251489.8429,-137305707.113,-92580149.725,-182031264.501,-177558708.762,-97052705.4638,2.0,4000750967350000.0,1.83804491715e-14,0.111128939092,0.111110410739,137,0.111290322581,0.00137416639139
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-143587701.987,12285259.2567,-143587701.987,-134900711.858,-152274692.116,-151405993.103,-135769410.871,2.0,150927595005000.0,1.83804491715e-14,0.111128939092,0.0555548058612,38,0.111290322581,0.000687078254746
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-154397494.011,44048842.6098,-154397494.011,-123250258.698,-185544729.323,-182430005.792,-126364982.229,2.0,1940300535260000.0,1.83804491715e-14,0.111128939092,0.0555548058612,17,0.111290322581,0.000687078254746
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-158372065.519,2545953.11891,-158372065.519,-156571804.804,-160172326.234,-159992300.162,-156751830.875,2.0,6481877283690.0,1.83804491715e-14,0.055548424363,0.0555548058612,80,0.111290322581,0.000343439924622
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-159242606.558,34973484.9682,-159242606.558,-134512618.176,-183972594.941,-181499596.103,-136985617.014,2.0,1223144650820000.0,1.83804491715e-14,0.111096848726,0.0555548058612,49,0.110483870968,0.000681902459032
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-159592793.795,16243931.3802,-159592793.795,-148106599.763,-171078987.827,-169930368.424,-149255219.166,2.0,263865306686000.0,1.83804491715e-14,0.111096848726,0.111110410739,106,0.0556451612903,0.000686884788764
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-191411481.028,65205483.5426,-191411481.028,-145304241.445,-237518720.612,-232907996.654,-149914965.403,2.0,4251755084020000.0,1.83804491715e-14,0.055548424363,0.0555548058612,70,0.111290322581,0.000343439924622
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-208671483.974,3190759.92247,-208671483.974,-206415275.996,-210927691.953,-210702071.155,-206640896.794,2.0,10180948882900.0,1.83804491715e-14,0.111128939092,0.0555548058612,28,0.111290322581,0.000687078254746
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-221498098.301,19909699.5538,-221498098.301,-207419814.735,-235576381.867,-234168553.51,-208827643.091,2.0,396396136321000.0,1.83804491715e-14,0.111128939092,0.111110410739,127,0.111290322581,0.00137416639139
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-250981616.366,54581355.0709,-250981616.366,-212386770.069,-289576462.663,-285716978.033,-216246254.698,2.0,2979124321380000.0,1.83804491715e-14,0.111128939092,0.0555548058612,7,0.0556451612903,0.000343539127373
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-285918618.676,896763.59253,-285918618.676,-285284511.058,-286552726.293,-286489315.531,-285347921.82,2.0,804184940887.0,1.83804491715e-14,0.111096848726,0.0555548058612,39,0.111290322581,0.000686879849244
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-292796395.047,15605817.7926,-292796395.047,-281761415.46,-303831374.634,-302727876.675,-282864913.419,2.0,243541548975000.0,1.83804491715e-14,0.111128939092,0.111110410739,138,0.111290322581,0.00137416639139
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-305186736.53,33568965.847,-305186736.53,-281449893.142,-328923579.917,-326549895.579,-283823577.481,2.0,1126875468040000.0,1.83804491715e-14,0.111128939092,0.111110410739,117,0.111290322581,0.00137416639139
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-322706939.123,81961725.3965,-322706939.123,-264751247.297,-380662630.949,-374867061.766,-270546816.48,2.0,6717724429980000.0,1.83804491715e-14,0.055548424363,0.0555548058612,60,0.110483870968,0.000340951229516
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-354283079.342,9338793.95151,-354283079.342,-347679554.811,-360886603.873,-360226251.42,-348339907.264,2.0,87213072468800.0,1.83804491715e-14,0.055548424363,0.0555548058612,50,0.110483870968,0.000340951229516
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-356260885.521,30590001.9161,-356260885.521,-334630487.73,-377891283.312,-375728243.533,-336793527.509,2.0,935748217229000.0,1.83804491715e-14,0.111128939092,0.111110410739,107,0.0556451612903,0.000687083195693
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-372850558.004,22108093.5649,-372850558.004,-357217775.125,-388483340.883,-386920062.595,-358781053.413,2.0,488767801074000.0,1.83804491715e-14,0.111128939092,0.0555548058612,8,0.0556451612903,0.000343539127373
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-382690978.524,33750125.6551,-382690978.524,-358826035.807,-406555921.24,-404169426.969,-361212530.079,2.0,1139070981730000.0,1.83804491715e-14,0.111128939092,0.0555548058612,18,0.111290322581,0.000687078254746
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-395558004.403,34962721.184,-395558004.403,-370835627.165,-420280381.641,-417808143.917,-373307864.889,2.0,1222391872590000.0,1.83804491715e-14,0.111128939092,0.111110410739,128,0.111290322581,0.00137416639139
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-398049613.186,46979553.7063,-398049613.186,-364830052.184,-431269174.189,-427947218.089,-368152008.284,2.0,2207078466440000.0,1.83804491715e-14,0.055548424363,0.0555548058612,40,0.111290322581,0.000343439924622
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-414965800.785,19548926.9794,-414965800.785,-401142621.953,-428788979.617,-427406661.734,-402524939.836,2.0,382160546046000.0,1.83804491715e-14,0.111096848726,0.0555548058612,29,0.111290322581,0.000686879849244
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-466495817.127,55635012.0806,-466495817.127,-427155922.814,-505835711.441,-501901722.01,-431089912.245,2.0,3095254569210000.0,1.83804491715e-14,0.111128939092,0.111110410739,118,0.111290322581,0.00137416639139
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-469032612.323,11936514.6847,-469032612.323,-460592221.846,-477473002.8,-476628963.752,-461436260.893,2.0,142480382818000.0,1.83804491715e-14,0.111096848726,0.0555548058612,19,0.111290322581,0.000686879849244
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-549308287.563,30646532.818,-549308287.563,-527637916.387,-570978658.738,-568811621.621,-529804953.505,2.0,939209973767000.0,1.83804491715e-14,0.055548424363,0.0555548058612,30,0.111290322581,0.000343439924622
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-568401669.93,75745614.7791,-568401669.93,-514841432.075,-621961907.786,-616605884.0,-520197455.86,2.0,5737398158270000.0,1.83804491715e-14,0.055548424363,0.0555548058612,20,0.111290322581,0.000343439924622
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571294939.529,2720874.07006,-571294939.529,-569370991.023,-573218888.034,-573026493.184,-569563385.873,2.0,7403155705130.0,1.83804491715e-14,0.111128939092,0.111110410739,108,0.0556451612903,0.000687083195693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-594234777.6,1389725.11666,-594234777.6,-593252093.546,-595217461.654,-595119193.249,-593350361.952,2.0,1931335899880.0,1.83804491715e-14,0.111096848726,0.0555548058612,9,0.0556451612903,0.000343439924622
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-615985667.462,36598995.0128,-615985667.462,-590106269.903,-641865065.02,-639277125.264,-592694209.659,2.0,1339486435950000.0,1.83804491715e-14,0.111096848726,0.111110410739,129,0.111290322581,0.00137376957753
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-637175368.676,2947952.74929,-637175368.676,-635090851.296,-639259886.055,-639051434.317,-635299303.034,2.0,8690425412020.0,1.83804491715e-14,0.111096848726,0.111110410739,119,0.111290322581,0.00137376957753
