smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1843500432.13,308137.653586,-1843500432.13,-1843282545.91,-1843718318.35,-1843696529.73,-1843304334.53,2.0,94948813557.8,105,0.125018050542,0.00195701244467,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17142113816.4,13502.8711532,-17142113816.4,-17142104268.4,-17142123364.4,-17142122409.6,-17142105223.2,2.0,182327529.379,1,0.125018050542,0.00195679352968,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324951324122.0,93157.7875917,-324951324122.0,-324951258250.0,-324951389995.0,-324951383408.0,-324951264837.0,2.0,8678373388.98,7,0.25,0.00782604400407,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694970147205.0,100242.180249,-694970147205.0,-694970076323.0,-694970218087.0,-694970210999.0,-694970083412.0,2.0,10048494701.1,13,0.249963898917,0.00779656275213,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107984023000.0,544940.061038,-206107984023000.0,-206107983638000.0,-206107984408000.0,-206107984370000.0,-206107983676000.0,2.0,296959670124.0,118,0.249963898917,0.00779743498747,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477983914000.0,5094.12983419,-206477983914000.0,-206477983910000.0,-206477983917000.0,-206477983917000.0,-206477983911000.0,2.0,25950158.7676,124,0.25,0.0039134597688,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993716075000.0,109615.38386,-206993716075000.0,-206993715998000.0,-206993716153000.0,-206993716145000.0,-206993716006000.0,2.0,12015532378.8,106,0.125018050542,0.00391402488934,0.250453720508,3.66466187075e-13,0.125003845369
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301523395000.0,469032.943572,-207301523395000.0,-207301523064000.0,-207301523727000.0,-207301523694000.0,-207301523097000.0,2.0,219991902156.0,112,0.25,0.00779856113348,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306558850000.0,768871.387378,-208306558850000.0,-208306558306000.0,-208306559394000.0,-208306559339000.0,-208306558361000.0,2.0,591163210328.0,93,0.249963898917,0.0155947827514,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676558893000.0,1230274.58249,-208676558893000.0,-208676558023000.0,-208676559763000.0,-208676559676000.0,-208676558110000.0,2.0,1513575548320.0,99,0.25,0.00782687576092,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192290522000.0,205561.620242,-209192290522000.0,-209192290376000.0,-209192290667000.0,-209192290653000.0,-209192290391000.0,2.0,42255579716.6,81,0.125018050542,0.00782800599569,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500097643000.0,301645.94132,-209500097643000.0,-209500097430000.0,-209500097857000.0,-209500097835000.0,-209500097451000.0,2.0,90990273915.0,87,0.25,0.0155970350308,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505108283000.0,32066.5191288,-210505108283000.0,-210505108261000.0,-210505108306000.0,-210505108304000.0,-210505108263000.0,2.0,1028261649.04,68,0.249963898917,0.0155947827514,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875109256000.0,32053.3713621,-210875109256000.0,-210875109233000.0,-210875109278000.0,-210875109276000.0,-210875109235000.0,2.0,1027418615.67,74,0.25,0.00782687576092,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390840715000.0,46503.4298919,-211390840715000.0,-211390840682000.0,-211390840748000.0,-211390840745000.0,-211390840686000.0,2.0,2162568991.71,56,0.125018050542,0.00782800599569,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698647260000.0,141844.537549,-211698647260000.0,-211698647160000.0,-211698647360000.0,-211698647350000.0,-211698647170000.0,2.0,20119872832.4,62,0.25,0.0155970350308,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703683318000.0,200708.790597,-212703683318000.0,-212703683176000.0,-212703683460000.0,-212703683446000.0,-212703683190000.0,2.0,40284018623.0,43,0.249963898917,0.0155939977396,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073683478000.0,941815.895376,-213073683478000.0,-213073682812000.0,-213073684144000.0,-213073684078000.0,-213073682879000.0,2.0,887017180784.0,49,0.25,0.00782648177084,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589415059000.0,98314.6905455,-213589415059000.0,-213589414990000.0,-213589415129000.0,-213589415122000.0,-213589414997000.0,2.0,9665778377.06,31,0.125018050542,0.00782761194871,0.250453720508,3.66466187075e-13,0.249993707579
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897222320000.0,457871.616585,-213897222320000.0,-213897221996000.0,-213897222644000.0,-213897222611000.0,-213897222028000.0,2.0,209646417274.0,37,0.25,0.0155962499057,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214902011652000.0,136914.147129,-214902011652000.0,-214902011555000.0,-214902011749000.0,-214902011739000.0,-214902011565000.0,2.0,18745483684.0,18,0.249963898917,0.00779656275213,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215272011466000.0,711975.10089,-215272011466000.0,-215272010963000.0,-215272011969000.0,-215272011919000.0,-215272011013000.0,2.0,506908544287.0,24,0.25,0.00391302200204,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787743647000.0,47076.2305788,-215787743647000.0,-215787743613000.0,-215787743680000.0,-215787743677000.0,-215787743617000.0,2.0,2216171485.51,6,0.125018050542,0.00391358705936,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095550332000.0,37876.616676,-216095550332000.0,-216095550305000.0,-216095550359000.0,-216095550356000.0,-216095550308000.0,2.0,1434638090.82,12,0.25,0.00779768877217,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508564462000.0,628679.446765,-421508564462000.0,-421508564017000.0,-421508564906000.0,-421508564862000.0,-421508564061000.0,2.0,395237846784.0,117,0.25,0.00779856113348,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878576440000.0,817703.364094,-421878576440000.0,-421878575862000.0,-421878577018000.0,-421878576960000.0,-421878575920000.0,2.0,668638791651.0,123,0.249963898917,0.00391289464826,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764315460000.0,39813.6473147,-422764315460000.0,-422764315432000.0,-422764315488000.0,-422764315485000.0,-422764315435000.0,2.0,1585126512.5,111,0.125018050542,0.00389984363975,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707139571000.0,138748.934546,-423707139571000.0,-423707139473000.0,-423707139669000.0,-423707139660000.0,-423707139483000.0,2.0,19251266837.7,92,0.25,0.0155970350308,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077150825000.0,353301.925744,-424077150825000.0,-424077150575000.0,-424077151075000.0,-424077151050000.0,-424077150600000.0,2.0,124822250735.0,98,0.249963898917,0.00782574552616,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962890135000.0,37414.124647,-424962890135000.0,-424962890108000.0,-424962890161000.0,-424962890159000.0,-424962890111000.0,2.0,1399816723.1,86,0.125018050542,0.00779964365513,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905689438000.0,186661.473573,-425905689438000.0,-425905689306000.0,-425905689570000.0,-425905689557000.0,-425905689319000.0,2.0,34842505716.6,67,0.25,0.0155970350308,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275700602000.0,159497.701409,-426275700602000.0,-426275700489000.0,-426275700714000.0,-426275700703000.0,-426275700500000.0,2.0,25439516754.8,73,0.249963898917,0.00782574552616,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161439741000.0,152898.671568,-427161439741000.0,-427161439633000.0,-427161439850000.0,-427161439839000.0,-427161439644000.0,2.0,23378003767.2,61,0.125018050542,0.00779964365513,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104264239000.0,192502.087198,-428104264239000.0,-428104264103000.0,-428104264375000.0,-428104264361000.0,-428104264116000.0,2.0,37057053575.4,42,0.25,0.0155962499057,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474275481000.0,91644.7953466,-428474275481000.0,-428474275416000.0,-428474275546000.0,-428474275540000.0,-428474275423000.0,2.0,8398768514.11,48,0.249963898917,0.00782535159296,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429360014683000.0,385031.486395,-429360014683000.0,-429360014411000.0,-429360014955000.0,-429360014928000.0,-429360014438000.0,2.0,148249245515.0,36,0.125018050542,0.00779925103585,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302592691000.0,12849.6770103,-430302592691000.0,-430302592682000.0,-430302592700000.0,-430302592700000.0,-430302592683000.0,2.0,165114199.27,17,0.25,0.00779768877217,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672603262000.0,322836.848795,-430672603262000.0,-430672603034000.0,-430672603491000.0,-430672603468000.0,-430672603057000.0,2.0,104223630940.0,23,0.249963898917,0.00391245694471,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558342879000.0,115896.74598,-431558342879000.0,-431558342797000.0,-431558342961000.0,-431558342953000.0,-431558342805000.0,2.0,13432055728.8,11,0.125018050542,0.00389940739611,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971356793000.0,519742.752832,-636971356793000.0,-636971356426000.0,-636971357161000.0,-636971357124000.0,-636971356462000.0,2.0,270132529121.0,116,0.125018050542,0.00389984363975,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279157026000.0,566240.857326,-637279157026000.0,-637279156625000.0,-637279157426000.0,-637279157386000.0,-637279156665000.0,2.0,320628708505.0,122,0.25,0.0039134597688,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169931284000.0,556344.721146,-639169931284000.0,-639169930890000.0,-639169931677000.0,-639169931638000.0,-639169930930000.0,2.0,309519448748.0,91,0.125018050542,0.00779964365513,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477731556000.0,701212.25067,-639477731556000.0,-639477731060000.0,-639477732052000.0,-639477732002000.0,-639477731110000.0,2.0,491698620490.0,97,0.25,0.00782687576092,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368482020000.0,250112.065399,-641368482020000.0,-641368481843000.0,-641368482197000.0,-641368482179000.0,-641368481861000.0,2.0,62556045258.0,66,0.125018050542,0.00779964365513,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676281593000.0,534075.188568,-641676281593000.0,-641676281215000.0,-641676281970000.0,-641676281933000.0,-641676281253000.0,2.0,285236307044.0,72,0.25,0.00782687576092,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643567056101000.0,654074.744869,-643567056101000.0,-643567055638000.0,-643567056563000.0,-643567056517000.0,-643567055684000.0,2.0,427813771876.0,41,0.125018050542,0.00779925103585,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874855223000.0,1122396.33902,-643874855223000.0,-643874854429000.0,-643874856016000.0,-643874855937000.0,-643874854508000.0,2.0,1259773541850.0,47,0.25,0.00782648177084,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765384983000.0,413393.009058,-645765384983000.0,-645765384691000.0,-645765385275000.0,-645765385246000.0,-645765384720000.0,2.0,170893779938.0,16,0.125018050542,0.00389940739611,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073184649000.0,495865.612987,-646073184649000.0,-646073184299000.0,-646073185000000.0,-646073184965000.0,-646073184334000.0,2.0,245882706143.0,22,0.25,0.00391302200204,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741950320000.0,1020641.72866,-852741950320000.0,-852741949599000.0,-852741951042000.0,-852741950970000.0,-852741949671000.0,2.0,1041709538290.0,121,0.125018050542,0.00195701244467,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940523939000.0,1628638.47886,-854940523939000.0,-854940522788000.0,-854940525091000.0,-854940524976000.0,-854940522903000.0,2.0,2652463294810.0,96,0.125018050542,0.00391400299785,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857139073657000.0,795127.963639,-857139073657000.0,-857139073095000.0,-857139074220000.0,-857139074163000.0,-857139073151000.0,2.0,632228478560.0,71,0.125018050542,0.00391400299785,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337647879000.0,14943.3759954,-859337647879000.0,-859337647868000.0,-859337647889000.0,-859337647888000.0,-859337647869000.0,2.0,223304486.141,46,0.125018050542,0.00391380597435,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535976911000.0,13974.9932586,-861535976911000.0,-861535976902000.0,-861535976921000.0,-861535976920000.0,-861535976902000.0,2.0,195300436.578,21,0.125018050542,0.00195679352968,0.125226860254,3.66466187075e-13,0.12498986221
