npp_capacity,elec_market_capacity,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-npp_capacity
769.0,-1e+200,cooper,1078193822.33,28047963.0461,1078193822.33,1098026727.2,1058360917.46,1060344207.95,1096043436.71,2.0,786688231036000.0,0.00130039011704,0.5,1,0.5
