smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1447654990.34,299005.45588,-1447654990.34,-1447443561.56,-1447866419.13,-1447845276.25,-1447464704.44,2.0,89404262646.0,0.0014581121704,0.142857142857,2.43433201164e-13,0.142848912404,73,0.0714516129032
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1464644032.59,,-1464644032.59,-1464644032.59,-1464644032.59,-1464644032.59,-1464644032.59,1.0,,0.000728990076317,0.142857142857,2.43433201164e-13,0.071417989418,65,0.0714516129032
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1475785396.94,331290.458129,-1475785396.94,-1475551139.21,-1476019654.67,-1475996228.9,-1475574564.99,2.0,109753367647.0,0.00145823218654,0.142857142857,2.43433201164e-13,0.142860670194,81,0.0714516129032
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1503950443.95,426425.959095,-1503950443.95,-1503648915.26,-1504251972.64,-1504221819.77,-1503679068.13,2.0,181839098590.0,0.00145823218654,0.142857142857,2.43433201164e-13,0.142860670194,89,0.0714516129032
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1508936357.69,545741.805349,-1508936357.69,-1508550459.96,-1509322255.42,-1509283665.65,-1508589049.73,2.0,297834118106.0,0.00145715736474,0.142857142857,2.43433201164e-13,0.071417989418,131,0.142822580645
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1532226533.54,856283.526973,-1532226533.54,-1531621049.65,-1532832017.42,-1532771469.04,-1531681598.04,2.0,733221478566.0,0.00145823218654,0.142857142857,2.43433201164e-13,0.142860670194,97,0.0714516129032
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1536997121.52,396458.265656,-1536997121.52,-1536716783.19,-1537277459.85,-1537249426.01,-1536744817.02,2.0,157179156407.0,0.00291457861599,0.142857142857,2.43433201164e-13,0.142848912404,139,0.142822580645
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1560085693.96,571313.79558,-1560085693.96,-1559681714.1,-1560489673.82,-1560449275.83,-1559722112.09,2.0,326399453020.0,0.00145822018493,0.142857142857,2.43433201164e-13,0.142859494415,105,0.0714516129032
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1565020862.82,543578.906038,-1565020862.82,-1564636494.49,-1565405231.15,-1565366794.31,-1564674931.32,2.0,295478027089.0,0.00291481851283,0.142857142857,2.43433201164e-13,0.142860670194,147,0.142822580645
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1588852397.21,1194059.319,-1588852397.21,-1588008069.76,-1589696724.65,-1589612291.9,-1588092502.51,2.0,1425777657300.0,0.00145823218654,0.142857142857,2.43433201164e-13,0.142860670194,113,0.0714516129032
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1594360292.88,300478.38945,-1594360292.88,-1594147822.57,-1594572763.18,-1594551516.15,-1594169069.6,2.0,90287262526.5,0.00291481851283,0.142857142857,2.43433201164e-13,0.142860670194,155,0.142822580645
720.0,-616.5,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1594400110.71,176026.706616,-1594400110.71,-1594275641.04,-1594524580.39,-1594512133.42,-1594288088.0,2.0,30985401442.2,0.00291457861599,0.142857142857,2.43433201164e-13,0.142848912404,138,0.142822580645
