smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3609820841.96,0.0,-3609820841.96,-3609820841.96,-3609820841.96,-3609820841.96,-3609820841.96,2.0,0.0,0.0714285714286,0.0714516129032,0.0714309229865,2.43433201164e-13,57,0.000364561047039
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48294320667.5,644631.42964,-48294320667.5,-48293864844.2,-48294776490.7,-48294730908.4,-48293910426.6,2.0,415549680079.0,0.142857142857,0.142822580645,0.071417989418,2.43433201164e-13,66,0.00145715736474
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48321886466.9,296506.160329,-48321886466.9,-48321676805.4,-48322096128.4,-48322075162.2,-48321697771.5,2.0,87915903112.9,0.142857142857,0.142822580645,0.142848912404,2.43433201164e-13,74,0.00291457861599
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48350208774.2,389477.666904,-48350208774.2,-48349933371.9,-48350484176.5,-48350456636.3,-48349960912.1,2.0,151692853017.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,82,0.00291481851283
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48378172425.3,65034.3859153,-48378172425.3,-48378126439.0,-48378218411.5,-48378213812.9,-48378131037.7,2.0,4229471351.38,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,90,0.00291481851283
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48406133881.3,321212.942051,-48406133881.3,-48405906749.5,-48406361013.2,-48406338300.0,-48405929462.7,2.0,103177754141.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,98,0.00291481851283
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48434102186.8,294863.309395,-48434102186.8,-48433893687.0,-48434310686.7,-48434289836.7,-48433914537.0,2.0,86944371227.4,0.142857142857,0.142822580645,0.142859494415,2.43433201164e-13,106,0.00291479452315
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48462065465.3,49400.8305595,-48462065465.3,-48462030533.6,-48462100397.0,-48462096903.8,-48462034026.8,2.0,2440442059.97,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,114,0.00291481851283
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48490591047.5,776188.92265,-48490591047.5,-48490042199.0,-48491139895.9,-48491085011.1,-48490097083.9,2.0,602469243644.0,0.142857142857,0.142822580645,0.0714309229865,2.43433201164e-13,122,0.00145742125126
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422831946000.0,632427.256336,-138422831946000.0,-138422831499000.0,-138422832393000.0,-138422832349000.0,-138422831544000.0,2.0,399964234557.0,0.142857142857,0.142822580645,0.071417989418,2.43433201164e-13,67,0.00145715736474
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422860522000.0,28970.5294271,-138422860522000.0,-138422860502000.0,-138422860543000.0,-138422860540000.0,-138422860504000.0,2.0,839291575.289,0.142857142857,0.142822580645,0.142848912404,2.43433201164e-13,75,0.00291457861599
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422888997000.0,524512.320654,-138422888997000.0,-138422888626000.0,-138422889368000.0,-138422889331000.0,-138422888663000.0,2.0,275113174517.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,83,0.00291481851283
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422916654000.0,1017080.30802,-138422916654000.0,-138422915935000.0,-138422917373000.0,-138422917302000.0,-138422916007000.0,2.0,1034452352960.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,91,0.00291481851283
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422944842000.0,278710.247863,-138422944842000.0,-138422944645000.0,-138422945039000.0,-138422945019000.0,-138422944664000.0,2.0,77679402263.8,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,99,0.00291481851283
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138422972796000.0,85086.1479316,-138422972796000.0,-138422972736000.0,-138422972856000.0,-138422972850000.0,-138422972742000.0,2.0,7239652569.84,0.142857142857,0.142822580645,0.142859494415,2.43433201164e-13,107,0.00291479452315
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138423001144000.0,667248.641387,-138423001144000.0,-138423000672000.0,-138423001616000.0,-138423001569000.0,-138423000719000.0,2.0,445220749433.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,115,0.00291481851283
720.0,-528.0,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138423028534000.0,19651.2597987,-138423028534000.0,-138423028520000.0,-138423028548000.0,-138423028546000.0,-138423028521000.0,2.0,386172011.675,0.142857142857,0.142822580645,0.0714309229865,2.43433201164e-13,123,0.00145742125126
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467709679000.0,242202.391041,-138467709679000.0,-138467709508000.0,-138467709850000.0,-138467709833000.0,-138467709525000.0,2.0,58661998226.2,0.142857142857,0.142903225806,0.071417989418,2.43433201164e-13,132,0.00145798015263
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467738965000.0,794636.513377,-138467738965000.0,-138467738403000.0,-138467739527000.0,-138467739471000.0,-138467738459000.0,2.0,631447188392.0,0.142857142857,0.142903225806,0.142848912404,2.43433201164e-13,140,0.00291622434079
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467766579000.0,783994.677854,-138467766579000.0,-138467766025000.0,-138467767133000.0,-138467767078000.0,-138467766080000.0,2.0,614647654904.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,148,0.00291646437308
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467795988000.0,669305.051538,-138467795988000.0,-138467795514000.0,-138467796461000.0,-138467796414000.0,-138467795562000.0,2.0,447969252014.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,156,0.00291646437308
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467824116000.0,184613.184102,-138467824116000.0,-138467823986000.0,-138467824247000.0,-138467824234000.0,-138467823999000.0,2.0,34082027744.3,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,164,0.00291646437308
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467851324000.0,443503.770267,-138467851324000.0,-138467851010000.0,-138467851638000.0,-138467851606000.0,-138467851042000.0,2.0,196695594241.0,0.142857142857,0.142903225806,0.142859494415,2.43433201164e-13,172,0.00291644036986
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467878836000.0,1055387.11078,-138467878836000.0,-138467878090000.0,-138467879582000.0,-138467879508000.0,-138467878165000.0,2.0,1113841953610.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,180,0.00291646437308
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138467907431000.0,970766.813639,-138467907431000.0,-138467906745000.0,-138467908118000.0,-138467908049000.0,-138467906813000.0,2.0,942388206463.0,0.142857142857,0.142903225806,0.0714309229865,2.43433201164e-13,188,0.00145824418816
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512585396000.0,1226810.66524,-138512585396000.0,-138512584528000.0,-138512586263000.0,-138512586177000.0,-138512584615000.0,2.0,1505064408350.0,0.142857142857,0.142903225806,0.071417989418,2.43433201164e-13,197,0.00145798015263
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512614233000.0,991161.441538,-138512614233000.0,-138512613532000.0,-138512614934000.0,-138512614864000.0,-138512613602000.0,2.0,982401003193.0,0.142857142857,0.142903225806,0.142848912404,2.43433201164e-13,205,0.00291622434079
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512641457000.0,873842.504948,-138512641457000.0,-138512640840000.0,-138512642075000.0,-138512642014000.0,-138512640901000.0,2.0,763600723453.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,213,0.00291646437308
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512669593000.0,916505.085484,-138512669593000.0,-138512668945000.0,-138512670241000.0,-138512670176000.0,-138512669010000.0,2.0,839981571718.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,221,0.00291646437308
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512698794000.0,140413.209793,-138512698794000.0,-138512698695000.0,-138512698893000.0,-138512698883000.0,-138512698705000.0,2.0,19715869484.3,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,229,0.00291646437308
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512725884000.0,463608.23027,-138512725884000.0,-138512725556000.0,-138512726212000.0,-138512726179000.0,-138512725589000.0,2.0,214932591174.0,0.142857142857,0.142903225806,0.142859494415,2.43433201164e-13,237,0.00291644036986
720.0,-350.8,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138512753312000.0,400046.147592,-138512753312000.0,-138512753030000.0,-138512753595000.0,-138512753567000.0,-138512753058000.0,2.0,160036920203.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,245,0.00291646437308
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534307847000.0,423026.123612,-138534307847000.0,-138534307548000.0,-138534308147000.0,-138534308117000.0,-138534307578000.0,2.0,178951101258.0,0.0714285714286,0.142822580645,0.071417989418,2.43433201164e-13,2,0.000728578682369
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534336289000.0,65031.1964522,-138534336289000.0,-138534336243000.0,-138534336335000.0,-138534336331000.0,-138534336248000.0,2.0,4229056512.0,0.0714285714286,0.142822580645,0.142848912404,2.43433201164e-13,10,0.001457289308
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534364484000.0,39030.2392924,-138534364484000.0,-138534364456000.0,-138534364511000.0,-138534364508000.0,-138534364459000.0,2.0,1523359579.22,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,18,0.00145740925641
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534392245000.0,56355.5486742,-138534392245000.0,-138534392205000.0,-138534392285000.0,-138534392281000.0,-138534392209000.0,2.0,3175947866.37,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,26,0.00145740925641
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534420306000.0,35658.1464898,-138534420306000.0,-138534420281000.0,-138534420331000.0,-138534420329000.0,-138534420283000.0,2.0,1271503411.09,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,34,0.00145740925641
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534448600000.0,94099.2955666,-138534448600000.0,-138534448534000.0,-138534448667000.0,-138534448660000.0,-138534448540000.0,2.0,8854677426.12,0.0714285714286,0.142822580645,0.142859494415,2.43433201164e-13,42,0.00145739726157
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534476140000.0,506575.03245,-138534476140000.0,-138534475782000.0,-138534476498000.0,-138534476462000.0,-138534475818000.0,2.0,256618263501.0,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,50,0.00145740925641
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-138534504665000.0,368831.471164,-138534504665000.0,-138534504404000.0,-138534504926000.0,-138534504900000.0,-138534504430000.0,2.0,136036654121.0,0.0714285714286,0.142822580645,0.0714309229865,2.43433201164e-13,58,0.000728710625628
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908847143000.0,830725.464674,-276908847143000.0,-276908846555000.0,-276908847730000.0,-276908847671000.0,-276908846614000.0,2.0,690104797657.0,0.0714285714286,0.142822580645,0.071417989418,2.43433201164e-13,3,0.000728578682369
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908875770000.0,496741.386832,-276908875770000.0,-276908875419000.0,-276908876122000.0,-276908876087000.0,-276908875454000.0,2.0,246752005392.0,0.0714285714286,0.142822580645,0.142848912404,2.43433201164e-13,11,0.001457289308
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908902499000.0,8900.52983149,-276908902499000.0,-276908902493000.0,-276908902506000.0,-276908902505000.0,-276908902494000.0,2.0,79219431.2812,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,19,0.00145740925641
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908930643000.0,170845.770878,-276908930643000.0,-276908930522000.0,-276908930763000.0,-276908930751000.0,-276908930534000.0,2.0,29188277427.0,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,27,0.00145740925641
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908958073000.0,765909.25078,-276908958073000.0,-276908957532000.0,-276908958615000.0,-276908958561000.0,-276908957586000.0,2.0,586616980430.0,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,35,0.00145740925641
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276908986935000.0,238351.443317,-276908986935000.0,-276908986767000.0,-276908987104000.0,-276908987087000.0,-276908986783000.0,2.0,56811410531.3,0.0714285714286,0.142822580645,0.142859494415,2.43433201164e-13,43,0.00145739726157
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276909014606000.0,184759.820371,-276909014606000.0,-276909014475000.0,-276909014737000.0,-276909014724000.0,-276909014488000.0,2.0,34136191223.5,0.0714285714286,0.142822580645,0.142860670194,2.43433201164e-13,51,0.00145740925641
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276909042736000.0,298235.808383,-276909042736000.0,-276909042525000.0,-276909042946000.0,-276909042925000.0,-276909042546000.0,2.0,88944597401.6,0.0714285714286,0.142822580645,0.0714309229865,2.43433201164e-13,59,0.000728710625628
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953725672000.0,332638.586219,-276953725672000.0,-276953725437000.0,-276953725907000.0,-276953725884000.0,-276953725460000.0,2.0,110648429042.0,0.142857142857,0.142903225806,0.071417989418,2.43433201164e-13,68,0.00145798015263
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953754496000.0,22599.2874063,-276953754496000.0,-276953754480000.0,-276953754512000.0,-276953754511000.0,-276953754482000.0,2.0,510727791.274,0.142857142857,0.142903225806,0.142848912404,2.43433201164e-13,76,0.00291622434079
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953782514000.0,411732.015229,-276953782514000.0,-276953782223000.0,-276953782805000.0,-276953782776000.0,-276953782252000.0,2.0,169523252364.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,84,0.00291646437308
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953808606000.0,1760830.96465,-276953808606000.0,-276953807361000.0,-276953809851000.0,-276953809727000.0,-276953807486000.0,2.0,3100525686060.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,92,0.00291646437308
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953837236000.0,1042214.56219,-276953837236000.0,-276953836500000.0,-276953837973000.0,-276953837900000.0,-276953836573000.0,2.0,1086211193640.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,100,0.00291646437308
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953865044000.0,893573.15958,-276953865044000.0,-276953864412000.0,-276953865676000.0,-276953865613000.0,-276953864476000.0,2.0,798472991521.0,0.142857142857,0.142903225806,0.142859494415,2.43433201164e-13,108,0.00291644036986
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953892725000.0,321537.208628,-276953892725000.0,-276953892497000.0,-276953892952000.0,-276953892929000.0,-276953892520000.0,2.0,103386176533.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,116,0.00291646437308
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276953922433000.0,865371.973379,-276953922433000.0,-276953921821000.0,-276953923045000.0,-276953922984000.0,-276953921882000.0,2.0,748868652310.0,0.142857142857,0.142903225806,0.0714309229865,2.43433201164e-13,124,0.00145824418816
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998600935000.0,1674715.28029,-276998600935000.0,-276998599750000.0,-276998602119000.0,-276998602000000.0,-276998599869000.0,2.0,2804671270040.0,0.142857142857,0.142903225806,0.071417989418,2.43433201164e-13,133,0.00145798015263
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998630449000.0,163012.022112,-276998630449000.0,-276998630333000.0,-276998630564000.0,-276998630552000.0,-276998630345000.0,2.0,26572919352.9,0.142857142857,0.142903225806,0.142848912404,2.43433201164e-13,141,0.00291622434079
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998658919000.0,674205.102658,-276998658919000.0,-276998658442000.0,-276998659396000.0,-276998659348000.0,-276998658490000.0,2.0,454552520450.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,149,0.00291646437308
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998687988000.0,891136.734777,-276998687988000.0,-276998687358000.0,-276998688618000.0,-276998688555000.0,-276998687421000.0,2.0,794124680068.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,157,0.00291646437308
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998713921000.0,643918.481783,-276998713921000.0,-276998713466000.0,-276998714377000.0,-276998714331000.0,-276998713512000.0,2.0,414631011182.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,165,0.00291646437308
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998741470000.0,547900.010024,-276998741470000.0,-276998741083000.0,-276998741857000.0,-276998741819000.0,-276998741121000.0,2.0,300194420984.0,0.142857142857,0.142903225806,0.142859494415,2.43433201164e-13,173,0.00291644036986
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998768796000.0,1061241.12629,-276998768796000.0,-276998768046000.0,-276998769547000.0,-276998769472000.0,-276998768121000.0,2.0,1126232728130.0,0.142857142857,0.142903225806,0.142860670194,2.43433201164e-13,181,0.00291646437308
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-276998798837000.0,1627877.69825,-276998798837000.0,-276998797686000.0,-276998799988000.0,-276998799873000.0,-276998797801000.0,2.0,2649985800460.0,0.142857142857,0.142903225806,0.0714309229865,2.43433201164e-13,189,0.00145824418816
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043477330000.0,548337.046209,-277043477330000.0,-277043476942000.0,-277043477718000.0,-277043477679000.0,-277043476981000.0,2.0,300673516245.0,0.142857142857,0.142822580645,0.071417989418,2.43433201164e-13,198,0.00145715736474
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043505525000.0,967488.246757,-277043505525000.0,-277043504841000.0,-277043506209000.0,-277043506141000.0,-277043504909000.0,2.0,936033507612.0,0.142857142857,0.142822580645,0.142848912404,2.43433201164e-13,206,0.00291457861599
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043532907000.0,58953.4589883,-277043532907000.0,-277043532866000.0,-277043532949000.0,-277043532945000.0,-277043532870000.0,2.0,3475510326.68,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,214,0.00291481851283
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043561708000.0,430530.692075,-277043561708000.0,-277043561403000.0,-277043562012000.0,-277043561982000.0,-277043561434000.0,2.0,185356676818.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,222,0.00291481851283
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043588464000.0,159740.813559,-277043588464000.0,-277043588351000.0,-277043588577000.0,-277043588566000.0,-277043588363000.0,2.0,25517127516.6,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,230,0.00291481851283
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043617659000.0,826878.75959,-277043617659000.0,-277043617074000.0,-277043618244000.0,-277043618185000.0,-277043617133000.0,2.0,683728483061.0,0.142857142857,0.142822580645,0.142859494415,2.43433201164e-13,238,0.00291479452315
720.0,-262.2,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-277043645729000.0,957745.398069,-277043645729000.0,-277043645052000.0,-277043646406000.0,-277043646338000.0,-277043645119000.0,2.0,917276247523.0,0.142857142857,0.142822580645,0.142860670194,2.43433201164e-13,246,0.00291481851283
