smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1990368316.39,447162.196402,-1990448153.58,-1989813331.52,-1990763626.86,-1990753479.79,-1989871380.91,4.0,199954029891.0,0.249992724848,0.125226860254,0.00391294293863,106,3.46688419418e-13,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2033193770.59,583287.308342,-2033144247.89,-2032630179.2,-2033856407.38,-2033803567.26,-2032653305.71,4.0,340224084073.0,0.250007275152,0.125226860254,0.00391317068328,111,3.46688419418e-13,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2075165493.5,719468.985933,-2075381399.8,-2074174875.8,-2075724298.59,-2075716089.97,-2074312628.2,4.0,517635621719.0,0.250007275152,0.125226860254,0.00391317068328,116,3.46688419418e-13,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2117705759.38,830569.081208,-2117816678.16,-2116653795.02,-2118535886.17,-2118480951.95,-2116775280.52,4.0,689844998659.0,0.125002976198,0.125226860254,0.00195657498961,121,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143207946569.0,78.2425074688,-143207946585.0,-143207946462.0,-143207946645.0,-143207946639.0,-143207946478.0,4.0,6121.889975,0.12498974865,0.125226860254,0.00195636794902,1,3.46688419418e-13,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-506156502105.0,78097.6160433,-506156503721.0,-506156413562.0,-506156587416.0,-506156580838.0,-506156421110.0,4.0,6099237631.65,0.12498974865,0.249546279492,0.00779824473773,27,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-201549620158000.0,189886.603473,-201549620134000.0,-201549619972000.0,-201549620391000.0,-201549620367000.0,-201549619982000.0,4.0,36056922178.6,0.125002976198,0.249546279492,0.00779907001867,48,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-201851517608000.0,280660.328593,-201851517664000.0,-201851517237000.0,-201851517868000.0,-201851517854000.0,-201851517284000.0,4.0,78770220046.1,0.125002976198,0.250453720508,0.00782743027329,74,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-202214451955000.0,566198.899521,-202214452016000.0,-202214451280000.0,-202214452508000.0,-202214452481000.0,-202214451344000.0,4.0,320581193819.0,0.125002976198,0.125226860254,0.00391314997922,100,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-202720720522000.0,101411.642996,-202720720556000.0,-202720720375000.0,-202720720600000.0,-202720720597000.0,-202720720399000.0,4.0,10284321335.1,0.125002976198,0.249546279492,0.00389897189959,22,3.46688419418e-13,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-203829906495000.0,208321.517399,-203829906485000.0,-203829906291000.0,-203829906719000.0,-203829906704000.0,-203829906299000.0,4.0,43397854611.5,0.250007275152,0.249546279492,0.0155982225654,43,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-204131803898000.0,114681.393742,-204131803914000.0,-204131803755000.0,-204131804009000.0,-204131804003000.0,-204131803771000.0,4.0,13151822070.6,0.250007275152,0.250453720508,0.0156549433748,69,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-204494737805000.0,467370.659857,-204494737613000.0,-204494737493000.0,-204494738500000.0,-204494738371000.0,-204494737508000.0,4.0,218435333695.0,0.250007275152,0.125226860254,0.00782634136657,95,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205001006174000.0,87444.294731,-205001006173000.0,-205001006084000.0,-205001006266000.0,-205001006261000.0,-205001006089000.0,4.0,7646504680.99,0.250007275152,0.249546279492,0.00779798505727,17,3.46688419418e-13,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206110216507000.0,350272.74108,-206110216546000.0,-206110216102000.0,-206110216833000.0,-206110216823000.0,-206110216136000.0,4.0,122690993144.0,0.250007275152,0.249546279492,0.0155982225654,38,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206412114067000.0,803539.423411,-206412114064000.0,-206412113218000.0,-206412114924000.0,-206412114868000.0,-206412113271000.0,4.0,645675604975.0,0.250007275152,0.250453720508,0.0156549433748,64,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206775047730000.0,399797.996182,-206775047637000.0,-206775047369000.0,-206775048276000.0,-206775048200000.0,-206775047390000.0,4.0,159838437751.0,0.250007275152,0.125226860254,0.00782634136657,90,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207281316377000.0,101764.18434,-207281316376000.0,-207281316287000.0,-207281316468000.0,-207281316467000.0,-207281316288000.0,4.0,10355949214.4,0.250007275152,0.249546279492,0.00779798505727,12,3.46688419418e-13,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208390502734000.0,267604.20334,-208390502757000.0,-208390502386000.0,-208390503036000.0,-208390502998000.0,-208390502438000.0,4.0,71612009645.0,0.249992724848,0.249546279492,0.0155973147564,33,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208692400085000.0,228614.252749,-208692400011000.0,-208692399901000.0,-208692400417000.0,-208692400361000.0,-208692399913000.0,4.0,52264476560.1,0.249992724848,0.250453720508,0.0156540322646,59,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209055334004000.0,412919.081383,-209055334001000.0,-209055333506000.0,-209055334507000.0,-209055334442000.0,-209055333570000.0,4.0,170502167770.0,0.249992724848,0.125226860254,0.00782588587727,85,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209561602465000.0,141161.608356,-209561602437000.0,-209561602325000.0,-209561602661000.0,-209561602629000.0,-209561602340000.0,4.0,19926599673.8,0.249992724848,0.249546279492,0.00779753121829,7,3.46688419418e-13,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210670547374000.0,296901.297216,-210670547481000.0,-210670546948000.0,-210670547585000.0,-210670547582000.0,-210670547015000.0,4.0,88150380288.3,0.12498974865,0.249546279492,0.00779824473773,28,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210972444704000.0,210928.571907,-210972444700000.0,-210972444459000.0,-210972444956000.0,-210972444928000.0,-210972444485000.0,4.0,44490862446.5,0.12498974865,0.250453720508,0.00782660199132,54,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211335378828000.0,381586.643274,-211335378856000.0,-211335378420000.0,-211335379179000.0,-211335379171000.0,-211335378445000.0,4.0,145608366325.0,0.12498974865,0.125226860254,0.00391273589804,80,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211841647252000.0,44759.3121528,-211841647261000.0,-211841647192000.0,-211841647294000.0,-211841647292000.0,-211841647200000.0,4.0,2003396024.39,0.12498974865,0.249546279492,0.0038985593187,2,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-412885111229000.0,131921.022662,-412885111264000.0,-412885111045000.0,-412885111342000.0,-412885111337000.0,-412885111072000.0,4.0,17403156220.2,0.125002976198,0.249546279492,0.00389897189959,23,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-413248055720000.0,356690.827229,-413248055688000.0,-413248055399000.0,-413248056106000.0,-413248056081000.0,-413248055404000.0,4.0,127228346230.0,0.125002976198,0.250453720508,0.00782743027329,49,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-413549948853000.0,185915.399689,-413549948785000.0,-413549948714000.0,-413549949127000.0,-413549949076000.0,-413549948725000.0,4.0,34564535841.5,0.125002976198,0.125226860254,0.00391371513664,75,3.46688419418e-13,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415165397124000.0,223625.11673,-415165397100000.0,-415165396878000.0,-415165397418000.0,-415165397375000.0,-415165396906000.0,4.0,50008192832.7,0.250007275152,0.249546279492,0.00779798505727,18,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415528341288000.0,216148.159701,-415528341295000.0,-415528341017000.0,-415528341546000.0,-415528341510000.0,-415528341057000.0,4.0,46720026941.9,0.250007275152,0.250453720508,0.0156549433748,44,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415830235094000.0,342390.448856,-415830235187000.0,-415830234603000.0,-415830235397000.0,-415830235370000.0,-415830234686000.0,4.0,117231219468.0,0.250007275152,0.125226860254,0.00782747168739,70,3.46688419418e-13,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-417445707345000.0,153178.381197,-417445707277000.0,-417445707250000.0,-417445707574000.0,-417445707529000.0,-417445707254000.0,4.0,23463616466.2,0.250007275152,0.249546279492,0.00779798505727,13,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-417808651882000.0,488862.408797,-417808651881000.0,-417808651287000.0,-417808652479000.0,-417808652398000.0,-417808651367000.0,4.0,238986454735.0,0.250007275152,0.250453720508,0.0156549433748,39,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-418110544870000.0,675295.346428,-418110545015000.0,-418110543948000.0,-418110545502000.0,-418110545458000.0,-418110544079000.0,4.0,456023804907.0,0.250007275152,0.125226860254,0.00782747168739,65,3.46688419418e-13,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-419725993604000.0,163681.95163,-419725993608000.0,-419725993440000.0,-419725993760000.0,-419725993755000.0,-419725993447000.0,4.0,26791781289.3,0.249992724848,0.249546279492,0.00779753121829,8,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420088937838000.0,329424.112765,-420088937956000.0,-420088937363000.0,-420088938076000.0,-420088938071000.0,-420088937439000.0,4.0,108520246071.0,0.249992724848,0.250453720508,0.0156540322646,34,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420390831919000.0,332215.313035,-420390831898000.0,-420390831614000.0,-420390832265000.0,-420390832246000.0,-420390831620000.0,4.0,110367014215.0,0.249992724848,0.125226860254,0.0078270161323,60,3.46688419418e-13,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422006038088000.0,95379.2858521,-422006038120000.0,-422006037950000.0,-422006038165000.0,-422006038160000.0,-422006037973000.0,4.0,9097208169.65,0.12498974865,0.249546279492,0.0038985593187,3,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422368982099000.0,198995.550225,-422368982140000.0,-422368981841000.0,-422368982276000.0,-422368982270000.0,-422368981872000.0,4.0,39599229009.4,0.12498974865,0.250453720508,0.00782660199132,29,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422670875760000.0,170803.540484,-422670875795000.0,-422670875521000.0,-422670875927000.0,-422670875908000.0,-422670875561000.0,4.0,29173849441.9,0.12498974865,0.125226860254,0.00391330099566,55,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-624583546431000.0,148795.989527,-624583546420000.0,-624583546286000.0,-624583546597000.0,-624583546584000.0,-624583546292000.0,4.0,22140246499.2,0.125002976198,0.250453720508,0.00391314997922,24,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-624946486574000.0,467420.317482,-624946486605000.0,-624946485985000.0,-624946487100000.0,-624946487044000.0,-624946486060000.0,4.0,218481753195.0,0.125002976198,0.125226860254,0.00391371513664,50,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-626863832519000.0,353732.443253,-626863832499000.0,-626863832165000.0,-626863832912000.0,-626863832883000.0,-626863832183000.0,4.0,125126641410.0,0.250007275152,0.250453720508,0.00782634136657,19,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-627226771991000.0,907919.434488,-627226772222000.0,-627226770705000.0,-627226772814000.0,-627226772745000.0,-627226770913000.0,4.0,824317699520.0,0.250007275152,0.125226860254,0.00782747168739,45,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-629144142308000.0,311626.529708,-629144142395000.0,-629144141889000.0,-629144142554000.0,-629144142552000.0,-629144141944000.0,4.0,97111094018.0,0.250007275152,0.250453720508,0.00782634136657,14,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-629507083021000.0,788737.169437,-629507083130000.0,-629507081963000.0,-629507083860000.0,-629507083765000.0,-629507082123000.0,4.0,622106322451.0,0.250007275152,0.125226860254,0.00782747168739,40,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-631424428406000.0,235094.403876,-631424428424000.0,-631424428145000.0,-631424428630000.0,-631424428622000.0,-631424428164000.0,4.0,55269378734.0,0.249992724848,0.250453720508,0.00782588587727,9,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-631787368970000.0,116586.905563,-631787368927000.0,-631787368883000.0,-631787369141000.0,-631787369111000.0,-631787368888000.0,4.0,13592506548.8,0.249992724848,0.125226860254,0.0078270161323,35,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-633704473312000.0,330929.923007,-633704473222000.0,-633704473029000.0,-633704473775000.0,-633704473706000.0,-633704473044000.0,4.0,109514613942.0,0.12498974865,0.250453720508,0.00391273589804,4,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-634067413690000.0,158462.841602,-634067413737000.0,-634067413460000.0,-634067413825000.0,-634067413812000.0,-634067413501000.0,4.0,25110472168.6,0.12498974865,0.125226860254,0.00391330099566,30,3.46688419418e-13,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-836281977733000.0,648370.481148,-836281977808000.0,-836281976905000.0,-836281978411000.0,-836281978355000.0,-836281977006000.0,4.0,420384280824.0,0.125002976198,0.125226860254,0.00195657498961,25,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-838562262116000.0,694019.911881,-838562262093000.0,-838562261367000.0,-838562262912000.0,-838562262842000.0,-838562261423000.0,4.0,481663638088.0,0.250007275152,0.125226860254,0.00391317068328,20,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-840842574750000.0,170232.16357,-840842574781000.0,-840842574517000.0,-840842574919000.0,-840842574903000.0,-840842574552000.0,4.0,28978989513.9,0.250007275152,0.125226860254,0.00391317068328,15,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-843122859188000.0,311083.605385,-843122859063000.0,-843122858979000.0,-843122859647000.0,-843122859566000.0,-843122858984000.0,4.0,96773009539.6,0.249992724848,0.125226860254,0.00391294293863,10,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-845402903950000.0,386774.636751,-845402903983000.0,-845402903465000.0,-845402904371000.0,-845402904332000.0,-845402903523000.0,4.0,149594619634.0,0.12498974865,0.125226860254,0.00195636794902,5,3.46688419418e-13,0.124990974078
