hours,price
1.0,18.81
2.0,17.75
3.0,16.66
4.0,17.17
5.0,16.47
6.0,14.98
7.0,17.86
8.0,18.78
9.0,18.75
10.0,19.2
11.0,21.22
12.0,21.34
13.0,21.94
14.0,22.06
15.0,22.62
16.0,22.13
17.0,24.15
18.0,27.14
19.0,38.26
20.0,36.19
21.0,32.69
22.0,32.32
23.0,28.63
24.0,25.73
25.0,23.6
26.0,23.15
27.0,23.0
28.0,22.9
29.0,23.15
30.0,23.29
31.0,26.77
32.0,31.37
33.0,35.91
34.0,36.92
35.0,37.76
36.0,35.71
37.0,32.06
38.0,30.77
39.0,30.74
40.0,28.96
41.0,28.79
42.0,30.0
43.0,34.21
44.0,30.03
45.0,28.78
46.0,25.17
47.0,23.11
48.0,20.51
49.0,18.49
50.0,17.12
51.0,16.36
52.0,15.86
53.0,15.34
54.0,16.5
55.0,18.23
56.0,19.94
57.0,22.36
58.0,25.51
59.0,28.69
60.0,28.76
61.0,26.71
62.0,24.77
63.0,22.85
64.0,21.56
65.0,20.58
66.0,24.4
67.0,24.38
68.0,22.21
69.0,19.97
70.0,19.09
71.0,15.44
72.0,14.77
73.0,11.75
74.0,11.68
75.0,7.38
76.0,7.85
77.0,6.39
78.0,16.41
79.0,10.44
80.0,15.06
81.0,17.61
82.0,18.4
83.0,21.35
84.0,19.28
85.0,19.07
86.0,19.3
87.0,19.25
88.0,19.87
89.0,20.89
90.0,29.29
91.0,33.58
92.0,31.92
93.0,31.01
94.0,28.87
95.0,23.55
96.0,22.94
97.0,23.39
98.0,22.87
99.0,22.86
100.0,23.06
101.0,25.6
102.0,26.37
103.0,30.98
104.0,47.22
105.0,47.89
106.0,46.71
107.0,47.95
108.0,45.63
109.0,40.52
110.0,36.34
111.0,31.91
112.0,28.93
113.0,27.55
114.0,35.64
115.0,47.21
116.0,39.96
117.0,35.51
118.0,31.8
119.0,29.74
120.0,28.67
121.0,28.8
122.0,25.22
123.0,24.8
124.0,23.87
125.0,23.09
126.0,24.17
127.0,28.94
128.0,37.36
129.0,36.79
130.0,32.54
131.0,33.6
132.0,30.96
133.0,28.57
134.0,26.34
135.0,25.46
136.0,24.79
137.0,25.15
138.0,30.58
139.0,41.56
140.0,35.44
141.0,33.92
142.0,27.33
143.0,24.07
144.0,21.19
145.0,21.85
146.0,20.08
147.0,18.88
148.0,19.29
149.0,19.54
150.0,21.97
151.0,26.7
152.0,37.49
153.0,40.29
154.0,36.35
155.0,33.97
156.0,33.03
157.0,32.48
158.0,31.59
159.0,30.84
160.0,30.49
161.0,35.84
162.0,50.82
163.0,65.0
164.0,56.29
165.0,51.92
166.0,42.61
167.0,36.32
168.0,29.1
169.0,25.13
170.0,22.65
171.0,22.0
172.0,21.56
173.0,20.16
174.0,21.19
175.0,22.65
176.0,36.4
177.0,34.89
178.0,29.54
179.0,27.74
180.0,25.97
181.0,23.17
182.0,22.71
183.0,22.6
184.0,22.51
185.0,22.7
186.0,27.75
187.0,36.8
188.0,30.53
189.0,28.13
190.0,24.81
191.0,22.35
192.0,20.87
193.0,17.97
194.0,15.22
195.0,14.62
196.0,14.67
197.0,14.57
198.0,17.05
199.0,18.61
200.0,27.42
201.0,27.18
202.0,26.71
203.0,25.22
204.0,24.1
205.0,22.8
206.0,22.62
207.0,22.38
208.0,22.0
209.0,22.71
210.0,27.53
211.0,39.63
212.0,34.63
213.0,32.61
214.0,29.26
215.0,27.55
216.0,25.33
217.0,26.56
218.0,24.13
219.0,23.77
220.0,23.12
221.0,22.82
222.0,22.82
223.0,21.58
224.0,22.06
225.0,22.46
226.0,22.91
227.0,23.11
228.0,22.47
229.0,22.04
230.0,21.93
231.0,21.96
232.0,21.89
233.0,23.12
234.0,28.11
235.0,32.62
236.0,30.04
237.0,28.66
238.0,27.15
239.0,26.24
240.0,24.91
241.0,25.75
242.0,24.76
243.0,24.89
244.0,24.5
245.0,25.08
246.0,25.34
247.0,27.25
248.0,28.66
249.0,31.68
250.0,32.98
251.0,34.46
252.0,32.29
253.0,28.96
254.0,28.45
255.0,26.32
256.0,25.73
257.0,25.5
258.0,29.24
259.0,36.02
260.0,32.23
261.0,29.17
262.0,26.73
263.0,25.64
264.0,22.92
265.0,20.48
266.0,20.84
267.0,19.48
268.0,18.66
269.0,19.2
270.0,20.51
271.0,23.66
272.0,33.19
273.0,33.36
274.0,30.08
275.0,31.13
276.0,29.83
277.0,29.2
278.0,29.45
279.0,29.15
280.0,28.76
281.0,28.8
282.0,39.85
283.0,54.42
284.0,46.49
285.0,41.22
286.0,37.27
287.0,31.98
288.0,28.31
289.0,28.21
290.0,24.77
291.0,24.48
292.0,25.18
293.0,24.29
294.0,26.33
295.0,31.51
296.0,45.19
297.0,45.01
298.0,39.16
299.0,36.88
300.0,33.62
301.0,31.91
302.0,29.56
303.0,28.66
304.0,28.12
305.0,28.07
306.0,33.39
307.0,39.67
308.0,35.31
309.0,31.35
310.0,27.97
311.0,27.07
312.0,23.09
313.0,22.66
314.0,22.3
315.0,22.21
316.0,22.31
317.0,22.41
