smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,65902661.8171,4234607.58244,65902661.8171,68896981.5543,62908342.0799,63207774.0536,68597549.5806,2.0,17931901377200.0,0.166693548387,0.00463045133683,0.16666722655,72,0.166668806079,3.47754823353e-14
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,46169138.6288,406101.296434,46169138.6288,46456295.6093,45881981.6482,45910697.3463,46427579.9113,2.0,164918262966.0,0.166693548387,0.00463036217996,0.16666722655,115,0.16666559696,3.47754823353e-14
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,42007093.8237,13530248.8008,42007093.8237,51574424.5019,32439763.1456,33396496.2134,50617691.4341,2.0,183067632611000.0,0.166612903226,0.00462807540182,0.166665546899,158,0.16666559696,3.47754823353e-14
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,34143712.1361,19423288.7212,34143712.1361,47878051.3038,20409372.9684,21782806.8851,46504617.387,2.0,377264144747000.0,0.166693548387,0.00231518133658,0.0833320176068,201,0.166668806079,3.47754823353e-14
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,962963.728523,6717908.36497,962963.728523,5713242.28878,-3787314.83174,-3312286.97571,5238214.43276,2.0,45130292800100.0,0.166693548387,0.00231513675899,0.0833320176068,149,0.16666559696,3.47754823353e-14
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-5247696.80478,10700816.4209,-5247696.80478,2318923.05066,-12814316.6602,-12057654.6747,1562261.06511,2.0,114507472073000.0,0.0833064516129,0.00231410557859,0.16666722655,71,0.166668806079,3.47754823353e-14
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-19934645.5878,6390431.48419,-19934645.5878,-15415928.1506,-24453363.025,-24001491.2813,-15867799.8943,2.0,40837614554100.0,0.166693548387,0.00463036217996,0.16666722655,114,0.16666559696,3.47754823353e-14
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-24947844.8128,723003.025444,-24947844.8128,-24436604.4707,-25459085.1549,-25407961.1207,-24487728.5049,2.0,522733374801.0,0.166693548387,0.00463031551576,0.166665546899,157,0.16666559696,3.47754823353e-14
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-96043081.5133,25057522.1932,-96043081.5133,-78324737.6508,-113761425.376,-111989590.99,-80096572.0371,2.0,627879418462000.0,0.166612903226,0.0023140612682,0.0833320176068,200,0.166668806079,3.47754823353e-14
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-99599656.3426,2052757.31064,-99599656.3426,-98148137.7281,-101051174.957,-100906023.096,-98293289.5896,2.0,4213812576380.0,0.0833064516129,0.00115700835609,0.0833320176068,148,0.16666559696,3.47754823353e-14
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110863398.442,1706971.36866,-110863398.442,-109656387.412,-112070409.472,-111949708.369,-109777088.515,2.0,2913751253420.0,0.0833064516129,0.00231406102172,0.16666722655,113,0.16666559696,3.47754823353e-14
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-126393595.649,27004573.3121,-126393595.649,-107298478.737,-145488712.561,-143579200.87,-109207990.429,2.0,729246979766000.0,0.166693548387,0.00463031551576,0.166665546899,156,0.16666559696,3.47754823353e-14
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2480683.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-127131317.662,457421.875897,-127131317.662,-126807871.552,-127454763.773,-127422419.162,-126840216.163,2.0,209234772549.0,0.0833064516129,0.0011570527893,0.16666722655,36,0.0833344030397,3.47754823353e-14
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-142542113.043,5902735.07773,-142542113.043,-138368249.042,-146715977.044,-146298590.644,-138785635.442,2.0,34842281397900.0,0.166693548387,0.00463045133683,0.16666722655,79,0.166668806079,3.47754823353e-14
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-160226777.911,7235611.98906,-160226777.911,-155110427.607,-165343128.214,-164831493.184,-155622062.637,2.0,52354080856200.0,0.166693548387,0.00463036217996,0.16666722655,122,0.16666559696,3.47754823353e-14
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-175158123.91,8508841.32541,-175158123.91,-169141464.508,-181174783.311,-180573117.371,-169743130.449,2.0,72400380701100.0,0.166693548387,0.00463040467174,0.166665546899,208,0.166668806079,3.47754823353e-14
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-176265463.681,12202973.7677,-176265463.681,-167636658.179,-184894269.182,-184031388.632,-168499538.729,2.0,148912568775000.0,0.166612903226,0.00462812204344,0.16666722655,165,0.16666559696,3.47754823353e-14
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204705241.233,11863035.994,-204705241.233,-196316808.036,-213093674.429,-212254831.11,-197155651.355,2.0,140731622996000.0,0.166693548387,0.00231518133658,0.0833320176068,199,0.166668806079,3.47754823353e-14
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-211719851.441,1014070.29581,-211719851.441,-211002795.458,-212436907.424,-212365201.825,-211074501.056,2.0,1028338564830.0,0.0833064516129,0.00231410557859,0.16666722655,78,0.166668806079,3.47754823353e-14
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219585785.489,11385301.3632,-219585785.489,-211535161.69,-227636409.289,-226831346.909,-212340224.07,2.0,129625087130000.0,0.0833064516129,0.00231403770091,0.166665546899,155,0.16666559696,3.47754823353e-14
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-223560232.703,5160415.3611,-223560232.703,-219911268.008,-227209197.399,-226844300.929,-220276164.477,2.0,26629886699100.0,0.166693548387,0.00463036217996,0.16666722655,121,0.16666559696,3.47754823353e-14
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-230315329.665,2888361.40156,-230315329.665,-228272949.732,-232357709.599,-232153471.605,-228477187.725,2.0,8342631586040.0,0.166693548387,0.00463036217996,0.16666722655,164,0.16666559696,3.47754823353e-14
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-293174579.501,32554211.8635,-293174579.501,-270155275.536,-316193883.466,-313891953.069,-272457205.932,2.0,1059776710060000.0,0.166612903226,0.00462816451466,0.166665546899,207,0.166668806079,3.47754823353e-14
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-312935191.781,46113879.2685,-312935191.781,-280327755.043,-345542628.518,-342281884.845,-283588498.717,2.0,2126489861190000.0,0.166693548387,0.00231513675899,0.0833320176068,250,0.16666559696,3.47754823353e-14
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-325373506.011,19520204.552,-325373506.011,-311570637.002,-339176375.02,-337796088.119,-312950923.903,2.0,381038385753000.0,0.166693548387,0.00231518133658,0.0833320176068,198,0.166668806079,3.47754823353e-14
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-325547748.978,7772926.69906,-325547748.978,-320051459.8,-331044038.157,-330494409.239,-320601088.718,2.0,60418389469000.0,0.0833064516129,0.00231406102172,0.16666722655,120,0.16666559696,3.47754823353e-14
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-333043059.174,2978969.29764,-333043059.174,-330936609.782,-335149508.565,-334938863.626,-331147254.721,2.0,8874258076260.0,0.166693548387,0.00463040467174,0.166665546899,206,0.166668806079,3.47754823353e-14
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-334977263.969,1002751.69922,-334977263.969,-334268211.443,-335686316.496,-335615411.243,-334339116.696,2.0,1005510970280.0,0.0833064516129,0.000578525811616,0.0833335292926,43,0.0833344030397,3.47754823353e-14
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-336239100.485,15340252.4415,-336239100.485,-325391903.959,-347086297.012,-346001577.359,-326476623.612,2.0,235323344969000.0,0.166693548387,0.00463036217996,0.16666722655,163,0.16666559696,3.47754823353e-14
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2480683.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-348068999.779,730070.319541,-348068999.779,-347552762.106,-348585237.453,-348533613.686,-347604385.873,2.0,533002671475.0,0.166693548387,0.00463045133683,0.16666722655,86,0.166668806079,3.47754823353e-14
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-365018556.98,10752596.7604,-365018556.98,-357415322.895,-372621791.065,-371861467.656,-358175646.304,2.0,115618337093000.0,0.166693548387,0.00463036217996,0.16666722655,129,0.16666559696,3.47754823353e-14
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-380602116.55,8877218.90685,-380602116.55,-374324974.863,-386879258.237,-386251544.069,-374952689.032,2.0,78805015520200.0,0.166612903226,0.00462812204344,0.16666722655,172,0.16666559696,3.47754823353e-14
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-387549030.951,30168196.9364,-387549030.951,-366216894.321,-408881167.581,-406747953.918,-368350107.984,2.0,910120106394000.0,0.166693548387,0.00463045133683,0.16666722655,215,0.166668806079,3.47754823353e-14
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399385200.365,46686122.7985,-399385200.365,-366373126.347,-432397274.384,-429096066.982,-369674333.749,2.0,2179594061960000.0,0.166693548387,0.00463031551576,0.166665546899,258,0.16666559696,3.47754823353e-14
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-419416235.804,3034426.99973,-419416235.804,-417270571.895,-421561899.712,-421347333.322,-417485138.286,2.0,9207747216710.0,0.0833064516129,0.00231406102172,0.16666722655,162,0.16666559696,3.47754823353e-14
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2480683.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-428236413.335,11721372.3072,-428236413.335,-419948151.491,-436524675.178,-435695848.993,-420776977.676,2.0,137390568764000.0,0.0833064516129,0.00231410557859,0.16666722655,85,0.166668806079,3.47754823353e-14
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431648520.589,21877438.5064,-431648520.589,-416178835.466,-447118205.712,-445571237.199,-417725803.978,2.0,478622315603000.0,0.166612903226,0.00231401671218,0.0833320176068,249,0.16666559696,3.47754823353e-14
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-434790490.819,2536027.13242,-434790490.819,-432997248.837,-436583732.802,-436404408.604,-433176573.035,2.0,6431433616380.0,0.0833064516129,0.0011570306341,0.0833320176068,197,0.166668806079,3.47754823353e-14
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-435669817.044,3210658.90533,-435669817.044,-433399538.36,-437940095.728,-437713067.859,-433626566.228,2.0,10308330606400.0,0.166693548387,0.00463036217996,0.16666722655,128,0.16666559696,3.47754823353e-14
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-450305776.986,13783681.8246,-450305776.986,-440559242.098,-460052311.874,-459077658.385,-441533895.587,2.0,189989884641000.0,0.166693548387,0.00463036217996,0.16666722655,171,0.16666559696,3.47754823353e-14
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-451343114.162,24851330.421,-451343114.162,-433770569.9,-468915658.424,-467158403.998,-435527824.326,2.0,617588623693000.0,0.166693548387,0.00463040467174,0.166665546899,205,0.166668806079,3.47754823353e-14
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-452579698.509,3889796.01089,-452579698.509,-449829197.372,-455330199.645,-455055149.532,-450104247.486,2.0,15130513006300.0,0.166693548387,0.00463031551576,0.166665546899,257,0.16666559696,3.47754823353e-14
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-478599177.19,6978654.41902,-478599177.19,-473664523.327,-483533831.054,-483040365.667,-474157988.713,2.0,48701617500100.0,0.166612903226,0.00462821115718,0.16666722655,214,0.166668806079,3.47754823353e-14
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-481525273.506,8039018.36756,-481525273.506,-475840829.105,-487209717.908,-486641273.468,-476409273.545,2.0,64625816313900.0,0.166693548387,0.00115754609071,0.0833320176068,300,0.0833311939206,0.0
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527298688.705,4789893.80787,-527298688.705,-523911722.312,-530685655.097,-530346958.458,-524250418.951,2.0,22943082690600.0,0.0833064516129,0.00231406102172,0.16666722655,127,0.16666559696,3.47754823353e-14
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-534363911.204,5475705.41566,-534363911.204,-530492002.773,-538235819.635,-537848628.792,-530879193.616,2.0,29983349799100.0,0.166693548387,0.00463036217996,0.16666722655,170,0.16666559696,3.47754823353e-14
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-540563900.551,30015545.9113,-540563900.551,-519339704.496,-561788096.606,-559665677.0,-521462124.101,2.0,900932996355000.0,0.166693548387,0.00231513675899,0.0833320176068,248,0.16666559696,3.47754823353e-14
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-561952294.443,9634011.85995,-561952294.443,-555140019.327,-568764569.559,-568083342.048,-555821246.838,2.0,92814184517700.0,0.166693548387,0.00231522333516,0.0833335292926,93,0.166668806079,3.47754823353e-14
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-564510065.369,22908484.4465,-564510065.369,-548311320.67,-580708810.067,-579088935.598,-549931195.14,2.0,524798659637000.0,0.0833064516129,0.00231408225733,0.166665546899,204,0.166668806079,3.47754823353e-14
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-565988377.201,16911674.7597,-565988377.201,-554030017.297,-577946737.105,-576750901.115,-555225853.288,2.0,286004743179000.0,0.166693548387,0.00463045133683,0.16666722655,213,0.166668806079,3.47754823353e-14
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-572681447.271,21410088.0578,-572681447.271,-557542228.819,-587820665.722,-586306743.877,-559056150.664,2.0,458391870641000.0,0.166612903226,0.00462807540182,0.166665546899,256,0.16666559696,3.47754823353e-14
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,496137.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-576087700.971,16361326.3039,-576087700.971,-564518496.192,-587656905.75,-586499985.272,-565675416.67,2.0,267692998421000.0,0.0833064516129,0.00115699657225,0.166665546899,308,0.0833311939206,0.0
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-580483141.031,23574095.404,-580483141.031,-563813738.311,-597152543.752,-595485603.479,-565480678.583,2.0,555737974117000.0,0.166693548387,0.00463036217996,0.16666722655,265,0.16666559696,3.47754823353e-14
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-581266910.246,17438290.5747,-581266910.246,-568936176.728,-593597643.763,-592364570.412,-570169250.08,2.0,304093978167000.0,0.166612903226,0.00462812204344,0.16666722655,179,0.16666559696,3.47754823353e-14
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2480683.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-584451992.211,23813408.8295,-584451992.211,-567613369.344,-601290615.078,-599606752.791,-569297231.631,2.0,567078440083000.0,0.166693548387,0.00463036217996,0.16666722655,136,0.16666559696,3.47754823353e-14
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1488410.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-592526618.222,21747878.4408,-592526618.222,-577148545.9,-607904690.543,-606366883.311,-578686353.132,2.0,472970216678000.0,0.166693548387,0.00463045133683,0.16666722655,222,0.166668806079,3.47754823353e-14
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-638729329.722,855942.618952,-638729329.722,-638124086.892,-639334572.552,-639274048.269,-638184611.175,2.0,732637766938.0,0.0833064516129,0.00115705162323,0.0833335292926,92,0.166668806079,3.47754823353e-14
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2480683.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647571173.241,7676776.80454,-647571173.241,-642142872.305,-652999474.177,-652456644.083,-642685702.398,2.0,58932902106800.0,0.166693548387,0.00463036217996,0.16666722655,135,0.16666559696,3.47754823353e-14
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-653261470.607,7903621.6137,-653261470.607,-647672766.168,-658850175.046,-658291304.602,-648231636.612,2.0,62467234612600.0,0.166693548387,0.00115754609071,0.0833320176068,299,0.0833311939206,0.0
