smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-223.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-819299756.696,28072037.1567,-819299756.696,-799449828.861,-839149684.531,-837164691.748,-801434821.644,2.0,788039270130000.0,0.111290322581,0.111103979461,0.00137387033564,758,0.111111428379,3.4776821570799994e-14
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-819800605.148,58112234.9868,-819800605.148,-778709049.719,-860892160.577,-856783005.034,-782818205.262,2.0,3377031855160000.0,0.0556451612903,0.0555519897304,0.000343468103122,940,0.111111596344,3.4776821570799994e-14
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-820296149.588,8897557.36859,-820296149.588,-814004626.437,-826587672.74,-825958520.424,-814633778.752,2.0,79166527127300.0,0.0556451612903,0.111103979461,0.000686935167818,551,0.111111428379,3.4776821570799994e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-820483510.549,62019219.2002,-820483510.549,-776629300.089,-864337721.01,-859952299.964,-781014721.135,2.0,3846383550200000.0,0.111290322581,0.111103979461,0.00137387241249,837,0.111111596344,3.4776821570799994e-14
720.0,-498.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-827774645.3,27586827.8194,-827774645.3,-808267812.278,-847281478.323,-845330795.021,-810218495.58,2.0,761033069138000.0,0.110483870968,0.111103979461,0.0013639168153,734,0.111111596344,3.4776821570799994e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-828567567.634,93238.784657,-828567567.634,-828501637.857,-828633497.411,-828626904.433,-828508230.835,2.0,8693470964.31,0.111290322581,0.111136071887,0.00137426925605,472,0.111111596344,3.4776821570799994e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-830763904.567,23003117.6341,-830763904.567,-814498244.099,-847029565.034,-845402998.987,-816124810.146,2.0,529143420890000.0,0.111290322581,0.111103979461,0.00137387033564,667,0.111111428379,3.4776821570799994e-14
720.0,-154.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-834408596.663,2602816.16983,-834408596.663,-832568127.699,-836249065.627,-836065018.73,-832752174.595,2.0,6774652013910.0,0.111290322581,0.0555519897304,0.000686936206245,939,0.111111596344,3.4776821570799994e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-835576739.42,8523789.17897,-835576739.42,-829549510.291,-841603968.55,-841001245.637,-830152233.204,2.0,72654981967600.0,0.0556451612903,0.111136071887,0.000687133589299,381,0.111111428379,3.4776821570799994e-14
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-846036616.341,13723569.7479,-846036616.341,-836332587.111,-855740645.572,-854770242.649,-837302990.034,2.0,188336366626000.0,0.110483870968,0.111103979461,0.0013639168153,575,0.111111596344,3.4776821570799994e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847939505.673,5144438.3608,-847939505.673,-844301838.422,-851577172.923,-851213406.198,-844665605.147,2.0,26465246048100.0,0.111290322581,0.111136071887,0.000687132550572,393,0.0555556302067,3.4776821570799994e-14
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849265561.584,19117163.4593,-849265561.584,-835747685.665,-862783437.504,-861431649.912,-837099473.257,2.0,365465938730000.0,0.110483870968,0.111103979461,0.0013639168153,745,0.111111596344,3.4776821570799994e-14
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-850176029.237,9694288.27705,-850176029.237,-843321132.257,-857030926.216,-856345436.518,-844006621.955,2.0,93979225198500.0,0.111290322581,0.111103979461,0.00137387241249,642,0.111111596344,3.4776821570799994e-14
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-855707821.282,9632729.60146,-855707821.282,-848896452.86,-862519189.705,-861838052.863,-849577589.702,2.0,92789479574900.0,0.111290322581,0.111103979461,0.00137387033564,666,0.111111428379,3.4776821570799994e-14
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-856405625.109,20925494.2471,-856405625.109,-841609066.228,-871202183.991,-869722528.103,-843088722.116,2.0,437876309487000.0,0.111290322581,0.111103979461,0.00137387241249,733,0.111111596344,3.4776821570799994e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-861647704.325,36546862.1311,-861647704.325,-835805170.281,-887490238.368,-884905984.964,-838389423.685,2.0,1335673131630000.0,0.110483870968,0.111136071887,0.00136430872078,484,0.111111428379,3.4776821570799994e-14
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-862915873.677,16626758.2241,-862915873.677,-851158980.188,-874672767.167,-873497077.818,-852334669.537,2.0,276449089044000.0,0.111290322581,0.111103979461,0.00137387033564,563,0.111111428379,3.4776821570799994e-14
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-865718283.805,7147724.21461,-865718283.805,-860664079.543,-870772488.067,-870267067.641,-861169499.969,2.0,51089961448100.0,0.111290322581,0.111103979461,0.00137387241249,836,0.111111596344,3.4776821570799994e-14
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-867908982.212,1274500.16088,-867908982.212,-867007774.506,-868810189.919,-868720069.148,-867097895.277,2.0,1624350660070.0,0.110483870968,0.0555519897304,0.000681947067723,915,0.111109748728,3.4776821570799994e-14
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-877130294.819,23006520.1668,-877130294.819,-860862228.398,-893398361.241,-891771554.599,-862489035.04,2.0,529299970184000.0,0.0556451612903,0.111103979461,0.000686935167818,721,0.111111428379,3.4776821570799994e-14
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-878037281.975,40011606.6523,-878037281.975,-849744803.585,-906329760.365,-903500512.526,-852574051.424,2.0,1600928666900000.0,0.110483870968,0.0555519897304,0.000340968894801,904,0.0555541185209,3.4776821570799994e-14
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-883461588.404,21173186.3723,-883461588.404,-868489884.741,-898433292.068,-896936121.701,-869987055.107,2.0,448303821156000.0,0.110483870968,0.111103979461,0.00136391475349,824,0.111111428379,3.4776821570799994e-14
720.0,-636.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-883776494.284,39672444.7237,-883776494.284,-855723839.594,-911829148.974,-909023883.505,-858529105.063,2.0,1573902870360000.0,0.111290322581,0.111103979461,0.00137384956709,812,0.111109748728,3.4776821570799994e-14
720.0,-292.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-884805719.893,39706366.7435,-884805719.893,-856729078.712,-912882361.073,-910074696.955,-859536742.83,2.0,1576595559970000.0,0.111290322581,0.111103979461,0.00137387033564,757,0.111111428379,3.4776821570799994e-14
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-885968583.391,18241209.8742,-885968583.391,-873070100.192,-898867066.59,-897577218.27,-874359948.512,2.0,332741737673000.0,0.110483870968,0.111103979461,0.00136391475349,654,0.111111428379,3.4776821570799994e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-886336917.152,2987116.08547,-886336917.152,-884224707.112,-888449127.193,-888237906.189,-884435928.116,2.0,8922862508090.0,0.111290322581,0.111136071887,0.000687132550572,392,0.0555556302067,3.4776821570799994e-14
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-887277308.6,387286.400316,-887277308.6,-887003455.76,-887551161.44,-887523776.156,-887030841.044,2.0,149990755870.0,0.111290322581,0.111103979461,0.00137387033564,562,0.111111428379,3.4776821570799994e-14
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-890317920.24,60379993.4901,-890317920.24,-847622817.396,-933013023.085,-928743512.801,-851892327.68,2.0,3645743613860000.0,0.111290322581,0.111103979461,0.00137387241249,848,0.111111596344,3.4776821570799994e-14
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-900956719.229,22862918.8804,-900956719.229,-884790194.251,-917123244.207,-915506591.71,-886406846.749,2.0,522713059731000.0,0.111290322581,0.0555519897304,0.000686935167818,927,0.111111428379,3.4776821570799994e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-903467905.779,2018797.60493,-903467905.779,-902040400.303,-904895411.255,-904752660.708,-902183150.85,2.0,4075543769670.0,0.0556451612903,0.111136071887,0.000687134628026,471,0.111111596344,3.4776821570799994e-14
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-906691538.306,7866001.68702,-906691538.306,-901129435.172,-912253641.439,-911697431.126,-901685645.485,2.0,61873982540200.0,0.110483870968,0.111103979461,0.00136391475349,665,0.111111428379,3.4776821570799994e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-908194501.258,59533307.1632,-908194501.258,-866098096.057,-950290906.46,-946081265.94,-870307736.577,2.0,3544214661790000.0,0.0556451612903,0.111103979461,0.00034345771885,801,0.0555541185209,3.4776821570799994e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-909984245.526,14432496.2281,-909984245.526,-899778929.574,-920189561.479,-919169029.883,-900799461.169,2.0,208296947373000.0,0.111290322581,0.111136071887,0.0013742671786,483,0.111111428379,3.4776821570799994e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-912296210.647,22914608.1976,-912296210.647,-896093135.802,-928499285.492,-926878978.007,-897713443.287,2.0,525079268851000.0,0.111290322581,0.111103979461,0.00137387033564,653,0.111111428379,3.4776821570799994e-14
720.0,-498.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-913071601.17,693242.184495,-913071601.17,-912581404.921,-913561797.42,-913512777.795,-912630424.546,2.0,480584726364.0,0.110483870968,0.111103979461,0.0013639168153,744,0.111111596344,3.4776821570799994e-14
720.0,-361.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-915007072.756,8321537.85862,-915007072.756,-909122856.906,-920891288.606,-920302867.021,-909711278.491,2.0,69247992332400.0,0.111290322581,0.111103979461,0.00137387033564,756,0.111111428379,3.4776821570799994e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-916811018.547,26834796.388,-916811018.547,-897835952.049,-935786085.045,-933888578.395,-899733458.699,2.0,720106297187000.0,0.0556451612903,0.111103979461,0.000686936206245,641,0.111111596344,3.4776821570799994e-14
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-922192253.787,11805404.3915,-922192253.787,-913844572.288,-930539935.287,-929705167.137,-914679340.438,2.0,139367572847000.0,0.111290322581,0.111103979461,0.00137387241249,732,0.111111596344,3.4776821570799994e-14
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-925264078.646,5614424.89693,-925264078.646,-921294080.728,-929234076.563,-928837076.771,-921691080.52,2.0,31521766923300.0,0.111290322581,0.111103979461,0.00137387033564,586,0.111111428379,3.4776821570799994e-14
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-925286608.618,3407974.99951,-925286608.618,-922876806.386,-927696410.85,-927455430.627,-923117786.609,2.0,11614293597300.0,0.0556451612903,0.0555519897304,0.000343468103122,950,0.111111596344,3.4776821570799994e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-926181695.169,9726029.66296,-926181695.169,-919304353.641,-933059036.698,-932371302.545,-919992087.794,2.0,94595653004800.0,0.110483870968,0.111103979461,0.0013639168153,835,0.111111596344,3.4776821570799994e-14
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-929661613.317,26107499.6066,-929661613.317,-911200823.305,-948122403.328,-946276324.327,-913046902.306,2.0,681601535706000.0,0.110483870968,0.111103979461,0.0013639168153,574,0.111111596344,3.4776821570799994e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-933220675.075,1215911.21165,-933220675.075,-932360896.012,-934080454.138,-933994476.232,-932446873.919,2.0,1478440074630.0,0.111290322581,0.111103979461,0.00137387241249,677,0.111111596344,3.4776821570799994e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-934594431.703,9265674.61212,-934594431.703,-928042610.353,-941146253.054,-940491070.919,-928697792.488,2.0,85852726017700.0,0.110483870968,0.111136071887,0.000682153329191,495,0.0555556302067,3.4776821570799994e-14
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-938482969.886,6828678.67876,-938482969.886,-933654364.886,-943311574.886,-942828714.386,-934137225.386,2.0,46630852497800.0,0.111290322581,0.0555519897304,0.000686936206245,938,0.111111596344,3.4776821570799994e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-945110105.584,5351036.63581,-945110105.584,-941326351.292,-948893859.875,-948515484.446,-941704726.721,2.0,28633593077800.0,0.0556451612903,0.111103979461,0.000686924783546,811,0.111109748728,3.4776821570799994e-14
720.0,-223.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-945192077.184,9365084.93417,-945192077.184,-938569962.121,-951814192.247,-951151980.741,-939232173.627,2.0,87704815824200.0,0.111290322581,0.111103979461,0.00137387033564,768,0.111111428379,3.4776821570799994e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-952364818.583,13947843.2101,-952364818.583,-942502204.066,-962227433.099,-961241171.648,-943488465.517,2.0,194542330213000.0,0.111290322581,0.111103979461,0.00137387241249,847,0.111111596344,3.4776821570799994e-14
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-954790819.361,326648.607477,-954790819.361,-954559843.916,-955021794.806,-954998697.262,-954582941.46,2.0,106699312767.0,0.110483870968,0.0555519897304,0.000681947067723,914,0.111109748728,3.4776821570799994e-14
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-956312537.172,1499638.89617,-956312537.172,-955252132.339,-957372942.005,-957266901.522,-955358172.823,2.0,2248916818920.0,0.111290322581,0.111103979461,0.00137387033564,859,0.111111428379,3.4776821570799994e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-957647446.01,16275634.288,-957647446.01,-946138834.637,-969156057.383,-968005196.246,-947289695.774,2.0,264896271477000.0,0.111290322581,0.111103979461,0.00137387033564,823,0.111111428379,3.4776821570799994e-14
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-959594998.241,48871131.5355,-959594998.241,-925037889.728,-994152106.754,-990696395.903,-928493600.58,2.0,2388387497560000.0,0.111290322581,0.0555519897304,0.000686935167818,926,0.111111428379,3.4776821570799994e-14
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-967485994.743,17801860.2457,-967485994.743,-954898178.646,-980073810.841,-978815029.231,-956156960.256,2.0,316906228206000.0,0.0556451612903,0.111103979461,0.000686935167818,561,0.111111428379,3.4776821570799994e-14
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-968627265.409,24450885.5141,-968627265.409,-951337878.456,-985916652.362,-984187713.667,-953066817.151,2.0,597845802421000.0,0.111290322581,0.0555519897304,0.00034345771885,903,0.0555541185209,3.4776821570799994e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-969558447.077,16385917.5826,-969558447.077,-957971853.638,-981145040.515,-979986381.172,-959130512.982,2.0,268498295025000.0,0.0556451612903,0.111136071887,0.000343566275286,391,0.0555556302067,3.4776821570799994e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-969609917.985,17082091.1022,-969609917.985,-957531055.53,-981688780.44,-980480894.195,-958738941.776,2.0,291797836425000.0,0.111290322581,0.111136071887,0.0013742671786,482,0.111111428379,3.4776821570799994e-14
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-973219554.438,441350.481492,-973219554.438,-972907472.52,-973531636.357,-973500428.165,-972938680.712,2.0,194790247514.0,0.111290322581,0.111103979461,0.00137387033564,652,0.111111428379,3.4776821570799994e-14
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-974468618.842,2100841.5708,-974468618.842,-972983099.521,-975954138.163,-975805586.231,-973131651.453,2.0,4413535305590.0,0.110483870968,0.111103979461,0.00136391475349,664,0.111111428379,3.4776821570799994e-14
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-983882871.541,13050506.9096,-983882871.541,-974654769.607,-993110973.474,-992188163.281,-975577579.8,2.0,170315730598000.0,0.110483870968,0.111103979461,0.00136391475349,585,0.111111428379,3.4776821570799994e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-984588916.517,4075350.44298,-984588916.517,-981707208.583,-987470624.451,-987182453.658,-981995379.377,2.0,16608481233100.0,0.110483870968,0.111136071887,0.000682153329191,494,0.0555556302067,3.4776821570799994e-14
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-989245774.692,20175934.8402,-989245774.692,-974979234.35,-1003512315.03,-1002085661.0,-976405888.384,2.0,407068346676000.0,0.111290322581,0.111103979461,0.00137387241249,573,0.111111596344,3.4776821570799994e-14
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-991434213.118,20583184.4002,-991434213.118,-976879703.851,-1005988722.39,-1004533271.46,-978335154.777,2.0,423667480052000.0,0.110483870968,0.111103979461,0.00136391475349,755,0.111111428379,3.4776821570799994e-14
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-991879123.142,1327789.40505,-991879123.142,-990940234.25,-992818012.035,-992724123.145,-991034123.139,2.0,1763024704160.0,0.0556451612903,0.111103979461,0.000686936206245,731,0.111111596344,3.4776821570799994e-14
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-992275720.813,15991234.7426,-992275720.813,-980968210.287,-1003583231.34,-1002452480.29,-982098961.34,2.0,255719588593000.0,0.111290322581,0.111103979461,0.00137387241249,743,0.111111596344,3.4776821570799994e-14
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-998376607.116,225908.746784,-998376607.116,-998216865.509,-998536348.723,-998520374.562,-998232839.67,2.0,51034761873.6,0.111290322581,0.111103979461,0.00137387241249,846,0.111111596344,3.4776821570799994e-14
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1006817721.84,34676191.5072,-1006817721.84,-982297951.684,-1031337492.0,-1028885514.99,-984749928.7,2.0,1202438257450000.0,0.111290322581,0.111103979461,0.00137387033564,858,0.111111428379,3.4776821570799994e-14
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1011006633.47,1985694.7286,-1011006633.47,-1009602535.26,-1012410731.67,-1012270321.85,-1009742945.08,2.0,3942983555210.0,0.110483870968,0.0555519897304,0.000681957376746,925,0.111111428379,3.4776821570799994e-14
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1015874833.68,3958916.14222,-1015874833.68,-1013075457.23,-1018674210.13,-1018394272.48,-1013355394.87,2.0,15673017021100.0,0.111290322581,0.0555519897304,0.00034345771885,902,0.0555541185209,3.4776821570799994e-14
720.0,-154.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1016457871.36,38850187.0044,-1016457871.36,-988986640.68,-1043929102.04,-1041181978.97,-991733763.748,2.0,1509337030280000.0,0.111290322581,0.0555519897304,0.000686936206245,949,0.111111596344,3.4776821570799994e-14
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1026351044.84,10417549.6839,-1026351044.84,-1018984724.82,-1033717364.87,-1032980732.86,-1019721356.82,2.0,108525341417000.0,0.111290322581,0.111103979461,0.00137387241249,676,0.111111596344,3.4776821570799994e-14
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1030863255.94,3735260.81849,-1030863255.94,-1028222027.68,-1033504484.19,-1033240361.36,-1028486150.51,2.0,13952173382100.0,0.111290322581,0.111103979461,0.00137387241249,572,0.111111596344,3.4776821570799994e-14
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1035588699.11,26996896.7649,-1035588699.11,-1016499010.34,-1054678387.89,-1052769419.01,-1018407979.22,2.0,728832434935000.0,0.111290322581,0.0555519897304,0.000686924783546,913,0.111109748728,3.4776821570799994e-14
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1038393582.6,446160.304292,-1038393582.6,-1038078099.63,-1038709065.58,-1038677517.28,-1038109647.93,2.0,199059017126.0,0.110483870968,0.111103979461,0.00136391475349,584,0.111111428379,3.4776821570799994e-14
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1040906502.58,21982756.233,-1040906502.58,-1025362346.58,-1056450658.58,-1054896242.98,-1026916762.18,2.0,483241571601000.0,0.111290322581,0.0555519897304,0.000686936206245,937,0.111111596344,3.4776821570799994e-14
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1041348763.95,12982018.6842,-1041348763.95,-1032169090.5,-1050528437.39,-1049610470.05,-1033087057.85,2.0,168532809116000.0,0.110483870968,0.111103979461,0.0013639168153,834,0.111111596344,3.4776821570799994e-14
