smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1700895061.78,530698.152909,-1700895061.78,-1700519801.51,-1701270322.04,-1701232796.01,-1700557327.54,2.0,281640529501.0,30,3.66466187075e-13,0.125226860254,0.249993707579,0.125018050542,0.00391380597435
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1741534553.01,811617.218469,-1741534553.01,-1740960652.97,-1742108453.04,-1742051063.04,-1741018042.97,2.0,658722509316.0,55,3.66466187075e-13,0.125226860254,0.250006292421,0.125018050542,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1782355093.14,328024.37336,-1782355093.14,-1782123144.88,-1782587041.4,-1782563846.57,-1782146339.71,2.0,107599989519.0,80,3.66466187075e-13,0.125226860254,0.250006292421,0.125018050542,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1821583118.25,373502.966713,-1821583118.25,-1821319011.77,-1821847224.73,-1821820814.08,-1821345422.42,2.0,139504466144.0,105,3.66466187075e-13,0.125226860254,0.125003845369,0.125018050542,0.00195701244467
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17015854916.3,57930.9545931,-17015854916.3,-17015813953.0,-17015895879.7,-17015891783.4,-17015818049.3,2.0,3355995500.07,1,3.66466187075e-13,0.125226860254,0.12498986221,0.125018050542,0.00195679352968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324851149241.0,32230.2970401,-324851149241.0,-324851126451.0,-324851172031.0,-324851169752.0,-324851128730.0,2.0,1038792047.29,7,3.66466187075e-13,0.250453720508,0.12498986221,0.25,0.00782604400407
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694895982456.0,455930.902724,-694895982456.0,-694895660065.0,-694896304848.0,-694896272609.0,-694895692304.0,2.0,207872988059.0,13,3.66466187075e-13,0.249546279492,0.12498986221,0.249963898917,0.00779656275213
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107909544000.0,84241.0116971,-206107909544000.0,-206107909484000.0,-206107909603000.0,-206107909597000.0,-206107909490000.0,2.0,7096548051.74,118,3.66466187075e-13,0.249546279492,0.125003845369,0.249963898917,0.00779743498747
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477936068000.0,93455.3201627,-206477936068000.0,-206477936002000.0,-206477936134000.0,-206477936127000.0,-206477936008000.0,2.0,8733896866.71,124,3.66466187075e-13,0.125226860254,0.125003845369,0.25,0.0039134597688
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993589835000.0,49248.2195427,-206993589835000.0,-206993589800000.0,-206993589869000.0,-206993589866000.0,-206993589803000.0,2.0,2425387128.12,106,3.66466187075e-13,0.250453720508,0.125003845369,0.125018050542,0.00391402488934
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301423063000.0,438500.647285,-207301423063000.0,-207301422753000.0,-207301423373000.0,-207301423342000.0,-207301422784000.0,2.0,192282817669.0,112,3.66466187075e-13,0.249546279492,0.125003845369,0.25,0.00779856113348
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306484725000.0,42341.3772808,-208306484725000.0,-208306484695000.0,-208306484755000.0,-208306484752000.0,-208306484698000.0,2.0,1792792230.03,93,3.66466187075e-13,0.249546279492,0.250006292421,0.249963898917,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676510995000.0,577034.842341,-208676510995000.0,-208676510587000.0,-208676511403000.0,-208676511362000.0,-208676510627000.0,2.0,332969209275.0,99,3.66466187075e-13,0.125226860254,0.250006292421,0.25,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192164393000.0,4724.68863816,-209192164393000.0,-209192164390000.0,-209192164397000.0,-209192164396000.0,-209192164390000.0,2.0,22322682.7275,81,3.66466187075e-13,0.250453720508,0.250006292421,0.125018050542,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499997894000.0,40721.0420917,-209499997894000.0,-209499997865000.0,-209499997923000.0,-209499997920000.0,-209499997868000.0,2.0,1658203269.03,87,3.66466187075e-13,0.249546279492,0.250006292421,0.25,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505034164000.0,19297.7174566,-210505034164000.0,-210505034150000.0,-210505034177000.0,-210505034176000.0,-210505034151000.0,2.0,372401899.036,68,3.66466187075e-13,0.249546279492,0.250006292421,0.249963898917,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875060919000.0,165055.295544,-210875060919000.0,-210875060802000.0,-210875061035000.0,-210875061024000.0,-210875060814000.0,2.0,27243250587.2,74,3.66466187075e-13,0.125226860254,0.250006292421,0.25,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390714521000.0,292653.288733,-211390714521000.0,-211390714314000.0,-211390714728000.0,-211390714707000.0,-211390714335000.0,2.0,85645947406.5,56,3.66466187075e-13,0.250453720508,0.250006292421,0.125018050542,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698547584000.0,69110.5617641,-211698547584000.0,-211698547535000.0,-211698547632000.0,-211698547627000.0,-211698547540000.0,2.0,4776269747.35,62,3.66466187075e-13,0.249546279492,0.250006292421,0.25,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703609245000.0,257898.504302,-212703609245000.0,-212703609063000.0,-212703609427000.0,-212703609409000.0,-212703609081000.0,2.0,66511638521.3,43,3.66466187075e-13,0.249546279492,0.249993707579,0.249963898917,0.0155939977396
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073635055000.0,72776.2475119,-213073635055000.0,-213073635004000.0,-213073635106000.0,-213073635101000.0,-213073635009000.0,2.0,5296382201.92,49,3.66466187075e-13,0.125226860254,0.249993707579,0.25,0.00782648177084
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589288575000.0,288807.401242,-213589288575000.0,-213589288371000.0,-213589288779000.0,-213589288759000.0,-213589288391000.0,2.0,83409715012.1,31,3.66466187075e-13,0.250453720508,0.249993707579,0.125018050542,0.00782761194871
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897121943000.0,237768.588455,-213897121943000.0,-213897121775000.0,-213897122111000.0,-213897122094000.0,-213897121791000.0,2.0,56533901656.1,37,3.66466187075e-13,0.249546279492,0.249993707579,0.25,0.0155962499057
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901936732000.0,97248.9038496,-214901936732000.0,-214901936663000.0,-214901936801000.0,-214901936794000.0,-214901936670000.0,2.0,9457349299.95,18,3.66466187075e-13,0.249546279492,0.12498986221,0.249963898917,0.00779656275213
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271963860000.0,1948661.59509,-215271963860000.0,-215271962482000.0,-215271965238000.0,-215271965100000.0,-215271962619000.0,2.0,3797282012170.0,24,3.66466187075e-13,0.125226860254,0.12498986221,0.25,0.00391302200204
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787617224000.0,49746.1552992,-215787617224000.0,-215787617189000.0,-215787617259000.0,-215787617256000.0,-215787617192000.0,2.0,2474679967.05,6,3.66466187075e-13,0.250453720508,0.12498986221,0.125018050542,0.00391358705936
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095450396000.0,58659.9212857,-216095450396000.0,-216095450354000.0,-216095450437000.0,-216095450433000.0,-216095450358000.0,2.0,3440986365.25,12,3.66466187075e-13,0.249546279492,0.12498986221,0.25,0.00779768877217
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508464654000.0,313156.777932,-421508464654000.0,-421508464433000.0,-421508464875000.0,-421508464853000.0,-421508464455000.0,2.0,98067167564.5,117,3.66466187075e-13,0.249546279492,0.125003845369,0.25,0.00779856113348
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878502283000.0,418601.557608,-421878502283000.0,-421878501987000.0,-421878502579000.0,-421878502550000.0,-421878502017000.0,2.0,175227264032.0,123,3.66466187075e-13,0.125226860254,0.125003845369,0.249963898917,0.00391289464826
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764189506000.0,75782.0479533,-422764189506000.0,-422764189453000.0,-422764189560000.0,-422764189555000.0,-422764189458000.0,2.0,5742918792.0,111,3.66466187075e-13,0.249546279492,0.125003845369,0.125018050542,0.00389984363975
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707039554000.0,535459.084927,-423707039554000.0,-423707039175000.0,-423707039933000.0,-423707039895000.0,-423707039213000.0,2.0,286716431631.0,92,3.66466187075e-13,0.249546279492,0.250006292421,0.25,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077076847000.0,109743.679547,-424077076847000.0,-424077076769000.0,-424077076924000.0,-424077076917000.0,-424077076777000.0,2.0,12043675200.5,98,3.66466187075e-13,0.125226860254,0.250006292421,0.249963898917,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962763328000.0,319248.105104,-424962763328000.0,-424962763102000.0,-424962763554000.0,-424962763531000.0,-424962763125000.0,2.0,101919352612.0,86,3.66466187075e-13,0.249546279492,0.250006292421,0.125018050542,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905588773000.0,605611.104495,-425905588773000.0,-425905588345000.0,-425905589201000.0,-425905589159000.0,-425905588388000.0,2.0,366764809887.0,67,3.66466187075e-13,0.249546279492,0.250006292421,0.25,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275627332000.0,149735.075829,-426275627332000.0,-426275627226000.0,-426275627438000.0,-426275627427000.0,-426275627237000.0,2.0,22420592933.4,73,3.66466187075e-13,0.125226860254,0.250006292421,0.249963898917,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161314147000.0,457199.776754,-427161314147000.0,-427161313824000.0,-427161314471000.0,-427161314438000.0,-427161313856000.0,2.0,209031635864.0,61,3.66466187075e-13,0.249546279492,0.250006292421,0.125018050542,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104163926000.0,253483.020201,-428104163926000.0,-428104163747000.0,-428104164105000.0,-428104164087000.0,-428104163765000.0,2.0,64253641530.4,42,3.66466187075e-13,0.249546279492,0.249993707579,0.25,0.0155962499057
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474201149000.0,392784.205144,-428474201149000.0,-428474200872000.0,-428474201427000.0,-428474201399000.0,-428474200900000.0,2.0,154279431810.0,48,3.66466187075e-13,0.125226860254,0.249993707579,0.249963898917,0.00782535159296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359888484000.0,65255.5702727,-429359888484000.0,-429359888437000.0,-429359888530000.0,-429359888525000.0,-429359888442000.0,2.0,4258289451.61,36,3.66466187075e-13,0.249546279492,0.249993707579,0.125018050542,0.00779925103585
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302492052000.0,214628.165488,-430302492052000.0,-430302491900000.0,-430302492204000.0,-430302492188000.0,-430302491915000.0,2.0,46065249420.6,17,3.66466187075e-13,0.249546279492,0.12498986221,0.25,0.00779768877217
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672529403000.0,433554.258574,-430672529403000.0,-430672529096000.0,-430672529709000.0,-430672529678000.0,-430672529127000.0,2.0,187969295128.0,23,3.66466187075e-13,0.125226860254,0.12498986221,0.249963898917,0.00391245694471
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558216981000.0,251491.940088,-431558216981000.0,-431558216803000.0,-431558217158000.0,-431558217141000.0,-431558216821000.0,2.0,63248195929.2,11,3.66466187075e-13,0.249546279492,0.12498986221,0.125018050542,0.00389940739611
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971230989000.0,488993.684122,-636971230989000.0,-636971230643000.0,-636971231335000.0,-636971231300000.0,-636971230678000.0,2.0,239114823111.0,116,3.66466187075e-13,0.249546279492,0.125003845369,0.125018050542,0.00389984363975
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279056566000.0,298605.625229,-637279056566000.0,-637279056355000.0,-637279056777000.0,-637279056756000.0,-637279056376000.0,2.0,89165319418.5,122,3.66466187075e-13,0.125226860254,0.125003845369,0.25,0.0039134597688
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169805641000.0,219235.717468,-639169805641000.0,-639169805486000.0,-639169805796000.0,-639169805781000.0,-639169805502000.0,2.0,48064299813.8,91,3.66466187075e-13,0.249546279492,0.250006292421,0.125018050542,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477631472000.0,699615.426782,-639477631472000.0,-639477630977000.0,-639477631967000.0,-639477631917000.0,-639477631027000.0,2.0,489461745391.0,97,3.66466187075e-13,0.125226860254,0.250006292421,0.25,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368355423000.0,25568.8928195,-641368355423000.0,-641368355405000.0,-641368355441000.0,-641368355439000.0,-641368355407000.0,2.0,653768280.016,66,3.66466187075e-13,0.249546279492,0.250006292421,0.125018050542,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676181116000.0,739601.873316,-641676181116000.0,-641676180593000.0,-641676181639000.0,-641676181587000.0,-641676180646000.0,2.0,547010931012.0,72,3.66466187075e-13,0.125226860254,0.250006292421,0.25,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566930027000.0,207113.432365,-643566930027000.0,-643566929880000.0,-643566930173000.0,-643566930158000.0,-643566929895000.0,2.0,42895973866.0,41,3.66466187075e-13,0.249546279492,0.249993707579,0.125018050542,0.00779925103585
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874755495000.0,549261.190578,-643874755495000.0,-643874755107000.0,-643874755884000.0,-643874755845000.0,-643874755146000.0,2.0,301687855475.0,47,3.66466187075e-13,0.125226860254,0.249993707579,0.25,0.00782648177084
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765257724000.0,1218466.51796,-645765257724000.0,-645765256862000.0,-645765258585000.0,-645765258499000.0,-645765256948000.0,2.0,1484660655400.0,16,3.66466187075e-13,0.249546279492,0.12498986221,0.125018050542,0.00389940739611
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073084013000.0,123227.763922,-646073084013000.0,-646073083926000.0,-646073084100000.0,-646073084092000.0,-646073083935000.0,2.0,15185081801.3,22,3.66466187075e-13,0.125226860254,0.12498986221,0.25,0.00391302200204
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741823525000.0,628501.521021,-852741823525000.0,-852741823081000.0,-852741823970000.0,-852741823925000.0,-852741823125000.0,2.0,395014161926.0,121,3.66466187075e-13,0.125226860254,0.125003845369,0.125018050542,0.00195701244467
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940397975000.0,875731.41918,-854940397975000.0,-854940397356000.0,-854940398595000.0,-854940398533000.0,-854940397418000.0,2.0,766905518538.0,96,3.66466187075e-13,0.125226860254,0.250006292421,0.125018050542,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138946535000.0,182849.416722,-857138946535000.0,-857138946406000.0,-857138946664000.0,-857138946651000.0,-857138946419000.0,2.0,33433909195.5,71,3.66466187075e-13,0.125226860254,0.250006292421,0.125018050542,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337521588000.0,497853.113372,-859337521588000.0,-859337521236000.0,-859337521940000.0,-859337521905000.0,-859337521272000.0,2.0,247857722494.0,46,3.66466187075e-13,0.125226860254,0.249993707579,0.125018050542,0.00391380597435
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535850379000.0,54421.4127539,-861535850379000.0,-861535850340000.0,-861535850417000.0,-861535850413000.0,-861535850344000.0,2.0,2961690166.12,21,3.66466187075e-13,0.125226860254,0.12498986221,0.125018050542,0.00195679352968
