smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477984597000.0,922526.243357,-206477984597000.0,-206477983944000.0,-206477985249000.0,-206477985184000.0,-206477984009000.0,2.0,851054669682.0,0.125003845369,0.0039134597688,0.125226860254,0.25,3.66466187075e-13,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993715785000.0,555.830124186,-206993715785000.0,-206993715784000.0,-206993715785000.0,-206993715785000.0,-206993715785000.0,2.0,308947.126953,0.125003845369,0.00391402488934,0.250453720508,0.125018050542,3.66466187075e-13,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301523369000.0,29540.7558035,-207301523369000.0,-207301523348000.0,-207301523390000.0,-207301523387000.0,-207301523350000.0,2.0,872656253.439,0.125003845369,0.00779856113348,0.249546279492,0.25,3.66466187075e-13,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306558183000.0,1039182.02427,-208306558183000.0,-208306557448000.0,-208306558918000.0,-208306558844000.0,-208306557522000.0,2.0,1079899279570.0,0.250006292421,0.0155947827514,0.249546279492,0.249963898917,3.66466187075e-13,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676558886000.0,199984.182923,-208676558886000.0,-208676558745000.0,-208676559028000.0,-208676559014000.0,-208676558759000.0,2.0,39993673419.4,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192290478000.0,292943.489776,-209192290478000.0,-209192290271000.0,-209192290685000.0,-209192290665000.0,-209192290292000.0,2.0,85815888202.1,0.250006292421,0.00782800599569,0.250453720508,0.125018050542,3.66466187075e-13,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500097985000.0,164994.130808,-209500097985000.0,-209500097869000.0,-209500098102000.0,-209500098090000.0,-209500097880000.0,2.0,27223063200.9,0.250006292421,0.0155970350308,0.249546279492,0.25,3.66466187075e-13,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505108914000.0,151904.965569,-210505108914000.0,-210505108806000.0,-210505109021000.0,-210505109010000.0,-210505108817000.0,2.0,23075118564.6,0.250006292421,0.0155947827514,0.249546279492,0.249963898917,3.66466187075e-13,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875108412000.0,794224.391658,-210875108412000.0,-210875107851000.0,-210875108974000.0,-210875108918000.0,-210875107907000.0,2.0,630792384304.0,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390840536000.0,109220.199558,-211390840536000.0,-211390840458000.0,-211390840613000.0,-211390840605000.0,-211390840466000.0,2.0,11929051991.5,0.250006292421,0.00782800599569,0.250453720508,0.125018050542,3.66466187075e-13,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698647661000.0,757150.871509,-211698647661000.0,-211698647126000.0,-211698648197000.0,-211698648143000.0,-211698647179000.0,2.0,573277442226.0,0.250006292421,0.0155970350308,0.249546279492,0.25,3.66466187075e-13,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703682640000.0,395532.950173,-212703682640000.0,-212703682360000.0,-212703682919000.0,-212703682891000.0,-212703682388000.0,2.0,156446314673.0,0.249993707579,0.0155939977396,0.249546279492,0.249963898917,3.66466187075e-13,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073683270000.0,995732.654859,-213073683270000.0,-213073682566000.0,-213073683975000.0,-213073683904000.0,-213073682637000.0,2.0,991483519953.0,0.249993707579,0.00782648177084,0.125226860254,0.25,3.66466187075e-13,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589415037000.0,40645.116501,-213589415037000.0,-213589415008000.0,-213589415066000.0,-213589415063000.0,-213589415011000.0,2.0,1652025495.38,0.249993707579,0.00782761194871,0.250453720508,0.125018050542,3.66466187075e-13,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897222135000.0,93683.5609734,-213897222135000.0,-213897222068000.0,-213897222201000.0,-213897222194000.0,-213897222075000.0,2.0,8776609596.66,0.249993707579,0.0155962499057,0.249546279492,0.25,3.66466187075e-13,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214902011402000.0,815055.006131,-214902011402000.0,-214902010826000.0,-214902011979000.0,-214902011921000.0,-214902010884000.0,2.0,664314663019.0,0.12498986221,0.00779656275213,0.249546279492,0.249963898917,3.66466187075e-13,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215272011978000.0,417159.987852,-215272011978000.0,-215272011683000.0,-215272012273000.0,-215272012243000.0,-215272011712000.0,2.0,174022455465.0,0.12498986221,0.00391302200204,0.125226860254,0.25,3.66466187075e-13,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787743283000.0,100934.211811,-215787743283000.0,-215787743212000.0,-215787743354000.0,-215787743347000.0,-215787743219000.0,2.0,10187715113.8,0.12498986221,0.00391358705936,0.250453720508,0.125018050542,3.66466187075e-13,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095550883000.0,181235.93163,-216095550883000.0,-216095550754000.0,-216095551011000.0,-216095550998000.0,-216095550767000.0,2.0,32846462913.7,0.12498986221,0.00779768877217,0.249546279492,0.25,3.66466187075e-13,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508565094000.0,88127.2042752,-421508565094000.0,-421508565032000.0,-421508565156000.0,-421508565150000.0,-421508565038000.0,2.0,7766404133.36,0.125003845369,0.00779856113348,0.249546279492,0.25,3.66466187075e-13,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878576373000.0,1172930.56483,-421878576373000.0,-421878575544000.0,-421878577203000.0,-421878577120000.0,-421878575627000.0,2.0,1375766109900.0,0.125003845369,0.00391289464826,0.125226860254,0.249963898917,3.66466187075e-13,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764315572000.0,86798.1528858,-422764315572000.0,-422764315510000.0,-422764315633000.0,-422764315627000.0,-422764315517000.0,2.0,7533919344.38,0.125003845369,0.00389984363975,0.249546279492,0.125018050542,3.66466187075e-13,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707139664000.0,749767.240402,-423707139664000.0,-423707139134000.0,-423707140194000.0,-423707140141000.0,-423707139187000.0,2.0,562150914780.0,0.250006292421,0.0155970350308,0.249546279492,0.25,3.66466187075e-13,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077151023000.0,907115.116226,-424077151023000.0,-424077150381000.0,-424077151664000.0,-424077151600000.0,-424077150445000.0,2.0,822857834085.0,0.250006292421,0.00782574552616,0.125226860254,0.249963898917,3.66466187075e-13,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962889828000.0,50412.5592463,-424962889828000.0,-424962889792000.0,-424962889863000.0,-424962889860000.0,-424962889796000.0,2.0,2541426129.76,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905689807000.0,516236.121916,-425905689807000.0,-425905689442000.0,-425905690172000.0,-425905690135000.0,-425905689478000.0,2.0,266499733571.0,0.250006292421,0.0155970350308,0.249546279492,0.25,3.66466187075e-13,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275700908000.0,54287.3718247,-426275700908000.0,-426275700870000.0,-426275700947000.0,-426275700943000.0,-426275700874000.0,2.0,2947118739.63,0.250006292421,0.00782574552616,0.125226860254,0.249963898917,3.66466187075e-13,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161440063000.0,81065.7707932,-427161440063000.0,-427161440006000.0,-427161440120000.0,-427161440115000.0,-427161440012000.0,2.0,6571659194.3,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104264034000.0,8099.06848931,-428104264034000.0,-428104264028000.0,-428104264040000.0,-428104264039000.0,-428104264029000.0,2.0,65594910.3945,0.249993707579,0.0155962499057,0.249546279492,0.25,3.66466187075e-13,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474275729000.0,492792.305945,-428474275729000.0,-428474275381000.0,-428474276078000.0,-428474276043000.0,-428474275416000.0,2.0,242844256798.0,0.249993707579,0.00782535159296,0.125226860254,0.249963898917,3.66466187075e-13,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429360014506000.0,250079.671069,-429360014506000.0,-429360014330000.0,-429360014683000.0,-429360014666000.0,-429360014347000.0,2.0,62539841882.1,0.249993707579,0.00779925103585,0.249546279492,0.125018050542,3.66466187075e-13,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302592458000.0,13458.3191722,-430302592458000.0,-430302592449000.0,-430302592468000.0,-430302592467000.0,-430302592449000.0,2.0,181126354.941,0.12498986221,0.00779768877217,0.249546279492,0.25,3.66466187075e-13,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672604034000.0,583800.130664,-430672604034000.0,-430672603621000.0,-430672604447000.0,-430672604405000.0,-430672603662000.0,2.0,340822592563.0,0.12498986221,0.00391245694471,0.125226860254,0.249963898917,3.66466187075e-13,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558342751000.0,454193.114527,-431558342751000.0,-431558342430000.0,-431558343072000.0,-431558343040000.0,-431558342462000.0,2.0,206291385283.0,0.12498986221,0.00389940739611,0.249546279492,0.125018050542,3.66466187075e-13,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971357034000.0,510693.642188,-636971357034000.0,-636971356673000.0,-636971357395000.0,-636971357359000.0,-636971356709000.0,2.0,260807996171.0,0.125003845369,0.00389984363975,0.249546279492,0.125018050542,3.66466187075e-13,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279156913000.0,470331.89873,-637279156913000.0,-637279156580000.0,-637279157246000.0,-637279157212000.0,-637279156614000.0,2.0,221212094963.0,0.125003845369,0.0039134597688,0.125226860254,0.25,3.66466187075e-13,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169931558000.0,417028.421797,-639169931558000.0,-639169931263000.0,-639169931853000.0,-639169931823000.0,-639169931293000.0,2.0,173912704586.0,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477731778000.0,199188.975056,-639477731778000.0,-639477731637000.0,-639477731919000.0,-639477731904000.0,-639477731651000.0,2.0,39676247784.0,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368481904000.0,742405.905257,-641368481904000.0,-641368481379000.0,-641368482429000.0,-641368482377000.0,-641368481432000.0,2.0,551166528160.0,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676282024000.0,1025415.31816,-641676282024000.0,-641676281299000.0,-641676282749000.0,-641676282677000.0,-641676281372000.0,2.0,1051476574710.0,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643567056083000.0,799521.129682,-643567056083000.0,-643567055518000.0,-643567056649000.0,-643567056592000.0,-643567055575000.0,2.0,639234036808.0,0.249993707579,0.00779925103585,0.249546279492,0.125018050542,3.66466187075e-13,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874856701000.0,548940.606041,-643874856701000.0,-643874856313000.0,-643874857089000.0,-643874857051000.0,-643874856352000.0,2.0,301335788960.0,0.249993707579,0.00782648177084,0.125226860254,0.25,3.66466187075e-13,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765384094000.0,541894.198578,-645765384094000.0,-645765383711000.0,-645765384477000.0,-645765384439000.0,-645765383749000.0,2.0,293649322452.0,0.12498986221,0.00389940739611,0.249546279492,0.125018050542,3.66466187075e-13,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073184067000.0,988434.959324,-646073184067000.0,-646073183368000.0,-646073184766000.0,-646073184696000.0,-646073183438000.0,2.0,977003668814.0,0.12498986221,0.00391302200204,0.125226860254,0.25,3.66466187075e-13,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741948816000.0,715049.358106,-852741948816000.0,-852741948311000.0,-852741949322000.0,-852741949272000.0,-852741948361000.0,2.0,511295584528.0,0.125003845369,0.00195701244467,0.125226860254,0.125018050542,3.66466187075e-13,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940524537000.0,577344.997053,-854940524537000.0,-854940524129000.0,-854940524945000.0,-854940524905000.0,-854940524170000.0,2.0,333327245622.0,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857139073695000.0,767055.294096,-857139073695000.0,-857139073153000.0,-857139074238000.0,-857139074184000.0,-857139073207000.0,2.0,588373824200.0,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337648857000.0,504639.040374,-859337648857000.0,-859337648500000.0,-859337649213000.0,-859337649178000.0,-859337648535000.0,2.0,254660561070.0,0.249993707579,0.00391380597435,0.125226860254,0.125018050542,3.66466187075e-13,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535976365000.0,370918.607314,-861535976365000.0,-861535976103000.0,-861535976628000.0,-861535976601000.0,-861535976129000.0,2.0,137580613252.0,0.12498986221,0.00195679352968,0.125226860254,0.125018050542,3.66466187075e-13,21
