npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440688404489.0,147115.5761,-440688404489.0,-440688300462.0,-440688508515.0,-440688498112.0,-440688310865.0,2.0,21642992731.1,0.25,0.0155839065661,0.250009196248,0.249333333333,1.0406674226900002e-12,37
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440717962312.0,89426.6399576,-440717962312.0,-440717899078.0,-440718025546.0,-440718019223.0,-440717905401.0,2.0,7997123934.1,0.25,0.0155839065661,0.250009196248,0.249333333333,1.0406674226900002e-12,42
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440747154570.0,97376.8486586,-440747154570.0,-440747085714.0,-440747223425.0,-440747216540.0,-440747092599.0,2.0,9482250654.68,0.25,0.00779195328306,0.125004598124,0.249333333333,1.0406674226900002e-12,47
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644755526000.0,231672.521458,-124644755526000.0,-124644755363000.0,-124644755690000.0,-124644755674000.0,-124644755379000.0,2.0,53672157198.7,0.25,0.00779080681749,0.124986205628,0.249333333333,1.0406674226900002e-12,28
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644784820000.0,271816.696999,-124644784820000.0,-124644784627000.0,-124644785012000.0,-124644784993000.0,-124644784647000.0,2.0,73884316767.3,0.25,0.0155827601005,0.249990803752,0.249333333333,1.0406674226900002e-12,33
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644814585000.0,588977.632807,-124644814585000.0,-124644814168000.0,-124644815001000.0,-124644814960000.0,-124644814210000.0,2.0,346894651947.0,0.25,0.0155839065661,0.250009196248,0.249333333333,1.0406674226900002e-12,38
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644843673000.0,173543.460588,-124644843673000.0,-124644843550000.0,-124644843795000.0,-124644843783000.0,-124644843562000.0,2.0,30117332712.9,0.25,0.0155839065661,0.250009196248,0.249333333333,1.0406674226900002e-12,43
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644872792000.0,529406.93589,-124644872792000.0,-124644872418000.0,-124644873166000.0,-124644873129000.0,-124644872455000.0,2.0,280271703768.0,0.25,0.00779195328306,0.125004598124,0.249333333333,1.0406674226900002e-12,48
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922350215000.0,404350.549637,-124922350215000.0,-124922349929000.0,-124922350500000.0,-124922350472000.0,-124922349957000.0,2.0,163499366992.0,0.25,0.00783246888603,0.124986205628,0.250666666667,1.0406674226900002e-12,54
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922380329000.0,467017.567712,-124922380329000.0,-124922379998000.0,-124922380659000.0,-124922380626000.0,-124922380031000.0,2.0,218105408552.0,0.25,0.0156660903685,0.249990803752,0.250666666667,1.0406674226900002e-12,59
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922408976000.0,246659.064112,-124922408976000.0,-124922408801000.0,-124922409150000.0,-124922409133000.0,-124922408819000.0,2.0,60840693908.8,0.25,0.0156672429649,0.250009196248,0.250666666667,1.0406674226900002e-12,64
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922438273000.0,347916.202751,-124922438273000.0,-124922438027000.0,-124922438519000.0,-124922438494000.0,-124922438052000.0,2.0,121045684137.0,0.25,0.0156672429649,0.250009196248,0.250666666667,1.0406674226900002e-12,69
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922468291000.0,2063593.94686,-124922468291000.0,-124922466832000.0,-124922469750000.0,-124922469605000.0,-124922466978000.0,2.0,4258419977500.0,0.25,0.00783362148244,0.125004598124,0.250666666667,1.0406674226900002e-12,74
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253085846000.0,68710.0299667,-125253085846000.0,-125253085798000.0,-125253085895000.0,-125253085890000.0,-125253085802000.0,2.0,4721068218.03,0.25,0.00391623444301,0.124986205628,0.125333333333,1.0406674226900002e-12,80
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253114604000.0,405885.612168,-125253114604000.0,-125253114317000.0,-125253114891000.0,-125253114862000.0,-125253114345000.0,2.0,164743130165.0,0.25,0.00783304518423,0.249990803752,0.125333333333,1.0406674226900002e-12,85
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253145007000.0,1035905.15887,-125253145007000.0,-125253144275000.0,-125253145740000.0,-125253145667000.0,-125253144348000.0,2.0,1073099498160.0,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,90
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253173239000.0,1730120.1018,-125253173239000.0,-125253172016000.0,-125253174463000.0,-125253174340000.0,-125253172138000.0,2.0,2993315566650.0,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,95
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253203113000.0,1155620.50244,-125253203113000.0,-125253202296000.0,-125253203930000.0,-125253203848000.0,-125253202377000.0,2.0,1335458745650.0,0.25,0.00391681074122,0.125004598124,0.125333333333,1.0406674226900002e-12,100
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649541393000.0,121229.447013,-125649541393000.0,-125649541307000.0,-125649541479000.0,-125649541470000.0,-125649541316000.0,2.0,14696578823.1,0.124973477615,0.00389457688563,0.124986205628,0.249333333333,1.0406674226900002e-12,2
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649570819000.0,544128.799637,-125649570819000.0,-125649570434000.0,-125649571203000.0,-125649571165000.0,-125649570472000.0,2.0,296076150595.0,0.124973477615,0.00778972688243,0.249990803752,0.249333333333,1.0406674226900002e-12,7
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649600299000.0,57647.0571129,-125649600299000.0,-125649600259000.0,-125649600340000.0,-125649600336000.0,-125649600263000.0,2.0,3323183193.78,0.124973477615,0.00779029999359,0.250009196248,0.249333333333,1.0406674226900002e-12,12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649629761000.0,298453.575174,-125649629761000.0,-125649629550000.0,-125649629972000.0,-125649629951000.0,-125649629571000.0,2.0,89074536534.2,0.124973477615,0.00779029999359,0.250009196248,0.249333333333,1.0406674226900002e-12,17
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649659295000.0,15450.8687417,-125649659295000.0,-125649659284000.0,-125649659306000.0,-125649659305000.0,-125649659285000.0,2.0,238729344.874,0.124973477615,0.00389514999679,0.125004598124,0.249333333333,1.0406674226900002e-12,22
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853668084000.0,95273.4463767,-249853668084000.0,-249853668016000.0,-249853668151000.0,-249853668144000.0,-249853668023000.0,2.0,9077029584.5,0.124973477615,0.00389457688563,0.124986205628,0.249333333333,1.0406674226900002e-12,3
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853696948000.0,186791.669609,-249853696948000.0,-249853696816000.0,-249853697080000.0,-249853697067000.0,-249853696829000.0,2.0,34891127835.5,0.124973477615,0.00778972688243,0.249990803752,0.249333333333,1.0406674226900002e-12,8
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853726494000.0,201720.483624,-249853726494000.0,-249853726351000.0,-249853726636000.0,-249853726622000.0,-249853726365000.0,2.0,40691153513.6,0.124973477615,0.00779029999359,0.250009196248,0.249333333333,1.0406674226900002e-12,13
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853755611000.0,204039.064663,-249853755611000.0,-249853755467000.0,-249853755755000.0,-249853755741000.0,-249853755481000.0,2.0,41631939908.5,0.124973477615,0.00779029999359,0.250009196248,0.249333333333,1.0406674226900002e-12,18
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853785573000.0,70076.6022097,-249853785573000.0,-249853785524000.0,-249853785623000.0,-249853785618000.0,-249853785529000.0,2.0,4910730177.26,0.124973477615,0.00389514999679,0.125004598124,0.249333333333,1.0406674226900002e-12,23
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184409105000.0,341669.952902,-250184409105000.0,-250184408863000.0,-250184409347000.0,-250184409323000.0,-250184408888000.0,2.0,116738356716.0,0.25,0.00783246888603,0.124986205628,0.250666666667,1.0406674226900002e-12,29
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184437736000.0,1263830.09172,-250184437736000.0,-250184436842000.0,-250184438630000.0,-250184438540000.0,-250184436932000.0,2.0,1597266500740.0,0.25,0.0156660903685,0.249990803752,0.250666666667,1.0406674226900002e-12,34
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184467035000.0,212537.97994,-250184467035000.0,-250184466885000.0,-250184467185000.0,-250184467170000.0,-250184466900000.0,2.0,45172392916.8,0.25,0.0156672429649,0.250009196248,0.250666666667,1.0406674226900002e-12,39
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184496999000.0,426895.168851,-250184496999000.0,-250184496697000.0,-250184497301000.0,-250184497270000.0,-250184496727000.0,2.0,182239485188.0,0.25,0.0156672429649,0.250009196248,0.250666666667,1.0406674226900002e-12,44
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184527199000.0,625639.086479,-250184527199000.0,-250184526756000.0,-250184527641000.0,-250184527597000.0,-250184526801000.0,2.0,391424266531.0,0.25,0.00783362148244,0.125004598124,0.250666666667,1.0406674226900002e-12,49
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462001013000.0,976400.399656,-250462001013000.0,-250462000323000.0,-250462001704000.0,-250462001635000.0,-250462000392000.0,2.0,953357740448.0,0.25,0.00391623444301,0.124986205628,0.125333333333,1.0406674226900002e-12,55
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462030940000.0,623045.683971,-250462030940000.0,-250462030499000.0,-250462031380000.0,-250462031336000.0,-250462030543000.0,2.0,388185924315.0,0.25,0.00783304518423,0.249990803752,0.125333333333,1.0406674226900002e-12,60
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462059953000.0,171567.351251,-250462059953000.0,-250462059832000.0,-250462060075000.0,-250462060063000.0,-250462059844000.0,2.0,29435356015.4,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,65
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462089785000.0,713926.538829,-250462089785000.0,-250462089280000.0,-250462090290000.0,-250462090239000.0,-250462089331000.0,2.0,509691102844.0,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,70
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462119594000.0,44743.9051524,-250462119594000.0,-250462119562000.0,-250462119625000.0,-250462119622000.0,-250462119565000.0,2.0,2002017048.28,0.25,0.00391681074122,0.125004598124,0.125333333333,1.0406674226900002e-12,75
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393319973000.0,615123.325886,-375393319973000.0,-375393319538000.0,-375393320408000.0,-375393320364000.0,-375393319582000.0,2.0,378376706049.0,0.124973477615,0.0039154035,0.124986205628,0.250666666667,1.0406674226900002e-12,4
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393349572000.0,230776.009496,-375393349572000.0,-375393349409000.0,-375393349736000.0,-375393349719000.0,-375393349426000.0,2.0,53257566559.0,0.124973477615,0.00783138317592,0.249990803752,0.250666666667,1.0406674226900002e-12,9
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393379076000.0,581632.53902,-375393379076000.0,-375393378664000.0,-375393379487000.0,-375393379446000.0,-375393378705000.0,2.0,338296410447.0,0.124973477615,0.00783195935184,0.250009196248,0.250666666667,1.0406674226900002e-12,14
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393408972000.0,325816.994519,-375393408972000.0,-375393408742000.0,-375393409202000.0,-375393409179000.0,-375393408765000.0,2.0,106156713917.0,0.124973477615,0.00783195935184,0.250009196248,0.250666666667,1.0406674226900002e-12,19
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393438917000.0,205042.71435,-375393438917000.0,-375393438772000.0,-375393439062000.0,-375393439047000.0,-375393438786000.0,2.0,42042514708.1,0.124973477615,0.00391597967592,0.125004598124,0.250666666667,1.0406674226900002e-12,24
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724059906000.0,92886.5632427,-375724059906000.0,-375724059840000.0,-375724059971000.0,-375724059965000.0,-375724059847000.0,2.0,8627913631.04,0.25,0.00391623444301,0.124986205628,0.125333333333,1.0406674226900002e-12,30
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724089174000.0,452772.846362,-375724089174000.0,-375724088853000.0,-375724089494000.0,-375724089462000.0,-375724088885000.0,2.0,205003250403.0,0.25,0.00783304518423,0.249990803752,0.125333333333,1.0406674226900002e-12,35
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724117908000.0,1028989.87552,-375724117908000.0,-375724117181000.0,-375724118636000.0,-375724118563000.0,-375724117254000.0,2.0,1058820163920.0,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,40
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724147317000.0,851844.954364,-375724147317000.0,-375724146715000.0,-375724147919000.0,-375724147859000.0,-375724146775000.0,2.0,725639826275.0,0.25,0.00783362148244,0.250009196248,0.125333333333,1.0406674226900002e-12,45
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724176673000.0,8454.03609346,-375724176673000.0,-375724176667000.0,-375724176679000.0,-375724176679000.0,-375724176668000.0,2.0,71470726.2695,0.25,0.00391681074122,0.125004598124,0.125333333333,1.0406674226900002e-12,50
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932969225000.0,487103.322531,-500932969225000.0,-500932968881000.0,-500932969569000.0,-500932969535000.0,-500932968915000.0,2.0,237269646821.0,0.124973477615,0.00195770175,0.124986205628,0.125333333333,1.0406674226900002e-12,5
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933000730000.0,112802.756065,-500933000730000.0,-500933000650000.0,-500933000809000.0,-500933000801000.0,-500933000658000.0,2.0,12724461775.8,0.124973477615,0.00391569158796,0.249990803752,0.125333333333,1.0406674226900002e-12,10
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933030146000.0,138650.690898,-500933030146000.0,-500933030048000.0,-500933030244000.0,-500933030234000.0,-500933030058000.0,2.0,19224014086.4,0.124973477615,0.00391597967592,0.250009196248,0.125333333333,1.0406674226900002e-12,15
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933058079000.0,1139139.92049,-500933058079000.0,-500933057273000.0,-500933058884000.0,-500933058804000.0,-500933057354000.0,2.0,1297639758460.0,0.124973477615,0.00391597967592,0.250009196248,0.125333333333,1.0406674226900002e-12,20
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933088812000.0,717503.460579,-500933088812000.0,-500933088305000.0,-500933089319000.0,-500933089269000.0,-500933088355000.0,2.0,514811215942.0,0.124973477615,0.00195798983796,0.125004598124,0.125333333333,1.0406674226900002e-12,25
