npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,566202340.015,2786929.05467,566202340.015,568172996.448,564231683.582,564428749.225,567975930.805,2.0,7766973555760.0,0.00389548340634,1.74117872884e-13,0.124645892351,80,0.250004799048,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,502800331.511,3570207.15001,502800331.511,505324849.197,500275813.825,500528265.594,505072397.428,2.0,12746379094000.0,0.00194774170317,1.74117872884e-13,0.124645892351,105,0.125002399524,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817282638000.0,2645130.57347,-231817282638000.0,-231817280768000.0,-231817284509000.0,-231817284322000.0,-231817280955000.0,2.0,6996715750710.0,0.00390621683414,1.74117872884e-13,0.25,6,0.124991734973,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817335200000.0,5161523.51859,-231817335200000.0,-231817331550000.0,-231817338849000.0,-231817338484000.0,-231817331915000.0,2.0,26641325033000.0,0.00781280028334,1.74117872884e-13,0.25,31,0.249995200952,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817387546000.0,465694.75875,-231817387546000.0,-231817387217000.0,-231817387876000.0,-231817387843000.0,-231817387250000.0,2.0,216871608327.0,0.00781313356976,1.74117872884e-13,0.25,56,0.250005865503,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817443095000.0,300633.143439,-231817443095000.0,-231817442882000.0,-231817443307000.0,-231817443286000.0,-231817442903000.0,2.0,90380286933.9,0.00781310024112,1.74117872884e-13,0.25,81,0.250004799048,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817497616000.0,62279.7555782,-231817497616000.0,-231817497572000.0,-231817497660000.0,-231817497655000.0,-231817497576000.0,2.0,3878767954.88,0.00390655012056,1.74117872884e-13,0.25,106,0.125002399524,0.125007204196
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298828363000.0,1953284.0626,-238298828363000.0,-238298826982000.0,-238298829745000.0,-238298829606000.0,-238298827120000.0,2.0,3815318629220.0,0.00781243366828,1.74117872884e-13,0.25,12,0.124991734973,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298885827000.0,6090138.32698,-238298885827000.0,-238298881521000.0,-238298890133000.0,-238298889703000.0,-238298881951000.0,2.0,37089784841800.0,0.0156256005667,1.74117872884e-13,0.25,37,0.249995200952,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298940671000.0,4737388.76203,-238298940671000.0,-238298937321000.0,-238298944021000.0,-238298943686000.0,-238298937656000.0,2.0,22442852282600.0,0.0156262671395,1.74117872884e-13,0.25,62,0.250005865503,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298992133000.0,5511773.15162,-238298992133000.0,-238298988235000.0,-238298996030000.0,-238298995640000.0,-238298988625000.0,2.0,30379643275000.0,0.0156262004822,1.74117872884e-13,0.25,87,0.250004799048,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238299044335000.0,1311120.08952,-238299044335000.0,-238299043408000.0,-238299045263000.0,-238299045170000.0,-238299043501000.0,2.0,1719035889140.0,0.00781310024112,1.74117872884e-13,0.25,112,0.125002399524,0.250014408391
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299786923000.0,2428112.65223,-243299786923000.0,-243299785206000.0,-243299788640000.0,-243299788468000.0,-243299785378000.0,2.0,5895731051910.0,0.00781153320336,1.74117872884e-13,0.25,18,0.124991734973,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299840581000.0,9316822.90643,-243299840581000.0,-243299833993000.0,-243299847169000.0,-243299846510000.0,-243299834652000.0,2.0,86803189069800.0,0.0156237995523,1.74117872884e-13,0.25,43,0.249995200952,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299895166000.0,9526695.71252,-243299895166000.0,-243299888430000.0,-243299901902000.0,-243299901229000.0,-243299889103000.0,2.0,90757931199000.0,0.0156244660483,1.74117872884e-13,0.25,68,0.250005865503,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299947287000.0,1386089.16355,-243299947287000.0,-243299946307000.0,-243299948267000.0,-243299948169000.0,-243299946405000.0,2.0,1921243169310.0,0.0156243993987,1.74117872884e-13,0.25,93,0.250004799048,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299997892000.0,2216124.13845,-243299997892000.0,-243299996325000.0,-243299999459000.0,-243299999302000.0,-243299996482000.0,2.0,4911206197030.0,0.00781219969937,1.74117872884e-13,0.25,118,0.125002399524,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840225745000.0,426084.846576,-249840225745000.0,-249840225444000.0,-249840226047000.0,-249840226017000.0,-249840225474000.0,2.0,181548296482.0,0.0039168310963,1.74117872884e-13,0.125354107649,24,0.124991734973,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840280908000.0,7110923.17848,-249840280908000.0,-249840275880000.0,-249840285936000.0,-249840285433000.0,-249840276383000.0,2.0,50565228450200.0,0.00783402980386,1.74117872884e-13,0.125354107649,49,0.249995200952,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840335040000.0,16762625.4704,-249840335040000.0,-249840323187000.0,-249840346893000.0,-249840345708000.0,-249840324373000.0,2.0,280985612662000.0,0.00783436399591,1.74117872884e-13,0.125354107649,74,0.250005865503,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840386905000.0,4165037.48565,-249840386905000.0,-249840383959000.0,-249840389850000.0,-249840389555000.0,-249840384254000.0,2.0,17347537256900.0,0.00783433057671,1.74117872884e-13,0.125354107649,99,0.250004799048,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840434696000.0,11417396.052,-249840434696000.0,-249840426623000.0,-249840442769000.0,-249840441962000.0,-249840427430000.0,2.0,130356932609000.0,0.00391716528835,1.74117872884e-13,0.125354107649,124,0.125002399524,0.249985591609
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881304849000.0,6366379.64523,-493881304849000.0,-493881300347000.0,-493881309351000.0,-493881308900000.0,-493881300797000.0,2.0,40530789787200.0,0.00390621683414,1.74117872884e-13,0.25,11,0.124991734973,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881352575000.0,2588709.57323,-493881352575000.0,-493881350745000.0,-493881354406000.0,-493881354223000.0,-493881350928000.0,2.0,6701417254510.0,0.00781280028334,1.74117872884e-13,0.25,36,0.249995200952,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881412365000.0,980156.816043,-493881412365000.0,-493881411672000.0,-493881413058000.0,-493881412989000.0,-493881411741000.0,2.0,960707384035.0,0.00781313356976,1.74117872884e-13,0.25,61,0.250005865503,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881463186000.0,5279473.08395,-493881463186000.0,-493881459453000.0,-493881466920000.0,-493881466546000.0,-493881459827000.0,2.0,27872836044100.0,0.00781310024112,1.74117872884e-13,0.25,86,0.250004799048,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881519229000.0,2086678.96138,-493881519229000.0,-493881517753000.0,-493881520704000.0,-493881520556000.0,-493881517901000.0,2.0,4354229087860.0,0.00390655012056,1.74117872884e-13,0.25,111,0.125002399524,0.125007204196
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882267447000.0,2171107.9088,-498882267447000.0,-498882265911000.0,-498882268982000.0,-498882268828000.0,-498882266065000.0,2.0,4713709551650.0,0.00781243366828,1.74117872884e-13,0.25,17,0.124991734973,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882318116000.0,1402249.75758,-498882318116000.0,-498882317125000.0,-498882319108000.0,-498882319009000.0,-498882317224000.0,2.0,1966304382630.0,0.0156256005667,1.74117872884e-13,0.25,42,0.249995200952,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882367996000.0,3423389.64306,-498882367996000.0,-498882365576000.0,-498882370417000.0,-498882370175000.0,-498882365818000.0,2.0,11719596648200.0,0.0156262671395,1.74117872884e-13,0.25,67,0.250005865503,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882420391000.0,10515257.3986,-498882420391000.0,-498882412956000.0,-498882427827000.0,-498882427083000.0,-498882413699000.0,2.0,110570638160000.0,0.0156262004822,1.74117872884e-13,0.25,92,0.250004799048,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882472875000.0,5625085.40022,-498882472875000.0,-498882468897000.0,-498882476852000.0,-498882476454000.0,-498882469295000.0,2.0,31641585759800.0,0.00781310024112,1.74117872884e-13,0.25,117,0.125002399524,0.250014408391
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363791492000.0,5145838.43178,-505363791492000.0,-505363787853000.0,-505363795131000.0,-505363794767000.0,-505363788217000.0,2.0,26479653166000.0,0.0039168310963,1.74117872884e-13,0.125354107649,23,0.124991734973,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363837543000.0,324473.138081,-505363837543000.0,-505363837314000.0,-505363837773000.0,-505363837750000.0,-505363837337000.0,2.0,105282817336.0,0.00783402980386,1.74117872884e-13,0.125354107649,48,0.249995200952,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363911517000.0,3928456.7482,-505363911517000.0,-505363908740000.0,-505363914295000.0,-505363914018000.0,-505363909017000.0,2.0,15432772422500.0,0.00783436399591,1.74117872884e-13,0.125354107649,73,0.250005865503,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363965610000.0,7221613.7182,-505363965610000.0,-505363960504000.0,-505363970716000.0,-505363970206000.0,-505363961014000.0,2.0,52151704694900.0,0.00783433057671,1.74117872884e-13,0.125354107649,98,0.250004799048,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363999316000.0,2971294.24919,-505363999316000.0,-505363997215000.0,-505364001418000.0,-505364001207000.0,-505363997426000.0,2.0,8828589515250.0,0.00391716528835,1.74117872884e-13,0.125354107649,123,0.125002399524,0.249985591609
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464728727000.0,5665893.72581,-754464728727000.0,-754464724720000.0,-754464732733000.0,-754464732332000.0,-754464725121000.0,2.0,32102351712100.0,0.00390621683414,1.74117872884e-13,0.25,16,0.124991734973,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464785717000.0,7200427.87096,-754464785717000.0,-754464780626000.0,-754464790809000.0,-754464790299000.0,-754464781135000.0,2.0,51846161524900.0,0.00781280028334,1.74117872884e-13,0.25,41,0.249995200952,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464839633000.0,4391166.43358,-754464839633000.0,-754464836528000.0,-754464842738000.0,-754464842428000.0,-754464836839000.0,2.0,19282342647400.0,0.00781313356976,1.74117872884e-13,0.25,66,0.250005865503,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464889580000.0,3414180.5937,-754464889580000.0,-754464887165000.0,-754464891994000.0,-754464891752000.0,-754464887407000.0,2.0,11656629126400.0,0.00781310024112,1.74117872884e-13,0.25,91,0.250004799048,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464940654000.0,8322250.12766,-754464940654000.0,-754464934769000.0,-754464946539000.0,-754464945950000.0,-754464935358000.0,2.0,69259847187400.0,0.00390655012056,1.74117872884e-13,0.25,116,0.125002399524,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946260936000.0,1468999.22351,-760946260936000.0,-760946259897000.0,-760946261975000.0,-760946261871000.0,-760946260001000.0,2.0,2157958718670.0,0.00391728260421,1.74117872884e-13,0.125354107649,22,0.124991734973,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946334086000.0,3840832.12007,-760946334086000.0,-760946331370000.0,-760946336802000.0,-760946336530000.0,-760946331642000.0,2.0,14751991374600.0,0.00783493286205,1.74117872884e-13,0.125354107649,47,0.249995200952,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946374557000.0,742836.002956,-760946374557000.0,-760946374031000.0,-760946375082000.0,-760946375029000.0,-760946374084000.0,2.0,551805327288.0,0.00783526709262,1.74117872884e-13,0.125354107649,72,0.250005865503,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946438160000.0,5643001.93926,-760946438160000.0,-760946434170000.0,-760946442150000.0,-760946441751000.0,-760946434569000.0,2.0,31843470886500.0,0.00783523366957,1.74117872884e-13,0.125354107649,97,0.250004799048,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946487432000.0,20570767.4032,-760946487432000.0,-760946472887000.0,-760946501978000.0,-760946500524000.0,-760946474341000.0,2.0,423156471556000.0,0.00391761683478,1.74117872884e-13,0.125354107649,122,0.125002399524,0.250014408391
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528740180000.0,11089729.5092,-1016528740180000.0,-1016528732330000.0,-1016528748020000.0,-1016528747230000.0,-1016528733120000.0,2.0,122982100588000.0,0.0019586413021,1.74117872884e-13,0.125354107649,21,0.124991734973,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528795070000.0,6404904.72302,-1016528795070000.0,-1016528790540000.0,-1016528799600000.0,-1016528799150000.0,-1016528790990000.0,2.0,41022804510900.0,0.00391746643102,1.74117872884e-13,0.125354107649,46,0.249995200952,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528848490000.0,2097118.99526,-1016528848490000.0,-1016528847010000.0,-1016528849970000.0,-1016528849820000.0,-1016528847150000.0,2.0,4397908080260.0,0.00391763354631,1.74117872884e-13,0.125354107649,71,0.250005865503,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528901090000.0,2860469.22659,-1016528901090000.0,-1016528899060000.0,-1016528903110000.0,-1016528902910000.0,-1016528899270000.0,2.0,8182284196290.0,0.00391761683478,1.74117872884e-13,0.125354107649,96,0.250004799048,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528947290000.0,1713848.29313,-1016528947290000.0,-1016528946080000.0,-1016528948500000.0,-1016528948380000.0,-1016528946200000.0,2.0,2937275971880.0,0.00195880841739,1.74117872884e-13,0.125354107649,121,0.125002399524,0.125007204196
