npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-ft_capacity
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202630229117000.0,27461690.3271,-202630229117000.0,-202630209699000.0,-202630248535000.0,-202630246594000.0,-202630211641000.0,2.0,754144435621000.0,2.78193391732e-13,0.249993815983,0.249579831933,0.0155983536443,33,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202630254477000.0,4193891.3977,-202630254477000.0,-202630251511000.0,-202630257442000.0,-202630257146000.0,-202630251808000.0,2.0,17588725055700.0,2.78193391732e-13,0.250006184017,0.249579831933,0.0155991253473,38,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202630314290000.0,318752.445347,-202630314290000.0,-202630314065000.0,-202630314515000.0,-202630314493000.0,-202630314087000.0,2.0,101603121415.0,2.78193391732e-13,0.250006184017,0.249579831933,0.0155991253473,43,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202630359419000.0,11090216.3743,-202630359419000.0,-202630351577000.0,-202630367261000.0,-202630366476000.0,-202630352361000.0,2.0,122992899230000.0,2.78193391732e-13,0.125002473607,0.249579831933,0.00779952408848,48,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203084449030000.0,39365303.5643,-203084449030000.0,-203084421195000.0,-203084476866000.0,-203084474082000.0,-203084423978000.0,2.0,1549627124710000.0,2.78193391732e-13,0.124991342377,0.250420168067,0.00782508824124,54,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203084460408000.0,647274.23379,-203084460408000.0,-203084459951000.0,-203084460866000.0,-203084460820000.0,-203084459996000.0,2.0,418963933728.0,2.78193391732e-13,0.249993815983,0.250420168067,0.0156508733536,59,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203084513152000.0,9218838.21378,-203084513152000.0,-203084506634000.0,-203084519671000.0,-203084519019000.0,-203084507286000.0,2.0,84986978011800.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,64,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203084563613000.0,11136387.1547,-203084563613000.0,-203084555739000.0,-203084571488000.0,-203084570701000.0,-203084556526000.0,2.0,124019118859000.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,69,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203084611261000.0,13767108.6597,-203084611261000.0,-203084601527000.0,-203084620996000.0,-203084620023000.0,-203084602500000.0,2.0,189533280849000.0,2.78193391732e-13,0.125002473607,0.250420168067,0.00782578511235,74,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538675968000.0,33172628.8099,-203538675968000.0,-203538652511000.0,-203538699424000.0,-203538697079000.0,-203538654857000.0,2.0,1100423302160000.0,2.78193391732e-13,0.124991342377,0.125210084034,0.00391254412062,80,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538721207000.0,23759409.1075,-203538721207000.0,-203538704407000.0,-203538738008000.0,-203538736328000.0,-203538706087000.0,2.0,564509521136000.0,2.78193391732e-13,0.249993815983,0.125210084034,0.00782543667679,85,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538771015000.0,32944908.0762,-203538771015000.0,-203538747720000.0,-203538794311000.0,-203538791981000.0,-203538750049000.0,2.0,1085366968150000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,90,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538793920000.0,6331900.38938,-203538793920000.0,-203538789443000.0,-203538798398000.0,-203538797950000.0,-203538789891000.0,2.0,40092962541000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,95,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538878033000.0,35379474.0943,-203538878033000.0,-203538853016000.0,-203538903050000.0,-203538900548000.0,-203538855517000.0,2.0,1251707187190000.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00391289255617,100,0.25
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203540867494000.0,3074898.16475,-203540867494000.0,-203540865319000.0,-203540869668000.0,-203540869451000.0,-203540865537000.0,2.0,9454998723560.0,2.78193391732e-13,0.124991342377,0.249579831933,0.00389941477793,2,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203540921940000.0,5182581.95403,-203540921940000.0,-203540918276000.0,-203540925605000.0,-203540925238000.0,-203540918642000.0,2.0,26859155710200.0,2.78193391732e-13,0.249993815983,0.249579831933,0.00779917682217,7,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203540963764000.0,7851401.135,-203540963764000.0,-203540958212000.0,-203540969316000.0,-203540968760000.0,-203540958767000.0,2.0,61644499782700.0,2.78193391732e-13,0.250006184017,0.249579831933,0.00779956267363,12,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203541002532000.0,3423356.07758,-203541002532000.0,-203541000111000.0,-203541004952000.0,-203541004710000.0,-203541000353000.0,2.0,11719366833900.0,2.78193391732e-13,0.250006184017,0.249579831933,0.00779956267363,17,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203541042722000.0,2434795.47422,-203541042722000.0,-203541041000000.0,-203541044444000.0,-203541044272000.0,-203541041173000.0,2.0,5928229001290.0,2.78193391732e-13,0.125002473607,0.249579831933,0.00389976204424,22,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405553805351000.0,5336431.68422,-405553805351000.0,-405553801577000.0,-405553809124000.0,-405553808747000.0,-405553801955000.0,2.0,28477503120300.0,2.78193391732e-13,0.124991342377,0.249579831933,0.00389941477793,3,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405553840844000.0,1621493.78355,-405553840844000.0,-405553839698000.0,-405553841991000.0,-405553841876000.0,-405553839812000.0,2.0,2629242090090.0,2.78193391732e-13,0.249993815983,0.249579831933,0.00779917682217,8,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405553910777000.0,1628478.67272,-405553910777000.0,-405553909625000.0,-405553911928000.0,-405553911813000.0,-405553909740000.0,2.0,2651942787510.0,2.78193391732e-13,0.250006184017,0.249579831933,0.00779956267363,13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405553931259000.0,4486573.34636,-405553931259000.0,-405553928086000.0,-405553934431000.0,-405553934114000.0,-405553928404000.0,2.0,20129340392200.0,2.78193391732e-13,0.250006184017,0.249579831933,0.00779956267363,18,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405553980895000.0,7894490.38819,-405553980895000.0,-405553975313000.0,-405553986478000.0,-405553985920000.0,-405553975871000.0,2.0,62322978489200.0,2.78193391732e-13,0.125002473607,0.249579831933,0.00389976204424,23,0.125
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406008058316000.0,4579849.70221,-406008058316000.0,-406008055078000.0,-406008061555000.0,-406008061231000.0,-406008055402000.0,2.0,20975023294900.0,2.78193391732e-13,0.124991342377,0.250420168067,0.00782508824124,29,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406008110558000.0,8234671.94761,-406008110558000.0,-406008104735000.0,-406008116381000.0,-406008115799000.0,-406008105318000.0,2.0,67809822084700.0,2.78193391732e-13,0.249993815983,0.250420168067,0.0156508733536,34,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406008146314000.0,14884503.6104,-406008146314000.0,-406008135789000.0,-406008156839000.0,-406008155786000.0,-406008136841000.0,2.0,221548447728000.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,39,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406008206883000.0,26527602.6006,-406008206883000.0,-406008188125000.0,-406008225640000.0,-406008223765000.0,-406008190001000.0,2.0,703713699735000.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,44,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406008224817000.0,7344256.26287,-406008224817000.0,-406008219624000.0,-406008230011000.0,-406008229491000.0,-406008220144000.0,2.0,53938100054800.0,2.78193391732e-13,0.125002473607,0.250420168067,0.00782578511235,49,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406462303888000.0,7910187.18646,-406462303888000.0,-406462298295000.0,-406462309481000.0,-406462308922000.0,-406462298854000.0,2.0,62571061324800.0,2.78193391732e-13,0.124991342377,0.125210084034,0.00391254412062,55,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406462336915000.0,2768507.82419,-406462336915000.0,-406462334957000.0,-406462338872000.0,-406462338677000.0,-406462335153000.0,2.0,7664635572580.0,2.78193391732e-13,0.249993815983,0.125210084034,0.00782543667679,60,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406462404539000.0,29297992.3895,-406462404539000.0,-406462383822000.0,-406462425256000.0,-406462423184000.0,-406462385894000.0,2.0,858372358054000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,65,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406462462505000.0,61662724.0363,-406462462505000.0,-406462418903000.0,-406462506107000.0,-406462501747000.0,-406462423263000.0,2.0,3802291535580000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,70,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406462468446000.0,6628714.31651,-406462468446000.0,-406462463759000.0,-406462473133000.0,-406462472665000.0,-406462464228000.0,2.0,43939853489900.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00391289255617,75,0.25
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608931714304000.0,1579325.1171,-608931714304000.0,-608931713187000.0,-608931715421000.0,-608931715309000.0,-608931713299000.0,2.0,2494267825500.0,2.78193391732e-13,0.124991342377,0.250420168067,0.00391254412062,4,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608931730529000.0,1494046.80185,-608931730529000.0,-608931729472000.0,-608931731585000.0,-608931731479000.0,-608931729578000.0,2.0,2232175846130.0,2.78193391732e-13,0.249993815983,0.250420168067,0.00782543667679,9,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608931770312000.0,13261000.8481,-608931770312000.0,-608931760935000.0,-608931779688000.0,-608931778751000.0,-608931761872000.0,2.0,175854143493000.0,2.78193391732e-13,0.250006184017,0.250420168067,0.00782582382741,14,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608931809685000.0,642150.803218,-608931809685000.0,-608931809231000.0,-608931810139000.0,-608931810094000.0,-608931809277000.0,2.0,412357654074.0,2.78193391732e-13,0.250006184017,0.250420168067,0.00782582382741,19,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608931863508000.0,15554092.6316,-608931863508000.0,-608931852509000.0,-608931874506000.0,-608931873406000.0,-608931853609000.0,2.0,241929797592000.0,2.78193391732e-13,0.125002473607,0.250420168067,0.00391289255617,24,0.125
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385935047000.0,19138939.0154,-609385935047000.0,-609385921513000.0,-609385948580000.0,-609385947227000.0,-609385922867000.0,2.0,366298986635000.0,2.78193391732e-13,0.124991342377,0.125210084034,0.00391254412062,30,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385984701000.0,5467150.13963,-609385984701000.0,-609385980836000.0,-609385988567000.0,-609385988181000.0,-609385981222000.0,2.0,29889730649300.0,2.78193391732e-13,0.249993815983,0.125210084034,0.00782543667679,35,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609386031150000.0,28370378.6454,-609386031150000.0,-609386011089000.0,-609386051210000.0,-609386049204000.0,-609386013095000.0,2.0,804878384484000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,40,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609386075102000.0,22871083.9618,-609386075102000.0,-609386058929000.0,-609386091274000.0,-609386089657000.0,-609386060546000.0,2.0,523086481589000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,45,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609386119547000.0,30806852.769,-609386119547000.0,-609386097764000.0,-609386141331000.0,-609386139153000.0,-609386099942000.0,2.0,949062177533000.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00391289255617,50,0.25
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812309594390000.0,26777.0731434,-812309594390000.0,-812309594372000.0,-812309594409000.0,-812309594408000.0,-812309594373000.0,2.0,717011646.125,2.78193391732e-13,0.249993815983,0.125210084034,0.0039127183384,10,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812309613119000.0,7218570.90514,-812309613119000.0,-812309608014000.0,-812309618223000.0,-812309617712000.0,-812309608525000.0,2.0,52107765912500.0,2.78193391732e-13,0.124991342377,0.125210084034,0.00195627206031,5,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812309639968000.0,6270974.72119,-812309639968000.0,-812309635534000.0,-812309644402000.0,-812309643959000.0,-812309635977000.0,2.0,39325123953800.0,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,15,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812309699529000.0,25117113.2812,-812309699529000.0,-812309681769000.0,-812309717290000.0,-812309715514000.0,-812309683545000.0,2.0,630869379583000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,20,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812309725069000.0,2271996.40174,-812309725069000.0,-812309723463000.0,-812309726676000.0,-812309726515000.0,-812309723623000.0,2.0,5161967649510.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00195644627809,25,0.125
