npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight
769.0,-769.0,-4213.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-877545851.285,36354419.9339,-877545851.285,-851839394.423,-903252308.146,-900681662.46,-854410040.109,2.0,1321643848730000.0,105,0.125008698073,0.125000450414,4.2140306427499993e-14,0.125210084034,0.00195655074886
769.0,-620.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-103546503109000.0,1274691.4618,-103546503109000.0,-103546502208000.0,-103546504011000.0,-103546503920000.0,-103546502298000.0,2.0,1624838322800.0,106,0.125008698073,0.125000450414,4.2140306427499993e-14,0.249579831933,0.00389997028464
769.0,-472.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-110403481695000.0,574819.885591,-110403481695000.0,-110403481288000.0,-110403482101000.0,-110403482061000.0,-110403481329000.0,2.0,330417900871.0,112,0.249982603855,0.125000450414,4.2140306427499993e-14,0.249579831933,0.00779885513362
769.0,-620.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-118442420449000.0,9076415.01982,-118442420449000.0,-118442414031000.0,-118442426867000.0,-118442426226000.0,-118442414673000.0,2.0,82381309611900.0,81,0.125008698073,0.250000900828,4.2140306427499993e-14,0.249579831933,0.00779994056927
769.0,-323.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-118679719827000.0,395172.182083,-118679719827000.0,-118679719548000.0,-118679720107000.0,-118679720079000.0,-118679719576000.0,2.0,156161053493.0,118,0.249982603855,0.125000450414,4.2140306427499993e-14,0.250420168067,0.00782511390512
769.0,-472.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-125299397897000.0,6930823.11446,-125299397897000.0,-125299392996000.0,-125299402798000.0,-125299402308000.0,-125299393486000.0,2.0,48036309043900.0,87,0.249982603855,0.250000900828,4.2140306427499993e-14,0.249579831933,0.0155977102672
769.0,-174.0,-7806.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-126901630734000.0,7498568.06525,-126901630734000.0,-126901625432000.0,-126901636036000.0,-126901635506000.0,-126901625962000.0,2.0,56228523029100.0,124,0.250017396145,0.125000450414,4.2140306427499993e-14,0.125210084034,0.00391310149772
769.0,-620.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-133338318912000.0,4571684.11044,-133338318912000.0,-133338315680000.0,-133338322145000.0,-133338321822000.0,-133338316003000.0,2.0,20900295605700.0,56,0.125008698073,0.250000900828,4.2140306427499993e-14,0.249579831933,0.00779994056927
769.0,-323.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-133575631571000.0,947072.726062,-133575631571000.0,-133575630901000.0,-133575632240000.0,-133575632173000.0,-133575630968000.0,2.0,896946748450.0,93,0.249982603855,0.250000900828,4.2140306427499993e-14,0.250420168067,0.0156502278102
769.0,-472.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-140195304932000.0,14884016.7895,-140195304932000.0,-140195294407000.0,-140195315456000.0,-140195314404000.0,-140195295460000.0,2.0,221533955789000.0,62,0.249982603855,0.250000900828,4.2140306427499993e-14,0.249579831933,0.0155977102672
769.0,-174.0,-7806.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-141797554215000.0,21792318.9838,-141797554215000.0,-141797538805000.0,-141797569624000.0,-141797568083000.0,-141797540346000.0,2.0,474905166693000.0,99,0.250017396145,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782620299543
769.0,-620.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-148234222472000.0,7329036.5849,-148234222472000.0,-148234217290000.0,-148234227654000.0,-148234227136000.0,-148234217808000.0,2.0,53714777262900.0,31,0.125008698073,0.249999099172,4.2140306427499993e-14,0.249579831933,0.00779988435826
769.0,-323.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-148471559990000.0,39128645.7301,-148471559990000.0,-148471532322000.0,-148471587658000.0,-148471584892000.0,-148471535089000.0,2.0,1531050916670000.0,68,0.249982603855,0.250000900828,4.2140306427499993e-14,0.250420168067,0.0156502278102
769.0,-472.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-155091201140000.0,6374246.98157,-155091201140000.0,-155091196632000.0,-155091205647000.0,-155091205196000.0,-155091197083000.0,2.0,40631024582000.0,37,0.249982603855,0.249999099172,4.2140306427499993e-14,0.249579831933,0.0155975978609
769.0,-174.0,-7806.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-156693482483000.0,18931101.8371,-156693482483000.0,-156693469096000.0,-156693495869000.0,-156693494530000.0,-156693470435000.0,2.0,358386616768000.0,74,0.250017396145,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782620299543
769.0,-620.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163129912319000.0,7205667.75318,-163129912319000.0,-163129907224000.0,-163129917414000.0,-163129916905000.0,-163129907734000.0,2.0,51921647769200.0,6,0.125008698073,0.124998648759,4.2140306427499993e-14,0.249579831933,0.00389991407363
769.0,-323.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163367457370000.0,5522986.82661,-163367457370000.0,-163367453465000.0,-163367461275000.0,-163367460885000.0,-163367453855000.0,2.0,30503383486900.0,43,0.249982603855,0.249999099172,4.2140306427499993e-14,0.250420168067,0.0156501150254
769.0,-472.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-169986901644000.0,22227360.067,-169986901644000.0,-169986885927000.0,-169986917361000.0,-169986915789000.0,-169986887498000.0,2.0,494055535548000.0,12,0.249982603855,0.124998648759,4.2140306427499993e-14,0.249579831933,0.00779874272725
769.0,-174.0,-7806.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-171589381623000.0,13156039.862,-171589381623000.0,-171589372320000.0,-171589390926000.0,-171589389995000.0,-171589373250000.0,2.0,173081384851000.0,49,0.250017396145,0.249999099172,4.2140306427499993e-14,0.125210084034,0.00782614659516
769.0,-323.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-178263134917000.0,6008517.03543,-178263134917000.0,-178263130668000.0,-178263139165000.0,-178263138740000.0,-178263131093000.0,2.0,36102276965000.0,18,0.249982603855,0.124998648759,4.2140306427499993e-14,0.250420168067,0.00782500112027
769.0,-174.0,-7806.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-186485075592000.0,6129505.01652,-186485075592000.0,-186485071258000.0,-186485079926000.0,-186485079493000.0,-186485071691000.0,2.0,37570831747600.0,24,0.250017396145,0.124998648759,4.2140306427499993e-14,0.125210084034,0.00391304509745
769.0,-472.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-305559447644000.0,6319789.74944,-305559447644000.0,-305559443175000.0,-305559452113000.0,-305559451666000.0,-305559443622000.0,2.0,39939742477100.0,111,0.125008698073,0.125000450414,4.2140306427499993e-14,0.249579831933,0.00389997028464
769.0,-323.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-313781379045000.0,26163026.5643,-313781379045000.0,-313781360545000.0,-313781397545000.0,-313781395695000.0,-313781362395000.0,2.0,684503959006000.0,117,0.249982603855,0.125000450414,4.2140306427499993e-14,0.250420168067,0.00782511390512
769.0,-472.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-320455348471000.0,22467.1689237,-320455348471000.0,-320455348456000.0,-320455348487000.0,-320455348486000.0,-320455348457000.0,2.0,504773679.445,86,0.125008698073,0.250000900828,4.2140306427499993e-14,0.249579831933,0.00779994056927
769.0,-174.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-322057660099000.0,33739966.1689,-322057660099000.0,-322057636241000.0,-322057683956000.0,-322057681571000.0,-322057638627000.0,2.0,1138385317080000.0,123,0.249982603855,0.125000450414,4.2140306427499993e-14,0.125210084034,0.00391255695256
769.0,-323.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-328677281369000.0,20072880.658,-328677281369000.0,-328677267175000.0,-328677295563000.0,-328677294143000.0,-328677268595000.0,2.0,402920537912000.0,92,0.249982603855,0.250000900828,4.2140306427499993e-14,0.250420168067,0.0156502278102
769.0,-472.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-335351251420000.0,10527630.8392,-335351251420000.0,-335351243976000.0,-335351258864000.0,-335351258120000.0,-335351244721000.0,2.0,110831011087000.0,61,0.125008698073,0.250000900828,4.2140306427499993e-14,0.249579831933,0.00779994056927
769.0,-174.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-336953541260000.0,44465656.7778,-336953541260000.0,-336953509818000.0,-336953572702000.0,-336953569558000.0,-336953512962000.0,2.0,1977194632680000.0,98,0.249982603855,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782511390512
769.0,-323.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-343573173867000.0,3023618.11806,-343573173867000.0,-343573171729000.0,-343573176005000.0,-343573175791000.0,-343573171942000.0,2.0,9142266523870.0,67,0.249982603855,0.250000900828,4.2140306427499993e-14,0.250420168067,0.0156502278102
769.0,-472.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-350247161712000.0,17464824.9526,-350247161712000.0,-350247149362000.0,-350247174061000.0,-350247172826000.0,-350247150597000.0,2.0,305020110626000.0,36,0.125008698073,0.249999099172,4.2140306427499993e-14,0.249579831933,0.00779988435826
769.0,-174.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-351849442153000.0,43008644.4726,-351849442153000.0,-351849411741000.0,-351849472565000.0,-351849469524000.0,-351849414783000.0,2.0,1849743499370000.0,73,0.249982603855,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782511390512
769.0,-323.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-358469087395000.0,20074412.0746,-358469087395000.0,-358469073200000.0,-358469101589000.0,-358469100170000.0,-358469074619000.0,2.0,402982020139000.0,42,0.249982603855,0.249999099172,4.2140306427499993e-14,0.250420168067,0.0156501150254
769.0,-472.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-365142847315000.0,11179873.8682,-365142847315000.0,-365142839410000.0,-365142855220000.0,-365142854430000.0,-365142840200000.0,2.0,124989579708000.0,11,0.125008698073,0.124998648759,4.2140306427499993e-14,0.249579831933,0.00389991407363
769.0,-174.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-366745346613000.0,33393193.7555,-366745346613000.0,-366745323000000.0,-366745370225000.0,-366745367864000.0,-366745325361000.0,2.0,1115105389190000.0,48,0.249982603855,0.249999099172,4.2140306427499993e-14,0.125210084034,0.0078250575127
769.0,-323.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-373364778384000.0,18102530.6175,-373364778384000.0,-373364765584000.0,-373364791184000.0,-373364789904000.0,-373364766864000.0,2.0,327701614756000.0,17,0.249982603855,0.124998648759,4.2140306427499993e-14,0.250420168067,0.00782500112027
769.0,-174.0,-11399.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-381641018282000.0,5704941.84164,-381641018282000.0,-381641014248000.0,-381641022316000.0,-381641021913000.0,-381641014652000.0,2.0,32546361416500.0,23,0.249982603855,0.124998648759,4.2140306427499993e-14,0.125210084034,0.00391250056014
769.0,-323.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-508937348388000.0,28954758.7804,-508937348388000.0,-508937327914000.0,-508937368862000.0,-508937366814000.0,-508937329961000.0,2.0,838378056032000.0,116,0.125008698073,0.125000450414,4.2140306427499993e-14,0.250420168067,0.00391310149772
769.0,-174.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-517159266711000.0,25153576.4357,-517159266711000.0,-517159248925000.0,-517159284497000.0,-517159282719000.0,-517159250703000.0,2.0,632702407505000.0,122,0.249982603855,0.125000450414,4.2140306427499993e-14,0.125210084034,0.00391255695256
769.0,-323.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-523833241988000.0,12124889.9963,-523833241988000.0,-523833233415000.0,-523833250562000.0,-523833249704000.0,-523833234272000.0,2.0,147012957422000.0,91,0.125008698073,0.250000900828,4.2140306427499993e-14,0.250420168067,0.00782620299543
769.0,-174.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-532055184287000.0,56977439.94,-532055184287000.0,-532055143998000.0,-532055224576000.0,-532055220547000.0,-532055148027000.0,2.0,3246428662120000.0,97,0.249982603855,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782511390512
769.0,-323.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-538729126604000.0,6717895.0215,-538729126604000.0,-538729121854000.0,-538729131354000.0,-538729130879000.0,-538729122329000.0,2.0,45130113519900.0,66,0.125008698073,0.250000900828,4.2140306427499993e-14,0.250420168067,0.00782620299543
769.0,-174.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-546951062604000.0,22976825.5054,-546951062604000.0,-546951046357000.0,-546951078851000.0,-546951077227000.0,-546951047982000.0,2.0,527934510305000.0,72,0.249982603855,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00782511390512
769.0,-323.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-553625029855000.0,6988927.94587,-553625029855000.0,-553625024913000.0,-553625034797000.0,-553625034303000.0,-553625025408000.0,2.0,48845113832600.0,41,0.125008698073,0.249999099172,4.2140306427499993e-14,0.250420168067,0.00782614659516
769.0,-174.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-561846964810000.0,3165220.71461,-561846964810000.0,-561846962572000.0,-561846967048000.0,-561846966824000.0,-561846962796000.0,2.0,10018622172200.0,47,0.249982603855,0.249999099172,4.2140306427499993e-14,0.125210084034,0.0078250575127
769.0,-323.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-568520721541000.0,2405788.78291,-568520721541000.0,-568520719840000.0,-568520723242000.0,-568520723072000.0,-568520720010000.0,2.0,5787819667990.0,16,0.125008698073,0.124998648759,4.2140306427499993e-14,0.250420168067,0.00391304509745
769.0,-174.0,-14991.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-576742663857000.0,14246073.9566,-576742663857000.0,-576742653783000.0,-576742673930000.0,-576742672923000.0,-576742654791000.0,2.0,202950623177000.0,22,0.249982603855,0.124998648759,4.2140306427499993e-14,0.125210084034,0.00391250056014
769.0,-174.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2775236.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-712315210649000.0,2561705.73978,-712315210649000.0,-712315208838000.0,-712315212461000.0,-712315212280000.0,-712315209019000.0,2.0,6562336297200.0,121,0.125008698073,0.125000450414,4.2140306427499993e-14,0.125210084034,0.00195655074886
769.0,-174.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,2081427.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-727211140041000.0,63564661.761,-727211140041000.0,-727211095094000.0,-727211184988000.0,-727211180494000.0,-727211099589000.0,2.0,4040466224780000.0,96,0.125008698073,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00391310149772
769.0,-174.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,1387618.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-742107050771000.0,3379683.15194,-742107050771000.0,-742107048381000.0,-742107053161000.0,-742107052922000.0,-742107048620000.0,2.0,11422258207500.0,71,0.125008698073,0.250000900828,4.2140306427499993e-14,0.125210084034,0.00391310149772
769.0,-174.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,693809.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-757002947349000.0,54806946.9048,-757002947349000.0,-757002908595000.0,-757002986103000.0,-757002982228000.0,-757002912470000.0,2.0,3003801429020000.0,46,0.125008698073,0.249999099172,4.2140306427499993e-14,0.125210084034,0.00391307329758
769.0,-174.0,-18584.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-771898650751000.0,2036567.14349,-771898650751000.0,-771898649311000.0,-771898652191000.0,-771898652047000.0,-771898649455000.0,2.0,4147605729920.0,21,0.125008698073,0.124998648759,4.2140306427499993e-14,0.125210084034,0.00195652254872
