smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706418882.295,2921067.74758,-706418882.295,-704353375.482,-708484389.107,-708277838.426,-704559926.163,2.0,8532636785970.0,30,0.125018050542,0.125226860254,1.83230531396e-13,0.249996504259,0.00391384975812
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-708298306.056,9750168.77506,-708298306.056,-701403895.598,-715192716.515,-714503275.469,-702093336.644,2.0,95065791142100.0,85,0.125018050542,0.250453720508,1.83230531396e-13,0.250003495741,0.00782791842816
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-776159945.449,4113902.26505,-776159945.449,-773250977.26,-779068913.637,-778778016.818,-773541874.079,2.0,16924191846400.0,110,0.125018050542,0.250453720508,1.83230531396e-13,0.125001398296,0.00391394826849
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-787328607.071,4631128.16091,-787328607.071,-784053904.944,-790603309.198,-790275838.986,-784381375.157,2.0,21447348042800.0,55,0.125018050542,0.125226860254,1.83230531396e-13,0.250003495741,0.00391395921408
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-854466901.183,3417053.36425,-854466901.183,-852050679.578,-856883122.789,-856641500.628,-852292301.738,2.0,11676253694100.0,80,0.125018050542,0.125226860254,1.83230531396e-13,0.250003495741,0.00391395921408
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-938040926.329,5132051.01696,-938040926.329,-934412018.253,-941669834.404,-941306943.597,-934774909.061,2.0,26337947640600.0,105,0.125018050542,0.125226860254,1.83230531396e-13,0.125001398296,0.00195697413424
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-19038037708.1,348662.193686,-19038037708.1,-19037791166.7,-19038284249.5,-19038259595.4,-19037815820.8,2.0,121565325306.0,1,0.125018050542,0.125226860254,1.83230531396e-13,0.124995105963,0.00195687562387
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359982061233.0,297072.86796,-359982061233.0,-359981851171.0,-359982271295.0,-359982250289.0,-359981872177.0,2.0,88252288877.9,7,0.25,0.250453720508,1.83230531396e-13,0.124995105963,0.00782637233343
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769896138969.0,439449.443112,-769896138969.0,-769895828231.0,-769896449707.0,-769896418633.0,-769895859305.0,2.0,193115813052.0,13,0.249963898917,0.249546279492,1.83230531396e-13,0.124995105963,0.00779688984465
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744410445000.0,4524546.06326,-218744410445000.0,-218744407246000.0,-218744413644000.0,-218744413325000.0,-218744407566000.0,2.0,20471517078600.0,118,0.249963898917,0.249546279492,1.83230531396e-13,0.125001398296,0.00779728234506
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154298657000.0,3434837.87862,-219154298657000.0,-219154296228000.0,-219154301086000.0,-219154300843000.0,-219154296471000.0,2.0,11798111252400.0,124,0.25,0.125226860254,1.83230531396e-13,0.125001398296,0.003913383159
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726936737000.0,2216958.1488,-219726936737000.0,-219726935169000.0,-219726938304000.0,-219726938148000.0,-219726935326000.0,2.0,4914903433540.0,106,0.125018050542,0.250453720508,1.83230531396e-13,0.125001398296,0.00391394826849
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067877166000.0,3309787.06084,-220067877166000.0,-220067874825000.0,-220067879506000.0,-220067879272000.0,-220067875059000.0,2.0,10954690388100.0,112,0.25,0.249546279492,1.83230531396e-13,0.125001398296,0.00779840846903
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619133396000.0,9000214.29836,-223619133396000.0,-223619127032000.0,-223619139760000.0,-223619139123000.0,-223619127668000.0,2.0,81003857416300.0,93,0.249963898917,0.249546279492,1.83230531396e-13,0.250003495741,0.0155946083013
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029022458000.0,1213123.28767,-224029022458000.0,-224029021600000.0,-224029023316000.0,-224029023230000.0,-224029021686000.0,2.0,1471668111080.0,99,0.25,0.125226860254,1.83230531396e-13,0.250003495741,0.00782678820604
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601664428000.0,1146399.36597,-224601664428000.0,-224601663617000.0,-224601665239000.0,-224601665158000.0,-224601663698000.0,2.0,1314231506300.0,81,0.125018050542,0.250453720508,1.83230531396e-13,0.250003495741,0.00782791842816
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942604172000.0,1882090.38636,-224942604172000.0,-224942602841000.0,-224942605503000.0,-224942605369000.0,-224942602974000.0,2.0,3542264222420.0,87,0.25,0.249546279492,1.83230531396e-13,0.250003495741,0.0155968605555
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493897241000.0,1030755.9189,-228493897241000.0,-228493896512000.0,-228493897970000.0,-228493897897000.0,-228493896585000.0,2.0,1062457764340.0,68,0.249963898917,0.249546279492,1.83230531396e-13,0.250003495741,0.0155946083013
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903780546000.0,6884055.45865,-228903780546000.0,-228903775678000.0,-228903785414000.0,-228903784927000.0,-228903776165000.0,2.0,47390219557800.0,74,0.25,0.125226860254,1.83230531396e-13,0.250003495741,0.00782678820604
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476423763000.0,572526.439989,-229476423763000.0,-229476423358000.0,-229476424168000.0,-229476424128000.0,-229476423399000.0,2.0,327786524487.0,56,0.125018050542,0.250453720508,1.83230531396e-13,0.250003495741,0.00782791842816
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817358301000.0,2071499.30123,-229817358301000.0,-229817356836000.0,-229817359766000.0,-229817359620000.0,-229817356983000.0,2.0,4291109355010.0,62,0.25,0.249546279492,1.83230531396e-13,0.250003495741,0.0155968605555
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368621867000.0,9480545.19521,-233368621867000.0,-233368615163000.0,-233368628571000.0,-233368627900000.0,-233368615834000.0,2.0,89880737198300.0,43,0.249963898917,0.249546279492,1.83230531396e-13,0.249996504259,0.0155941721897
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778507168000.0,2078439.92994,-233778507168000.0,-233778505698000.0,-233778508638000.0,-233778508491000.0,-233778505845000.0,2.0,4319912542370.0,49,0.25,0.125226860254,1.83230531396e-13,0.249996504259,0.00782656932572
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351153137000.0,2166415.79127,-234351153137000.0,-234351151605000.0,-234351154668000.0,-234351154515000.0,-234351151758000.0,2.0,4693357380650.0,31,0.125018050542,0.250453720508,1.83230531396e-13,0.249996504259,0.00782769951624
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692095549000.0,2906286.96178,-234692095549000.0,-234692093494000.0,-234692097604000.0,-234692097398000.0,-234692093699000.0,2.0,8446503904220.0,37,0.25,0.249546279492,1.83230531396e-13,0.249996504259,0.015596424381
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243106353000.0,2321483.99902,-238243106353000.0,-238243104711000.0,-238243107994000.0,-238243107830000.0,-238243104875000.0,2.0,5389287957720.0,18,0.249963898917,0.249546279492,1.83230531396e-13,0.124995105963,0.00779688984465
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238653002455000.0,368985.48786,-238653002455000.0,-238653002194000.0,-238653002716000.0,-238653002690000.0,-238653002220000.0,2.0,136150290251.0,24,0.25,0.125226860254,1.83230531396e-13,0.124995105963,0.00391318616671
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225636078000.0,3735743.28027,-239225636078000.0,-239225633436000.0,-239225638719000.0,-239225638455000.0,-239225633700000.0,2.0,13955777856100.0,6,0.125018050542,0.250453720508,1.83230531396e-13,0.124995105963,0.00391375124775
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566582062000.0,1819028.68117,-239566582062000.0,-239566580775000.0,-239566583348000.0,-239566583219000.0,-239566580904000.0,2.0,3308865342900.0,12,0.25,0.249546279492,1.83230531396e-13,0.124995105963,0.00779801591193
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541091148000.0,39229.2235601,-457541091148000.0,-457541091120000.0,-457541091176000.0,-457541091173000.0,-457541091123000.0,2.0,1538931981.12,117,0.25,0.249546279492,1.83230531396e-13,0.125001398296,0.00779840846903
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950994262000.0,2785117.85086,-457950994262000.0,-457950992293000.0,-457950996232000.0,-457950996035000.0,-457950992490000.0,2.0,7756881443200.0,123,0.249963898917,0.125226860254,1.83230531396e-13,0.125001398296,0.00391281804952
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933532472000.0,4379120.20665,-458933532472000.0,-458933529376000.0,-458933535569000.0,-458933535259000.0,-458933529686000.0,2.0,19176693784300.0,111,0.125018050542,0.249546279492,1.83230531396e-13,0.125001398296,0.0038997672965
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415820281000.0,10517479.6143,-462415820281000.0,-462415812844000.0,-462415827718000.0,-462415826974000.0,-462415813587000.0,2.0,110617377437000.0,92,0.25,0.249546279492,1.83230531396e-13,0.250003495741,0.0155968605555
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825731741000.0,5280300.39888,-462825731741000.0,-462825728007000.0,-462825735474000.0,-462825735101000.0,-462825728380000.0,2.0,27881572302400.0,98,0.249963898917,0.125226860254,1.83230531396e-13,0.250003495741,0.00782565798392
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808263705000.0,7340051.23143,-463808263705000.0,-463808258515000.0,-463808268896000.0,-463808268377000.0,-463808259034000.0,2.0,53876352080000.0,86,0.125018050542,0.249546279492,1.83230531396e-13,0.250003495741,0.00779955640487
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290573418000.0,4704741.02323,-467290573418000.0,-467290570091000.0,-467290576745000.0,-467290576412000.0,-467290570424000.0,2.0,22134588095600.0,67,0.25,0.249546279492,1.83230531396e-13,0.250003495741,0.0155968605555
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700479069000.0,568628.447567,-467700479069000.0,-467700478666000.0,-467700479471000.0,-467700479430000.0,-467700478707000.0,2.0,323338311382.0,73,0.249963898917,0.125226860254,1.83230531396e-13,0.250003495741,0.00782565798392
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683017451000.0,2339009.30914,-468683017451000.0,-468683015797000.0,-468683019105000.0,-468683018940000.0,-468683015963000.0,2.0,5470964548230.0,61,0.125018050542,0.249546279492,1.83230531396e-13,0.250003495741,0.00779955640487
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165301407000.0,3148893.79581,-472165301407000.0,-472165299181000.0,-472165303634000.0,-472165303411000.0,-472165299403000.0,2.0,9915532137260.0,42,0.25,0.249546279492,1.83230531396e-13,0.249996504259,0.015596424381
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575214358000.0,703349.613499,-472575214358000.0,-472575213861000.0,-472575214856000.0,-472575214806000.0,-472575213911000.0,2.0,494700678809.0,48,0.249963898917,0.125226860254,1.83230531396e-13,0.249996504259,0.0078254391352
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557744592000.0,1758176.77305,-473557744592000.0,-473557743348000.0,-473557745835000.0,-473557745710000.0,-473557743473000.0,2.0,3091185565300.0,36,0.125018050542,0.249546279492,1.83230531396e-13,0.249996504259,0.0077993382861
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039790922000.0,4087079.84691,-477039790922000.0,-477039788032000.0,-477039793812000.0,-477039793523000.0,-477039788321000.0,2.0,16704221675000.0,17,0.25,0.249546279492,1.83230531396e-13,0.124995105963,0.00779801591193
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449694520000.0,3728192.17534,-477449694520000.0,-477449691884000.0,-477449697157000.0,-477449696893000.0,-477449692148000.0,2.0,13899416896300.0,23,0.249963898917,0.125226860254,1.83230531396e-13,0.124995105963,0.00391262108568
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432231503000.0,2296254.58375,-478432231503000.0,-478432229879000.0,-478432233126000.0,-478432232964000.0,-478432230041000.0,2.0,5272785113390.0,11,0.125018050542,0.249546279492,1.83230531396e-13,0.124995105963,0.00389957098961
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406746919000.0,5842762.78693,-696406746919000.0,-696406742788000.0,-696406751051000.0,-696406750638000.0,-696406743201000.0,2.0,34137876984300.0,116,0.125018050542,0.249546279492,1.83230531396e-13,0.125001398296,0.0038997672965
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747677841000.0,1941207.43008,-696747677841000.0,-696747676468000.0,-696747679214000.0,-696747679076000.0,-696747676606000.0,2.0,3768286286600.0,122,0.25,0.125226860254,1.83230531396e-13,0.125001398296,0.003913383159
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281469785000.0,5066065.73832,-701281469785000.0,-701281466203000.0,-701281473367000.0,-701281473009000.0,-701281466561000.0,2.0,25665022064900.0,91,0.125018050542,0.249546279492,1.83230531396e-13,0.250003495741,0.00779955640487
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622403531000.0,2417510.22686,-701622403531000.0,-701622401822000.0,-701622405240000.0,-701622405069000.0,-701622401992000.0,2.0,5844355696970.0,97,0.25,0.125226860254,1.83230531396e-13,0.250003495741,0.00782678820604
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156233005000.0,3427867.52933,-706156233005000.0,-706156230581000.0,-706156235429000.0,-706156235187000.0,-706156230824000.0,2.0,11750275798700.0,66,0.125018050542,0.249546279492,1.83230531396e-13,0.250003495741,0.00779955640487
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497162251000.0,3659029.92849,-706497162251000.0,-706497159663000.0,-706497164838000.0,-706497164579000.0,-706497159922000.0,2.0,13388500017600.0,72,0.25,0.125226860254,1.83230531396e-13,0.250003495741,0.00782678820604
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030955657000.0,2294884.21081,-711030955657000.0,-711030954034000.0,-711030957280000.0,-711030957118000.0,-711030954197000.0,2.0,5266493541010.0,41,0.125018050542,0.249546279492,1.83230531396e-13,0.249996504259,0.0077993382861
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371896169000.0,6967332.33025,-711371896169000.0,-711371891243000.0,-711371901096000.0,-711371900603000.0,-711371891735000.0,2.0,48543719800100.0,47,0.25,0.125226860254,1.83230531396e-13,0.249996504259,0.00782656932572
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905439415000.0,1112965.83266,-715905439415000.0,-715905438628000.0,-715905440202000.0,-715905440123000.0,-715905438707000.0,2.0,1238692944660.0,16,0.125018050542,0.249546279492,1.83230531396e-13,0.124995105963,0.00389957098961
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246377195000.0,10152393.975,-716246377195000.0,-716246370016000.0,-716246384374000.0,-716246383656000.0,-716246370734000.0,2.0,103071103424000.0,22,0.25,0.125226860254,1.83230531396e-13,0.124995105963,0.00391318616671
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613337770000.0,5862920.81027,-935613337770000.0,-935613333624000.0,-935613341915000.0,-935613341501000.0,-935613334038000.0,2.0,34373840427500.0,121,0.125018050542,0.125226860254,1.83230531396e-13,0.125001398296,0.00195697413424
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488064741000.0,5019436.81907,-940488064741000.0,-940488061192000.0,-940488068291000.0,-940488067936000.0,-940488061547000.0,2.0,25194745980600.0,96,0.125018050542,0.125226860254,1.83230531396e-13,0.250003495741,0.00391395921408
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362827340000.0,3216493.0715,-945362827340000.0,-945362825065000.0,-945362829614000.0,-945362829387000.0,-945362825293000.0,2.0,10345827679000.0,71,0.125018050542,0.125226860254,1.83230531396e-13,0.250003495741,0.00391395921408
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237551220000.0,881809.443906,-950237551220000.0,-950237550597000.0,-950237551844000.0,-950237551782000.0,-950237550659000.0,2.0,777587895361.0,46,0.125018050542,0.125226860254,1.83230531396e-13,0.249996504259,0.00391384975812
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112039398000.0,4255513.65446,-955112039398000.0,-955112036389000.0,-955112042407000.0,-955112042106000.0,-955112036690000.0,2.0,18109396463300.0,21,0.125018050542,0.125226860254,1.83230531396e-13,0.124995105963,0.00195687562387
