npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399747195000.0,533597.681568,-110399747195000.0,-110399746818000.0,-110399747572000.0,-110399747534000.0,-110399746855000.0,2.0,284726485775.0,0.250666666667,1.0563053673200001e-12,56,0.00783531838067,0.125027109087,0.25000913242
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399777235000.0,423746.090898,-110399777235000.0,-110399776936000.0,-110399777535000.0,-110399777505000.0,-110399776966000.0,2.0,179560749551.0,0.250666666667,1.0563053673200001e-12,81,0.00783531838067,0.125027109087,0.25000913242
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399806566000.0,487661.362364,-110399806566000.0,-110399806221000.0,-110399806911000.0,-110399806876000.0,-110399806256000.0,2.0,237813604342.0,0.250666666667,1.0563053673200001e-12,106,0.00391765919034,0.125027109087,0.12500456621
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387603886000.0,274235.797685,-113387603886000.0,-113387603692000.0,-113387604079000.0,-113387604060000.0,-113387603711000.0,2.0,75205272732.2,0.249333333333,1.0563053673200001e-12,12,0.00779081278539,0.25,0.12498630137
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387633896000.0,1178392.78793,-113387633896000.0,-113387633063000.0,-113387634730000.0,-113387634646000.0,-113387633147000.0,2.0,1388609562660.0,0.249333333333,1.0563053673200001e-12,37,0.0155827640791,0.25,0.24999086758
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387663711000.0,218618.656316,-113387663711000.0,-113387663556000.0,-113387663865000.0,-113387663850000.0,-113387663572000.0,2.0,47794116889.5,0.249333333333,1.0563053673200001e-12,62,0.0155839025875,0.25,0.25000913242
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387693101000.0,367264.721411,-113387693101000.0,-113387692841000.0,-113387693360000.0,-113387693334000.0,-113387692867000.0,2.0,134883375593.0,0.249333333333,1.0563053673200001e-12,87,0.0155839025875,0.25,0.25000913242
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387723267000.0,210251.461774,-113387723267000.0,-113387723119000.0,-113387723416000.0,-113387723401000.0,-113387723134000.0,2.0,44205677178.2,0.249333333333,1.0563053673200001e-12,112,0.00779195129376,0.25,0.12500456621
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093132070000.0,1414563.0499,-115093132070000.0,-115093131070000.0,-115093133070000.0,-115093132970000.0,-115093131170000.0,2.0,2000988622140.0,0.249333333333,1.0563053673200001e-12,18,0.00779081278539,0.25,0.12498630137
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093161406000.0,446784.281693,-115093161406000.0,-115093161090000.0,-115093161722000.0,-115093161690000.0,-115093161122000.0,2.0,199616194368.0,0.249333333333,1.0563053673200001e-12,43,0.0155827640791,0.25,0.24999086758
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093191366000.0,475110.780473,-115093191366000.0,-115093191030000.0,-115093191702000.0,-115093191668000.0,-115093191064000.0,2.0,225730253722.0,0.249333333333,1.0563053673200001e-12,68,0.0155839025875,0.25,0.25000913242
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093220556000.0,659294.728662,-115093220556000.0,-115093220090000.0,-115093221022000.0,-115093220976000.0,-115093220136000.0,2.0,434669539242.0,0.249333333333,1.0563053673200001e-12,93,0.0155839025875,0.25,0.25000913242
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093251750000.0,145303.250932,-115093251750000.0,-115093251648000.0,-115093251853000.0,-115093251843000.0,-115093251658000.0,2.0,21113034731.4,0.249333333333,1.0563053673200001e-12,118,0.00779195129376,0.25,0.12500456621
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081035235000.0,253153.28747,-118081035235000.0,-118081035056000.0,-118081035414000.0,-118081035397000.0,-118081035074000.0,2.0,64086586957.1,0.125333333333,1.0563053673200001e-12,24,0.00391623744292,0.25,0.12498630137
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081063847000.0,693944.264668,-118081063847000.0,-118081063356000.0,-118081064338000.0,-118081064289000.0,-118081063405000.0,2.0,481558642466.0,0.125333333333,1.0563053673200001e-12,49,0.00783304718417,0.25,0.24999086758
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081093406000.0,2283087.36055,-118081093406000.0,-118081091791000.0,-118081095020000.0,-118081094858000.0,-118081091953000.0,2.0,5212487895910.0,0.125333333333,1.0563053673200001e-12,74,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081124279000.0,328208.407556,-118081124279000.0,-118081124047000.0,-118081124511000.0,-118081124488000.0,-118081124070000.0,2.0,107720758790.0,0.125333333333,1.0563053673200001e-12,99,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081152343000.0,2348582.0876,-118081152343000.0,-118081150682000.0,-118081154004000.0,-118081153838000.0,-118081150848000.0,2.0,5515837822180.0,0.125333333333,1.0563053673200001e-12,124,0.00391680974125,0.25,0.12500456621
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939279573000.0,400041.529301,-235939279573000.0,-235939279291000.0,-235939279856000.0,-235939279828000.0,-235939279319000.0,2.0,160033225166.0,0.249333333333,1.0563053673200001e-12,11,0.00389625119998,0.125027109087,0.12498630137
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939308837000.0,844001.460782,-235939308837000.0,-235939308240000.0,-235939309433000.0,-235939309374000.0,-235939308300000.0,2.0,712338465801.0,0.249333333333,1.0563053673200001e-12,36,0.0077930717776,0.125027109087,0.24999086758
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939337698000.0,73557.0922721,-235939337698000.0,-235939337646000.0,-235939337750000.0,-235939337745000.0,-235939337651000.0,2.0,5410645823.53,0.249333333333,1.0563053673200001e-12,61,0.00779364115524,0.125027109087,0.25000913242
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939367562000.0,486523.561261,-235939367562000.0,-235939367218000.0,-235939367906000.0,-235939367872000.0,-235939367253000.0,2.0,236705175663.0,0.249333333333,1.0563053673200001e-12,86,0.00779364115524,0.125027109087,0.25000913242
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939397725000.0,265257.541351,-235939397725000.0,-235939397538000.0,-235939397913000.0,-235939397894000.0,-235939397556000.0,2.0,70361563243.5,0.249333333333,1.0563053673200001e-12,111,0.00389682057762,0.125027109087,0.12500456621
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591665489000.0,887090.272027,-237591665489000.0,-237591664862000.0,-237591666116000.0,-237591666054000.0,-237591664925000.0,2.0,786929150725.0,0.249333333333,1.0563053673200001e-12,17,0.00779081278539,0.25,0.12498630137
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591695332000.0,56772.4986071,-237591695332000.0,-237591695292000.0,-237591695372000.0,-237591695368000.0,-237591695296000.0,2.0,3223116598.1,0.249333333333,1.0563053673200001e-12,42,0.0155827640791,0.25,0.24999086758
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591725758000.0,323288.933096,-237591725758000.0,-237591725529000.0,-237591725987000.0,-237591725964000.0,-237591725552000.0,2.0,104515734263.0,0.249333333333,1.0563053673200001e-12,67,0.0155839025875,0.25,0.25000913242
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591756260000.0,389647.700433,-237591756260000.0,-237591755985000.0,-237591756536000.0,-237591756508000.0,-237591756012000.0,2.0,151825330453.0,0.249333333333,1.0563053673200001e-12,92,0.0155839025875,0.25,0.25000913242
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591785179000.0,968151.468723,-237591785179000.0,-237591784495000.0,-237591785864000.0,-237591785795000.0,-237591784563000.0,2.0,937317266391.0,0.249333333333,1.0563053673200001e-12,117,0.00779195129376,0.25,0.12500456621
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632720772000.0,1298327.93123,-240632720772000.0,-240632719854000.0,-240632721690000.0,-240632721598000.0,-240632719945000.0,2.0,1685655417010.0,0.125333333333,1.0563053673200001e-12,23,0.00391623744292,0.25,0.12498630137
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632746877000.0,1042646.78121,-240632746877000.0,-240632746140000.0,-240632747615000.0,-240632747541000.0,-240632746214000.0,2.0,1087112310360.0,0.125333333333,1.0563053673200001e-12,48,0.00783304718417,0.25,0.24999086758
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632779168000.0,904046.427475,-240632779168000.0,-240632778529000.0,-240632779807000.0,-240632779743000.0,-240632778593000.0,2.0,817299943030.0,0.125333333333,1.0563053673200001e-12,73,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632807958000.0,1749039.78229,-240632807958000.0,-240632806721000.0,-240632809195000.0,-240632809071000.0,-240632806845000.0,2.0,3059140160050.0,0.125333333333,1.0563053673200001e-12,98,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632837181000.0,2286311.04932,-240632837181000.0,-240632835564000.0,-240632838797000.0,-240632838636000.0,-240632835726000.0,2.0,5227218214240.0,0.125333333333,1.0563053673200001e-12,123,0.00391680974125,0.25,0.12500456621
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143341690000.0,489147.126293,-360143341690000.0,-360143341344000.0,-360143342035000.0,-360143342001000.0,-360143341378000.0,2.0,239264911161.0,0.249333333333,1.0563053673200001e-12,16,0.00389625119998,0.125027109087,0.12498630137
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143371278000.0,1070382.62486,-360143371278000.0,-360143370521000.0,-360143372035000.0,-360143371959000.0,-360143370597000.0,2.0,1145718963590.0,0.249333333333,1.0563053673200001e-12,41,0.0077930717776,0.125027109087,0.24999086758
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143402238000.0,304421.445922,-360143402238000.0,-360143402023000.0,-360143402453000.0,-360143402432000.0,-360143402044000.0,2.0,92672416737.2,0.249333333333,1.0563053673200001e-12,66,0.00779364115524,0.125027109087,0.25000913242
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143431340000.0,1115121.13832,-360143431340000.0,-360143430551000.0,-360143432128000.0,-360143432049000.0,-360143430630000.0,2.0,1243495153130.0,0.249333333333,1.0563053673200001e-12,91,0.00779364115524,0.125027109087,0.25000913242
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143459657000.0,576477.77478,-360143459657000.0,-360143459249000.0,-360143460064000.0,-360143460024000.0,-360143459290000.0,2.0,332326624815.0,0.249333333333,1.0563053673200001e-12,116,0.00389682057762,0.125027109087,0.12500456621
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131254667000.0,2411709.3438,-363131254667000.0,-363131252962000.0,-363131256372000.0,-363131256202000.0,-363131253132000.0,2.0,5816341958960.0,0.125333333333,1.0563053673200001e-12,22,0.00391623744292,0.25,0.12498630137
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131284338000.0,1397081.86767,-363131284338000.0,-363131283350000.0,-363131285326000.0,-363131285227000.0,-363131283449000.0,2.0,1951837744960.0,0.125333333333,1.0563053673200001e-12,47,0.00783304718417,0.25,0.24999086758
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131312748000.0,3091770.30707,-363131312748000.0,-363131310562000.0,-363131314934000.0,-363131314716000.0,-363131310780000.0,2.0,9559043631680.0,0.125333333333,1.0563053673200001e-12,72,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131345282000.0,2354874.00107,-363131345282000.0,-363131343617000.0,-363131346947000.0,-363131346780000.0,-363131343783000.0,2.0,5545431560940.0,0.125333333333,1.0563053673200001e-12,97,0.0078336194825,0.25,0.25000913242
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131374348000.0,389347.135857,-363131374348000.0,-363131374073000.0,-363131374624000.0,-363131374596000.0,-363131374101000.0,2.0,151591192200.0,0.125333333333,1.0563053673200001e-12,122,0.00391680974125,0.25,0.12500456621
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682928214000.0,1465944.12447,-485682928214000.0,-485682927178000.0,-485682929251000.0,-485682929147000.0,-485682927281000.0,2.0,2148992176050.0,0.125333333333,1.0563053673200001e-12,21,0.00195854338395,0.125027109087,0.12498630137
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682960302000.0,417929.585195,-485682960302000.0,-485682960006000.0,-485682960597000.0,-485682960568000.0,-485682960036000.0,2.0,174665138181.0,0.125333333333,1.0563053673200001e-12,46,0.00391737297911,0.125027109087,0.24999086758
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682986848000.0,1890613.98408,-485682986848000.0,-485682985511000.0,-485682988185000.0,-485682988051000.0,-485682985645000.0,2.0,3574421236800.0,0.125333333333,1.0563053673200001e-12,71,0.00391765919034,0.125027109087,0.25000913242
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683017999000.0,734552.998316,-485683017999000.0,-485683017479000.0,-485683018518000.0,-485683018466000.0,-485683017531000.0,2.0,539568107335.0,0.125333333333,1.0563053673200001e-12,96,0.00391765919034,0.125027109087,0.25000913242
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683046475000.0,687413.547971,-485683046475000.0,-485683045989000.0,-485683046961000.0,-485683046912000.0,-485683046037000.0,2.0,472537385934.0,0.125333333333,1.0563053673200001e-12,121,0.00195882959517,0.125027109087,0.12500456621
