smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,prefix
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-345995808.942,17442715.6706,-345995808.942,-333661946.409,-358329671.475,-357096285.222,-334895332.663,2.0,304248329965000.0,2.6175466018599997e-14,0.00782663186354,0.250453720508,0.124999250922,0.25,9
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383825841.647,15832062.0259,-383825841.647,-372630883.228,-395020800.066,-393901304.224,-373750379.07,2.0,250654187993000.0,2.6175466018599997e-14,0.0155943590951,0.249546279492,0.249999500615,0.249963898917,38
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-439205383.42,12141354.1157,-439205383.42,-430620149.592,-447790617.248,-446932093.865,-431478672.975,2.0,147412479762000.0,2.6175466018599997e-14,0.0156510658554,0.250453720508,0.249999500615,0.249963898917,33
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-455182001.366,58085322.7589,-455182001.366,-414109475.756,-496254526.977,-492147274.416,-418216728.317,2.0,3373904720010000.0,2.6175466018599997e-14,0.00389970030317,0.249546279492,0.124999250922,0.125018050542,15
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-516730363.345,40793822.5121,-516730363.345,-487884774.817,-545575951.874,-542691393.021,-490769333.669,2.0,1664135955150000.0,2.6175466018599997e-14,0.00391331593177,0.125226860254,0.124999250922,0.25,4
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-532726037.706,4108632.94824,-532726037.706,-529820795.487,-535631279.925,-535340755.703,-530111319.708,2.0,16880864703400.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,51
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-556763879.545,11832686.8344,-556763879.545,-548396906.445,-565130852.646,-564294155.336,-549233603.755,2.0,140012477720000.0,2.6175466018599997e-14,0.0078255329277,0.125226860254,0.249999500615,0.249963898917,28
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579945896.36,18822994.4057,-579945896.36,-566636029.373,-593255763.346,-591924776.648,-567967016.072,2.0,354305118397000.0,2.6175466018599997e-14,0.0155966113133,0.249546279492,0.249999500615,0.25,44
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-637335521.766,8216434.556,-637335521.766,-631525625.174,-643145418.358,-642564428.699,-632106614.833,2.0,67509796813000.0,2.6175466018599997e-14,0.0155966113133,0.249546279492,0.249999500615,0.25,39
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-659204094.516,24227685.0993,-659204094.516,-642072534.09,-676335654.942,-674622498.9,-643785690.133,2.0,586980725271000.0,2.6175466018599997e-14,0.00391389666791,0.125226860254,0.249999500615,0.125018050542,50
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-666601927.099,1578963.02502,-666601927.099,-665485431.636,-667718422.561,-667606773.015,-665597081.183,2.0,2493124234380.0,2.6175466018599997e-14,0.00391388103154,0.250453720508,0.124999250922,0.125018050542,10
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-729355343.144,6873051.8529,-729355343.144,-724495361.572,-734215324.717,-733729326.56,-724981359.729,2.0,47238841772700.0,2.6175466018599997e-14,0.0156533888,0.250453720508,0.250000499385,0.25,57
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769973010.708,7722936.02958,-769973010.708,-764512070.271,-775433951.145,-774887857.102,-765058164.315,2.0,59643740917000.0,2.6175466018599997e-14,0.0156533262635,0.250453720508,0.249999500615,0.25,34
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-787890179.387,4183453.40846,-787890179.387,-784932031.113,-790848327.661,-790552512.834,-785227845.941,2.0,17501282420700.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,52
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-791441697.288,33457668.601,-791441697.288,-767783552.938,-815099841.639,-812734027.204,-770149367.373,2.0,1119415588210000.0,2.6175466018599997e-14,0.00779943176577,0.249546279492,0.249999500615,0.125018050542,45
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-807742820.506,36276786.106,-807742820.506,-782091259.05,-833394381.961,-830829225.815,-784656415.196,2.0,1316005210180000.0,2.6175466018599997e-14,0.00195694051577,0.125226860254,0.124999250922,0.125018050542,5
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-924377993.78,51963156.3758,-924377993.78,-887634493.535,-961121494.026,-957447144.001,-891308843.56,2.0,2700169620530000.0,2.6175466018599997e-14,0.0155944213959,0.249546279492,0.250000499385,0.249963898917,63
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-941997303.509,16049604.5802,-941997303.509,-930648519.274,-953346087.743,-952211209.319,-931783397.698,2.0,257589807182000.0,2.6175466018599997e-14,0.00782666313177,0.125226860254,0.249999500615,0.25,29
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-974639456.167,5313035.53532,-974639456.167,-970882572.711,-978396339.622,-978020651.277,-971258261.057,2.0,28228346599600.0,2.6175466018599997e-14,0.00779943176577,0.249546279492,0.249999500615,0.125018050542,40
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-976429560.543,6685677.58922,-976429560.543,-971702072.583,-981157048.503,-980684299.707,-972174821.379,2.0,44698284827100.0,2.6175466018599997e-14,0.0156511283828,0.250453720508,0.250000499385,0.249963898917,58
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1048155883.41,4058536.30507,-1048155883.41,-1045286064.86,-1051025701.95,-1050738720.09,-1045573046.72,2.0,16471716939600.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,76
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1083803304.02,4673609.09447,-1083803304.02,-1080498563.33,-1087108044.7,-1086777570.63,-1080829037.4,2.0,21842621967900.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,69
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1117647434.66,23740061.9894,-1117647434.66,-1100860675.84,-1134434193.48,-1132755517.6,-1102539351.72,2.0,563590543260000.0,2.6175466018599997e-14,0.00782556419142,0.125226860254,0.250000499385,0.249963898917,53
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1160746639.37,2538901.15758,-1160746639.37,-1158951365.14,-1162541913.59,-1162362386.17,-1159130892.57,2.0,6446019087950.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,64
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1161550943.54,17652165.5698,-1161550943.54,-1149068977.56,-1174032909.52,-1172784712.92,-1150317174.16,2.0,311598949304000.0,2.6175466018599997e-14,0.00782779333583,0.250453720508,0.249999500615,0.125018050542,35
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1228064396.11,98102683.4604,-1228064396.11,-1158695323.38,-1297433468.83,-1290496561.56,-1165632230.65,2.0,9624136502130000.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,75
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1232174581.36,24306310.0108,-1232174581.36,-1214987424.73,-1249361738.0,-1247643022.34,-1216706140.39,2.0,590796706341000.0,2.6175466018599997e-14,0.0156533888,0.250453720508,0.250000499385,0.25,82
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1297692317.91,25999349.062,-1297692317.91,-1279308001.89,-1316076633.94,-1314238202.34,-1281146433.49,2.0,675966151647000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,77
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1301441916.89,586610.17844,-1301441916.89,-1301027120.86,-1301856712.93,-1301815233.32,-1301068600.46,2.0,344111501450.0,2.6175466018599997e-14,0.00391389666791,0.125226860254,0.249999500615,0.125018050542,30
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1310351120.35,19069798.2106,-1310351120.35,-1296866736.72,-1323835503.98,-1322487065.62,-1298215175.09,2.0,363657203793000.0,2.6175466018599997e-14,0.0156533888,0.250453720508,0.250000499385,0.25,59
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1353566154.94,59649327.4728,-1353566154.94,-1311387710.99,-1395744598.89,-1391526754.5,-1315605555.39,2.0,3558042267960000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,70
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1451944391.28,20957093.1955,-1451944391.28,-1437125488.56,-1466763293.99,-1465281403.72,-1438607378.83,2.0,439199755203000.0,2.6175466018599997e-14,0.0155944213959,0.249546279492,0.250000499385,0.249963898917,88
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1473060748.41,30928460.4659,-1473060748.41,-1451191024.29,-1494930472.54,-1492743500.13,-1453377996.7,2.0,956569666792000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,54
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1542734571.26,34574427.7185,-1542734571.26,-1518286758.97,-1567182383.56,-1564737602.33,-1520731540.2,2.0,1195391052060000.0,2.6175466018599997e-14,0.0156511283828,0.250453720508,0.250000499385,0.249963898917,83
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1570016068.61,4715422.46633,-1570016068.61,-1566681761.41,-1573350375.81,-1573016945.09,-1567015192.13,2.0,22235209036000.0,2.6175466018599997e-14,0.00195695615214,0.125226860254,0.125000249693,0.125018050542,101
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1570737923.89,37257070.381,-1570737923.89,-1544393196.78,-1597082651.01,-1594448178.3,-1547027669.49,2.0,1388089293370000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,65
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1619472926.44,26354081.187,-1619472926.44,-1600837776.93,-1638108075.96,-1636244561.01,-1602701291.88,2.0,694537595213000.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,94
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1665123739.26,20422100.8809,-1665123739.26,-1650683133.24,-1679564345.28,-1678120284.68,-1652127193.85,2.0,417062204392000.0,2.6175466018599997e-14,0.00782556419142,0.125226860254,0.250000499385,0.249963898917,78
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1687814782.59,10764806.6464,-1687814782.59,-1680202914.81,-1695426650.37,-1694665463.59,-1680964101.59,2.0,115881062134000.0,2.6175466018599997e-14,0.00782782460857,0.250453720508,0.250000499385,0.125018050542,60
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1732402176.25,6777225.22528,-1732402176.25,-1727609954.34,-1737194398.17,-1736715175.98,-1728089176.53,2.0,45930781754100.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,89
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1777737399.53,17928223.3632,-1777737399.53,-1765060231.21,-1790414567.84,-1789146851.01,-1766327948.05,2.0,321421192962000.0,2.6175466018599997e-14,0.0078266944,0.250453720508,0.125000249693,0.25,107
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1808276511.08,14235592.5234,-1808276511.08,-1798210427.07,-1818342595.09,-1817335986.69,-1799217035.47,2.0,202652094494000.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,100
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1832725168.03,21266060.1645,-1832725168.03,-1817687792.68,-1847762543.38,-1846258805.85,-1819191530.21,2.0,452245314920000.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,55
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1866642446.11,1543654.83359,-1866642446.11,-1865550917.31,-1867733974.91,-1867624822.03,-1865660070.19,2.0,2382870245250.0,2.6175466018599997e-14,0.0039133472,0.125226860254,0.125000249693,0.25,102
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1872029943.13,96671627.7519,-1872029943.13,-1803672779.6,-1940387106.66,-1933551390.31,-1810508495.95,2.0,9345403612190000.0,2.6175466018599997e-14,0.0156533888,0.250453720508,0.250000499385,0.25,84
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1940483460.23,16604058.7253,-1940483460.23,-1928742617.71,-1952224302.75,-1951050218.5,-1929916701.96,2.0,275694766155000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,95
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1949790513.65,17675949.6318,-1949790513.65,-1937291729.8,-1962289297.5,-1961039419.12,-1938541608.19,2.0,312439195387000.0,2.6175466018599997e-14,0.00779721069797,0.249546279492,0.125000249693,0.249963898917,113
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2038445625.5,21113531.1985,-2038445625.5,-2023516104.41,-2053375146.58,-2051882194.47,-2025009056.52,2.0,445781199671000.0,2.6175466018599997e-14,0.00782556419142,0.250453720508,0.125000249693,0.249963898917,108
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2050406937.31,20196418.4855,-2050406937.31,-2036125912.85,-2064687961.78,-2063259859.33,-2037554015.29,2.0,407895319643000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,79
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2100947662.75,17249545.9764,-2100947662.75,-2088750391.82,-2113144933.68,-2111925206.59,-2089970118.91,2.0,297546836391000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,90
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2133257925.09,3611747.15069,-2133257925.09,-2130704034.19,-2135811815.99,-2135556426.9,-2130959423.28,2.0,13044717480500.0,2.6175466018599997e-14,0.00779833681159,0.249546279492,0.125000249693,0.25,119
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2196409290.48,12194439.7599,-2196409290.48,-2187786519.43,-2205032061.53,-2204169784.42,-2188648796.54,2.0,148704361058000.0,2.6175466018599997e-14,0.00391278209571,0.125226860254,0.125000249693,0.249963898917,103
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2278088214.77,44254343.5538,-2278088214.77,-2246795668.34,-2309380761.19,-2306251506.55,-2249924922.99,2.0,1958446923380000.0,2.6175466018599997e-14,0.00779833681159,0.249546279492,0.125000249693,0.25,114
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2298252860.23,24391969.2493,-2298252860.23,-2281005133.37,-2315500587.1,-2313775814.41,-2282729906.06,2.0,594968163860000.0,2.6175466018599997e-14,0.00782782460857,0.250453720508,0.250000499385,0.125018050542,85
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2394501662.91,59364529.2019,-2394501662.91,-2352524601.75,-2436478724.07,-2432281017.96,-2356722307.87,2.0,3524147327370000.0,2.6175466018599997e-14,0.00195695615214,0.125226860254,0.125000249693,0.125018050542,125
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2425073079.73,12253308.8476,-2425073079.73,-2416408681.95,-2433737477.51,-2432871037.73,-2417275121.73,2.0,150143577714000.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,80
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2467945419.77,63284250.9028,-2467945419.77,-2423196696.82,-2512694142.73,-2508219270.43,-2427671569.11,2.0,4004896412330000.0,2.6175466018599997e-14,0.0078266944,0.250453720508,0.125000249693,0.25,109
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2510101116.25,14965159.3825,-2510101116.25,-2499519150.57,-2520683081.93,-2519624885.36,-2500577347.14,2.0,223955995343000.0,2.6175466018599997e-14,0.0038997314626,0.249546279492,0.125000249693,0.125018050542,120
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2544377863.95,12101198.2159,-2544377863.95,-2535821024.63,-2552934703.27,-2552079019.34,-2536676708.56,2.0,146438998260000.0,2.6175466018599997e-14,0.0039133472,0.125226860254,0.125000249693,0.25,104
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2647907918.7,41863887.2433,-2647907918.7,-2618305680.14,-2677510157.25,-2674549933.4,-2621265904.0,2.0,1752585055120000.0,2.6175466018599997e-14,0.0038997314626,0.249546279492,0.125000249693,0.125018050542,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2844636217.39,25249065.1941,-2844636217.39,-2826782432.17,-2862490002.6,-2860704624.08,-2828567810.69,2.0,637515293177000.0,2.6175466018599997e-14,0.00391391230429,0.250453720508,0.125000249693,0.125018050542,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2963857605.9,76338309.0333,-2963857605.9,-2909878269.92,-3017836941.88,-3012439008.28,-2915276203.51,2.0,5827537426060000.0,2.6175466018599997e-14,0.00195695615214,0.125226860254,0.125000249693,0.125018050542,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-19235748230.8,1671235.16484,-19235748230.8,-19234566489.1,-19236929972.5,-19236811798.4,-19234684663.3,2.0,2793026976200.0,2.6175466018599997e-14,0.00195694051577,0.125226860254,0.124999250922,0.125018050542,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-360170504727.0,15925888.6041,-360170504727.0,-360159243423.0,-360181766031.0,-360180639901.0,-360160369554.0,2.0,253633927831000.0,2.6175466018599997e-14,0.00782663186354,0.250453720508,0.124999250922,0.25,7
