smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-914973131.056,13426394.1384,-914973131.056,-905479236.714,-924467025.398,-923517635.964,-906428626.148,2.0,180268059561000.0,0.0833064516129,0.00115706184557,0.0,105,0.166668531058,0.0833344030397
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-58611141952.4,906721.386031,-58611141952.4,-58610500803.5,-58611783101.2,-58611718986.3,-58610564918.4,2.0,822143671887.0,0.166693548387,0.00231503518814,1.28667840979e-13,17,0.0833283616224,0.16666559696
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-59063389480.0,1140655.53418,-59063389480.0,-59062582914.7,-59064196045.2,-59064115388.7,-59062663571.2,2.0,1301095047650.0,0.166693548387,0.00231503518814,1.28667840979e-13,41,0.0833283616224,0.16666559696
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171744629379000.0,1041906.55089,-171744629379000.0,-171744628642000.0,-171744630115000.0,-171744630042000.0,-171744628715000.0,2.0,1085569260800.0,0.166693548387,0.00231524378974,1.28667840979e-13,106,0.166668531058,0.0833344030397
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171745135789000.0,7905096.61426,-171745135789000.0,-171745130200000.0,-171745141379000.0,-171745140820000.0,-171745130759000.0,2.0,62490552480700.0,0.166693548387,0.00463048757948,1.28667840979e-13,130,0.166668531058,0.166668806079
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171805045840000.0,4064687.14517,-171805045840000.0,-171805042966000.0,-171805048715000.0,-171805048427000.0,-171805043254000.0,2.0,16521681588100.0,0.166612903226,0.00462815826785,1.28667840979e-13,122,0.166668531058,0.16666559696
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171858060999000.0,4480918.70182,-171858060999000.0,-171858057830000.0,-171858064167000.0,-171858063850000.0,-171858058147000.0,2.0,20078632412300.0,0.166693548387,0.0046303984219,1.28667840979e-13,114,0.166668531058,0.16666559696
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175400667751000.0,966017.464652,-175400667751000.0,-175400667067000.0,-175400668434000.0,-175400668365000.0,-175400667136000.0,2.0,933189742012.0,0.166693548387,0.00231515746028,1.28667840979e-13,57,0.16666231642,0.0833344030397
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175401175254000.0,7198506.83861,-175401175254000.0,-175401170164000.0,-175401180344000.0,-175401179835000.0,-175401170673000.0,2.0,51818500705500.0,0.166693548387,0.00463031492056,1.28667840979e-13,81,0.16666231642,0.166668806079
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175461091326000.0,1786250.54745,-175461091326000.0,-175461090063000.0,-175461092589000.0,-175461092463000.0,-175461090190000.0,2.0,3190691018270.0,0.166612903226,0.0046279856958,1.28667840979e-13,73,0.16666231642,0.16666559696
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175461539296000.0,8112789.87418,-175461539296000.0,-175461533559000.0,-175461545032000.0,-175461544459000.0,-175461534133000.0,2.0,65817359542600.0,0.0833064516129,0.0023139928479,1.28667840979e-13,97,0.16666231642,0.16666559696
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175514100296000.0,1075288.22234,-175514100296000.0,-175514099536000.0,-175514101056000.0,-175514100980000.0,-175514099612000.0,2.0,1156244761110.0,0.166693548387,0.00463022576632,1.28667840979e-13,65,0.16666231642,0.16666559696
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175514578851000.0,3921899.94589,-175514578851000.0,-175514576078000.0,-175514581624000.0,-175514581347000.0,-175514576355000.0,2.0,15381299185600.0,0.166693548387,0.00463022576632,1.28667840979e-13,89,0.16666231642,0.16666559696
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179056464197000.0,182312.965743,-179056464197000.0,-179056464069000.0,-179056464326000.0,-179056464313000.0,-179056464081000.0,2.0,33238017478.0,0.166693548387,0.00115753988189,1.28667840979e-13,8,0.0833283616224,0.0833344030397
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179056968867000.0,3679651.54872,-179056968867000.0,-179056966265000.0,-179056971468000.0,-179056971208000.0,-179056966525000.0,2.0,13539835520000.0,0.166693548387,0.00231507976377,1.28667840979e-13,32,0.0833283616224,0.166668806079
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179116880948000.0,437332.3743,-179116880948000.0,-179116880639000.0,-179116881257000.0,-179116881226000.0,-179116880670000.0,2.0,191259605611.0,0.166612903226,0.00231391519047,1.28667840979e-13,24,0.0833283616224,0.16666559696
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179117330789000.0,5123455.60743,-179117330789000.0,-179117327166000.0,-179117334411000.0,-179117334049000.0,-179117327528000.0,2.0,26249797361300.0,0.0833064516129,0.00115695759524,1.28667840979e-13,48,0.0833283616224,0.16666559696
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179169897946000.0,419201.979654,-179169897946000.0,-179169897649000.0,-179169898242000.0,-179169898212000.0,-179169897679000.0,2.0,175730299746.0,0.166693548387,0.00231503518814,1.28667840979e-13,16,0.0833283616224,0.16666559696
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-179170376047000.0,3557219.36831,-179170376047000.0,-179170373532000.0,-179170378562000.0,-179170378311000.0,-179170373783000.0,2.0,12653809634300.0,0.166693548387,0.00231503518814,1.28667840979e-13,40,0.0833283616224,0.16666559696
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-350863316487000.0,630785.917866,-350863316487000.0,-350863316041000.0,-350863316933000.0,-350863316888000.0,-350863316085000.0,2.0,397890874178.0,0.166693548387,0.0046303984219,1.28667840979e-13,129,0.166668531058,0.16666559696
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-350916334220000.0,1498738.94148,-350916334220000.0,-350916333160000.0,-350916335279000.0,-350916335173000.0,-350916333266000.0,2.0,2246218414710.0,0.166612903226,0.00462815826785,1.28667840979e-13,121,0.166668531058,0.16666559696
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-350976237664000.0,1176519.70627,-350976237664000.0,-350976236832000.0,-350976238496000.0,-350976238413000.0,-350976236916000.0,2.0,1384198619230.0,0.166693548387,0.00231524378974,1.28667840979e-13,113,0.166668531058,0.0833344030397
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-350976740264000.0,1107817.12302,-350976740264000.0,-350976739481000.0,-350976741048000.0,-350976740969000.0,-350976739559000.0,2.0,1227258778050.0,0.166693548387,0.00463048757948,1.28667840979e-13,137,0.166668531058,0.166668806079
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-354519355664000.0,4613233.22982,-354519355664000.0,-354519352402000.0,-354519358926000.0,-354519358600000.0,-354519352728000.0,2.0,21281920832700.0,0.166693548387,0.00463022576632,1.28667840979e-13,80,0.16666231642,0.16666559696
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-354572373674000.0,6979088.77598,-354572373674000.0,-354572368739000.0,-354572378609000.0,-354572378116000.0,-354572369233000.0,2.0,48707680143000.0,0.166612903226,0.0046279856958,1.28667840979e-13,72,0.16666231642,0.16666559696
720.0,-47.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-354572851246000.0,552595.50841,-354572851246000.0,-354572850855000.0,-354572851637000.0,-354572851598000.0,-354572850895000.0,2.0,305361795915.0,0.0833064516129,0.0023139928479,1.28667840979e-13,96,0.16666231642,0.16666559696
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-354632281205000.0,487517.687105,-354632281205000.0,-354632280861000.0,-354632281550000.0,-354632281516000.0,-354632280895000.0,2.0,237673495240.0,0.166693548387,0.00231515746028,1.28667840979e-13,64,0.16666231642,0.0833344030397
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-354632777088000.0,1892152.11811,-354632777088000.0,-354632775750000.0,-354632778426000.0,-354632778292000.0,-354632775884000.0,2.0,3580239638060.0,0.166693548387,0.00463031492056,1.28667840979e-13,88,0.16666231642,0.166668806079
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358175155800000.0,1286798.62145,-358175155800000.0,-358175154890000.0,-358175156710000.0,-358175156619000.0,-358175154981000.0,2.0,1655850692170.0,0.166693548387,0.00231503518814,1.28667840979e-13,31,0.0833283616224,0.16666559696
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358228172411000.0,1187043.13455,-358228172411000.0,-358228171571000.0,-358228173250000.0,-358228173166000.0,-358228171655000.0,2.0,1409071403280.0,0.166612903226,0.00231391519047,1.28667840979e-13,23,0.0833283616224,0.16666559696
720.0,-47.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358228643025000.0,2691774.0547,-358228643025000.0,-358228641122000.0,-358228644929000.0,-358228644738000.0,-358228641312000.0,2.0,7245647561550.0,0.0833064516129,0.00115695759524,1.28667840979e-13,47,0.0833283616224,0.16666559696
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358288074135000.0,3100704.15931,-358288074135000.0,-358288071942000.0,-358288076328000.0,-358288076108000.0,-358288072162000.0,2.0,9614366283550.0,0.166693548387,0.00115753988189,1.28667840979e-13,15,0.0833283616224,0.0833344030397
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358288571600000.0,3812619.44338,-358288571600000.0,-358288568904000.0,-358288574296000.0,-358288574026000.0,-358288569174000.0,2.0,14536067020100.0,0.166693548387,0.00231507976377,1.28667840979e-13,39,0.0833283616224,0.166668806079
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-529974602974000.0,872391.002551,-529974602974000.0,-529974602358000.0,-529974603591000.0,-529974603530000.0,-529974602419000.0,2.0,761066061332.0,0.166693548387,0.0046303984219,1.28667840979e-13,128,0.166668531058,0.16666559696
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-530034509393000.0,2278206.96479,-530034509393000.0,-530034507782000.0,-530034511004000.0,-530034510843000.0,-530034507944000.0,2.0,5190226974420.0,0.166612903226,0.00231412369115,1.28667840979e-13,120,0.166668531058,0.0833344030397
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-533630636355000.0,5170052.06606,-533630636355000.0,-533630632699000.0,-533630640011000.0,-533630639645000.0,-533630633065000.0,2.0,26729438365800.0,0.166693548387,0.00463022576632,1.28667840979e-13,79,0.16666231642,0.16666559696
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-533690552096000.0,5018119.61172,-533690552096000.0,-533690548548000.0,-533690555644000.0,-533690555289000.0,-533690548902000.0,2.0,25181524437500.0,0.166612903226,0.00231403740345,1.28667840979e-13,71,0.16666231642,0.0833344030397
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-533691034481000.0,194553.182999,-533691034481000.0,-533691034343000.0,-533691034618000.0,-533691034605000.0,-533691034357000.0,2.0,37850941015.0,0.0833064516129,0.00231403740345,1.28667840979e-13,95,0.16666231642,0.166668806079
720.0,-150.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-533750969883000.0,1703655.70244,-533750969883000.0,-533750968678000.0,-533750971087000.0,-533750970967000.0,-533750968798000.0,2.0,2902442752440.0,0.166693548387,0.00463022576632,1.28667840979e-13,87,0.16666231642,0.16666559696
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537286436874000.0,1932739.16346,-537286436874000.0,-537286435507000.0,-537286438241000.0,-537286438104000.0,-537286435644000.0,2.0,3735480673990.0,0.166693548387,0.00231503518814,1.28667840979e-13,30,0.0833283616224,0.16666559696
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346346774000.0,2157764.05254,-537346346774000.0,-537346345248000.0,-537346348299000.0,-537346348147000.0,-537346345401000.0,2.0,4655945706420.0,0.166612903226,0.00115697987227,1.28667840979e-13,22,0.0833283616224,0.0833344030397
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537346831752000.0,8611269.68303,-537346831752000.0,-537346825663000.0,-537346837841000.0,-537346837232000.0,-537346826272000.0,2.0,74153965554000.0,0.0833064516129,0.00115697987227,1.28667840979e-13,46,0.0833283616224,0.166668806079
720.0,-150.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-537406756406000.0,2530926.84,-537406756406000.0,-537406754617000.0,-537406758196000.0,-537406758017000.0,-537406754796000.0,2.0,6405590669420.0,0.166693548387,0.00231503518814,1.28667840979e-13,38,0.0833283616224,0.16666559696
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-709092773483000.0,7150137.81796,-709092773483000.0,-709092768427000.0,-709092778539000.0,-709092778033000.0,-709092768933000.0,2.0,51124470815900.0,0.166693548387,0.00231524378974,1.28667840979e-13,127,0.166668531058,0.0833344030397
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-709206206222000.0,2810414.64016,-709206206222000.0,-709206204235000.0,-709206208209000.0,-709206208011000.0,-709206204434000.0,2.0,7898430449600.0,0.166693548387,0.0046303984219,1.28667840979e-13,135,0.166668531058,0.16666559696
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-712748819511000.0,6623553.1883,-712748819511000.0,-712748814828000.0,-712748824195000.0,-712748823727000.0,-712748815296000.0,2.0,43871456838300.0,0.166693548387,0.00231515746028,1.28667840979e-13,78,0.16666231642,0.0833344030397
720.0,-47.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-712809219653000.0,11257933.2419,-712809219653000.0,-712809211693000.0,-712809227614000.0,-712809226818000.0,-712809212489000.0,2.0,126741060879000.0,0.0833064516129,0.0023139928479,1.28667840979e-13,94,0.16666231642,0.16666559696
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-712862244594000.0,9614562.01649,-712862244594000.0,-712862237796000.0,-712862251393000.0,-712862250713000.0,-712862238476000.0,2.0,92439802769000.0,0.166693548387,0.00463022576632,1.28667840979e-13,86,0.16666231642,0.16666559696
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716404610191000.0,1116746.46745,-716404610191000.0,-716404609402000.0,-716404610981000.0,-716404610902000.0,-716404609481000.0,2.0,1247122672560.0,0.166693548387,0.00115753988189,1.28667840979e-13,29,0.0833283616224,0.0833344030397
720.0,-47.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716465017368000.0,8147433.62075,-716465017368000.0,-716465011607000.0,-716465023129000.0,-716465022553000.0,-716465012183000.0,2.0,66380674604500.0,0.0833064516129,0.00115695759524,1.28667840979e-13,45,0.0833283616224,0.16666559696
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716518039495000.0,2651671.81943,-716518039495000.0,-716518037620000.0,-716518041370000.0,-716518041182000.0,-716518037807000.0,2.0,7031363437960.0,0.166693548387,0.00231503518814,1.28667840979e-13,37,0.0833283616224,0.16666559696
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-888324386871000.0,1842370.96102,-888324386871000.0,-888324385568000.0,-888324388174000.0,-888324388044000.0,-888324385699000.0,2.0,3394330758020.0,0.166693548387,0.00231524378974,1.28667840979e-13,134,0.166668531058,0.0833344030397
720.0,-47.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-891920510337000.0,999214.006708,-891920510337000.0,-891920509631000.0,-891920511044000.0,-891920510973000.0,-891920509701000.0,2.0,998428631202.0,0.0833064516129,0.0023139928479,1.28667840979e-13,93,0.16666231642,0.16666559696
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-891980416947000.0,3753122.77171,-891980416947000.0,-891980414293000.0,-891980419600000.0,-891980419335000.0,-891980414558000.0,2.0,14085930539500.0,0.166693548387,0.00231515746028,1.28667840979e-13,85,0.16666231642,0.0833344030397
720.0,-47.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-895576303024000.0,1125028.01368,-895576303024000.0,-895576302228000.0,-895576303819000.0,-895576303740000.0,-895576302308000.0,2.0,1265688031570.0,0.0833064516129,0.00115695759524,1.28667840979e-13,44,0.0833283616224,0.16666559696
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-895636223765000.0,7294424.37088,-895636223765000.0,-895636218607000.0,-895636228923000.0,-895636228407000.0,-895636219122000.0,2.0,53208626902500.0,0.166693548387,0.00115753988189,1.28667840979e-13,36,0.0833283616224,0.0833344030397
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1071038683250000.0,1794145.30627,-1071038683250000.0,-1071038681980000.0,-1071038684520000.0,-1071038684390000.0,-1071038682110000.0,2.0,3218957380020.0,0.0833064516129,0.00115701870173,1.28667840979e-13,92,0.16666231642,0.0833344030397
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074694475620000.0,6723479.57408,-1074694475620000.0,-1074694470860000.0,-1074694480370000.0,-1074694479890000.0,-1074694471340000.0,2.0,45205177583000.0,0.0833064516129,0.000578489936133,1.28667840979e-13,43,0.0833283616224,0.0833344030397
