smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,prefix
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1153265408.48,2120423.0602,-1153558189.8,-1150433675.79,-1155511578.53,-1155271936.31,-1150848986.81,4.0,4496193954230.0,0.124990974078,0.125001984106,0.00195655946116,1.7334191682000001e-13,0.125226860254,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143529886674.0,625.0161738,-143529886806.0,-143529885834.0,-143529887249.0,-143529887216.0,-143529885946.0,4.0,390645.217511,0.124990974078,0.124994709051,0.00195644559034,1.7334191682000001e-13,0.125226860254,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508849475955.0,900033.687081,-508849373987.0,-508848485855.0,-508850669990.0,-508850481747.0,-508848612917.0,4.0,810060637881.0,0.250018051845,0.124994709051,0.00779855422245,1.7334191682000001e-13,0.249546279492,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-193761994466000.0,1282025.80253,-193761994332000.0,-193761993115000.0,-193761996087000.0,-193761995894000.0,-193761993227000.0,4.0,1643590158360.0,0.250018051845,0.125001984106,0.00779900812097,1.7334191682000001e-13,0.249546279492,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194065837185000.0,5006707.28549,-194065837310000.0,-194065831188000.0,-194065842933000.0,-194065842353000.0,-194065831843000.0,4.0,25067117842600.0,0.250018051845,0.125001984106,0.0078273681505,1.7334191682000001e-13,0.250453720508,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194431145337000.0,2821018.70466,-194431145766000.0,-194431141518000.0,-194431148299000.0,-194431147959000.0,-194431142114000.0,4.0,7958146532010.0,0.249981948155,0.125001984106,0.00391311892231,1.7334191682000001e-13,0.125226860254,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194941359597000.0,382018.077873,-194941359688000.0,-194941359096000.0,-194941359916000.0,-194941359910000.0,-194941359157000.0,4.0,145937811822.0,0.124990974078,0.125001984106,0.0038989409552,1.7334191682000001e-13,0.249546279492,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198354197743000.0,1162266.51255,-198354197645000.0,-198354196464000.0,-198354199218000.0,-198354199032000.0,-198354196591000.0,4.0,1350863446200.0,0.250018051845,0.250003306843,0.0155979749784,1.7334191682000001e-13,0.249546279492,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198658041389000.0,2205492.17209,-198658040960000.0,-198658039231000.0,-198658044405000.0,-198658043961000.0,-198658039418000.0,4.0,4864195721150.0,0.250018051845,0.250003306843,0.0156546948874,1.7334191682000001e-13,0.250453720508,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199023338008000.0,2771999.60305,-199023337633000.0,-199023335258000.0,-199023341508000.0,-199023341109000.0,-199023335432000.0,4.0,7683981799300.0,0.249981948155,0.250003306843,0.00782621714084,1.7334191682000001e-13,0.125226860254,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199533563682000.0,1407143.0072,-199533563489000.0,-199533562480000.0,-199533565270000.0,-199533565149000.0,-199533562486000.0,4.0,1980051442720.0,0.124990974078,0.250003306843,0.00779786128164,1.7334191682000001e-13,0.249546279492,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202946376078000.0,2177404.93356,-202946375896000.0,-202946373607000.0,-202946378915000.0,-202946378467000.0,-202946373946000.0,4.0,4741092244670.0,0.250018051845,0.250003306843,0.0155979749784,1.7334191682000001e-13,0.249546279492,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203250218700000.0,2627020.63249,-203250218186000.0,-203250216189000.0,-203250222240000.0,-203250221755000.0,-203250216366000.0,4.0,6901237403520.0,0.250018051845,0.250003306843,0.0156546948874,1.7334191682000001e-13,0.250453720508,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203615525217000.0,3176036.00026,-203615525133000.0,-203615522228000.0,-203615528374000.0,-203615528246000.0,-203615522307000.0,4.0,10087204674900.0,0.249981948155,0.250003306843,0.00782621714084,1.7334191682000001e-13,0.125226860254,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204125743873000.0,515408.054916,-204125743861000.0,-204125743326000.0,-204125744441000.0,-204125744399000.0,-204125743362000.0,4.0,265645463072.0,0.124990974078,0.250003306843,0.00779786128164,1.7334191682000001e-13,0.249546279492,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207538580348000.0,801985.546032,-207538580231000.0,-207538579520000.0,-207538581411000.0,-207538581265000.0,-207538579595000.0,4.0,643180816044.0,0.250018051845,0.249996693157,0.0155975623434,1.7334191682000001e-13,0.249546279492,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207842423244000.0,1567089.14779,-207842423505000.0,-207842421155000.0,-207842424808000.0,-207842424682000.0,-207842421439000.0,4.0,2455768397120.0,0.250018051845,0.249996693157,0.0156542807519,1.7334191682000001e-13,0.250453720508,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208207725699000.0,5412776.98813,-208207725732000.0,-208207719191000.0,-208207732142000.0,-208207731393000.0,-208207719959000.0,4.0,29298154723300.0,0.249981948155,0.249996693157,0.00782601010299,1.7334191682000001e-13,0.125226860254,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208717945893000.0,702429.610249,-208717945928000.0,-208717945022000.0,-208717946691000.0,-208717946607000.0,-208717945128000.0,4.0,493407357355.0,0.124990974078,0.249996693157,0.00779765499392,1.7334191682000001e-13,0.249546279492,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130516929000.0,2454041.30746,-212130517420000.0,-212130513632000.0,-212130519243000.0,-212130519093000.0,-212130514076000.0,4.0,6022318738730.0,0.250018051845,0.124994709051,0.00779855422245,1.7334191682000001e-13,0.249546279492,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434361464000.0,4010313.09681,-212434362746000.0,-212434355806000.0,-212434364559000.0,-212434364482000.0,-212434356653000.0,4.0,16082611134500.0,0.250018051845,0.124994709051,0.00782691260144,1.7334191682000001e-13,0.250453720508,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799663574000.0,4630716.23871,-212799663979000.0,-212799657814000.0,-212799668523000.0,-212799668108000.0,-212799658472000.0,4.0,21443532883400.0,0.249981948155,0.124994709051,0.00391289118068,1.7334191682000001e-13,0.125226860254,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309882555000.0,1144319.39518,-213309882593000.0,-213309881135000.0,-213309883899000.0,-213309883737000.0,-213309881320000.0,4.0,1309466878180.0,0.124990974078,0.124994709051,0.00389871403872,1.7334191682000001e-13,0.249546279492,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406563026696000.0,3371081.79394,-406563026302000.0,-406563023505000.0,-406563030674000.0,-406563030314000.0,-406563023629000.0,4.0,11364192461400.0,0.124990974078,0.125001984106,0.0038989409552,1.7334191682000001e-13,0.249546279492,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406928343523000.0,1285452.29209,-406928343332000.0,-406928342186000.0,-406928345242000.0,-406928344995000.0,-406928342318000.0,4.0,1652387595240.0,0.250018051845,0.125001984106,0.0078273681505,1.7334191682000001e-13,0.250453720508,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407232183372000.0,1735105.83657,-407232182823000.0,-407232181956000.0,-407232185888000.0,-407232185461000.0,-407232182053000.0,4.0,3010592264090.0,0.250018051845,0.125001984106,0.00391368407525,1.7334191682000001e-13,0.125226860254,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411155230369000.0,923871.40486,-411155230455000.0,-411155229166000.0,-411155231400000.0,-411155231278000.0,-411155229339000.0,4.0,853538372718.0,0.124990974078,0.250003306843,0.00779786128164,1.7334191682000001e-13,0.249546279492,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411520543983000.0,2775015.19913,-411520543464000.0,-411520541577000.0,-411520547427000.0,-411520547068000.0,-411520541625000.0,4.0,7700709355420.0,0.250018051845,0.250003306843,0.0156546948874,1.7334191682000001e-13,0.250453720508,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411824386218000.0,2072511.61582,-411824387059000.0,-411824383177000.0,-411824387576000.0,-411824387564000.0,-411824383694000.0,4.0,4295304397700.0,0.250018051845,0.250003306843,0.00782734744372,1.7334191682000001e-13,0.125226860254,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415747412563000.0,989717.946498,-415747412678000.0,-415747411247000.0,-415747413649000.0,-415747413506000.0,-415747411459000.0,4.0,979541613620.0,0.124990974078,0.250003306843,0.00779786128164,1.7334191682000001e-13,0.249546279492,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416112727542000.0,2932850.61176,-416112728483000.0,-416112723307000.0,-416112729894000.0,-416112729762000.0,-416112724003000.0,4.0,8601612710870.0,0.250018051845,0.250003306843,0.0156546948874,1.7334191682000001e-13,0.250453720508,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416416564857000.0,4584961.94515,-416416564426000.0,-416416559859000.0,-416416570716000.0,-416416569968000.0,-416416560349000.0,4.0,21021876038500.0,0.250018051845,0.250003306843,0.00782734744372,1.7334191682000001e-13,0.125226860254,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420339613379000.0,2544142.14264,-420339612670000.0,-420339611177000.0,-420339617000000.0,-420339616422000.0,-420339611330000.0,4.0,6472659241940.0,0.124990974078,0.249996693157,0.00779765499392,1.7334191682000001e-13,0.249546279492,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420704927765000.0,4163150.91305,-420704927530000.0,-420704923688000.0,-420704932314000.0,-420704932001000.0,-420704923859000.0,4.0,17331825524900.0,0.250018051845,0.249996693157,0.0156542807519,1.7334191682000001e-13,0.250453720508,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421008768907000.0,5089154.06157,-421008770751000.0,-421008761443000.0,-421008772684000.0,-421008772496000.0,-421008762738000.0,4.0,25899489062400.0,0.250018051845,0.249996693157,0.00782714037597,1.7334191682000001e-13,0.125226860254,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931548313000.0,3145632.43625,-424931546864000.0,-424931546511000.0,-424931553013000.0,-424931552132000.0,-424931546523000.0,4.0,9895003424000.0,0.124990974078,0.124994709051,0.00389871403872,1.7334191682000001e-13,0.249546279492,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425296863375000.0,3386591.9274,-425296863614000.0,-425296859169000.0,-425296867105000.0,-425296866755000.0,-425296859662000.0,4.0,11469004882700.0,0.250018051845,0.124994709051,0.00782691260144,1.7334191682000001e-13,0.250453720508,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600703602000.0,3158222.90757,-425600703413000.0,-425600699974000.0,-425600707607000.0,-425600707063000.0,-425600700404000.0,4.0,9974371933890.0,0.250018051845,0.124994709051,0.00391345630072,1.7334191682000001e-13,0.125226860254,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-619729373518000.0,2684759.86845,-619729373561000.0,-619729370223000.0,-619729376728000.0,-619729376325000.0,-619729370652000.0,4.0,7207935551240.0,0.124990974078,0.125001984106,0.00391311892231,1.7334191682000001e-13,0.250453720508,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620094684999000.0,2394443.22243,-620094685841000.0,-620094681481000.0,-620094686835000.0,-620094686707000.0,-620094682114000.0,4.0,5733358345460.0,0.250018051845,0.125001984106,0.00391368407525,1.7334191682000001e-13,0.125226860254,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624321576537000.0,4003910.07996,-624321577084000.0,-624321571179000.0,-624321580799000.0,-624321580326000.0,-624321571981000.0,4.0,16031295928400.0,0.124990974078,0.250003306843,0.00782621714084,1.7334191682000001e-13,0.250453720508,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624686888277000.0,6011098.13328,-624686890320000.0,-624686879508000.0,-624686892963000.0,-624686892682000.0,-624686881014000.0,4.0,36133300767900.0,0.250018051845,0.250003306843,0.00782734744372,1.7334191682000001e-13,0.125226860254,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-628913757004000.0,4330024.81812,-628913757348000.0,-628913752105000.0,-628913761216000.0,-628913761036000.0,-628913752491000.0,4.0,18749114925500.0,0.124990974078,0.250003306843,0.00782621714084,1.7334191682000001e-13,0.250453720508,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629279069717000.0,4354032.67076,-629279069610000.0,-629279065472000.0,-629279074175000.0,-629279073952000.0,-629279065631000.0,4.0,18957600498100.0,0.250018051845,0.250003306843,0.00782734744372,1.7334191682000001e-13,0.125226860254,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633505960812000.0,4420123.6245,-633505960595000.0,-633505956926000.0,-633505965134000.0,-633505964981000.0,-633505956948000.0,4.0,19537492855800.0,0.124990974078,0.249996693157,0.00782601010299,1.7334191682000001e-13,0.250453720508,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633871274057000.0,5229759.02723,-633871274200000.0,-633871269141000.0,-633871278685000.0,-633871278653000.0,-633871269260000.0,4.0,27350379482900.0,0.250018051845,0.249996693157,0.00782714037597,1.7334191682000001e-13,0.125226860254,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638097898872000.0,2468302.93295,-638097900011000.0,-638097895180000.0,-638097900284000.0,-638097900269000.0,-638097895879000.0,4.0,6092519368800.0,0.124990974078,0.124994709051,0.00391289118068,1.7334191682000001e-13,0.250453720508,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463206850000.0,5072002.35282,-638463206553000.0,-638463201064000.0,-638463213228000.0,-638463212406000.0,-638463201709000.0,4.0,25725207867000.0,0.250018051845,0.124994709051,0.00391345630072,1.7334191682000001e-13,0.125226860254,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-832895714306000.0,5745157.75624,-832895715312000.0,-832895706408000.0,-832895720190000.0,-832895719462000.0,-832895707740000.0,4.0,33006837644100.0,0.124990974078,0.125001984106,0.00195655946116,1.7334191682000001e-13,0.125226860254,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-837487918315000.0,3412083.5041,-837487918614000.0,-837487914446000.0,-837487921586000.0,-837487921460000.0,-837487914751000.0,4.0,11642313839000.0,0.124990974078,0.250003306843,0.00391310857042,1.7334191682000001e-13,0.125226860254,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842080100588000.0,2349833.82142,-842080100271000.0,-842080098532000.0,-842080103279000.0,-842080103063000.0,-842080098558000.0,4.0,5521718988270.0,0.124990974078,0.250003306843,0.00391310857042,1.7334191682000001e-13,0.125226860254,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846672305570000.0,3830943.13141,-846672305412000.0,-846672301199000.0,-846672310258000.0,-846672309711000.0,-846672301650000.0,4.0,14676125276100.0,0.124990974078,0.249996693157,0.00391300505149,1.7334191682000001e-13,0.125226860254,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264238487000.0,3716025.03576,-851264239046000.0,-851264233510000.0,-851264242345000.0,-851264241964000.0,-851264234227000.0,4.0,13808842066400.0,0.124990974078,0.124994709051,0.00195644559034,1.7334191682000001e-13,0.125226860254,5
