smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1553272819.18,591188.860111,-1553332976.69,-1552518260.72,-1553907062.61,-1553848942.26,-1552612475.58,4.0,349504268319.0,0.00291632308389,9.8243970108e-13,274,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1555939537.73,874342.58146,-1556009765.97,-1554803260.27,-1556935358.71,-1556799472.46,-1554981283.47,4.0,764474949754.0,0.00291327416226,9.8243970108e-13,333,0.142763157895,0.142857142857,0.142844410537
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1556978726.73,938790.536847,-1556643519.75,-1556301280.2,-1558326587.23,-1558114319.53,-1556312423.71,4.0,881327672074.0,0.00291632308389,9.8243970108e-13,299,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1560535958.06,624461.501459,-1560513854.17,-1559834054.5,-1561282069.39,-1561203507.22,-1559899354.34,4.0,389952166804.0,0.00145645531051,9.8243970108e-13,325,0.142763157895,0.142857142857,0.0714132926442
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1567808989.0,833516.809051,-1567881548.9,-1566739798.97,-1568733059.23,-1568634697.42,-1566881696.72,4.0,694750270971.0,0.00291632308389,9.8243970108e-13,358,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1569233616.47,361377.216882,-1569253434.36,-1568798906.82,-1569628690.36,-1569595135.53,-1568844352.38,4.0,130593492881.0,0.00145779766563,9.8243970108e-13,258,0.142894736842,0.142857142857,0.0714132926442
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1572054633.85,1031740.40488,-1572337966.56,-1570592018.93,-1572950583.34,-1572890676.73,-1570821925.17,4.0,1064488263070.0,0.00291632308389,9.8243970108e-13,282,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1574876396.14,1435545.881,-1575168912.82,-1573042670.47,-1576125088.45,-1576092370.92,-1573250898.0,4.0,2060791976470.0,0.00291363770352,9.8243970108e-13,341,0.142763157895,0.142857142857,0.142862235785
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1575724088.11,521464.936746,-1575709234.94,-1575129270.26,-1576348612.3,-1576281066.62,-1575187904.04,4.0,271925680256.0,0.00291632308389,9.8243970108e-13,307,0.142894736842,0.142857142857,0.142862235785
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1586881494.31,764475.491022,-1586947511.0,-1585976113.87,-1587654841.37,-1587609373.42,-1586061191.84,4.0,584422776374.0,0.00291632308389,9.8243970108e-13,366,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1589618311.72,1467951.45489,-1589063317.57,-1588616407.67,-1591730204.08,-1591395958.23,-1588617657.02,4.0,2154881473920.0,0.00145797960379,9.8243970108e-13,265,0.0714473684211,0.142857142857,0.142844410537
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1590883565.1,1382506.32955,-1590806270.41,-1589606856.48,-1592314863.11,-1592240193.84,-1589635148.93,4.0,1911323751240.0,0.00291632308389,9.8243970108e-13,290,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1593592132.64,809423.94101,-1593632697.55,-1592749917.29,-1594353218.18,-1594332193.89,-1592795280.52,4.0,655167116279.0,0.00291363770352,9.8243970108e-13,349,0.142763157895,0.142857142857,0.142862235785
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1594028570.25,1111256.88305,-1594242517.6,-1592678335.18,-1594950910.63,-1594947447.22,-1592810166.99,4.0,1234891860120.0,0.00145816154194,9.8243970108e-13,315,0.142894736842,0.142857142857,0.0714311178926
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1604842490.22,1526955.75194,-1604259905.29,-1603758476.36,-1607091673.92,-1606697292.02,-1603803307.31,4.0,2331593868380.0,0.00291327416226,9.8243970108e-13,332,0.142763157895,0.142857142857,0.142844410537
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1607071367.9,1125752.79895,-1607021053.93,-1606024545.23,-1608218818.51,-1608163952.31,-1606049223.04,4.0,1267319364340.0,0.00145816154194,9.8243970108e-13,273,0.0714473684211,0.142857142857,0.142862235785
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1608642505.95,1290747.47251,-1608809945.14,-1606970969.48,-1609979164.05,-1609867537.94,-1607183059.09,4.0,1666029037780.0,0.00291632308389,9.8243970108e-13,298,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1611290712.68,1116083.73047,-1611230082.14,-1610055505.32,-1612647181.14,-1612498593.76,-1610167714.37,4.0,1245642893430.0,0.00291363770352,9.8243970108e-13,357,0.142763157895,0.142857142857,0.142862235785
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1624031345.93,544632.263901,-1623866671.9,-1623600905.47,-1624791134.47,-1624681138.28,-1623612097.23,4.0,296624302882.0,0.00291363770352,9.8243970108e-13,340,0.142763157895,0.142857142857,0.142862235785
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1624811324.19,901600.625146,-1624690702.1,-1623910052.9,-1625953839.65,-1625821676.1,-1623969843.2,4.0,812883687264.0,0.00145645531051,9.8243970108e-13,324,0.142763157895,0.142857142857,0.0714132926442
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1625940210.13,1040186.15663,-1625929801.1,-1624868865.15,-1627032373.17,-1626967897.61,-1624927095.29,4.0,1081987240450.0,0.00145816154194,9.8243970108e-13,281,0.0714473684211,0.142857142857,0.142862235785
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1626886083.35,1262029.04878,-1627120525.78,-1625238704.15,-1628064577.68,-1628002732.55,-1625441214.74,4.0,1592717319950.0,0.00291632308389,9.8243970108e-13,306,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1629694551.24,1106717.66545,-1629379795.74,-1628837760.0,-1631180853.46,-1630988140.75,-1628841619.42,4.0,1224823991020.0,0.00291363770352,9.8243970108e-13,365,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1632411844.99,494222.865033,-1632465171.34,-1631848405.93,-1632868631.33,-1632855660.67,-1631893372.4,4.0,244256240321.0,0.000728898832816,9.8243970108e-13,257,0.0714473684211,0.142857142857,0.0714132926442
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1643918459.19,1343314.67529,-1644248991.3,-1642041666.34,-1645134187.83,-1645048201.68,-1642325971.76,4.0,1804494316860.0,0.00291363770352,9.8243970108e-13,348,0.142763157895,0.142857142857,0.142862235785
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1645386166.05,576462.411649,-1645302332.01,-1644789238.85,-1646150761.34,-1646045219.09,-1644844480.66,4.0,332308912044.0,0.00145816154194,9.8243970108e-13,314,0.142894736842,0.142857142857,0.0714311178926
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1645486144.09,1155128.03732,-1645440251.1,-1644455280.28,-1646608793.9,-1646570814.82,-1644465723.57,4.0,1334320782610.0,0.00145816154194,9.8243970108e-13,289,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1660084186.25,1463772.3559,-1660359776.22,-1658222923.88,-1661394268.65,-1661350103.67,-1658432442.85,4.0,2142629509890.0,0.00291595920758,9.8243970108e-13,331,0.142894736842,0.142857142857,0.142844410537
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1661764314.74,2067995.48758,-1661639770.19,-1659672415.09,-1664105303.5,-1663917416.79,-1659785575.07,4.0,4276605336670.0,0.00291363770352,9.8243970108e-13,356,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1664212220.53,768794.606065,-1664160396.55,-1663432792.07,-1665095296.95,-1665020482.47,-1663476512.16,4.0,591045146314.0,0.00145816154194,9.8243970108e-13,297,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1679152861.61,1017074.55912,-1679176221.26,-1678090604.21,-1680168399.73,-1680122545.65,-1678150474.08,4.0,1034440658810.0,0.00291632308389,9.8243970108e-13,339,0.142894736842,0.142857142857,0.142862235785
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1680859381.72,2054445.06236,-1681356948.5,-1678225952.77,-1682497677.1,-1682495879.49,-1678526290.45,4.0,4220744514240.0,0.00291363770352,9.8243970108e-13,364,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1680981087.78,512354.25584,-1680973531.8,-1680459984.67,-1681517302.85,-1681486419.82,-1680486334.12,4.0,262506883477.0,0.00145816154194,9.8243970108e-13,305,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1689812589.67,766211.935614,-1690033499.68,-1688706986.72,-1690476372.63,-1690412695.38,-1688903209.96,4.0,587080730278.0,0.00145779766563,9.8243970108e-13,323,0.142894736842,0.142857142857,0.0714132926442
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1697596897.65,1898846.20073,-1698219573.76,-1694862782.06,-1699085661.03,-1699018461.14,-1695303587.62,4.0,3605616894040.0,0.00291632308389,9.8243970108e-13,347,0.142894736842,0.142857142857,0.142862235785
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1698666971.36,611506.012718,-1698654168.89,-1698063249.59,-1699296298.09,-1699263703.02,-1698088163.17,4.0,373939603590.0,0.00291363770352,9.8243970108e-13,372,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1700760411.27,431491.755135,-1700719707.15,-1700324367.04,-1701277863.71,-1701227233.87,-1700350574.41,4.0,186185134750.0,0.000729080770972,9.8243970108e-13,313,0.0714473684211,0.142857142857,0.0714311178926
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1715855931.55,781253.933211,-1715490115.48,-1715416880.02,-1717026615.23,-1716797497.72,-1715426507.89,4.0,610357708157.0,0.00291632308389,9.8243970108e-13,355,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1717292988.09,1611147.06304,-1717240823.12,-1715831442.77,-1718858863.34,-1718805711.92,-1715853295.22,4.0,2595794858760.0,0.00291595920758,9.8243970108e-13,330,0.142894736842,0.142857142857,0.142844410537
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1734693309.67,642069.396516,-1734969385.14,-1733739685.62,-1735094782.79,-1735088408.01,-1733911705.69,4.0,412253109942.0,0.00291632308389,9.8243970108e-13,363,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1734715626.48,1144212.02736,-1735138142.18,-1733033545.33,-1735552676.21,-1735511861.29,-1733327869.67,4.0,1309221163560.0,0.00291632308389,9.8243970108e-13,338,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1753412438.49,1229846.89465,-1753628813.17,-1751731049.21,-1754661078.43,-1754531730.38,-1751990222.07,4.0,1512523384270.0,0.00291632308389,9.8243970108e-13,346,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1753789847.69,766479.21441,-1753832778.29,-1752897986.1,-1754595848.1,-1754540797.03,-1752978795.53,4.0,587490386123.0,0.00145779766563,9.8243970108e-13,322,0.142894736842,0.142857142857,0.0714132926442
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1754520587.99,739417.21643,-1754380591.65,-1753789644.38,-1755531524.3,-1755381320.49,-1753855850.38,4.0,546737819953.0,0.00291632308389,9.8243970108e-13,371,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1773319589.89,860823.007864,-1773263539.51,-1772327921.97,-1774423358.57,-1774262399.85,-1772455250.47,4.0,741016250869.0,0.00291632308389,9.8243970108e-13,354,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1775033894.93,2045505.7339,-1775655234.57,-1772115478.93,-1776709631.66,-1776623010.44,-1772574903.94,4.0,4184093707420.0,0.00145797960379,9.8243970108e-13,329,0.0714473684211,0.142857142857,0.142844410537
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1790259999.47,278039.509478,-1790318203.12,-1789871658.31,-1790531933.31,-1790501956.86,-1789936556.95,4.0,77305968830.6,0.00291632308389,9.8243970108e-13,362,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1794096470.35,1007840.45782,-1793942708.89,-1793050752.02,-1795449711.6,-1795252738.24,-1793155468.51,4.0,1015742388410.0,0.00145816154194,9.8243970108e-13,337,0.0714473684211,0.142857142857,0.142862235785
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1809701871.03,888081.950795,-1809493502.88,-1808863414.08,-1810957064.27,-1810740364.14,-1808955093.32,4.0,788689551328.0,0.00291632308389,9.8243970108e-13,370,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1810836163.75,630487.866236,-1810636211.69,-1810321843.23,-1811750388.37,-1811595001.68,-1810357258.69,4.0,397514949470.0,0.00145816154194,9.8243970108e-13,345,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1818044330.58,685862.815,-1818268356.73,-1817049792.48,-1818590816.38,-1818558566.4,-1817216458.15,4.0,470407800999.0,0.000728898832816,9.8243970108e-13,321,0.0714473684211,0.142857142857,0.0714132926442
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1829303234.11,1633110.11751,-1829034108.79,-1827735708.1,-1831409010.78,-1831156961.03,-1827826282.65,4.0,2667048655930.0,0.00145816154194,9.8243970108e-13,353,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1848343239.41,624054.326652,-1848177230.59,-1847843974.14,-1849174522.33,-1849069034.24,-1847849856.94,4.0,389443802613.0,0.00145816154194,9.8243970108e-13,361,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1867731578.08,1383586.42531,-1867434009.68,-1866392765.05,-1869665527.94,-1869350143.19,-1866529608.75,4.0,1914311396310.0,0.00145816154194,9.8243970108e-13,369,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3187121394.1,0.0,-3187121394.1,-3187121394.1,-3187121394.1,-3187121394.1,-3187121394.1,4.0,0.0,0.000364449416408,9.8243970108e-13,1,0.0714473684211,0.0714285714286,0.0714132926442
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3205597453.24,0.0,-3205597453.24,-3205597453.24,-3205597453.24,-3205597453.24,-3205597453.24,4.0,0.0,0.000728989801894,9.8243970108e-13,9,0.0714473684211,0.0714285714286,0.142844410537
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3224078124.13,0.0,-3224078124.13,-3224078124.13,-3224078124.13,-3224078124.13,-3224078124.13,4.0,0.0,0.000729080770972,9.8243970108e-13,17,0.0714473684211,0.0714285714286,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3242558795.02,0.0,-3242558795.02,-3242558795.02,-3242558795.02,-3242558795.02,-3242558795.02,4.0,0.0,0.000729080770972,9.8243970108e-13,25,0.0714473684211,0.0714285714286,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3261039465.91,0.0,-3261039465.91,-3261039465.91,-3261039465.91,-3261039465.91,-3261039465.91,4.0,0.0,0.000729080770972,9.8243970108e-13,33,0.0714473684211,0.0714285714286,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3279520136.8,0.0,-3279520136.8,-3279520136.8,-3279520136.8,-3279520136.8,-3279520136.8,4.0,0.0,0.000729080770972,9.8243970108e-13,41,0.0714473684211,0.0714285714286,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3298000807.7,0.0,-3298000807.7,-3298000807.7,-3298000807.7,-3298000807.7,-3298000807.7,4.0,0.0,0.000729080770972,9.8243970108e-13,49,0.0714473684211,0.0714285714286,0.142862235785
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3316481478.59,0.0,-3316481478.59,-3316481478.59,-3316481478.59,-3316481478.59,-3316481478.59,3.0,0.0,0.000364540385486,9.8243970108e-13,57,0.0714473684211,0.0714285714286,0.0714311178926
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25648064351.6,197268.495462,-25648081536.9,-25647841647.9,-25648252684.7,-25648245713.7,-25647858930.1,4.0,38914859301.9,0.00145779766563,9.8243970108e-13,66,0.142894736842,0.142857142857,0.0714132926442
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25666327825.6,96672.7907236,-25666354416.6,-25666189065.9,-25666413403.3,-25666405266.2,-25666213157.6,4.0,9345628466.3,0.00291595920758,9.8243970108e-13,74,0.142894736842,0.142857142857,0.142844410537
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25684838582.6,339352.979377,-25684912344.9,-25684370263.3,-25685159377.1,-25685134117.8,-25684439780.0,4.0,115160444612.0,0.00291632308389,9.8243970108e-13,82,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25703242698.4,234140.023188,-25703305269.9,-25702927097.6,-25703433156.3,-25703429254.3,-25702968542.5,4.0,54821550458.4,0.00291632308389,9.8243970108e-13,90,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25721742222.5,210603.461776,-25721774081.2,-25721465682.9,-25721955044.6,-25721938109.0,-25721501733.8,4.0,44353818112.0,0.00291632308389,9.8243970108e-13,98,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25740295275.4,184148.912701,-25740260204.2,-25740119673.9,-25740541019.4,-25740508411.5,-25740131239.1,4.0,33910822048.8,0.00291632308389,9.8243970108e-13,106,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25758811915.5,116273.092904,-25758808926.3,-25758708951.5,-25758920857.7,-25758918326.1,-25758709689.7,4.0,13519432133.4,0.00291632308389,9.8243970108e-13,114,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-25777259054.3,226516.519751,-25777283831.8,-25776959732.2,-25777508821.5,-25777477926.9,-25777005493.3,4.0,51309733720.1,0.00145816154194,9.8243970108e-13,122,0.142894736842,0.142857142857,0.0714311178926
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48108011881.5,361364.628575,-48108040440.5,-48107618260.0,-48108348385.0,-48108339232.9,-48107644547.5,4.0,130584394785.0,0.00145779766563,9.8243970108e-13,131,0.142894736842,0.142857142857,0.0714132926442
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48126478948.3,557465.896007,-48126357623.2,-48125941564.4,-48127258982.5,-48127131737.3,-48125996014.5,4.0,310768225211.0,0.00291595920758,9.8243970108e-13,139,0.142894736842,0.142857142857,0.142844410537
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48144685674.4,280264.917572,-48144682899.4,-48144377815.2,-48144999083.6,-48144973554.8,-48144401679.1,4.0,78548424021.4,0.00291632308389,9.8243970108e-13,147,0.142894736842,0.142857142857,0.142862235785
