smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1065839249.26,318613.13298,-1065746626.71,-1065564507.67,-1066299235.94,-1066218225.31,-1065589944.78,4.0,101514328507.0,0.00145797960379,9.8243970108e-13,73,0.0714473684211,0.142857142857,0.142844410537
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1072756171.6,269176.384061,-1072721296.91,-1072510335.06,-1073071757.52,-1073044041.67,-1072517126.1,4.0,72455925735.9,0.000728898832816,9.8243970108e-13,65,0.0714473684211,0.142857142857,0.0714132926442
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1084448385.4,398065.319247,-1084404683.21,-1084016613.76,-1084967561.45,-1084896367.89,-1084061586.0,4.0,158455998387.0,0.00145816154194,9.8243970108e-13,81,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1103380455.23,563023.345091,-1103313065.0,-1102766309.54,-1104129381.37,-1104013504.6,-1102841752.17,4.0,316995287118.0,0.00145816154194,9.8243970108e-13,89,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1121719546.53,309668.847683,-1121822778.58,-1121273293.43,-1121959335.54,-1121949314.47,-1121345253.73,4.0,95894795225.0,0.00145816154194,9.8243970108e-13,97,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1139720599.09,669568.381696,-1139733616.91,-1139072539.69,-1140342622.86,-1140329050.4,-1139093922.84,4.0,448321817767.0,0.00145816154194,9.8243970108e-13,105,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1158328961.91,536671.687937,-1158144110.92,-1157922824.53,-1159104801.26,-1158978708.79,-1157938006.41,4.0,288016500633.0,0.00145816154194,9.8243970108e-13,113,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1176617808.99,174800.518462,-1176657665.24,-1176386773.28,-1176769132.22,-1176764133.5,-1176415685.74,4.0,30555221254.5,0.000729080770972,9.8243970108e-13,121,0.0714473684211,0.142857142857,0.0714311178926
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1190586372.19,457529.316853,-1190657032.03,-1189981473.16,-1191049951.53,-1191011472.24,-1190062348.35,4.0,209333075780.0,0.00291595920758,9.8243970108e-13,138,0.142894736842,0.142857142857,0.142844410537
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1196306694.6,343465.529288,-1196193151.5,-1196052973.9,-1196787501.51,-1196717491.54,-1196054858.0,4.0,117968569809.0,0.00145779766563,9.8243970108e-13,130,0.142894736842,0.142857142857,0.0714132926442
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1209044577.75,345114.925217,-1209151295.03,-1208547094.42,-1209328626.54,-1209310487.13,-1208629264.19,4.0,119104311608.0,0.00291632308389,9.8243970108e-13,146,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1227394211.45,381192.054926,-1227329915.26,-1227026223.51,-1227890791.79,-1227829321.48,-1227049116.1,4.0,145307382739.0,0.00291632308389,9.8243970108e-13,154,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1233961872.81,851045.208481,-1233664262.62,-1233340087.58,-1235178878.41,-1234989629.03,-1233350770.85,4.0,724277946878.0,0.00145797960379,9.8243970108e-13,137,0.0714473684211,0.142857142857,0.142844410537
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1246301778.57,355979.862063,-1246234290.61,-1245980557.98,-1246757975.09,-1246705350.69,-1245992689.6,4.0,126721662194.0,0.00291632308389,9.8243970108e-13,162,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1252540291.95,640482.818202,-1252729085.11,-1251657132.52,-1253045865.06,-1253035666.77,-1251780606.71,4.0,410218240412.0,0.00145816154194,9.8243970108e-13,145,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1260362036.72,306262.485071,-1260337778.44,-1260026515.94,-1260746074.06,-1260699887.48,-1260058147.55,4.0,93796709762.1,0.000728898832816,9.8243970108e-13,129,0.0714473684211,0.142857142857,0.0714132926442
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1264187198.0,999140.930656,-1264116506.31,-1263183849.19,-1265331930.2,-1265236288.36,-1263237076.02,4.0,998282599312.0,0.00291632308389,9.8243970108e-13,170,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1271531416.48,1085113.11472,-1271996538.69,-1269912969.82,-1272219618.71,-1272194865.86,-1270216795.99,4.0,1177470471740.0,0.00145816154194,9.8243970108e-13,153,0.0714473684211,0.142857142857,0.142862235785
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1282657810.49,394381.860722,-1282520404.82,-1282362220.87,-1283228211.42,-1283135507.09,-1282372481.81,4.0,155537052066.0,0.00291632308389,9.8243970108e-13,178,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1289923522.58,509902.977389,-1289834390.28,-1289466496.46,-1290558813.33,-1290491453.94,-1289480376.46,4.0,260001046350.0,0.00145816154194,9.8243970108e-13,161,0.0714473684211,0.142857142857,0.142862235785
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1300960742.61,493509.384124,-1300858317.46,-1300490141.79,-1301636193.71,-1301538478.05,-1300526402.37,4.0,243551512218.0,0.00145816154194,9.8243970108e-13,186,0.142894736842,0.142857142857,0.0714311178926
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1308860719.41,395972.422046,-1308714911.3,-1308575988.81,-1309437066.24,-1309341565.71,-1308584004.47,4.0,156794159021.0,0.00145816154194,9.8243970108e-13,169,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1313379143.5,502903.800968,-1313590833.71,-1312635690.75,-1313699215.82,-1313695482.8,-1312766437.9,4.0,252912233028.0,0.00291595920758,9.8243970108e-13,203,0.142894736842,0.142857142857,0.142844410537
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1319262201.25,873769.631612,-1318961176.48,-1318596673.38,-1320529778.66,-1320320362.45,-1318625474.73,4.0,763473369127.0,0.00145779766563,9.8243970108e-13,195,0.142894736842,0.142857142857,0.0714132926442
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1326278619.64,631718.330959,-1326104984.28,-1325765229.14,-1327139280.88,-1327022759.29,-1325777569.51,4.0,399068049669.0,0.00145816154194,9.8243970108e-13,177,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1332214505.69,430241.081023,-1332335202.13,-1331595497.06,-1332592121.42,-1332555761.32,-1331704275.03,4.0,185107387800.0,0.00291632308389,9.8243970108e-13,211,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1345087469.5,840145.067809,-1345264786.14,-1343979016.62,-1345841289.1,-1345808661.05,-1344118034.66,4.0,705843734964.0,0.000729080770972,9.8243970108e-13,185,0.0714473684211,0.142857142857,0.0714311178926
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1349607582.97,411878.531714,-1349517839.5,-1349232233.39,-1350162419.47,-1350088004.61,-1349252802.18,4.0,169643924887.0,0.00291632308389,9.8243970108e-13,219,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1358383980.1,897014.252537,-1358373802.08,-1357466465.02,-1359321851.21,-1359267893.09,-1357514316.33,4.0,804634569255.0,0.00291595920758,9.8243970108e-13,202,0.142894736842,0.142857142857,0.142844410537
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1368822245.28,532481.063217,-1368836676.56,-1368231701.39,-1369383926.6,-1369347578.48,-1368276708.27,4.0,283536082685.0,0.00291632308389,9.8243970108e-13,227,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1375287035.39,829064.391353,-1375483702.68,-1374128927.62,-1376051808.59,-1375992267.6,-1374306468.98,4.0,687347765009.0,0.00145645531051,9.8243970108e-13,261,0.142763157895,0.142857142857,0.0714132926442
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1378115898.38,169747.453449,-1378109472.48,-1377933922.88,-1378310725.69,-1378293651.88,-1377947141.15,4.0,28814197952.4,0.00291632308389,9.8243970108e-13,210,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1383504900.74,274677.317474,-1383437648.38,-1383263484.69,-1383880821.49,-1383828456.29,-1383275498.48,4.0,75447628734.7,0.00145779766563,9.8243970108e-13,194,0.142894736842,0.142857142857,0.0714132926442
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1387017679.0,433399.939866,-1386993470.68,-1386571788.09,-1387511986.57,-1387470825.13,-1386598424.54,4.0,187835507876.0,0.00291632308389,9.8243970108e-13,235,0.142894736842,0.142857142857,0.142862235785
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1393765581.76,555670.594064,-1393696758.72,-1393165726.08,-1394503083.53,-1394394274.85,-1393233240.93,4.0,308769809108.0,0.00291327416226,9.8243970108e-13,269,0.142763157895,0.142857142857,0.142844410537
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1396881576.55,668428.018422,-1396655839.49,-1396362301.78,-1397852325.43,-1397690110.34,-1396389074.63,4.0,446796015812.0,0.00291632308389,9.8243970108e-13,218,0.142894736842,0.142857142857,0.142862235785
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1405149026.47,539573.875803,-1404984404.73,-1404708568.34,-1405918728.08,-1405797781.72,-1404730741.65,4.0,291139967449.0,0.00291632308389,9.8243970108e-13,243,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1408308776.37,1090077.18114,-1408816014.06,-1406676057.97,-1408927019.39,-1408915378.25,-1406992041.73,4.0,1188268260840.0,0.00145797960379,9.8243970108e-13,201,0.0714473684211,0.142857142857,0.142844410537
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1412981756.78,465307.469286,-1413033232.8,-1412448923.13,-1413411638.4,-1413399314.49,-1412492132.64,4.0,216511040973.0,0.00291363770352,9.8243970108e-13,277,0.142763157895,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1415201136.4,509530.482055,-1415254035.35,-1414548085.25,-1415748389.65,-1415697305.66,-1414630908.61,4.0,259621312143.0,0.00291632308389,9.8243970108e-13,226,0.142894736842,0.142857142857,0.142862235785
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1423466440.2,566722.325979,-1423461947.82,-1422906782.29,-1424035082.87,-1424009757.03,-1422929412.69,4.0,321174194763.0,0.00145816154194,9.8243970108e-13,251,0.142894736842,0.142857142857,0.0714311178926
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1427506159.89,1063446.97708,-1427615844.2,-1426170025.07,-1428622926.12,-1428533370.6,-1426325391.16,4.0,1130919473060.0,0.00145816154194,9.8243970108e-13,209,0.0714473684211,0.142857142857,0.142862235785
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1431599605.16,352361.318881,-1431712328.35,-1431096781.38,-1431876982.55,-1431866232.2,-1431175165.65,4.0,124158499043.0,0.00291363770352,9.8243970108e-13,285,0.142763157895,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1432819244.82,936673.522662,-1432532547.6,-1432033136.1,-1434178747.99,-1433935878.29,-1432103987.47,4.0,877357288056.0,0.00291632308389,9.8243970108e-13,234,0.142894736842,0.142857142857,0.142862235785
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1435525199.56,665003.232853,-1435470142.65,-1434858368.54,-1436302144.41,-1436232693.79,-1434894785.01,4.0,442229299705.0,0.00291327416226,9.8243970108e-13,268,0.142763157895,0.142857142857,0.142844410537
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1440410363.83,199365.965136,-1440316916.63,-1440299116.82,-1440708505.24,-1440652165.56,-1440299388.17,4.0,39746788054.7,0.00145645531051,9.8243970108e-13,260,0.142763157895,0.142857142857,0.0714132926442
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1446238806.85,1291917.94479,-1446643405.58,-1444362256.62,-1447306159.61,-1447221394.75,-1444689780.72,4.0,1669051976060.0,0.00145816154194,9.8243970108e-13,217,0.0714473684211,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1447228682.24,225135.133051,-1447233741.18,-1446978764.91,-1447468481.69,-1447452257.28,-1446998024.69,4.0,50685828134.0,0.000728898832816,9.8243970108e-13,193,0.0714473684211,0.142857142857,0.0714132926442
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1449534544.69,676861.627073,-1449464669.82,-1448914355.69,-1450294483.4,-1450237304.27,-1448929609.9,4.0,458141662204.0,0.00291363770352,9.8243970108e-13,293,0.142763157895,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1451353612.31,1450015.94481,-1451451914.09,-1449745027.33,-1452765593.74,-1452707122.44,-1449862479.7,4.0,2102546240220.0,0.00291632308389,9.8243970108e-13,242,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1463610631.64,802852.288238,-1463960649.8,-1462411996.89,-1464109230.08,-1464093095.14,-1462638142.73,4.0,644571796729.0,0.00145816154194,9.8243970108e-13,225,0.0714473684211,0.142857142857,0.142862235785
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1467732491.65,610127.914951,-1467664047.7,-1467125147.43,-1468476723.76,-1468400399.97,-1467160404.85,4.0,372256072602.0,0.00291363770352,9.8243970108e-13,301,0.142763157895,0.142857142857,0.142862235785
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1470074153.47,962806.221266,-1469868654.49,-1469193504.72,-1471365800.2,-1471194540.03,-1469241465.5,4.0,926995819709.0,0.00145816154194,9.8243970108e-13,250,0.142894736842,0.142857142857,0.0714311178926
