smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-860586921.216,592376.178435,-860586921.216,-860168048.004,-861005794.429,-860963907.108,-860209935.325,2.0,350909536777.0,0.111112906473,0.00136423930643,457,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-865841346.218,243785.415008,-865841346.218,-865668963.898,-866013728.538,-865996490.306,-865686202.13,2.0,59431328570.6,0.111114149417,0.00137381580256,726,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-870417608.385,554894.991154,-870417608.385,-870025238.374,-870809978.396,-870770741.395,-870064475.375,2.0,307908451207.0,0.111114149417,0.00137421262977,867,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-871653316.214,1370555.64841,-871653316.214,-870684187.021,-872622445.407,-872525532.488,-870781099.94,2.0,1878422785400.0,0.111101719985,0.00136410195922,147,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-873835757.455,338290.872475,-873835757.455,-873596549.686,-874074965.225,-874051044.448,-873620470.463,2.0,114440714400.0,0.0555446452764,0.000681974675606,47,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-879659835.034,85083.0632614,-879659835.034,-879599672.223,-879719997.845,-879713981.564,-879605688.504,2.0,7239127653.94,0.111112906473,0.0013738004348,416,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-880635070.389,555178.742122,-880635070.389,-880242499.736,-881027641.043,-880988383.977,-880281756.801,2.0,308223435704.0,0.111112906473,0.00136423930643,557,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-885483898.658,861457.394494,-885483898.658,-884874756.293,-886093041.023,-886032126.787,-884935670.529,2.0,742108842528.0,0.111114149417,0.00137381580256,826,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-889787366.532,428849.138055,-889787366.532,-889484124.399,-890090608.666,-890060284.453,-889514448.612,2.0,183911583210.0,0.0555570747083,0.000687106314884,967,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-893252143.83,1135553.47265,-893252143.83,-892449186.269,-894055101.391,-893974805.635,-892529482.025,2.0,1289481689240.0,0.111114149417,0.00136425456723,247,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-894618139.296,830092.791989,-894618139.296,-894031175.054,-895205103.538,-895146407.114,-894089871.478,2.0,689054043312.0,0.111101719985,0.000686831062505,106,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-899743463.869,391928.272748,-899743463.869,-899466328.73,-900020599.009,-899992885.495,-899494042.244,2.0,153607770979.0,0.111112906473,0.0013738004348,516,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-899950439.231,316050.350699,-899950439.231,-899726957.885,-900173920.578,-900151572.443,-899749306.02,2.0,99887824177.1,0.111114149417,0.00136425456723,657,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-901725711.079,469676.338816,-901725711.079,-901393599.755,-902057822.403,-902024611.271,-901426810.887,2.0,220595863244.0,0.0555446452764,0.000686952592947,78,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-905619187.594,585827.80964,-905619187.594,-905204944.777,-906033430.411,-905992006.129,-905246369.059,2.0,343194222548.0,0.0555570747083,0.000686907901279,926,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-912865728.432,90582.6134051,-912865728.432,-912801676.851,-912929780.012,-912923374.854,-912808082.009,2.0,8205209851.29,0.111114149417,0.00136425456723,347,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-913586890.515,223703.804886,-913586890.515,-913428708.038,-913745072.992,-913729254.745,-913444526.285,2.0,50043392320.4,0.111114149417,0.000686907901279,206,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-914869446.678,461187.499812,-914869446.678,-914543337.87,-915195555.487,-915162944.606,-914575948.75,2.0,212693909982.0,0.0555446452764,0.000343377111866,6,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-919799547.513,149931.206329,-919799547.513,-919693530.14,-919905564.886,-919894963.149,-919704131.878,2.0,22479366631.2,0.111114149417,0.00137381580256,616,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-919834248.955,783157.351164,-919834248.955,-919280473.081,-920388024.829,-920332647.242,-919335850.669,2.0,613335436682.0,0.111114149417,0.00136425456723,757,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-921635932.802,49981.0101379,-921635932.802,-921600590.891,-921671274.713,-921667740.522,-921604125.082,2.0,2498101374.4,0.111101719985,0.00137405890783,178,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-931928347.041,96275.6010978,-931928347.041,-931860269.911,-931996424.172,-931989616.459,-931867077.624,2.0,9268991366.74,0.111112906473,0.00136423930643,447,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-934456976.123,223826.808196,-934456976.123,-934298706.669,-934615245.576,-934599418.631,-934314533.614,2.0,50098440067.3,0.111114149417,0.000686907901279,306,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-939832128.475,223176.432729,-939832128.475,-939674318.906,-939989938.044,-939974157.087,-939690099.863,2.0,49807720125.6,0.111114149417,0.00136425456723,857,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-939930467.1,311358.250914,-939930467.1,-939710303.57,-940150630.631,-940128614.278,-939732319.923,2.0,96943960412.1,0.111114149417,0.00137381580256,716,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-942278003.785,753302.599342,-942278003.785,-941745338.409,-942810669.162,-942757402.624,-941798604.947,2.0,567464806175.0,0.111114149417,0.00137421262977,278,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-947079036.78,695443.284631,-947079036.78,-946587284.117,-947570789.442,-947521614.176,-946636459.384,2.0,483641362139.0,0.111101719985,0.00137405890783,137,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-952145151.698,314566.679281,-952145151.698,-951922719.466,-952367583.93,-952345340.706,-951944962.689,2.0,98952195713.6,0.111112906473,0.00136423930643,547,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-953675163.089,255490.642004,-953675163.089,-953494503.923,-953855822.254,-953837756.338,-953512569.84,2.0,65275468151.6,0.111112906473,0.000686900217401,406,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-954956634.869,564524.385884,-954956634.869,-954557455.848,-955355813.891,-955315895.989,-954597373.75,2.0,318687782258.0,0.0555446452764,0.000686952592947,37,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-958890423.134,226167.711899,-958890423.134,-958730498.411,-959050347.857,-959034355.384,-958746490.883,2.0,51151833905.6,0.111114149417,0.00137381580256,816,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-959757003.405,89275.6674945,-959757003.405,-959693875.976,-959820130.835,-959813818.092,-959700188.719,2.0,7970144806.59,0.0555570747083,0.000682127283617,957,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-961071955.035,83159.9950541,-961071955.035,-961013152.039,-961130758.032,-961124877.732,-961019032.338,2.0,6915584777.39,0.111114149417,0.00137421262977,378,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-967382462.662,1423563.36023,-967382462.662,-966375851.357,-968389073.968,-968288412.837,-966476512.488,2.0,2026532640590.0,0.111114149417,0.00137421262977,237,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-972581310.152,244039.2302,-972581310.152,-972408748.357,-972753871.946,-972736615.767,-972426004.537,2.0,59555145876.5,0.111114149417,0.00136425456723,647,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-973841336.169,524246.376969,-973841336.169,-973470638.001,-974212034.337,-974174964.52,-973507707.818,2.0,274834263765.0,0.111112906473,0.000686900217401,506,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-979072676.481,185628.383559,-979072676.481,-978941417.393,-979203935.57,-979190809.661,-978954543.301,2.0,34457896782.8,0.0555570747083,0.000686907901279,916,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-981422539.825,549283.780358,-981422539.825,-981034137.539,-981810942.111,-981772101.883,-981072977.768,2.0,301712671364.0,0.111112906473,0.00137419725757,478,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-986042432.541,576856.908485,-986042432.541,-985634533.11,-986450331.973,-986409542.03,-985675323.053,2.0,332763892867.0,0.0555446452764,0.000686952592947,68,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-986901702.286,41822.2674507,-986901702.286,-986872129.477,-986931275.095,-986928317.814,-986875086.758,2.0,1749102054.71,0.111114149417,0.00137421262977,337,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-991600737.951,946910.600266,-991600737.951,-990931171.045,-992270304.858,-992203348.167,-990998127.735,2.0,896639684897.0,0.111114149417,0.00136425456723,747,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-992924941.633,81120.7988599,-992924941.633,-992867580.566,-992982302.7,-992976566.593,-992873316.673,2.0,6580584007.67,0.111101719985,0.00137405890783,168,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-993371204.348,746861.064097,-993371204.348,-992843093.825,-993899314.871,-993846503.819,-992895904.877,2.0,557801449064.0,0.111114149417,0.000686907901279,606,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1001190638.69,358756.718303,-1001190638.69,-1000936959.38,-1001444318.0,-1001418950.07,-1000962327.31,2.0,128706382927.0,0.111112906473,0.00137419725757,578,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1007797063.26,323151.022844,-1007797063.26,-1007568560.98,-1008025565.54,-1008002715.31,-1007591411.2,2.0,104426583565.0,0.111112906473,0.00137419725757,437,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1012019067.59,456251.564309,-1012019067.59,-1011696449.01,-1012341686.17,-1012309424.31,-1011728710.87,2.0,208165489934.0,0.111114149417,0.00136425456723,847,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1013650376.51,327939.147439,-1013650376.51,-1013418488.52,-1013882264.51,-1013859075.71,-1013441677.32,2.0,107544084423.0,0.111114149417,0.00137421262977,268,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1014226769.94,283435.3503,-1014226769.94,-1014026350.88,-1014427188.99,-1014407147.09,-1014046392.78,2.0,80335597799.8,0.111114149417,0.000686907901279,706,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1021016061.63,739854.7397,-1021016061.63,-1020492905.32,-1021539217.93,-1021486902.3,-1020545220.95,2.0,547385035857.0,0.111114149417,0.00137421262977,678,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1022674395.93,312004.333741,-1022674395.93,-1022453775.55,-1022895016.31,-1022872954.27,-1022475837.59,2.0,97346704273.4,0.111101719985,0.00137405890783,127,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1026700180.35,179879.160822,-1026700180.35,-1026572986.57,-1026827374.12,-1026814654.75,-1026585705.95,2.0,32356512497.9,0.111112906473,0.00137419725757,537,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1032886678.41,138484.955975,-1032886678.41,-1032788754.76,-1032984602.06,-1032974809.69,-1032798547.12,2.0,19178083031.5,0.0555570747083,0.000682127283617,947,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1033036510.93,644302.01545,-1033036510.93,-1032580920.61,-1033492101.26,-1033446542.22,-1032626479.64,2.0,415125087113.0,0.111114149417,0.00137421262977,368,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1034676075.67,629672.958555,-1034676075.67,-1034230829.65,-1035121321.69,-1035076797.08,-1034275354.25,2.0,396488034736.0,0.111114149417,0.000686907901279,806,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1035068595.21,575369.325401,-1035068595.21,-1034661747.66,-1035475442.76,-1035434758.0,-1034702432.41,2.0,331049860612.0,0.0555446452764,0.000686952592947,27,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1040711536.24,970927.135483,-1040711536.24,-1040024987.07,-1041398085.4,-1041329430.48,-1040093641.99,2.0,942699502417.0,0.111114149417,0.00137421262977,778,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1041989740.44,674298.995269,-1041989740.44,-1041512939.05,-1042466541.84,-1042418861.7,-1041560619.19,2.0,454679135021.0,0.111114149417,0.00137421262977,227,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1046314595.71,389592.663771,-1046314595.71,-1046039112.09,-1046590079.32,-1046562530.96,-1046066660.46,2.0,151782443664.0,0.111114149417,0.00137421262977,637,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1053050876.54,268591.225244,-1053050876.54,-1052860953.86,-1053240799.21,-1053221806.95,-1052879946.13,2.0,72141246278.0,0.111112906473,0.00137419725757,468,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1053406910.46,880009.80819,-1053406910.46,-1052784649.56,-1054029171.37,-1053966945.28,-1052846875.65,2.0,774417262510.0,0.0555570747083,0.000343453950639,906,0.111096848726,2.5733227401400003e-13,0.0556451612903
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1059909557.39,380222.609023,-1059909557.39,-1059640699.41,-1060178415.38,-1060151529.58,-1059667585.21,2.0,144569232412.0,0.111114149417,0.00137421262977,878,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1061463332.42,462319.24568,-1061463332.42,-1061136423.35,-1061790241.5,-1061757550.59,-1061169114.26,2.0,213739084926.0,0.111114149417,0.00137421262977,327,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1066656665.85,883209.180949,-1066656665.85,-1066032142.65,-1067281189.05,-1067218736.73,-1066094594.97,2.0,780058457313.0,0.111114149417,0.00137421262977,737,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1067502703.16,584211.200281,-1067502703.16,-1067089603.46,-1067915802.86,-1067874492.89,-1067130913.43,2.0,341302726534.0,0.0555446452764,0.000681974675606,58,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1068730882.0,29616.5934726,-1068730882.0,-1068709939.91,-1068751824.1,-1068749729.89,-1068712034.12,2.0,877142608.924,0.111101719985,0.00136410195922,158,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1072837851.66,860353.212267,-1072837851.66,-1072229490.07,-1073446213.25,-1073385377.09,-1072290326.23,2.0,740207649858.0,0.111112906473,0.00137419725757,568,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1080554772.73,580064.006511,-1080554772.73,-1080144605.54,-1080964939.92,-1080923923.2,-1080185622.25,2.0,336474251650.0,0.0555570747083,0.000687106314884,978,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1082060020.75,528775.72578,-1082060020.75,-1081686119.85,-1082433921.65,-1082396531.56,-1081723509.94,2.0,279603768174.0,0.0555446452764,0.000686754223731,89,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1082160952.07,427679.208714,-1082160952.07,-1081858537.2,-1082463366.94,-1082433125.45,-1081888778.69,2.0,182909505566.0,0.111112906473,0.00137419725757,427,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1087246441.77,206037.481645,-1087246441.77,-1087100751.27,-1087392132.27,-1087377563.22,-1087115320.32,2.0,42451443842.5,0.111114149417,0.00137421262977,837,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1088409517.21,975627.113677,-1088409517.21,-1087719644.67,-1089099389.76,-1089030402.51,-1087788631.92,2.0,951848264941.0,0.111114149417,0.00136425456723,258,0.111128939092,2.5733227401400003e-13,0.110483870968
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1093619064.54,293185.678794,-1093619064.54,-1093411750.96,-1093826378.12,-1093805646.76,-1093432482.32,2.0,85957842249.9,0.111114149417,0.00137421262977,668,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1098479629.02,1358737.24865,-1098479629.02,-1097518856.69,-1099440401.34,-1099344324.11,-1097614933.93,2.0,1846166910860.0,0.111101719985,0.00137405890783,117,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1102397849.17,557252.910473,-1102397849.17,-1102003811.85,-1102791886.48,-1102752482.75,-1102043215.59,2.0,310530806230.0,0.111112906473,0.00137419725757,527,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1102902493.59,117505.754945,-1102902493.59,-1102819404.47,-1102985582.7,-1102977273.79,-1102827713.38,2.0,13807602445.2,0.111101719985,0.00137366212501,189,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1106748562.71,1252019.74502,-1106748562.71,-1105863251.06,-1107633874.36,-1107545343.19,-1105951782.22,2.0,1567553441920.0,0.0555570747083,0.000687106314884,937,0.111128939092,2.5733227401400003e-13,0.111290322581
