npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-3570382663.64,63688644.1355,-3570382663.64,-3525347991.48,-3615417335.79,-3610913868.57,-3529851458.7,2.0,4056243391820000.0,0.125,0.25,102,0.125000136199,0.00390625425621,8.656992832709999e-15
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-4113009633.12,6578772.25994,-4113009633.12,-4108357738.65,-4117661527.6,-4117196338.15,-4108822928.09,2.0,43280244448200.0,0.125,0.124987287705,101,0.125000136199,0.00195292849827,8.656992832709999e-15
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-92900605678200.0,42607429.6543,-92900605678200.0,-92900575550200.0,-92900635806200.0,-92900632793400.0,-92900578563000.0,2.0,1815393061750000.0,0.25,0.124987287705,106,0.125000136199,0.00390585699655,8.656992832709999e-15
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-99380844598300.0,32320885.8778,-99380844598300.0,-99380821744000.0,-99380867452600.0,-99380865167200.0,-99380824029400.0,2.0,1044639663920000.0,0.25,0.25,112,0.125000136199,0.00781250851242,8.656992832709999e-15
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-105802056772000.0,10410295.5508,-105802056772000.0,-105802049411000.0,-105802064133000.0,-105802063397000.0,-105802050147000.0,2.0,108374253455000.0,0.25,0.250025424591,118,0.125000136199,0.00781330303175,8.656992832709999e-15
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-112223466066000.0,97585308.7627,-112223466066000.0,-112223397063000.0,-112223535069000.0,-112223528169000.0,-112223403963000.0,2.0,9522892486320000.0,0.125,0.25,124,0.125000136199,0.00390625425621,8.656992832709999e-15
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-135648250177000.0,28827413.0255,-135648250177000.0,-135648229793000.0,-135648270561000.0,-135648268523000.0,-135648231832000.0,2.0,831019741741000.0,0.25,0.124987287705,81,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-142128465295000.0,103703814.921,-142128465295000.0,-142128391965000.0,-142128538624000.0,-142128531292000.0,-142128399298000.0,2.0,1.07544812292e+16,0.25,0.25,87,0.250000340497,0.0156250212811,8.656992832709999e-15
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-148549758434000.0,53488740.1027,-148549758434000.0,-148549720611000.0,-148549796256000.0,-148549792474000.0,-148549724394000.0,2.0,2861045317780000.0,0.25,0.250025424591,93,0.250000340497,0.0156266103201,8.656992832709999e-15
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-154970972734000.0,76451802.3049,-154970972734000.0,-154970918675000.0,-154971026794000.0,-154971021388000.0,-154970924081000.0,2.0,5844878075670000.0,0.125,0.25,99,0.250000340497,0.00781251064053,8.656992832709999e-15
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-178395858742000.0,34291746.3169,-178395858742000.0,-178395834494000.0,-178395882990000.0,-178395880565000.0,-178395836919000.0,2.0,1175923865460000.0,0.25,0.124987287705,56,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-184876070910000.0,65727891.4175,-184876070910000.0,-184876024433000.0,-184876117386000.0,-184876112739000.0,-184876029081000.0,2.0,4320155710180000.0,0.25,0.25,62,0.250000340497,0.0156250212811,8.656992832709999e-15
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-191297328547000.0,32618036.454,-191297328547000.0,-191297305483000.0,-191297351612000.0,-191297349305000.0,-191297307789000.0,2.0,1063936302120000.0,0.25,0.250025424591,68,0.250000340497,0.0156266103201,8.656992832709999e-15
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-197718632963000.0,48669222.3023,-197718632963000.0,-197718598549000.0,-197718667378000.0,-197718663936000.0,-197718601991000.0,2.0,2368693199510000.0,0.125,0.25,74,0.250000340497,0.00781251064053,8.656992832709999e-15
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-221143433296000.0,34609785.1147,-221143433296000.0,-221143408823000.0,-221143457769000.0,-221143455322000.0,-221143411271000.0,2.0,1197837225680000.0,0.25,0.124987287705,31,0.249999659503,0.0078116948421,8.656992832709999e-15
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-227623598578000.0,16580622.0628,-227623598578000.0,-227623586854000.0,-227623610302000.0,-227623609130000.0,-227623588026000.0,2.0,274917027988000.0,0.25,0.25,37,0.249999659503,0.0156249787189,8.656992832709999e-15
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-234044970326000.0,54049971.3737,-234044970326000.0,-234044932107000.0,-234045008545000.0,-234045004723000.0,-234044935929000.0,2.0,2921399405490000.0,0.25,0.250025424591,43,0.249999659503,0.0156265677537,8.656992832709999e-15
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-240466169567000.0,11330836.4593,-240466169567000.0,-240466161555000.0,-240466177580000.0,-240466176778000.0,-240466162357000.0,2.0,128387854867000.0,0.125,0.25,49,0.249999659503,0.00781248935947,8.656992832709999e-15
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263890779780000.0,10129772.1265,-263890779780000.0,-263890772617000.0,-263890786942000.0,-263890786226000.0,-263890773333000.0,2.0,102612283334000.0,0.25,0.124987287705,6,0.124999523304,0.00390583784555,8.656992832709999e-15
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270371008220000.0,11492435.7925,-270371008220000.0,-270371000094000.0,-270371016347000.0,-270371015534000.0,-270371000907000.0,2.0,132076080445000.0,0.25,0.25,12,0.124999523304,0.00781247020653,8.656992832709999e-15
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276792265990000.0,23492377.3247,-276792265990000.0,-276792249378000.0,-276792282601000.0,-276792280940000.0,-276792251039000.0,2.0,551891792367000.0,0.25,0.250025424591,18,0.124999523304,0.00781326472195,8.656992832709999e-15
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283213546161000.0,45376296.1584,-283213546161000.0,-283213514075000.0,-283213578247000.0,-283213575038000.0,-283213517283000.0,2.0,2059008253060000.0,0.125,0.25,24,0.124999523304,0.00390623510326,8.656992832709999e-15
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-389018148861000.0,54581380.8139,-389018148861000.0,-389018110266000.0,-389018187455000.0,-389018183596000.0,-389018114125000.0,2.0,2979127131550000.0,0.25,0.124987287705,111,0.125000136199,0.00390585699655,8.656992832709999e-15
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-395498280845000.0,65845031.6328,-395498280845000.0,-395498234286000.0,-395498327404000.0,-395498322749000.0,-395498238941000.0,2.0,4335568190730000.0,0.25,0.25,117,0.125000136199,0.00781250851242,8.656992832709999e-15
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-401919664162000.0,10902878.6194,-401919664162000.0,-401919656452000.0,-401919671871000.0,-401919671100000.0,-401919657223000.0,2.0,118872762190000.0,0.125,0.250025424591,123,0.125000136199,0.00390665151587,8.656992832709999e-15
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-431765763881000.0,3079913.40798,-431765763881000.0,-431765761703000.0,-431765766059000.0,-431765765841000.0,-431765761921000.0,2.0,9485866600650.0,0.25,0.124987287705,86,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-438246037668000.0,121789023.256,-438246037668000.0,-438245951550000.0,-438246123786000.0,-438246115174000.0,-438245960162000.0,2.0,1.48325661858e+16,0.25,0.25,92,0.250000340497,0.0156250212811,8.656992832709999e-15
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-444667187355000.0,12347339.0721,-444667187355000.0,-444667178624000.0,-444667196086000.0,-444667195213000.0,-444667179497000.0,2.0,152456782162000.0,0.125,0.250025424591,98,0.250000340497,0.00781330516007,8.656992832709999e-15
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-474513396330000.0,10023836.5705,-474513396330000.0,-474513389242000.0,-474513403417000.0,-474513402709000.0,-474513389950000.0,2.0,100477299592000.0,0.25,0.124987287705,61,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-480993512266000.0,31991921.2195,-480993512266000.0,-480993489644000.0,-480993534888000.0,-480993532626000.0,-480993491907000.0,2.0,1023483023320000.0,0.25,0.25,67,0.250000340497,0.0156250212811,8.656992832709999e-15
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-487414877194000.0,40410968.9622,-487414877194000.0,-487414848620000.0,-487414905769000.0,-487414902912000.0,-487414851477000.0,2.0,1633046412460000.0,0.125,0.250025424591,73,0.250000340497,0.00781330516007,8.656992832709999e-15
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-517260977132000.0,10955969.3898,-517260977132000.0,-517260969385000.0,-517260984879000.0,-517260984104000.0,-517260970160000.0,2.0,120033265270000.0,0.25,0.124987287705,36,0.249999659503,0.0078116948421,8.656992832709999e-15
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-523741191581000.0,61286804.2395,-523741191581000.0,-523741148244000.0,-523741234917000.0,-523741230583000.0,-523741152578000.0,2.0,3756072373890000.0,0.25,0.25,42,0.249999659503,0.0156249787189,8.656992832709999e-15
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-530162412058000.0,13934418.6757,-530162412058000.0,-530162402205000.0,-530162421911000.0,-530162420926000.0,-530162403190000.0,2.0,194168023830000.0,0.125,0.250025424591,48,0.249999659503,0.00781328387685,8.656992832709999e-15
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560008306939000.0,13389323.0954,-560008306939000.0,-560008297471000.0,-560008316406000.0,-560008315460000.0,-560008298418000.0,2.0,179273972953000.0,0.25,0.124987287705,11,0.124999523304,0.00390583784555,8.656992832709999e-15
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566488417737000.0,35454709.6592,-566488417737000.0,-566488392667000.0,-566488442808000.0,-566488440300000.0,-566488395174000.0,2.0,1257036437020000.0,0.25,0.25,17,0.124999523304,0.00781247020653,8.656992832709999e-15
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572909792699000.0,1078987.93761,-572909792699000.0,-572909791936000.0,-572909793462000.0,-572909793386000.0,-572909792013000.0,2.0,1164214969500.0,0.125,0.250025424591,23,0.124999523304,0.00390663236098,8.656992832709999e-15
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-685135678186000.0,29617856.5172,-685135678186000.0,-685135657243000.0,-685135699129000.0,-685135697035000.0,-685135659338000.0,2.0,877217424672000.0,0.25,0.124987287705,116,0.125000136199,0.00390585699655,8.656992832709999e-15
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-691615921396000.0,158460379.12,-691615921396000.0,-691615809347000.0,-691616033444000.0,-691616022239000.0,-691615820552000.0,2.0,2.51096917508e+16,0.125,0.25,122,0.125000136199,0.00390625425621,8.656992832709999e-15
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-727883224290000.0,110231737.375,-727883224290000.0,-727883146345000.0,-727883302236000.0,-727883294441000.0,-727883154139000.0,2.0,1.21510359248e+16,0.25,0.124987287705,91,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-734363394496000.0,48886485.8989,-734363394496000.0,-734363359928000.0,-734363429064000.0,-734363425607000.0,-734363363385000.0,2.0,2389888503540000.0,0.125,0.25,97,0.250000340497,0.00781251064053,8.656992832709999e-15
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-770630886470000.0,69463315.7705,-770630886470000.0,-770630837352000.0,-770630935588000.0,-770630930677000.0,-770630842264000.0,2.0,4825152237830000.0,0.25,0.124987287705,66,0.250000340497,0.00781171612099,8.656992832709999e-15
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-777110976373000.0,61093861.9341,-777110976373000.0,-777110933173000.0,-777111019573000.0,-777111015253000.0,-777110937493000.0,2.0,3732459966030000.0,0.125,0.25,72,0.250000340497,0.00781251064053,8.656992832709999e-15
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-813378401648000.0,21638597.6377,-813378401648000.0,-813378386348000.0,-813378416949000.0,-813378415419000.0,-813378387878000.0,2.0,468228907727000.0,0.25,0.124987287705,41,0.249999659503,0.0078116948421,8.656992832709999e-15
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-819858649580000.0,3710244.5236,-819858649580000.0,-819858646957000.0,-819858652204000.0,-819858651941000.0,-819858647219000.0,2.0,13765914424900.0,0.125,0.25,47,0.249999659503,0.00781248935947,8.656992832709999e-15
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856125781708000.0,33992414.3383,-856125781708000.0,-856125757672000.0,-856125805744000.0,-856125803341000.0,-856125760075000.0,2.0,1155484232550000.0,0.25,0.124987287705,16,0.124999523304,0.00390583784555,8.656992832709999e-15
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862606050257000.0,102222187.102,-862606050257000.0,-862605977975000.0,-862606122539000.0,-862606115311000.0,-862605985204000.0,2.0,1.04493755359e+16,0.125,0.25,22,0.124999523304,0.00390623510326,8.656992832709999e-15
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-981253117068000.0,25897911.9911,-981253117068000.0,-981253098755000.0,-981253135381000.0,-981253133549000.0,-981253100587000.0,2.0,670701845500000.0,0.125,0.124987287705,121,0.125000136199,0.00195292849827,8.656992832709999e-15
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1024000771440000.0,33851583.151,-1024000771440000.0,-1024000747500000.0,-1024000795380000.0,-1024000792980000.0,-1024000749900000.0,2.0,1145929681830000.0,0.125,0.124987287705,96,0.250000340497,0.00390585806049,8.656992832709999e-15
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1066748392770000.0,10982670.1838,-1066748392770000.0,-1066748385000000.0,-1066748400530000.0,-1066748399760000.0,-1066748385780000.0,2.0,120619044366000.0,0.125,0.124987287705,71,0.250000340497,0.00390585806049,8.656992832709999e-15
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1109495974520000.0,58824850.9372,-1109495974520000.0,-1109495932920000.0,-1109496016120000.0,-1109496011960000.0,-1109495937080000.0,2.0,3460363087790000.0,0.125,0.124987287705,46,0.249999659503,0.00390584742105,8.656992832709999e-15
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152243301670000.0,118084475.494,-1152243301670000.0,-1152243218170000.0,-1152243385160000.0,-1152243376810000.0,-1152243226520000.0,2.0,1.39439433528e+16,0.125,0.124987287705,21,0.124999523304,0.00195291892277,8.656992832709999e-15
