npp_capacity,elec_market_capacity,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-npp_capacity
1193.0,-1.0000000000000005e+200,braidwood,2102483898.88,10442175.4814,2099970200.05,2122577693.27,2083167617.85,2087270609.46,2119537728.22,25.0,109039028785000.0,1,0.000838222967309,0.5,0.5
