smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515022975833.0,503748.352172,-515022964726.0,-515022380708.0,-515023593172.0,-515023515929.0,-515022451288.0,4.0,253762402316.0,0.250018051845,0.249546279492,27,0.00779824473773,3.46688419418e-13,0.12498974865
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205425574043000.0,1391003.49369,-205425573660000.0,-205425572817000.0,-205425576038000.0,-205425575699000.0,-205425572925000.0,4.0,1934890719450.0,0.250018051845,0.249546279492,48,0.00779907001867,3.46688419418e-13,0.125002976198
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205733266437000.0,1225391.97025,-205733266972000.0,-205733264606000.0,-205733267197000.0,-205733267166000.0,-205733264958000.0,4.0,1501585480760.0,0.250018051845,0.250453720508,74,0.00782743027329,3.46688419418e-13,0.125002976198
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206103169071000.0,1832486.57335,-206103168563000.0,-206103167579000.0,-206103171579000.0,-206103171235000.0,-206103167618000.0,4.0,3358007041520.0,0.249981948155,0.125226860254,100,0.00391314997922,3.46688419418e-13,0.125002976198
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206619211983000.0,296760.742709,-206619212065000.0,-206619211565000.0,-206619212239000.0,-206619212224000.0,-206619211629000.0,4.0,88066938413.2,0.124990974078,0.249546279492,22,0.00389897189959,3.46688419418e-13,0.125002976198
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207749722813000.0,387100.076743,-207749722851000.0,-207749722404000.0,-207749723148000.0,-207749723147000.0,-207749722428000.0,4.0,149846469415.0,0.250018051845,0.249546279492,43,0.0155982225654,3.46688419418e-13,0.250007275152
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208057417116000.0,875879.262066,-208057416935000.0,-208057416355000.0,-208057418238000.0,-208057418110000.0,-208057416375000.0,4.0,767164481717.0,0.250018051845,0.250453720508,69,0.0156549433748,3.46688419418e-13,0.250007275152
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208427321418000.0,1598860.35338,-208427321181000.0,-208427319727000.0,-208427323585000.0,-208427323225000.0,-208427319945000.0,4.0,2556354429620.0,0.249981948155,0.125226860254,95,0.00782634136657,3.46688419418e-13,0.250007275152
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208943361855000.0,448488.662637,-208943361836000.0,-208943361331000.0,-208943362419000.0,-208943362342000.0,-208943361396000.0,4.0,201142080514.0,0.124990974078,0.249546279492,17,0.00779798505727,3.46688419418e-13,0.250007275152
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210073897678000.0,777975.99776,-210073897422000.0,-210073897064000.0,-210073898803000.0,-210073898618000.0,-210073897096000.0,4.0,605246653091.0,0.250018051845,0.249546279492,38,0.0155982225654,3.46688419418e-13,0.250007275152
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210381590603000.0,889401.811957,-210381590721000.0,-210381589417000.0,-210381591553000.0,-210381591448000.0,-210381589592000.0,4.0,791035583113.0,0.250018051845,0.250453720508,64,0.0156549433748,3.46688419418e-13,0.250007275152
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210751493119000.0,2000728.18932,-210751493242000.0,-210751490683000.0,-210751495308000.0,-210751495117000.0,-210751490948000.0,4.0,4002913287530.0,0.249981948155,0.125226860254,90,0.00782634136657,3.46688419418e-13,0.250007275152
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211267536500000.0,379617.388015,-211267536513000.0,-211267536096000.0,-211267536880000.0,-211267536862000.0,-211267536121000.0,4.0,144109361284.0,0.124990974078,0.249546279492,12,0.00779798505727,3.46688419418e-13,0.250007275152
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212398047678000.0,1037608.76646,-212398047880000.0,-212398046238000.0,-212398048714000.0,-212398048589000.0,-212398046484000.0,4.0,1076631952230.0,0.250018051845,0.249546279492,33,0.0155973147564,3.46688419418e-13,0.249992724848
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212705740792000.0,1255502.19389,-212705741317000.0,-212705738934000.0,-212705741600000.0,-212705741587000.0,-212705739263000.0,4.0,1576285758860.0,0.250018051845,0.250453720508,59,0.0156540322646,3.46688419418e-13,0.249992724848
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213075643893000.0,3601310.02909,-213075642808000.0,-213075640904000.0,-213075649051000.0,-213075648222000.0,-213075641083000.0,4.0,12969433925600.0,0.249981948155,0.125226860254,85,0.00782588587727,3.46688419418e-13,0.249992724848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213591685749000.0,405169.569367,-213591685667000.0,-213591685411000.0,-213591686252000.0,-213591686200000.0,-213591685414000.0,4.0,164162379941.0,0.124990974078,0.249546279492,7,0.00779753121829,3.46688419418e-13,0.249992724848
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214721951182000.0,518994.892373,-214721951097000.0,-214721950689000.0,-214721951846000.0,-214721951769000.0,-214721950715000.0,4.0,269355698309.0,0.250018051845,0.249546279492,28,0.00779824473773,3.46688419418e-13,0.12498974865
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215029643381000.0,1574573.60838,-215029643786000.0,-215029641328000.0,-215029644624000.0,-215029644622000.0,-215029641574000.0,4.0,2479282048200.0,0.250018051845,0.250453720508,54,0.00782660199132,3.46688419418e-13,0.12498974865
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399546543000.0,3322698.80708,-215399546169000.0,-215399543000000.0,-215399550837000.0,-215399550281000.0,-215399543331000.0,4.0,11040327362500.0,0.249981948155,0.125226860254,80,0.00391273589804,3.46688419418e-13,0.12498974865
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215915589350000.0,361983.698773,-215915589486000.0,-215915588829000.0,-215915589600000.0,-215915589598000.0,-215915588912000.0,4.0,131032198178.0,0.124990974078,0.249546279492,2,0.0038985593187,3.46688419418e-13,0.12498974865
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420826140988000.0,793533.905582,-420826140915000.0,-420826140112000.0,-420826142010000.0,-420826141873000.0,-420826140205000.0,4.0,629696059309.0,0.124990974078,0.249546279492,23,0.00389897189959,3.46688419418e-13,0.125002976198
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421196055226000.0,1201563.13214,-421196055123000.0,-421196053879000.0,-421196056777000.0,-421196056561000.0,-421196054034000.0,4.0,1443753960510.0,0.250018051845,0.250453720508,49,0.00782743027329,3.46688419418e-13,0.125002976198
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421503742950000.0,160519.609045,-421503742976000.0,-421503742736000.0,-421503743113000.0,-421503743099000.0,-421503742766000.0,4.0,25766544887.8,0.250018051845,0.125226860254,75,0.00391371513664,3.46688419418e-13,0.125002976198
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423150290200000.0,1234641.96018,-423150290436000.0,-423150288498000.0,-423150291432000.0,-423150291305000.0,-423150288766000.0,4.0,1524340769840.0,0.124990974078,0.249546279492,18,0.00779798505727,3.46688419418e-13,0.250007275152
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423520204607000.0,2095402.49461,-423520204926000.0,-423520202203000.0,-423520206371000.0,-423520206369000.0,-423520202397000.0,4.0,4390711614430.0,0.250018051845,0.250453720508,44,0.0156549433748,3.46688419418e-13,0.250007275152
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423827891899000.0,1045653.01505,-423827891916000.0,-423827890922000.0,-423827892842000.0,-423827892830000.0,-423827890944000.0,4.0,1093390227880.0,0.250018051845,0.125226860254,70,0.00782747168739,3.46688419418e-13,0.250007275152
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425474465512000.0,715242.926813,-425474465710000.0,-425474464487000.0,-425474466140000.0,-425474466086000.0,-425474464659000.0,4.0,511572444357.0,0.124990974078,0.249546279492,13,0.00779798505727,3.46688419418e-13,0.250007275152
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425844378855000.0,301057.498419,-425844378753000.0,-425844378620000.0,-425844379293000.0,-425844379219000.0,-425844378634000.0,4.0,90635617354.4,0.250018051845,0.250453720508,39,0.0156549433748,3.46688419418e-13,0.250007275152
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426152066806000.0,1654125.00045,-426152066806000.0,-426152064817000.0,-426152068794000.0,-426152068554000.0,-426152065057000.0,4.0,2736129517100.0,0.250018051845,0.125226860254,65,0.00782747168739,3.46688419418e-13,0.250007275152
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427798614536000.0,1571548.40838,-427798615097000.0,-427798612270000.0,-427798615680000.0,-427798615654000.0,-427798612633000.0,4.0,2469764399870.0,0.124990974078,0.249546279492,8,0.00779753121829,3.46688419418e-13,0.249992724848
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428168527853000.0,2014035.39763,-428168527913000.0,-428168525640000.0,-428168529945000.0,-428168529821000.0,-428168525800000.0,4.0,4056338582910.0,0.250018051845,0.250453720508,34,0.0156540322646,3.46688419418e-13,0.249992724848
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428476215712000.0,2007602.1307,-428476215952000.0,-428476213377000.0,-428476217567000.0,-428476217511000.0,-428476213577000.0,4.0,4030466315210.0,0.250018051845,0.125226860254,60,0.0078270161323,3.46688419418e-13,0.249992724848
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430122517752000.0,813074.490142,-430122517851000.0,-430122516671000.0,-430122518636000.0,-430122518531000.0,-430122516836000.0,4.0,661090126520.0,0.124990974078,0.249546279492,3,0.0038985593187,3.46688419418e-13,0.12498974865
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492431646000.0,2014208.83877,-430492431807000.0,-430492429077000.0,-430492433892000.0,-430492433652000.0,-430492429413000.0,4.0,4057037246190.0,0.250018051845,0.250453720508,29,0.00782660199132,3.46688419418e-13,0.12498974865
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800120891000.0,1975862.00906,-430800121079000.0,-430800118370000.0,-430800123034000.0,-430800122829000.0,-430800118688000.0,4.0,3904030678840.0,0.250018051845,0.125226860254,55,0.00391330099566,3.46688419418e-13,0.12498974865
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636596619902000.0,734804.746084,-636596619902000.0,-636596619101000.0,-636596620704000.0,-636596620645000.0,-636596619160000.0,4.0,539938014868.0,0.124990974078,0.250453720508,24,0.00391314997922,3.46688419418e-13,0.125002976198
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636966530354000.0,1767413.73925,-636966530014000.0,-636966528631000.0,-636966532755000.0,-636966532412000.0,-636966528771000.0,4.0,3123751325680.0,0.250018051845,0.125226860254,50,0.00391371513664,3.46688419418e-13,0.125002976198
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-638920771013000.0,1962008.06078,-638920770938000.0,-638920769137000.0,-638920773040000.0,-638920772934000.0,-638920769197000.0,4.0,3849475630580.0,0.124990974078,0.250453720508,19,0.00782634136657,3.46688419418e-13,0.250007275152
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639290681567000.0,2539301.24159,-639290682568000.0,-639290677799000.0,-639290683333000.0,-639290683236000.0,-639290678497000.0,4.0,6448050795530.0,0.250018051845,0.125226860254,45,0.00782747168739,3.46688419418e-13,0.250007275152
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641244944084000.0,1141506.10508,-641244944159000.0,-641244942703000.0,-641244945312000.0,-641244945213000.0,-641244942848000.0,4.0,1303036187940.0,0.124990974078,0.250453720508,14,0.00782634136657,3.46688419418e-13,0.250007275152
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641614855787000.0,2367166.95601,-641614856302000.0,-641614852822000.0,-641614857721000.0,-641614857713000.0,-641614853139000.0,4.0,5603479397640.0,0.250018051845,0.125226860254,40,0.00782747168739,3.46688419418e-13,0.250007275152
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643569095724000.0,2096814.60396,-643569095501000.0,-643569093399000.0,-643569098496000.0,-643569098051000.0,-643569093710000.0,4.0,4396631483360.0,0.124990974078,0.250453720508,9,0.00782588587727,3.46688419418e-13,0.249992724848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643939002671000.0,2171032.91464,-643939001964000.0,-643939001023000.0,-643939005733000.0,-643939005276000.0,-643939001056000.0,4.0,4713383916440.0,0.250018051845,0.125226860254,35,0.0078270161323,3.46688419418e-13,0.249992724848
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645892998256000.0,1176750.47001,-645892997899000.0,-645892997263000.0,-645892999963000.0,-645892999655000.0,-645892997357000.0,4.0,1384741668670.0,0.124990974078,0.250453720508,4,0.00391273589804,3.46688419418e-13,0.12498974865
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646262907357000.0,2501737.65083,-646262907135000.0,-646262905058000.0,-646262910099000.0,-646262909912000.0,-646262905112000.0,4.0,6258691273560.0,0.250018051845,0.125226860254,30,0.00391330099566,3.46688419418e-13,0.12498974865
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852367098259000.0,2061623.76921,-852367098397000.0,-852367095646000.0,-852367100595000.0,-852367100335000.0,-852367095989000.0,4.0,4250292565790.0,0.124990974078,0.125226860254,25,0.00195657498961,3.46688419418e-13,0.125002976198
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854691246566000.0,1989091.12321,-854691246570000.0,-854691244133000.0,-854691248989000.0,-854691248656000.0,-854691244468000.0,4.0,3956483496440.0,0.124990974078,0.125226860254,20,0.00391317068328,3.46688419418e-13,0.250007275152
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857015423892000.0,274081.532867,-857015423828000.0,-857015423633000.0,-857015424278000.0,-857015424214000.0,-857015423658000.0,4.0,75120686658.5,0.124990974078,0.125226860254,15,0.00391317068328,3.46688419418e-13,0.250007275152
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859339571653000.0,1626141.5663,-859339572015000.0,-859339569483000.0,-859339573100000.0,-859339573036000.0,-859339569764000.0,4.0,2644336393640.0,0.124990974078,0.125226860254,10,0.00391294293863,3.46688419418e-13,0.249992724848
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663475640000.0,320356.983678,-861663475492000.0,-861663475458000.0,-861663476119000.0,-861663476028000.0,-861663475459000.0,4.0,102628596991.0,0.124990974078,0.125226860254,5,0.00195636794902,3.46688419418e-13,0.12498974865
