smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1028650139.53,2234866.38058,-1028887946.75,-1026230347.06,-1030594317.56,-1030581055.14,-1026386293.8,4.0,4994627739030.0,0.124990974078,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1104179515.41,2342202.78336,-1103548149.89,-1102087041.38,-1107534720.5,-1106953386.95,-1102289555.61,4.0,5485913878400.0,0.124990974078,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1184970817.99,4369317.07833,-1185763916.85,-1179260476.39,-1189094961.87,-1188863595.95,-1179967701.63,4.0,19090931731000.0,0.124990974078,0.00195655946116,0.125001984106,1.7334191682000001e-13,0.125226860254,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158517632567.0,595.727026459,-158517632562.0,-158517631887.0,-158517633256.0,-158517633190.0,-158517631950.0,4.0,354890.690053,0.124990974078,0.00195644559034,0.124994709051,1.7334191682000001e-13,0.125226860254,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-560644728962.0,955553.489176,-560644744051.0,-560643629619.0,-560645798128.0,-560645706010.0,-560643730791.0,4.0,913082470675.0,0.250018051845,0.00779855422245,0.124994709051,1.7334191682000001e-13,0.249546279492,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213328604423000.0,2263978.47483,-213328604789000.0,-213328601465000.0,-213328606649000.0,-213328606495000.0,-213328601838000.0,4.0,5125598534480.0,0.250018051845,0.00779900812097,0.125001984106,1.7334191682000001e-13,0.249546279492,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213663048633000.0,3717519.81449,-213663048616000.0,-213663044287000.0,-213663053013000.0,-213663052549000.0,-213663044741000.0,4.0,13819953571100.0,0.250018051845,0.0078273681505,0.125001984106,1.7334191682000001e-13,0.250453720508,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214065157876000.0,5274055.92867,-214065157644000.0,-214065151842000.0,-214065164374000.0,-214065163594000.0,-214065152482000.0,4.0,27815665938700.0,0.249981948155,0.00391311892231,0.125001984106,1.7334191682000001e-13,0.125226860254,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214627145531000.0,1229806.13035,-214627145877000.0,-214627143762000.0,-214627146610000.0,-214627146508000.0,-214627144072000.0,4.0,1512423118250.0,0.124990974078,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218384560492000.0,3266083.16884,-218384560616000.0,-218384557029000.0,-218384563704000.0,-218384563571000.0,-218384557238000.0,4.0,10667299265800.0,0.250018051845,0.0155979749784,0.250003306843,1.7334191682000001e-13,0.249546279492,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218719009135000.0,2259043.50004,-218719009563000.0,-218719006208000.0,-218719011207000.0,-218719011113000.0,-218719006558000.0,4.0,5103277535050.0,0.250018051845,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219121121807000.0,2262517.89179,-219121122467000.0,-219121118618000.0,-219121123677000.0,-219121123592000.0,-219121119099000.0,4.0,5118987210690.0,0.249981948155,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.125226860254,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219683101825000.0,1600537.64771,-219683101770000.0,-219683100422000.0,-219683103337000.0,-219683103298000.0,-219683100428000.0,4.0,2561720761730.0,0.124990974078,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223440490985000.0,1996914.50662,-223440490371000.0,-223440489323000.0,-223440493872000.0,-223440493383000.0,-223440489445000.0,4.0,3987667546770.0,0.250018051845,0.0155979749784,0.250003306843,1.7334191682000001e-13,0.249546279492,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223774938087000.0,3489209.38389,-223774938424000.0,-223774933754000.0,-223774941745000.0,-223774941463000.0,-223774934239000.0,4.0,12174582124600.0,0.250018051845,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224177046407000.0,3052784.73661,-224177045401000.0,-224177044085000.0,-224177050743000.0,-224177050082000.0,-224177044142000.0,4.0,9319494648050.0,0.249981948155,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.125226860254,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224739033700000.0,2156712.33275,-224739033542000.0,-224739031659000.0,-224739036058000.0,-224739035898000.0,-224739031725000.0,4.0,4651408086230.0,0.124990974078,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228496448219000.0,1398395.18946,-228496448087000.0,-228496446970000.0,-228496449731000.0,-228496449634000.0,-228496446988000.0,4.0,1955509105900.0,0.250018051845,0.0155975623434,0.249996693157,1.7334191682000001e-13,0.249546279492,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228830896977000.0,4359663.80456,-228830897359000.0,-228830892153000.0,-228830901039000.0,-228830900924000.0,-228830892497000.0,4.0,19006668488800.0,0.250018051845,0.0156542807519,0.249996693157,1.7334191682000001e-13,0.250453720508,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229233009357000.0,5095190.39647,-229233011561000.0,-229233001749000.0,-229233012557000.0,-229233012432000.0,-229233003196000.0,4.0,25960965176300.0,0.249981948155,0.00782601010299,0.249996693157,1.7334191682000001e-13,0.125226860254,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229794991476000.0,731242.984613,-229794991447000.0,-229794990640000.0,-229794992369000.0,-229794992265000.0,-229794990726000.0,4.0,534716302546.0,0.124990974078,0.00779765499392,0.249996693157,1.7334191682000001e-13,0.249546279492,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233552112273000.0,3270910.75484,-233552113187000.0,-233552107580000.0,-233552115139000.0,-233552114892000.0,-233552108375000.0,4.0,10698857166100.0,0.250018051845,0.00779855422245,0.124994709051,1.7334191682000001e-13,0.249546279492,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233886557373000.0,2727115.58579,-233886556545000.0,-233886555245000.0,-233886561157000.0,-233886560619000.0,-233886555287000.0,4.0,7437159418260.0,0.250018051845,0.00782691260144,0.124994709051,1.7334191682000001e-13,0.250453720508,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234288671167000.0,6289498.78732,-234288669579000.0,-234288665431000.0,-234288680079000.0,-234288678625000.0,-234288665932000.0,4.0,39557794995700.0,0.249981948155,0.00391289118068,0.124994709051,1.7334191682000001e-13,0.125226860254,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234850655208000.0,418716.55365,-234850655158000.0,-234850654833000.0,-234850655681000.0,-234850655644000.0,-234850654840000.0,4.0,175323552300.0,0.124990974078,0.00389871403872,0.124994709051,1.7334191682000001e-13,0.249546279492,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-447618611226000.0,3010198.63758,-447618612320000.0,-447618606815000.0,-447618613451000.0,-447618613347000.0,-447618607575000.0,4.0,9061295837660.0,0.124990974078,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-448020736951000.0,623899.361936,-448020737124000.0,-448020736089000.0,-448020737468000.0,-448020737449000.0,-448020736211000.0,4.0,389250413824.0,0.250018051845,0.0078273681505,0.125001984106,1.7334191682000001e-13,0.250453720508,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-448355179970000.0,3948450.32778,-448355181280000.0,-448355174290000.0,-448355183031000.0,-448355182907000.0,-448355175200000.0,4.0,15590259991000.0,0.250018051845,0.00391368407525,0.125001984106,1.7334191682000001e-13,0.125226860254,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-452674569094000.0,1343471.56487,-452674569607000.0,-452674567111000.0,-452674570050000.0,-452674570005000.0,-452674567464000.0,4.0,1804915845610.0,0.124990974078,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-453076691621000.0,3238120.26779,-453076691808000.0,-453076687494000.0,-453076695375000.0,-453076694894000.0,-453076688087000.0,4.0,10485422868700.0,0.250018051845,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-453411136234000.0,4704135.27166,-453411134779000.0,-453411132439000.0,-453411142941000.0,-453411141893000.0,-453411132613000.0,4.0,22128888654100.0,0.250018051845,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457730502448000.0,2915277.37842,-457730501862000.0,-457730499582000.0,-457730506487000.0,-457730505850000.0,-457730499868000.0,4.0,8498842193110.0,0.124990974078,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458132622977000.0,3739420.87515,-458132623306000.0,-458132618747000.0,-458132626550000.0,-458132626416000.0,-458132619078000.0,4.0,13983268481500.0,0.250018051845,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458467069115000.0,4184102.28076,-458467068722000.0,-458467064705000.0,-458467074311000.0,-458467073727000.0,-458467065053000.0,4.0,17506711895800.0,0.250018051845,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462786456428000.0,1465914.71949,-462786456401000.0,-462786454810000.0,-462786458100000.0,-462786457953000.0,-462786454941000.0,4.0,2148905964810.0,0.124990974078,0.00779765499392,0.249996693157,1.7334191682000001e-13,0.249546279492,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463188585176000.0,3379490.9164,-463188585222000.0,-463188581007000.0,-463188589253000.0,-463188588702000.0,-463188581585000.0,4.0,11420958854000.0,0.250018051845,0.0156542807519,0.249996693157,1.7334191682000001e-13,0.250453720508,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463523025009000.0,3800202.80244,-463523026118000.0,-463523019519000.0,-463523028282000.0,-463523027971000.0,-463523020495000.0,4.0,14441541339700.0,0.250018051845,0.00782714037597,0.249996693157,1.7334191682000001e-13,0.125226860254,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467842120013000.0,1578073.35856,-467842120519000.0,-467842117731000.0,-467842121281000.0,-467842121207000.0,-467842118109000.0,4.0,2490315525000.0,0.124990974078,0.00389871403872,0.124994709051,1.7334191682000001e-13,0.249546279492,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468244248149000.0,4922861.52464,-468244246732000.0,-468244243890000.0,-468244255241000.0,-468244254017000.0,-468244244264000.0,4.0,24234565590800.0,0.250018051845,0.00782691260144,0.124994709051,1.7334191682000001e-13,0.250453720508,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468578685733000.0,4488100.60188,-468578684607000.0,-468578681744000.0,-468578691976000.0,-468578691054000.0,-468578681989000.0,4.0,20143047012600.0,0.250018051845,0.00391345630072,0.124994709051,1.7334191682000001e-13,0.125226860254,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-682310747397000.0,2872291.43502,-682310746712000.0,-682310745006000.0,-682310751159000.0,-682310750703000.0,-682310745051000.0,4.0,8250058087700.0,0.124990974078,0.00391311892231,0.125001984106,1.7334191682000001e-13,0.250453720508,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-682712864978000.0,5111714.8785,-682712863929000.0,-682712859981000.0,-682712872072000.0,-682712870951000.0,-682712860473000.0,4.0,26129628999000.0,0.250018051845,0.00391368407525,0.125001984106,1.7334191682000001e-13,0.125226860254,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-687366701028000.0,3045015.6597,-687366700732000.0,-687366697917000.0,-687366704733000.0,-687366704351000.0,-687366698121000.0,4.0,9272120367810.0,0.124990974078,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.250453720508,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-687768823199000.0,5104820.16624,-687768824361000.0,-687768816100000.0,-687768827975000.0,-687768827593000.0,-687768817179000.0,4.0,26059188929700.0,0.250018051845,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692422634573000.0,4650309.44938,-692422635797000.0,-692422628111000.0,-692422638586000.0,-692422638380000.0,-692422629051000.0,4.0,21625377975000.0,0.124990974078,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.250453720508,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692824754033000.0,7386138.45958,-692824756635000.0,-692824743246000.0,-692824759616000.0,-692824759340000.0,-692824745083000.0,4.0,54555041344100.0,0.250018051845,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-697478591679000.0,3758634.89754,-697478591093000.0,-697478587754000.0,-697478596778000.0,-697478595982000.0,-697478588198000.0,4.0,14127336293000.0,0.124990974078,0.00782601010299,0.249996693157,1.7334191682000001e-13,0.250453720508,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-697880705487000.0,5789042.08567,-697880705377000.0,-697880698569000.0,-697880712625000.0,-697880711676000.0,-697880699452000.0,4.0,33513008269600.0,0.250018051845,0.00782714037597,0.249996693157,1.7334191682000001e-13,0.125226860254,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-702534250427000.0,4635267.70616,-702534249521000.0,-702534246204000.0,-702534256463000.0,-702534255732000.0,-702534246391000.0,4.0,21485706707800.0,0.124990974078,0.00391289118068,0.124994709051,1.7334191682000001e-13,0.250453720508,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-702936371538000.0,7697380.79203,-702936371170000.0,-702936362999000.0,-702936380814000.0,-702936379824000.0,-702936363768000.0,4.0,59249671057500.0,0.250018051845,0.00391345630072,0.124994709051,1.7334191682000001e-13,0.125226860254,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-917002872631000.0,6556169.00156,-917002871748000.0,-917002865664000.0,-917002881365000.0,-917002880093000.0,-917002866407000.0,4.0,42983351977100.0,0.124990974078,0.00195655946116,0.125001984106,1.7334191682000001e-13,0.125226860254,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-922058834461000.0,2977771.35521,-922058834619000.0,-922058830665000.0,-922058837943000.0,-922058837457000.0,-922058831245000.0,4.0,8867122243930.0,0.124990974078,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-927114763546000.0,1843263.99503,-927114762952000.0,-927114762169000.0,-927114766108000.0,-927114765742000.0,-927114762179000.0,4.0,3397622155360.0,0.124990974078,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-932170724228000.0,4675072.05305,-932170725512000.0,-932170717514000.0,-932170728372000.0,-932170727958000.0,-932170718699000.0,4.0,21856298701200.0,0.124990974078,0.00391300505149,0.249996693157,1.7334191682000001e-13,0.125226860254,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-937226385446000.0,2992480.97423,-937226385576000.0,-937226381691000.0,-937226388942000.0,-937226388513000.0,-937226382198000.0,4.0,8954942381150.0,0.124990974078,0.00195644559034,0.124994709051,1.7334191682000001e-13,0.125226860254,5
