smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2209989982.39,18933745.1669,-2205470282.96,-2193954692.47,-2235064671.17,-2231919058.41,-2194388485.57,4.0,358486706044000.0,123,0.124990974078,0.249546279492,4.95258127397e-14,0.125000566882,0.00389889675053
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2350892544.75,23894335.3333,-2347508721.23,-2327144561.89,-2381408174.64,-2377803426.44,-2328719015.99,4.0,570939261022000.0,122,0.124990974078,0.249546279492,4.95258127397e-14,0.125000566882,0.00389889675053
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2503770080.37,42103768.8165,-2487080400.58,-2475167040.54,-2565752479.78,-2555018354.06,-2475887358.38,4.0,1772727348550000.0,121,0.124990974078,0.125226860254,4.95258127397e-14,0.125000566882,0.00195653727845
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-145935341899.0,4213.61075947,-145935341944.0,-145935336696.0,-145935347013.0,-145935346272.0,-145935337464.0,4.0,17754515.6323,1,0.124990974078,0.125226860254,4.95258127397e-14,0.124998488314,0.00195650474422
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-516851359764.0,6860336.06685,-516852565078.0,-516842864151.0,-516857444748.0,-516857284813.0,-516843747275.0,4.0,47064210950100.0,27,0.250018051845,0.249546279492,4.95258127397e-14,0.124998488314,0.00779879001474
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150056829867000.0,10501969.7785,-150056831205000.0,-150056817595000.0,-150056839465000.0,-150056839202000.0,-150056818661000.0,4.0,110291369229000.0,48,0.250018051845,0.249546279492,4.95258127397e-14,0.125000566882,0.00779891969886
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150365357676000.0,23947964.7647,-150365358924000.0,-150365328371000.0,-150365384485000.0,-150365381905000.0,-150365331699000.0,4.0,573505016370000.0,74,0.250018051845,0.250453720508,4.95258127397e-14,0.125000566882,0.00782727940685
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150736215501000.0,12439863.2569,-150736212899000.0,-150736204463000.0,-150736231742000.0,-150736229772000.0,-150736204873000.0,4.0,154750197850000.0,100,0.249981948155,0.125226860254,4.95258127397e-14,0.125000566882,0.0039130745569
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-151253762943000.0,6943730.69845,-151253761770000.0,-151253756309000.0,-151253771924000.0,-151253770841000.0,-151253756688000.0,4.0,48215396012600.0,22,0.124990974078,0.249546279492,4.95258127397e-14,0.125000566882,0.00389889675053
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166370565450000.0,16087809.7574,-166370566108000.0,-166370547801000.0,-166370581785000.0,-166370580923000.0,-166370549057000.0,4.0,258817622790000.0,43,0.250018051845,0.249546279492,4.95258127397e-14,0.250000944804,0.0155978276082
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166679077949000.0,31478591.591,-166679067641000.0,-166679052956000.0,-166679123557000.0,-166679115960000.0,-166679054369000.0,4.0,990901728550000.0,69,0.250018051845,0.250453720508,4.95258127397e-14,0.250000944804,0.0156545469814
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167049964796000.0,22954903.5582,-167049959530000.0,-167049944279000.0,-167049995847000.0,-167049991655000.0,-167049945311000.0,4.0,526927597368000.0,95,0.249981948155,0.125226860254,4.95258127397e-14,0.250000944804,0.00782614319848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167567494763000.0,8221948.8379,-167567491784000.0,-167567488697000.0,-167567506786000.0,-167567504740000.0,-167567488956000.0,4.0,67600442693000.0,17,0.124990974078,0.249546279492,4.95258127397e-14,0.250000944804,0.00779778760718
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182684260601000.0,10994521.3244,-182684256755000.0,-182684252169000.0,-182684276726000.0,-182684273878000.0,-182684252709000.0,4.0,120879499153000.0,38,0.250018051845,0.249546279492,4.95258127397e-14,0.250000944804,0.0155978276082
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182992769581000.0,8088344.24441,-182992769438000.0,-182992760886000.0,-182992778563000.0,-182992777864000.0,-182992761498000.0,4.0,65421312616100.0,64,0.250018051845,0.250453720508,4.95258127397e-14,0.250000944804,0.0156545469814
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183363678710000.0,16983837.5147,-183363675953000.0,-183363661562000.0,-183363701371000.0,-183363698251000.0,-183363663029000.0,4.0,288450736725000.0,90,0.249981948155,0.125226860254,4.95258127397e-14,0.250000944804,0.00782614319848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183881201649000.0,9172244.88141,-183881198164000.0,-183881195041000.0,-183881215226000.0,-183881212701000.0,-183881195475000.0,4.0,84130076164600.0,12,0.124990974078,0.249546279492,4.95258127397e-14,0.250000944804,0.00779778760718
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-198998004940000.0,17103652.6555,-198998009078000.0,-198997982507000.0,-198998019096000.0,-198998018847000.0,-198997985239000.0,4.0,292534934159000.0,33,0.250018051845,0.249546279492,4.95258127397e-14,0.249999055196,0.0155977097136
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199306497610000.0,13420711.1542,-199306492113000.0,-199306488648000.0,-199306517565000.0,-199306513872000.0,-199306489043000.0,4.0,180115487885000.0,59,0.250018051845,0.250453720508,4.95258127397e-14,0.249999055196,0.015654428658
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199677417934000.0,9311756.82775,-199677422155000.0,-199677404005000.0,-199677423420000.0,-199677423296000.0,-199677406661000.0,4.0,86708815219200.0,85,0.249981948155,0.125226860254,4.95258127397e-14,0.249999055196,0.00782608404535
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-200194932097000.0,4087048.19876,-200194932462000.0,-200194927466000.0,-200194935995000.0,-200194935851000.0,-200194927830000.0,4.0,16703962979000.0,7,0.124990974078,0.249546279492,4.95258127397e-14,0.249999055196,0.00779772866837
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215311453978000.0,9846972.87711,-215311452238000.0,-215311443967000.0,-215311467471000.0,-215311465355000.0,-215311445039000.0,4.0,96962874842600.0,28,0.250018051845,0.249546279492,4.95258127397e-14,0.124998488314,0.00779879001474
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215619958030000.0,6734330.07504,-215619955142000.0,-215619953761000.0,-215619968075000.0,-215619966188000.0,-215619953916000.0,4.0,45351201559600.0,54,0.250018051845,0.250453720508,4.95258127397e-14,0.124998488314,0.00782714925116
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215990874066000.0,39713413.2019,-215990864265000.0,-215990837815000.0,-215990929917000.0,-215990921161000.0,-215990840691000.0,4.0,1577155188140000.0,80,0.249981948155,0.125226860254,4.95258127397e-14,0.124998488314,0.00391300948845
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-216508390882000.0,6233314.7306,-216508392508000.0,-216508381996000.0,-216508396517000.0,-216508395995000.0,-216508383494000.0,4.0,38854212530700.0,2,0.124990974078,0.249546279492,4.95258127397e-14,0.124998488314,0.00389883191784
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366048370822000.0,6085223.63622,-366048371334000.0,-366048363144000.0,-366048377478000.0,-366048376843000.0,-366048364085000.0,4.0,37029946702900.0,23,0.124990974078,0.249546279492,4.95258127397e-14,0.125000566882,0.00389889675053
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366419269399000.0,12494675.1999,-366419267320000.0,-366419256501000.0,-366419286456000.0,-366419283750000.0,-366419257959000.0,4.0,156116908351000.0,49,0.250018051845,0.250453720508,4.95258127397e-14,0.125000566882,0.00782727940685
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366727816756000.0,29027935.505,-366727809156000.0,-366727790764000.0,-366727857947000.0,-366727851300000.0,-366727792852000.0,4.0,842621039684000.0,75,0.250018051845,0.125226860254,4.95258127397e-14,0.125000566882,0.00391363970343
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382362098318000.0,8427939.58097,-382362095602000.0,-382362091907000.0,-382362110161000.0,-382362108414000.0,-382362092024000.0,4.0,71030165580500.0,18,0.124990974078,0.249546279492,4.95258127397e-14,0.250000944804,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382733019937000.0,35083890.2626,-382733008124000.0,-382732993349000.0,-382733070153000.0,-382733062291000.0,-382732994122000.0,4.0,1230879355960000.0,44,0.250018051845,0.250453720508,4.95258127397e-14,0.250000944804,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383041504383000.0,9680420.0136,-383041504231000.0,-383041492758000.0,-383041516313000.0,-383041514703000.0,-383041494277000.0,4.0,93710531639700.0,70,0.250018051845,0.125226860254,4.95258127397e-14,0.250000944804,0.00782727349068
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-398675824178000.0,10758497.0936,-398675820270000.0,-398675816273000.0,-398675839898000.0,-398675837236000.0,-398675816590000.0,4.0,115745259712000.0,13,0.124990974078,0.249546279492,4.95258127397e-14,0.250000944804,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399046713424000.0,20025134.931,-399046713314000.0,-399046695253000.0,-399046731817000.0,-399046731494000.0,-399046695510000.0,4.0,401006029004000.0,39,0.250018051845,0.250453720508,4.95258127397e-14,0.250000944804,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399355242232000.0,45441360.3281,-399355237281000.0,-399355202594000.0,-399355291773000.0,-399355288483000.0,-399355202913000.0,4.0,2064917228470000.0,65,0.250018051845,0.125226860254,4.95258127397e-14,0.250000944804,0.00782727349068
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-414989550913000.0,22256967.0957,-414989547712000.0,-414989530690000.0,-414989577537000.0,-414989575041000.0,-414989531265000.0,4.0,495372584298000.0,8,0.124990974078,0.249546279492,4.95258127397e-14,0.249999055196,0.00779772866837
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415360460335000.0,30900420.6863,-415360459497000.0,-415360433480000.0,-415360488865000.0,-415360488325000.0,-415360433517000.0,4.0,954835998589000.0,34,0.250018051845,0.250453720508,4.95258127397e-14,0.249999055196,0.015654428658
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415668946308000.0,4589830.39024,-415668946185000.0,-415668942161000.0,-415668950701000.0,-415668950571000.0,-415668942217000.0,4.0,21066543011200.0,60,0.250018051845,0.125226860254,4.95258127397e-14,0.249999055196,0.00782721432901
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431302997010000.0,13650566.0968,-431302995727000.0,-431302984755000.0,-431303011832000.0,-431303010862000.0,-431302984955000.0,4.0,186337954763000.0,3,0.124990974078,0.249546279492,4.95258127397e-14,0.124998488314,0.00389883191784
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431673898698000.0,22056824.5286,-431673888246000.0,-431673886585000.0,-431673931716000.0,-431673925410000.0,-431673886619000.0,4.0,486503508284000.0,29,0.250018051845,0.250453720508,4.95258127397e-14,0.124998488314,0.00782714925116
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431982404991000.0,3220742.04546,-431982404464000.0,-431982401812000.0,-431982409224000.0,-431982408679000.0,-431982402041000.0,4.0,10373179323400.0,55,0.250018051845,0.125226860254,4.95258127397e-14,0.124998488314,0.00391357462558
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582410834407000.0,10893236.9317,-582410833552000.0,-582410823503000.0,-582410847020000.0,-582410845927000.0,-582410824083000.0,4.0,118662610849000.0,24,0.124990974078,0.250453720508,4.95258127397e-14,0.125000566882,0.0039130745569
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582781723892000.0,14432076.1084,-582781727218000.0,-582781705008000.0,-582781736125000.0,-582781735830000.0,-582781707298000.0,4.0,208284820798000.0,50,0.250018051845,0.125226860254,4.95258127397e-14,0.125000566882,0.00391363970343
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-598724554583000.0,21384190.3974,-598724551932000.0,-598724533728000.0,-598724580740000.0,-598724578058000.0,-598724534820000.0,4.0,457283598953000.0,19,0.124990974078,0.250453720508,4.95258127397e-14,0.250000944804,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-599095480664000.0,18574434.1076,-599095481419000.0,-599095457188000.0,-599095502629000.0,-599095499503000.0,-599095460766000.0,4.0,345009602418000.0,45,0.250018051845,0.125226860254,4.95258127397e-14,0.250000944804,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615038268194000.0,13716918.4486,-615038272102000.0,-615038249501000.0,-615038279069000.0,-615038278887000.0,-615038252028000.0,4.0,188153851725000.0,14,0.124990974078,0.250453720508,4.95258127397e-14,0.250000944804,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615409164165000.0,16149100.2599,-615409167599000.0,-615409141603000.0,-615409179858000.0,-615409178217000.0,-615409145304000.0,4.0,260793439205000.0,40,0.250018051845,0.125226860254,4.95258127397e-14,0.250000944804,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631351981538000.0,4976719.67812,-631351982865000.0,-631351974512000.0,-631351985909000.0,-631351985614000.0,-631351975604000.0,4.0,24767738754600.0,9,0.124990974078,0.250453720508,4.95258127397e-14,0.249999055196,0.00782608404535
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631722890647000.0,16458828.3003,-631722891651000.0,-631722873484000.0,-631722905800000.0,-631722905473000.0,-631722874414000.0,4.0,270893029019000.0,35,0.250018051845,0.125226860254,4.95258127397e-14,0.249999055196,0.00782721432901
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647665438697000.0,2555603.18043,-647665438430000.0,-647665436517000.0,-647665441413000.0,-647665441253000.0,-647665436517000.0,4.0,6531107615820.0,4,0.124990974078,0.250453720508,4.95258127397e-14,0.124998488314,0.00391300948845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648036349502000.0,7365373.75455,-648036347766000.0,-648036342837000.0,-648036359639000.0,-648036358185000.0,-648036343249000.0,4.0,54248730544300.0,30,0.250018051845,0.125226860254,4.95258127397e-14,0.124998488314,0.00391357462558
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-798773280978000.0,35368038.303,-798773280374000.0,-798773245841000.0,-798773317323000.0,-798773315449000.0,-798773247352000.0,4.0,1250898133400000.0,25,0.124990974078,0.125226860254,4.95258127397e-14,0.125000566882,0.00195653727845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-815086984568000.0,6717376.69902,-815086984287000.0,-815086977554000.0,-815086992145000.0,-815086991534000.0,-815086977997000.0,4.0,45123149716500.0,20,0.124990974078,0.125226860254,4.95258127397e-14,0.250000944804,0.00391307159924
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-831400699082000.0,16747062.0179,-831400695699000.0,-831400683033000.0,-831400721894000.0,-831400718640000.0,-831400684258000.0,4.0,280464086233000.0,15,0.124990974078,0.125226860254,4.95258127397e-14,0.250000944804,0.00391307159924
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847714429944000.0,12641374.4978,-847714431198000.0,-847714415395000.0,-847714441985000.0,-847714441527000.0,-847714416605000.0,4.0,159804349192000.0,10,0.124990974078,0.125226860254,4.95258127397e-14,0.249999055196,0.00391304202267
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864027879758000.0,4230177.96279,-864027880360000.0,-864027874605000.0,-864027883706000.0,-864027883553000.0,-864027875119000.0,4.0,17894405596900.0,5,0.124990974078,0.125226860254,4.95258127397e-14,0.124998488314,0.00195650474422
