npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288739352000.0,11913293.5069,-296288739352000.0,-296288730928000.0,-296288747776000.0,-296288746934000.0,-296288731770000.0,2.0,141926562182000.0,1.17734560967e-13,0.25,0.125,80,0.124993135887,0.00390603549646
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288827757000.0,9689349.91651,-296288827757000.0,-296288820906000.0,-296288834609000.0,-296288833924000.0,-296288821591000.0,2.0,93883501804500.0,1.17734560967e-13,0.125,0.25,2,0.124993135887,0.00390603549646
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288844909000.0,40759198.4133,-296288844909000.0,-296288816088000.0,-296288873730000.0,-296288870848000.0,-296288818970000.0,2.0,1661312255290000.0,1.17734560967e-13,0.25,0.25,28,0.124993135887,0.00781207099292
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288855203000.0,37335974.9845,-296288855203000.0,-296288828803000.0,-296288881604000.0,-296288878964000.0,-296288831443000.0,2.0,1393975028040000.0,1.17734560967e-13,0.125,0.25,7,0.249994792742,0.00781233727318
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288878215000.0,15985323.5583,-296288878215000.0,-296288866912000.0,-296288889519000.0,-296288888388000.0,-296288868042000.0,2.0,255530569262000.0,1.17734560967e-13,0.25,0.25,54,0.124993135887,0.00781207099292
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288888932000.0,15872747.5183,-296288888932000.0,-296288877708000.0,-296288900156000.0,-296288899033000.0,-296288878831000.0,2.0,251944113780000.0,1.17734560967e-13,0.25,0.25,33,0.249994792742,0.0156246745464
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288941674000.0,19552986.7611,-296288941674000.0,-296288927848000.0,-296288955501000.0,-296288954118000.0,-296288929231000.0,2.0,382319291281000.0,1.17734560967e-13,0.125,0.25,12,0.250004260484,0.00781263314013
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288943274000.0,96740991.7445,-296288943274000.0,-296288874868000.0,-296289011680000.0,-296289004840000.0,-296288881708000.0,2.0,9358819483710000.0,1.17734560967e-13,0.25,0.25,64,0.250004260484,0.0156252662803
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288952825000.0,19640372.8733,-296288952825000.0,-296288938937000.0,-296288966712000.0,-296288965324000.0,-296288940326000.0,2.0,385744246603000.0,1.17734560967e-13,0.25,0.125,85,0.249994792742,0.00781233727318
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288973331000.0,64219334.8065,-296288973331000.0,-296288927921000.0,-296289018740000.0,-296289014199000.0,-296288932462000.0,2.0,4124122963000000.0,1.17734560967e-13,0.125,0.25,17,0.250005207258,0.00781266272682
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288978937000.0,31134877.9254,-296288978937000.0,-296288956921000.0,-296289000953000.0,-296288998751000.0,-296288959123000.0,2.0,969380623433000.0,1.17734560967e-13,0.25,0.25,38,0.250004260484,0.0156252662803
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288993730000.0,48500032.244,-296288993730000.0,-296288959435000.0,-296289028024000.0,-296289024595000.0,-296288962865000.0,2.0,2352253127670000.0,1.17734560967e-13,0.25,0.125,90,0.250004260484,0.00781263314013
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288995245000.0,1805608.56786,-296288995245000.0,-296288993968000.0,-296288996521000.0,-296288996394000.0,-296288994096000.0,2.0,3260222300320.0,1.17734560967e-13,0.25,0.25,59,0.249994792742,0.0156246745464
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289017107000.0,63180701.1878,-296289017107000.0,-296288972432000.0,-296289061783000.0,-296289057315000.0,-296288976899000.0,2.0,3991801002580000.0,1.17734560967e-13,0.25,0.25,43,0.250005207258,0.0156253254536
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289036377000.0,31701053.3754,-296289036377000.0,-296289013961000.0,-296289058793000.0,-296289056552000.0,-296289016203000.0,2.0,1004956785110000.0,1.17734560967e-13,0.25,0.125,95,0.250005207258,0.00781266272682
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289046046000.0,14168029.4321,-296289046046000.0,-296289036027000.0,-296289056064000.0,-296289055062000.0,-296289037029000.0,2.0,200733057989000.0,1.17734560967e-13,0.125,0.25,22,0.125002603629,0.00390633136341
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289066907000.0,28232845.9787,-296289066907000.0,-296289046944000.0,-296289086871000.0,-296289084875000.0,-296289048940000.0,2.0,797093592058000.0,1.17734560967e-13,0.25,0.25,48,0.125002603629,0.00781266272682
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289068037000.0,37513440.0041,-296289068037000.0,-296289041511000.0,-296289094563000.0,-296289091911000.0,-296289044164000.0,2.0,1407258180940000.0,1.17734560967e-13,0.25,0.25,69,0.250005207258,0.0156253254536
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289113427000.0,97040603.3175,-296289113427000.0,-296289044809000.0,-296289182045000.0,-296289175184000.0,-296289051671000.0,2.0,9416878692230000.0,1.17734560967e-13,0.25,0.125,100,0.125002603629,0.00390633136341
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289171414000.0,27924550.6925,-296289171414000.0,-296289151668000.0,-296289191160000.0,-296289189185000.0,-296289153643000.0,2.0,779780531378000.0,1.17734560967e-13,0.25,0.25,74,0.125002603629,0.00781266272682
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406321508000.0,114602289.348,-592406321508000.0,-592406240472000.0,-592406402544000.0,-592406394440000.0,-592406248575000.0,2.0,1.31336847238e+16,1.17734560967e-13,0.125,0.25,3,0.124993135887,0.00390603549646
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406331787000.0,31129955.3132,-592406331787000.0,-592406309774000.0,-592406353799000.0,-592406351597000.0,-592406311976000.0,2.0,969074117802000.0,1.17734560967e-13,0.125,0.25,8,0.249994792742,0.00781233727318
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406340350000.0,114432079.465,-592406340350000.0,-592406259435000.0,-592406421266000.0,-592406413175000.0,-592406267526000.0,2.0,1.30947008107e+16,1.17734560967e-13,0.25,0.25,29,0.124993135887,0.00781207099292
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406349692000.0,106233941.427,-592406349692000.0,-592406274573000.0,-592406424811000.0,-592406417299000.0,-592406282085000.0,2.0,1.12856503111e+16,1.17734560967e-13,0.25,0.125,60,0.249994792742,0.00781233727318
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406389102000.0,33489492.5951,-592406389102000.0,-592406365422000.0,-592406412783000.0,-592406410415000.0,-592406367790000.0,2.0,1121546114280000.0,1.17734560967e-13,0.125,0.25,13,0.250004260484,0.00781263314013
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406411930000.0,52621766.422,-592406411930000.0,-592406374721000.0,-592406449139000.0,-592406445418000.0,-592406378442000.0,2.0,2769050301370000.0,1.17734560967e-13,0.25,0.25,34,0.249994792742,0.0156246745464
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406417552000.0,9389005.73667,-592406417552000.0,-592406410913000.0,-592406424191000.0,-592406423527000.0,-592406411576000.0,2.0,88153428723300.0,1.17734560967e-13,0.125,0.25,18,0.250005207258,0.00781266272682
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406419763000.0,7566797.92552,-592406419763000.0,-592406414412000.0,-592406425113000.0,-592406424578000.0,-592406414947000.0,2.0,57256430845600.0,1.17734560967e-13,0.25,0.125,55,0.124993135887,0.00390603549646
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406500601000.0,69032493.6399,-592406500601000.0,-592406451788000.0,-592406549415000.0,-592406544533000.0,-592406456669000.0,2.0,4765485178140000.0,1.17734560967e-13,0.25,0.25,39,0.250004260484,0.0156252662803
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406507949000.0,13581402.4211,-592406507949000.0,-592406498345000.0,-592406517552000.0,-592406516592000.0,-592406499306000.0,2.0,184454491725000.0,1.17734560967e-13,0.25,0.125,65,0.250004260484,0.00781263314013
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406529871000.0,14036206.2549,-592406529871000.0,-592406519946000.0,-592406539796000.0,-592406538803000.0,-592406520938000.0,2.0,197015086031000.0,1.17734560967e-13,0.125,0.25,23,0.125002603629,0.00390633136341
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406567934000.0,71700573.0767,-592406567934000.0,-592406517234000.0,-592406618634000.0,-592406613564000.0,-592406522304000.0,2.0,5140972179530000.0,1.17734560967e-13,0.25,0.125,70,0.250005207258,0.00781266272682
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406568298000.0,15509292.1137,-592406568298000.0,-592406557331000.0,-592406579264000.0,-592406578168000.0,-592406558428000.0,2.0,240538141868000.0,1.17734560967e-13,0.25,0.25,44,0.250005207258,0.0156253254536
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406609137000.0,64044324.2872,-592406609137000.0,-592406563851000.0,-592406654424000.0,-592406649895000.0,-592406568380000.0,2.0,4101675473410000.0,1.17734560967e-13,0.25,0.125,75,0.125002603629,0.00390633136341
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406627149000.0,42510250.9971,-592406627149000.0,-592406597089000.0,-592406657208000.0,-592406654202000.0,-592406600095000.0,2.0,1807121439840000.0,1.17734560967e-13,0.25,0.25,49,0.125002603629,0.00781266272682
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523766209000.0,101992161.465,-888523766209000.0,-888523694089000.0,-888523838328000.0,-888523831116000.0,-888523701301000.0,2.0,1.04024010004e+16,1.17734560967e-13,0.125,0.25,4,0.124993135887,0.00390603549646
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523798453000.0,35778673.4594,-888523798453000.0,-888523773154000.0,-888523823752000.0,-888523821222000.0,-888523775684000.0,2.0,1280113474510000.0,1.17734560967e-13,0.25,0.125,30,0.124993135887,0.00390603549646
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523836535000.0,10407658.374,-888523836535000.0,-888523829175000.0,-888523843894000.0,-888523843158000.0,-888523829911000.0,2.0,108319352829000.0,1.17734560967e-13,0.25,0.125,35,0.249994792742,0.00781233727318
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523880458000.0,81379536.4343,-888523880458000.0,-888523822914000.0,-888523938002000.0,-888523932248000.0,-888523828669000.0,2.0,6622628950260000.0,1.17734560967e-13,0.125,0.25,9,0.249994792742,0.00781233727318
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523900163000.0,4547849.98258,-888523900163000.0,-888523896948000.0,-888523903379000.0,-888523903058000.0,-888523897269000.0,2.0,20682939464000.0,1.17734560967e-13,0.125,0.25,19,0.250005207258,0.00781266272682
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523904907000.0,71714366.1667,-888523904907000.0,-888523854197000.0,-888523955617000.0,-888523950546000.0,-888523859268000.0,2.0,5142950314700000.0,1.17734560967e-13,0.25,0.125,40,0.250004260484,0.00781263314013
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523951720000.0,19387214.9896,-888523951720000.0,-888523938011000.0,-888523965428000.0,-888523964057000.0,-888523939382000.0,2.0,375864105055000.0,1.17734560967e-13,0.125,0.25,14,0.250004260484,0.00781263314013
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523973264000.0,44112988.5965,-888523973264000.0,-888523942071000.0,-888524004457000.0,-888524001337000.0,-888523945191000.0,2.0,1945955762920000.0,1.17734560967e-13,0.25,0.125,45,0.250005207258,0.00781266272682
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524008034000.0,8351589.40223,-888524008034000.0,-888524002129000.0,-888524013940000.0,-888524013349000.0,-888524002719000.0,2.0,69749045543400.0,1.17734560967e-13,0.125,0.25,24,0.125002603629,0.00390633136341
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524020796000.0,90915319.4191,-888524020796000.0,-888523956509000.0,-888524085083000.0,-888524078654000.0,-888523962938000.0,2.0,8265595305080000.0,1.17734560967e-13,0.25,0.125,50,0.125002603629,0.00390633136341
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641276480000.0,150706261.36,-1184641276480000.0,-1184641169920000.0,-1184641383050000.0,-1184641372390000.0,-1184641180570000.0,2.0,2.27123772131e+16,1.17734560967e-13,0.125,0.125,10,0.249994792742,0.00390616863659
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641279960000.0,73246325.7361,-1184641279960000.0,-1184641228170000.0,-1184641331750000.0,-1184641326570000.0,-1184641233350000.0,2.0,5365024233840000.0,1.17734560967e-13,0.125,0.125,5,0.124993135887,0.00195301774823
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641362830000.0,107326882.084,-1184641362830000.0,-1184641286940000.0,-1184641438720000.0,-1184641431130000.0,-1184641294530000.0,2.0,1.15190596178e+16,1.17734560967e-13,0.125,0.125,15,0.250004260484,0.00390631657006
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641448750000.0,14564037.9558,-1184641448750000.0,-1184641438450000.0,-1184641459040000.0,-1184641458010000.0,-1184641439480000.0,2.0,212111201578000.0,1.17734560967e-13,0.125,0.125,20,0.250005207258,0.00390633136341
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641461430000.0,83417665.3999,-1184641461430000.0,-1184641402440000.0,-1184641520420000.0,-1184641514520000.0,-1184641408340000.0,2.0,6958506900770000.0,1.17734560967e-13,0.125,0.125,25,0.125002603629,0.00195316568171
