smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2904655506.45,90817244.0354,-2904655506.45,-2840438017.35,-2968872995.56,-2962451246.65,-2846859766.26,2.0,8247771814190000.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,120
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2935988758.99,47154722.4183,-2935988758.99,-2902645335.0,-2969332182.98,-2965997840.58,-2905979677.4,2.0,2223567846350000.0,8.74780185431e-15,0.25,0.00390625439665,0.125,0.125000140693,104
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3072928767.62,10922659.8089,-3072928767.62,-3065205280.8,-3080652254.44,-3079879905.76,-3065977629.48,2.0,119304497301000.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,115
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3288202625.64,83600415.431,-3288202625.64,-3229088204.97,-3347317046.3,-3341405604.23,-3234999647.04,2.0,6989029460240000.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,110
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3548612222.05,28842877.7296,-3548612222.05,-3528217227.62,-3569007216.49,-3566967717.04,-3530256727.07,2.0,831911595727000.0,8.74780185431e-15,0.125,0.00195312719832,0.125,0.125000140693,105
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-152875832033000.0,28999955.3665,-152875832033000.0,-152875811527000.0,-152875852539000.0,-152875850488000.0,-152875813577000.0,2.0,840997411258000.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,106
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-152876141684000.0,5798280.88693,-152876141684000.0,-152876137584000.0,-152876145784000.0,-152876145374000.0,-152876137994000.0,2.0,33620061243800.0,8.74780185431e-15,0.25,0.00781250879329,0.25,0.125000140693,112
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-152876467346000.0,84559582.0403,-152876467346000.0,-152876407553000.0,-152876527138000.0,-152876521159000.0,-152876413532000.0,2.0,7150322914830000.0,8.74780185431e-15,0.25,0.00781250879329,0.25,0.125000140693,118
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-152876744400000.0,21545743.4467,-152876744400000.0,-152876729165000.0,-152876759635000.0,-152876758112000.0,-152876730689000.0,2.0,464219060671000.0,8.74780185431e-15,0.25,0.00390625439665,0.125,0.125000140693,124
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201323686709000.0,17345256.7094,-201323686709000.0,-201323674445000.0,-201323698974000.0,-201323697748000.0,-201323675671000.0,2.0,300857930314000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,81
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201323961405000.0,29192575.6289,-201323961405000.0,-201323940763000.0,-201323982048000.0,-201323979983000.0,-201323942827000.0,2.0,852206471849000.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,87
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201324198568000.0,61859858.0044,-201324198568000.0,-201324154827000.0,-201324242310000.0,-201324237936000.0,-201324159201000.0,2.0,3826642032320000.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,93
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201324375266000.0,79526613.4955,-201324375266000.0,-201324319032000.0,-201324431500000.0,-201324425876000.0,-201324324655000.0,2.0,6324482254070000.0,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,99
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-249771458221000.0,35801396.6231,-249771458221000.0,-249771432905000.0,-249771483536000.0,-249771481004000.0,-249771435437000.0,2.0,1281740000160000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,56
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-249771771021000.0,31075450.1304,-249771771021000.0,-249771749048000.0,-249771792995000.0,-249771790798000.0,-249771751245000.0,2.0,965683600807000.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,62
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-249772041858000.0,14009321.6132,-249772041858000.0,-249772031952000.0,-249772051764000.0,-249772050773000.0,-249772032942000.0,2.0,196261092061000.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,68
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-249772389725000.0,42856576.1654,-249772389725000.0,-249772359421000.0,-249772420029000.0,-249772416998000.0,-249772362451000.0,2.0,1836686120620000.0,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,74
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-298219262519000.0,1250428.09803,-298219262519000.0,-298219261635000.0,-298219263404000.0,-298219263315000.0,-298219261724000.0,2.0,1563570428330.0,8.74780185431e-15,0.125,0.00781248900839,0.25,0.249999648268,31
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-298219581390000.0,59139354.3116,-298219581390000.0,-298219539572000.0,-298219623208000.0,-298219619026000.0,-298219543754000.0,2.0,3497463228400000.0,8.74780185431e-15,0.25,0.0156249780168,0.25,0.249999648268,37
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-298219900738000.0,24425737.1511,-298219900738000.0,-298219883467000.0,-298219918010000.0,-298219916283000.0,-298219885194000.0,2.0,596616635373000.0,8.74780185431e-15,0.25,0.0156249780168,0.25,0.249999648268,43
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-298220056587000.0,27917619.0573,-298220056587000.0,-298220036846000.0,-298220076327000.0,-298220074353000.0,-298220038820000.0,2.0,779393453829000.0,8.74780185431e-15,0.25,0.00781248900839,0.125,0.249999648268,49
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-346666808765000.0,33314692.4842,-346666808765000.0,-346666785207000.0,-346666832322000.0,-346666829966000.0,-346666787563000.0,2.0,1109868735320000.0,8.74780185431e-15,0.125,0.00390623461174,0.25,0.124999507576,6
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-346667123170000.0,58480140.2263,-346667123170000.0,-346667081818000.0,-346667164521000.0,-346667160386000.0,-346667085953000.0,2.0,3419926800890000.0,8.74780185431e-15,0.25,0.00781246922348,0.25,0.124999507576,12
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-346667421461000.0,15788028.4361,-346667421461000.0,-346667410298000.0,-346667432625000.0,-346667431509000.0,-346667411414000.0,2.0,249261841900000.0,8.74780185431e-15,0.25,0.00781246922348,0.25,0.124999507576,18
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-346667778521000.0,7637627.1766,-346667778521000.0,-346667773121000.0,-346667783922000.0,-346667783382000.0,-346667773661000.0,2.0,58333348888800.0,8.74780185431e-15,0.25,0.00390623461174,0.125,0.124999507576,24
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-499552035090000.0,55215345.0883,-499552035090000.0,-499551996047000.0,-499552074134000.0,-499552070229000.0,-499551999952000.0,2.0,3048734333220000.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,111
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-499552268861000.0,35675124.1236,-499552268861000.0,-499552243635000.0,-499552294087000.0,-499552291565000.0,-499552246158000.0,2.0,1272714481240000.0,8.74780185431e-15,0.25,0.00781250879329,0.25,0.125000140693,117
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-499552635786000.0,45195956.6614,-499552635786000.0,-499552603827000.0,-499552667744000.0,-499552664548000.0,-499552607023000.0,2.0,2042674498540000.0,8.74780185431e-15,0.25,0.00390625439665,0.125,0.125000140693,123
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-547999857387000.0,74342648.1313,-547999857387000.0,-547999804818000.0,-547999909955000.0,-547999904698000.0,-547999810075000.0,2.0,5526829331170000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,86
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-548000118579000.0,1296158.15197,-548000118579000.0,-548000117662000.0,-548000119495000.0,-548000119404000.0,-548000117754000.0,2.0,1680025954920.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,92
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-548000370368000.0,57574228.6942,-548000370368000.0,-548000329657000.0,-548000411079000.0,-548000407008000.0,-548000333728000.0,2.0,3314791809730000.0,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,98
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596447670117000.0,28715860.0585,-596447670117000.0,-596447649812000.0,-596447690422000.0,-596447688392000.0,-596447651842000.0,2.0,824600618902000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,61
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596447952663000.0,16805788.9256,-596447952663000.0,-596447940779000.0,-596447964546000.0,-596447963358000.0,-596447941968000.0,2.0,282434541413000.0,8.74780185431e-15,0.25,0.0156250219832,0.25,0.250000351732,67
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596448290247000.0,32287369.3478,-596448290247000.0,-596448267416000.0,-596448313077000.0,-596448310794000.0,-596448269699000.0,2.0,1042474219400000.0,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,73
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644895438045000.0,8722964.53536,-644895438045000.0,-644895431877000.0,-644895444213000.0,-644895443597000.0,-644895432494000.0,2.0,76090110285100.0,8.74780185431e-15,0.125,0.00781248900839,0.25,0.249999648268,36
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644895688127000.0,15692387.5152,-644895688127000.0,-644895677031000.0,-644895699223000.0,-644895698113000.0,-644895678140000.0,2.0,246251025927000.0,8.74780185431e-15,0.25,0.0156249780168,0.25,0.249999648268,42
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644895969668000.0,43282563.9837,-644895969668000.0,-644895939062000.0,-644896000273000.0,-644895997213000.0,-644895942123000.0,2.0,1873380345000000.0,8.74780185431e-15,0.25,0.00781248900839,0.125,0.249999648268,48
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-693343015743000.0,7419564.85864,-693343015743000.0,-693343010496000.0,-693343020989000.0,-693343020465000.0,-693343011021000.0,2.0,55049942691600.0,8.74780185431e-15,0.125,0.00390623461174,0.25,0.124999507576,11
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-693343328901000.0,3099935.00391,-693343328901000.0,-693343326709000.0,-693343331093000.0,-693343330873000.0,-693343326928000.0,2.0,9609597028450.0,8.74780185431e-15,0.25,0.00781246922348,0.25,0.124999507576,17
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-693343529098000.0,9361471.8825,-693343529098000.0,-693343522478000.0,-693343535717000.0,-693343535055000.0,-693343523140000.0,2.0,87637155806800.0,8.74780185431e-15,0.25,0.00390623461174,0.125,0.124999507576,23
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-846228234110000.0,9172485.6628,-846228234110000.0,-846228227624000.0,-846228240596000.0,-846228239947000.0,-846228228272000.0,2.0,84134493234200.0,8.74780185431e-15,0.125,0.00390625439665,0.25,0.125000140693,116
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-846228604054000.0,15628333.5403,-846228604054000.0,-846228593003000.0,-846228615105000.0,-846228613999000.0,-846228594108000.0,2.0,244244809247000.0,8.74780185431e-15,0.25,0.00390625439665,0.125,0.125000140693,122
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-894676007100000.0,29627645.5267,-894676007100000.0,-894675986150000.0,-894676028050000.0,-894676025955000.0,-894675988245000.0,2.0,877797379454000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,91
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-894676336787000.0,125259728.154,-894676336787000.0,-894676248214000.0,-894676425359000.0,-894676416501000.0,-894676257072000.0,2.0,1.56899994973e+16,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,97
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-943123867138000.0,42965556.7,-943123867138000.0,-943123836757000.0,-943123897519000.0,-943123894481000.0,-943123839795000.0,2.0,1846039062540000.0,8.74780185431e-15,0.125,0.00781251099161,0.25,0.250000351732,66
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-943124187840000.0,72052628.1964,-943124187840000.0,-943124136891000.0,-943124238789000.0,-943124233694000.0,-943124141986000.0,2.0,5191581230010000.0,8.74780185431e-15,0.25,0.00781251099161,0.125,0.250000351732,72
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-991571576138000.0,5508991.41564,-991571576138000.0,-991571572242000.0,-991571580033000.0,-991571579644000.0,-991571572632000.0,2.0,30348986417600.0,8.74780185431e-15,0.125,0.00781248900839,0.25,0.249999648268,41
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-991571901464000.0,79284475.5617,-991571901464000.0,-991571845402000.0,-991571957527000.0,-991571951921000.0,-991571851008000.0,2.0,6286028065090000.0,8.74780185431e-15,0.25,0.00781248900839,0.125,0.249999648268,47
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1040019242020000.0,3844947.12798,-1040019242020000.0,-1040019239300000.0,-1040019244740000.0,-1040019244470000.0,-1040019239580000.0,2.0,14783618417000.0,8.74780185431e-15,0.125,0.00390623461174,0.25,0.124999507576,16
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1040019493140000.0,23819007.3595,-1040019493140000.0,-1040019476290000.0,-1040019509980000.0,-1040019508290000.0,-1040019477980000.0,2.0,567345111590000.0,8.74780185431e-15,0.25,0.00390623461174,0.125,0.124999507576,22
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,7107702.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1192904344360000.0,1626122.85809,-1192904344360000.0,-1192904343210000.0,-1192904345510000.0,-1192904345400000.0,-1192904343330000.0,2.0,2644275549610.0,8.74780185431e-15,0.125,0.00195312719832,0.125,0.125000140693,121
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,5330777.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1241352208420000.0,13623365.6731,-1241352208420000.0,-1241352198780000.0,-1241352218050000.0,-1241352217090000.0,-1241352199750000.0,2.0,185596092262000.0,8.74780185431e-15,0.125,0.00390625549581,0.125,0.250000351732,96
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1289800023630000.0,41688449.3747,-1289800023630000.0,-1289799994150000.0,-1289800053100000.0,-1289800050160000.0,-1289799997100000.0,2.0,1737926811270000.0,8.74780185431e-15,0.125,0.00390625549581,0.125,0.250000351732,71
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1338247869180000.0,109745751.9,-1338247869180000.0,-1338247791580000.0,-1338247946780000.0,-1338247939020000.0,-1338247799340000.0,2.0,1.20441300601e+16,8.74780185431e-15,0.125,0.00390624450419,0.125,0.249999648268,46
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1386695338870000.0,12848107.0564,-1386695338870000.0,-1386695329780000.0,-1386695347950000.0,-1386695347040000.0,-1386695330690000.0,2.0,165073854933000.0,8.74780185431e-15,0.125,0.00195311730587,0.125,0.124999507576,21
