npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-816429315.021,24798230.9137,-814590868.585,-791929852.663,-844605670.25,-842338314.968,-793094140.083,4.0,614952256450000.0,3.9741070500699994e-14,121,0.125,0.125210084034,0.125000353365,0.00195641309363
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159454629627.0,14271087.8871,-159452354293.0,-159442615889.0,-159471194035.0,-159469798699.0,-159442646024.0,4.0,203663949483000.0,3.9741070500699994e-14,79,0.25,0.250420168067,0.124998763223,0.00782555282362
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160010333227.0,2197.08761997,-160010332882.0,-160010331197.0,-160010335947.0,-160010335662.0,-160010331275.0,4.0,4827194.00984,3.9741070500699994e-14,1,0.125,0.125210084034,0.124998763223,0.0019563882059
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614263107919.0,29817785.6751,-614276091868.0,-614218573026.0,-614281674912.0,-614280989141.0,-614227049166.0,4.0,889100342566000.0,3.9741070500699994e-14,105,0.125,0.125210084034,0.124998763223,0.0019563882059
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614817867636.0,4258790.30116,-614816550000.0,-614814651737.0,-614823718806.0,-614822911002.0,-614814668959.0,4.0,18137294829300.0,3.9741070500699994e-14,27,0.25,0.249579831933,0.124998763223,0.00779929257924
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-141869732084000.0,4375807.00155,-141869732113000.0,-141869728120000.0,-141869735988000.0,-141869735953000.0,-141869728173000.0,4.0,19147686914900.0,3.9741070500699994e-14,48,0.25,0.249579831933,0.125000353365,0.00779939179609
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142324529987000.0,13502026.6727,-142324526485000.0,-142324519133000.0,-142324547845000.0,-142324545623000.0,-142324519254000.0,4.0,182304724270000.0,3.9741070500699994e-14,74,0.25,0.250420168067,0.125000353365,0.00782565237452
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142779319653000.0,18611155.3683,-142779315437000.0,-142779303978000.0,-142779343760000.0,-142779340922000.0,-142779304287000.0,4.0,346375104143000.0,3.9741070500699994e-14,100,0.25,0.125210084034,0.125000353365,0.00391282618726
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142779887715000.0,8955964.18032,-142779886479000.0,-142779878913000.0,-142779898989000.0,-142779897722000.0,-142779879439000.0,4.0,80209294399100.0,3.9741070500699994e-14,22,0.125,0.249579831933,0.125000353365,0.00389969589804
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157059278036000.0,9938436.18529,-157059275927000.0,-157059269074000.0,-157059291216000.0,-157059289536000.0,-157059269489000.0,4.0,98772513809000.0,3.9741070500699994e-14,43,0.25,0.249579831933,0.250000883412,0.0155987946163
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157514080453000.0,12873013.4888,-157514081260000.0,-157514063923000.0,-157514095370000.0,-157514093285000.0,-157514066492000.0,4.0,165714476282000.0,3.9741070500699994e-14,69,0.25,0.250420168067,0.250000883412,0.0156513158103
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157968867941000.0,3430512.44637,-157968866670000.0,-157968865464000.0,-157968872959000.0,-157968872108000.0,-157968865552000.0,4.0,11768415644700.0,3.9741070500699994e-14,95,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157969435388000.0,8413882.03396,-157969434840000.0,-157969425694000.0,-157969446179000.0,-157969444602000.0,-157969426943000.0,4.0,70793410881300.0,3.9741070500699994e-14,17,0.125,0.249579831933,0.250000883412,0.00779939730813
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-172248851209000.0,3890654.79753,-172248851434000.0,-172248846790000.0,-172248855179000.0,-172248854953000.0,-172248847151000.0,4.0,15137194753500.0,3.9741070500699994e-14,38,0.25,0.249579831933,0.250000883412,0.0155987946163
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-172703666334000.0,22640943.3739,-172703662426000.0,-172703644621000.0,-172703695864000.0,-172703692206000.0,-172703645934000.0,4.0,512612316859000.0,3.9741070500699994e-14,64,0.25,0.250420168067,0.250000883412,0.0156513158103
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173158441421000.0,17277450.9148,-173158441663000.0,-173158421231000.0,-173158461127000.0,-173158459265000.0,-173158423238000.0,4.0,298510310112000.0,3.9741070500699994e-14,90,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173158997246000.0,2628870.69242,-173158997019000.0,-173158994780000.0,-173159000166000.0,-173158999954000.0,-173158994856000.0,4.0,6910961117450.0,3.9741070500699994e-14,12,0.125,0.249579831933,0.250000883412,0.00779939730813
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-187438401404000.0,10341567.8448,-187438404041000.0,-187438386994000.0,-187438410543000.0,-187438409988000.0,-187438389129000.0,4.0,106948025489000.0,3.9741070500699994e-14,33,0.25,0.249579831933,0.249999116588,0.0155986843753
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-187893194359000.0,20691378.1464,-187893188993000.0,-187893177792000.0,-187893221659000.0,-187893218285000.0,-187893177946000.0,4.0,428133129596000.0,3.9741070500699994e-14,59,0.25,0.250420168067,0.249999116588,0.0156512051981
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188348003963000.0,14921728.8199,-188348004710000.0,-188347987166000.0,-188348019264000.0,-188348018383000.0,-188347988496000.0,4.0,222657990973000.0,3.9741070500699994e-14,85,0.25,0.125210084034,0.249999116588,0.00782560259907
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188348553608000.0,6501614.94608,-188348556097000.0,-188348543991000.0,-188348558244000.0,-188348557993000.0,-188348545736000.0,4.0,42270996907100.0,3.9741070500699994e-14,7,0.125,0.249579831933,0.249999116588,0.00779934218767
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627750418000.0,14128209.2211,-202627745200000.0,-202627740037000.0,-202627771237000.0,-202627767520000.0,-202627740623000.0,4.0,199606295794000.0,3.9741070500699994e-14,28,0.25,0.249579831933,0.124998763223,0.00779929257924
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082538863000.0,9087705.33771,-203082536514000.0,-203082531350000.0,-203082551075000.0,-203082549483000.0,-203082531533000.0,4.0,82586388305000.0,3.9741070500699994e-14,54,0.25,0.250420168067,0.124998763223,0.00782555282362
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537337034000.0,13333651.2367,-203537330619000.0,-203537329873000.0,-203537357025000.0,-203537353101000.0,-203537329948000.0,4.0,177786255302000.0,3.9741070500699994e-14,80,0.25,0.125210084034,0.124998763223,0.00391277641181
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537902022000.0,6975012.56989,-203537901082000.0,-203537895691000.0,-203537910232000.0,-203537909502000.0,-203537895857000.0,4.0,48650800350100.0,3.9741070500699994e-14,2,0.125,0.249579831933,0.124998763223,0.00389964628962
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-344792827487000.0,17338373.7307,-344792824742000.0,-344792809638000.0,-344792850825000.0,-344792847427000.0,-344792811389000.0,4.0,300619203625000.0,3.9741070500699994e-14,23,0.125,0.249579831933,0.125000353365,0.00389969589804
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-345247621043000.0,18114315.8339,-345247617152000.0,-345247604932000.0,-345247644935000.0,-345247641948000.0,-345247605586000.0,4.0,328128438131000.0,3.9741070500699994e-14,49,0.25,0.250420168067,0.125000353365,0.00782565237452
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-345702399663000.0,4621354.58507,-345702399550000.0,-345702395556000.0,-345702403996000.0,-345702403894000.0,-345702395590000.0,4.0,21356918201000.0,3.9741070500699994e-14,75,0.25,0.125210084034,0.125000353365,0.00391282618726
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-359982381256000.0,18024236.1927,-359982380101000.0,-359982363399000.0,-359982401421000.0,-359982399888000.0,-359982364239000.0,4.0,324873090330000.0,3.9741070500699994e-14,18,0.125,0.249579831933,0.250000883412,0.00779939730813
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-360437157469000.0,8722279.691,-360437158336000.0,-360437146270000.0,-360437166934000.0,-360437166007000.0,-360437147717000.0,4.0,76078163008100.0,3.9741070500699994e-14,44,0.25,0.250420168067,0.250000883412,0.0156513158103
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-360891968193000.0,20365451.2588,-360891970503000.0,-360891943518000.0,-360891988247000.0,-360891987168000.0,-360891945984000.0,4.0,414751604973000.0,3.9741070500699994e-14,70,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-375171930777000.0,5427069.27745,-375171931651000.0,-375171923755000.0,-375171936052000.0,-375171935722000.0,-375171924609000.0,4.0,29453080942200.0,3.9741070500699994e-14,13,0.125,0.249579831933,0.250000883412,0.00779939730813
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-375626734919000.0,18687976.7666,-375626734915000.0,-375626716200000.0,-375626753646000.0,-375626752811000.0,-375626717033000.0,4.0,349240475629000.0,3.9741070500699994e-14,39,0.25,0.250420168067,0.250000883412,0.0156513158103
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-376081518257000.0,9499613.37528,-376081519484000.0,-376081506464000.0,-376081527594000.0,-376081527061000.0,-376081507734000.0,4.0,90242654279900.0,3.9741070500699994e-14,65,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-390361475995000.0,6497160.70266,-390361474310000.0,-390361470133000.0,-390361485227000.0,-390361483713000.0,-390361470636000.0,4.0,42213097196200.0,3.9741070500699994e-14,8,0.125,0.249579831933,0.249999116588,0.00779934218767
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-390816280067000.0,18217913.3317,-390816278493000.0,-390816260920000.0,-390816302360000.0,-390816299976000.0,-390816262360000.0,4.0,331892366162000.0,3.9741070500699994e-14,34,0.25,0.250420168067,0.249999116588,0.0156512051981
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-391271062521000.0,5913349.02517,-391271062230000.0,-391271055778000.0,-391271069844000.0,-391271068954000.0,-391271056494000.0,4.0,34967696693500.0,3.9741070500699994e-14,60,0.25,0.125210084034,0.249999116588,0.00782560259907
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550830106000.0,6070491.47965,-405550831508000.0,-405550821544000.0,-405550835865000.0,-405550835252000.0,-405550822998000.0,4.0,36850866804500.0,3.9741070500699994e-14,3,0.125,0.249579831933,0.124998763223,0.00389964628962
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005635372000.0,14646144.6713,-406005634970000.0,-406005619129000.0,-406005652416000.0,-406005650799000.0,-406005620505000.0,4.0,214509553731000.0,3.9741070500699994e-14,29,0.25,0.250420168067,0.124998763223,0.00782555282362
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460413437000.0,8662030.74315,-406460412092000.0,-406460405166000.0,-406460424399000.0,-406460423161000.0,-406460405597000.0,4.0,75030776595200.0,3.9741070500699994e-14,55,0.25,0.125210084034,0.124998763223,0.00391277641181
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-548170719775000.0,16802556.7262,-548170717853000.0,-548170704120000.0,-548170739275000.0,-548170737614000.0,-548170704627000.0,4.0,282325912538000.0,3.9741070500699994e-14,24,0.125,0.250420168067,0.125000353365,0.00391282618726
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-548625519550000.0,30924194.4318,-548625514777000.0,-548625487983000.0,-548625560664000.0,-548625555020000.0,-548625490763000.0,4.0,956305801256000.0,3.9741070500699994e-14,50,0.25,0.125210084034,0.125000353365,0.00391282618726
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-563360251275000.0,20468087.6363,-563360244002000.0,-563360235923000.0,-563360281175000.0,-563360276089000.0,-563360236645000.0,4.0,418942611487000.0,3.9741070500699994e-14,19,0.125,0.250420168067,0.250000883412,0.00782565790513
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-563815080077000.0,32090708.7837,-563815083312000.0,-563815039564000.0,-563815114119000.0,-563815111236000.0,-563815044389000.0,4.0,1029813590240000.0,3.9741070500699994e-14,45,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-578549810076000.0,7602159.70902,-578549808536000.0,-578549802868000.0,-578549820365000.0,-578549818939000.0,-578549803369000.0,4.0,57792832241500.0,3.9741070500699994e-14,14,0.125,0.250420168067,0.250000883412,0.00782565790513
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-579004627860000.0,34419892.0812,-579004626338000.0,-579004596596000.0,-579004662168000.0,-579004660755000.0,-579004597096000.0,4.0,1184728970880000.0,3.9741070500699994e-14,40,0.25,0.125210084034,0.250000883412,0.00782565790513
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-593739366020000.0,18552087.5088,-593739365473000.0,-593739347418000.0,-593739385717000.0,-593739384511000.0,-593739348295000.0,4.0,344179950934000.0,3.9741070500699994e-14,9,0.125,0.250420168067,0.249999116588,0.00782560259907
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-594194175875000.0,40284035.9489,-594194165553000.0,-594194141406000.0,-594194230987000.0,-594194223371000.0,-594194142829000.0,4.0,1622803552330000.0,3.9741070500699994e-14,35,0.25,0.125210084034,0.249999116588,0.00782560259907
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928727996000.0,8592501.4708,-608928727572000.0,-608928720211000.0,-608928736628000.0,-608928736253000.0,-608928720332000.0,4.0,73831081525700.0,3.9741070500699994e-14,4,0.125,0.250420168067,0.124998763223,0.00391277641181
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383504620000.0,13363772.5134,-609383504358000.0,-609383492737000.0,-609383517028000.0,-609383516772000.0,-609383492835000.0,4.0,178590415790000.0,3.9741070500699994e-14,30,0.25,0.125210084034,0.124998763223,0.00391277641181
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-751548582749000.0,17767790.3006,-751548581051000.0,-751548565304000.0,-751548603591000.0,-751548601719000.0,-751548566156000.0,4.0,315694372167000.0,3.9741070500699994e-14,25,0.125,0.125210084034,0.125000353365,0.00195641309363
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-766738139821000.0,22583298.3744,-766738132704000.0,-766738121361000.0,-766738172515000.0,-766738167006000.0,-766738122599000.0,4.0,510005365466000.0,3.9741070500699994e-14,20,0.125,0.125210084034,0.250000883412,0.00391282895256
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-781927712933000.0,32092474.3358,-781927704564000.0,-781927686761000.0,-781927755843000.0,-781927750334000.0,-781927687249000.0,4.0,1029926908990000.0,3.9741070500699994e-14,15,0.125,0.125210084034,0.250000883412,0.00391282895256
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-797117244566000.0,10062800.9474,-797117241946000.0,-797117235447000.0,-797117258926000.0,-797117256467000.0,-797117236334000.0,4.0,101259962907000.0,3.9741070500699994e-14,10,0.125,0.125210084034,0.249999116588,0.00391280129954
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306590212000.0,21515430.209,-812306581003000.0,-812306576627000.0,-812306622218000.0,-812306616374000.0,-812306576944000.0,4.0,462913737077000.0,3.9741070500699994e-14,5,0.125,0.125210084034,0.124998763223,0.0019563882059
