smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324842209329.0,581550.128927,-324842209329.0,-324841798111.0,-324842620548.0,-324842579426.0,-324841839233.0,2.0,338200552455.0,7,0.25,3.66466187075e-13,0.250453720508,0.00782604400407,0.12498986221
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694779323128.0,533428.639803,-694779323128.0,-694778945937.0,-694779700319.0,-694779662600.0,-694778983656.0,2.0,284546113762.0,13,0.249963898917,3.66466187075e-13,0.249546279492,0.00779656275213,0.12498986221
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107713928000.0,1105079.49282,-206107713928000.0,-206107713146000.0,-206107714709000.0,-206107714631000.0,-206107713225000.0,2.0,1221200685460.0,118,0.249963898917,3.66466187075e-13,0.249546279492,0.00779743498747,0.125003845369
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477632104000.0,144359.40701,-206477632104000.0,-206477632002000.0,-206477632206000.0,-206477632196000.0,-206477632012000.0,2.0,20839638392.3,124,0.25,3.66466187075e-13,0.125226860254,0.0039134597688,0.125003845369
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993608557000.0,185013.097181,-206993608557000.0,-206993608426000.0,-206993608687000.0,-206993608674000.0,-206993608439000.0,2.0,34229846128.5,106,0.125018050542,3.66466187075e-13,0.250453720508,0.00391402488934,0.125003845369
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301332829000.0,399063.09239,-207301332829000.0,-207301332547000.0,-207301333112000.0,-207301333083000.0,-207301332575000.0,2.0,159251351708.0,112,0.25,3.66466187075e-13,0.249546279492,0.00779856113348,0.125003845369
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306287508000.0,992770.451971,-208306287508000.0,-208306286806000.0,-208306288210000.0,-208306288140000.0,-208306286876000.0,2.0,985593170306.0,93,0.249963898917,3.66466187075e-13,0.249546279492,0.0155947827514,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676206324000.0,1508323.90648,-208676206324000.0,-208676205257000.0,-208676207390000.0,-208676207283000.0,-208676205364000.0,2.0,2275041006870.0,99,0.25,3.66466187075e-13,0.125226860254,0.00782687576092,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192183085000.0,665378.067738,-209192183085000.0,-209192182614000.0,-209192183555000.0,-209192183508000.0,-209192182661000.0,2.0,442727973026.0,81,0.125018050542,3.66466187075e-13,0.250453720508,0.00782800599569,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499907803000.0,374276.436447,-209499907803000.0,-209499907538000.0,-209499908068000.0,-209499908041000.0,-209499907565000.0,2.0,140082850879.0,87,0.25,3.66466187075e-13,0.249546279492,0.0155970350308,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504838551000.0,465848.068339,-210504838551000.0,-210504838221000.0,-210504838880000.0,-210504838847000.0,-210504838254000.0,2.0,217014422775.0,68,0.249963898917,3.66466187075e-13,0.249546279492,0.0155947827514,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874756958000.0,1020254.32254,-210874756958000.0,-210874756236000.0,-210874757679000.0,-210874757607000.0,-210874756309000.0,2.0,1040918882650.0,74,0.25,3.66466187075e-13,0.125226860254,0.00782687576092,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390732903000.0,76354.008951,-211390732903000.0,-211390732849000.0,-211390732957000.0,-211390732952000.0,-211390732854000.0,2.0,5829934682.88,56,0.125018050542,3.66466187075e-13,0.250453720508,0.00782800599569,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698458275000.0,1243911.18096,-211698458275000.0,-211698457395000.0,-211698459155000.0,-211698459067000.0,-211698457483000.0,2.0,1547315026120.0,62,0.25,3.66466187075e-13,0.249546279492,0.0155970350308,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703411978000.0,1201032.68979,-212703411978000.0,-212703411129000.0,-212703412827000.0,-212703412742000.0,-212703411214000.0,2.0,1442479521940.0,43,0.249963898917,3.66466187075e-13,0.249546279492,0.0155939977396,0.249993707579
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073331049000.0,1652629.46289,-213073331049000.0,-213073329880000.0,-213073332217000.0,-213073332101000.0,-213073329997000.0,2.0,2731184141620.0,49,0.25,3.66466187075e-13,0.125226860254,0.00782648177084,0.249993707579
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589306675000.0,1191802.51561,-213589306675000.0,-213589305832000.0,-213589307518000.0,-213589307434000.0,-213589305917000.0,2.0,1420393236220.0,31,0.125018050542,3.66466187075e-13,0.250453720508,0.00782761194871,0.249993707579
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897032522000.0,118524.310585,-213897032522000.0,-213897032439000.0,-213897032606000.0,-213897032598000.0,-213897032447000.0,2.0,14048012199.6,37,0.25,3.66466187075e-13,0.249546279492,0.0155962499057,0.249993707579
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901740922000.0,693667.288732,-214901740922000.0,-214901740431000.0,-214901741412000.0,-214901741363000.0,-214901740480000.0,2.0,481174307457.0,18,0.249963898917,3.66466187075e-13,0.249546279492,0.00779656275213,0.12498986221
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271660105000.0,1026221.72924,-215271660105000.0,-215271659380000.0,-215271660831000.0,-215271660758000.0,-215271659452000.0,2.0,1053131037570.0,24,0.25,3.66466187075e-13,0.125226860254,0.00391302200204,0.12498986221
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787635694000.0,614266.643923,-215787635694000.0,-215787635259000.0,-215787636128000.0,-215787636084000.0,-215787635303000.0,2.0,377323509837.0,6,0.125018050542,3.66466187075e-13,0.250453720508,0.00391358705936,0.12498986221
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095361252000.0,229660.018219,-216095361252000.0,-216095361090000.0,-216095361415000.0,-216095361398000.0,-216095361106000.0,2.0,52743723968.3,12,0.25,3.66466187075e-13,0.249546279492,0.00779768877217,0.12498986221
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508294646000.0,1527172.76581,-421508294646000.0,-421508293566000.0,-421508295726000.0,-421508295618000.0,-421508293674000.0,2.0,2332256656640.0,117,0.25,3.66466187075e-13,0.249546279492,0.00779856113348,0.125003845369
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878224116000.0,703153.21459,-421878224116000.0,-421878223618000.0,-421878224613000.0,-421878224563000.0,-421878223668000.0,2.0,494424443189.0,123,0.249963898917,3.66466187075e-13,0.125226860254,0.00391289464826,0.125003845369
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764127603000.0,630802.004545,-422764127603000.0,-422764127157000.0,-422764128049000.0,-422764128005000.0,-422764127202000.0,2.0,397911168938.0,111,0.125018050542,3.66466187075e-13,0.249546279492,0.00389984363975,0.125003845369
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706869176000.0,1306316.4038,-423706869176000.0,-423706868252000.0,-423706870099000.0,-423706870007000.0,-423706868344000.0,2.0,1706462546830.0,92,0.25,3.66466187075e-13,0.249546279492,0.0155970350308,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076799743000.0,357204.757429,-424076799743000.0,-424076799490000.0,-424076799995000.0,-424076799970000.0,-424076799515000.0,2.0,127595238730.0,98,0.249963898917,3.66466187075e-13,0.125226860254,0.00782574552616,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962701259000.0,299968.440967,-424962701259000.0,-424962701047000.0,-424962701472000.0,-424962701450000.0,-424962701069000.0,2.0,89981065576.4,86,0.125018050542,3.66466187075e-13,0.249546279492,0.00779964365513,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905419715000.0,1426150.5855,-425905419715000.0,-425905418706000.0,-425905420723000.0,-425905420622000.0,-425905418807000.0,2.0,2033905492520.0,67,0.25,3.66466187075e-13,0.249546279492,0.0155970350308,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275348391000.0,2927520.18518,-426275348391000.0,-426275346321000.0,-426275350461000.0,-426275350254000.0,-426275346528000.0,2.0,8570374434630.0,73,0.249963898917,3.66466187075e-13,0.125226860254,0.00782574552616,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161251515000.0,192836.637093,-427161251515000.0,-427161251379000.0,-427161251652000.0,-427161251638000.0,-427161251393000.0,2.0,37185968605.5,61,0.125018050542,3.66466187075e-13,0.249546279492,0.00779964365513,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428103994239000.0,1439788.15624,-428103994239000.0,-428103993221000.0,-428103995257000.0,-428103995155000.0,-428103993323000.0,2.0,2072989934850.0,42,0.25,3.66466187075e-13,0.249546279492,0.0155962499057,0.249993707579
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473924323000.0,1123030.70219,-428473924323000.0,-428473923529000.0,-428473925117000.0,-428473925038000.0,-428473923608000.0,2.0,1261197958060.0,48,0.249963898917,3.66466187075e-13,0.125226860254,0.00782535159296,0.249993707579
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359825838000.0,1215720.42458,-429359825838000.0,-429359824978000.0,-429359826697000.0,-429359826611000.0,-429359825064000.0,2.0,1477976150750.0,36,0.125018050542,3.66466187075e-13,0.249546279492,0.00779925103585,0.249993707579
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302322578000.0,528555.822393,-430302322578000.0,-430302322204000.0,-430302322952000.0,-430302322914000.0,-430302322242000.0,2.0,279371257386.0,17,0.25,3.66466187075e-13,0.249546279492,0.00779768877217,0.12498986221
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672251652000.0,351099.641674,-430672251652000.0,-430672251404000.0,-430672251900000.0,-430672251875000.0,-430672251429000.0,2.0,123270958384.0,23,0.249963898917,3.66466187075e-13,0.125226860254,0.00391245694471,0.12498986221
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558154891000.0,174152.666226,-431558154891000.0,-431558154768000.0,-431558155014000.0,-431558155002000.0,-431558154780000.0,2.0,30329151153.6,11,0.125018050542,3.66466187075e-13,0.249546279492,0.00389940739611,0.12498986221
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971086912000.0,70115.1174322,-636971086912000.0,-636971086863000.0,-636971086962000.0,-636971086957000.0,-636971086868000.0,2.0,4916129692.53,116,0.125018050542,3.66466187075e-13,0.249546279492,0.00389984363975,0.125003845369
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278807906000.0,413470.879192,-637278807906000.0,-637278807613000.0,-637278808198000.0,-637278808169000.0,-637278807643000.0,2.0,170958167940.0,122,0.25,3.66466187075e-13,0.125226860254,0.0039134597688,0.125003845369
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169662096000.0,849733.135767,-639169662096000.0,-639169661495000.0,-639169662697000.0,-639169662637000.0,-639169661555000.0,2.0,722046402021.0,91,0.125018050542,3.66466187075e-13,0.249546279492,0.00779964365513,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477380777000.0,1245954.32181,-639477380777000.0,-639477379896000.0,-639477381658000.0,-639477381570000.0,-639477379984000.0,2.0,1552402172040.0,97,0.25,3.66466187075e-13,0.125226860254,0.00782687576092,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368213949000.0,701389.734472,-641368213949000.0,-641368213453000.0,-641368214445000.0,-641368214395000.0,-641368213503000.0,2.0,491947559623.0,66,0.125018050542,3.66466187075e-13,0.249546279492,0.00779964365513,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675932231000.0,804856.250346,-641675932231000.0,-641675931662000.0,-641675932801000.0,-641675932744000.0,-641675931719000.0,2.0,647793583721.0,72,0.25,3.66466187075e-13,0.125226860254,0.00782687576092,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566787197000.0,1273260.84116,-643566787197000.0,-643566786296000.0,-643566788097000.0,-643566788007000.0,-643566786386000.0,2.0,1621193169620.0,41,0.125018050542,3.66466187075e-13,0.249546279492,0.00779925103585,0.249993707579
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874507053000.0,1301810.18906,-643874507053000.0,-643874506132000.0,-643874507974000.0,-643874507881000.0,-643874506225000.0,2.0,1694709768330.0,47,0.25,3.66466187075e-13,0.125226860254,0.00782648177084,0.249993707579
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765116157000.0,181981.001206,-645765116157000.0,-645765116029000.0,-645765116286000.0,-645765116273000.0,-645765116041000.0,2.0,33117084800.0,16,0.125018050542,3.66466187075e-13,0.249546279492,0.00389940739611,0.12498986221
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072832433000.0,743537.894825,-646072832433000.0,-646072831907000.0,-646072832958000.0,-646072832906000.0,-646072831959000.0,2.0,552848601041.0,22,0.25,3.66466187075e-13,0.125226860254,0.00391302200204,0.12498986221
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741600082000.0,1912143.04328,-852741600082000.0,-852741598730000.0,-852741601435000.0,-852741601299000.0,-852741598866000.0,2.0,3656291017950.0,121,0.125018050542,3.66466187075e-13,0.125226860254,0.00195701244467,0.125003845369
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940173856000.0,2985250.94606,-854940173856000.0,-854940171745000.0,-854940175967000.0,-854940175756000.0,-854940171956000.0,2.0,8911723210930.0,96,0.125018050542,3.66466187075e-13,0.125226860254,0.00391400299785,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138721982000.0,141309.721754,-857138721982000.0,-857138721882000.0,-857138722082000.0,-857138722072000.0,-857138721892000.0,2.0,19968437462.3,71,0.125018050542,3.66466187075e-13,0.125226860254,0.00391400299785,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337297898000.0,1408027.52709,-859337297898000.0,-859337296902000.0,-859337298893000.0,-859337298794000.0,-859337297002000.0,2.0,1982541517030.0,46,0.125018050542,3.66466187075e-13,0.125226860254,0.00391380597435,0.249993707579
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535626742000.0,1017237.8934,-861535626742000.0,-861535626022000.0,-861535627461000.0,-861535627389000.0,-861535626094000.0,2.0,1034772931760.0,21,0.125018050542,3.66466187075e-13,0.125226860254,0.00195679352968,0.12498986221
