turbine_capacity,elec_market_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-turbine_capacity
894.0,-1.0000000000000005e+200,1769188440.02,7495423.462839999,1770011723.83,1782974981.15,1752412199.31,1757699889.85,1780462209.85,50.0,56181372887300.0,0.5,0.0011185682326600001,1,0.5
