smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1556274219.45,38165087.8815,-1546660415.23,-1523560628.46,-1608215418.88,-1601147588.88,-1524860175.93,4.0,1456573933000000.0,4.95258127397e-14,0.124990974078,0.125226860254,116,0.250000944804,0.00391307159924
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1721859937.74,19402320.0438,-1721547529.92,-1704639566.3,-1739705124.83,-1739386549.73,-1704770696.7,4.0,376450023083000.0,4.95258127397e-14,0.124990974078,0.249546279492,122,0.125000566882,0.00389889675053
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1842027357.21,29323190.2362,-1830376409.65,-1822146820.54,-1885209789.0,-1877720402.84,-1822645638.16,4.0,859849485628000.0,4.95258127397e-14,0.124990974078,0.125226860254,121,0.125000566882,0.00195653727845
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148158697202.0,2834.64227985,-148158696888.0,-148158694083.0,-148158700950.0,-148158700380.0,-148158694465.0,4.0,8035196.85474,4.95258127397e-14,0.124990974078,0.125226860254,1,0.124998488314,0.00195650474422
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-526158332952.0,3667219.49485,-526157640557.0,-526154993145.0,-526163057550.0,-526162502864.0,-526155132393.0,4.0,13448498823400.0,4.95258127397e-14,0.250018051845,0.249546279492,27,0.124998488314,0.00779879001474
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-152942589330000.0,15616382.5824,-152942584764000.0,-152942577229000.0,-152942610564000.0,-152942607715000.0,-152942577339000.0,4.0,243871404960000.0,4.95258127397e-14,0.250018051845,0.249546279492,48,0.125000566882,0.00779891969886
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153257000263000.0,19744277.913,-153256997864000.0,-153256981452000.0,-153257023873000.0,-153257021638000.0,-153256982248000.0,4.0,389836510305000.0,4.95258127397e-14,0.250018051845,0.250453720508,74,0.125000566882,0.00782727940685
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153634998833000.0,20805909.5397,-153634996773000.0,-153634976524000.0,-153635025260000.0,-153635022016000.0,-153634978533000.0,4.0,432885871773000.0,4.95258127397e-14,0.249981948155,0.125226860254,100,0.125000566882,0.0039130745569
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-154162585397000.0,2338293.15282,-154162585002000.0,-154162583037000.0,-154162588546000.0,-154162588097000.0,-154162583250000.0,4.0,5467614868510.0,4.95258127397e-14,0.124990974078,0.249546279492,22,0.125000566882,0.00389889675053
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169570120922000.0,3262966.27549,-169570120565000.0,-169570117327000.0,-169570125229000.0,-169570124578000.0,-169570117764000.0,4.0,10646948915000.0,4.95258127397e-14,0.250018051845,0.249546279492,43,0.250000944804,0.0155978276082
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169884552985000.0,29306297.702,-169884552300000.0,-169884521406000.0,-169884585934000.0,-169884583243000.0,-169884523686000.0,4.0,858859084996000.0,4.95258127397e-14,0.250018051845,0.250453720508,69,0.250000944804,0.0156545469814
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170262520388000.0,30092355.9244,-170262505673000.0,-170262504691000.0,-170262565516000.0,-170262556624000.0,-170262504753000.0,4.0,905549885079000.0,4.95258127397e-14,0.249981948155,0.125226860254,95,0.250000944804,0.00782614319848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170790128952000.0,3266619.097,-170790128053000.0,-170790126063000.0,-170790133640000.0,-170790132829000.0,-170790126334000.0,4.0,10670800324900.0,4.95258127397e-14,0.124990974078,0.249546279492,17,0.250000944804,0.00779778760718
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186197636990000.0,3657668.40721,-186197635257000.0,-186197634975000.0,-186197642469000.0,-186197641411000.0,-186197634994000.0,4.0,13378538177100.0,4.95258127397e-14,0.250018051845,0.249546279492,38,0.250000944804,0.0155978276082
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186512052608000.0,18315855.8943,-186512047873000.0,-186512035963000.0,-186512078722000.0,-186512074265000.0,-186512037579000.0,4.0,335470577139000.0,4.95258127397e-14,0.250018051845,0.250453720508,64,0.250000944804,0.0156545469814
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186890036193000.0,18545188.2708,-186890029565000.0,-186890022448000.0,-186890063194000.0,-186890058690000.0,-186890022975000.0,4.0,343924008001000.0,4.95258127397e-14,0.249981948155,0.125226860254,90,0.250000944804,0.00782614319848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187417651553000.0,4208399.35433,-187417653011000.0,-187417645460000.0,-187417654730000.0,-187417654609000.0,-187417646456000.0,4.0,17710625125500.0,4.95258127397e-14,0.124990974078,0.249546279492,12,0.250000944804,0.00779778760718
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-202825199866000.0,18904742.6413,-202825199796000.0,-202825180844000.0,-202825219027000.0,-202825218108000.0,-202825181722000.0,4.0,357389294334000.0,4.95258127397e-14,0.250018051845,0.249546279492,33,0.249999055196,0.0155977097136
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203139594961000.0,12662362.7499,-203139590861000.0,-203139584888000.0,-203139613236000.0,-203139610246000.0,-203139585417000.0,4.0,160335430409000.0,4.95258127397e-14,0.250018051845,0.250453720508,59,0.249999055196,0.015654428658
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203517569778000.0,17265583.38,-203517565850000.0,-203517553305000.0,-203517594108000.0,-203517589907000.0,-203517555149000.0,4.0,298100369451000.0,4.95258127397e-14,0.249981948155,0.125226860254,85,0.249999055196,0.00782608404535
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204045192094000.0,7056693.8336,-204045191035000.0,-204045184954000.0,-204045201352000.0,-204045200148000.0,-204045185523000.0,4.0,49796927861200.0,4.95258127397e-14,0.124990974078,0.249546279492,7,0.249999055196,0.00779772866837
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219452453852000.0,8137098.00879,-219452453774000.0,-219452444737000.0,-219452463123000.0,-219452462298000.0,-219452445516000.0,4.0,66212364004700.0,4.95258127397e-14,0.250018051845,0.249546279492,28,0.124998488314,0.00779879001474
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219766861151000.0,15665048.625,-219766861580000.0,-219766845373000.0,-219766876071000.0,-219766875622000.0,-219766846080000.0,4.0,245393748424000.0,4.95258127397e-14,0.250018051845,0.250453720508,54,0.124998488314,0.00782714925116
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220144859815000.0,22961576.5401,-220144858681000.0,-220144834169000.0,-220144887731000.0,-220144884638000.0,-220144836581000.0,4.0,527233997205000.0,4.95258127397e-14,0.249981948155,0.125226860254,80,0.124998488314,0.00391300948845
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220672459248000.0,4008259.30552,-220672459594000.0,-220672454323000.0,-220672463479000.0,-220672463152000.0,-220672454858000.0,4.0,16066142660300.0,4.95258127397e-14,0.124990974078,0.249546279492,2,0.124998488314,0.00389883191784
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373088878437000.0,9748135.30733,-373088874355000.0,-373088872169000.0,-373088892868000.0,-373088890309000.0,-373088872279000.0,4.0,95026141970000.0,4.95258127397e-14,0.124990974078,0.249546279492,23,0.125000566882,0.00389889675053
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373466892349000.0,16760149.0011,-373466892029000.0,-373466875914000.0,-373466909425000.0,-373466908593000.0,-373466876554000.0,4.0,280902594538000.0,4.95258127397e-14,0.250018051845,0.250453720508,49,0.125000566882,0.00782727940685
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373781310433000.0,34641789.9737,-373781302101000.0,-373781281215000.0,-373781356312000.0,-373781350559000.0,-373781281970000.0,4.0,1200053612590000.0,4.95258127397e-14,0.250018051845,0.125226860254,75,0.125000566882,0.00391363970343
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-389716425910000.0,11596712.2162,-389716425537000.0,-389716412595000.0,-389716439973000.0,-389716438370000.0,-389716413974000.0,4.0,134483734226000.0,4.95258127397e-14,0.124990974078,0.249546279492,18,0.250000944804,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390094406297000.0,3384943.51788,-390094406055000.0,-390094402625000.0,-390094410451000.0,-390094409991000.0,-390094402941000.0,4.0,11457842619300.0,4.95258127397e-14,0.250018051845,0.250453720508,44,0.250000944804,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390408824379000.0,21240741.9713,-390408825042000.0,-390408803502000.0,-390408843933000.0,-390408843551000.0,-390408804281000.0,4.0,451169119490000.0,4.95258127397e-14,0.250018051845,0.125226860254,70,0.250000944804,0.00782727349068
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406343943088000.0,9141858.27737,-406343942492000.0,-406343933866000.0,-406343953500000.0,-406343952647000.0,-406343934362000.0,4.0,83573572763500.0,4.95258127397e-14,0.124990974078,0.249546279492,13,0.250000944804,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406721939987000.0,10063710.2255,-406721936216000.0,-406721932722000.0,-406721954796000.0,-406721952202000.0,-406721933053000.0,4.0,101278263502000.0,4.95258127397e-14,0.250018051845,0.250453720508,39,0.250000944804,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-407036349139000.0,18911136.6529,-407036347332000.0,-407036328111000.0,-407036373782000.0,-407036370251000.0,-407036330558000.0,4.0,357631089506000.0,4.95258127397e-14,0.250018051845,0.125226860254,65,0.250000944804,0.00782727349068
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422971485377000.0,7647379.2623,-422971484617000.0,-422971476861000.0,-422971495412000.0,-422971493903000.0,-422971477915000.0,4.0,58482409581400.0,4.95258127397e-14,0.124990974078,0.249546279492,8,0.249999055196,0.00779772866837
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423349503568000.0,39482951.3524,-423349499359000.0,-423349466086000.0,-423349549468000.0,-423349545516000.0,-423349467512000.0,4.0,1558903447490000.0,4.95258127397e-14,0.250018051845,0.250453720508,34,0.249999055196,0.015654428658
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423663875009000.0,16967664.211,-423663868451000.0,-423663862972000.0,-423663900161000.0,-423663895447000.0,-423663863752000.0,4.0,287901628779000.0,4.95258127397e-14,0.250018051845,0.125226860254,60,0.249999055196,0.00782721432901
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439598754597000.0,18686978.9137,-439598746530000.0,-439598742933000.0,-439598782393000.0,-439598777328000.0,-439598743159000.0,4.0,349203180920000.0,4.95258127397e-14,0.124990974078,0.249546279492,3,0.124998488314,0.00389883191784
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439976765955000.0,25653686.424,-439976761226000.0,-439976741196000.0,-439976800172000.0,-439976795611000.0,-439976742920000.0,4.0,658111627139000.0,4.95258127397e-14,0.250018051845,0.250453720508,29,0.124998488314,0.00782714925116
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440291154994000.0,10599873.2808,-440291155191000.0,-440291142031000.0,-440291167563000.0,-440291166059000.0,-440291143654000.0,4.0,112357313569000.0,4.95258127397e-14,0.250018051845,0.125226860254,55,0.124998488314,0.00391357462558
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593613174152000.0,8056330.76193,-593613177170000.0,-593613162484000.0,-593613179785000.0,-593613179704000.0,-593613164375000.0,4.0,64904465345600.0,4.95258127397e-14,0.124990974078,0.250453720508,24,0.125000566882,0.0039130745569
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593991167184000.0,11283165.6818,-593991167730000.0,-593991152928000.0,-593991180350000.0,-593991178688000.0,-593991154917000.0,4.0,127309827802000.0,4.95258127397e-14,0.250018051845,0.125226860254,50,0.125000566882,0.00391363970343
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610240723875000.0,24224241.2653,-610240717930000.0,-610240703967000.0,-610240755674000.0,-610240751794000.0,-610240704279000.0,4.0,586813864878000.0,4.95258127397e-14,0.124990974078,0.250453720508,19,0.250000944804,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610618722299000.0,27910255.3507,-610618716423000.0,-610618695969000.0,-610618760384000.0,-610618754971000.0,-610618697855000.0,4.0,778982353744000.0,4.95258127397e-14,0.250018051845,0.125226860254,45,0.250000944804,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-626868225614000.0,6302809.54391,-626868225323000.0,-626868218371000.0,-626868233438000.0,-626868232466000.0,-626868219169000.0,4.0,39725408146900.0,4.95258127397e-14,0.124990974078,0.250453720508,14,0.250000944804,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-627246223988000.0,15198293.0838,-627246223170000.0,-627246209407000.0,-627246240205000.0,-627246239209000.0,-627246209912000.0,4.0,230988112662000.0,4.95258127397e-14,0.250018051845,0.125226860254,40,0.250000944804,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643495791789000.0,24976701.0929,-643495786784000.0,-643495768073000.0,-643495825514000.0,-643495820874000.0,-643495769710000.0,4.0,623835597483000.0,4.95258127397e-14,0.124990974078,0.250453720508,9,0.249999055196,0.00782608404535
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643873768428000.0,19543899.1292,-643873768486000.0,-643873749179000.0,-643873787563000.0,-643873786847000.0,-643873749929000.0,4.0,381963993174000.0,4.95258127397e-14,0.250018051845,0.125226860254,35,0.249999055196,0.00782721432901
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660123042757000.0,12449091.4876,-660123041377000.0,-660123031011000.0,-660123057261000.0,-660123056005000.0,-660123031439000.0,4.0,154979878868000.0,4.95258127397e-14,0.124990974078,0.250453720508,4,0.124998488314,0.00391300948845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660501046559000.0,25607767.5204,-660501049495000.0,-660501012537000.0,-660501074710000.0,-660501070948000.0,-660501018061000.0,4.0,655757757381000.0,4.95258127397e-14,0.250018051845,0.125226860254,30,0.124998488314,0.00391357462558
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-814137466945000.0,26563725.0689,-814137460591000.0,-814137442030000.0,-814137504567000.0,-814137497971000.0,-814137444814000.0,4.0,705631489539000.0,4.95258127397e-14,0.124990974078,0.125226860254,25,0.125000566882,0.00195653727845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-830765016341000.0,25952488.9935,-830765007740000.0,-830764996295000.0,-830765053590000.0,-830765047681000.0,-830764997044000.0,4.0,673531684957000.0,4.95258127397e-14,0.124990974078,0.125226860254,20,0.250000944804,0.00391307159924
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847392537039000.0,19355157.0549,-847392543281000.0,-847392509116000.0,-847392552476000.0,-847392551657000.0,-847392513680000.0,4.0,374622104619000.0,4.95258127397e-14,0.124990974078,0.125226860254,15,0.250000944804,0.00391307159924
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864020090628000.0,23521405.0139,-864020091103000.0,-864020063846000.0,-864020116461000.0,-864020114415000.0,-864020066177000.0,4.0,553256493829000.0,4.95258127397e-14,0.124990974078,0.125226860254,10,0.249999055196,0.00391304202267
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880647340106000.0,13610133.1402,-880647338163000.0,-880647325711000.0,-880647358384000.0,-880647355629000.0,-880647327301000.0,4.0,185235724095000.0,4.95258127397e-14,0.124990974078,0.125226860254,5,0.124998488314,0.00195650474422
