npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-23880735.6798,53502.4111203,-23880735.6798,-23842903.762,-23918567.5975,-23914784.4057,-23846686.9538,2.0,2862507995.68,0.00783192058432,1.0563053673200001e-12,85,0.25000913242,0.124972890913,0.250666666667
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-45367571.3345,86511.3927144,-45367571.3345,-45306398.5421,-45428744.127,-45422626.8477,-45312515.8213,2.0,7484221069.38,0.00391596029216,1.0563053673200001e-12,110,0.12500456621,0.124972890913,0.250666666667
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-64113130.9502,478708.655209,-64113130.9502,-63774632.8138,-64451629.0865,-64417779.2728,-63808482.6275,2.0,229161976572.0,0.00391567420506,1.0563053673200001e-12,30,0.24999086758,0.124972890913,0.125333333333
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-65597837.3862,156345.848952,-65597837.3862,-65487284.1762,-65708390.5962,-65697335.2752,-65498339.4972,2.0,24444024484.4,0.00195769405898,1.0563053673200001e-12,5,0.12498630137,0.124972890913,0.125333333333
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-85508584.588,368846.189984,-85508584.588,-85247770.9459,-85769398.2302,-85743316.866,-85273852.3101,2.0,136047511866.0,0.00391596029216,1.0563053673200001e-12,55,0.25000913242,0.124972890913,0.125333333333
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-106708385.449,118815.012283,-106708385.449,-106624370.548,-106792400.35,-106783998.86,-106632772.039,2.0,14117007143.7,0.00391596029216,1.0563053673200001e-12,80,0.25000913242,0.124972890913,0.125333333333
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-128291858.895,90044.1229553,-128291858.895,-128228188.085,-128355529.705,-128349162.624,-128234555.166,2.0,8107944078.78,0.00195798014608,1.0563053673200001e-12,105,0.12500456621,0.124972890913,0.125333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-104648745586000.0,8597.46828449,-104648745586000.0,-104648745580000.0,-104648745592000.0,-104648745592000.0,-104648745581000.0,2.0,73916460.9028,0.00391765919034,1.0563053673200001e-12,106,0.12500456621,0.125027109087,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-106086466450000.0,22174.9349493,-106086466450000.0,-106086466434000.0,-106086466466000.0,-106086466464000.0,-106086466436000.0,2.0,491727740.004,0.00783531838067,1.0563053673200001e-12,81,0.25000913242,0.125027109087,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107524187421000.0,31513.1859754,-107524187421000.0,-107524187399000.0,-107524187444000.0,-107524187441000.0,-107524187401000.0,2.0,993080890.32,0.00783531838067,1.0563053673200001e-12,56,0.25000913242,0.125027109087,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107636796992000.0,226541.975625,-107636796992000.0,-107636796832000.0,-107636797152000.0,-107636797136000.0,-107636796848000.0,2.0,51321266719.9,0.00779195129376,1.0563053673200001e-12,112,0.12500456621,0.25,0.249333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108961908457000.0,156291.049496,-108961908457000.0,-108961908346000.0,-108961908567000.0,-108961908556000.0,-108961908357000.0,2.0,24426892152.6,0.00783474595823,1.0563053673200001e-12,31,0.24999086758,0.125027109087,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074518226000.0,114838.472294,-109074518226000.0,-109074518145000.0,-109074518307000.0,-109074518299000.0,-109074518153000.0,2.0,13187874718.8,0.0155839025875,1.0563053673200001e-12,87,0.25000913242,0.25,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342460687000.0,50436.9654788,-109342460687000.0,-109342460651000.0,-109342460722000.0,-109342460719000.0,-109342460654000.0,2.0,2543887486.71,0.00779195129376,1.0563053673200001e-12,118,0.12500456621,0.25,0.249333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399419110000.0,9256.82326086,-110399419110000.0,-110399419103000.0,-110399419116000.0,-110399419115000.0,-110399419104000.0,2.0,85688776.8828,0.00391708676789,1.0563053673200001e-12,6,0.12498630137,0.125027109087,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512239265000.0,163225.855622,-110512239265000.0,-110512239149000.0,-110512239380000.0,-110512239369000.0,-110512239161000.0,2.0,26642679943.4,0.0155839025875,1.0563053673200001e-12,62,0.25000913242,0.25,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780181558000.0,215053.280294,-110780181558000.0,-110780181406000.0,-110780181710000.0,-110780181695000.0,-110780181421000.0,2.0,46247913365.3,0.0155839025875,1.0563053673200001e-12,93,0.25000913242,0.25,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111949960083000.0,255227.264805,-111949960083000.0,-111949959903000.0,-111949960264000.0,-111949960246000.0,-111949959921000.0,2.0,65140956700.0,0.0155827640791,1.0563053673200001e-12,37,0.24999086758,0.25,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112217902250000.0,212155.435171,-112217902250000.0,-112217902100000.0,-112217902400000.0,-112217902385000.0,-112217902115000.0,2.0,45009928672.6,0.0155839025875,1.0563053673200001e-12,68,0.25000913242,0.25,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330502146000.0,25852.5089299,-112330502146000.0,-112330502128000.0,-112330502164000.0,-112330502162000.0,-112330502129000.0,2.0,668352217.969,0.00391680974125,1.0563053673200001e-12,124,0.12500456621,0.25,0.125333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387470755000.0,89504.670382,-113387470755000.0,-113387470692000.0,-113387470819000.0,-113387470812000.0,-113387470698000.0,2.0,8011086020.2,0.00779081278539,1.0563053673200001e-12,12,0.12498630137,0.25,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655623752000.0,98603.9303647,-113655623752000.0,-113655623683000.0,-113655623822000.0,-113655623815000.0,-113655623690000.0,2.0,9722735083.36,0.0155827640791,1.0563053673200001e-12,43,0.24999086758,0.25,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768222981000.0,106793.574813,-113768222981000.0,-113768222905000.0,-113768223056000.0,-113768223049000.0,-113768222913000.0,2.0,11404867621.4,0.0078336194825,1.0563053673200001e-12,99,0.25000913242,0.25,0.125333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093133879000.0,378403.597758,-115093133879000.0,-115093133611000.0,-115093134146000.0,-115093134119000.0,-115093133638000.0,2.0,143189282796.0,0.00779081278539,1.0563053673200001e-12,18,0.12498630137,0.25,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115205943790000.0,661143.183128,-115205943790000.0,-115205943323000.0,-115205944258000.0,-115205944211000.0,-115205943370000.0,2.0,437110308596.0,0.0078336194825,1.0563053673200001e-12,74,0.25000913242,0.25,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643665180000.0,387231.008329,-116643665180000.0,-116643664906000.0,-116643665454000.0,-116643665426000.0,-116643664934000.0,2.0,149947853811.0,0.00783304718417,1.0563053673200001e-12,49,0.24999086758,0.25,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081175779000.0,228047.980486,-118081175779000.0,-118081175618000.0,-118081175941000.0,-118081175924000.0,-118081175634000.0,2.0,52005881403.7,0.00391623744292,1.0563053673200001e-12,24,0.12498630137,0.25,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188460646000.0,49973.158673,-230188460646000.0,-230188460611000.0,-230188460681000.0,-230188460678000.0,-230188460614000.0,2.0,2497316587.76,0.00389682057762,1.0563053673200001e-12,111,0.12500456621,0.125027109087,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626181670000.0,55122.9289721,-231626181670000.0,-231626181631000.0,-231626181709000.0,-231626181705000.0,-231626181635000.0,2.0,3038537298.46,0.00779364115524,1.0563053673200001e-12,86,0.25000913242,0.125027109087,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231840982354000.0,155356.663128,-231840982354000.0,-231840982244000.0,-231840982464000.0,-231840982453000.0,-231840982255000.0,2.0,24135692778.1,0.00779195129376,1.0563053673200001e-12,117,0.12500456621,0.25,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233063902770000.0,325241.343308,-233063902770000.0,-233063902540000.0,-233063903000000.0,-233063902977000.0,-233063902563000.0,2.0,105781931397.0,0.00779364115524,1.0563053673200001e-12,61,0.25000913242,0.125027109087,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233278703722000.0,327514.050794,-233278703722000.0,-233278703490000.0,-233278703953000.0,-233278703930000.0,-233278703513000.0,2.0,107265453467.0,0.0155839025875,1.0563053673200001e-12,92,0.25000913242,0.25,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234501623681000.0,86952.9429796,-234501623681000.0,-234501623620000.0,-234501623743000.0,-234501623736000.0,-234501623626000.0,2.0,7560814292.81,0.0077930717776,1.0563053673200001e-12,36,0.24999086758,0.125027109087,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716424489000.0,240130.457687,-234716424489000.0,-234716424319000.0,-234716424659000.0,-234716424642000.0,-234716424336000.0,2.0,57662636709.0,0.0155839025875,1.0563053673200001e-12,67,0.25000913242,0.25,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882173471000.0,131801.168479,-234882173471000.0,-234882173378000.0,-234882173564000.0,-234882173555000.0,-234882173387000.0,2.0,17371548012.5,0.00391680974125,1.0563053673200001e-12,123,0.12500456621,0.25,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939134282000.0,115649.148121,-235939134282000.0,-235939134200000.0,-235939134364000.0,-235939134355000.0,-235939134208000.0,2.0,13374725461.2,0.00389625119998,1.0563053673200001e-12,11,0.12498630137,0.125027109087,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154145408000.0,137076.16297,-236154145408000.0,-236154145311000.0,-236154145505000.0,-236154145495000.0,-236154145321000.0,2.0,18789874454.5,0.0155827640791,1.0563053673200001e-12,42,0.24999086758,0.25,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236319894319000.0,153290.209851,-236319894319000.0,-236319894210000.0,-236319894427000.0,-236319894416000.0,-236319894221000.0,2.0,23497888436.1,0.0078336194825,1.0563053673200001e-12,98,0.25000913242,0.25,0.125333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591655962000.0,215325.925201,-237591655962000.0,-237591655810000.0,-237591656114000.0,-237591656099000.0,-237591655825000.0,2.0,46365254063.7,0.00779081278539,1.0563053673200001e-12,17,0.12498630137,0.25,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757615192000.0,501881.61119,-237757615192000.0,-237757614837000.0,-237757615546000.0,-237757615511000.0,-237757614872000.0,2.0,251885151650.0,0.0078336194825,1.0563053673200001e-12,73,0.25000913242,0.25,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195336458000.0,877086.412549,-239195336458000.0,-239195335837000.0,-239195337078000.0,-239195337016000.0,-239195335899000.0,2.0,769280575078.0,0.00783304718417,1.0563053673200001e-12,48,0.24999086758,0.25,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632847098000.0,155195.310199,-240632847098000.0,-240632846988000.0,-240632847207000.0,-240632847197000.0,-240632846999000.0,2.0,24085584307.7,0.00391623744292,1.0563053673200001e-12,23,0.12498630137,0.25,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354392646124000.0,136440.496071,-354392646124000.0,-354392646027000.0,-354392646220000.0,-354392646210000.0,-354392646037000.0,2.0,18616008968.0,0.00389682057762,1.0563053673200001e-12,116,0.12500456621,0.125027109087,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830366965000.0,21161.0101164,-355830366965000.0,-355830366950000.0,-355830366980000.0,-355830366979000.0,-355830366952000.0,2.0,447788349.145,0.00779364115524,1.0563053673200001e-12,91,0.25000913242,0.125027109087,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268088097000.0,130304.576977,-357268088097000.0,-357268088005000.0,-357268088189000.0,-357268088180000.0,-357268088014000.0,2.0,16979282781.1,0.00779364115524,1.0563053673200001e-12,66,0.25000913242,0.125027109087,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357380695391000.0,208037.002209,-357380695391000.0,-357380695244000.0,-357380695538000.0,-357380695523000.0,-357380695259000.0,2.0,43279394288.3,0.00391680974125,1.0563053673200001e-12,122,0.12500456621,0.25,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358705809185000.0,175079.904187,-358705809185000.0,-358705809061000.0,-358705809309000.0,-358705809296000.0,-358705809073000.0,2.0,30652972850.1,0.0077930717776,1.0563053673200001e-12,41,0.24999086758,0.125027109087,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818416578000.0,111546.713451,-358818416578000.0,-358818416499000.0,-358818416657000.0,-358818416649000.0,-358818416507000.0,2.0,12442669281.6,0.0078336194825,1.0563053673200001e-12,97,0.25000913242,0.25,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143319343000.0,296484.614245,-360143319343000.0,-360143319134000.0,-360143319553000.0,-360143319532000.0,-360143319155000.0,2.0,87903126483.9,0.00389625119998,1.0563053673200001e-12,16,0.12498630137,0.125027109087,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256136733000.0,502427.784887,-360256136733000.0,-360256136378000.0,-360256137088000.0,-360256137053000.0,-360256136413000.0,2.0,252433679026.0,0.0078336194825,1.0563053673200001e-12,72,0.25000913242,0.25,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361693858099000.0,224995.058007,-361693858099000.0,-361693857940000.0,-361693858258000.0,-361693858242000.0,-361693857956000.0,2.0,50622776127.4,0.00783304718417,1.0563053673200001e-12,47,0.24999086758,0.25,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131368796000.0,756624.58519,-363131368796000.0,-363131368260000.0,-363131369331000.0,-363131369277000.0,-363131368314000.0,2.0,572480762913.0,0.00391623744292,1.0563053673200001e-12,22,0.12498630137,0.25,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932358545000.0,192728.361368,-479932358545000.0,-479932358409000.0,-479932358681000.0,-479932358667000.0,-479932358422000.0,2.0,37144221275.4,0.00195882959517,1.0563053673200001e-12,121,0.12500456621,0.125027109087,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370079536000.0,3325.65577474,-481370079536000.0,-481370079534000.0,-481370079538000.0,-481370079538000.0,-481370079534000.0,2.0,11059986.332,0.00391765919034,1.0563053673200001e-12,96,0.25000913242,0.125027109087,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482807800014000.0,250926.873382,-482807800014000.0,-482807799837000.0,-482807800192000.0,-482807800174000.0,-482807799855000.0,2.0,62964295785.0,0.00391765919034,1.0563053673200001e-12,71,0.25000913242,0.125027109087,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484245521799000.0,287996.813803,-484245521799000.0,-484245521595000.0,-484245522002000.0,-484245521982000.0,-484245521616000.0,2.0,82942164760.5,0.00391737297911,1.0563053673200001e-12,46,0.24999086758,0.125027109087,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683032557000.0,221837.605258,-485683032557000.0,-485683032400000.0,-485683032714000.0,-485683032698000.0,-485683032416000.0,2.0,49211923106.5,0.00195854338395,1.0563053673200001e-12,21,0.12498630137,0.125027109087,0.125333333333
