smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2053653111.87,18859.0493011,-2053660173.84,-2053631741.04,-2053667420.73,-2053666696.04,-2053634584.32,3.0,355663740.543,3.46688419418e-13,0.124990974078,0.00195657498961,0.125002976198,0.125226860254,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-142915683670.0,76.5464195065,-142915683645.0,-142915683614.0,-142915683777.0,-142915683762.0,-142915683614.0,4.0,5859.35433927,3.46688419418e-13,0.124990974078,0.00195636794902,0.12498974865,0.125226860254,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-505921300933.0,123449.553047,-505921337787.0,-505921123300.0,-505921404857.0,-505921397499.0,-505921152770.0,4.0,15239792147.4,3.46688419418e-13,0.250018051845,0.00779824473773,0.12498974865,0.249546279492,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-201549385147000.0,214034.989715,-201549385178000.0,-201549384881000.0,-201549385352000.0,-201549385342000.0,-201549384910000.0,4.0,45810976822.2,3.46688419418e-13,0.250018051845,0.00779907001867,0.125002976198,0.249546279492,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-201851340006000.0,379518.670336,-201851339950000.0,-201851339605000.0,-201851340520000.0,-201851340437000.0,-201851339654000.0,4.0,144034421133.0,3.46688419418e-13,0.250018051845,0.00782743027329,0.125002976198,0.250453720508,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-202214330997000.0,620394.469134,-202214331282000.0,-202214330071000.0,-202214331351000.0,-202214331351000.0,-202214330242000.0,4.0,384889297332.0,3.46688419418e-13,0.249981948155,0.00391314997922,0.125002976198,0.125226860254,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-202720428089000.0,91327.2544279,-202720428073000.0,-202720427997000.0,-202720428212000.0,-202720428194000.0,-202720428005000.0,4.0,8340667401.34,3.46688419418e-13,0.124990974078,0.00389897189959,0.125002976198,0.249546279492,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-203829671222000.0,49154.9386507,-203829671221000.0,-203829671178000.0,-203829671271000.0,-203829671269000.0,-203829671178000.0,4.0,2416207993.75,3.46688419418e-13,0.250018051845,0.0155982225654,0.250007275152,0.249546279492,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-204131625667000.0,356869.766738,-204131625538000.0,-204131625412000.0,-204131626180000.0,-204131626099000.0,-204131625415000.0,4.0,127356030411.0,3.46688419418e-13,0.250018051845,0.0156549433748,0.250007275152,0.250453720508,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-204494616892000.0,537096.292433,-204494616885000.0,-204494616364000.0,-204494617431000.0,-204494617407000.0,-204494616385000.0,4.0,288472427345.0,3.46688419418e-13,0.249981948155,0.00782634136657,0.250007275152,0.125226860254,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205000714010000.0,80930.2894701,-205000713999000.0,-205000713924000.0,-205000714117000.0,-205000714102000.0,-205000713933000.0,4.0,6549711753.72,3.46688419418e-13,0.124990974078,0.00779798505727,0.250007275152,0.249546279492,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206109981515000.0,344387.814366,-206109981447000.0,-206109981211000.0,-206109981954000.0,-206109981904000.0,-206109981220000.0,4.0,118602966684.0,3.46688419418e-13,0.250018051845,0.0155982225654,0.250007275152,0.249546279492,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206411935984000.0,102175.600899,-206411935978000.0,-206411935873000.0,-206411936104000.0,-206411936092000.0,-206411935882000.0,4.0,10439853419.0,3.46688419418e-13,0.250018051845,0.0156549433748,0.250007275152,0.250453720508,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206774927125000.0,510755.695788,-206774927220000.0,-206774926475000.0,-206774927587000.0,-206774927570000.0,-206774926548000.0,4.0,260871380779.0,3.46688419418e-13,0.249981948155,0.00782634136657,0.250007275152,0.125226860254,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207281024095000.0,200130.885772,-207281024101000.0,-207281023871000.0,-207281024308000.0,-207281024294000.0,-207281023889000.0,4.0,40052371440.1,3.46688419418e-13,0.124990974078,0.00779798505727,0.250007275152,0.249546279492,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208390267470000.0,346797.121662,-208390267391000.0,-208390267178000.0,-208390267919000.0,-208390267866000.0,-208390267184000.0,4.0,120268243593.0,3.46688419418e-13,0.250018051845,0.0155973147564,0.249992724848,0.249546279492,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208692221783000.0,149881.296101,-208692221781000.0,-208692221606000.0,-208692221965000.0,-208692221943000.0,-208692221627000.0,4.0,22464402920.8,3.46688419418e-13,0.250018051845,0.0156540322646,0.249992724848,0.250453720508,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209055212836000.0,188396.740931,-209055212864000.0,-209055212596000.0,-209055213019000.0,-209055213009000.0,-209055212624000.0,4.0,35493331993.5,3.46688419418e-13,0.249981948155,0.00782588587727,0.249992724848,0.125226860254,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209561310153000.0,165032.726038,-209561310178000.0,-209561309932000.0,-209561310325000.0,-209561310308000.0,-209561309964000.0,4.0,27235800663.5,3.46688419418e-13,0.124990974078,0.00779753121829,0.249992724848,0.249546279492,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210670312362000.0,189174.657912,-210670312423000.0,-210670312087000.0,-210670312516000.0,-210670312505000.0,-210670312135000.0,4.0,35787051196.1,3.46688419418e-13,0.250018051845,0.00779824473773,0.12498974865,0.249546279492,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210972266596000.0,507264.96777,-210972266506000.0,-210972266148000.0,-210972267222000.0,-210972267158000.0,-210972266159000.0,4.0,257317747526.0,3.46688419418e-13,0.250018051845,0.00782660199132,0.12498974865,0.250453720508,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211335258272000.0,160157.46414,-211335258246000.0,-211335258118000.0,-211335258478000.0,-211335258454000.0,-211335258127000.0,4.0,25650413319.9,3.46688419418e-13,0.249981948155,0.00391273589804,0.12498974865,0.125226860254,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211841354926000.0,64016.9349786,-211841354946000.0,-211841354835000.0,-211841354978000.0,-211841354976000.0,-211841354849000.0,4.0,4098167964.06,3.46688419418e-13,0.124990974078,0.0038985593187,0.12498974865,0.249546279492,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-412884819011000.0,350563.128873,-412884819143000.0,-412884818493000.0,-412884819267000.0,-412884819248000.0,-412884818590000.0,4.0,122894507325.0,3.46688419418e-13,0.124990974078,0.00389897189959,0.125002976198,0.249546279492,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-413247820187000.0,239218.493148,-413247820077000.0,-413247820050000.0,-413247820545000.0,-413247820477000.0,-413247820052000.0,4.0,57225487464.1,3.46688419418e-13,0.250018051845,0.00782743027329,0.125002976198,0.250453720508,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-413549770946000.0,472418.002779,-413549771119000.0,-413549770259000.0,-413549771286000.0,-413549771277000.0,-413549770373000.0,4.0,223178769350.0,3.46688419418e-13,0.250018051845,0.00391371513664,0.125002976198,0.125226860254,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415165104775000.0,275730.979235,-415165104754000.0,-415165104522000.0,-415165105069000.0,-415165105051000.0,-415165104527000.0,4.0,76027572910.2,3.46688419418e-13,0.124990974078,0.00779798505727,0.250007275152,0.249546279492,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415528106239000.0,368599.827306,-415528106349000.0,-415528105707000.0,-415528106551000.0,-415528106526000.0,-415528105798000.0,4.0,135865832690.0,3.46688419418e-13,0.250018051845,0.0156549433748,0.250007275152,0.250453720508,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415830057108000.0,598771.107363,-415830057223000.0,-415830056348000.0,-415830057639000.0,-415830057623000.0,-415830056433000.0,4.0,358526839013.0,3.46688419418e-13,0.250018051845,0.00782747168739,0.250007275152,0.125226860254,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-417445414911000.0,178155.107852,-417445414881000.0,-417445414730000.0,-417445415151000.0,-417445415117000.0,-417445414747000.0,4.0,31739242453.6,3.46688419418e-13,0.124990974078,0.00779798505727,0.250007275152,0.249546279492,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-417808416134000.0,194285.206266,-417808416125000.0,-417808415912000.0,-417808416373000.0,-417808416344000.0,-417808415935000.0,4.0,37746741373.8,3.46688419418e-13,0.250018051845,0.0156549433748,0.250007275152,0.250453720508,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-418110367229000.0,578055.955636,-418110367170000.0,-418110366618000.0,-418110367959000.0,-418110367873000.0,-418110366669000.0,4.0,334148687846.0,3.46688419418e-13,0.250018051845,0.00782747168739,0.250007275152,0.125226860254,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-419725701103000.0,83354.1612387,-419725701102000.0,-419725701008000.0,-419725701201000.0,-419725701191000.0,-419725701017000.0,4.0,6947916195.81,3.46688419418e-13,0.124990974078,0.00779753121829,0.249992724848,0.249546279492,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420088702405000.0,204333.118673,-420088702412000.0,-420088702157000.0,-420088702639000.0,-420088702615000.0,-420088702185000.0,4.0,41752023386.8,3.46688419418e-13,0.250018051845,0.0156540322646,0.249992724848,0.250453720508,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420390652694000.0,382708.589488,-420390652540000.0,-420390652433000.0,-420390653262000.0,-420390653157000.0,-420390652445000.0,4.0,146465864468.0,3.46688419418e-13,0.250018051845,0.0078270161323,0.249992724848,0.125226860254,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422005746025000.0,382807.867628,-422005746023000.0,-422005745584000.0,-422005746470000.0,-422005746426000.0,-422005745627000.0,4.0,146541863518.0,3.46688419418e-13,0.124990974078,0.0038985593187,0.12498974865,0.249546279492,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422368746974000.0,256314.768388,-422368747049000.0,-422368746607000.0,-422368747191000.0,-422368747176000.0,-422368746667000.0,4.0,65697260493.6,3.46688419418e-13,0.250018051845,0.00782660199132,0.12498974865,0.250453720508,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422670698050000.0,239179.502215,-422670698050000.0,-422670697764000.0,-422670698337000.0,-422670698303000.0,-422670697798000.0,4.0,57206834280.0,3.46688419418e-13,0.250018051845,0.00391330099566,0.12498974865,0.125226860254,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-624583253863000.0,314604.858232,-624583253885000.0,-624583253472000.0,-624583254213000.0,-624583254179000.0,-624583253518000.0,4.0,98976216823.4,3.46688419418e-13,0.124990974078,0.00391314997922,0.125002976198,0.250453720508,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-624946251836000.0,450386.853117,-624946251954000.0,-624946251210000.0,-624946252227000.0,-624946252206000.0,-624946251302000.0,4.0,202848317461.0,3.46688419418e-13,0.250018051845,0.00391371513664,0.125002976198,0.125226860254,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-626863539717000.0,254520.903716,-626863539801000.0,-626863539348000.0,-626863539917000.0,-626863539906000.0,-626863539409000.0,4.0,64780890428.3,3.46688419418e-13,0.124990974078,0.00782634136657,0.250007275152,0.250453720508,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-627226537353000.0,289994.723249,-627226537355000.0,-627226537095000.0,-627226537605000.0,-627226537605000.0,-627226537097000.0,4.0,84096939512.3,3.46688419418e-13,0.250018051845,0.00782747168739,0.250007275152,0.125226860254,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-629143850144000.0,279705.20038,-629143850176000.0,-629143849809000.0,-629143850416000.0,-629143850403000.0,-629143849841000.0,4.0,78234999119.7,3.46688419418e-13,0.124990974078,0.00782634136657,0.250007275152,0.250453720508,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-629506847367000.0,527527.545237,-629506847450000.0,-629506846659000.0,-629506847908000.0,-629506847857000.0,-629506846760000.0,4.0,278285310984.0,3.46688419418e-13,0.250018051845,0.00782747168739,0.250007275152,0.125226860254,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-631424136022000.0,192764.199972,-631424136072000.0,-631424135749000.0,-631424136195000.0,-631424136181000.0,-631424135793000.0,4.0,37158036790.8,3.46688419418e-13,0.124990974078,0.00782588587727,0.249992724848,0.250453720508,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-631787133101000.0,587944.305083,-631787133162000.0,-631787132446000.0,-631787133632000.0,-631787133621000.0,-631787132494000.0,4.0,345678505880.0,3.46688419418e-13,0.250018051845,0.0078270161323,0.249992724848,0.125226860254,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-633704180663000.0,139150.681783,-633704180648000.0,-633704180528000.0,-633704180831000.0,-633704180815000.0,-633704180535000.0,4.0,19362912240.8,3.46688419418e-13,0.124990974078,0.00391273589804,0.12498974865,0.250453720508,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-634067178163000.0,633779.477196,-634067178084000.0,-634067177497000.0,-634067178986000.0,-634067178879000.0,-634067177557000.0,4.0,401676425715.0,3.46688419418e-13,0.250018051845,0.00391330099566,0.12498974865,0.125226860254,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-836281685535000.0,1173117.39118,-836281685810000.0,-836281683901000.0,-836281686620000.0,-836281686537000.0,-836281684149000.0,4.0,1376204413490.0,3.46688419418e-13,0.124990974078,0.00195657498961,0.125002976198,0.125226860254,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-838561970291000.0,773943.394347,-838561970505000.0,-838561969223000.0,-838561970932000.0,-838561970909000.0,-838561969373000.0,4.0,598988377653.0,3.46688419418e-13,0.124990974078,0.00391317068328,0.250007275152,0.125226860254,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-840842282223000.0,1031083.14696,-840842281953000.0,-840842281290000.0,-840842283697000.0,-840842283436000.0,-840842281389000.0,4.0,1063132455940.0,3.46688419418e-13,0.124990974078,0.00391317068328,0.250007275152,0.125226860254,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-843122566183000.0,357731.49922,-843122566097000.0,-843122565847000.0,-843122566689000.0,-843122566601000.0,-843122565884000.0,4.0,127971825534.0,3.46688419418e-13,0.124990974078,0.00391294293863,0.249992724848,0.125226860254,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-845402611888000.0,189323.846688,-845402611916000.0,-845402611666000.0,-845402612053000.0,-845402612050000.0,-845402611685000.0,4.0,35843518924.6,3.46688419418e-13,0.124990974078,0.00195636794902,0.12498974865,0.125226860254,5
