npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,prefix
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1603166353.7,101714055.208,1603166353.7,1675089051.88,1531243655.52,1538435925.34,1667896782.06,2.0,1.03457490269e+16,1.21200144652e-13,0.125,0.00390632448506,0.125002383522,0.25,104
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1601542221.7,129232824.593,1601542221.7,1692923628.32,1510160815.08,1519298955.74,1683785487.66,2.0,1.67011229523e+16,1.21200144652e-13,0.125,0.00390602654481,0.124992849434,0.25,4
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1577970298.08,10425149.6541,1577970298.08,1585341992.1,1570598604.07,1571335773.47,1584604822.7,2.0,108683745311000.0,1.21200144652e-13,0.25,0.00390592721826,0.125002383522,0.124987287705,110
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1512095673.84,34342025.3161,1512095673.84,1536379152.82,1487812194.86,1490240542.76,1533950804.92,2.0,1179374702810000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,85
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1486615720.29,130444689.815,1486615720.29,1578854045.02,1394377395.55,1403601228.02,1569630212.55,2.0,1.70158171009e+16,1.21200144652e-13,0.125,0.00390577826328,0.249995232956,0.124987287705,30
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1455367863.8,44789375.5922,1455367863.8,1487038735.01,1423696992.6,1426864079.72,1483871647.89,2.0,2006088165940000.0,1.21200144652e-13,0.125,0.00390592721826,0.250004767044,0.124987287705,55
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1419145006.78,6319978.53826,1419145006.78,1423613906.46,1414676107.1,1415122997.07,1423167016.5,2.0,39942128724000.0,1.21200144652e-13,0.125,0.00390592721826,0.250004767044,0.124987287705,80
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1411016994.05,61001914.8802,1411016994.05,1454151861.73,1367882126.37,1372195613.14,1449838374.96,2.0,3721233619060000.0,1.21200144652e-13,0.125,0.00195281465415,0.124992849434,0.124987287705,5
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1326118365.55,58690589.5312,1326118365.55,1367618879.4,1284617851.7,1288767903.09,1363468828.02,2.0,3444585299510000.0,1.21200144652e-13,0.125,0.00195296360913,0.125002383522,0.124987287705,105
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887503432000.0,1661529.99272,-263887503432000.0,-263887502257000.0,-263887504607000.0,-263887504489000.0,-263887502374000.0,2.0,2760681916720.0,1.21200144652e-13,0.25,0.0039056293083,0.124992849434,0.124987287705,6
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887585113000.0,20478311.3133,-263887585113000.0,-263887570633000.0,-263887599594000.0,-263887598146000.0,-263887572081000.0,2.0,419361234244000.0,1.21200144652e-13,0.25,0.00781155652656,0.249995232956,0.124987287705,31
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887615976000.0,19167697.9542,-263887615976000.0,-263887602423000.0,-263887629530000.0,-263887628175000.0,-263887603778000.0,2.0,367400644862000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,56
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887683110000.0,18314796.8032,-263887683110000.0,-263887670160000.0,-263887696061000.0,-263887694766000.0,-263887671455000.0,2.0,335431781944000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,81
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887753812000.0,7430167.15143,-263887753812000.0,-263887748558000.0,-263887759066000.0,-263887758540000.0,-263887749083000.0,2.0,55207383898200.0,1.21200144652e-13,0.25,0.00390592721826,0.125002383522,0.124987287705,106
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368433246000.0,95244819.9542,-270368433246000.0,-270368365897000.0,-270368500594000.0,-270368493859000.0,-270368372632000.0,2.0,9071575728110000.0,1.21200144652e-13,0.25,0.00781205308962,0.124992849434,0.25,12
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368445367000.0,7451820.28577,-270368445367000.0,-270368440097000.0,-270368450636000.0,-270368450109000.0,-270368440624000.0,2.0,55529625571400.0,1.21200144652e-13,0.25,0.0156247020597,0.249995232956,0.25,37
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368502847000.0,33083313.9093,-270368502847000.0,-270368479454000.0,-270368526241000.0,-270368523901000.0,-270368481793000.0,2.0,1094505659220000.0,1.21200144652e-13,0.25,0.0156252979403,0.250004767044,0.25,62
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368622535000.0,2594594.42522,-270368622535000.0,-270368620700000.0,-270368624370000.0,-270368624186000.0,-270368620884000.0,2.0,6731920231370.0,1.21200144652e-13,0.25,0.00781264897013,0.125002383522,0.25,112
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368639458000.0,81250710.1082,-270368639458000.0,-270368582005000.0,-270368696911000.0,-270368691166000.0,-270368587751000.0,2.0,6601677893090000.0,1.21200144652e-13,0.25,0.0156252979403,0.250004767044,0.25,87
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790390744000.0,85415307.5304,-276790390744000.0,-276790330346000.0,-276790451142000.0,-276790445102000.0,-276790336386000.0,2.0,7295774760510000.0,1.21200144652e-13,0.25,0.00781284756262,0.124992849434,0.250025424591,18
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790459035000.0,44855821.528,-276790459035000.0,-276790427318000.0,-276790490753000.0,-276790487581000.0,-276790430489000.0,2.0,2012044724950000.0,1.21200144652e-13,0.25,0.0156262910664,0.249995232956,0.250025424591,43
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790560086000.0,38423680.2229,-276790560086000.0,-276790532916000.0,-276790587255000.0,-276790584538000.0,-276790535633000.0,2.0,1476379201870000.0,1.21200144652e-13,0.25,0.0156268870075,0.250004767044,0.250025424591,68
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790607283000.0,107138563.815,-276790607283000.0,-276790531524000.0,-276790683041000.0,-276790675465000.0,-276790539100000.0,2.0,1.14786718563e+16,1.21200144652e-13,0.25,0.00781344350374,0.125002383522,0.250025424591,118
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790608900000.0,65120783.0144,-276790608900000.0,-276790562853000.0,-276790654948000.0,-276790650343000.0,-276790567458000.0,2.0,4240716380400000.0,1.21200144652e-13,0.25,0.0156268870075,0.250004767044,0.250025424591,93
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212279192000.0,29465278.0766,-283212279192000.0,-283212258356000.0,-283212300027000.0,-283212297943000.0,-283212260440000.0,2.0,868202612130000.0,1.21200144652e-13,0.125,0.00390602654481,0.124992849434,0.25,24
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212435725000.0,69387434.3298,-283212435725000.0,-283212386661000.0,-283212484790000.0,-283212479883000.0,-283212391567000.0,2.0,4814616042870000.0,1.21200144652e-13,0.125,0.00781264897013,0.250004767044,0.25,74
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212439695000.0,104919873.63,-283212439695000.0,-283212365505000.0,-283212513884000.0,-283212506465000.0,-283212372924000.0,2.0,1.10081798825e+16,1.21200144652e-13,0.125,0.00781264897013,0.250004767044,0.25,99
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212460053000.0,44327306.077,-283212460053000.0,-283212428709000.0,-283212491397000.0,-283212488263000.0,-283212431843000.0,2.0,1964910064040000.0,1.21200144652e-13,0.125,0.00781235102987,0.249995232956,0.25,49
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212661778000.0,26626565.2882,-283212661778000.0,-283212642950000.0,-283212680606000.0,-283212678723000.0,-283212644833000.0,2.0,708973979047000.0,1.21200144652e-13,0.125,0.00390632448506,0.125002383522,0.25,124
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005006449000.0,17757413.7621,-560005006449000.0,-560004993893000.0,-560005019005000.0,-560005017750000.0,-560004995148000.0,2.0,315325743518000.0,1.21200144652e-13,0.25,0.0039056293083,0.124992849434,0.124987287705,11
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005081222000.0,59565350.35,-560005081222000.0,-560005039103000.0,-560005123341000.0,-560005119129000.0,-560005043315000.0,2.0,3548030962320000.0,1.21200144652e-13,0.25,0.00781155652656,0.249995232956,0.124987287705,36
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005134083000.0,6733010.5338,-560005134083000.0,-560005129322000.0,-560005138844000.0,-560005138368000.0,-560005129798000.0,2.0,45333430848300.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,61
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005182132000.0,29420165.813,-560005182132000.0,-560005161329000.0,-560005202935000.0,-560005200855000.0,-560005163409000.0,2.0,865546156464000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,86
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005275329000.0,3303322.91161,-560005275329000.0,-560005272993000.0,-560005277665000.0,-560005277431000.0,-560005273227000.0,2.0,10911942258400.0,1.21200144652e-13,0.25,0.00390592721826,0.125002383522,0.124987287705,111
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485875348000.0,7027033.00223,-566485875348000.0,-566485870379000.0,-566485880317000.0,-566485879820000.0,-566485870876000.0,2.0,49379192814500.0,1.21200144652e-13,0.25,0.00781205308962,0.124992849434,0.25,17
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485960135000.0,32669324.4777,-566485960135000.0,-566485937034000.0,-566485983236000.0,-566485980926000.0,-566485939344000.0,2.0,1067284761830000.0,1.21200144652e-13,0.25,0.0156247020597,0.249995232956,0.25,42
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486001713000.0,33041318.0641,-566486001713000.0,-566485978349000.0,-566486025076000.0,-566486022740000.0,-566485980685000.0,2.0,1091728699420000.0,1.21200144652e-13,0.25,0.0156252979403,0.250004767044,0.25,67
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486162125000.0,42029418.1207,-566486162125000.0,-566486132406000.0,-566486191845000.0,-566486188873000.0,-566486135378000.0,2.0,1766471987570000.0,1.21200144652e-13,0.25,0.0156252979403,0.250004767044,0.25,92
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486186467000.0,13654720.5555,-566486186467000.0,-566486176811000.0,-566486196122000.0,-566486195157000.0,-566486177777000.0,2.0,186451393449000.0,1.21200144652e-13,0.25,0.00781264897013,0.125002383522,0.25,117
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907923987000.0,85730203.5037,-572907923987000.0,-572907863366000.0,-572907984607000.0,-572907978545000.0,-572907869428000.0,2.0,7349667792790000.0,1.21200144652e-13,0.125,0.00390642378131,0.124992849434,0.250025424591,23
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907931457000.0,11075480.0702,-572907931457000.0,-572907923625000.0,-572907939289000.0,-572907938505000.0,-572907924409000.0,2.0,122666258784000.0,1.21200144652e-13,0.125,0.00781314553318,0.249995232956,0.250025424591,48
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908029224000.0,19997654.0867,-572908029224000.0,-572908015083000.0,-572908043364000.0,-572908041950000.0,-572908016497000.0,2.0,399906168970000.0,1.21200144652e-13,0.125,0.00781344350374,0.250004767044,0.250025424591,73
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908146762000.0,60288931.4376,-572908146762000.0,-572908104131000.0,-572908189392000.0,-572908185129000.0,-572908108394000.0,2.0,3634755253880000.0,1.21200144652e-13,0.125,0.00781344350374,0.250004767044,0.250025424591,98
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908182882000.0,45594985.5917,-572908182882000.0,-572908150641000.0,-572908215122000.0,-572908211898000.0,-572908153865000.0,2.0,2078902711110000.0,1.21200144652e-13,0.125,0.00390672175187,0.125002383522,0.250025424591,123
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122438104000.0,2291137.60553,-856122438104000.0,-856122436484000.0,-856122439724000.0,-856122439562000.0,-856122436646000.0,2.0,5249311527460.0,1.21200144652e-13,0.25,0.0039056293083,0.124992849434,0.124987287705,16
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122607796000.0,30875382.1111,-856122607796000.0,-856122585963000.0,-856122629628000.0,-856122627445000.0,-856122588147000.0,2.0,953289220508000.0,1.21200144652e-13,0.25,0.00781155652656,0.249995232956,0.124987287705,41
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122630482000.0,22878435.2207,-856122630482000.0,-856122614305000.0,-856122646660000.0,-856122645042000.0,-856122615923000.0,2.0,523422798148000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,66
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122674889000.0,65269149.2861,-856122674889000.0,-856122628737000.0,-856122721041000.0,-856122716426000.0,-856122633352000.0,2.0,4260061848540000.0,1.21200144652e-13,0.25,0.00781185443652,0.250004767044,0.124987287705,91
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122749276000.0,58627281.8554,-856122749276000.0,-856122707820000.0,-856122790732000.0,-856122786586000.0,-856122711966000.0,2.0,3437158177750000.0,1.21200144652e-13,0.25,0.00390592721826,0.125002383522,0.124987287705,116
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603369158000.0,109817629.746,-862603369158000.0,-862603291506000.0,-862603446811000.0,-862603439046000.0,-862603299271000.0,2.0,1.20599118031e+16,1.21200144652e-13,0.125,0.00390602654481,0.124992849434,0.25,22
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603516459000.0,65543934.2517,-862603516459000.0,-862603470113000.0,-862603562806000.0,-862603558171000.0,-862603474748000.0,2.0,4296007317190000.0,1.21200144652e-13,0.125,0.00781235102987,0.249995232956,0.25,47
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603525280000.0,9260119.08557,-862603525280000.0,-862603518732000.0,-862603531828000.0,-862603531173000.0,-862603519387000.0,2.0,85749805478900.0,1.21200144652e-13,0.125,0.00781264897013,0.250004767044,0.25,72
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603668682000.0,34734715.5917,-862603668682000.0,-862603644120000.0,-862603693243000.0,-862603690787000.0,-862603646577000.0,2.0,1206500467240000.0,1.21200144652e-13,0.125,0.00781264897013,0.250004767044,0.25,97
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603732740000.0,67878217.7452,-862603732740000.0,-862603684743000.0,-862603780738000.0,-862603775938000.0,-862603689543000.0,2.0,4607452444270000.0,1.21200144652e-13,0.125,0.00390632448506,0.125002383522,0.25,122
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240009770000.0,101187203.657,-1152240009770000.0,-1152239938220000.0,-1152240081320000.0,-1152240074160000.0,-1152239945370000.0,2.0,1.02388501839e+16,1.21200144652e-13,0.125,0.00195281465415,0.124992849434,0.124987287705,21
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240031190000.0,70268984.2213,-1152240031190000.0,-1152239981500000.0,-1152240080870000.0,-1152240075900000.0,-1152239986470000.0,2.0,4937730143500000.0,1.21200144652e-13,0.125,0.00390577826328,0.249995232956,0.124987287705,46
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240113780000.0,101341794.523,-1152240113780000.0,-1152240042120000.0,-1152240185440000.0,-1152240178280000.0,-1152240049290000.0,2.0,1.02701593172e+16,1.21200144652e-13,0.125,0.00390592721826,0.250004767044,0.124987287705,71
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240161890000.0,54051215.8374,-1152240161890000.0,-1152240123670000.0,-1152240200110000.0,-1152240196290000.0,-1152240127490000.0,2.0,2921533933500000.0,1.21200144652e-13,0.125,0.00390592721826,0.250004767044,0.124987287705,96
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240238850000.0,63368132.3913,-1152240238850000.0,-1152240194040000.0,-1152240283660000.0,-1152240279180000.0,-1152240198520000.0,2.0,4015520202760000.0,1.21200144652e-13,0.125,0.00195296360913,0.125002383522,0.124987287705,121
