smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2409894278.18,34180290.891,-2399170056.25,-2376055051.16,-2489028303.26,-2466292487.74,-2378214985.77,10.0,1168292285400000.0,0.124990974078,0.00389888422603,0.12500016534,0.249546279492,2.4762864257000002e-14,123
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2571159967.38,37906264.822,-2576880032.12,-2516743283.76,-2629797239.81,-2618788737.95,-2521122254.69,10.0,1436884912760000.0,0.124990974078,0.00389888422603,0.12500016534,0.249546279492,2.4762864257000002e-14,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2757920550.4,52606820.5182,-2755682612.56,-2672666179.83,-2844010747.33,-2834508847.09,-2680956882.74,10.0,2767477565040000.0,0.124990974078,0.00195653099342,0.12500016534,0.125226860254,2.4762864257000002e-14,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-161125523033.0,6070.6716586,-161125521800.0,-161125515089.0,-161125533410.0,-161125532788.0,-161125515542.0,10.0,36853054.3866,0.124990974078,0.00195651768399,0.124999315018,0.125226860254,2.4762864257000002e-14,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-570986293583.0,9965369.6473,-570986712794.0,-570966340661.0,-571000288601.0,-570998054975.0,-570971711932.0,10.0,99308592207300.0,0.250018051845,0.00779884159372,0.124999315018,0.249546279492,2.4762864257000002e-14,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-93754917378700.0,15865723.2025,-93754919383900.0,-93754885540600.0,-93754937092200.0,-93754935870100.0,-93754891955600.0,10.0,251721172739000.0,0.250018051845,0.00779889464623,0.12500016534,0.249546279492,2.4762864257000002e-14,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94095801622500.0,26253564.1138,-94095807769800.0,-94095763114600.0,-94095829871800.0,-94095829276100.0,-94095765020700.0,10.0,689249628679000.0,0.250018051845,0.00782725426312,0.12500016534,0.250453720508,2.4762864257000002e-14,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94505639297900.0,39387414.9884,-94505639878000.0,-94505580372900.0,-94505705456900.0,-94505694489200.0,-94505586027900.0,10.0,1551368459470000.0,0.249981948155,0.00391306198685,0.12500016534,0.125226860254,2.4762864257000002e-14,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-95078447240100.0,8250453.65916,-95078450102800.0,-95078430870700.0,-95078455977400.0,-95078454702500.0,-95078432800700.0,10.0,68069985581900.0,0.124990974078,0.00389888422603,0.12500016534,0.249546279492,2.4762864257000002e-14,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-129827289793000.0,12829738.4,-129827289558000.0,-129827271942000.0,-129827308548000.0,-129827308383000.0,-129827272241000.0,10.0,164602187411000.0,0.250018051845,0.0155977951872,0.250000425161,0.249546279492,2.4762864257000002e-14,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130168154999000.0,31162308.4906,-130168148255000.0,-130168116812000.0,-130168204940000.0,-130168197175000.0,-130168118574000.0,10.0,971089470461000.0,0.250018051845,0.0156545144424,0.250000425161,0.250453720508,2.4762864257000002e-14,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130577980372000.0,33354119.9854,-130577981588000.0,-130577930063000.0,-130578054717000.0,-130578030397000.0,-130577937283000.0,10.0,1112497320000000.0,0.249981948155,0.00782612693135,0.250000425161,0.125226860254,2.4762864257000002e-14,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-131150808163000.0,4310135.08882,-131150808596000.0,-131150799225000.0,-131150814996000.0,-131150813464000.0,-131150801402000.0,10.0,18577264483900.0,0.124990974078,0.00779777139899,0.250000425161,0.249546279492,2.4762864257000002e-14,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-165899653608000.0,17050908.4286,-165899656658000.0,-165899615325000.0,-165899671711000.0,-165899670457000.0,-165899627265000.0,10.0,290733478239000.0,0.250018051845,0.0155978010819,0.250000519641,0.249546279492,2.4762864257000002e-14,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166240550178000.0,26577150.1544,-166240557636000.0,-166240502445000.0,-166240596264000.0,-166240582265000.0,-166240511052000.0,10.0,706344910329000.0,0.250018051845,0.0156545203586,0.250000519641,0.250453720508,2.4762864257000002e-14,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166650384523000.0,32693297.1266,-166650370239000.0,-166650347231000.0,-166650448447000.0,-166650440856000.0,-166650354929000.0,10.0,1068851677010000.0,0.249981948155,0.007826129889,0.250000519641,0.125226860254,2.4762864257000002e-14,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-167223194346000.0,6791944.65087,-167223196145000.0,-167223183846000.0,-167223203315000.0,-167223202231000.0,-167223185030000.0,10.0,46130512140500.0,0.124990974078,0.00779777434592,0.250000519641,0.249546279492,2.4762864257000002e-14,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201972055090000.0,12731138.1747,-201972057983000.0,-201972027904000.0,-201972074700000.0,-201972070248000.0,-201972035434000.0,10.0,162081879224000.0,0.250018051845,0.0155977421347,0.249999574839,0.249546279492,2.4762864257000002e-14,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202312952666000.0,24983587.2714,-202312954123000.0,-202312911817000.0,-202312984734000.0,-202312981276000.0,-202312912921000.0,10.0,624179632949000.0,0.250018051845,0.015654461197,0.249999574839,0.250453720508,2.4762864257000002e-14,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202722791590000.0,24474990.2791,-202722792716000.0,-202722757654000.0,-202722822065000.0,-202722819250000.0,-202722761456000.0,10.0,599025149163000.0,0.249981948155,0.00782610031248,0.249999574839,0.125226860254,2.4762864257000002e-14,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203295578146000.0,8647788.88366,-203295576987000.0,-203295559690000.0,-203295591409000.0,-203295589435000.0,-203295566141000.0,10.0,74784252576400.0,0.124990974078,0.00779774487657,0.249999574839,0.249546279492,2.4762864257000002e-14,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044173123000.0,13281929.7568,-238044176592000.0,-238044143329000.0,-238044190020000.0,-238044186876000.0,-238044151757000.0,10.0,176409658063000.0,0.250018051845,0.00779884159372,0.124999315018,0.249546279492,2.4762864257000002e-14,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385058970000.0,32901130.9275,-238385056561000.0,-238385016575000.0,-238385102351000.0,-238385100154000.0,-238385016867000.0,10.0,1082484416310000.0,0.250018051845,0.0078272010177,0.124999315018,0.250453720508,2.4762864257000002e-14,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238794871727000.0,45200677.5794,-238794881653000.0,-238794777827000.0,-238794924925000.0,-238794921147000.0,-238794800884000.0,10.0,2043101253630000.0,0.249981948155,0.00391303536798,0.124999315018,0.125226860254,2.4762864257000002e-14,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239367702827000.0,6405282.77449,-239367703766000.0,-239367688325000.0,-239367710589000.0,-239367710141000.0,-239367692978000.0,10.0,41027647421200.0,0.124990974078,0.00389885770361,0.124999315018,0.249546279492,2.4762864257000002e-14,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332551631227000.0,17538439.6682,-332551629838000.0,-332551608138000.0,-332551666680000.0,-332551655847000.0,-332551610406000.0,10.0,307596865996000.0,0.124990974078,0.00389888422603,0.12500016534,0.249546279492,2.4762864257000002e-14,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332961481033000.0,30087794.0079,-332961483378000.0,-332961420870000.0,-332961523653000.0,-332961518892000.0,-332961431251000.0,10.0,905275348265000.0,0.250018051845,0.00782725426312,0.12500016534,0.250453720508,2.4762864257000002e-14,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-333302361566000.0,48603593.053,-333302354608000.0,-333302309052000.0,-333302446443000.0,-333302434663000.0,-333302310833000.0,10.0,2362309257660000.0,0.250018051845,0.00391362713156,0.12500016534,0.125226860254,2.4762864257000002e-14,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368623994153000.0,17445805.8205,-368623999906000.0,-368623959261000.0,-368624013951000.0,-368624013359000.0,-368623968411000.0,10.0,304356140725000.0,0.124990974078,0.00779777139899,0.250000425161,0.249546279492,2.4762864257000002e-14,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369033833327000.0,33896223.2052,-369033836100000.0,-369033778038000.0,-369033899172000.0,-369033880501000.0,-369033788321000.0,10.0,1148953947580000.0,0.250018051845,0.0156545144424,0.250000425161,0.250453720508,2.4762864257000002e-14,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369374724002000.0,23131935.5382,-369374723364000.0,-369374690089000.0,-369374755083000.0,-369374753655000.0,-369374692704000.0,10.0,535086441743000.0,0.250018051845,0.0078272572212,0.250000425161,0.125226860254,2.4762864257000002e-14,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-404696378758000.0,18948197.6973,-404696372091000.0,-404696351781000.0,-404696417909000.0,-404696408205000.0,-404696357946000.0,10.0,359034195975000.0,0.124990974078,0.00779777434592,0.250000519641,0.249546279492,2.4762864257000002e-14,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405106231492000.0,29113336.9292,-405106230499000.0,-405106192579000.0,-405106271720000.0,-405106267712000.0,-405106195030000.0,10.0,847586387151000.0,0.250018051845,0.0156545203586,0.250000519641,0.250453720508,2.4762864257000002e-14,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405447090006000.0,39731057.6292,-405447083792000.0,-405447036585000.0,-405447162165000.0,-405447150201000.0,-405447041521000.0,10.0,1578556940340000.0,0.250018051845,0.00782726017928,0.250000519641,0.125226860254,2.4762864257000002e-14,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-440768767009000.0,22155600.4785,-440768763443000.0,-440768733151000.0,-440768806566000.0,-440768800986000.0,-440768740395000.0,10.0,490870632562000.0,0.124990974078,0.00779774487657,0.249999574839,0.249546279492,2.4762864257000002e-14,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441178619181000.0,25163021.0722,-441178625166000.0,-441178581192000.0,-441178652393000.0,-441178648722000.0,-441178584360000.0,10.0,633177629482000.0,0.250018051845,0.015654461197,0.249999574839,0.250453720508,2.4762864257000002e-14,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441519513502000.0,44204163.5222,-441519516470000.0,-441519444370000.0,-441519599218000.0,-441519572806000.0,-441519450431000.0,10.0,1954008072690000.0,0.250018051845,0.00782723059849,0.249999574839,0.125226860254,2.4762864257000002e-14,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476840893056000.0,18731402.6839,-476840890863000.0,-476840864142000.0,-476840917420000.0,-476840916703000.0,-476840865122000.0,10.0,350865446508000.0,0.124990974078,0.00389885770361,0.124999315018,0.249546279492,2.4762864257000002e-14,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477250730794000.0,34036617.0904,-477250745719000.0,-477250690957000.0,-477250768291000.0,-477250766864000.0,-477250691000000.0,10.0,1158491302960000.0,0.250018051845,0.0078272010177,0.124999315018,0.250453720508,2.4762864257000002e-14,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591591255000.0,26697887.5109,-477591583189000.0,-477591560235000.0,-477591636729000.0,-477591632207000.0,-477591563343000.0,10.0,712777197545000.0,0.250018051845,0.00391360050885,0.124999315018,0.125226860254,2.4762864257000002e-14,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571758194743000.0,19986348.569,-571758198120000.0,-571758167271000.0,-571758221874000.0,-571758218939000.0,-571758168664000.0,10.0,399454129120000.0,0.124990974078,0.00391306198685,0.12500016534,0.250453720508,2.4762864257000002e-14,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-572168047371000.0,37576803.6092,-572168049061000.0,-572167968645000.0,-572168113619000.0,-572168099274000.0,-572167995544000.0,10.0,1412016169490000.0,0.250018051845,0.00391362713156,0.12500016534,0.125226860254,2.4762864257000002e-14,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-607830553461000.0,31009537.0596,-607830557288000.0,-607830507299000.0,-607830602837000.0,-607830596444000.0,-607830513598000.0,10.0,961591388650000.0,0.124990974078,0.00782612693135,0.250000425161,0.250453720508,2.4762864257000002e-14,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-608240400946000.0,46432196.1732,-608240413825000.0,-608240339030000.0,-608240473772000.0,-608240461389000.0,-608240340853000.0,10.0,2155948841470000.0,0.250018051845,0.0078272572212,0.250000425161,0.125226860254,2.4762864257000002e-14,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-643902958950000.0,32560917.4469,-643902966784000.0,-643902902695000.0,-643902993632000.0,-643902992613000.0,-643902906229000.0,10.0,1060213344980000.0,0.124990974078,0.007826129889,0.250000519641,0.250453720508,2.4762864257000002e-14,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644312802841000.0,22374555.763,-644312801663000.0,-644312777393000.0,-644312838035000.0,-644312833123000.0,-644312778906000.0,10.0,500620745593000.0,0.250018051845,0.00782726017928,0.250000519641,0.125226860254,2.4762864257000002e-14,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-679975331957000.0,25612558.2513,-679975330589000.0,-679975283525000.0,-679975363404000.0,-679975360293000.0,-679975292468000.0,10.0,656003140177000.0,0.124990974078,0.00782610031248,0.249999574839,0.250453720508,2.4762864257000002e-14,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-680385174619000.0,27299628.3975,-680385179035000.0,-680385119159000.0,-680385208867000.0,-680385206921000.0,-680385133386000.0,10.0,745269710640000.0,0.250018051845,0.00782723059849,0.249999574839,0.125226860254,2.4762864257000002e-14,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047443166000.0,18008100.6643,-716047444398000.0,-716047407024000.0,-716047467195000.0,-716047463979000.0,-716047416779000.0,10.0,324291689536000.0,0.124990974078,0.00391303536798,0.124999315018,0.250453720508,2.4762864257000002e-14,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457320223000.0,44548797.9279,-716457315893000.0,-716457237142000.0,-716457396808000.0,-716457387528000.0,-716457258657000.0,10.0,1984595396820000.0,0.250018051845,0.00391360050885,0.124999315018,0.125226860254,2.4762864257000002e-14,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-810964780233000.0,47222984.5459,-810964769271000.0,-810964708770000.0,-810964849462000.0,-810964842432000.0,-810964720726000.0,10.0,2230010269430000.0,0.124990974078,0.00195653099342,0.12500016534,0.125226860254,2.4762864257000002e-14,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-847037128879000.0,39630223.9879,-847037137408000.0,-847037070309000.0,-847037198740000.0,-847037182154000.0,-847037073909000.0,10.0,1570554653330000.0,0.124990974078,0.00391306346567,0.250000425161,0.125226860254,2.4762864257000002e-14,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-883109526626000.0,32714528.0038,-883109519300000.0,-883109492414000.0,-883109593825000.0,-883109574795000.0,-883109493690000.0,10.0,1070240342510000.0,0.124990974078,0.0039130649445,0.250000519641,0.125226860254,2.4762864257000002e-14,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-919181893117000.0,35852411.6876,-919181900657000.0,-919181835614000.0,-919181941580000.0,-919181938903000.0,-919181843681000.0,10.0,1285395423810000.0,0.124990974078,0.00391305015624,0.249999574839,0.125226860254,2.4762864257000002e-14,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254026483000.0,31650207.9886,-955254018879000.0,-955253983633000.0,-955254092803000.0,-955254073273000.0,-955253990612000.0,10.0,1001735665720000.0,0.124990974078,0.00195651768399,0.124999315018,0.125226860254,2.4762864257000002e-14,5
