smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-816277519.805,4353884.13909,-816468013.306,-811321779.145,-820852273.462,-820551316.165,-811737032.543,4.0,18956307096600.0,0.00195644559034,0.124990974078,1.7334191682000001e-13,101,0.124994709051,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-842564226.849,3809629.10207,-843132391.44,-837399967.433,-846592157.086,-846075319.833,-838257703.44,4.0,14513273895400.0,0.00391300505149,0.124990974078,1.7334191682000001e-13,106,0.249996693157,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-857329503.785,1334447.80904,-857447751.034,-855588516.804,-858833996.269,-858640967.227,-855852494.195,4.0,1780750955040.0,0.00779786128164,0.124990974078,1.7334191682000001e-13,117,0.250003306843,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-927841604.7,1443139.85847,-927468555.19,-926540859.53,-929888448.89,-929556950.0,-926648528.714,4.0,2082652651100.0,0.00391310857042,0.124990974078,1.7334191682000001e-13,111,0.250003306843,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-943468481.177,2928595.03073,-943912812.704,-939709825.104,-946338474.195,-946157440.149,-940157458.066,4.0,8576668854020.0,0.0038989409552,0.124990974078,1.7334191682000001e-13,122,0.125001984106,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1018855681.29,2079518.7126,-1018905812.85,-1016731247.26,-1020879852.17,-1020805159.69,-1016836018.68,4.0,4324398076060.0,0.00391310857042,0.124990974078,1.7334191682000001e-13,116,0.250003306843,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1096049603.32,4493162.75915,-1096876989.75,-1090487925.57,-1099956508.23,-1099877010.35,-1091063855.31,4.0,20188511580200.0,0.00195655946116,0.124990974078,1.7334191682000001e-13,121,0.125001984106,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160703105356.0,734.112965396,-160703105280.0,-160703104636.0,-160703106227.0,-160703106146.0,-160703104672.0,4.0,538921.845963,0.00195644559034,0.124990974078,1.7334191682000001e-13,1,0.124994709051,0.125226860254
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-570750656351.0,1029399.81221,-570751137831.0,-570749113810.0,-570751235931.0,-570751221317.0,-570749417312.0,4.0,1059663973380.0,0.00779855422245,0.250018051845,1.7334191682000001e-13,27,0.124994709051,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217431519043000.0,1248096.5064,-217431518628000.0,-217431518050000.0,-217431520865000.0,-217431520545000.0,-217431518121000.0,4.0,1557744889300.0,0.00779900812097,0.250018051845,1.7334191682000001e-13,48,0.125001984106,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217772583626000.0,1559270.65186,-217772583927000.0,-217772581465000.0,-217772585183000.0,-217772585008000.0,-217772581820000.0,4.0,2431324965750.0,0.0078273681505,0.250018051845,1.7334191682000001e-13,74,0.125001984106,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218182618050000.0,6461826.61768,-218182620593000.0,-218182608481000.0,-218182622531000.0,-218182622328000.0,-218182610210000.0,4.0,41755203237000.0,0.00391311892231,0.249981948155,1.7334191682000001e-13,100,0.125001984106,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218754852361000.0,811315.517252,-218754852513000.0,-218754851311000.0,-218754853107000.0,-218754853073000.0,-218754851436000.0,4.0,658232868535.0,0.0038989409552,0.124990974078,1.7334191682000001e-13,22,0.125001984106,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222584732379000.0,1367314.3963,-222584732105000.0,-222584731186000.0,-222584734121000.0,-222584733924000.0,-222584731217000.0,4.0,1869548658340.0,0.0155979749784,0.250018051845,1.7334191682000001e-13,43,0.250003306843,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222925798811000.0,2169263.88445,-222925799416000.0,-222925795776000.0,-222925800634000.0,-222925800549000.0,-222925796224000.0,4.0,4705705800370.0,0.0156546948874,0.250018051845,1.7334191682000001e-13,69,0.250003306843,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223335828968000.0,2717125.37332,-223335828332000.0,-223335826507000.0,-223335832701000.0,-223335832169000.0,-223335826657000.0,4.0,7382770294320.0,0.00782621714084,0.249981948155,1.7334191682000001e-13,95,0.250003306843,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223908067154000.0,871495.562514,-223908067003000.0,-223908066259000.0,-223908068350000.0,-223908068152000.0,-223908066368000.0,4.0,759504515482.0,0.00779786128164,0.124990974078,1.7334191682000001e-13,17,0.250003306843,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-227737918171000.0,2198337.83999,-227737918166000.0,-227737916155000.0,-227737920197000.0,-227737920159000.0,-227737916190000.0,4.0,4832689258750.0,0.0155979749784,0.250018051845,1.7334191682000001e-13,38,0.250003306843,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228078985619000.0,2508254.51307,-228078985783000.0,-228078982828000.0,-228078988081000.0,-228078987973000.0,-228078983034000.0,4.0,6291340702340.0,0.0156546948874,0.250018051845,1.7334191682000001e-13,64,0.250003306843,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228489014431000.0,3143249.8479,-228489014919000.0,-228489010326000.0,-228489017559000.0,-228489017332000.0,-228489010846000.0,4.0,9880019606330.0,0.00782621714084,0.249981948155,1.7334191682000001e-13,90,0.250003306843,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229061253110000.0,1509454.3114,-229061253056000.0,-229061251350000.0,-229061254977000.0,-229061254741000.0,-229061251553000.0,4.0,2278452318210.0,0.00779786128164,0.124990974078,1.7334191682000001e-13,12,0.250003306843,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-232891130632000.0,2537608.41671,-232891129761000.0,-232891128785000.0,-232891134220000.0,-232891133682000.0,-232891128801000.0,4.0,6439456476560.0,0.0155975623434,0.250018051845,1.7334191682000001e-13,33,0.249996693157,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233232197238000.0,4584521.73192,-233232196928000.0,-233232192748000.0,-233232202349000.0,-233232201967000.0,-233232192943000.0,4.0,21017839510500.0,0.0156542807519,0.250018051845,1.7334191682000001e-13,59,0.249996693157,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233642228074000.0,1160318.12329,-233642227836000.0,-233642227014000.0,-233642229610000.0,-233642229415000.0,-233642227067000.0,4.0,1346338147230.0,0.00782601010299,0.249981948155,1.7334191682000001e-13,85,0.249996693157,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234214467836000.0,180548.012169,-234214467823000.0,-234214467644000.0,-234214468055000.0,-234214468032000.0,-234214467659000.0,4.0,32597584698.3,0.00779765499392,0.124990974078,1.7334191682000001e-13,7,0.249996693157,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238044045647000.0,2264143.4533,-238044045081000.0,-238044043620000.0,-238044048806000.0,-238044048332000.0,-238044043753000.0,4.0,5126345577110.0,0.00779855422245,0.250018051845,1.7334191682000001e-13,28,0.124994709051,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238385109301000.0,2706361.40771,-238385109574000.0,-238385105884000.0,-238385112171000.0,-238385111928000.0,-238385106291000.0,4.0,7324392069150.0,0.00782691260144,0.250018051845,1.7334191682000001e-13,54,0.124994709051,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795141616000.0,3597965.49219,-238795140826000.0,-238795138420000.0,-238795146391000.0,-238795145783000.0,-238795138554000.0,4.0,12945355683000.0,0.00391289118068,0.249981948155,1.7334191682000001e-13,80,0.124994709051,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367382118000.0,1065747.71126,-239367382162000.0,-239367380981000.0,-239367383169000.0,-239367383124000.0,-239367381052000.0,4.0,1135818184050.0,0.00389871403872,0.124990974078,1.7334191682000001e-13,2,0.124994709051,0.249546279492
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456228147443000.0,2126714.0162,-456228147102000.0,-456228145236000.0,-456228150331000.0,-456228149884000.0,-456228145478000.0,4.0,4522912506690.0,0.0038989409552,0.124990974078,1.7334191682000001e-13,23,0.125001984106,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456638192802000.0,2465000.42528,-456638193550000.0,-456638189429000.0,-456638194681000.0,-456638194668000.0,-456638189890000.0,4.0,6076227096630.0,0.0078273681505,0.250018051845,1.7334191682000001e-13,49,0.125001984106,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456979250389000.0,6423312.95048,-456979248721000.0,-456979244557000.0,-456979259558000.0,-456979257969000.0,-456979245145000.0,4.0,41258949259800.0,0.00391368407525,0.250018051845,1.7334191682000001e-13,75,0.125001984106,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461381362001000.0,1582729.94152,-461381362117000.0,-461381360339000.0,-461381363432000.0,-461381363409000.0,-461381360432000.0,4.0,2505034067780.0,0.00779786128164,0.124990974078,1.7334191682000001e-13,18,0.250003306843,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461791406058000.0,4955394.04303,-461791405346000.0,-461791401867000.0,-461791411673000.0,-461791411239000.0,-461791401874000.0,4.0,24555930121700.0,0.0156546948874,0.250018051845,1.7334191682000001e-13,44,0.250003306843,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462132467741000.0,3271261.96088,-462132468195000.0,-462132463347000.0,-462132471227000.0,-462132470823000.0,-462132464023000.0,4.0,10701154816700.0,0.00782734744372,0.250018051845,1.7334191682000001e-13,70,0.250003306843,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466534548493000.0,2570577.54311,-466534547617000.0,-466534546518000.0,-466534552220000.0,-466534551604000.0,-466534546608000.0,4.0,6607868905120.0,0.00779786128164,0.124990974078,1.7334191682000001e-13,13,0.250003306843,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466944591906000.0,2285161.97636,-466944592125000.0,-466944589097000.0,-466944594275000.0,-466944594105000.0,-466944589399000.0,4.0,5221965258190.0,0.0156546948874,0.250018051845,1.7334191682000001e-13,39,0.250003306843,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467285654223000.0,4201685.76083,-467285655429000.0,-467285648166000.0,-467285657869000.0,-467285657532000.0,-467285649226000.0,4.0,17654163232700.0,0.00782734744372,0.250018051845,1.7334191682000001e-13,65,0.250003306843,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-471687763252000.0,1680744.4476,-471687763704000.0,-471687760982000.0,-471687764620000.0,-471687764591000.0,-471687761282000.0,4.0,2824901898140.0,0.00779765499392,0.124990974078,1.7334191682000001e-13,8,0.249996693157,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472097806266000.0,3338603.36666,-472097807311000.0,-472097801559000.0,-472097808882000.0,-472097808806000.0,-472097802262000.0,4.0,11146272439900.0,0.0156542807519,0.250018051845,1.7334191682000001e-13,34,0.249996693157,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472438864655000.0,6109947.0767,-472438862632000.0,-472438859924000.0,-472438873431000.0,-472438872034000.0,-472438860108000.0,4.0,37331453280000.0,0.00782714037597,0.250018051845,1.7334191682000001e-13,60,0.249996693157,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476840676583000.0,2560731.11669,-476840677726000.0,-476840672762000.0,-476840678117000.0,-476840678093000.0,-476840673472000.0,4.0,6557343852000.0,0.00389871403872,0.124990974078,1.7334191682000001e-13,3,0.124994709051,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477250719382000.0,1411205.1706,-477250719078000.0,-477250718121000.0,-477250721250000.0,-477250721014000.0,-477250718175000.0,4.0,1991500033520.0,0.00782691260144,0.250018051845,1.7334191682000001e-13,29,0.124994709051,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591783095000.0,4335127.17474,-477591784445000.0,-477591776832000.0,-477591786659000.0,-477591786422000.0,-477591777879000.0,4.0,18793327621100.0,0.00391345630072,0.250018051845,1.7334191682000001e-13,55,0.124994709051,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695434822403000.0,1634134.94806,-695434821893000.0,-695434821082000.0,-695434824742000.0,-695434824370000.0,-695434821148000.0,4.0,2670397028460.0,0.00391311892231,0.124990974078,1.7334191682000001e-13,24,0.125001984106,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695844861983000.0,3370422.08362,-695844861488000.0,-695844858472000.0,-695844866482000.0,-695844865840000.0,-695844858817000.0,4.0,11359745021800.0,0.00391368407525,0.250018051845,1.7334191682000001e-13,50,0.125001984106,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700588035991000.0,3107979.91046,-700588036639000.0,-700588032025000.0,-700588038659000.0,-700588038600000.0,-700588032473000.0,4.0,9659539123800.0,0.00782621714084,0.124990974078,1.7334191682000001e-13,19,0.250003306843,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700998073039000.0,7714478.85155,-700998071170000.0,-700998066175000.0,-700998083641000.0,-700998082138000.0,-700998066556000.0,4.0,59513183951100.0,0.00782734744372,0.250018051845,1.7334191682000001e-13,45,0.250003306843,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-705741221861000.0,1766667.27263,-705741222458000.0,-705741219340000.0,-705741223189000.0,-705741223156000.0,-705741219730000.0,4.0,3121113252190.0,0.00782621714084,0.124990974078,1.7334191682000001e-13,14,0.250003306843,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706151262612000.0,5752858.2837,-706151260659000.0,-706151258451000.0,-706151270680000.0,-706151269499000.0,-706151258459000.0,4.0,33095378432400.0,0.00782734744372,0.250018051845,1.7334191682000001e-13,40,0.250003306843,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710894437047000.0,1837452.4858,-710894436998000.0,-710894435255000.0,-710894438938000.0,-710894438841000.0,-710894435323000.0,4.0,3376231637570.0,0.00782601010299,0.124990974078,1.7334191682000001e-13,9,0.249996693157,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711304477870000.0,3909573.07596,-711304479314000.0,-711304472206000.0,-711304480646000.0,-711304480592000.0,-711304473126000.0,4.0,15284761636300.0,0.00782714037597,0.250018051845,1.7334191682000001e-13,35,0.249996693157,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716047352231000.0,2305389.76345,-716047351978000.0,-716047349757000.0,-716047355210000.0,-716047354821000.0,-716047349994000.0,4.0,5314821961440.0,0.00391289118068,0.124990974078,1.7334191682000001e-13,4,0.124994709051,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716457391073000.0,5243933.29786,-716457389975000.0,-716457386036000.0,-716457398306000.0,-716457397221000.0,-716457386463000.0,4.0,27498836432400.0,0.00391345630072,0.250018051845,1.7334191682000001e-13,30,0.124994709051,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-934641487497000.0,5206344.79706,-934641485164000.0,-934641484419000.0,-934641495240000.0,-934641493835000.0,-934641484424000.0,4.0,27106026145900.0,0.00195655946116,0.124990974078,1.7334191682000001e-13,25,0.125001984106,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-939794704336000.0,3602817.14238,-939794705421000.0,-939794699122000.0,-939794707381000.0,-939794707125000.0,-939794700029000.0,4.0,12980291361400.0,0.00391310857042,0.124990974078,1.7334191682000001e-13,20,0.250003306843,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-944947890799000.0,3059998.25086,-944947891017000.0,-944947886920000.0,-944947894241000.0,-944947893869000.0,-944947887423000.0,4.0,9363589295290.0,0.00391310857042,0.124990974078,1.7334191682000001e-13,15,0.250003306843,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950101104426000.0,2366221.40217,-950101103927000.0,-950101102226000.0,-950101107622000.0,-950101107186000.0,-950101102363000.0,4.0,5599003724080.0,0.00391300505149,0.124990974078,1.7334191682000001e-13,10,0.249996693157,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955254018605000.0,5768705.59406,-955254017412000.0,-955254013039000.0,-955254026557000.0,-955254025362000.0,-955254013518000.0,4.0,33277964230900.0,0.00195644559034,0.124990974078,1.7334191682000001e-13,5,0.124994709051,0.125226860254
