smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571266503973.0,12377254.3711,-571265713170.0,-571250382292.0,-571285088633.0,-571284091404.0,-571250508478.0,10.0,153196425768000.0,0.12498974865,27,0.249546279492,0.00779824473773,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571307111494.0,7717030.83183,-571306836863.0,-571294711861.0,-571318718129.0,-571317933723.0,-571296480150.0,10.0,59552564859400.0,0.249992724848,32,0.249546279492,0.0155973147564,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571355829434.0,10455435.6164,-571356935521.0,-571336849414.0,-571374427010.0,-571369523793.0,-571340756612.0,10.0,109316133929000.0,0.250007275152,37,0.249546279492,0.0155982225654,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571397285610.0,9524118.00305,-571395466319.0,-571384752098.0,-571410371999.0,-571409440915.0,-571385653860.0,10.0,90708823736100.0,0.250007275152,42,0.249546279492,0.0155982225654,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571445617048.0,7229108.93956,-571446057335.0,-571435656322.0,-571455930310.0,-571455016270.0,-571435752907.0,10.0,52260016060000.0,0.125002976198,47,0.249546279492,0.00779907001867,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044452836000.0,11689910.6921,-238044456836000.0,-238044426729000.0,-238044469501000.0,-238044465395000.0,-238044435182000.0,10.0,136654011990000.0,0.12498974865,28,0.249546279492,0.00779824473773,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044509806000.0,25454974.5648,-238044506229000.0,-238044478599000.0,-238044550990000.0,-238044549978000.0,-238044479411000.0,10.0,647955730097000.0,0.249992724848,33,0.249546279492,0.0155973147564,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044551886000.0,15901102.9055,-238044552402000.0,-238044513263000.0,-238044572495000.0,-238044570459000.0,-238044528394000.0,10.0,252845073612000.0,0.250007275152,38,0.249546279492,0.0155982225654,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044592876000.0,22990669.2403,-238044601214000.0,-238044545784000.0,-238044618339000.0,-238044616902000.0,-238044558754000.0,10.0,528570872116000.0,0.250007275152,43,0.249546279492,0.0155982225654,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238044623894000.0,16909694.8632,-238044623956000.0,-238044591596000.0,-238044644879000.0,-238044643492000.0,-238044599284000.0,10.0,285937780368000.0,0.125002976198,48,0.249546279492,0.00779907001867,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385313959000.0,21375453.477,-238385313196000.0,-238385287139000.0,-238385355419000.0,-238385344919000.0,-238385289390000.0,10.0,456910011346000.0,0.12498974865,54,0.250453720508,0.00782660199132,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385373204000.0,24788838.7269,-238385375241000.0,-238385321506000.0,-238385403595000.0,-238385402666000.0,-238385331643000.0,10.0,614486525427000.0,0.249992724848,59,0.250453720508,0.0156540322646,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385416408000.0,18690838.3076,-238385416361000.0,-238385389747000.0,-238385446875000.0,-238385443079000.0,-238385390948000.0,10.0,349347436642000.0,0.250007275152,64,0.250453720508,0.0156549433748,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385467838000.0,23541785.3626,-238385465530000.0,-238385438101000.0,-238385505980000.0,-238385501390000.0,-238385441438000.0,10.0,554215658060000.0,0.250007275152,69,0.250453720508,0.0156549433748,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238385517643000.0,22701494.2167,-238385510202000.0,-238385483107000.0,-238385555488000.0,-238385551722000.0,-238385491363000.0,10.0,515357839670000.0,0.125002976198,74,0.250453720508,0.00782743027329,0.250018051845,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795159469000.0,30008618.2439,-238795159407000.0,-238795108135000.0,-238795202173000.0,-238795196252000.0,-238795116682000.0,10.0,900517168908000.0,0.12498974865,80,0.125226860254,0.00391273589804,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795209424000.0,25994695.4664,-238795212032000.0,-238795172609000.0,-238795268101000.0,-238795247534000.0,-238795179212000.0,10.0,675724192389000.0,0.249992724848,85,0.125226860254,0.00782588587727,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795288709000.0,30075334.6987,-238795289125000.0,-238795230372000.0,-238795337148000.0,-238795329226000.0,-238795247522000.0,10.0,904525757240000.0,0.250007275152,90,0.125226860254,0.00782634136657,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795319773000.0,27829900.4983,-238795314965000.0,-238795275035000.0,-238795366168000.0,-238795363628000.0,-238795287551000.0,10.0,774503361748000.0,0.250007275152,95,0.125226860254,0.00782634136657,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238795357065000.0,21708932.3333,-238795358040000.0,-238795317135000.0,-238795381191000.0,-238795381150000.0,-238795325389000.0,10.0,471277743050000.0,0.125002976198,100,0.125226860254,0.00391314997922,0.249981948155,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239367978769000.0,7832772.37724,-239367979429000.0,-239367965994000.0,-239367991480000.0,-239367988689000.0,-239367967652000.0,10.0,61352323113600.0,0.12498974865,2,0.249546279492,0.0038985593187,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239368021130000.0,7584333.66402,-239368018276000.0,-239368013584000.0,-239368031489000.0,-239368031468000.0,-239368013761000.0,10.0,57522117127200.0,0.249992724848,7,0.249546279492,0.00779753121829,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239368065894000.0,5521941.16553,-239368067196000.0,-239368057091000.0,-239368073878000.0,-239368072586000.0,-239368058379000.0,10.0,30491834235600.0,0.250007275152,12,0.249546279492,0.00779798505727,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239368114016000.0,9123533.97102,-239368115130000.0,-239368098415000.0,-239368126191000.0,-239368125242000.0,-239368100107000.0,10.0,83238872120400.0,0.250007275152,17,0.249546279492,0.00779798505727,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239368161304000.0,12057937.958,-239368162520000.0,-239368143155000.0,-239368180132000.0,-239368177191000.0,-239368144164000.0,10.0,145393867799000.0,0.125002976198,22,0.249546279492,0.00389897189959,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476841169591000.0,19483694.7312,-476841160735000.0,-476841145499000.0,-476841207788000.0,-476841200716000.0,-476841148755000.0,10.0,379614360379000.0,0.12498974865,3,0.249546279492,0.0038985593187,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476841206055000.0,19804940.6869,-476841198720000.0,-476841179785000.0,-476841233544000.0,-476841232697000.0,-476841183021000.0,10.0,392235675612000.0,0.249992724848,8,0.249546279492,0.00779753121829,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476841258254000.0,19424746.3549,-476841261516000.0,-476841222783000.0,-476841292034000.0,-476841282579000.0,-476841228902000.0,10.0,377320770951000.0,0.250007275152,13,0.249546279492,0.00779798505727,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476841308230000.0,13165833.3989,-476841310066000.0,-476841293390000.0,-476841331312000.0,-476841326371000.0,-476841293453000.0,10.0,173339169089000.0,0.250007275152,18,0.249546279492,0.00779798505727,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476841349010000.0,15707599.142,-476841349458000.0,-476841314991000.0,-476841372122000.0,-476841369297000.0,-476841324802000.0,10.0,246728670805000.0,0.125002976198,23,0.249546279492,0.00389897189959,0.124990974078,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477251024626000.0,19015538.7998,-477251027247000.0,-477250994970000.0,-477251049375000.0,-477251047570000.0,-477250998160000.0,10.0,361590715848000.0,0.12498974865,29,0.250453720508,0.00782660199132,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477251069353000.0,21297932.1682,-477251071927000.0,-477251034086000.0,-477251105000000.0,-477251100902000.0,-477251039081000.0,10.0,453601914639000.0,0.249992724848,34,0.250453720508,0.0156540322646,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477251110507000.0,22445449.9019,-477251104970000.0,-477251076428000.0,-477251152485000.0,-477251148203000.0,-477251085748000.0,10.0,503798221297000.0,0.250007275152,39,0.250453720508,0.0156549433748,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477251164042000.0,19705853.7799,-477251159856000.0,-477251142856000.0,-477251210259000.0,-477251196551000.0,-477251143543000.0,10.0,388320673195000.0,0.250007275152,44,0.250453720508,0.0156549433748,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477251205177000.0,20077057.7561,-477251206363000.0,-477251171653000.0,-477251234325000.0,-477251230290000.0,-477251177340000.0,10.0,403088248142000.0,0.125002976198,49,0.250453720508,0.00782743027329,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591877012000.0,22983645.9935,-477591875375000.0,-477591839358000.0,-477591909163000.0,-477591907154000.0,-477591843753000.0,10.0,528247983156000.0,0.12498974865,55,0.125226860254,0.00391330099566,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591933766000.0,26888472.2394,-477591941374000.0,-477591889628000.0,-477591970478000.0,-477591966054000.0,-477591897966000.0,10.0,722989939370000.0,0.249992724848,60,0.125226860254,0.0078270161323,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591970556000.0,41363630.9246,-477591957057000.0,-477591921282000.0,-477592064375000.0,-477592036349000.0,-477591930616000.0,10.0,1710949963260000.0,0.250007275152,65,0.125226860254,0.00782747168739,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477592029352000.0,23467839.8333,-477592034708000.0,-477591996490000.0,-477592060719000.0,-477592056932000.0,-477591997181000.0,10.0,550739506442000.0,0.250007275152,70,0.125226860254,0.00782747168739,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477592057704000.0,26002614.8296,-477592059148000.0,-477592009301000.0,-477592096854000.0,-477592091805000.0,-477592017388000.0,10.0,676135977978000.0,0.125002976198,75,0.125226860254,0.00391371513664,0.250018051845,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047729764000.0,13876261.6622,-716047728487000.0,-716047707157000.0,-716047745631000.0,-716047744828000.0,-716047711596000.0,10.0,192550637717000.0,0.12498974865,4,0.250453720508,0.00391273589804,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047776853000.0,23347635.7736,-716047782750000.0,-716047712564000.0,-716047796122000.0,-716047793371000.0,-716047741057000.0,10.0,545112096218000.0,0.249992724848,9,0.250453720508,0.00782588587727,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047816068000.0,28772542.1259,-716047815967000.0,-716047774415000.0,-716047870322000.0,-716047856895000.0,-716047781795000.0,10.0,827859180387000.0,0.250007275152,14,0.250453720508,0.00782634136657,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047871139000.0,29673853.3323,-716047865913000.0,-716047814198000.0,-716047915091000.0,-716047910779000.0,-716047830452000.0,10.0,880537571586000.0,0.250007275152,19,0.250453720508,0.00782634136657,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716047904839000.0,7211053.19971,-716047906793000.0,-716047889218000.0,-716047915695000.0,-716047913670000.0,-716047894162000.0,10.0,51999288249000.0,0.125002976198,24,0.250453720508,0.00391314997922,0.124990974078,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457585331000.0,34849465.9706,-716457595024000.0,-716457525838000.0,-716457622206000.0,-716457621578000.0,-716457530576000.0,10.0,1214485278430000.0,0.12498974865,30,0.125226860254,0.00391330099566,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457636224000.0,40707840.8236,-716457637402000.0,-716457568176000.0,-716457710776000.0,-716457695771000.0,-716457583946000.0,10.0,1657128304520000.0,0.249992724848,35,0.125226860254,0.0078270161323,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457671654000.0,38708038.2613,-716457682865000.0,-716457620070000.0,-716457718898000.0,-716457715716000.0,-716457622005000.0,10.0,1498312226040000.0,0.250007275152,40,0.125226860254,0.00782747168739,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457737745000.0,31647130.5574,-716457719806000.0,-716457710166000.0,-716457793887000.0,-716457788618000.0,-716457711066000.0,10.0,1001540872520000.0,0.250007275152,45,0.125226860254,0.00782747168739,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716457769549000.0,54184940.1533,-716457753009000.0,-716457704195000.0,-716457864926000.0,-716457845764000.0,-716457707868000.0,10.0,2936007739420000.0,0.125002976198,50,0.125226860254,0.00391371513664,0.250018051845,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254291341000.0,35516721.2679,-955254295269000.0,-955254208774000.0,-955254334919000.0,-955254326870000.0,-955254233431000.0,10.0,1261437489620000.0,0.12498974865,5,0.125226860254,0.00195636794902,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254347945000.0,38365564.7522,-955254354043000.0,-955254280245000.0,-955254410971000.0,-955254397161000.0,-955254286348000.0,10.0,1471916558750000.0,0.249992724848,10,0.125226860254,0.00391294293863,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254395251000.0,43008547.7291,-955254391193000.0,-955254336775000.0,-955254473001000.0,-955254454517000.0,-955254343070000.0,10.0,1849735177760000.0,0.250007275152,15,0.125226860254,0.00391317068328,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254430399000.0,28951308.7533,-955254439512000.0,-955254379424000.0,-955254476154000.0,-955254466366000.0,-955254391816000.0,10.0,838178278532000.0,0.250007275152,20,0.125226860254,0.00391317068328,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955254471231000.0,31754360.6614,-955254467416000.0,-955254421447000.0,-955254517363000.0,-955254515093000.0,-955254425056000.0,10.0,1008339421010000.0,0.125002976198,25,0.125226860254,0.00195657498961,0.124990974078,3.46688419418e-13
