npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix
1280.0,-1000.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1704151269.68,28701591.0665,-1704151269.68,-1683856180.0,-1724446359.35,-1722416850.38,-1685885688.97,2.0,823781329750000.0,0.125,8.95747037061e-15,0.12500020782,0.25,0.00390625649439,104
1280.0,-800.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1945851987.06,8943043.114,-1945851987.06,-1939528300.63,-1952175673.49,-1951543304.85,-1940160669.28,2.0,79978020138900.0,0.25,8.95747037061e-15,0.12500020782,0.125012930589,0.00390666057596,110
1280.0,-1000.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-2126551420.04,66479298.0259,-2126551420.04,-2079543457.59,-2173559382.48,-2168858586.23,-2084244253.84,2.0,4419497066020000.0,0.125,8.95747037061e-15,0.12500020782,0.125012930589,0.00195333028798,105
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-71285751447400.0,684922.432878,-71285751447400.0,-71285750963100.0,-71285751931700.0,-71285751883300.0,-71285751011600.0,2.0,469118739060.0,0.25,8.95747037061e-15,0.12500020782,0.125012930589,0.00390666057596,106
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-82598036400500.0,85370086.5712,-82598036400500.0,-82597976034700.0,-82598096766300.0,-82598090729700.0,-82597982071300.0,2.0,7288051681180000.0,0.25,8.95747037061e-15,0.12500020782,0.25,0.00781251298878,112
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-93969214217500.0,696779.862298,-93969214217500.0,-93969213724800.0,-93969214710200.0,-93969214660900.0,-93969213774100.0,2.0,485502176504.0,0.25,8.95747037061e-15,0.12500020782,0.249974138823,0.00781170482565,118
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-105340350912000.0,35476887.4225,-105340350912000.0,-105340325826000.0,-105340375998000.0,-105340373490000.0,-105340328335000.0,2.0,1258609541190000.0,0.125,8.95747037061e-15,0.12500020782,0.25,0.00390625649439,124
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-113308835059000.0,4043857.56926,-113308835059000.0,-113308832199000.0,-113308837918000.0,-113308837632000.0,-113308832485000.0,2.0,16352784040400.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,81
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124621103688000.0,11116962.0144,-124621103688000.0,-124621095827000.0,-124621111549000.0,-124621110763000.0,-124621096613000.0,2.0,123586844429000.0,0.25,8.95747037061e-15,0.250000346367,0.25,0.015625021648,87
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-135992266256000.0,5718106.98771,-135992266256000.0,-135992262212000.0,-135992270299000.0,-135992269895000.0,-135992262617000.0,2.0,32696747522900.0,0.25,8.95747037061e-15,0.250000346367,0.249974138823,0.0156234053222,93
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-147363435493000.0,5926333.88124,-147363435493000.0,-147363431302000.0,-147363439683000.0,-147363439264000.0,-147363431721000.0,2.0,35121433271900.0,0.125,8.95747037061e-15,0.250000346367,0.25,0.00781251082398,99
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-155331887144000.0,20769236.3447,-155331887144000.0,-155331872458000.0,-155331901830000.0,-155331900361000.0,-155331873926000.0,2.0,431361178340000.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,56
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-166644152928000.0,20576262.6614,-166644152928000.0,-166644138379000.0,-166644167478000.0,-166644166023000.0,-166644139834000.0,2.0,423382585112000.0,0.25,8.95747037061e-15,0.250000346367,0.25,0.015625021648,62
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-178015322057000.0,17693183.8723,-178015322057000.0,-178015309546000.0,-178015334568000.0,-178015333316000.0,-178015310797000.0,2.0,313048755539000.0,0.25,8.95747037061e-15,0.250000346367,0.249974138823,0.0156234053222,68
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-189386463819000.0,30053237.8292,-189386463819000.0,-189386442568000.0,-189386485070000.0,-189386482944000.0,-189386444693000.0,2.0,903197104017000.0,0.125,8.95747037061e-15,0.250000346367,0.25,0.00781251082398,74
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-197354956372000.0,9231597.46951,-197354956372000.0,-197354949844000.0,-197354962900000.0,-197354962247000.0,-197354950497000.0,2.0,85222391839100.0,0.25,8.95747037061e-15,0.249999653633,0.125012930589,0.00781329733668,31
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-208667200232000.0,10981707.6347,-208667200232000.0,-208667192467000.0,-208667207997000.0,-208667207221000.0,-208667193243000.0,2.0,120597902574000.0,0.25,8.95747037061e-15,0.249999653633,0.25,0.015624978352,37
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-220038391240000.0,30285473.3292,-220038391240000.0,-220038369825000.0,-220038412655000.0,-220038410514000.0,-220038371967000.0,2.0,917209894772000.0,0.25,8.95747037061e-15,0.249999653633,0.249974138823,0.0156233620307,43
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-231409584459000.0,59415256.5722,-231409584459000.0,-231409542446000.0,-231409626471000.0,-231409622270000.0,-231409546647000.0,2.0,3530172713540000.0,0.125,8.95747037061e-15,0.249999653633,0.25,0.00781248917602,49
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-239377779391000.0,19868815.9829,-239377779391000.0,-239377765341000.0,-239377793440000.0,-239377792035000.0,-239377766746000.0,2.0,394769848561000.0,0.25,8.95747037061e-15,0.124999445812,0.125012930589,0.00390663676073,6
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-250690033102000.0,15021856.8266,-250690033102000.0,-250690022480000.0,-250690043724000.0,-250690042662000.0,-250690023542000.0,2.0,225656182520000.0,0.25,8.95747037061e-15,0.124999445812,0.25,0.00781246536325,12
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-262061194450000.0,41982762.2209,-262061194450000.0,-262061164764000.0,-262061224137000.0,-262061221168000.0,-262061167733000.0,2.0,1762552323700000.0,0.25,8.95747037061e-15,0.124999445812,0.249974138823,0.00781165720505,18
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-273432434435000.0,4460829.40042,-273432434435000.0,-273432431281000.0,-273432437589000.0,-273432437274000.0,-273432431596000.0,2.0,19898998939600.0,0.125,8.95747037061e-15,0.124999445812,0.25,0.00390623268163,24
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-367403343572000.0,49523886.8891,-367403343572000.0,-367403308553000.0,-367403378591000.0,-367403375089000.0,-367403312055000.0,2.0,2452615372600000.0,0.25,8.95747037061e-15,0.12500020782,0.125012930589,0.00390666057596,111
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-378715656771000.0,18498446.5985,-378715656771000.0,-378715643690000.0,-378715669851000.0,-378715668543000.0,-378715644998000.0,2.0,342192526559000.0,0.25,8.95747037061e-15,0.12500020782,0.25,0.00781251298878,117
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-390086799738000.0,123273035.152,-390086799738000.0,-390086712571000.0,-390086886905000.0,-390086878188000.0,-390086721287000.0,2.0,1.51962411957e+16,0.125,8.95747037061e-15,0.12500020782,0.249974138823,0.00390585241282,123
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-409426448654000.0,61180902.5363,-409426448654000.0,-409426405393000.0,-409426491916000.0,-409426487590000.0,-409426409719000.0,2.0,3743102835150000.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,86
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420738732241000.0,22792990.426,-420738732241000.0,-420738716123000.0,-420738748358000.0,-420738746746000.0,-420738717735000.0,2.0,519520412560000.0,0.25,8.95747037061e-15,0.250000346367,0.25,0.015625021648,92
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-432109895250000.0,36357853.7963,-432109895250000.0,-432109869541000.0,-432109920959000.0,-432109918388000.0,-432109872112000.0,2.0,1321893532670000.0,0.125,8.95747037061e-15,0.250000346367,0.249974138823,0.00781170266108,98
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-451449479522000.0,56998716.9599,-451449479522000.0,-451449439218000.0,-451449519826000.0,-451449515796000.0,-451449443248000.0,2.0,3248853735070000.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,61
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-462761764208000.0,11837197.3268,-462761764208000.0,-462761755838000.0,-462761772578000.0,-462761771741000.0,-462761756675000.0,2.0,140119240553000.0,0.25,8.95747037061e-15,0.250000346367,0.25,0.015625021648,67
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-474132968885000.0,39213414.9063,-474132968885000.0,-474132941157000.0,-474132996613000.0,-474132993840000.0,-474132943929000.0,2.0,1537691908620000.0,0.125,8.95747037061e-15,0.250000346367,0.249974138823,0.00781170266108,73
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-493472587516000.0,37610721.1917,-493472587516000.0,-493472560921000.0,-493472614111000.0,-493472611452000.0,-493472563581000.0,2.0,1414566348560000.0,0.25,8.95747037061e-15,0.249999653633,0.125012930589,0.00781329733668,36
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-504784858122000.0,63376833.6938,-504784858122000.0,-504784813308000.0,-504784902936000.0,-504784898455000.0,-504784817789000.0,2.0,4016623049050000.0,0.25,8.95747037061e-15,0.249999653633,0.25,0.015624978352,42
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-516156030750000.0,82156014.5008,-516156030750000.0,-516155972657000.0,-516156088843000.0,-516156083034000.0,-516155978467000.0,2.0,6749610718650000.0,0.125,8.95747037061e-15,0.249999653633,0.249974138823,0.00781168101535,48
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-535495390567000.0,42032758.1838,-535495390567000.0,-535495360845000.0,-535495420289000.0,-535495417317000.0,-535495363818000.0,2.0,1766752760540000.0,0.25,8.95747037061e-15,0.124999445812,0.125012930589,0.00390663676073,11
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-546807702773000.0,11502425.2226,-546807702773000.0,-546807694640000.0,-546807710907000.0,-546807710094000.0,-546807695453000.0,2.0,132305786002000.0,0.25,8.95747037061e-15,0.124999445812,0.25,0.00781246536325,17
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-558178800054000.0,34264874.3367,-558178800054000.0,-558178775825000.0,-558178824283000.0,-558178821860000.0,-558178778248000.0,2.0,1174081613310000.0,0.125,8.95747037061e-15,0.124999445812,0.249974138823,0.00390582860252,23
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-663520954275000.0,20539465.9957,-663520954275000.0,-663520939752000.0,-663520968799000.0,-663520967347000.0,-663520941204000.0,2.0,421869663388000.0,0.25,8.95747037061e-15,0.12500020782,0.125012930589,0.00390666057596,116
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-674833179494000.0,63391669.1476,-674833179494000.0,-674833134669000.0,-674833224319000.0,-674833219836000.0,-674833139152000.0,2.0,4018503717320000.0,0.125,8.95747037061e-15,0.12500020782,0.25,0.00390625649439,122
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-705544081064000.0,16100125.5262,-705544081064000.0,-705544069679000.0,-705544092448000.0,-705544091310000.0,-705544070818000.0,2.0,259214041958000.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,91
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716856315154000.0,3466866.41286,-716856315154000.0,-716856312702000.0,-716856317605000.0,-716856317360000.0,-716856312947000.0,2.0,12019162724600.0,0.125,8.95747037061e-15,0.250000346367,0.25,0.00781251082398,97
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-747567130588000.0,13629904.643,-747567130588000.0,-747567120951000.0,-747567140226000.0,-747567139262000.0,-747567121914000.0,2.0,185774300578000.0,0.25,8.95747037061e-15,0.250000346367,0.125012930589,0.00781331898689,66
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-758879367245000.0,27298892.3153,-758879367245000.0,-758879347942000.0,-758879386549000.0,-758879384618000.0,-758879349872000.0,2.0,745229521640000.0,0.125,8.95747037061e-15,0.250000346367,0.25,0.00781251082398,72
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-789590152953000.0,60017154.0623,-789590152953000.0,-789590110515000.0,-789590195392000.0,-789590191148000.0,-789590114759000.0,2.0,3602058781740000.0,0.25,8.95747037061e-15,0.249999653633,0.125012930589,0.00781329733668,41
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-800902436046000.0,94659910.4172,-800902436046000.0,-800902369111000.0,-800902502980000.0,-800902496287000.0,-800902375804000.0,2.0,8960498640190000.0,0.125,8.95747037061e-15,0.249999653633,0.25,0.00781248917602,47
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-831612991997000.0,4455656.78173,-831612991997000.0,-831612988847000.0,-831612995148000.0,-831612994833000.0,-831612989162000.0,2.0,19852877356600.0,0.25,8.95747037061e-15,0.124999445812,0.125012930589,0.00390663676073,16
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-842925258147000.0,61851144.7473,-842925258147000.0,-842925214412000.0,-842925301883000.0,-842925297509000.0,-842925218785000.0,2.0,3825564106560000.0,0.125,8.95747037061e-15,0.124999445812,0.25,0.00390623268163,22
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-959638586327000.0,29862566.4635,-959638586327000.0,-959638565211000.0,-959638607443000.0,-959638605331000.0,-959638567322000.0,2.0,891772875789000.0,0.125,8.95747037061e-15,0.12500020782,0.125012930589,0.00195333028798,121
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1001661669090000.0,14898479.8411,-1001661669090000.0,-1001661658560000.0,-1001661679630000.0,-1001661678580000.0,-1001661659610000.0,2.0,221964701575000.0,0.125,8.95747037061e-15,0.250000346367,0.125012930589,0.00390665949345,96
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1043684673080000.0,58859583.9339,-1043684673080000.0,-1043684631460000.0,-1043684714700000.0,-1043684710540000.0,-1043684635620000.0,2.0,3464450620880000.0,0.125,8.95747037061e-15,0.250000346367,0.125012930589,0.00390665949345,71
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1085707761010000.0,34472581.8272,-1085707761010000.0,-1085707736640000.0,-1085707785390000.0,-1085707782950000.0,-1085707739080000.0,2.0,1188358897830000.0,0.125,8.95747037061e-15,0.249999653633,0.125012930589,0.00390664866834,46
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1127730588990000.0,90239955.8988,-1127730588990000.0,-1127730525180000.0,-1127730652800000.0,-1127730646420000.0,-1127730531560000.0,2.0,8143249640610000.0,0.125,8.95747037061e-15,0.124999445812,0.125012930589,0.00195331838036,21
