smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2249029194.3,23249309.3812,-2249029194.3,-2232589449.98,-2265468938.63,-2263824964.19,-2234233424.41,2.0,540530386702000.0,5.2351036610599995e-14,0.125018050542,115,0.249546279492,0.00389973613654,0.125000399509
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2375608332.08,302674.904777,-2375608332.08,-2375394308.6,-2375822355.55,-2375800953.21,-2375415710.95,2.0,91612097981.6,5.2351036610599995e-14,0.125018050542,110,0.250453720508,0.00391391699522,0.125000399509
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2531424516.9,20753460.2604,-2531424516.9,-2516749604.42,-2546099429.38,-2544631938.14,-2518217095.67,2.0,430706112779000.0,5.2351036610599995e-14,0.125018050542,105,0.125226860254,0.00195695849761,0.125000399509
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-17691052735.9,2334563.55771,-17691052735.9,-17689401950.2,-17692703521.6,-17692538443.1,-17689567028.8,2.0,5450187005010.0,5.2351036610599995e-14,0.125018050542,1,0.125226860254,0.00195693035208,0.124998601718
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-332078119534.0,2135486.92409,-332078119534.0,-332076609517.0,-332079629551.0,-332079478549.0,-332076760518.0,2.0,4560304402940.0,5.2351036610599995e-14,0.25,7,0.250453720508,0.00782659121466,0.124998601718
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-710055283530.0,14461521.9668,-710055283530.0,-710045057689.0,-710065509370.0,-710064486786.0,-710046080273.0,2.0,209135617597000.0,5.2351036610599995e-14,0.249963898917,13,0.249546279492,0.00779710790134,0.124998601718
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-156720634345000.0,5872270.48549,-156720634345000.0,-156720630193000.0,-156720638497000.0,-156720638082000.0,-156720630608000.0,2.0,34483560654700.0,5.2351036610599995e-14,0.249963898917,118,0.249546279492,0.00779722004315,0.125000399509
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098597917000.0,14920773.5921,-157098597917000.0,-157098587366000.0,-157098608468000.0,-157098607412000.0,-157098588421000.0,2.0,222629484586000.0,5.2351036610599995e-14,0.25,124,0.125226860254,0.00391335189026,0.125000399509
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157626299617000.0,421845.255287,-157626299617000.0,-157626299319000.0,-157626299916000.0,-157626299886000.0,-157626299349000.0,2.0,177953419408.0,5.2351036610599995e-14,0.125018050542,106,0.250453720508,0.00391391699522,0.125000399509
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940671998000.0,9682297.96267,-157940671998000.0,-157940665152000.0,-157940678845000.0,-157940678160000.0,-157940665837000.0,2.0,93746893838000.0,5.2351036610599995e-14,0.25,112,0.249546279492,0.00779834615812,0.125000399509
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449621429000.0,15990720.2193,-172449621429000.0,-172449610121000.0,-172449632736000.0,-172449631605000.0,-172449611252000.0,2.0,255703133132000.0,5.2351036610599995e-14,0.249963898917,93,0.249546279492,0.0155944525465,0.250000998773
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827580392000.0,26585786.0866,-172827580392000.0,-172827561593000.0,-172827599191000.0,-172827597311000.0,-172827563473000.0,2.0,706804021842000.0,5.2351036610599995e-14,0.25,99,0.125226860254,0.00782671003417,0.250000998773
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173355269853000.0,16025641.0633,-173355269853000.0,-173355258521000.0,-173355281185000.0,-173355280052000.0,-173355259655000.0,2.0,256821171491000.0,5.2351036610599995e-14,0.125018050542,81,0.250453720508,0.00782784024501,0.250000998773
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669663695000.0,3328933.85519,-173669663695000.0,-173669661341000.0,-173669666049000.0,-173669665813000.0,-173669661576000.0,2.0,11081800612200.0,5.2351036610599995e-14,0.25,87,0.249546279492,0.0155967047782,0.250000998773
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178616923000.0,4718466.42989,-188178616923000.0,-188178613586000.0,-188178620259000.0,-188178619926000.0,-188178613920000.0,2.0,22263925450000.0,5.2351036610599995e-14,0.249963898917,68,0.249546279492,0.0155944525465,0.250000998773
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556598066000.0,49780246.9279,-188556598066000.0,-188556562866000.0,-188556633265000.0,-188556629746000.0,-188556566386000.0,2.0,2478072984200000.0,5.2351036610599995e-14,0.25,74,0.125226860254,0.00782671003417,0.250000998773
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189084261692000.0,5540279.49859,-189084261692000.0,-189084257774000.0,-189084265609000.0,-189084265217000.0,-189084258166000.0,2.0,30694696922500.0,5.2351036610599995e-14,0.125018050542,56,0.250453720508,0.00782784024501,0.250000998773
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398658560000.0,4280102.71825,-189398658560000.0,-189398655534000.0,-189398661587000.0,-189398661284000.0,-189398655837000.0,2.0,18319279278800.0,5.2351036610599995e-14,0.25,62,0.249546279492,0.0155967047782,0.250000998773
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907626099000.0,27484540.7037,-203907626099000.0,-203907606664000.0,-203907645533000.0,-203907643590000.0,-203907608608000.0,2.0,755399977693000.0,5.2351036610599995e-14,0.249963898917,43,0.249546279492,0.0155943279445,0.249999001227
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285528776000.0,132195.093248,-204285528776000.0,-204285528682000.0,-204285528869000.0,-204285528860000.0,-204285528692000.0,2.0,17475542678.8,5.2351036610599995e-14,0.25,49,0.125226860254,0.00782664749759,0.249999001227
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204813248184000.0,17739946.6557,-204813248184000.0,-204813235640000.0,-204813260728000.0,-204813259474000.0,-204813236895000.0,2.0,314705707347000.0,5.2351036610599995e-14,0.125018050542,31,0.250453720508,0.00782777769939,0.249999001227
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127641646000.0,40395013.2082,-205127641646000.0,-205127613083000.0,-205127670210000.0,-205127667354000.0,-205127615939000.0,2.0,1631757092090000.0,5.2351036610599995e-14,0.25,37,0.249546279492,0.0155965801582,0.249999001227
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636361287000.0,35768768.617,-219636361287000.0,-219636335994000.0,-219636386579000.0,-219636384050000.0,-219636338524000.0,2.0,1279404808370000.0,5.2351036610599995e-14,0.249963898917,18,0.249546279492,0.00779710790134,0.124998601718
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014309153000.0,27041468.589,-220014309153000.0,-220014290032000.0,-220014328274000.0,-220014326362000.0,-220014291944000.0,2.0,731241023448000.0,5.2351036610599995e-14,0.25,24,0.125226860254,0.00391329560733,0.124998601718
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541994246000.0,5180343.51913,-220541994246000.0,-220541990583000.0,-220541997909000.0,-220541997543000.0,-220541990949000.0,2.0,26835958976200.0,5.2351036610599995e-14,0.125018050542,6,0.250453720508,0.00391386070417,0.124998601718
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856368602000.0,3729544.80432,-220856368602000.0,-220856365965000.0,-220856371239000.0,-220856370976000.0,-220856366229000.0,2.0,13909504447400.0,5.2351036610599995e-14,0.25,12,0.249546279492,0.00779823400012,0.124998601718
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866962687000.0,6126551.65247,-376866962687000.0,-376866958355000.0,-376866967019000.0,-376866966586000.0,-376866958788000.0,2.0,37534635150400.0,5.2351036610599995e-14,0.25,117,0.249546279492,0.00779834615812,0.125000399509
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244963485000.0,6363462.16684,-377244963485000.0,-377244958985000.0,-377244967984000.0,-377244967534000.0,-377244959435000.0,2.0,40493650748900.0,5.2351036610599995e-14,0.249963898917,123,0.125226860254,0.00391278678529,0.125000399509
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378150571732000.0,774476.114599,-378150571732000.0,-378150571184000.0,-378150572279000.0,-378150572225000.0,-378150571239000.0,2.0,599813252084.0,5.2351036610599995e-14,0.125018050542,111,0.249546279492,0.00389973613654,0.125000399509
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595929570000.0,181333.733336,-392595929570000.0,-392595929442000.0,-392595929698000.0,-392595929685000.0,-392595929455000.0,2.0,32881922845.7,5.2351036610599995e-14,0.25,92,0.249546279492,0.0155967047782,0.250000998773
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973912723000.0,40973788.7927,-392973912723000.0,-392973883750000.0,-392973941696000.0,-392973938799000.0,-392973886648000.0,2.0,1678851368030000.0,5.2351036610599995e-14,0.249963898917,98,0.125226860254,0.00782557982334,0.250000998773
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393879569456000.0,5057447.60926,-393879569456000.0,-393879565880000.0,-393879573032000.0,-393879572675000.0,-393879566238000.0,2.0,25577776320400.0,5.2351036610599995e-14,0.125018050542,86,0.249546279492,0.00779947850499,0.250000998773
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324992727000.0,6666165.96201,-408324992727000.0,-408324988013000.0,-408324997440000.0,-408324996969000.0,-408324988484000.0,2.0,44437768633000.0,5.2351036610599995e-14,0.25,67,0.249546279492,0.0155967047782,0.250000998773
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702940095000.0,1385826.84903,-408702940095000.0,-408702939115000.0,-408702941075000.0,-408702940977000.0,-408702939213000.0,2.0,1920516055490.0,5.2351036610599995e-14,0.249963898917,73,0.125226860254,0.00782557982334,0.250000998773
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608561600000.0,20221644.4785,-409608561600000.0,-409608547301000.0,-409608575899000.0,-409608574469000.0,-409608548731000.0,2.0,408914905415000.0,5.2351036610599995e-14,0.125018050542,61,0.249546279492,0.00779947850499,0.250000998773
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053915447000.0,4144086.44205,-424053915447000.0,-424053912517000.0,-424053918378000.0,-424053918085000.0,-424053912810000.0,2.0,17173452439200.0,5.2351036610599995e-14,0.25,42,0.249546279492,0.0155965801582,0.249999001227
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431902693000.0,31313926.0245,-424431902693000.0,-424431880551000.0,-424431924836000.0,-424431922621000.0,-424431882765000.0,2.0,980561963068000.0,5.2351036610599995e-14,0.249963898917,48,0.125226860254,0.00782551729578,0.249999001227
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337535366000.0,12810925.1721,-425337535366000.0,-425337526307000.0,-425337544425000.0,-425337543519000.0,-425337527213000.0,2.0,164119803766000.0,5.2351036610599995e-14,0.125018050542,36,0.249546279492,0.00779941618599,0.249999001227
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782671369000.0,17506659.4669,-439782671369000.0,-439782658990000.0,-439782683748000.0,-439782682510000.0,-439782660227000.0,2.0,306483125692000.0,5.2351036610599995e-14,0.25,17,0.249546279492,0.00779823400012,0.124998601718
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160625560000.0,12628606.4833,-440160625560000.0,-440160616630000.0,-440160634489000.0,-440160633596000.0,-440160617523000.0,2.0,159481701709000.0,5.2351036610599995e-14,0.249963898917,23,0.125226860254,0.00391273051049,0.124998601718
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066275525000.0,9236552.67496,-441066275525000.0,-441066268994000.0,-441066282056000.0,-441066281403000.0,-441066269647000.0,2.0,85313905317300.0,5.2351036610599995e-14,0.125018050542,11,0.249546279492,0.00389968004944,0.124998601718
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076887188000.0,30404503.1769,-597076887188000.0,-597076865689000.0,-597076908687000.0,-597076906537000.0,-597076867839000.0,2.0,924433813435000.0,5.2351036610599995e-14,0.125018050542,116,0.249546279492,0.00389973613654,0.125000399509
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597391246675000.0,14235608.2459,-597391246675000.0,-597391236609000.0,-597391256741000.0,-597391255734000.0,-597391237615000.0,2.0,202652542131000.0,5.2351036610599995e-14,0.25,122,0.125226860254,0.00391335189026,0.125000399509
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805830177000.0,1583928.7358,-612805830177000.0,-612805829057000.0,-612805831297000.0,-612805831185000.0,-612805829169000.0,2.0,2508830240090.0,5.2351036610599995e-14,0.125018050542,91,0.249546279492,0.00779947850499,0.250000998773
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613120262566000.0,15247007.9122,-613120262566000.0,-613120251785000.0,-613120273347000.0,-613120272269000.0,-613120252863000.0,2.0,232471250274000.0,5.2351036610599995e-14,0.25,97,0.125226860254,0.00782671003417,0.250000998773
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534825235000.0,1861547.60854,-628534825235000.0,-628534823919000.0,-628534826552000.0,-628534826420000.0,-628534824051000.0,2.0,3465359498860.0,5.2351036610599995e-14,0.125018050542,66,0.249546279492,0.00779947850499,0.250000998773
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628849234888000.0,8323426.93012,-628849234888000.0,-628849229002000.0,-628849240773000.0,-628849240185000.0,-628849229591000.0,2.0,69279435861100.0,5.2351036610599995e-14,0.25,72,0.125226860254,0.00782671003417,0.250000998773
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263826985000.0,21463868.9004,-644263826985000.0,-644263811808000.0,-644263842162000.0,-644263840645000.0,-644263813326000.0,2.0,460697668175000.0,5.2351036610599995e-14,0.125018050542,41,0.249546279492,0.00779941618599,0.249999001227
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644578196430000.0,15380936.0578,-644578196430000.0,-644578185554000.0,-644578207306000.0,-644578206219000.0,-644578186642000.0,2.0,236573194016000.0,5.2351036610599995e-14,0.25,47,0.125226860254,0.00782664749759,0.249999001227
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992561123000.0,4349318.44005,-659992561123000.0,-659992558048000.0,-659992564199000.0,-659992563891000.0,-659992558355000.0,2.0,18916570893000.0,5.2351036610599995e-14,0.125018050542,16,0.249546279492,0.00389968004944,0.124998601718
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306941172000.0,1058468.67109,-660306941172000.0,-660306940424000.0,-660306941921000.0,-660306941846000.0,-660306940499000.0,2.0,1120355927680.0,5.2351036610599995e-14,0.25,22,0.125226860254,0.00391329560733,0.124998601718
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817601154874000.0,7686482.73091,-817601154874000.0,-817601149438000.0,-817601160309000.0,-817601159765000.0,-817601149982000.0,2.0,59082016772600.0,5.2351036610599995e-14,0.125018050542,121,0.125226860254,0.00195695849761,0.125000399509
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833330134676000.0,10193902.6457,-833330134676000.0,-833330127468000.0,-833330141884000.0,-833330141164000.0,-833330128189000.0,2.0,103915651149000.0,5.2351036610599995e-14,0.125018050542,96,0.125226860254,0.0039139201225,0.250000998773
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849059153090000.0,50140647.6091,-849059153090000.0,-849059117635000.0,-849059188545000.0,-849059184999000.0,-849059121181000.0,2.0,2514084542660000.0,5.2351036610599995e-14,0.125018050542,71,0.125226860254,0.0039139201225,0.250000998773
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864788109385000.0,29084020.7726,-864788109385000.0,-864788088819000.0,-864788129950000.0,-864788127894000.0,-864788090876000.0,2.0,845880264303000.0,5.2351036610599995e-14,0.125018050542,46,0.125226860254,0.0039138888497,0.249999001227
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516842728000.0,10619603.9089,-880516842728000.0,-880516835218000.0,-880516850237000.0,-880516849486000.0,-880516835969000.0,2.0,112775987182000.0,5.2351036610599995e-14,0.125018050542,21,0.125226860254,0.00195693035208,0.124998601718
