smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3127177982.25,1564107.84377,-3127177982.25,-3126071990.99,-3128283973.51,-3128173374.38,-3126182590.11,2.0,2446433346950.0,0.0,0.0714285714286,0.0714229782537,0.000364520499613,8,0.0714516129032
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-3138433287.12,3771971.74921,-3138433287.12,-3135766100.32,-3141100473.92,-3140833755.24,-3136032819.0,2.0,14227770876900.0,0.0,0.0714285714286,0.14285279261,0.000729075888551,72,0.0714516129032
720.0,-312.7,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26104317616.7,1421595.85597,-26104317616.7,-26103312396.6,-26105322836.8,-26105222314.8,-26103412918.7,2.0,2020934777720.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,37,0.142903225806
720.0,-312.7,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26156187628.5,2339380.1633,-26156187628.5,-26154533437.0,-26157841820.1,-26157676400.9,-26154698856.1,2.0,5472699548440.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,101,0.142903225806
720.0,-578.4,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50445384612.1,622420.425318,-50445384612.1,-50444944494.4,-50445824729.8,-50445780718.1,-50444988506.2,2.0,387407185853.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,10,0.142822580645
720.0,-578.4,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50499804065.5,1663764.47396,-50499804065.5,-50498627606.4,-50500980524.7,-50500862878.8,-50498745252.3,2.0,2768112224810.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,74,0.142822580645
720.0,-224.1,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75762055684.9,4041956.6476,-75762055684.9,-75759197590.0,-75764913779.9,-75764627970.4,-75759483399.5,2.0,16337413541100.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,46,0.142822580645
720.0,-224.1,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75809199722.0,4179170.87847,-75809199722.0,-75806244601.9,-75812154842.1,-75811859330.1,-75806540113.9,2.0,17465469231400.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,110,0.142822580645
720.0,-489.9,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153454671781000.0,236027.227521,-153454671781000.0,-153454671614000.0,-153454671948000.0,-153454671932000.0,-153454671631000.0,2.0,55708852131.4,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,18,0.142822580645
720.0,-489.9,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153454729973000.0,302618.721377,-153454729973000.0,-153454729759000.0,-153454730187000.0,-153454730166000.0,-153454729780000.0,2.0,91578090528.1,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,82,0.142822580645
720.0,-135.6,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153479982855000.0,4240906.48564,-153479982855000.0,-153479979856000.0,-153479985854000.0,-153479985554000.0,-153479980156000.0,2.0,17985287820000.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,54,0.142822580645
720.0,-135.6,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153480039550000.0,1651926.2231,-153480039550000.0,-153480038382000.0,-153480040718000.0,-153480040602000.0,-153480038499000.0,2.0,2728860246570.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,118,0.142822580645
720.0,-401.3,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153504342940000.0,1470852.50619,-153504342940000.0,-153504341900000.0,-153504343980000.0,-153504343876000.0,-153504342004000.0,2.0,2163407094960.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,27,0.142903225806
720.0,-401.3,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153504400519000.0,36884.4795707,-153504400519000.0,-153504400493000.0,-153504400545000.0,-153504400543000.0,-153504400496000.0,2.0,1360464833.2,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,91,0.142903225806
720.0,-47.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153529625590000.0,10906297.1051,-153529625590000.0,-153529617878000.0,-153529633302000.0,-153529632531000.0,-153529618650000.0,2.0,118947316544000.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,63,0.0714516129032
720.0,-47.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153529678079000.0,10867018.2956,-153529678079000.0,-153529670395000.0,-153529685763000.0,-153529684995000.0,-153529671163000.0,2.0,118092086638000.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,127,0.0714516129032
720.0,-312.7,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153554011658000.0,3621943.63622,-153554011658000.0,-153554009097000.0,-153554014219000.0,-153554013963000.0,-153554009353000.0,2.0,13118475704000.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,36,0.142903225806
720.0,-312.7,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153554068180000.0,1672753.56721,-153554068180000.0,-153554066998000.0,-153554069363000.0,-153554069245000.0,-153554067116000.0,2.0,2798104496600.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,100,0.142903225806
720.0,-578.4,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153578338899000.0,761006.525913,-153578338899000.0,-153578338361000.0,-153578339437000.0,-153578339384000.0,-153578338415000.0,2.0,579130932482.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.00072862957654,9,0.142822580645
720.0,-578.4,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153578393939000.0,1411837.70569,-153578393939000.0,-153578392941000.0,-153578394937000.0,-153578394838000.0,-153578393041000.0,2.0,1993285707200.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.00145732889235,73,0.142822580645
720.0,-224.1,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153603664621000.0,3674167.93563,-153603664621000.0,-153603662023000.0,-153603667219000.0,-153603666959000.0,-153603662283000.0,2.0,13499510019200.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,45,0.142822580645
720.0,-224.1,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153603725677000.0,933994.808241,-153603725677000.0,-153603725017000.0,-153603726338000.0,-153603726272000.0,-153603725083000.0,2.0,872346301821.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,109,0.142822580645
720.0,-489.9,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306982570915000.0,477558.795198,-306982570915000.0,-306982570577000.0,-306982571253000.0,-306982571219000.0,-306982570611000.0,2.0,228062402871.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.00072862957654,17,0.142822580645
720.0,-489.9,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306982623253000.0,2052784.50493,-306982623253000.0,-306982621801000.0,-306982624705000.0,-306982624559000.0,-306982621947000.0,2.0,4213924223680.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.00145732889235,81,0.142822580645
720.0,-135.6,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307007890767000.0,5257998.251,-307007890767000.0,-307007887050000.0,-307007894485000.0,-307007894114000.0,-307007887421000.0,2.0,27646545607500.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,53,0.142822580645
720.0,-135.6,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307007956684000.0,1311966.40795,-307007956684000.0,-307007955757000.0,-307007957612000.0,-307007957519000.0,-307007955850000.0,2.0,1721255855590.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,117,0.142822580645
720.0,-401.3,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307032243254000.0,906253.727584,-307032243254000.0,-307032242613000.0,-307032243895000.0,-307032243831000.0,-307032242678000.0,2.0,821295818759.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,26,0.142903225806
720.0,-401.3,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307032300798000.0,2709374.07507,-307032300798000.0,-307032298882000.0,-307032302714000.0,-307032302522000.0,-307032299074000.0,2.0,7340707878640.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,90,0.142903225806
720.0,-47.0,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307057538921000.0,8560359.27642,-307057538921000.0,-307057532868000.0,-307057544974000.0,-307057544369000.0,-307057533473000.0,2.0,73279750941400.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,62,0.0714516129032
720.0,-47.0,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307057598573000.0,8027846.57287,-307057598573000.0,-307057592896000.0,-307057604249000.0,-307057603682000.0,-307057593464000.0,2.0,64446320597500.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,126,0.0714516129032
720.0,-312.7,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307081908945000.0,2266828.06989,-307081908945000.0,-307081907342000.0,-307081910548000.0,-307081910388000.0,-307081907503000.0,2.0,5138509498420.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,35,0.142903225806
720.0,-312.7,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307081967375000.0,2629906.63076,-307081967375000.0,-307081965515000.0,-307081969234000.0,-307081969048000.0,-307081965701000.0,2.0,6916408886530.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,99,0.142903225806
720.0,-224.1,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307131571377000.0,2476369.88371,-307131571377000.0,-307131569626000.0,-307131573128000.0,-307131572953000.0,-307131569801000.0,2.0,6132407800960.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,44,0.142822580645
720.0,-224.1,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307131632556000.0,1661743.05284,-307131632556000.0,-307131631381000.0,-307131633731000.0,-307131633614000.0,-307131631499000.0,2.0,2761389973650.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,108,0.142822580645
720.0,-135.6,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460535804690000.0,2995353.60161,-460535804690000.0,-460535802572000.0,-460535806808000.0,-460535806596000.0,-460535802783000.0,2.0,8972143198680.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,52,0.142822580645
720.0,-135.6,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460535861065000.0,6403852.90168,-460535861065000.0,-460535856537000.0,-460535865594000.0,-460535865141000.0,-460535856990000.0,2.0,41009331986400.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,116,0.142822580645
720.0,-401.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460560141239000.0,3474097.2868,-460560141239000.0,-460560138782000.0,-460560143695000.0,-460560143450000.0,-460560139028000.0,2.0,12069351958200.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.000729040999226,25,0.142903225806
720.0,-401.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460560192688000.0,6022824.87711,-460560192688000.0,-460560188429000.0,-460560196947000.0,-460560196521000.0,-460560188855000.0,2.0,36274419500300.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.0014581517771,89,0.142903225806
720.0,-47.0,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460585450016000.0,1678548.77132,-460585450016000.0,-460585448829000.0,-460585451203000.0,-460585451084000.0,-460585448948000.0,2.0,2817525977690.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,61,0.0714516129032
720.0,-47.0,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460585508532000.0,6832165.95221,-460585508532000.0,-460585503701000.0,-460585513363000.0,-460585512880000.0,-460585504184000.0,2.0,46678491598500.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,125,0.0714516129032
720.0,-312.7,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460609808786000.0,188601.55361,-460609808786000.0,-460609808653000.0,-460609808919000.0,-460609808906000.0,-460609808666000.0,2.0,35570546024.1,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145808199845,34,0.142903225806
720.0,-312.7,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460609865470000.0,2844529.40456,-460609865470000.0,-460609863459000.0,-460609867482000.0,-460609867280000.0,-460609863660000.0,2.0,8091347533420.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291630355421,98,0.142903225806
720.0,-224.1,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460659485483000.0,5026545.93806,-460659485483000.0,-460659481929000.0,-460659489038000.0,-460659488682000.0,-460659482285000.0,2.0,25266164067500.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,43,0.142822580645
720.0,-224.1,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460659531776000.0,3006219.88829,-460659531776000.0,-460659529651000.0,-460659533902000.0,-460659533690000.0,-460659529863000.0,2.0,9037358016770.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,107,0.142822580645
720.0,-135.6,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614063703170000.0,2685697.62096,-614063703170000.0,-614063701271000.0,-614063705069000.0,-614063704879000.0,-614063701461000.0,2.0,7212971711250.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,51,0.142822580645
720.0,-135.6,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614063759837000.0,2738900.24679,-614063759837000.0,-614063757900000.0,-614063761774000.0,-614063761580000.0,-614063758094000.0,2.0,7501574561880.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,115,0.142822580645
720.0,-47.0,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614113359375000.0,9208485.17613,-614113359375000.0,-614113352863000.0,-614113365886000.0,-614113365235000.0,-614113353515000.0,2.0,84796199239100.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,60,0.0714516129032
720.0,-47.0,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614113418746000.0,955061.375408,-614113418746000.0,-614113418071000.0,-614113419421000.0,-614113419354000.0,-614113418138000.0,2.0,912142230795.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,124,0.0714516129032
720.0,-312.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614137700953000.0,4989358.08759,-614137700953000.0,-614137697425000.0,-614137704481000.0,-614137704128000.0,-614137697777000.0,2.0,24893694126200.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.000729040999226,33,0.142903225806
720.0,-312.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614137758192000.0,1579349.15873,-614137758192000.0,-614137757075000.0,-614137759309000.0,-614137759197000.0,-614137757187000.0,2.0,2494343765180.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.0014581517771,97,0.142903225806
720.0,-224.1,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614187374704000.0,312641.518059,-614187374704000.0,-614187374482000.0,-614187374925000.0,-614187374903000.0,-614187374505000.0,2.0,97744718814.3,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,42,0.142822580645
720.0,-224.1,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614187432637000.0,1065480.6071,-614187432637000.0,-614187431883000.0,-614187433390000.0,-614187433315000.0,-614187431959000.0,2.0,1135248924100.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,106,0.142822580645
720.0,-135.6,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767591598395000.0,7394203.76683,-767591598395000.0,-767591593166000.0,-767591603623000.0,-767591603100000.0,-767591593689000.0,2.0,54674249345400.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.00145725915308,50,0.142822580645
720.0,-135.6,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767591652183000.0,5000036.19548,-767591652183000.0,-767591648648000.0,-767591655719000.0,-767591655365000.0,-767591649001000.0,2.0,25000361956100.0,1.28667840979e-13,0.142857142857,0.14285279261,0.00291465778471,114,0.142822580645
720.0,-47.0,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767641262094000.0,6427179.47051,-767641262094000.0,-767641257549000.0,-767641266639000.0,-767641266184000.0,-767641258004000.0,2.0,41308635946100.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,59,0.0714516129032
720.0,-47.0,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767641305812000.0,2393642.01424,-767641305812000.0,-767641304120000.0,-767641307505000.0,-767641307335000.0,-767641304289000.0,2.0,5729522092320.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,123,0.0714516129032
720.0,-224.1,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767715269093000.0,1655587.64411,-767715269093000.0,-767715267923000.0,-767715270264000.0,-767715270147000.0,-767715268040000.0,2.0,2740970447340.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.00072862957654,41,0.142822580645
720.0,-224.1,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-767715326038000.0,6044532.25979,-767715326038000.0,-767715321764000.0,-767715330312000.0,-767715329885000.0,-767715322191000.0,2.0,36536370239700.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.00145732889235,105,0.142822580645
720.0,-135.6,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-921119496889000.0,10034536.1568,-921119496889000.0,-921119489794000.0,-921119503985000.0,-921119503275000.0,-921119490503000.0,2.0,100691915881000.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.00072862957654,49,0.142822580645
720.0,-135.6,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-921119549008000.0,978051.007854,-921119549008000.0,-921119548317000.0,-921119549700000.0,-921119549631000.0,-921119548386000.0,2.0,956583773964.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.00145732889235,113,0.142822580645
720.0,-47.0,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-921169162618000.0,4449428.5852,-921169162618000.0,-921169159472000.0,-921169165764000.0,-921169165450000.0,-921169159787000.0,2.0,19797414734800.0,1.28667840979e-13,0.142857142857,0.0714229782537,0.000729040999226,58,0.0714516129032
720.0,-47.0,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-921169209036000.0,443949.744723,-921169209036000.0,-921169208722000.0,-921169209350000.0,-921169209319000.0,-921169208754000.0,2.0,197091375840.0,1.28667840979e-13,0.142857142857,0.14285279261,0.0014581517771,122,0.0714516129032
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697060670000.0,8449683.32078,-1074697060670000.0,-1074697054700000.0,-1074697066650000.0,-1074697066050000.0,-1074697055300000.0,2.0,71397148221400.0,1.28667840979e-13,0.0714285714286,0.0714229782537,0.000364520499613,57,0.0714516129032
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,114937.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1074697107900000.0,5625890.75065,-1074697107900000.0,-1074697103920000.0,-1074697111880000.0,-1074697111480000.0,-1074697104320000.0,2.0,31650646738300.0,1.28667840979e-13,0.0714285714286,0.14285279261,0.000729075888551,121,0.0714516129032
