smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570267394.943,5618601.58078,-570267394.943,-566294443.664,-574240346.221,-573843051.093,-566691738.792,2.0,31568683723500.0,0.00799993283785,0.200001925471,1.28667840979e-13,0.2,47,0.19999639551
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-571258782.499,2639675.6646,-571258782.499,-569392249.937,-573125315.062,-572938661.805,-569578903.193,2.0,6967887614300.0,0.00399982969556,0.200001925471,1.28667840979e-13,0.2,11,0.0999947797035
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-576115796.602,1157181.58909,-576115796.602,-575297545.653,-576934047.551,-576852222.456,-575379370.748,2.0,1339069230120.0,0.0040000782835,0.200001925471,1.28667840979e-13,0.2,203,0.100000994342
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-576487798.424,846019.363962,-576487798.424,-575889572.395,-577086024.453,-577026201.85,-575949394.998,2.0,715748764199.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,148,0.200002610148
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-585871220.166,7066342.23658,-585871220.166,-580874561.653,-590867878.68,-590368212.829,-581374227.504,2.0,49933192604500.0,0.00100000352512,0.0999993581762,0.0,0.1,216,0.100000994342
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-596488403.673,500983.792286,-596488403.673,-596134154.636,-596842652.71,-596807227.806,-596169579.54,2.0,250984760133.0,0.00400002652968,0.0999993581762,0.0,0.2,138,0.200002610148
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-601237801.353,4157931.45587,-601237801.353,-598297699.825,-604177902.881,-603883892.729,-598591709.978,2.0,17288393991700.0,0.0039999022377,0.0999993581762,0.0,0.2,60,0.19999639551
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638519573.304,3303986.03212,-638519573.304,-636183302.376,-640855844.232,-640622217.139,-636416929.468,2.0,10916323700400.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,83,0.200002610148
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-643300227.446,1348110.26656,-643300227.446,-642346969.534,-644253485.357,-644158159.566,-642442295.325,2.0,1817401290810.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,161,0.200002610148
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-644404075.206,3255585.08354,-644404075.206,-642102028.916,-646706121.495,-646475916.866,-642332233.545,2.0,10598834236200.0,0.00200003914175,0.200001925471,1.28667840979e-13,0.1,184,0.100000994342
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-662206706.762,5650295.20689,-662206706.762,-658211344.705,-666202068.818,-665802532.613,-658610880.911,2.0,31925835925000.0,0.00400002652968,0.0999993581762,0.0,0.2,174,0.200002610148
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-667919953.83,4939451.23109,-667919953.83,-664427234.369,-671412673.291,-671063401.345,-664776506.315,2.0,24398178464300.0,0.00400002652968,0.0999993581762,0.0,0.2,96,0.200002610148
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-705925303.932,6045784.18549,-705925303.932,-701650288.937,-710200318.927,-709772817.428,-702077790.436,2.0,36551506417500.0,0.00199988275826,0.0999993581762,0.0,0.2,18,0.0999947797035
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-708665648.897,6860824.14248,-708665648.897,-703814313.621,-713516984.173,-713031850.645,-704299447.149,2.0,47070907914000.0,0.0040000782835,0.200001925471,1.28667840979e-13,0.2,197,0.100000994342
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-709970211.105,9392538.30057,-709970211.105,-703328683.58,-716611738.629,-715947585.877,-703992836.332,2.0,88219775727600.0,0.00399996641893,0.200001925471,1.28667840979e-13,0.1,41,0.19999639551
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-713904370.921,1712901.04408,-713904370.921,-712693166.978,-715115574.865,-714994454.471,-712814287.372,2.0,2934029986810.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,119,0.200002610148
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-715083799.13,386722.499384,-715083799.13,-714810345.028,-715357253.231,-715329907.821,-714837690.438,2.0,149554291530.0,0.00199991484778,0.200001925471,1.28667840979e-13,0.1,5,0.0999947797035
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-737014247.416,4277782.9391,-737014247.416,-733989398.092,-740039096.741,-739736611.808,-734291883.024,2.0,18299426874100.0,0.00200000705024,0.0999993581762,0.0,0.2,210,0.100000994342
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-740581696.32,9668738.50349,-740581696.32,-733744865.759,-747418526.882,-746734843.826,-734428548.815,2.0,93484504248800.0,0.00400002652968,0.0999993581762,0.0,0.2,132,0.200002610148
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-747505069.954,3213903.16304,-747505069.954,-745232497.234,-749777642.675,-749550385.403,-745459754.506,2.0,10329173541400.0,0.0039999022377,0.0999993581762,0.0,0.2,54,0.19999639551
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-770602205.875,7799043.2461,-770602205.875,-765087449.509,-776116962.241,-775565486.604,-765638925.145,2.0,60825075554600.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,155,0.200002610148
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-778741861.669,126840.271508,-778741861.669,-778652172.053,-778831551.285,-778822582.323,-778661141.014,2.0,16088454476.1,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,77,0.200002610148
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-812427911.7,3120409.42502,-812427911.7,-810221449.036,-814634374.365,-814413728.098,-810442095.302,2.0,9736954979780.0,0.00400002652968,0.0999993581762,0.0,0.2,168,0.200002610148
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-819698141.845,6464278.31911,-819698141.845,-815127206.81,-824269076.88,-823811983.376,-815584300.313,2.0,41786894186900.0,0.00400002652968,0.0999993581762,0.0,0.2,90,0.200002610148
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-841993094.984,1914667.77176,-841993094.984,-840639220.418,-843346969.549,-843211582.092,-840774607.875,2.0,3665952676220.0,0.0040000782835,0.200001925471,1.28667840979e-13,0.2,191,0.100000994342
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-849081555.32,6356296.19906,-849081555.32,-844586975.175,-853576135.466,-853126677.451,-845036433.189,2.0,40402501370200.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,113,0.200002610148
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-853686364.282,1451726.5371,-853686364.282,-852659838.603,-854712889.961,-854610237.393,-852762491.171,2.0,2107509938520.0,0.00199988275826,0.0999993581762,0.0,0.2,12,0.0999947797035
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-883786559.711,1979523.70642,-883786559.711,-882386825.075,-885186294.348,-885046320.884,-882526798.539,2.0,3918514104300.0,0.00200000705024,0.0999993581762,0.0,0.2,204,0.100000994342
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-888954079.379,11444769.0103,-888954079.379,-880861405.603,-897046753.156,-896237485.778,-881670672.981,2.0,130982737699000.0,0.00400002652968,0.0999993581762,0.0,0.2,126,0.200002610148
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-891717024.209,969331.282755,-891717024.209,-891031603.486,-892402444.932,-892333902.86,-891100145.558,2.0,939603135727.0,0.0039999022377,0.0999993581762,0.0,0.2,48,0.19999639551
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-918612880.413,3772996.58193,-918612880.413,-915944968.944,-921280791.881,-921014000.735,-916211760.091,2.0,14235503207300.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,149,0.200002610148
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-958113964.66,10643955.8861,-958113964.66,-950587551.274,-965640378.045,-964887736.707,-951340192.612,2.0,113293796906000.0,0.00400002652968,0.0999993581762,0.0,0.2,84,0.200002610148
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-959012726.565,3081175.30785,-959012726.565,-956834006.611,-961191446.519,-960973574.524,-957051878.606,2.0,9493641277680.0,0.00400002652968,0.0999993581762,0.0,0.2,162,0.200002610148
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-983077711.03,5218716.32352,-983077711.03,-979387521.328,-986767900.731,-986398881.761,-979756540.298,2.0,27235000065400.0,0.00200003914175,0.200001925471,1.28667840979e-13,0.1,185,0.100000994342
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-994340665.504,1658900.74252,-994340665.504,-993167645.54,-995513685.468,-995396383.472,-993284947.536,2.0,2751951673550.0,0.000999941379132,0.0999993581762,0.0,0.1,6,0.0999947797035
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1015963469.67,3711044.65167,-1015963469.67,-1013339364.83,-1018587574.51,-1018325164.02,-1013601775.31,2.0,13771852406700.0,0.00200000705024,0.0999993581762,0.0,0.2,198,0.100000994342
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1036334778.41,6434345.61717,-1036334778.41,-1031785008.99,-1040884547.83,-1040429570.89,-1032239985.94,2.0,41400803521200.0,0.00400002652968,0.0999993581762,0.0,0.2,120,0.200002610148
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1040991773.96,1583422.47752,-1040991773.96,-1039872125.19,-1042111422.73,-1041999457.86,-1039984090.07,2.0,2507226742310.0,0.00199995111885,0.0999993581762,0.0,0.1,42,0.19999639551
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1104289257.78,15949259.0686,-1104289257.78,-1093011428.54,-1115567087.02,-1114439304.1,-1094139211.46,2.0,254378864837000.0,0.00200001326484,0.0999993581762,0.0,0.1,78,0.200002610148
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1105410163.8,5368615.87646,-1105410163.8,-1101613979.1,-1109206348.49,-1108826730.02,-1101993597.57,2.0,28822036429000.0,0.00400002652968,0.0999993581762,0.0,0.2,156,0.200002610148
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1168536902.38,1145521.32864,-1168536902.38,-1167726896.48,-1169346908.28,-1169265907.69,-1167807897.07,2.0,1312219114380.0,0.00200000705024,0.0999993581762,0.0,0.2,192,0.100000994342
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1174558850.69,7775042.81159,-1174558850.69,-1169061065.19,-1180056636.19,-1179506857.64,-1169610843.74,2.0,60451290722000.0,0.00200001326484,0.0999993581762,0.0,0.1,114,0.200002610148
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1242444446.14,5676908.2037,-1242444446.14,-1238430265.86,-1246458626.43,-1246057208.4,-1238831683.88,2.0,32227286753200.0,0.00200001326484,0.0999993581762,0.0,0.1,150,0.200002610148
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1315166871.41,1474990.11919,-1315166871.41,-1314123895.89,-1316209846.92,-1316105549.37,-1314228193.45,2.0,2175595851700.0,0.00100000352512,0.0999993581762,0.0,0.1,186,0.100000994342
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1390917448.25,3021743.66239,-1390917448.25,-1388780752.81,-1393054143.68,-1392840474.14,-1388994422.35,2.0,9130934761180.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,15,0.0999947797035
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2798492501.72,655174.868627,-2798492501.72,-2798029223.13,-2798955780.32,-2798909452.46,-2798075550.99,2.0,429254108481.0,0.00399982969556,0.200001925471,1.28667840979e-13,0.2,22,0.0999947797035
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-171990750453000.0,2498969.87823,-171990750453000.0,-171990748686000.0,-171990752220000.0,-171990752044000.0,-171990748863000.0,2.0,6244850452280.0,0.00200003914175,0.200001925471,1.28667840979e-13,0.1,215,0.100000994342
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-171991269692000.0,1119396.04075,-171991269692000.0,-171991268901000.0,-171991270484000.0,-171991270405000.0,-171991268980000.0,2.0,1253047496050.0,0.00200000705024,0.0999993581762,1.28667840979e-13,0.2,187,0.100000994342
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-171992692863000.0,4259511.39313,-171992692863000.0,-171992689851000.0,-171992695875000.0,-171992695574000.0,-171992690153000.0,2.0,18143437308200.0,0.00400001410048,0.199998716352,1.28667840979e-13,0.2,194,0.100000994342
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-171994106064000.0,4458585.10978,-171994106064000.0,-171994102912000.0,-171994109217000.0,-171994108902000.0,-171994103227000.0,2.0,19878981181200.0,0.00400001410048,0.199998716352,1.28667840979e-13,0.2,201,0.100000994342
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-171995513245000.0,8000811.7593,-171995513245000.0,-171995507588000.0,-171995518903000.0,-171995518337000.0,-171995508153000.0,2.0,64012988807800.0,0.0040000782835,0.200001925471,1.28667840979e-13,0.2,208,0.100000994342
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175900411778000.0,8853362.51672,-175900411778000.0,-175900405518000.0,-175900418038000.0,-175900417412000.0,-175900406144000.0,2.0,78382027852400.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,179,0.200002610148
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175900926124000.0,1549380.33816,-175900926124000.0,-175900925028000.0,-175900927219000.0,-175900927110000.0,-175900925138000.0,2.0,2400579432280.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,151,0.200002610148
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175902351512000.0,212052.66162,-175902351512000.0,-175902351362000.0,-175902351662000.0,-175902351647000.0,-175902351377000.0,2.0,44966331300.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,158,0.200002610148
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175903763630000.0,1541300.33946,-175903763630000.0,-175903762540000.0,-175903764719000.0,-175903764610000.0,-175903762649000.0,2.0,2375606736410.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,165,0.200002610148
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175905169263000.0,2170150.22105,-175905169263000.0,-175905167728000.0,-175905170797000.0,-175905170644000.0,-175905167882000.0,2.0,4709551981940.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,172,0.200002610148
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179810084936000.0,3996714.03095,-179810084936000.0,-179810082110000.0,-179810087762000.0,-179810087480000.0,-179810082393000.0,2.0,15973723045200.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,143,0.200002610148
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179810605011000.0,1172173.80589,-179810605011000.0,-179810604182000.0,-179810605840000.0,-179810605757000.0,-179810604265000.0,2.0,1373991431220.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,115,0.200002610148
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179812024997000.0,70545.5244911,-179812024997000.0,-179812024947000.0,-179812025046000.0,-179812025041000.0,-179812024952000.0,2.0,4976671025.72,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,122,0.200002610148
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179813442747000.0,664817.398351,-179813442747000.0,-179813442277000.0,-179813443217000.0,-179813443170000.0,-179813442324000.0,2.0,441982173151.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,129,0.200002610148
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179814852656000.0,727549.039357,-179814852656000.0,-179814852142000.0,-179814853171000.0,-179814853119000.0,-179814852193000.0,2.0,529327604669.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,136,0.200002610148
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183719735858000.0,5410404.93093,-183719735858000.0,-183719732032000.0,-183719739684000.0,-183719739301000.0,-183719732415000.0,2.0,29272481516600.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,107,0.200002610148
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183720258149000.0,274377.451061,-183720258149000.0,-183720257955000.0,-183720258343000.0,-183720258323000.0,-183720257974000.0,2.0,75282985650.8,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,79,0.200002610148
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183721679772000.0,2189397.31408,-183721679772000.0,-183721678223000.0,-183721681320000.0,-183721681165000.0,-183721678378000.0,2.0,4793460598920.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,86,0.200002610148
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183723099463000.0,3198767.09774,-183723099463000.0,-183723097201000.0,-183723101725000.0,-183723101499000.0,-183723097427000.0,2.0,10232110945600.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,93,0.200002610148
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183724500111000.0,2972375.0398,-183724500111000.0,-183724498010000.0,-183724502213000.0,-183724502003000.0,-183724498220000.0,2.0,8835013377250.0,0.00800018142579,0.200001925471,1.28667840979e-13,0.2,100,0.200002610148
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187629416433000.0,10406229.7752,-187629416433000.0,-187629409075000.0,-187629423792000.0,-187629423056000.0,-187629409811000.0,2.0,108289618134000.0,0.00399996641893,0.200001925471,1.28667840979e-13,0.1,71,0.19999639551
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187629934888000.0,1346322.22948,-187629934888000.0,-187629933936000.0,-187629935840000.0,-187629935745000.0,-187629934032000.0,2.0,1812583545580.0,0.0039999022377,0.0999993581762,1.28667840979e-13,0.2,43,0.19999639551
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187631360459000.0,694634.124673,-187631360459000.0,-187631359968000.0,-187631360951000.0,-187631360901000.0,-187631360017000.0,2.0,482516567160.0,0.0079998044754,0.199998716352,1.28667840979e-13,0.2,50,0.19999639551
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187632774974000.0,3883530.12224,-187632774974000.0,-187632772228000.0,-187632777720000.0,-187632777446000.0,-187632772503000.0,2.0,15081806210300.0,0.0079998044754,0.199998716352,1.28667840979e-13,0.2,57,0.19999639551
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187634184552000.0,3218144.87294,-187634184552000.0,-187634182277000.0,-187634186828000.0,-187634186601000.0,-187634182504000.0,2.0,10356456423300.0,0.00799993283785,0.200001925471,1.28667840979e-13,0.2,64,0.19999639551
720.0,-47.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191538831133000.0,7182053.56867,-191538831133000.0,-191538826054000.0,-191538836211000.0,-191538835703000.0,-191538826562000.0,2.0,51581893463200.0,0.00199991484778,0.200001925471,1.28667840979e-13,0.1,35,0.0999947797035
720.0,-543.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191539345991000.0,1852751.59793,-191539345991000.0,-191539344681000.0,-191539347301000.0,-191539347170000.0,-191539344812000.0,2.0,3432688483630.0,0.00199988275826,0.0999993581762,1.28667840979e-13,0.2,7,0.0999947797035
720.0,-419.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191540770357000.0,1239493.59763,-191540770357000.0,-191540769480000.0,-191540771233000.0,-191540771145000.0,-191540769568000.0,2.0,1536344378580.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,14,0.0999947797035
720.0,-295.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191542183491000.0,1848142.54335,-191542183491000.0,-191542182184000.0,-191542184798000.0,-191542184667000.0,-191542182315000.0,2.0,3415630860530.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,21,0.0999947797035
720.0,-171.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191543586722000.0,2520243.31832,-191543586722000.0,-191543584940000.0,-191543588504000.0,-191543588326000.0,-191543585118000.0,2.0,6351626383540.0,0.00399982969556,0.200001925471,1.28667840979e-13,0.2,28,0.0999947797035
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363532067347000.0,1197600.01782,-363532067347000.0,-363532066500000.0,-363532068194000.0,-363532068109000.0,-363532066585000.0,2.0,1434245802680.0,0.00200000705024,0.0999993581762,1.28667840979e-13,0.2,193,0.100000994342
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363533487765000.0,3640091.39918,-363533487765000.0,-363533485191000.0,-363533490339000.0,-363533490081000.0,-363533485448000.0,2.0,13250265394400.0,0.00400001410048,0.199998716352,1.28667840979e-13,0.2,200,0.100000994342
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363534894115000.0,3200318.79938,-363534894115000.0,-363534891852000.0,-363534896378000.0,-363534896151000.0,-363534892078000.0,2.0,10242040417700.0,0.00400001410048,0.199998716352,1.28667840979e-13,0.2,207,0.100000994342
