smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1766055895.4,6565795.76879,-1766055895.4,-1761413176.69,-1770698614.11,-1770234342.24,-1761877448.56,2.0,43109674077400.0,0.142857142857,205,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1768537131.82,19744857.6464,-1768537131.82,-1754575409.09,-1782498854.56,-1781102682.28,-1755971581.36,2.0,389859403476000.0,0.142857142857,166,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1768766738.18,1190240.01164,-1768766738.18,-1767925111.4,-1769608364.97,-1769524202.29,-1768009274.08,2.0,1416671285320.0,0.142857142857,230,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1770341649.15,5246758.22054,-1770341649.15,-1766631630.83,-1774051667.46,-1773680665.63,-1767002632.66,2.0,27528471824800.0,0.142857142857,55,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1784611348.47,573353.054114,-1784611348.47,-1784205926.64,-1785016770.3,-1784976228.12,-1784246468.82,2.0,328733724662.0,0.142857142857,269,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1793454738.05,1376813.8894,-1793454738.05,-1792481183.61,-1794428292.49,-1794330937.04,-1792578539.06,2.0,1895616486060.0,0.142857142857,69,0.0714473684211,0.142844106523,1.07010398565e-12,0.00145797650079
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1793632616.34,5909302.14101,-1793632616.34,-1789454108.73,-1797811123.96,-1797393273.2,-1789871959.49,2.0,34919851793800.0,0.142857142857,119,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1795918724.58,15291929.5213,-1795918724.58,-1785105697.52,-1806731751.64,-1805650448.93,-1786187000.22,2.0,233843108484000.0,0.142857142857,294,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1796616461.69,14914977.4276,-1796616461.69,-1786069980.01,-1807162943.37,-1806108295.2,-1787124628.18,2.0,222456551665000.0,0.142857142857,94,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1801996840.57,2380489.09295,-1801996840.57,-1800313580.59,-1803680100.55,-1803511774.55,-1800481906.58,2.0,5666728321670.0,0.142857142857,13,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1807225159.7,3339378.02941,-1807225159.7,-1804863862.85,-1809586456.55,-1809350326.86,-1805099992.53,2.0,11151445623300.0,0.142857142857,133,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1808598124.88,1287183.2703,-1808598124.88,-1807687948.86,-1809508300.9,-1809417283.3,-1807778966.46,2.0,1656840771340.0,0.142857142857,30,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1809218202.23,3610196.84954,-1809218202.23,-1806665407.56,-1811770996.9,-1811515717.44,-1806920687.02,2.0,13033521292400.0,0.142857142857,158,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1810398440.36,2122905.61527,-1810398440.36,-1808897319.41,-1811899561.32,-1811749449.22,-1809047431.5,2.0,4506728251350.0,0.142857142857,183,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1811097624.66,2881413.34361,-1811097624.66,-1809060157.75,-1813135091.58,-1812931344.88,-1809263904.44,2.0,8302542856750.0,0.142857142857,358,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1816027336.86,562590.249167,-1816027336.86,-1815629525.48,-1816425148.24,-1816385367.1,-1815669306.62,2.0,316507788458.0,0.142857142857,333,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1824197436.93,3655364.3722,-1824197436.93,-1821612704.0,-1826782169.87,-1826523696.57,-1821871177.29,2.0,13361688693600.0,0.142857142857,247,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1826515425.62,1895722.375,-1826515425.62,-1825174947.48,-1827855903.77,-1827721855.95,-1825308995.29,2.0,3593763323060.0,0.142857142857,222,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1827103938.16,10817792.8242,-1827103938.16,-1819454603.5,-1834753272.82,-1833988339.36,-1820219536.96,2.0,117024641588000.0,0.142857142857,197,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1837327220.03,2677084.11682,-1837327220.03,-1835434235.69,-1839220204.36,-1839030905.93,-1835623534.13,2.0,7166779368550.0,0.142857142857,261,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1841253568.91,13938210.9399,-1841253568.91,-1831397765.44,-1851109372.38,-1850123792.04,-1832383345.78,2.0,194273724206000.0,0.142857142857,47,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1844279717.61,6206306.41105,-1844279717.61,-1839891196.26,-1848668238.96,-1848229386.82,-1840330048.39,2.0,38518239267900.0,0.142857142857,286,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1848387195.73,3897024.91701,-1848387195.73,-1845631582.99,-1851142808.48,-1850867247.2,-1845907144.26,2.0,15186803203800.0,0.142857142857,86,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1849010332.25,16005593.6461,-1849010332.25,-1837692668.45,-1860327996.05,-1859196229.67,-1838824434.83,2.0,256179027966000.0,0.142857142857,311,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1851361324.16,8219326.57278,-1851361324.16,-1845549382.6,-1857173265.72,-1856592071.56,-1846130576.76,2.0,67557329309900.0,0.142857142857,5,0.0714473684211,0.0714113745622,1.07010398565e-12,0.0007288792554
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1851643874.0,4857356.63535,-1851643874.0,-1848209204.19,-1855078543.82,-1854735076.83,-1848552671.17,2.0,23593913483000.0,0.0714285714286,64,0.0714473684211,0.0714113745622,0.0,0.0003644396277
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1859260215.33,647803.741968,-1859260215.33,-1858802148.91,-1859718281.75,-1859672475.11,-1858847955.55,2.0,419649688108.0,0.142857142857,150,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1861033712.79,1116019.05324,-1861033712.79,-1860244568.15,-1861822857.43,-1861743942.96,-1860323482.61,2.0,1245498527200.0,0.142857142857,325,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1862854778.73,4546146.51876,-1862854778.73,-1859640167.7,-1866069389.76,-1865747928.66,-1859961628.8,2.0,20667448170100.0,0.142857142857,175,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1865656657.75,13449509.4296,-1865656657.75,-1856146418.43,-1875166897.07,-1874215873.14,-1857097442.36,2.0,180889303896000.0,0.142857142857,111,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1867141729.78,19917189.6495,-1867141729.78,-1853058149.92,-1881225309.64,-1879816951.66,-1854466507.9,2.0,396694443533000.0,0.142857142857,350,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1868311462.14,8633380.4055,-1868311462.14,-1862206740.31,-1874416183.97,-1873805711.78,-1862817212.49,2.0,74535257226100.0,0.142857142857,375,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1877405395.31,3887380.9255,-1877405395.31,-1874656601.9,-1880154188.72,-1879879309.38,-1874931481.24,2.0,15111730459900.0,0.142857142857,389,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1881389642.79,4542114.00851,-1881389642.79,-1878177883.18,-1884601402.41,-1884280226.45,-1878499059.14,2.0,20630799666300.0,0.142857142857,239,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1888357320.25,6693927.72617,-1888357320.25,-1883623998.56,-1893090641.93,-1892617309.77,-1884097330.73,2.0,44808668403300.0,0.142857142857,303,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1889487324.77,5850509.08091,-1889487324.77,-1885350390.12,-1893624259.41,-1893210565.95,-1885764083.59,2.0,34228456505800.0,0.142857142857,214,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1893169133.71,2918827.96788,-1893169133.71,-1891105210.66,-1895233056.76,-1895026664.45,-1891311602.96,2.0,8519556706070.0,0.142857142857,103,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1897998110.92,19501768.2284,-1897998110.92,-1884208278.37,-1911787943.48,-1910408960.23,-1885587261.62,2.0,380318964033000.0,0.142857142857,22,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1899660723.53,3519197.99769,-1899660723.53,-1897172274.76,-1902149172.3,-1901900327.42,-1897421119.64,2.0,12384754547000.0,0.142857142857,367,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1903418748.3,2321300.95142,-1903418748.3,-1901777340.65,-1905060155.94,-1904896015.18,-1901941481.42,2.0,5388438107070.0,0.142857142857,167,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1903914178.33,7412571.24116,-1903914178.33,-1898672698.94,-1909155657.73,-1908631509.79,-1899196846.88,2.0,54946212405300.0,0.0714285714286,256,0.0714473684211,0.142861580758,0.0,0.000729077428117
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1905775661.06,16570810.9721,-1905775661.06,-1894058328.25,-1917492993.87,-1916321260.59,-1895230061.53,2.0,274591776274000.0,0.142857142857,78,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1906263957.09,45166940.1353,-1906263957.09,-1874326107.43,-1938201806.74,-1935008021.78,-1877519892.4,2.0,2040052481180000.0,0.0714285714286,128,0.0714473684211,0.142844106523,0.0,0.000728988250394
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1910040236.17,2700276.10291,-1910040236.17,-1908130852.62,-1911949619.71,-1911758681.36,-1908321790.98,2.0,7291491031950.0,0.142857142857,39,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1910153061.38,19010015.9021,-1910153061.38,-1896710950.23,-1923595172.54,-1922250961.42,-1898055161.34,2.0,361380704596000.0,0.142857142857,278,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1915333965.28,3753904.36629,-1915333965.28,-1912679554.04,-1917988376.51,-1917722935.39,-1912944995.17,2.0,14091797991300.0,0.142857142857,142,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1918259527.8,31028316.7538,-1918259527.8,-1896319194.62,-1940199860.99,-1938005827.67,-1898513227.94,2.0,962756440572000.0,0.0714285714286,192,0.0714473684211,0.14286352234,0.0,0.000729087336753
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1931800529.97,5733376.4116,-1931800529.97,-1927746420.63,-1935854639.31,-1935449228.37,-1928151831.56,2.0,32871605077100.0,0.142857142857,231,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1932966690.66,27073407.2992,-1932966690.66,-1913822900.77,-1952110480.55,-1950196101.56,-1915737279.76,2.0,732969382790000.0,0.142857142857,342,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1934194814.87,1800330.90887,-1934194814.87,-1932921788.68,-1935467841.07,-1935340538.45,-1933049091.3,2.0,3241191381420.0,0.142857142857,206,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1936783677.43,13381860.2922,-1936783677.43,-1927321273.27,-1946246081.59,-1945299841.17,-1928267513.69,2.0,179074184879000.0,0.0714285714286,320,0.0714473684211,0.14286352234,0.0,0.000729087336753
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1939339445.29,6697327.08522,-1939339445.29,-1934603719.89,-1944075170.69,-1943601598.15,-1935077292.43,2.0,44854190086400.0,0.0714285714286,56,0.142894736842,0.0714113745622,0.0,0.0007288792554
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1940735753.37,3826335.79447,-1940735753.37,-1938030125.38,-1943441381.36,-1943170818.56,-1938300688.18,2.0,14640845612000.0,0.142857142857,14,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1942481119.64,11868953.7142,-1942481119.64,-1934088501.99,-1950873737.3,-1950034475.53,-1934927763.75,2.0,140872062269000.0,0.0714285714286,120,0.142894736842,0.142844106523,0.0,0.00145797650079
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1949295231.58,6087185.88243,-1949295231.58,-1944990941.17,-1953599522.0,-1953169092.96,-1945421370.21,2.0,37053831967200.0,0.0714285714286,184,0.142894736842,0.14286352234,0.0,0.00145817467351
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1953636616.91,1818771.26476,-1953636616.91,-1952350551.41,-1954922682.4,-1954794075.85,-1952479157.96,2.0,3307928913530.0,0.142857142857,359,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1953738409.91,18505153.0549,-1953738409.91,-1940653290.69,-1966823529.12,-1965515017.2,-1941961802.61,2.0,342440689585000.0,0.0714285714286,384,0.0714473684211,0.14286352234,0.0,0.000729087336753
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1954656068.88,12527624.4859,-1954656068.88,-1945797700.66,-1963514437.11,-1962628600.29,-1946683537.48,2.0,156941375260000.0,0.142857142857,95,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1960081617.76,2392721.95929,-1960081617.76,-1958389707.84,-1961773527.69,-1961604336.69,-1958558898.83,2.0,5725118374480.0,0.142857142857,295,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1960333355.88,9666513.64565,-1960333355.88,-1953498098.53,-1967168613.23,-1966485087.49,-1954181624.26,2.0,93441486061500.0,0.0714285714286,248,0.142894736842,0.142861580758,0.0,0.00145815485623
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1967081358.3,16749674.5514,-1967081358.3,-1955237549.84,-1978925166.76,-1977740785.91,-1956421930.69,2.0,280551597577000.0,0.142857142857,70,0.0714473684211,0.142844106523,1.07010398565e-12,0.00145797650079
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1970556835.25,7707493.31773,-1970556835.25,-1965106814.46,-1976006856.04,-1975461853.96,-1965651816.54,2.0,59405453242800.0,0.142857142857,270,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1970921347.08,10093772.6512,-1970921347.08,-1963783971.99,-1978058722.17,-1977344984.66,-1964497709.5,2.0,101884246334000.0,0.142857142857,334,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1973614660.89,645837.582661,-1973614660.89,-1973157984.75,-1974071337.02,-1974025669.41,-1973203652.37,2.0,417106183177.0,0.142857142857,134,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1974054927.24,12748503.9619,-1974054927.24,-1965040373.64,-1983069480.84,-1982168025.48,-1965941829.0,2.0,162524353268000.0,0.142857142857,159,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1985584821.31,15173376.6047,-1985584821.31,-1974855623.82,-1996314018.8,-1995241099.05,-1975928543.56,2.0,230231357588000.0,0.142857142857,31,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1991910724.4,3478479.80478,-1991910724.4,-1989451067.74,-1994370381.06,-1994124415.4,-1989697033.41,2.0,12099821752300.0,0.142857142857,198,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1993219586.18,3027249.79983,-1993219586.18,-1991078997.31,-1995360175.04,-1995146116.15,-1991293056.2,2.0,9164241350590.0,0.0714285714286,312,0.142894736842,0.14286352234,0.0,0.00145817467351
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2003702431.38,11983316.2799,-2003702431.38,-1995228947.17,-2012175915.58,-2011328567.16,-1996076295.59,2.0,143599869064000.0,0.142857142857,223,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2004398480.46,15139199.4245,-2004398480.46,-1993693449.89,-2015103511.04,-2014033007.98,-1994763952.95,2.0,229195359214000.0,0.0714285714286,112,0.142894736842,0.142844106523,0.0,0.00145797650079
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2005175499.17,6227179.14441,-2005175499.17,-2000772218.57,-2009578779.77,-2009138451.71,-2001212546.63,2.0,38777760096600.0,0.142857142857,6,0.0714473684211,0.0714113745622,1.07010398565e-12,0.0007288792554
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2005795825.86,7428529.82731,-2005795825.86,-2000543062.04,-2011048589.67,-2010523313.29,-2001068338.43,2.0,55183055395200.0,0.142857142857,287,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2014584943.66,22228188.6042,-2014584943.66,-1998867240.77,-2030302646.56,-2028730876.27,-2000439011.06,2.0,494092368625000.0,0.0714285714286,48,0.142894736842,0.0714113745622,0.0,0.0007288792554
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2016324494.82,11767900.3614,-2016324494.82,-2008003332.67,-2024645656.96,-2023813540.75,-2008835448.89,2.0,138483478915000.0,0.142857142857,87,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2017524751.64,7908044.38944,-2017524751.64,-2011932919.83,-2023116583.45,-2022557400.27,-2012492103.01,2.0,62537166065400.0,0.0714285714286,240,0.142894736842,0.142861580758,0.0,0.00145815485623
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2017608434.9,27446197.3371,-2017608434.9,-1998201042.65,-2037015827.16,-2035075087.93,-2000141781.88,2.0,753293748266000.0,0.0714285714286,376,0.142894736842,0.14286352234,0.0,0.00145817467351
