smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,222864691.633,6959298.16644,222864691.633,227785658.559,217943724.707,218435821.4,227293561.866,2.0,48431830969400.0,0.111103979461,0.000681889680294,605,0.0555501992922,1.21719856843e-13,0.110483870968
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,221241386.196,5278.10678455,221241386.196,221245118.381,221237654.011,221238027.23,221244745.163,2.0,27858411.2291,0.111136071887,0.000682158828976,494,0.0555560781178,1.21719856843e-13,0.110483870968
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,219918288.519,546879.726173,219918288.519,220304990.881,219531586.156,219570256.392,220266320.645,2.0,299077434899.0,0.111103979461,0.00137388660449,533,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,218035314.943,2231438.47455,218035314.943,219613180.221,216457449.666,216615236.194,219455393.693,2.0,4979317665680.0,0.111103979461,0.00136392368808,565,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,209948559.829,422549.849838,209948559.829,210247347.693,209649771.965,209679650.751,210217468.907,2.0,178548375598.0,0.111136071887,0.00137428345215,483,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,208803157.552,2263442.22783,208803157.552,210403652.9,207202662.204,207362711.738,210243603.365,2.0,5123170718730.0,0.111136071887,0.000687138090502,451,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,205097986.686,766270.227762,205097986.686,205639821.561,204556151.812,204610335.3,205585638.073,2.0,587170061954.0,0.111103979461,0.00136392368808,554,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,201128060.062,2609757.3278,201128060.062,202973437.165,199282682.958,199467220.668,202788899.455,2.0,6810833310030.0,0.111103979461,0.00136393090446,625,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,196778163.132,1127163.11321,196778163.132,197575187.813,195981138.451,196060840.919,197495485.345,2.0,1270496683770.0,0.111103979461,0.00137388660449,522,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,196630464.288,900293.021417,196630464.288,197267067.588,195993860.987,196057521.317,197203407.258,2.0,810527524412.0,0.111103979461,0.00137387933544,657,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,188545176.31,750497.326669,188545176.31,189075858.059,188014494.561,188067562.736,189022789.884,2.0,563246237338.0,0.111103979461,0.00137388660449,586,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,187410763.229,1302416.44021,187410763.229,188331710.726,186489815.732,186581910.482,188239615.976,2.0,1696288583730.0,0.111136071887,0.00137428345215,472,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,183196438.756,4268307.89725,183196438.756,186214588.215,180178289.298,180480104.244,185912773.269,2.0,18218452305700.0,0.111103979461,0.00136393090446,575,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,180909986.67,16971.8145305,180909986.67,180921987.555,180897985.784,180899185.873,180920787.466,2.0,288042488.457,0.111103979461,0.000686866977231,502,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,180177202.118,1323464.21027,180177202.118,181113032.636,179241371.6,179334954.652,181019449.584,2.0,1751557515860.0,0.111103979461,0.00136385152434,614,0.11110627741,1.21719856843e-13,0.110483870968
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,179995307.688,1577710.76061,179995307.688,181110917.666,178879697.711,178991258.709,180999356.668,2.0,2489171244140.0,0.111103979461,0.00137387933544,646,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,179318765.203,1659823.31473,179318765.203,180492437.525,178145092.882,178262460.114,180375070.293,2.0,2755013436120.0,0.111103979461,0.00137387933544,543,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,172614264.997,2309393.61127,172614264.997,174247252.88,170981277.114,171144575.903,174083954.092,2.0,5333298851760.0,0.111103979461,0.000686903322476,511,0.11110627741,1.21719856843e-13,0.0556451612903
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,169604466.765,175240.001476,169604466.765,169728380.159,169480553.372,169492944.711,169715988.819,2.0,30709058117.5,0.111136071887,0.000687138090502,493,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,165721327.297,5097847.33884,165721327.297,169326049.72,162116604.875,162477077.117,168965577.478,2.0,25988047490100.0,0.111103979461,0.00136393090446,635,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,163887786.086,4390836.32852,163887786.086,166992576.229,160782995.943,161093474.957,166682097.214,2.0,19279443663800.0,0.111136071887,0.000687138090502,461,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,160527747.535,3395248.54977,160527747.535,162928550.808,158126944.262,158367024.589,162688470.481,2.0,11527712714700.0,0.111103979461,0.00136392368808,564,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,156433556.928,2315750.94857,156433556.928,158071040.127,154796073.728,154959822.048,157907291.807,2.0,5362702455790.0,0.111103979461,0.00137388660449,532,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,154928815.232,1567757.22665,154928815.232,156037386.998,153820243.466,153931100.642,155926529.822,2.0,2457862721720.0,0.111103979461,0.000686939667721,596,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,152656570.7,2881292.77108,152656570.7,154693952.357,150619189.042,150822927.208,154490214.191,2.0,8301848032660.0,0.111103979461,0.00137387933544,667,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,146656840.637,5739785.32242,146656840.637,150715481.761,142598199.513,143004063.625,150309617.649,2.0,32945135547500.0,0.111103979461,0.000681889680294,604,0.0555501992922,1.21719856843e-13,0.110483870968
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,145731387.498,4687417.78597,145731387.498,149045892.401,142416882.595,142748333.086,148714441.911,2.0,21971885500200.0,0.111136071887,0.00137428345215,482,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,142497279.21,1055768.45641,142497279.21,143243820.245,141750738.175,141825392.278,143169166.141,2.0,1114647033560.0,0.111103979461,0.00136393090446,624,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,142222744.078,6165667.40042,142222744.078,146582529.307,137862958.849,138298937.371,146146550.784,2.0,38015454492600.0,0.111103979461,0.00137387933544,656,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,141347747.786,2326059.9426,141347747.786,142992520.545,139702975.027,139867452.303,142828043.269,2.0,5410554856580.0,0.111103979461,0.00136393090446,585,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,138677712.03,2171791.74301,138677712.03,140213400.699,137142023.361,137295592.228,140059831.832,2.0,4716679375020.0,0.111103979461,0.00137387933544,553,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,132760430.452,461524.519936,132760430.452,133086777.57,132434083.334,132466718.046,133054142.858,2.0,213004882502.0,0.111103979461,0.000686943302245,521,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,123910108.484,4656068.65226,123910108.484,127202446.202,120617770.766,120947004.538,126873212.43,2.0,21678975294600.0,0.111103979461,0.00136393090446,574,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,120790813.71,2976579.74383,120790813.71,122895573.432,118686053.989,118896529.961,122685097.46,2.0,8860026971370.0,0.111136071887,0.000687141726076,471,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,119943112.932,130373.076704,119943112.932,120035300.618,119850925.245,119860144.014,120026081.85,2.0,16997139129.2,0.111103979461,0.00137387933544,542,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,116671655.739,1608030.32042,116671655.739,117808704.883,115534606.595,115648311.51,117694999.969,2.0,2585761511370.0,0.111103979461,0.00136392368808,645,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,110717951.909,4208017.60839,110717951.909,113693469.695,107742434.123,108039985.901,113395917.916,2.0,17707412192500.0,0.111103979461,0.00137380664495,613,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,104444368.673,2857951.42949,104444368.673,106465245.509,102423491.837,102625579.52,106263157.825,2.0,8167886373320.0,0.111136071887,0.000687138090502,492,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,101469845.81,4574725.67072,101469845.81,104704665.354,98235026.2661,98558508.2205,104381183.399,2.0,20928114962300.0,0.111103979461,0.000681961844042,595,0.0555560781178,1.21719856843e-13,0.110483870968
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,101141126.523,5134622.04461,101141126.523,104771852.589,97510400.4563,97873473.0629,104408779.983,2.0,26364343541000.0,0.111103979461,0.000343433488615,501,0.0555501992922,1.21719856843e-13,0.0556451612903
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,100114161.366,3331723.17267,100114161.366,102470045.415,97758277.3181,97993865.7229,102234457.01,2.0,11100379299300.0,0.111103979461,0.00137387933544,563,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,99360402.4983,2787413.66215,99360402.4983,101331401.601,97389403.3958,97586503.306,101134301.691,2.0,7769674923960.0,0.111103979461,0.00137387933544,666,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,98373036.2858,5974247.50261,98373036.2858,102597467.207,94148605.3642,94571048.4564,102175024.115,2.0,35691633222400.0,0.111103979461,0.00136393090446,634,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,89272762.0886,3467715.50726,89272762.0886,91724807.239,86820716.9382,87065921.4532,91479602.724,2.0,12025050839300.0,0.111103979461,0.000686943302245,531,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,83836899.5263,869229.209783,83836899.5263,84451537.395,83222261.6577,83283725.4445,84390073.6081,2.0,755559419140.0,0.111103979461,0.00136393090446,584,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,82491634.6934,52477.0815156,82491634.6934,82528741.5936,82454527.7932,82458238.4832,82525030.9035,2.0,2753844084.39,0.111136071887,0.000687141726076,481,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,80220868.5353,3225179.73622,80220868.5353,82501414.9974,77940322.0733,78168376.7195,82273360.3512,2.0,10401784330900.0,0.111103979461,0.00137387933544,552,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,76775211.6081,6757287.37618,76775211.6081,81553335.3342,71997087.882,72474900.2546,81075522.9616,2.0,45660932684300.0,0.111103979461,0.00136392368808,655,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,71934773.5413,2926093.15208,71934773.5413,74003833.8515,69865713.2311,70072619.2621,73796927.8205,2.0,8562021134680.0,0.111103979461,0.00137388660449,623,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,61508439.1682,7111143.67237,61508439.1682,66536777.0809,56480101.2554,56982935.0467,66033943.2896,2.0,50568364329000.0,0.111103979461,0.00136392368808,644,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,61300109.3588,786424.814517,61300109.3588,61856195.6781,60744023.0396,60799631.6715,61800587.0462,2.0,618463988888.0,0.111103979461,0.00137388660449,676,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,60391418.3228,4564867.07202,60391418.3228,63619266.7846,57163569.8609,57486354.7071,63296481.9384,2.0,20838011385200.0,0.111103979461,0.00137388660449,573,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,59988540.7754,3254646.97452,59988540.7754,62289923.7214,57687157.8293,57917296.1239,62059785.4268,2.0,10592726928700.0,0.111103979461,0.000686866977231,603,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,44027745.8894,1443572.09656,44027745.8894,45048505.508,43006986.2708,43109062.2327,44946429.5462,2.0,2083900397980.0,0.111103979461,0.000686939667721,541,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,42247102.3272,3784189.55875,42247102.3272,44922928.4255,39571276.2289,39838858.8387,44655345.8156,2.0,14320090616500.0,0.111103979461,0.000681961844042,594,0.0555560781178,1.21719856843e-13,0.110483870968
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,42054329.9804,4367527.37523,42054329.9804,45142638.2044,38966021.7563,39274852.5787,44833807.382,2.0,19075295373400.0,0.111136071887,0.000343569045251,491,0.0555560781178,1.21719856843e-13,0.0556451612903
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,38140256.6403,2990315.84707,38140256.6403,40254729.2536,36025784.0269,36237231.2883,40043281.9923,2.0,8941988865210.0,0.111103979461,0.00136392368808,665,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,37836368.803,2884082.5302,37836368.803,39875723.1176,35797014.4884,36000949.9199,39671787.6862,2.0,8317932041000.0,0.111103979461,0.00137380664495,612,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,30105323.0728,776287.829533,30105323.0728,30654241.4612,29556404.6844,29611296.5232,30599349.6224,2.0,602622794281.0,0.111103979461,0.00137387933544,562,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,29734075.5594,4170040.67701,29734075.5594,32682739.5999,26785411.5189,27080277.9229,32387873.1959,2.0,17389239248000.0,0.111103979461,0.00137388660449,633,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,19474649.5166,543214.081313,19474649.5166,19858759.8772,19090539.1561,19128950.1921,19820348.8411,2.0,295081538137.0,0.111103979461,0.00137388660449,583,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,13062373.5811,1019621.32782,13062373.5811,13783354.7362,12341392.4259,12413490.5415,13711256.6207,2.0,1039627652160.0,0.111103979461,0.00136392368808,654,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,3709032.22496,4002575.3538,3709032.22496,6539280.39984,878784.050076,1161808.86756,6256255.58235,2.0,16020609462800.0,0.111103979461,0.000686939667721,551,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-331730.715723,3769782.71173,-331730.715723,2333908.20334,-2997369.63479,-2730805.74288,2067344.31144,2.0,14211261693700.0,0.111103979461,0.00136393090446,675,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-890845.283916,975682.474077,-890845.283916,-200933.590211,-1580756.97762,-1511765.80825,-269924.759582,2.0,951956290221.0,0.111103979461,0.00137388660449,622,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-5447229.22591,5951173.7879,-5447229.22591,-1239113.88447,-9655344.56735,-9234533.03321,-1659925.41862,2.0,35416469453700.0,0.111103979461,0.00137388660449,572,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-13486528.3307,943350.336701,-13486528.3307,-12819478.9106,-14153577.7508,-14086872.8088,-12886183.8526,2.0,889909857754.0,0.111103979461,0.00137387933544,643,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-24940453.7498,1902754.15471,-24940453.7498,-23595003.3841,-26285904.1155,-26151359.079,-23729548.4207,2.0,3620473373260.0,0.111103979461,0.000686866977231,602,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-26394172.1392,470623.409035,-26394172.1392,-26061391.1353,-26726953.1431,-26693675.0427,-26094669.2357,2.0,221486393132.0,0.111103979461,0.000686939667721,593,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-28198586.1596,991552.582972,-28198586.1596,-27497452.6043,-28899719.7149,-28829606.3594,-27567565.9598,2.0,983176524798.0,0.111103979461,0.00136392368808,664,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-34742279.3272,895409.254971,-34742279.3272,-34109129.3711,-35375429.2834,-35312114.2877,-34172444.3667,2.0,801757733888.0,0.111103979461,0.000686939667721,561,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-35405988.1687,1011747.67996,-35405988.1687,-34690574.5234,-36121401.8141,-36049860.4495,-34762115.8879,2.0,1023633367900.0,0.111103979461,0.000686903322476,611,0.11110627741,1.21719856843e-13,0.0556451612903
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-46365420.9192,4155435.34273,-46365420.9192,-43427084.4096,-49303757.4288,-49009923.7779,-43720918.0605,2.0,17267642887600.0,0.111103979461,0.00137388660449,632,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47553442.3821,752476.511344,-47553442.3821,-47021361.1383,-48085523.626,-48032315.5016,-47074569.2626,2.0,566220900124.0,0.111103979461,0.00137388660449,582,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-59810612.1318,1578432.94126,-59810612.1318,-58694491.4954,-60926732.7682,-60815120.7046,-58806103.559,2.0,2491450550060.0,0.111103979461,0.00137387933544,653,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-65882677.0264,2408276.47546,-65882677.0264,-64179768.3997,-67585585.6532,-67415294.7905,-64350059.2623,2.0,5799795582260.0,0.111103979461,0.00136393090446,674,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-70390421.308,1867808.70274,-70390421.308,-69069681.1083,-71711161.5076,-71579087.4877,-69201755.1283,2.0,3488709350030.0,0.111103979461,0.000686943302245,621,0.111112744118,1.21719856843e-13,0.0556451612903
