smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-htse_capacity
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-548708320.334,2908426.68175,-548708320.334,-546651752.105,-550764888.563,-550559231.74,-546857408.928,2.0,8458945763140.0,0.199998716352,0.200004703116,0.00800013677752,171,2.43433201164e-13,0.2
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-571041935.428,68987.1491294,-571041935.428,-570993154.147,-571090716.709,-571085838.581,-570998032.275,2.0,4759226745.0,0.199998716352,0.199992945326,0.00799966646896,152,2.43433201164e-13,0.2
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-572112020.067,3523709.4162,-572112020.067,-569620381.243,-574603658.89,-574354495.007,-569869545.126,2.0,12416528049800.0,0.0999993581762,0.200004703116,0.00200003419438,210,0.0,0.1
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-584433309.582,2457551.31765,-584433309.582,-582695558.38,-586171060.783,-585997285.663,-582869333.5,2.0,6039558478870.0,0.199998716352,0.100002351558,0.00400006838876,177,2.43433201164e-13,0.2
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-584866230.504,579608.489763,-584866230.504,-584456385.41,-585276075.597,-585235091.088,-584497369.92,2.0,335946001406.0,0.0999993581762,0.0999905937684,0.0019997990401,185,0.0,0.2
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-591715600.712,4618630.1052,-591715600.712,-588449736.045,-594981465.379,-594654878.913,-588776322.512,2.0,21331744048700.0,0.0999993581762,0.199992945326,0.00399983323448,191,0.0,0.2
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-604492122.575,2989387.90032,-604492122.575,-602378306.119,-606605939.031,-606394557.385,-602589687.764,2.0,8936440018600.0,0.199998716352,0.0999905937684,0.0039995980802,146,2.43433201164e-13,0.2
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-607691853.053,1488707.85097,-607691853.053,-606639177.636,-608744528.469,-608639260.927,-606744445.178,2.0,2216251065550.0,0.0999993581762,0.100002351558,0.00100001709719,216,0.0,0.1
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-609005001.789,3310600.9316,-609005001.789,-606664053.42,-611345950.157,-611111855.321,-606898148.257,2.0,10960078528300.0,0.199998716352,0.200004703116,0.00800013677752,158,2.43433201164e-13,0.2
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-626208594.975,35982.264868,-626208594.975,-626183151.672,-626234038.279,-626231493.948,-626185696.002,2.0,1294723385.03,0.0999993581762,0.200004703116,0.00400006838876,197,0.0,0.2
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-644498373.294,1882717.69726,-644498373.294,-643167090.844,-645829655.745,-645696527.5,-643300219.089,2.0,3544625927560.0,0.199998716352,0.200004703116,0.00800013677752,164,2.43433201164e-13,0.2
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-664398623.775,3093061.08643,-664398623.775,-662211499.306,-666585748.244,-666367035.797,-662430211.753,2.0,9567026884390.0,0.0999993581762,0.200004703116,0.00400006838876,203,0.0,0.2
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-681723279.552,1398216.11782,-681723279.552,-680734591.454,-682711967.651,-682613098.841,-680833460.264,2.0,1955008312140.0,0.199998716352,0.200004703116,0.00800013677752,170,2.43433201164e-13,0.2
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-700446493.086,2018837.21602,-700446493.086,-699018959.6,-701874026.571,-701731273.223,-699161712.949,2.0,4075703704800.0,0.199998716352,0.199992945326,0.00399983323448,151,2.43433201164e-13,0.1
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-701292367.394,4354551.84617,-701292367.394,-698213234.254,-704371500.533,-704063587.219,-698521147.568,2.0,18962121781000.0,0.0999993581762,0.200004703116,0.00400006838876,209,0.0,0.2
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-717067958.967,544322.832672,-717067958.967,-716683064.601,-717452853.333,-717414363.897,-716721554.038,2.0,296287346168.0,0.199998716352,0.100002351558,0.00400006838876,176,2.43433201164e-13,0.2
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-729756559.138,268715.648716,-729756559.138,-729566548.48,-729946569.795,-729927568.729,-729585549.546,2.0,72208099864.7,0.0999993581762,0.0999905937684,0.0019997990401,184,0.0,0.2
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-732037792.926,1010579.41993,-732037792.926,-731323205.366,-732752380.487,-732680921.731,-731394664.122,2.0,1021270763990.0,0.0999993581762,0.199992945326,0.00399983323448,190,0.0,0.2
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-736780481.887,3534355.65304,-736780481.887,-734281315.038,-739279648.737,-739029732.052,-734531231.723,2.0,12491669882200.0,0.0999993581762,0.100002351558,0.00200003419438,215,0.0,0.2
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-738154103.642,215495.914768,-738154103.642,-738001725.019,-738306482.265,-738291244.402,-738016962.882,2.0,46438489281.9,0.199998716352,0.200004703116,0.00400006838876,157,2.43433201164e-13,0.1
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-751036878.496,287355.028468,-751036878.496,-750833687.807,-751240069.185,-751219750.116,-750854006.876,2.0,82572912385.9,0.199998716352,0.0999905937684,0.0019997990401,145,2.43433201164e-13,0.1
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-766595195.765,1859752.32285,-766595195.765,-765280152.286,-767910239.244,-767778734.896,-765411656.634,2.0,3458678702340.0,0.0999993581762,0.200004703116,0.00400006838876,196,0.0,0.2
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-776231254.045,1064210.19786,-776231254.045,-775478743.797,-776983764.292,-776908513.267,-775553994.822,2.0,1132543345230.0,0.199998716352,0.200004703116,0.00400006838876,163,2.43433201164e-13,0.1
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-805062030.729,5157820.47958,-805062030.729,-801414900.892,-808709160.566,-808344447.583,-801779613.876,2.0,26603112099600.0,0.0999993581762,0.200004703116,0.00400006838876,202,0.0,0.2
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-815012279.87,3470054.67451,-815012279.87,-812558580.678,-817465979.061,-817220609.142,-812803950.597,2.0,12041279444100.0,0.199998716352,0.200004703116,0.00400006838876,169,2.43433201164e-13,0.1
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-843012848.1,419565.643776,-843012848.1,-842716170.388,-843309525.812,-843279858.041,-842745838.159,2.0,176035329437.0,0.0999993581762,0.200004703116,0.00400006838876,208,0.0,0.2
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-850485567.461,1738016.03427,-850485567.461,-849256604.538,-851714530.385,-851591634.093,-849379500.83,2.0,3020699735390.0,0.199998716352,0.100002351558,0.00200003419438,175,2.43433201164e-13,0.1
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-872338089.854,5309493.51677,-872338089.854,-868583710.984,-876092468.725,-875717030.838,-868959148.871,2.0,28190721404600.0,0.0999993581762,0.199992945326,0.00399983323448,189,0.0,0.2
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-877870747.241,3170828.51053,-877870747.241,-875628632.899,-880112861.583,-879888650.149,-875852844.333,2.0,10054153443200.0,0.0999993581762,0.0999905937684,0.0019997990401,183,0.0,0.2
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-877990142.392,990277.494711,-877990142.392,-877289910.46,-878690374.323,-878620351.13,-877359933.653,2.0,980649516531.0,0.0999993581762,0.100002351558,0.00200003419438,214,0.0,0.2
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-907609566.885,1078191.36117,-907609566.885,-906847170.462,-908371963.308,-908295723.666,-906923410.104,2.0,1162496611290.0,0.0999993581762,0.200004703116,0.00400006838876,195,0.0,0.2
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-944391249.305,2238665.88946,-944391249.305,-942808273.473,-945974225.136,-945815927.553,-942966571.056,2.0,5011624964610.0,0.0999993581762,0.200004703116,0.00400006838876,201,0.0,0.2
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-978735784.462,313428.326334,-978735784.462,-978514157.167,-978957411.757,-978935249.027,-978536319.896,2.0,98237315748.6,0.199998716352,0.0999905937684,0.0039995980802,149,2.43433201164e-13,0.2
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-986555251.202,1569632.5844,-986555251.202,-985445353.358,-987665149.047,-987554159.262,-985556343.142,2.0,2463746450020.0,0.0999993581762,0.200004703116,0.00400006838876,207,0.0,0.2
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1013024150.49,1942839.4511,-1013024150.49,-1011650355.54,-1014397945.44,-1014260565.95,-1011787735.04,2.0,3774625132740.0,0.0999993581762,0.199992945326,0.00399983323448,188,0.0,0.2
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1020521221.58,4433800.82212,-1020521221.58,-1017386050.96,-1023656392.21,-1023342875.15,-1017699568.02,2.0,19658589730200.0,0.0999993581762,0.0999905937684,0.0019997990401,182,0.0,0.2
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1022506153.96,1238273.49977,-1022506153.96,-1021630562.37,-1023381745.54,-1023294186.39,-1021718121.53,2.0,1533321260240.0,0.0999993581762,0.100002351558,0.00200003419438,213,0.0,0.2
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1047658423.52,235279.903267,-1047658423.52,-1047492055.5,-1047824791.53,-1047808154.73,-1047508692.3,2.0,55356632881.4,0.0999993581762,0.200004703116,0.00400006838876,194,0.0,0.2
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1086191800.54,1034614.62015,-1086191800.54,-1085460217.52,-1086923383.55,-1086850225.25,-1085533375.83,2.0,1070427412230.0,0.0999993581762,0.200004703116,0.00400006838876,200,0.0,0.2
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1089161157.28,0.0,-1089161157.28,-1089161157.28,-1089161157.28,-1089161157.28,-1089161157.28,2.0,0.0,0.100002567295,0.0999905937684,0.000999931608221,1,2.43433201164e-13,0.1
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1122284421.7,390918.308784,-1122284421.7,-1122008000.71,-1122560842.68,-1122533200.58,-1122035642.81,2.0,152817124142.0,0.0999993581762,0.200004703116,0.00400006838876,206,0.0,0.2
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1154267549.96,1424709.28106,-1154267549.96,-1153260128.37,-1155274971.56,-1155174229.4,-1153360870.53,2.0,2029796535550.0,0.0999993581762,0.199992945326,0.00199991661724,187,0.0,0.1
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1163400846.51,3075052.47107,-1163400846.51,-1161226456.05,-1165575236.96,-1165357797.92,-1161443895.1,2.0,9455947699850.0,0.0999993581762,0.0999905937684,0.000999899520049,181,0.0,0.1
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1165059554.38,1769248.87959,-1165059554.38,-1163808506.5,-1166310602.26,-1166185497.48,-1163933611.29,2.0,3130241597940.0,0.0999993581762,0.100002351558,0.00200003419438,212,0.0,0.2
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1193634551.8,1232302.96346,-1193634551.8,-1192763182.01,-1194505921.58,-1194418784.6,-1192850318.99,2.0,1518570593760.0,0.0999993581762,0.200004703116,0.00200003419438,193,0.0,0.1
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1228689871.56,1395362.54571,-1228689871.56,-1227703201.24,-1229676541.88,-1229577874.85,-1227801868.27,2.0,1947036633960.0,0.0999993581762,0.200004703116,0.00200003419438,199,0.0,0.1
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1267788015.8,1368603.59727,-1267788015.8,-1266820266.92,-1268755764.69,-1268658989.8,-1266917041.81,2.0,1873075806450.0,0.0999993581762,0.200004703116,0.00200003419438,205,0.0,0.1
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1301755324.79,545354.567153,-1301755324.79,-1301369700.88,-1302140948.71,-1302102386.31,-1301408263.27,2.0,297411603914.0,0.0999993581762,0.100002351558,0.00100001709719,211,0.0,0.1
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2485809832.83,927678.207394,-2485809832.83,-2485153865.28,-2486465800.38,-2486400203.63,-2485219462.04,2.0,860586856473.0,0.0999993581762,0.0999905937684,0.000999899520049,186,0.0,0.1
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183418657773000.0,639202.85295,-183418657773000.0,-183418657321000.0,-183418658224000.0,-183418658179000.0,-183418657366000.0,2.0,408580287220.0,0.200001925471,0.100002351558,0.00400013257265,69,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183420185836000.0,1134246.54269,-183420185836000.0,-183420185034000.0,-183420186638000.0,-183420186558000.0,-183420185114000.0,2.0,1286515219610.0,0.199998716352,0.100002351558,0.00400006838876,106,2.43433201164e-13,0.2
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183421710923000.0,1860846.75523,-183421710923000.0,-183421709607000.0,-183421712239000.0,-183421712107000.0,-183421709739000.0,2.0,3462750646470.0,0.199998716352,0.100002351558,0.00400006838876,143,2.43433201164e-13,0.2
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183423225478000.0,2378217.89402,-183423225478000.0,-183423223796000.0,-183423227159000.0,-183423226991000.0,-183423223964000.0,2.0,5655920351430.0,0.199998716352,0.100002351558,0.00200003419438,180,0.0,0.1
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183423346668000.0,516203.440324,-183423346668000.0,-183423346303000.0,-183423347033000.0,-183423346996000.0,-183423346339000.0,2.0,266465991802.0,0.100002567295,0.100002351558,0.00200009837827,32,2.43433201164e-13,0.2
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-185510396780000.0,1621224.1107,-185510396780000.0,-185510395634000.0,-185510397926000.0,-185510397812000.0,-185510395748000.0,2.0,2628367617120.0,0.200001925471,0.200004703116,0.0080002651453,63,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-185511927769000.0,983835.958916,-185511927769000.0,-185511927073000.0,-185511928464000.0,-185511928395000.0,-185511927143000.0,2.0,967933194057.0,0.199998716352,0.200004703116,0.00800013677752,100,2.43433201164e-13,0.2
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-185513448634000.0,1733661.22627,-185513448634000.0,-185513447408000.0,-185513449860000.0,-185513449737000.0,-185513447531000.0,2.0,3005581247470.0,0.199998716352,0.200004703116,0.00800013677752,137,2.43433201164e-13,0.2
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-185514967518000.0,2657982.65906,-185514967518000.0,-185514965638000.0,-185514969397000.0,-185514969209000.0,-185514965826000.0,2.0,7064871815880.0,0.199998716352,0.200004703116,0.00400006838876,174,0.0,0.1
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-185515086080000.0,17554.191008,-185515086080000.0,-185515086067000.0,-185515086092000.0,-185515086091000.0,-185515086068000.0,2.0,308149621.945,0.100002567295,0.200004703116,0.00400019675654,26,2.43433201164e-13,0.2
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187602136676000.0,670422.434932,-187602136676000.0,-187602136202000.0,-187602137150000.0,-187602137103000.0,-187602136250000.0,2.0,449466241260.0,0.200001925471,0.200004703116,0.0080002651453,57,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187603665591000.0,1566112.0535,-187603665591000.0,-187603664484000.0,-187603666699000.0,-187603666588000.0,-187603664595000.0,2.0,2452706964110.0,0.199998716352,0.200004703116,0.00800013677752,94,2.43433201164e-13,0.2
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187605189852000.0,2975422.78052,-187605189852000.0,-187605187748000.0,-187605191956000.0,-187605191745000.0,-187605187958000.0,2.0,8853140722820.0,0.199998716352,0.200004703116,0.00800013677752,131,2.43433201164e-13,0.2
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187606702792000.0,127418.167096,-187606702792000.0,-187606702702000.0,-187606702882000.0,-187606702873000.0,-187606702711000.0,2.0,16235389306.1,0.199998716352,0.200004703116,0.00400006838876,168,0.0,0.1
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187606826000000.0,331460.833584,-187606826000000.0,-187606825766000.0,-187606826234000.0,-187606826211000.0,-187606825789000.0,2.0,109866284200.0,0.100002567295,0.200004703116,0.00400019675654,20,2.43433201164e-13,0.2
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189693876828000.0,540502.745015,-189693876828000.0,-189693876445000.0,-189693877210000.0,-189693877172000.0,-189693876484000.0,2.0,292143217369.0,0.200001925471,0.200004703116,0.0080002651453,51,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189695405653000.0,550934.205222,-189695405653000.0,-189695405263000.0,-189695406042000.0,-189695406003000.0,-189695405302000.0,2.0,303528498483.0,0.199998716352,0.200004703116,0.00800013677752,88,2.43433201164e-13,0.2
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189696931487000.0,121744.695837,-189696931487000.0,-189696931401000.0,-189696931573000.0,-189696931564000.0,-189696931409000.0,2.0,14821770964.5,0.199998716352,0.200004703116,0.00800013677752,125,2.43433201164e-13,0.2
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189698446755000.0,499406.273417,-189698446755000.0,-189698446402000.0,-189698447108000.0,-189698447073000.0,-189698446438000.0,2.0,249406625928.0,0.199998716352,0.200004703116,0.00400006838876,162,0.0,0.1
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189698565479000.0,2984.83030591,-189698565479000.0,-189698565477000.0,-189698565481000.0,-189698565481000.0,-189698565477000.0,2.0,8909211.95508,0.100002567295,0.200004703116,0.00400019675654,14,2.43433201164e-13,0.2
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191785617105000.0,138886.334233,-191785617105000.0,-191785617007000.0,-191785617203000.0,-191785617194000.0,-191785617017000.0,2.0,19289413836.6,0.200001925471,0.199992945326,0.00799979482919,45,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191787145009000.0,487127.938686,-191787145009000.0,-191787144665000.0,-191787145354000.0,-191787145319000.0,-191787144699000.0,2.0,237293628648.0,0.199998716352,0.199992945326,0.00799966646896,82,2.43433201164e-13,0.2
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191788669794000.0,1012012.08702,-191788669794000.0,-191788669078000.0,-191788670509000.0,-191788670438000.0,-191788669149000.0,2.0,1024168464280.0,0.199998716352,0.199992945326,0.00799966646896,119,2.43433201164e-13,0.2
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191790183739000.0,2196267.3647,-191790183739000.0,-191790182186000.0,-191790185292000.0,-191790185137000.0,-191790182341000.0,2.0,4823590337230.0,0.199998716352,0.199992945326,0.00399983323448,156,0.0,0.1
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191790304730000.0,376378.222966,-191790304730000.0,-191790304464000.0,-191790304996000.0,-191790304970000.0,-191790304491000.0,2.0,141660566723.0,0.100002567295,0.199992945326,0.00399996159471,8,2.43433201164e-13,0.2
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-193877111330000.0,694753.515234,-193877111330000.0,-193877110839000.0,-193877111821000.0,-193877111772000.0,-193877110888000.0,2.0,482682446930.0,0.200001925471,0.0999905937684,0.00399966225654,39,2.43433201164e-13,0.2
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-193878639911000.0,1345839.49652,-193878639911000.0,-193878638960000.0,-193878640863000.0,-193878640768000.0,-193878639055000.0,2.0,1811283950380.0,0.199998716352,0.0999905937684,0.0039995980802,76,2.43433201164e-13,0.2
