smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3434470909.95,26917431.361,-3430926382.6,-3397054720.85,-3488350957.5,-3475120573.76,-3402155859.43,10.0,724548111077000.0,98,0.12500016534,0.249546279492,0.00779776845205,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3441445608.75,36582843.4287,-3442346649.4,-3391513190.56,-3509184167.41,-3492015800.79,-3394066457.1,10.0,1338304433330000.0,122,0.12500016534,0.249546279492,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3465170702.99,15474667.0078,-3462460220.37,-3445541716.85,-3486374202.71,-3486364877.78,-3446420172.92,10.0,239465319002000.0,42,0.250000425161,0.249546279492,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3549835184.62,18941216.0114,-3551741129.02,-3516237341.8,-3574152780.28,-3570457301.75,-3517824967.74,10.0,358769663991000.0,41,0.250000425161,0.125226860254,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3592140855.6,36108262.4333,-3607399871.58,-3532400602.17,-3633133407.53,-3628522557.46,-3536956600.78,10.0,1303806615950000.0,97,0.12500016534,0.249546279492,0.00779776845205,0.249981948155,2.4762864257000002e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3602986437.48,50452705.689,-3608607511.02,-3533784978.68,-3669222534.36,-3663427601.63,-3538889724.29,10.0,2545475511340000.0,121,0.12500016534,0.125226860254,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3673532362.89,20342940.0262,-3669918698.99,-3642786007.24,-3707689568.24,-3702378078.99,-3646299411.51,10.0,413835208908000.0,73,0.12500016534,0.249546279492,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3733524107.48,25208820.703,-3727158189.89,-3701120548.67,-3781074070.24,-3771136328.11,-3704686649.23,10.0,635484641235000.0,96,0.12500016534,0.125226860254,0.00391306198685,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3777292823.38,17815915.2013,-3778455187.36,-3747437977.27,-3801150756.45,-3800842562.2,-3748882013.14,10.0,317406834459000.0,72,0.12500016534,0.249546279492,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3824286884.46,7431081.52602,-3826568942.39,-3812128043.98,-3834567361.63,-3833713524.03,-3813924566.41,10.0,55220972646400.0,16,0.250000425161,0.125226860254,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3913596399.28,29097782.6174,-3908627047.29,-3879210973.53,-3961737479.4,-3960516331.44,-3882237593.63,10.0,846680953251000.0,71,0.12500016534,0.125226860254,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4017391310.94,11640371.8521,-4017758890.06,-3997910644.61,-4039996195.68,-4034647963.8,-4000784444.52,10.0,135498256856000.0,47,0.12500016534,0.249546279492,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4114517003.82,15184195.8507,-4110588615.92,-4097036537.27,-4152811794.77,-4138674813.0,-4099552282.23,10.0,230559803634000.0,46,0.12500016534,0.125226860254,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4374887639.32,6709649.54274,-4372868642.48,-4365469978.69,-4387116532.08,-4385017938.23,-4367408637.43,10.0,45019396986300.0,21,0.12500016534,0.125226860254,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160955729897.0,6922.59321005,-160955728784.0,-160955716961.0,-160955739714.0,-160955738740.0,-160955720423.0,10.0,47922296.7519,1,0.124999315018,0.125226860254,0.00195651768399,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-562581524584.0,8320913.32618,-562579807111.0,-562569873707.0,-562593500342.0,-562592826431.0,-562570462678.0,10.0,69237598581800.0,27,0.124999315018,0.249546279492,0.00779884159372,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-91987935314200.0,14158301.3862,-91987934534700.0,-91987908562300.0,-91987960825200.0,-91987954623000.0,-91987915347500.0,10.0,200457498143000.0,48,0.12500016534,0.249546279492,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-92321873625700.0,26398286.9169,-92321872833600.0,-92321828206100.0,-92321907884100.0,-92321907871800.0,-92321831262900.0,10.0,696869552147000.0,74,0.12500016534,0.250453720508,0.00782725426312,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-92723478632900.0,19305760.696,-92723474515900.0,-92723450632300.0,-92723516519900.0,-92723507962900.0,-92723454933300.0,10.0,372712396053000.0,100,0.12500016534,0.125226860254,0.00391306198685,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-93286977519400.0,8328367.71534,-93286978592900.0,-93286965160600.0,-93286989670900.0,-93286987714900.0,-93286965373400.0,10.0,69361708801900.0,22,0.12500016534,0.249546279492,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-127379499196000.0,10139173.2549,-127379500430000.0,-127379484183000.0,-127379515855000.0,-127379514658000.0,-127379486630000.0,10.0,102802834293000.0,43,0.250000425161,0.249546279492,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-127713448085000.0,24257365.9647,-127713443547000.0,-127713411081000.0,-127713481048000.0,-127713480665000.0,-127713413053000.0,10.0,588419803544000.0,69,0.250000425161,0.250453720508,0.0156545144424,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-128115065543000.0,44558693.2975,-128115081274000.0,-128114961283000.0,-128115120585000.0,-128115108108000.0,-128114989870000.0,10.0,1985477148380000.0,95,0.250000425161,0.125226860254,0.00782612693135,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-128678544764000.0,6599233.46975,-128678545400000.0,-128678532802000.0,-128678553575000.0,-128678552623000.0,-128678535083000.0,10.0,43549882388300.0,17,0.250000425161,0.249546279492,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-162771098486000.0,8955645.80473,-162771094664000.0,-162771089271000.0,-162771113816000.0,-162771113066000.0,-162771089440000.0,10.0,80203591779700.0,38,0.250000519641,0.249546279492,0.0155978010819,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-163105047767000.0,19417930.2777,-163105045043000.0,-163105014293000.0,-163105075974000.0,-163105073643000.0,-163105021023000.0,10.0,377056016271000.0,64,0.250000519641,0.250453720508,0.0156545203586,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-163506652736000.0,34346231.2301,-163506667583000.0,-163506571461000.0,-163506684454000.0,-163506681652000.0,-163506595973000.0,10.0,1179663599710000.0,90,0.250000519641,0.125226860254,0.007826129889,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-164070142111000.0,10236561.6578,-164070141567000.0,-164070124188000.0,-164070158878000.0,-164070157018000.0,-164070128307000.0,10.0,104787194574000.0,12,0.250000519641,0.249546279492,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198162701695000.0,7874949.2845,-198162702658000.0,-198162683138000.0,-198162711096000.0,-198162710077000.0,-198162689650000.0,10.0,62014826233400.0,33,0.249999574839,0.249546279492,0.0155977421347,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198496625011000.0,36641820.9033,-198496626252000.0,-198496571276000.0,-198496685874000.0,-198496681850000.0,-198496576757000.0,10.0,1342623039110000.0,59,0.249999574839,0.250453720508,0.015654461197,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198898241063000.0,41857983.4609,-198898236088000.0,-198898151008000.0,-198898307012000.0,-198898293829000.0,-198898181920000.0,10.0,1752090779410000.0,85,0.249999574839,0.125226860254,0.00782610031248,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-199461737855000.0,7331694.23381,-199461737987000.0,-199461724723000.0,-199461749116000.0,-199461746667000.0,-199461726907000.0,10.0,53753740338100.0,7,0.249999574839,0.249546279492,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-233554020301000.0,16128359.9036,-233554018773000.0,-233553999162000.0,-233554059277000.0,-233554045655000.0,-233554002173000.0,10.0,260123993180000.0,28,0.124999315018,0.249546279492,0.00779884159372,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-233887957023000.0,19651690.2129,-233887957655000.0,-233887932593000.0,-233887992104000.0,-233887986040000.0,-233887933285000.0,10.0,386188928223000.0,54,0.124999315018,0.250453720508,0.0078272010177,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234289561391000.0,24688769.0472,-234289563143000.0,-234289521689000.0,-234289600540000.0,-234289592560000.0,-234289529992000.0,10.0,609535317065000.0,80,0.124999315018,0.125226860254,0.00391303536798,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234853066611000.0,6996814.03097,-234853067139000.0,-234853052048000.0,-234853076392000.0,-234853074948000.0,-234853055915000.0,10.0,48955406584000.0,2,0.124999315018,0.249546279492,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-326278409918000.0,10538867.733,-326278414593000.0,-326278391523000.0,-326278421908000.0,-326278420524000.0,-326278393312000.0,10.0,111067733094000.0,23,0.12500016534,0.249546279492,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-326680043320000.0,36729845.6675,-326680049619000.0,-326679974312000.0,-326680096857000.0,-326680086754000.0,-326679986936000.0,10.0,1349081562760000.0,49,0.12500016534,0.250453720508,0.00782725426312,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-327013970625000.0,24443112.8698,-327013977211000.0,-327013924405000.0,-327013999220000.0,-327013995639000.0,-327013928979000.0,10.0,597465766765000.0,75,0.12500016534,0.125226860254,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-361669990116000.0,16617776.3814,-361669996940000.0,-361669968126000.0,-361670015078000.0,-361670009843000.0,-361669968273000.0,10.0,276150491863000.0,18,0.250000425161,0.249546279492,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-362071610979000.0,27941277.3706,-362071617958000.0,-362071560092000.0,-362071649307000.0,-362071643806000.0,-362071566270000.0,10.0,780714981099000.0,44,0.250000425161,0.250453720508,0.0156545144424,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-362405553923000.0,29287837.9107,-362405558995000.0,-362405501694000.0,-362405592364000.0,-362405591338000.0,-362405510463000.0,10.0,857777449486000.0,70,0.250000425161,0.125226860254,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397061580218000.0,13722486.6442,-397061581490000.0,-397061555013000.0,-397061597334000.0,-397061596717000.0,-397061560375000.0,10.0,188306639700000.0,13,0.250000519641,0.249546279492,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397463204838000.0,35514969.785,-397463205568000.0,-397463153998000.0,-397463266710000.0,-397463256434000.0,-397463158178000.0,10.0,1261313078830000.0,39,0.250000519641,0.250453720508,0.0156545203586,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397797143490000.0,46134872.5377,-397797148161000.0,-397797060881000.0,-397797220536000.0,-397797207736000.0,-397797073616000.0,10.0,2128426464070000.0,65,0.250000519641,0.125226860254,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-432453183879000.0,16895586.167,-432453188017000.0,-432453153167000.0,-432453208869000.0,-432453205315000.0,-432453157967000.0,10.0,285460831928000.0,8,0.249999574839,0.249546279492,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-432854801008000.0,26426067.6443,-432854792483000.0,-432854773046000.0,-432854838967000.0,-432854838566000.0,-432854773273000.0,10.0,698337051140000.0,34,0.249999574839,0.250453720508,0.015654461197,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-433188738594000.0,41850872.2103,-433188732615000.0,-433188670748000.0,-433188801824000.0,-433188800879000.0,-433188687357000.0,10.0,1751495504760000.0,60,0.249999574839,0.125226860254,0.00782723059849,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-467844505443000.0,16654761.393,-467844507249000.0,-467844478803000.0,-467844526449000.0,-467844524856000.0,-467844479974000.0,10.0,277381077058000.0,3,0.124999315018,0.249546279492,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-468246132327000.0,14219501.3566,-468246133517000.0,-468246111334000.0,-468246154160000.0,-468246153435000.0,-468246114171000.0,10.0,202194218829000.0,29,0.124999315018,0.250453720508,0.0078272010177,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-468580059588000.0,27626813.7856,-468580052791000.0,-468580024180000.0,-468580102245000.0,-468580098999000.0,-468580028409000.0,10.0,763240839942000.0,55,0.124999315018,0.125226860254,0.00391360050885,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-560970525112000.0,25177474.3547,-560970522769000.0,-560970495044000.0,-560970570788000.0,-560970565231000.0,-560970496421000.0,10.0,633905214882000.0,24,0.12500016534,0.250453720508,0.00391306198685,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-561372135520000.0,29356395.8013,-561372127710000.0,-561372106746000.0,-561372187423000.0,-561372183320000.0,-561372106884000.0,10.0,861797974444000.0,50,0.12500016534,0.125226860254,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596362084874000.0,22308318.0018,-596362086756000.0,-596362054502000.0,-596362130802000.0,-596362118815000.0,-596362058355000.0,10.0,497661052068000.0,19,0.250000425161,0.250453720508,0.00782612693135,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596763699160000.0,30573246.906,-596763694704000.0,-596763657058000.0,-596763761692000.0,-596763746833000.0,-596763658847000.0,10.0,934723426375000.0,45,0.250000425161,0.125226860254,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-631753692099000.0,16247814.8585,-631753686171000.0,-631753676405000.0,-631753732741000.0,-631753719797000.0,-631753678048000.0,10.0,263991487676000.0,14,0.250000519641,0.250453720508,0.007826129889,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-632155301521000.0,32239858.1555,-632155302147000.0,-632155256931000.0,-632155357755000.0,-632155345824000.0,-632155262850000.0,10.0,1039408453890000.0,40,0.250000519641,0.125226860254,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-667145264226000.0,20272673.1468,-667145267188000.0,-667145213859000.0,-667145287700000.0,-667145285090000.0,-667145233433000.0,10.0,410981276516000.0,9,0.249999574839,0.250453720508,0.00782610031248,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-667546888015000.0,18158072.1264,-667546891794000.0,-667546857011000.0,-667546912979000.0,-667546909174000.0,-667546857883000.0,10.0,329715583347000.0,35,0.249999574839,0.125226860254,0.00782723059849,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-702536609392000.0,26486565.9666,-702536608639000.0,-702536571775000.0,-702536649690000.0,-702536648548000.0,-702536576139000.0,10.0,701538176702000.0,4,0.124999315018,0.250453720508,0.00391303536798,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-702938239553000.0,27060234.0452,-702938243559000.0,-702938194569000.0,-702938287533000.0,-702938275949000.0,-702938200374000.0,10.0,732256266581000.0,30,0.124999315018,0.125226860254,0.00391360050885,0.250018051845,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-795662622178000.0,36162860.7354,-795662628054000.0,-795662557007000.0,-795662662635000.0,-795662660599000.0,-795662565043000.0,10.0,1307752496570000.0,25,0.12500016534,0.125226860254,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-831054196065000.0,47504215.5312,-831054177102000.0,-831054145330000.0,-831054280995000.0,-831054269258000.0,-831054148280000.0,10.0,2256650493240000.0,20,0.250000425161,0.125226860254,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-866445777058000.0,18965028.6982,-866445781270000.0,-866445742948000.0,-866445806354000.0,-866445801100000.0,-866445751021000.0,10.0,359672313523000.0,15,0.250000519641,0.125226860254,0.0039130649445,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-901837397361000.0,32614090.4472,-901837393292000.0,-901837355310000.0,-901837467329000.0,-901837448880000.0,-901837360705000.0,10.0,1063678895700000.0,10,0.249999574839,0.125226860254,0.00391305015624,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-937228721528000.0,23598304.9643,-937228720382000.0,-937228678198000.0,-937228761622000.0,-937228754351000.0,-937228689560000.0,10.0,556879997186000.0,5,0.124999315018,0.125226860254,0.00195651768399,0.124990974078,2.4762864257000002e-14
