smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,prefix,PointProbability
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1248321523.29,2522947.51734,-1247595469.35,-1246316844.37,-1251778310.09,-1251303610.62,-1246355911.47,4.0,6365264175260.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,146,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1269052205.68,2394136.01034,-1268767491.16,-1266913919.63,-1271759920.76,-1271551280.02,-1266951731.66,4.0,5731887236020.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,154,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1274754053.64,3329718.99454,-1273454846.47,-1272518424.78,-1279588096.83,-1278798841.71,-1272528155.6,4.0,11087028582600.0,0.0714473684211,0.00145797960379,0.142844410537,0.142857142857,137,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1289551927.41,3744417.06304,-1288837792.24,-1285971962.72,-1294560162.45,-1293889859.13,-1286213784.95,4.0,14020659142000.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,162,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1292072569.06,4383871.3915,-1290223757.14,-1289314290.77,-1298528471.18,-1297414046.33,-1289319428.47,4.0,19218328377200.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,145,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1310685560.95,5081556.25453,-1311279939.31,-1304853052.65,-1315329312.53,-1315210011.81,-1305328980.39,4.0,25822213967900.0,0.0714473684211,0.000728898832816,0.0714132926442,0.142857142857,129,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1311237316.93,3619729.88336,-1311374963.24,-1306698891.72,-1315500449.52,-1314956464.21,-1307325464.82,4.0,13102444428500.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,170,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1313441829.94,6909194.86962,-1312530741.76,-1305990293.02,-1322715543.23,-1321204116.25,-1306955067.1,4.0,47736973746400.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,153,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1324482289.04,2320509.93017,-1323853157.74,-1322429803.8,-1327793036.88,-1327248158.93,-1322597202.97,4.0,5384766336030.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,178,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1328175747.31,1858331.48295,-1327693752.12,-1326623141.8,-1330692343.22,-1330356382.23,-1326669905.67,4.0,3453395900510.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,161,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1342442201.45,1468700.45225,-1342819329.89,-1340347706.07,-1343782439.97,-1343644373.7,-1340712049.41,4.0,2157081018440.0,0.142894736842,0.00145816154194,0.0714311178926,0.142857142857,186,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1342761330.43,2224192.87008,-1342713430.31,-1340758029.95,-1344860431.15,-1344807066.92,-1340782654.11,4.0,4947033923330.0,0.142894736842,0.00291595920758,0.142844410537,0.142857142857,203,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1347511239.97,1400050.98946,-1347652162.38,-1345770786.72,-1348969848.39,-1348859916.26,-1345965272.3,4.0,1960142773080.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,169,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1358451205.56,9032288.68818,-1354228931.1,-1353390173.36,-1371956786.69,-1369407669.16,-1353405926.21,4.0,81582238946700.0,0.142894736842,0.00145779766563,0.0714132926442,0.142857142857,195,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1373189357.47,8627953.97581,-1373922414.35,-1363007833.56,-1381904767.63,-1381399922.75,-1363952512.56,4.0,74441589808700.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,211,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1373383639.0,5291688.90593,-1373064469.46,-1367240987.72,-1380164629.37,-1379131101.96,-1368083013.41,4.0,28001971477100.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,177,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1385152003.45,10226682.7067,-1381133261.29,-1378219326.73,-1400122164.51,-1397597057.48,-1378333188.46,4.0,104585039183000.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,219,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1385229337.32,4083780.93409,-1384776851.54,-1380833641.46,-1390530004.74,-1389824463.75,-1381267690.98,4.0,16677266717600.0,0.0714473684211,0.000729080770972,0.0714311178926,0.142857142857,185,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1392282705.81,6959401.5772,-1393257591.93,-1383000237.69,-1399615401.66,-1398859205.71,-1384341365.32,4.0,48433270312700.0,0.142894736842,0.00291595920758,0.142844410537,0.142857142857,202,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1397886138.87,4239547.75187,-1396268449.31,-1394909172.6,-1404098484.27,-1403041702.41,-1394995340.72,4.0,17973765140400.0,0.142763157895,0.00145645531051,0.0714132926442,0.142857142857,261,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1404552723.01,2867130.20733,-1405053758.03,-1400612449.29,-1407490926.7,-1407127568.03,-1401276428.97,4.0,8220435625760.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,210,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1405619689.18,4991853.93137,-1405370223.46,-1399808100.0,-1411930209.81,-1411054071.73,-1400534558.64,4.0,24918605672100.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,227,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1418394116.79,7139283.09619,-1415150091.31,-1414234820.66,-1429041463.88,-1427073702.39,-1414256166.86,4.0,50969363127500.0,0.142763157895,0.00291327416226,0.142844410537,0.142857142857,269,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1419030442.71,1949478.82366,-1418371737.26,-1417511350.87,-1421866945.44,-1421387692.9,-1417595380.14,4.0,3800467683880.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,235,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1420004175.41,5779461.50193,-1420767289.18,-1413392253.69,-1425089869.58,-1425017178.21,-1413922813.33,4.0,33402175252200.0,0.142894736842,0.00145779766563,0.0714132926442,0.142857142857,194,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1431120774.62,6564642.33607,-1433136894.82,-1421828996.89,-1436380311.96,-1436177498.51,-1423241482.46,4.0,43094529000500.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,218,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1434376710.91,4531084.15835,-1434076176.73,-1429211223.33,-1440143266.87,-1439362068.09,-1429812101.59,4.0,20530723650000.0,0.0714473684211,0.00145797960379,0.142844410537,0.142857142857,201,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1438074095.85,3932685.67708,-1437236836.64,-1434525990.7,-1443296719.42,-1442627999.29,-1434692355.31,4.0,15466016634700.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,243,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1444153406.47,17364875.8072,-1437764987.29,-1431954365.1,-1469129286.21,-1465177499.11,-1432073100.69,4.0,301538911801000.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,277,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1450234391.5,7776185.62194,-1452245387.17,-1439921264.68,-1456525526.96,-1456438506.11,-1441214882.94,4.0,60469062826800.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,226,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1458545787.81,6844268.49721,-1457143194.18,-1452556491.4,-1467340271.49,-1466323601.13,-1452731605.58,4.0,46844011261900.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,285,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1460890244.09,9193000.80783,-1458495883.84,-1453061877.85,-1473507330.83,-1471748491.89,-1453384100.64,4.0,84511263852800.0,0.142894736842,0.00145816154194,0.0714311178926,0.142857142857,251,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1465513383.67,3884598.83257,-1467039782.52,-1459857353.85,-1468116615.79,-1468099084.81,-1460790724.14,4.0,15090108090000.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,234,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1467950525.43,12471177.5598,-1468974225.94,-1451763049.0,-1482090600.86,-1480291477.68,-1454176392.48,4.0,155530269728000.0,0.142763157895,0.00291327416226,0.142844410537,0.142857142857,268,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1468367704.37,9721745.09881,-1466974625.44,-1458172478.0,-1481349088.58,-1479477458.25,-1459208260.98,4.0,94512327766300.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,209,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1470546273.1,3691925.60684,-1469664518.23,-1467117152.27,-1475738903.68,-1474910835.49,-1467416167.54,4.0,13630314686500.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,217,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1472511595.71,14001661.1853,-1471389568.77,-1457725391.65,-1489541853.64,-1487749495.52,-1458844533.61,4.0,196046515947000.0,0.142763157895,0.00145645531051,0.0714132926442,0.142857142857,260,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1481395549.85,8040430.34807,-1480866340.59,-1473648757.29,-1490200760.94,-1489593194.95,-1473938797.72,4.0,64648520182200.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,276,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1482159623.62,13988763.0504,-1480033418.27,-1468804776.08,-1499766881.87,-1497811120.34,-1469484814.39,4.0,195685491680000.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,293,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1486146731.75,5415238.48326,-1485886585.8,-1479981463.97,-1492832291.43,-1492030712.85,-1480626954.99,4.0,29324807830600.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,242,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1489032284.95,8945470.40609,-1488915431.92,-1478531305.31,-1499766970.64,-1498543586.01,-1479684578.12,4.0,80021440786300.0,0.0714473684211,0.000728898832816,0.0714132926442,0.142857142857,193,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1491766501.24,5660272.52855,-1490984460.0,-1485807119.5,-1499289965.45,-1498220864.01,-1486406996.2,4.0,32038685097500.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,225,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1494778213.94,6683922.34732,-1494241848.47,-1487373089.89,-1503256068.92,-1502179282.72,-1488128056.81,4.0,44674817945100.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,301,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1503415034.07,9126664.52833,-1500685698.18,-1496149608.67,-1516139131.24,-1514299007.11,-1496352131.27,4.0,83296005412700.0,0.142894736842,0.00291595920758,0.142844410537,0.142857142857,267,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1505017119.45,2550717.82301,-1504658121.54,-1502500473.13,-1508251761.59,-1507879219.19,-1502657616.78,4.0,6506161412600.0,0.142894736842,0.00145816154194,0.0714311178926,0.142857142857,250,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1508296581.66,8315771.25779,-1506782726.33,-1500993916.89,-1518626957.09,-1517544443.89,-1501168116.9,4.0,69152051611900.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,284,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1510927154.2,2449710.09561,-1511004267.53,-1508119492.39,-1513580589.34,-1513379912.99,-1508366436.74,4.0,6001079552550.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,309,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1513141754.37,5351887.2395,-1512404549.2,-1507892512.3,-1519865406.79,-1519114910.65,-1508200685.34,4.0,28642697024300.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,233,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1517033715.3,5695715.91161,-1515828933.85,-1512354681.52,-1524122311.97,-1523378943.4,-1512375181.22,4.0,32441179745800.0,0.142894736842,0.00145779766563,0.0714132926442,0.142857142857,326,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1517613481.13,12954655.26,-1513562353.38,-1507317309.83,-1536011907.92,-1533186686.41,-1507711854.7,4.0,167823092905000.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,292,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1522524897.26,2664533.54893,-1521955170.2,-1520068460.73,-1526120787.91,-1525633648.57,-1520213763.83,4.0,7099739033370.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,275,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1528255117.6,2227456.84062,-1527933444.21,-1526021585.62,-1531131996.36,-1530778278.16,-1526182299.79,4.0,4961563976830.0,0.142763157895,0.00291363770352,0.142862235785,0.142857142857,300,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1530547908.21,5552951.6441,-1529305672.49,-1525448863.52,-1538131424.33,-1537065403.29,-1525769543.13,4.0,30835271961700.0,0.0714473684211,0.00145816154194,0.142862235785,0.142857142857,241,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1533083337.91,6244012.90649,-1531108829.64,-1528181510.53,-1541934181.81,-1540586972.97,-1528344014.41,4.0,38987697176500.0,0.142894736842,0.00145779766563,0.0714132926442,0.142857142857,259,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1533356448.19,8519113.56233,-1530440929.77,-1526714215.19,-1545829718.02,-1543628713.9,-1527165908.26,4.0,72575295887900.0,0.142763157895,0.00145681885176,0.0714311178926,0.142857142857,317,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1538290886.97,19263169.064,-1534683516.28,-1518906061.97,-1564890453.34,-1560568188.57,-1521063904.33,4.0,371069682387000.0,0.142894736842,0.00291595920758,0.142844410537,0.142857142857,334,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1552096430.21,8225602.72646,-1549175007.17,-1545909932.97,-1564125773.51,-1562064848.97,-1546218003.69,4.0,67660540213500.0,0.142894736842,0.00291595920758,0.142844410537,0.142857142857,266,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1555039333.96,21002010.6013,-1553406236.51,-1534184947.9,-1579159914.93,-1577137686.15,-1535227318.21,4.0,441084449295000.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,283,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1555173615.73,5941105.1993,-1557236657.26,-1546526823.26,-1559694325.12,-1559482066.71,-1547976906.59,4.0,35296730989100.0,0.0714473684211,0.000729080770972,0.0714311178926,0.142857142857,249,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1556017443.69,14137867.443,-1555577633.53,-1540766637.71,-1572147870.01,-1570756786.21,-1541893835.41,4.0,199879295836000.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,342,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1557354955.65,5512245.15352,-1556843604.08,-1552380235.63,-1563352378.83,-1562956183.18,-1552469620.33,4.0,30384846632500.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,291,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1561313933.14,7158428.26193,-1560542515.43,-1553824935.45,-1570345766.27,-1569284424.36,-1554423426.74,4.0,51243095181200.0,0.142894736842,0.00291632308389,0.142862235785,0.142857142857,350,9.8243970108e-13
