historical price,hour,Year
0.0,972,2019
0.0,973,2019
0.0,974,2019
0.0,975,2019
0.0,976,2019
0.0,977,2019
0.0,978,2019
-0.72,979,2019
-0.26,980,2019
0.0,981,2019
0.0,982,2019
0.0,983,2019
0.0,984,2019
-0.02,985,2019
-0.03,986,2019
-0.14,987,2019
-0.07,988,2019
-0.15,989,2019
-0.16,990,2019
-0.16,991,2019
-0.34,992,2019
-0.34,993,2019
0.52,994,2019
-0.06,995,2019
0.06,996,2019
0.09,997,2019
0.09,998,2019
0.08,999,2019
0.03,1000,2019
0.08,1001,2019
-0.31,1002,2019
-0.38,1003,2019
-0.48,1004,2019
-0.4,1005,2019
-0.27,1006,2019
0.1,1007,2019
0.17,1008,2019
20.5,1009,2019
19.98,1010,2019
19.78,1011,2019
19.84,1012,2019
19.78,1013,2019
20.38,1014,2019
21.14,1015,2019
22.23,1016,2019
22.07,1017,2019
22.87,1018,2019
23.46,1019,2019
24.05,1020,2019
23.82,1021,2019
23.48,1022,2019
23.0,1023,2019
22.71,1024,2019
24.04,1025,2019
29.44,1026,2019
32.59,1027,2019
30.59,1028,2019
29.6,1029,2019
27.14,1030,2019
25.3,1031,2019
24.38,1032,2019
0.19,1033,2019
0.17,1034,2019
0.14,1035,2019
0.0,1036,2019
0.0,1037,2019
0.13,1038,2019
0.16,1039,2019
-0.09,1040,2019
-0.21,1041,2019
-0.19,1042,2019
-0.03,1043,2019
0.0,1044,2019
0.0,1045,2019
0.0,1046,2019
0.0,1047,2019
0.0,1048,2019
0.0,1049,2019
0.0,1050,2019
-0.7,1051,2019
-0.25,1052,2019
0.0,1053,2019
0.0,1054,2019
0.0,1055,2019
0.0,1056,2019
0.05,1057,2019
0.07,1058,2019
-0.2,1059,2019
0.17,1060,2019
-0.21,1061,2019
-0.21,1062,2019
-0.48,1063,2019
-0.38,1064,2019
-0.36,1065,2019
-0.57,1066,2019
-0.94,1067,2019
-0.85,1068,2019
-0.89,1069,2019
-0.88,1070,2019
-0.87,1071,2019
-0.99,1072,2019
-0.91,1073,2019
-1.34,1074,2019
-1.42,1075,2019
-1.36,1076,2019
-1.55,1077,2019
-1.29,1078,2019
-0.94,1079,2019
-0.44,1080,2019
20.18,1081,2019
20.22,1082,2019
20.15,1083,2019
20.16,1084,2019
20.25,1085,2019
20.73,1086,2019
21.77,1087,2019
22.51,1088,2019
22.46,1089,2019
23.75,1090,2019
24.61,1091,2019
24.8,1092,2019
24.48,1093,2019
24.13,1094,2019
23.64,1095,2019
23.38,1096,2019
24.7,1097,2019
30.35,1098,2019
34.99,1099,2019
32.3,1100,2019
30.53,1101,2019
27.82,1102,2019
26.0,1103,2019
24.95,1104,2019
0.17,1105,2019
0.0,1106,2019
0.04,1107,2019
0.0,1108,2019
0.0,1109,2019
0.0,1110,2019
0.0,1111,2019
0.0,1112,2019
0.0,1113,2019
0.0,1114,2019
0.0,1115,2019
0.0,1116,2019
0.0,1117,2019
0.0,1118,2019
0.0,1119,2019
0.0,1120,2019
0.0,1121,2019
0.0,1122,2019
0.0,1123,2019
0.0,1124,2019
0.0,1125,2019
0.0,1126,2019
0.0,1127,2019
0.0,1128,2019
-0.25,1129,2019
0.48,1130,2019
0.27,1131,2019
0.49,1132,2019
0.26,1133,2019
0.27,1134,2019
0.31,1135,2019
-0.19,1136,2019
-0.18,1137,2019
0.12,1138,2019
0.18,1139,2019
-0.1,1140,2019
-0.23,1141,2019
-0.23,1142,2019
-0.23,1143,2019
-0.32,1144,2019
-0.25,1145,2019
-0.43,1146,2019
0.28,1147,2019
0.1,1148,2019
-0.62,1149,2019
-0.61,1150,2019
-0.24,1151,2019
0.13,1152,2019
20.46,1153,2019
20.34,1154,2019
20.3,1155,2019
20.28,1156,2019
20.4,1157,2019
20.89,1158,2019
21.99,1159,2019
23.2,1160,2019
23.3,1161,2019
24.5,1162,2019
25.24,1163,2019
25.07,1164,2019
24.92,1165,2019
24.56,1166,2019
24.07,1167,2019
23.81,1168,2019
25.15,1169,2019
30.98,1170,2019
36.88,1171,2019
33.48,1172,2019
31.29,1173,2019
28.44,1174,2019
26.47,1175,2019
25.45,1176,2019
0.2,1177,2019
-0.01,1178,2019
0.04,1179,2019
0.01,1180,2019
-0.01,1181,2019
0.01,1182,2019
0.01,1183,2019
0.14,1184,2019
0.29,1185,2019
0.27,1186,2019
0.05,1187,2019
0.0,1188,2019
0.0,1189,2019
0.0,1190,2019
0.0,1191,2019
0.0,1192,2019
0.0,1193,2019
0.0,1194,2019
1.02,1195,2019
0.36,1196,2019
0.0,1197,2019
0.0,1198,2019
0.0,1199,2019
0.0,1200,2019
0.0,1201,2019
0.61,1202,2019
0.42,1203,2019
0.6,1204,2019
0.42,1205,2019
0.42,1206,2019
0.52,1207,2019
0.36,1208,2019
0.37,1209,2019
0.6,1210,2019
0.76,1211,2019
0.17,1212,2019
0.21,1213,2019
0.2,1214,2019
0.2,1215,2019
0.11,1216,2019
0.2,1217,2019
0.2,1218,2019
1.15,1219,2019
0.92,1220,2019
0.14,1221,2019
0.01,1222,2019
0.23,1223,2019
0.63,1224,2019
20.46,1225,2019
20.34,1226,2019
20.3,1227,2019
20.28,1228,2019
20.4,1229,2019
20.9,1230,2019
22.0,1231,2019
23.21,1232,2019
23.31,1233,2019
24.5,1234,2019
25.25,1235,2019
25.07,1236,2019
24.93,1237,2019
24.57,1238,2019
24.07,1239,2019
23.82,1240,2019
25.16,1241,2019
30.98,1242,2019
36.89,1243,2019
33.48,1244,2019
31.3,1245,2019
28.45,1246,2019
26.48,1247,2019
25.46,1248,2019
0.2,1249,2019
-0.01,1250,2019
0.04,1251,2019
0.01,1252,2019
-0.01,1253,2019
0.01,1254,2019
0.01,1255,2019
0.14,1256,2019
0.3,1257,2019
0.27,1258,2019
0.05,1259,2019
0.0,1260,2019
0.0,1261,2019
0.0,1262,2019
0.0,1263,2019
0.0,1264,2019
0.0,1265,2019
0.0,1266,2019
1.03,1267,2019
0.36,1268,2019
0.0,1269,2019
0.0,1270,2019
0.0,1271,2019
0.0,1272,2019
0.0,1273,2019
0.61,1274,2019
0.42,1275,2019
0.6,1276,2019
0.42,1277,2019
0.43,1278,2019
0.53,1279,2019
0.37,1280,2019
0.37,1281,2019
0.6,1282,2019
0.77,1283,2019
0.17,1284,2019
0.22,1285,2019
0.21,1286,2019
0.2,1287,2019
0.12,1288,2019
0.21,1289,2019
0.2,1290,2019
1.15,1291,2019
0.92,1292,2019
0.15,1293,2019
0.02,1294,2019
0.24,1295,2019
0.64,1296,2019
20.13,1297,2019
20.3,1298,2019
20.24,1299,2019
20.24,1300,2019
20.36,1301,2019
20.84,1302,2019
21.85,1303,2019
22.17,1304,2019
22.06,1305,2019
23.51,1306,2019
24.57,1307,2019
24.47,1308,2019
24.06,1309,2019
23.72,1310,2019
23.24,1311,2019
23.01,1312,2019
24.28,1313,2019
29.99,1314,2019
33.98,1315,2019
31.57,1316,2019
30.02,1317,2019
27.41,1318,2019
25.56,1319,2019
24.5,1320,2019
0.14,1321,2019
0.0,1322,2019
0.03,1323,2019
0.0,1324,2019
0.0,1325,2019
0.0,1326,2019
0.0,1327,2019
-0.05,1328,2019
-0.11,1329,2019
-0.1,1330,2019
-0.02,1331,2019
0.0,1332,2019
0.0,1333,2019
0.0,1334,2019
0.0,1335,2019
0.0,1336,2019
0.0,1337,2019
0.0,1338,2019
-0.37,1339,2019
-0.13,1340,2019
0.0,1341,2019
0.0,1342,2019
0.0,1343,2019
0.0,1344,2019
-0.27,1345,2019
0.56,1346,2019
0.37,1347,2019
0.57,1348,2019
0.37,1349,2019
0.38,1350,2019
0.39,1351,2019
-0.48,1352,2019
-0.47,1353,2019
-0.02,1354,2019
0.16,1355,2019
-0.43,1356,2019
-0.65,1357,2019
-0.64,1358,2019
-0.63,1359,2019
-0.69,1360,2019
-0.67,1361,2019
-0.79,1362,2019
-0.36,1363,2019
-0.5,1364,2019
-1.13,1365,2019
-1.02,1366,2019
-0.68,1367,2019
-0.32,1368,2019
20.13,1369,2019
20.3,1370,2019
20.24,1371,2019
20.24,1372,2019
20.36,1373,2019
20.84,1374,2019
21.85,1375,2019
22.17,1376,2019
22.06,1377,2019
23.51,1378,2019
24.57,1379,2019
24.47,1380,2019
24.06,1381,2019
23.72,1382,2019
23.24,1383,2019
23.01,1384,2019
24.28,1385,2019
29.99,1386,2019
33.98,1387,2019
31.57,1388,2019
30.02,1389,2019
27.41,1390,2019
25.56,1391,2019
24.5,1392,2019
0.14,1393,2019
0.0,1394,2019
0.03,1395,2019
0.0,1396,2019
0.0,1397,2019
0.0,1398,2019
0.0,1399,2019
-0.05,1400,2019
-0.11,1401,2019
-0.1,1402,2019
-0.02,1403,2019
0.0,1404,2019
0.0,1405,2019
0.0,1406,2019
0.0,1407,2019
0.0,1408,2019
0.0,1409,2019
0.0,1410,2019
-0.37,1411,2019
-0.13,1412,2019
0.0,1413,2019
0.0,1414,2019
0.0,1415,2019
0.0,1416,2019
-0.27,1417,2019
0.56,1418,2019
0.37,1419,2019
0.57,1420,2019
0.37,1421,2019
0.38,1422,2019
0.39,1423,2019
-0.48,1424,2019
-0.47,1425,2019
-0.02,1426,2019
0.16,1427,2019
-0.43,1428,2019
-0.65,1429,2019
-0.64,1430,2019
-0.63,1431,2019
-0.69,1432,2019
-0.67,1433,2019
-0.79,1434,2019
-0.36,1435,2019
-0.5,1436,2019
-1.13,1437,2019
-1.02,1438,2019
-0.68,1439,2019
-0.32,1440,2019
20.39,1441,2019
20.54,1442,2019
20.31,1443,2019
20.46,1444,2019
20.42,1445,2019
20.9,1446,2019
22.1,1447,2019
23.3,1448,2019
23.48,1449,2019
24.93,1450,2019
25.58,1451,2019
25.03,1452,2019
24.83,1453,2019
24.47,1454,2019
