historical price,hour,Year
20.77,1,2019
20.33,2,2019
20.39,3,2019
20.25,4,2019
20.54,5,2019
21.03,6,2019
21.79,7,2019
22.82,8,2019
22.68,9,2019
24.01,10,2019
24.78,11,2019
25.21,12,2019
24.79,13,2019
24.44,14,2019
23.94,15,2019
23.69,16,2019
25.02,17,2019
31.27,18,2019
34.13,19,2019
32.06,20,2019
31.06,21,2019
28.38,22,2019
26.33,23,2019
24.89,24,2019
0.0,25,2019
0.0,26,2019
0.0,27,2019
0.0,28,2019
0.0,29,2019
0.0,30,2019
0.0,31,2019
-0.07,32,2019
-0.15,33,2019
-0.14,34,2019
-0.03,35,2019
0.0,36,2019
0.0,37,2019
0.0,38,2019
0.0,39,2019
0.0,40,2019
0.0,41,2019
0.0,42,2019
-0.53,43,2019
-0.19,44,2019
0.0,45,2019
0.0,46,2019
0.0,47,2019
0.0,48,2019
0.51,49,2019
0.59,50,2019
0.55,51,2019
0.58,52,2019
0.55,53,2019
0.57,54,2019
0.33,55,2019
0.19,56,2019
0.19,57,2019
0.52,58,2019
0.38,59,2019
0.31,60,2019
0.08,61,2019
0.08,62,2019
0.07,63,2019
-0.01,64,2019
0.07,65,2019
0.49,66,2019
-0.05,67,2019
0.05,68,2019
-0.09,69,2019
-0.05,70,2019
0.09,71,2019
0.07,72,2019
17.61,73,2019
17.45,74,2019
17.4,75,2019
17.42,76,2019
18.1,77,2019
19.05,78,2019
20.86,79,2019
21.8,80,2019
20.51,81,2019
21.63,82,2019
22.17,83,2019
23.49,84,2019
22.98,85,2019
22.67,86,2019
22.18,87,2019
22.16,88,2019
23.43,89,2019
29.18,90,2019
32.25,91,2019
30.04,92,2019
29.72,93,2019
27.12,94,2019
24.39,95,2019
22.79,96,2019
-1.02,97,2019
-0.9,98,2019
-0.96,99,2019
-0.95,100,2019
-0.39,101,2019
0.12,102,2019
0.79,103,2019
0.84,104,2019
-0.4,105,2019
-0.31,106,2019
-0.47,107,2019
-0.49,108,2019
-0.52,109,2019
-0.49,110,2019
-0.51,111,2019
-0.47,112,2019
-0.28,113,2019
0.0,114,2019
-0.08,115,2019
-0.03,116,2019
0.02,117,2019
0.0,118,2019
-0.57,119,2019
-0.44,120,2019
-1.63,121,2019
-1.39,122,2019
-1.48,123,2019
-1.3,124,2019
-1.5,125,2019
-1.53,126,2019
-1.39,127,2019
-1.74,128,2019
-1.73,129,2019
-1.69,130,2019
-1.79,131,2019
-0.92,132,2019
-1.21,133,2019
-1.2,134,2019
-1.18,135,2019
-1.07,136,2019
-1.24,137,2019
-1.6,138,2019
-2.38,139,2019
-2.13,140,2019
-1.45,141,2019
-1.31,142,2019
-1.28,143,2019
-1.59,144,2019
18.77,145,2019
18.48,146,2019
18.42,147,2019
18.95,148,2019
18.94,149,2019
19.47,150,2019
20.69,151,2019
21.82,152,2019
21.79,153,2019
22.59,154,2019
23.44,155,2019
25.2,156,2019
25.05,157,2019
24.69,158,2019
24.19,159,2019
24.05,160,2019
25.28,161,2019
30.14,162,2019
33.45,163,2019
31.16,164,2019
31.77,165,2019
28.81,166,2019
26.6,167,2019
23.84,168,2019
-0.81,169,2019
-0.77,170,2019
-0.7,171,2019
-0.4,172,2019
-0.33,173,2019
-0.25,174,2019
-0.12,175,2019
-0.03,176,2019
0.0,177,2019
0.0,178,2019
0.0,179,2019
0.0,180,2019
0.0,181,2019
0.0,182,2019
0.0,183,2019
0.0,184,2019
0.0,185,2019
0.0,186,2019
0.0,187,2019
0.0,188,2019
0.0,189,2019
0.0,190,2019
0.0,191,2019
0.0,192,2019
-0.68,193,2019
-0.49,194,2019
-0.72,195,2019
-0.32,196,2019
-0.72,197,2019
-0.74,198,2019
-0.65,199,2019
-0.85,200,2019
-0.85,201,2019
-1.04,202,2019
-0.99,203,2019
0.3,204,2019
0.34,205,2019
0.33,206,2019
0.32,207,2019
0.35,208,2019
0.33,209,2019
-0.64,210,2019
-1.26,211,2019
-1.04,212,2019
0.62,213,2019
0.38,214,2019
0.36,215,2019
-0.98,216,2019
19.32,217,2019
19.29,218,2019
19.03,219,2019
19.25,220,2019
19.17,221,2019
19.62,222,2019
20.89,223,2019
21.58,224,2019
21.46,225,2019
22.68,226,2019
23.32,227,2019
24.62,228,2019
24.08,229,2019
23.74,230,2019
23.25,231,2019
23.22,232,2019
24.3,233,2019
29.95,234,2019
32.82,235,2019
30.67,236,2019
30.4,237,2019
27.67,238,2019
25.58,239,2019
23.73,240,2019
0.0,241,2019
0.0,242,2019
0.0,243,2019
0.0,244,2019
0.0,245,2019
0.0,246,2019
0.0,247,2019
-0.05,248,2019
-0.11,249,2019
-0.1,250,2019
-0.02,251,2019
0.0,252,2019
0.0,253,2019
0.0,254,2019
0.0,255,2019
0.0,256,2019
0.0,257,2019
0.0,258,2019
-0.39,259,2019
-0.14,260,2019
0.0,261,2019
0.0,262,2019
0.0,263,2019
0.0,264,2019
-0.94,265,2019
-0.45,266,2019
-0.81,267,2019
-0.42,268,2019
-0.82,269,2019
-0.84,270,2019
-0.57,271,2019
-1.07,272,2019
-1.07,273,2019
-0.85,274,2019
-1.09,275,2019
-0.28,276,2019
-0.63,277,2019
-0.62,278,2019
-0.62,279,2019
-0.48,280,2019
-0.65,281,2019
-0.83,282,2019
-1.5,283,2019
-1.39,284,2019
-0.75,285,2019
-0.76,286,2019
-0.66,287,2019
-1.09,288,2019
19.23,289,2019
19.16,290,2019
18.91,291,2019
19.13,292,2019
19.05,293,2019
19.49,294,2019
20.76,295,2019
21.49,296,2019
21.37,297,2019
22.57,298,2019
23.2,299,2019
24.49,300,2019
23.9,301,2019
23.55,302,2019
23.07,303,2019
23.07,304,2019
24.11,305,2019
29.84,306,2019
32.66,307,2019
30.52,308,2019
30.16,309,2019
27.46,310,2019
25.38,311,2019
23.62,312,2019
0.0,313,2019
0.0,314,2019
0.0,315,2019
0.0,316,2019
0.0,317,2019
0.0,318,2019
0.0,319,2019
-0.05,320,2019
-0.12,321,2019
-0.11,322,2019
-0.02,323,2019
0.0,324,2019
0.0,325,2019
0.0,326,2019
0.0,327,2019
0.0,328,2019
0.0,329,2019
0.0,330,2019
-0.4,331,2019
-0.14,332,2019
0.0,333,2019
0.0,334,2019
0.0,335,2019
0.0,336,2019
-1.03,337,2019
-0.58,338,2019
-0.93,339,2019
-0.54,340,2019
-0.94,341,2019
-0.97,342,2019
-0.7,343,2019
-1.16,344,2019
-1.15,345,2019
-0.95,346,2019
-1.21,347,2019
-0.41,348,2019
-0.81,349,2019
-0.81,350,2019
-0.8,351,2019
-0.63,352,2019
-0.84,353,2019
-0.94,354,2019
-1.65,355,2019
-1.54,356,2019
-0.99,357,2019
-0.97,358,2019
-0.86,359,2019
-1.2,360,2019
18.3,361,2019
18.01,362,2019
18.1,363,2019
18.07,364,2019
18.23,365,2019
18.66,366,2019
19.76,367,2019
20.68,368,2019
20.64,369,2019
21.61,370,2019
22.46,371,2019
23.91,372,2019
23.24,373,2019
22.91,374,2019
22.44,375,2019
22.45,376,2019
23.45,377,2019
28.88,378,2019
31.82,379,2019
29.59,380,2019
29.45,381,2019
26.84,382,2019
24.68,383,2019
23.06,384,2019
0.0,385,2019
0.0,386,2019
0.0,387,2019
0.0,388,2019
0.0,389,2019
0.0,390,2019
0.0,391,2019
0.0,392,2019
0.0,393,2019
0.0,394,2019
0.0,395,2019
0.0,396,2019
0.0,397,2019
0.0,398,2019
0.0,399,2019
0.0,400,2019
0.0,401,2019
0.0,402,2019
0.0,403,2019
0.0,404,2019
0.0,405,2019
0.0,406,2019
0.0,407,2019
0.0,408,2019
-1.96,409,2019
-1.73,410,2019
-1.74,411,2019
-1.6,412,2019
-1.76,413,2019
-1.8,414,2019
-1.7,415,2019
-2.02,416,2019
-2.0,417,2019
-2.02,418,2019
-1.97,419,2019
-0.99,420,2019
-1.47,421,2019
-1.45,422,2019
-1.43,423,2019
-1.25,424,2019
-1.5,425,2019
-1.9,426,2019
-2.89,427,2019
-2.61,428,2019
-1.7,429,2019
-1.59,430,2019
-1.56,431,2019
-1.76,432,2019
18.3,433,2019
18.01,434,2019
18.1,435,2019
18.07,436,2019
18.23,437,2019
18.66,438,2019
19.76,439,2019
20.68,440,2019
20.64,441,2019
21.61,442,2019
22.46,443,2019
23.91,444,2019
23.24,445,2019
22.91,446,2019
22.44,447,2019
22.45,448,2019
23.45,449,2019
28.88,450,2019
31.82,451,2019
29.59,452,2019
29.45,453,2019
26.84,454,2019
24.68,455,2019
23.06,456,2019
0.0,457,2019
0.0,458,2019
0.0,459,2019
0.0,460,2019
0.0,461,2019
0.0,462,2019
0.0,463,2019
0.0,464,2019
0.0,465,2019
0.0,466,2019
0.0,467,2019
0.0,468,2019
0.0,469,2019
0.0,470,2019
0.0,471,2019
0.0,472,2019
0.0,473,2019
0.0,474,2019
0.0,475,2019
0.0,476,2019
0.0,477,2019
0.0,478,2019
0.0,479,2019
0.0,480,2019
-1.96,481,2019
-1.73,482,2019
-1.74,483,2019
-1.6,484,2019
-1.76,485,2019
-1.8,486,2019
-1.7,487,2019
-2.02,488,2019
-2.0,489,2019
-2.02,490,2019
-1.97,491,2019
-0.99,492,2019
-1.47,493,2019
-1.45,494,2019
-1.43,495,2019
-1.25,496,2019
-1.5,497,2019
-1.9,498,2019
-2.89,499,2019
-2.61,500,2019
-1.7,501,2019
-1.59,502,2019
-1.56,503,2019
-1.76,504,2019
20.37,505,2019
20.05,506,2019
19.99,507,2019
19.96,508,2019
20.1,509,2019
20.61,510,2019
21.56,511,2019
22.67,512,2019
22.49,513,2019
23.67,514,2019
24.54,515,2019
24.9,516,2019
24.58,517,2019
24.23,518,2019
23.74,519,2019
23.5,520,2019
24.81,521,2019
30.58,522,2019
33.83,523,2019
31.79,524,2019
30.65,525,2019
27.94,526,2019
26.11,527,2019
24.86,528,2019
0.05,529,2019
0.05,530,2019
0.04,531,2019
0.0,532,2019
0.0,533,2019
0.03,534,2019
0.04,535,2019
-0.11,536,2019
-0.23,537,2019
-0.21,538,2019
-0.04,539,2019
0.0,540,2019
0.0,541,2019
0.0,542,2019
0.0,543,2019
0.0,544,2019
0.0,545,2019
0.0,546,2019
-0.83,547,2019
-0.28,548,2019
0.0,549,2019
0.0,550,2019
0.0,551,2019
0.0,552,2019
0.06,553,2019
0.26,554,2019
0.11,555,2019
0.29,556,2019
0.11,557,2019
0.12,558,2019
0.06,559,2019
0.08,560,2019
0.08,561,2019
0.25,562,2019
0.15,563,2019
0.0,564,2019
-0.13,565,2019
-0.13,566,2019
-0.13,567,2019
-0.2,568,2019
-0.14,569,2019
-0.2,570,2019
-0.05,571,2019
-0.13,572,2019
-0.5,573,2019
-0.49,574,2019
-0.13,575,2019
0.04,576,2019
18.96,577,2019
18.68,578,2019
18.7,579,2019
18.86,580,2019
18.84,581,2019
19.28,582,2019
20.39,583,2019
20.93,584,2019
20.8,585,2019
22.04,586,2019
22.67,587,2019
23.52,588,2019
22.93,589,2019
22.6,590,2019
22.14,591,2019
22.09,592,2019
23.14,593,2019
29.09,594,2019
32.3,595,2019
30.18,596,2019
28.69,597,2019
26.25,598,2019
24.35,599,2019
23.02,600,2019
0.0,601,2019
0.0,602,2019
0.0,603,2019
0.0,604,2019
0.0,605,2019
0.0,606,2019
0.0,607,2019
-0.06,608,2019
-0.14,609,2019
-0.13,610,2019
-0.02,611,2019
0.0,612,2019
0.0,613,2019
0.0,614,2019
0.0,615,2019
0.0,616,2019
0.0,617,2019
0.0,618,2019
-0.49,619,2019
-0.18,620,2019
0.0,621,2019
0.0,622,2019
0.0,623,2019
0.0,624,2019
-1.3,625,2019
-1.06,626,2019
-1.14,627,2019
-0.81,628,2019
-1.15,629,2019
-1.18,630,2019
-1.07,631,2019
-1.71,632,2019
-1.7,633,2019
-1.46,634,2019
-1.74,635,2019
-1.38,636,2019
-1.78,637,2019
-1.76,638,2019
-1.73,639,2019
-1.61,640,2019
-1.81,641,2019
-1.69,642,2019
-1.92,643,2019
-1.84,644,2019
-2.46,645,2019
-2.18,646,2019
-1.89,647,2019
-1.8,648,2019
18.96,649,2019
18.7,650,2019
18.7,651,2019
18.85,652,2019
18.83,653,2019
19.28,654,2019
20.39,655,2019
20.93,656,2019
20.8,657,2019
22.04,658,2019
22.67,659,2019
23.52,660,2019
22.93,661,2019
22.6,662,2019
22.14,663,2019
22.09,664,2019
23.14,665,2019
29.09,666,2019
32.32,667,2019
30.2,668,2019
28.69,669,2019
26.25,670,2019
24.35,671,2019
23.02,672,2019
0.0,673,2019
0.0,674,2019
0.0,675,2019
0.0,676,2019
0.0,677,2019
0.0,678,2019
0.0,679,2019
-0.06,680,2019
-0.14,681,2019
-0.13,682,2019
-0.02,683,2019
0.0,684,2019
0.0,685,2019
0.0,686,2019
0.0,687,2019
0.0,688,2019
0.0,689,2019
0.0,690,2019
-0.49,691,2019
-0.18,692,2019
0.0,693,2019
0.0,694,2019
0.0,695,2019
0.0,696,2019
-1.3,697,2019
-1.04,698,2019
-1.14,699,2019
-0.82,700,2019
-1.16,701,2019
-1.18,702,2019
-1.07,703,2019
-1.71,704,2019
-1.7,705,2019
-1.46,706,2019
-1.74,707,2019
-1.38,708,2019
-1.78,709,2019
-1.76,710,2019
-1.73,711,2019
-1.61,712,2019
-1.81,713,2019
-1.69,714,2019
-1.9,715,2019
-1.82,716,2019
-2.46,717,2019
-2.18,718,2019
-1.89,719,2019
-1.8,720,2019
23.58,721,2019
22.89,722,2019
22.44,723,2019
19.6,724,2019
19.84,725,2019
22.75,726,2019
24.33,727,2019
22.26,728,2019
22.09,729,2019
23.96,730,2019
24.34,731,2019
24.96,732,2019
24.8,733,2019
24.45,734,2019
23.95,735,2019
23.73,736,2019
25.03,737,2019
30.47,738,2019
33.61,739,2019
31.46,740,2019
30.75,741,2019
28.16,742,2019
26.34,743,2019
24.99,744,2019
3.34,745,2019
3.18,746,2019
2.74,747,2019
0.0,748,2019
0.0,749,2019
2.45,750,2019
3.03,751,2019
-0.1,752,2019
-0.21,753,2019
-0.19,754,2019
-0.03,755,2019
0.0,756,2019
0.0,757,2019
0.0,758,2019
0.0,759,2019
0.0,760,2019
0.0,761,2019
0.0,762,2019
-0.72,763,2019
-0.26,764,2019
0.0,765,2019
0.0,766,2019
0.0,767,2019
0.0,768,2019
-0.02,769,2019
-0.03,770,2019
-0.14,771,2019
-0.07,772,2019
-0.15,773,2019
-0.16,774,2019
-0.16,775,2019
-0.34,776,2019
-0.34,777,2019
0.52,778,2019
-0.06,779,2019
0.06,780,2019
0.09,781,2019
0.09,782,2019
0.08,783,2019
0.03,784,2019
0.08,785,2019
-0.31,786,2019
-0.38,787,2019
-0.48,788,2019
-0.4,789,2019
-0.27,790,2019
0.1,791,2019
0.17,792,2019
23.58,793,2019
22.89,794,2019
22.44,795,2019
19.6,796,2019
19.84,797,2019
22.75,798,2019
24.33,799,2019
22.26,800,2019
22.09,801,2019
23.96,802,2019
24.34,803,2019
24.96,804,2019
24.8,805,2019
24.45,806,2019
23.95,807,2019
23.73,808,2019
25.03,809,2019
30.47,810,2019
33.61,811,2019
31.46,812,2019
30.75,813,2019
28.16,814,2019
26.34,815,2019
24.99,816,2019
3.34,817,2019
3.18,818,2019
2.74,819,2019
0.0,820,2019
0.0,821,2019
2.45,822,2019
3.03,823,2019
-0.1,824,2019
-0.21,825,2019
-0.19,826,2019
-0.03,827,2019
0.0,828,2019
0.0,829,2019
0.0,830,2019
0.0,831,2019
0.0,832,2019
0.0,833,2019
0.0,834,2019
-0.72,835,2019
-0.26,836,2019
0.0,837,2019
0.0,838,2019
0.0,839,2019
0.0,840,2019
-0.02,841,2019
-0.03,842,2019
-0.14,843,2019
-0.07,844,2019
-0.15,845,2019
-0.16,846,2019
-0.16,847,2019
-0.34,848,2019
-0.34,849,2019
0.52,850,2019
-0.06,851,2019
0.06,852,2019
0.09,853,2019
0.09,854,2019
0.08,855,2019
0.03,856,2019
0.08,857,2019
-0.31,858,2019
-0.38,859,2019
-0.48,860,2019
-0.4,861,2019
-0.27,862,2019
0.1,863,2019
0.17,864,2019
23.58,865,2019
22.89,866,2019
22.44,867,2019
19.6,868,2019
19.84,869,2019
22.75,870,2019
24.33,871,2019
22.26,872,2019
22.09,873,2019
23.96,874,2019
24.34,875,2019
24.96,876,2019
24.8,877,2019
24.45,878,2019
23.95,879,2019
23.73,880,2019
25.03,881,2019
30.47,882,2019
33.61,883,2019
31.46,884,2019
30.75,885,2019
28.16,886,2019
26.34,887,2019
24.99,888,2019
3.34,889,2019
3.18,890,2019
2.74,891,2019
0.0,892,2019
0.0,893,2019
2.45,894,2019
3.03,895,2019
-0.1,896,2019
-0.21,897,2019
-0.19,898,2019
-0.03,899,2019
0.0,900,2019
0.0,901,2019
0.0,902,2019
0.0,903,2019
0.0,904,2019
0.0,905,2019
0.0,906,2019
-0.72,907,2019
-0.26,908,2019
0.0,909,2019
0.0,910,2019
0.0,911,2019
0.0,912,2019
-0.02,913,2019
-0.03,914,2019
-0.14,915,2019
-0.07,916,2019
-0.15,917,2019
-0.16,918,2019
-0.16,919,2019
-0.34,920,2019
-0.34,921,2019
0.52,922,2019
-0.06,923,2019
0.06,924,2019
0.09,925,2019
0.09,926,2019
0.08,927,2019
0.03,928,2019
0.08,929,2019
-0.31,930,2019
-0.38,931,2019
-0.48,932,2019
-0.4,933,2019
-0.27,934,2019
0.1,935,2019
0.17,936,2019
23.58,937,2019
22.89,938,2019
22.44,939,2019
19.6,940,2019
19.84,941,2019
22.75,942,2019
24.33,943,2019
22.26,944,2019
22.09,945,2019
23.96,946,2019
24.34,947,2019
24.96,948,2019
24.8,949,2019
24.45,950,2019
23.95,951,2019
23.73,952,2019
25.03,953,2019
30.47,954,2019
33.61,955,2019
31.46,956,2019
30.75,957,2019
28.16,958,2019
26.34,959,2019
24.99,960,2019
3.34,961,2019
3.18,962,2019
2.74,963,2019
0.0,964,2019
0.0,965,2019
2.45,966,2019
3.03,967,2019
-0.1,968,2019
-0.21,969,2019
-0.19,970,2019
-0.03,971,2019
