npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1411921098.52,12522448.5613,1411921098.52,1420775806.82,1403066390.23,1403951861.06,1419890335.99,2.0,156811717971000.0,0.125002383522,0.00195296360913,1.21200144652e-13,105,0.124987287705,0.125
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159463879000.0,3196925.92427,-235159463879000.0,-235159461618000.0,-235159466139000.0,-235159465913000.0,-235159461844000.0,2.0,10220335365200.0,0.124992849434,0.0039056293083,1.21200144652e-13,6,0.124987287705,0.25
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159522140000.0,1917177.51098,-235159522140000.0,-235159520784000.0,-235159523495000.0,-235159523360000.0,-235159520920000.0,2.0,3675569608590.0,0.249995232956,0.00781155652656,1.21200144652e-13,31,0.124987287705,0.25
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159579598000.0,2402529.99292,-235159579598000.0,-235159577899000.0,-235159581297000.0,-235159581127000.0,-235159578069000.0,2.0,5772150366900.0,0.250004767044,0.00781185443652,1.21200144652e-13,56,0.124987287705,0.25
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159632026000.0,620916.497065,-235159632026000.0,-235159631587000.0,-235159632465000.0,-235159632421000.0,-235159631631000.0,2.0,385537296327.0,0.250004767044,0.00781185443652,1.21200144652e-13,81,0.124987287705,0.25
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159691200000.0,156577.770247,-235159691200000.0,-235159691090000.0,-235159691311000.0,-235159691300000.0,-235159691101000.0,2.0,24516598135.6,0.125002383522,0.00390592721826,1.21200144652e-13,106,0.124987287705,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935028882000.0,8433925.18099,-240935028882000.0,-240935022918000.0,-240935034846000.0,-240935034249000.0,-240935023515000.0,2.0,71131093958600.0,0.124992849434,0.00781205308962,1.21200144652e-13,12,0.25,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935089403000.0,1166289.48423,-240935089403000.0,-240935088579000.0,-240935090228000.0,-240935090145000.0,-240935088661000.0,2.0,1360231161020.0,0.249995232956,0.0156247020597,1.21200144652e-13,37,0.25,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935135075000.0,3003589.49526,-240935135075000.0,-240935132952000.0,-240935137199000.0,-240935136987000.0,-240935133164000.0,2.0,9021549856040.0,0.250004767044,0.0156252979403,1.21200144652e-13,62,0.25,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935191208000.0,2521772.94497,-240935191208000.0,-240935189425000.0,-240935192992000.0,-240935192813000.0,-240935189604000.0,2.0,6359338785980.0,0.250004767044,0.0156252979403,1.21200144652e-13,87,0.25,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935254484000.0,8032484.53044,-240935254484000.0,-240935248804000.0,-240935260164000.0,-240935259596000.0,-240935249372000.0,2.0,64520807731800.0,0.125002383522,0.00781264897013,1.21200144652e-13,112,0.25,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658061665000.0,4156461.56203,-246658061665000.0,-246658058726000.0,-246658064604000.0,-246658064310000.0,-246658059019000.0,2.0,17276172716600.0,0.124992849434,0.00781284756262,1.21200144652e-13,18,0.250025424591,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658130265000.0,10823502.5466,-246658130265000.0,-246658122612000.0,-246658137918000.0,-246658137153000.0,-246658123377000.0,2.0,117148207376000.0,0.249995232956,0.0156262910664,1.21200144652e-13,43,0.250025424591,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658189280000.0,207796.784778,-246658189280000.0,-246658189133000.0,-246658189426000.0,-246658189412000.0,-246658189147000.0,2.0,43179503763.9,0.250004767044,0.0156268870075,1.21200144652e-13,68,0.250025424591,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658239180000.0,2517653.56183,-246658239180000.0,-246658237399000.0,-246658240960000.0,-246658240782000.0,-246658237577000.0,2.0,6338579457410.0,0.250004767044,0.0156268870075,1.21200144652e-13,93,0.250025424591,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658285894000.0,666228.60671,-246658285894000.0,-246658285422000.0,-246658286365000.0,-246658286318000.0,-246658285470000.0,2.0,443860556399.0,0.125002383522,0.00781344350374,1.21200144652e-13,118,0.250025424591,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381104391000.0,16652852.5122,-252381104391000.0,-252381092616000.0,-252381116166000.0,-252381114989000.0,-252381093793000.0,2.0,277317496794000.0,0.124992849434,0.00390602654481,1.21200144652e-13,24,0.25,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381149739000.0,3028980.48443,-252381149739000.0,-252381147597000.0,-252381151880000.0,-252381151666000.0,-252381147811000.0,2.0,9174722775080.0,0.249995232956,0.00781235102987,1.21200144652e-13,49,0.25,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381212109000.0,4017544.73381,-252381212109000.0,-252381209268000.0,-252381214950000.0,-252381214665000.0,-252381209552000.0,2.0,16140665688200.0,0.250004767044,0.00781264897013,1.21200144652e-13,74,0.25,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381278617000.0,8324673.80245,-252381278617000.0,-252381272731000.0,-252381284504000.0,-252381283915000.0,-252381273320000.0,2.0,69300193917100.0,0.250004767044,0.00781264897013,1.21200144652e-13,99,0.25,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381322649000.0,10787099.6288,-252381322649000.0,-252381315022000.0,-252381330277000.0,-252381329514000.0,-252381315784000.0,2.0,116361518402000.0,0.125002383522,0.00390632448506,1.21200144652e-13,124,0.25,0.125
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041325255000.0,2718652.73025,-499041325255000.0,-499041323333000.0,-499041327178000.0,-499041326986000.0,-499041323525000.0,2.0,7391072667690.0,0.124992849434,0.0039056293083,1.21200144652e-13,11,0.124987287705,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041376754000.0,6455543.90999,-499041376754000.0,-499041372189000.0,-499041381319000.0,-499041380862000.0,-499041372646000.0,2.0,41674047173800.0,0.249995232956,0.00781155652656,1.21200144652e-13,36,0.124987287705,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041423419000.0,7420734.32487,-499041423419000.0,-499041418172000.0,-499041428667000.0,-499041428142000.0,-499041418697000.0,2.0,55067297920300.0,0.250004767044,0.00781185443652,1.21200144652e-13,61,0.124987287705,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041489883000.0,3805398.99926,-499041489883000.0,-499041487193000.0,-499041492574000.0,-499041492305000.0,-499041487462000.0,2.0,14481061543600.0,0.250004767044,0.00781185443652,1.21200144652e-13,86,0.124987287705,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041545685000.0,5047478.24333,-499041545685000.0,-499041542116000.0,-499041549254000.0,-499041548897000.0,-499041542473000.0,2.0,25477036616900.0,0.125002383522,0.00390592721826,1.21200144652e-13,111,0.124987287705,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504816877462000.0,3314805.17669,-504816877462000.0,-504816875118000.0,-504816879806000.0,-504816879572000.0,-504816875352000.0,2.0,10987933359400.0,0.124992849434,0.00781205308962,1.21200144652e-13,17,0.25,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504816933091000.0,15272181.8417,-504816933091000.0,-504816922292000.0,-504816943890000.0,-504816942810000.0,-504816923372000.0,2.0,233239538205000.0,0.249995232956,0.0156247020597,1.21200144652e-13,42,0.25,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504816983324000.0,9602408.22094,-504816983324000.0,-504816976534000.0,-504816990113000.0,-504816989434000.0,-504816977213000.0,2.0,92206243641600.0,0.250004767044,0.0156252979403,1.21200144652e-13,67,0.25,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817040002000.0,247286.068954,-504817040002000.0,-504817039827000.0,-504817040177000.0,-504817040160000.0,-504817039845000.0,2.0,61150399898.5,0.250004767044,0.0156252979403,1.21200144652e-13,92,0.25,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817092272000.0,5632209.89879,-504817092272000.0,-504817088290000.0,-504817096255000.0,-504817095857000.0,-504817088688000.0,2.0,31721788344000.0,0.125002383522,0.00781264897013,1.21200144652e-13,117,0.25,0.25
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510539909903000.0,1428992.35926,-510539909903000.0,-510539908892000.0,-510539910913000.0,-510539910812000.0,-510539908993000.0,2.0,2042019162840.0,0.124992849434,0.00390642378131,1.21200144652e-13,23,0.250025424591,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510539957250000.0,11928189.6835,-510539957250000.0,-510539948816000.0,-510539965685000.0,-510539964841000.0,-510539949659000.0,2.0,142281709126000.0,0.249995232956,0.00781314553318,1.21200144652e-13,48,0.250025424591,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540032558000.0,589104.315406,-510540032558000.0,-510540032141000.0,-510540032974000.0,-510540032933000.0,-510540032183000.0,2.0,347043894430.0,0.250004767044,0.00781344350374,1.21200144652e-13,73,0.250025424591,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540087399000.0,4107305.08959,-510540087399000.0,-510540084494000.0,-510540090303000.0,-510540090013000.0,-510540084785000.0,2.0,16869955099000.0,0.250004767044,0.00781344350374,1.21200144652e-13,98,0.250025424591,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540142661000.0,3501437.5705,-510540142661000.0,-510540140185000.0,-510540145137000.0,-510540144889000.0,-510540140432000.0,2.0,12260065060100.0,0.125002383522,0.00390672175187,1.21200144652e-13,123,0.250025424591,0.125
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923157278000.0,267592.540525,-762923157278000.0,-762923157089000.0,-762923157467000.0,-762923157448000.0,-762923157108000.0,2.0,71605767744.5,0.124992849434,0.0039056293083,1.21200144652e-13,16,0.124987287705,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923210574000.0,5262410.19957,-762923210574000.0,-762923206853000.0,-762923214295000.0,-762923213923000.0,-762923207225000.0,2.0,27692961108500.0,0.249995232956,0.00781155652656,1.21200144652e-13,41,0.124987287705,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923283291000.0,308659.004279,-762923283291000.0,-762923283073000.0,-762923283509000.0,-762923283488000.0,-762923283095000.0,2.0,95270380922.5,0.250004767044,0.00781185443652,1.21200144652e-13,66,0.124987287705,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923343302000.0,7976236.97023,-762923343302000.0,-762923337662000.0,-762923348942000.0,-762923348378000.0,-762923338226000.0,2.0,63620356205300.0,0.250004767044,0.00781185443652,1.21200144652e-13,91,0.124987287705,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923392293000.0,7285415.7421,-762923392293000.0,-762923387141000.0,-762923397444000.0,-762923396929000.0,-762923387656000.0,2.0,53077282535200.0,0.125002383522,0.00390592721826,1.21200144652e-13,116,0.124987287705,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698728507000.0,3981059.43812,-768698728507000.0,-768698725692000.0,-768698731322000.0,-768698731040000.0,-768698725973000.0,2.0,15848834249800.0,0.124992849434,0.00390602654481,1.21200144652e-13,22,0.25,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698762303000.0,12864865.222,-768698762303000.0,-768698753206000.0,-768698771400000.0,-768698770490000.0,-768698754116000.0,2.0,165504757179000.0,0.249995232956,0.00781235102987,1.21200144652e-13,47,0.25,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698828950000.0,9743004.1626,-768698828950000.0,-768698822061000.0,-768698835839000.0,-768698835150000.0,-768698822750000.0,2.0,94926130112400.0,0.250004767044,0.00781264897013,1.21200144652e-13,72,0.25,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698885976000.0,2069588.23467,-768698885976000.0,-768698884512000.0,-768698887439000.0,-768698887293000.0,-768698884659000.0,2.0,4283195461090.0,0.250004767044,0.00781264897013,1.21200144652e-13,97,0.25,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768698936061000.0,11003268.9114,-768698936061000.0,-768698928280000.0,-768698943841000.0,-768698943063000.0,-768698929058000.0,2.0,121071926738000.0,0.125002383522,0.00390632448506,1.21200144652e-13,122,0.25,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805015670000.0,3692161.94705,-1026805015670000.0,-1026805013060000.0,-1026805018280000.0,-1026805018020000.0,-1026805013320000.0,2.0,13632059843300.0,0.124992849434,0.00195281465415,1.21200144652e-13,21,0.124987287705,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805056390000.0,2821351.37235,-1026805056390000.0,-1026805054390000.0,-1026805058380000.0,-1026805058180000.0,-1026805054590000.0,2.0,7960023566270.0,0.249995232956,0.00390577826328,1.21200144652e-13,46,0.124987287705,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805121480000.0,14403648.6369,-1026805121480000.0,-1026805111290000.0,-1026805131660000.0,-1026805130640000.0,-1026805112310000.0,2.0,207465094056000.0,0.250004767044,0.00390592721826,1.21200144652e-13,71,0.124987287705,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805175690000.0,17096525.7782,-1026805175690000.0,-1026805163600000.0,-1026805187780000.0,-1026805186570000.0,-1026805164810000.0,2.0,292291193685000.0,0.250004767044,0.00390592721826,1.21200144652e-13,96,0.124987287705,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805239650000.0,16611455.0341,-1026805239650000.0,-1026805227900000.0,-1026805251400000.0,-1026805250220000.0,-1026805229080000.0,2.0,275940438351000.0,0.125002383522,0.00195296360913,1.21200144652e-13,121,0.124987287705,0.125
