smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3776647087.09,17230679.5079,-3776647087.09,-3764463156.77,-3788831017.42,-3787612624.39,-3765681549.8,2.0,296896316305000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,151
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3790565574.09,10930414.9736,-3790565574.09,-3782836603.55,-3798294544.64,-3797521647.59,-3783609500.6,2.0,119473971494000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,23
960.0,-292.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3806618149.09,15053928.0499,-3806618149.09,-3795973414.48,-3817262883.69,-3816198410.23,-3797037887.94,2.0,226620749730000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,112
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3867007753.43,32496898.3017,-3867007753.43,-3844028976.27,-3889986530.58,-3887688652.87,-3846326853.98,2.0,1056048399230000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,40
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3892108730.98,6948895.67577,-3892108730.98,-3887195119.73,-3897022342.24,-3896530981.11,-3887686480.85,2.0,48287151112700.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,79
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3913901470.26,36771857.6798,-3913901470.26,-3887899840.34,-3939903100.18,-3937302937.19,-3890500003.33,2.0,1352169517230000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,168
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3924689003.57,18002276.7961,-3924689003.57,-3911959471.57,-3937418535.57,-3936145582.37,-3913232424.77,2.0,324081969845000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,15
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3929426103.83,44175353.9812,-3929426103.83,-3898189411.47,-3960662796.19,-3957539126.96,-3901313080.7,2.0,1951461899370000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,104
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3938734741.11,4886112.48243,-3938734741.11,-3935279737.84,-3942189744.38,-3941844244.05,-3935625238.17,2.0,23874095190900.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,143
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4005302813.86,42115293.9162,-4005302813.86,-3975522803.94,-4035082823.78,-4032104822.79,-3978500804.93,2.0,1773697981650000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,32
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4006605836.44,3313604.62502,-4006605836.44,-4004262764.14,-4008948908.74,-4008714601.51,-4004497071.37,2.0,10979975611000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,71
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4038414877.9,3961093.23085,-4038414877.9,-4035613962.02,-4041215793.79,-4040935702.2,-4035894053.61,2.0,15690259583500.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,160
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4042624761.45,1763130.83431,-4042624761.45,-4041378039.68,-4043871483.22,-4043746811.04,-4041502711.86,2.0,3108630338910.0,0.142859493254,9.835748238069999e-14,0.0714534883721,0.00145825844858,0.142857142857,135
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4090983104.5,13523113.6829,-4090983104.5,-4081420819.12,-4100545389.89,-4099589161.35,-4082377047.65,2.0,182874603681000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,96
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4109337558.88,44655445.7823,-4109337558.88,-4077761390.35,-4140913727.4,-4137756110.55,-4080919007.2,2.0,1994108838010000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,7
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4127677729.27,7191052.72074,-4127677729.27,-4122592887.12,-4132762571.41,-4132254087.2,-4123101371.34,2.0,51711239232400.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,24
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4162274850.32,40256616.071,-4162274850.32,-4133809124.11,-4190740576.53,-4187894003.91,-4136655696.73,2.0,1620595137490000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,88
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4173306566.77,9643465.05477,-4173306566.77,-4166487607.24,-4180125526.3,-4179443630.35,-4167169503.19,2.0,92996418262600.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,152
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4283992973.17,6956988.40719,-4283992973.17,-4279073639.49,-4288912306.85,-4288420373.48,-4279565572.86,2.0,48399687697800.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,80
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4331877538.84,342147.037262,-4331877538.84,-4331635604.35,-4332119473.33,-4332095279.88,-4331659797.8,2.0,117064595107.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,144
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4357226027.02,1515026.43096,-4357226027.02,-4356154741.56,-4358297312.49,-4358190183.94,-4356261870.11,2.0,2295305086510.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,16
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4433708350.54,25415380.6418,-4433708350.54,-4415736962.54,-4451679738.54,-4449882599.74,-4417534101.34,2.0,645941573166000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000364517961013,0.0714285714286,8
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4445048598.35,21867723.4674,-4445048598.35,-4429585782.8,-4460511413.9,-4458965132.35,-4431132064.35,2.0,478197329645000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.000729082573159,0.0714285714286,72
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4478289924.34,22326284.803,-4478289924.34,-4462502856.95,-4494076991.72,-4492498284.98,-4464081563.69,2.0,498462993102000.0,0.142859493254,9.835748238069999e-14,0.0714534883721,0.000729129224292,0.0714285714286,136
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-25178281769.9,26983310.8393,-25178281769.9,-25159201687.8,-25197361851.9,-25195453843.7,-25161109696.0,2.0,728099063849000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,46
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-25234489280.0,11937602.8297,-25234489280.0,-25226048120.1,-25242930439.9,-25242086323.9,-25226892236.1,2.0,142506361319000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,110
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-47466103366.6,17636555.6276,-47466103366.6,-47453632438.5,-47478574294.6,-47477327201.8,-47454879531.3,2.0,311048094405000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,28
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-47507532952.7,16605651.7888,-47507532952.7,-47495790983.7,-47519274921.7,-47518100724.8,-47496965180.6,2.0,275747671332000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,92
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-47534544360.2,15577614.9913,-47534544360.2,-47523529323.0,-47545559397.4,-47544457893.7,-47524630826.7,2.0,242662088817000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,156
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-69737322011.5,459941.490303,-69737322011.5,-69736996783.8,-69737647239.3,-69737614716.5,-69737029306.6,2.0,211546174502.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,10
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-69776249290.6,1973532.25834,-69776249290.6,-69774853792.6,-69777644788.7,-69777505238.9,-69774993342.4,2.0,3894829574710.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,74
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-69811093015.7,9217265.57511,-69811093015.7,-69804575424.7,-69817610606.7,-69816958847.6,-69805227183.8,2.0,84957984682100.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,138
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196259862638000.0,12465421.4189,-196259862638000.0,-196259853823000.0,-196259871452000.0,-196259870571000.0,-196259854705000.0,2.0,155386731150000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,54
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196259889462000.0,20644886.6011,-196259889462000.0,-196259874863000.0,-196259904060000.0,-196259902600000.0,-196259876323000.0,2.0,426211342774000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,118
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196282176713000.0,11704805.5694,-196282176713000.0,-196282168437000.0,-196282184990000.0,-196282184162000.0,-196282169264000.0,2.0,137002473419000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,36
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196282194503000.0,27343572.3598,-196282194503000.0,-196282175168000.0,-196282213838000.0,-196282211904000.0,-196282177102000.0,2.0,747670949397000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,100
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196282229636000.0,18755437.7081,-196282229636000.0,-196282216374000.0,-196282242898000.0,-196282241572000.0,-196282217700000.0,2.0,351766443621000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,164
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196304430103000.0,14518358.2169,-196304430103000.0,-196304419836000.0,-196304440369000.0,-196304439342000.0,-196304420863000.0,2.0,210782725315000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,18
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196304462819000.0,11597059.1793,-196304462819000.0,-196304454619000.0,-196304471019000.0,-196304470199000.0,-196304455439000.0,2.0,134491781608000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,82
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196304482904000.0,2654548.24143,-196304482904000.0,-196304481027000.0,-196304484781000.0,-196304484593000.0,-196304481214000.0,2.0,7046626366060.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,146
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196328536784000.0,2499182.51849,-196328536784000.0,-196328535017000.0,-196328538551000.0,-196328538374000.0,-196328535193000.0,2.0,6245913260750.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,63
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196328599555000.0,18830335.8946,-196328599555000.0,-196328586240000.0,-196328612870000.0,-196328611539000.0,-196328587572000.0,2.0,354581549905000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,127
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196350875352000.0,6043242.98316,-196350875352000.0,-196350871079000.0,-196350879625000.0,-196350879198000.0,-196350871506000.0,2.0,36520785753500.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,45
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196350915336000.0,9843597.46055,-196350915336000.0,-196350908375000.0,-196350922296000.0,-196350921600000.0,-196350909071000.0,2.0,96896410965300.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,109
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196373182484000.0,2898479.1329,-196373182484000.0,-196373180435000.0,-196373184534000.0,-196373184329000.0,-196373180640000.0,2.0,8401181283850.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,27
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196373219944000.0,8807233.08002,-196373219944000.0,-196373213717000.0,-196373226172000.0,-196373225549000.0,-196373214340000.0,2.0,77567354525900.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,91
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196373249531000.0,835238.662093,-196373249531000.0,-196373248941000.0,-196373250122000.0,-196373250063000.0,-196373249000000.0,2.0,697623622655.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,155
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196395448622000.0,2112901.64071,-196395448622000.0,-196395447128000.0,-196395450116000.0,-196395449967000.0,-196395447278000.0,2.0,4464353343310.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,9
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196395495481000.0,17188039.4936,-196395495481000.0,-196395483327000.0,-196395507634000.0,-196395506419000.0,-196395484542000.0,2.0,295428701635000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,73
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-196395526075000.0,5756890.59037,-196395526075000.0,-196395522005000.0,-196395530146000.0,-196395529739000.0,-196395522412000.0,2.0,33141789269500.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,137
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392585592360000.0,39653177.8718,-392585592360000.0,-392585564321000.0,-392585620399000.0,-392585617596000.0,-392585567125000.0,2.0,1572374515330000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,53
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392585597679000.0,14549879.4683,-392585597679000.0,-392585587391000.0,-392585607967000.0,-392585606939000.0,-392585588420000.0,2.0,211698992543000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,117
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392607886309000.0,28895147.469,-392607886309000.0,-392607865877000.0,-392607906741000.0,-392607904698000.0,-392607867921000.0,2.0,834929547258000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,35
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392607904205000.0,13431976.2184,-392607904205000.0,-392607894707000.0,-392607913703000.0,-392607912753000.0,-392607895657000.0,2.0,180417985131000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,99
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392607931306000.0,161125.196054,-392607931306000.0,-392607931192000.0,-392607931420000.0,-392607931408000.0,-392607931203000.0,2.0,25961328803.5,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,163
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392630129883000.0,7604959.02009,-392630129883000.0,-392630124506000.0,-392630135261000.0,-392630134723000.0,-392630125043000.0,2.0,57835401697200.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,17
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392630166042000.0,830837.121254,-392630166042000.0,-392630165454000.0,-392630166629000.0,-392630166571000.0,-392630165513000.0,2.0,690290322053.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,81
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392630203230000.0,3798051.05495,-392630203230000.0,-392630200544000.0,-392630205916000.0,-392630205647000.0,-392630200813000.0,2.0,14425191816000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,145
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392654301830000.0,21794389.7902,-392654301830000.0,-392654286419000.0,-392654317241000.0,-392654315700000.0,-392654287960000.0,2.0,474995426329000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,62
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392654339430000.0,19972613.9771,-392654339430000.0,-392654325308000.0,-392654353553000.0,-392654352141000.0,-392654326720000.0,2.0,398905309079000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,126
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392676615887000.0,1397425.9635,-392676615887000.0,-392676614899000.0,-392676616875000.0,-392676616777000.0,-392676614998000.0,2.0,1952799323480.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,44
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392676683461000.0,55557404.4582,-392676683461000.0,-392676644176000.0,-392676722746000.0,-392676718817000.0,-392676648104000.0,2.0,3086625190130000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,108
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392676718423000.0,51568121.545,-392676718423000.0,-392676681959000.0,-392676754887000.0,-392676751240000.0,-392676685605000.0,2.0,2659271159680000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,172
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392698922155000.0,2525515.17503,-392698922155000.0,-392698920369000.0,-392698923941000.0,-392698923762000.0,-392698920547000.0,2.0,6378226899280.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,26
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392698951310000.0,1612718.45581,-392698951310000.0,-392698950169000.0,-392698952450000.0,-392698952336000.0,-392698950284000.0,2.0,2600860817720.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,90
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392698959258000.0,951883.50495,-392698959258000.0,-392698958585000.0,-392698959931000.0,-392698959864000.0,-392698958652000.0,2.0,906082206997.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,154
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588911330816000.0,25425915.0327,-588911330816000.0,-588911312837000.0,-588911348795000.0,-588911346997000.0,-588911314635000.0,2.0,646477155250000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,52
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588911385669000.0,13138999.2073,-588911385669000.0,-588911376378000.0,-588911394960000.0,-588911394030000.0,-588911377307000.0,2.0,172633300170000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,116
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588933573367000.0,1502739.53068,-588933573367000.0,-588933572304000.0,-588933574429000.0,-588933574323000.0,-588933572410000.0,2.0,2258226097060.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,34
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588933629171000.0,19022449.9791,-588933629171000.0,-588933615720000.0,-588933642622000.0,-588933641276000.0,-588933617065000.0,2.0,361853603207000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,98
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588933649888000.0,4954493.83419,-588933649888000.0,-588933646385000.0,-588933653391000.0,-588933653041000.0,-588933646735000.0,2.0,24547009153000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,162
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588980055023000.0,13035152.4448,-588980055023000.0,-588980045805000.0,-588980064240000.0,-588980063318000.0,-588980046727000.0,2.0,169915199258000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,61
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-588980125166000.0,67209413.6125,-588980125166000.0,-588980077642000.0,-588980172690000.0,-588980167938000.0,-588980082394000.0,2.0,4517105278140000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,125
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589002330758000.0,21975484.6099,-589002330758000.0,-589002315219000.0,-589002346297000.0,-589002344743000.0,-589002316773000.0,2.0,482921923839000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,43
