smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154295663000.0,5250860.49418,-219154295663000.0,-219154291950000.0,-219154299376000.0,-219154299004000.0,-219154292321000.0,2.0,27571535929400.0,0.003913383159,0.25,1.83230531396e-13,124,0.125001398296,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726937335000.0,826343.789116,-219726937335000.0,-219726936751000.0,-219726937919000.0,-219726937861000.0,-219726936809000.0,2.0,682844057810.0,0.00391394826849,0.125018050542,1.83230531396e-13,106,0.125001398296,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067879112000.0,1775843.06258,-220067879112000.0,-220067877857000.0,-220067880368000.0,-220067880242000.0,-220067877982000.0,2.0,3153618582920.0,0.00779840846903,0.25,1.83230531396e-13,112,0.125001398296,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619135426000.0,6976828.24399,-223619135426000.0,-223619130493000.0,-223619140360000.0,-223619139866000.0,-223619130986000.0,2.0,48676132346200.0,0.0155946083013,0.249963898917,1.83230531396e-13,93,0.250003495741,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029023340000.0,1462709.79595,-224029023340000.0,-224029022305000.0,-224029024374000.0,-224029024270000.0,-224029022409000.0,2.0,2139519947170.0,0.00782678820604,0.25,1.83230531396e-13,99,0.250003495741,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601664727000.0,371566.89165,-224601664727000.0,-224601664465000.0,-224601664990000.0,-224601664964000.0,-224601664491000.0,2.0,138061954970.0,0.00782791842816,0.125018050542,1.83230531396e-13,81,0.250003495741,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942609068000.0,739014.996785,-224942609068000.0,-224942608546000.0,-224942609591000.0,-224942609539000.0,-224942608598000.0,2.0,546143165473.0,0.0155968605555,0.25,1.83230531396e-13,87,0.250003495741,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493887788000.0,9094789.54308,-228493887788000.0,-228493881357000.0,-228493894219000.0,-228493893576000.0,-228493882000000.0,2.0,82715196832900.0,0.0155946083013,0.249963898917,1.83230531396e-13,68,0.250003495741,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903781236000.0,1933088.14276,-228903781236000.0,-228903779869000.0,-228903782603000.0,-228903782467000.0,-228903780006000.0,2.0,3736829767670.0,0.00782678820604,0.25,1.83230531396e-13,74,0.250003495741,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476423531000.0,4431836.58608,-229476423531000.0,-229476420397000.0,-229476426664000.0,-229476426351000.0,-229476420710000.0,2.0,19641175525700.0,0.00782791842816,0.125018050542,1.83230531396e-13,56,0.250003495741,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817366667000.0,1539625.38027,-229817366667000.0,-229817365578000.0,-229817367755000.0,-229817367647000.0,-229817365687000.0,2.0,2370446311570.0,0.0155968605555,0.25,1.83230531396e-13,62,0.250003495741,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368619220000.0,2885400.44168,-233368619220000.0,-233368617180000.0,-233368621260000.0,-233368621056000.0,-233368617384000.0,2.0,8325535708840.0,0.0155941721897,0.249963898917,1.83230531396e-13,43,0.249996504259,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778517811000.0,9358765.80694,-233778517811000.0,-233778511194000.0,-233778524429000.0,-233778523767000.0,-233778511855000.0,2.0,87586497429200.0,0.00782656932572,0.25,1.83230531396e-13,49,0.249996504259,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351154168000.0,1226535.95426,-234351154168000.0,-234351153301000.0,-234351155035000.0,-234351154949000.0,-234351153387000.0,2.0,1504390447090.0,0.00782769951624,0.125018050542,1.83230531396e-13,31,0.249996504259,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692090736000.0,259400.421203,-234692090736000.0,-234692090552000.0,-234692090919000.0,-234692090901000.0,-234692090570000.0,2.0,67288578520.1,0.015596424381,0.25,1.83230531396e-13,37,0.249996504259,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243105769000.0,13159097.7895,-238243105769000.0,-238243096464000.0,-238243115074000.0,-238243114144000.0,-238243097395000.0,2.0,173161854634000.0,0.00779688984465,0.249963898917,1.83230531396e-13,18,0.124995105963,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238652995919000.0,7574070.91651,-238652995919000.0,-238652990564000.0,-238653001275000.0,-238653000740000.0,-238652991099000.0,2.0,57366550248300.0,0.00391318616671,0.25,1.83230531396e-13,24,0.124995105963,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225637555000.0,1584016.7485,-239225637555000.0,-239225636434000.0,-239225638675000.0,-239225638563000.0,-239225636546000.0,2.0,2509109059520.0,0.00391375124775,0.125018050542,1.83230531396e-13,6,0.124995105963,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566579702000.0,3732476.31436,-239566579702000.0,-239566577063000.0,-239566582342000.0,-239566582078000.0,-239566577327000.0,2.0,13931379437200.0,0.00779801591193,0.25,1.83230531396e-13,12,0.124995105963,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541090715000.0,3655501.0679,-457541090715000.0,-457541088130000.0,-457541093299000.0,-457541093041000.0,-457541088388000.0,2.0,13362688057500.0,0.00779840846903,0.25,1.83230531396e-13,117,0.125001398296,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950986378000.0,8112352.41815,-457950986378000.0,-457950980642000.0,-457950992114000.0,-457950991541000.0,-457950981215000.0,2.0,65810261756300.0,0.00391281804952,0.249963898917,1.83230531396e-13,123,0.125001398296,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933530305000.0,465102.623112,-458933530305000.0,-458933529976000.0,-458933530634000.0,-458933530601000.0,-458933530009000.0,2.0,216320450025.0,0.0038997672965,0.125018050542,1.83230531396e-13,111,0.125001398296,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415818124000.0,763199.219847,-462415818124000.0,-462415817585000.0,-462415818664000.0,-462415818610000.0,-462415817639000.0,2.0,582473049175.0,0.0155968605555,0.25,1.83230531396e-13,92,0.250003495741,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825726242000.0,11200023.7156,-462825726242000.0,-462825718323000.0,-462825734162000.0,-462825733370000.0,-462825719115000.0,2.0,125440531230000.0,0.00782565798392,0.249963898917,1.83230531396e-13,98,0.250003495741,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808263514000.0,3755392.71706,-463808263514000.0,-463808260858000.0,-463808266169000.0,-463808265904000.0,-463808261124000.0,2.0,14102974459300.0,0.00779955640487,0.125018050542,1.83230531396e-13,86,0.250003495741,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290572682000.0,5656247.15413,-467290572682000.0,-467290568682000.0,-467290576681000.0,-467290576281000.0,-467290569082000.0,2.0,31993131868600.0,0.0155968605555,0.25,1.83230531396e-13,67,0.250003495741,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700477317000.0,1611538.95751,-467700477317000.0,-467700476178000.0,-467700478457000.0,-467700478343000.0,-467700476292000.0,2.0,2597057811570.0,0.00782565798392,0.249963898917,1.83230531396e-13,73,0.250003495741,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683014985000.0,3587091.40364,-468683014985000.0,-468683012449000.0,-468683017521000.0,-468683017268000.0,-468683012702000.0,2.0,12867224738100.0,0.00779955640487,0.125018050542,1.83230531396e-13,61,0.250003495741,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165306172000.0,4463636.9237,-472165306172000.0,-472165303016000.0,-472165309328000.0,-472165309012000.0,-472165303331000.0,2.0,19924054586600.0,0.015596424381,0.25,1.83230531396e-13,42,0.249996504259,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575207537000.0,5852391.90191,-472575207537000.0,-472575203399000.0,-472575211675000.0,-472575211261000.0,-472575203812000.0,2.0,34250490973500.0,0.0078254391352,0.249963898917,1.83230531396e-13,48,0.249996504259,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557749235000.0,4136635.21596,-473557749235000.0,-473557746310000.0,-473557752160000.0,-473557751868000.0,-473557746603000.0,2.0,17111750909900.0,0.0077993382861,0.125018050542,1.83230531396e-13,36,0.249996504259,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039794612000.0,3206386.2175,-477039794612000.0,-477039792345000.0,-477039796879000.0,-477039796653000.0,-477039792572000.0,2.0,10280912575800.0,0.00779801591193,0.25,1.83230531396e-13,17,0.124995105963,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449695141000.0,284135.215282,-477449695141000.0,-477449694940000.0,-477449695342000.0,-477449695322000.0,-477449694960000.0,2.0,80732820563.5,0.00391262108568,0.249963898917,1.83230531396e-13,23,0.124995105963,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432235261000.0,1675422.03352,-478432235261000.0,-478432234077000.0,-478432236446000.0,-478432236327000.0,-478432234195000.0,2.0,2807038990400.0,0.00389957098961,0.125018050542,1.83230531396e-13,11,0.124995105963,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406742931000.0,1437981.18906,-696406742931000.0,-696406741915000.0,-696406743948000.0,-696406743846000.0,-696406742016000.0,2.0,2067789900080.0,0.0038997672965,0.125018050542,1.83230531396e-13,116,0.125001398296,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747684092000.0,6468221.71586,-696747684092000.0,-696747679518000.0,-696747688666000.0,-696747688208000.0,-696747679976000.0,2.0,41837892165500.0,0.003913383159,0.25,1.83230531396e-13,122,0.125001398296,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281470926000.0,1984636.42598,-701281470926000.0,-701281469523000.0,-701281472329000.0,-701281472189000.0,-701281469663000.0,2.0,3938781743330.0,0.00779955640487,0.125018050542,1.83230531396e-13,91,0.250003495741,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622410562000.0,1347325.94546,-701622410562000.0,-701622409609000.0,-701622411515000.0,-701622411420000.0,-701622409705000.0,2.0,1815287203300.0,0.00782678820604,0.25,1.83230531396e-13,97,0.250003495741,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156230609000.0,1446113.88931,-706156230609000.0,-706156229586000.0,-706156231631000.0,-706156231529000.0,-706156229688000.0,2.0,2091245380860.0,0.00779955640487,0.125018050542,1.83230531396e-13,66,0.250003495741,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497165011000.0,3511076.14303,-706497165011000.0,-706497162529000.0,-706497167494000.0,-706497167246000.0,-706497162777000.0,2.0,12327655682200.0,0.00782678820604,0.25,1.83230531396e-13,72,0.250003495741,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030961562000.0,1274609.11701,-711030961562000.0,-711030960661000.0,-711030962463000.0,-711030962373000.0,-711030960751000.0,2.0,1624628401170.0,0.0077993382861,0.125018050542,1.83230531396e-13,41,0.249996504259,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371898396000.0,7429950.22433,-711371898396000.0,-711371893142000.0,-711371903650000.0,-711371903124000.0,-711371893668000.0,2.0,55204160336000.0,0.00782656932572,0.25,1.83230531396e-13,47,0.249996504259,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905442531000.0,2906827.85428,-715905442531000.0,-715905440475000.0,-715905444586000.0,-715905444381000.0,-715905440681000.0,2.0,8449648174390.0,0.00389957098961,0.125018050542,1.83230531396e-13,16,0.124995105963,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246371426000.0,826511.572296,-716246371426000.0,-716246370841000.0,-716246372010000.0,-716246371952000.0,-716246370900000.0,2.0,683121379140.0,0.00391318616671,0.25,1.83230531396e-13,22,0.124995105963,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613331838000.0,1725316.06252,-935613331838000.0,-935613330618000.0,-935613333058000.0,-935613332936000.0,-935613330740000.0,2.0,2976715515600.0,0.00195697413424,0.125018050542,1.83230531396e-13,121,0.125001398296,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488057655000.0,1160148.23974,-940488057655000.0,-940488056834000.0,-940488058475000.0,-940488058393000.0,-940488056916000.0,2.0,1345943938170.0,0.00391395921408,0.125018050542,1.83230531396e-13,96,0.250003495741,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362823522000.0,7083594.9156,-945362823522000.0,-945362818513000.0,-945362828530000.0,-945362828030000.0,-945362819014000.0,2.0,50177316928300.0,0.00391395921408,0.125018050542,1.83230531396e-13,71,0.250003495741,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237555368000.0,2725747.26517,-950237555368000.0,-950237553441000.0,-950237557295000.0,-950237557103000.0,-950237553633000.0,2.0,7429698153560.0,0.00391384975812,0.125018050542,1.83230531396e-13,46,0.249996504259,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112029004000.0,4203426.48958,-955112029004000.0,-955112026031000.0,-955112031976000.0,-955112031679000.0,-955112026329000.0,2.0,17668794253300.0,0.00195687562387,0.125018050542,1.83230531396e-13,21,0.124995105963,0.125226860254
