smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-645616655.981,4114041.56345,-645616655.981,-642707589.294,-648525722.669,-648234816.0,-642998495.962,2.0,16925337985800.0,61,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-653437609.485,6463291.95578,-653437609.485,-648867371.915,-658007847.056,-657550823.299,-649324395.672,2.0,41774142905600.0,251,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-694839162.864,19036560.1921,-694839162.864,-681378282.061,-708300043.666,-706953955.586,-682724370.141,2.0,362390623949000.0,354,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-700146086.344,1485954.80263,-700146086.344,-699095357.626,-701196815.061,-701091742.189,-699200430.498,2.0,2208061675470.0,441,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-700679518.113,892255.703051,-700679518.113,-700048598.055,-701310438.171,-701247346.165,-700111690.061,2.0,796120239627.0,353,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-759049456.706,6951672.26273,-759049456.706,-754133882.108,-763965031.303,-763473473.844,-754625439.568,2.0,48325747248400.0,162,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-765390262.3,12047744.9474,-765390262.3,-756871220.149,-773909304.45,-773057400.235,-757723124.364,2.0,145148158319000.0,455,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-768034081.786,31848511.4638,-768034081.786,-745513783.359,-790554380.213,-788302350.37,-747765813.202,2.0,1014327682460000.0,352,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-781792670.395,6029356.5956,-781792670.395,-777529271.46,-786056069.33,-785629729.436,-777955611.353,2.0,36353140956900.0,161,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-804441677.958,56085429.5268,-804441677.958,-764783290.414,-844100065.502,-840134226.748,-768749129.168,2.0,3145575405200000.0,454,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-842390096.046,17676710.6507,-842390096.046,-829890774.076,-854889418.017,-853639485.82,-831140706.273,2.0,312466099428000.0,351,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-860783069.737,10710173.3019,-860783069.737,-853209833.567,-868356305.906,-867598982.289,-853967157.184,2.0,114707812156000.0,263,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-895370472.82,21246118.8015,-895370472.82,-880347198.141,-910393747.498,-908891420.03,-881849525.609,2.0,451397564129000.0,453,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-898478320.339,2427274.05627,-898478320.339,-896761978.394,-900194662.284,-900023028.089,-896933612.588,2.0,5891659344240.0,262,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-923968694.634,8322713.89055,-923968694.634,-918083647.204,-929853742.064,-929265237.321,-918672151.947,2.0,69267566504000.0,71,0.111111223088,0.0556451612903,0.0555519897304,0.000343466949314,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-926046321.116,20151502.1643,-926046321.116,-911797057.285,-940295584.948,-938870658.565,-913221983.668,2.0,406083039478000.0,452,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-945304476.367,1782741.84944,-945304476.367,-944043887.516,-946565065.218,-946439006.333,-944169946.401,2.0,3178168501730.0,364,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-954257071.85,1580700.08394,-954257071.85,-953139348.102,-955374795.598,-955263023.223,-953251120.476,2.0,2498612755380.0,72,0.111111223088,0.111290322581,0.0555519897304,0.000686933898627,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-960876124.339,13317481.7104,-960876124.339,-951459242.714,-970293005.965,-969351317.802,-952400930.876,2.0,177355319106000.0,261,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1009603959.58,2992577.56099,-1009603959.58,-1007487887.7,-1011720031.47,-1011508424.28,-1007699494.89,2.0,8955520458520.0,363,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1009661824.22,4982510.27914,-1009661824.22,-1006138657.42,-1013184991.03,-1012832674.35,-1006490974.1,2.0,24825408681800.0,451,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1025276520.65,15039903.3769,-1025276520.65,-1014641702.98,-1035911338.32,-1034847856.55,-1015705184.75,2.0,226198693585000.0,172,0.111111223088,0.111290322581,0.111103979461,0.00137386779725,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1042292733.53,34699749.1675,-1042292733.53,-1017756305.58,-1066829161.47,-1064375518.67,-1020209948.38,2.0,1204072592280000.0,362,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1061344168.54,472946.545147,-1061344168.54,-1061009744.83,-1061678592.25,-1061645149.88,-1061043187.2,2.0,223678434567.0,173,0.111111223088,0.111290322581,0.111103979461,0.00137386779725,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1062823033.07,17586563.1036,-1062823033.07,-1050387455.04,-1075258611.09,-1074015053.29,-1051631012.84,2.0,309287201796000.0,465,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064022203.03,21901820.6586,-1064022203.03,-1048535277.12,-1079509128.94,-1077960436.35,-1050083969.71,2.0,479689748162000.0,171,0.111111223088,0.0556451612903,0.111103979461,0.000686933898627,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1097467348.56,27673055.5863,-1097467348.56,-1077899543.3,-1117035153.82,-1115078373.29,-1079856323.82,2.0,765798005483000.0,361,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1100476797.16,71037889.8459,-1100476797.16,-1050245423.53,-1150708170.79,-1145685033.43,-1055268560.89,2.0,5046381793760000.0,464,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1142451044.41,7657647.28513,-1142451044.41,-1137036270.09,-1147865818.73,-1147324341.3,-1137577747.52,2.0,58639561943500.0,273,0.111111223088,0.111290322581,0.111103979461,0.00137386779725,1.73883786583e-14
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1148001115.15,20461378.2326,-1148001115.15,-1133532735.85,-1162469494.45,-1161022656.52,-1134979573.78,2.0,418667999178000.0,274,0.111111223088,0.110483870968,0.111103979461,0.00136391223351,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1159471953.48,6059927.17938,-1159471953.48,-1155186937.88,-1163756969.08,-1163328467.52,-1155615439.44,2.0,36722717419300.0,463,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1174095488.09,7218350.2484,-1174095488.09,-1168991343.68,-1179199632.5,-1178689218.06,-1169501758.12,2.0,52104580308500.0,272,0.111111223088,0.111290322581,0.111103979461,0.00137386779725,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1200758818.92,5258245.39557,-1200758818.92,-1197040677.94,-1204476959.9,-1204105145.8,-1197412492.04,2.0,27649144640000.0,374,0.111111223088,0.110483870968,0.111136071887,0.00136430620007,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1207265252.85,383076.124101,-1207265252.85,-1206994377.12,-1207536128.57,-1207509041.0,-1207021464.7,2.0,146747316856.0,81,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1210128442.28,5791744.59208,-1210128442.28,-1206033060.4,-1214223824.16,-1213814285.97,-1206442598.59,2.0,33544305419900.0,271,0.111111223088,0.0556451612903,0.111103979461,0.000686933898627,1.73883786583e-14
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1227903077.12,2213307.87461,-1227903077.12,-1226338032.11,-1229468122.12,-1229311617.62,-1226494536.61,2.0,4898731747820.0,82,0.11111130707,0.111290322581,0.0555519897304,0.00068693441784,1.73883786583e-14
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1229151483.32,9680572.64796,-1229151483.32,-1222306284.75,-1235996681.88,-1235312162.02,-1222990804.61,2.0,93713486792400.0,375,0.111111223088,0.110483870968,0.111136071887,0.00136430620007,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1234311693.09,24204600.3894,-1234311693.09,-1217196456.02,-1251426930.16,-1249715406.45,-1218907979.73,2.0,585862680009000.0,462,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1246593610.88,8969977.76121,-1246593610.88,-1240250878.78,-1252936342.98,-1252302069.77,-1240885151.99,2.0,80460501036700.0,373,0.111111223088,0.111290322581,0.111136071887,0.00137426463948,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1272339545.55,11638100.6569,-1272339545.55,-1264110165.65,-1280568925.44,-1279745987.45,-1264933103.64,2.0,135445386899000.0,461,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1312307809.49,449715.149848,-1312307809.49,-1311989812.86,-1312625806.12,-1312594006.46,-1312021612.52,2.0,202243716003.0,476,0.111111223088,0.111290322581,0.111136071887,0.00137426463948,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1318176247.45,4024951.24668,-1318176247.45,-1315330177.13,-1321022317.77,-1320737710.74,-1315614784.16,2.0,16200232538100.0,475,0.111111223088,0.110483870968,0.111136071887,0.00136430620007,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1320360455.25,913540.160407,-1320360455.25,-1319714484.8,-1321006425.69,-1320941828.64,-1319779081.85,2.0,834555624677.0,182,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1320436800.89,18792988.9931,-1320436800.89,-1307148150.94,-1333725450.85,-1332396585.85,-1308477015.93,2.0,353176435294000.0,372,0.111111223088,0.111290322581,0.111136071887,0.00137426463948,1.73883786583e-14
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1328281917.25,6792528.23055,-1328281917.25,-1323478874.47,-1333084960.02,-1332604655.74,-1323959178.75,2.0,46138439762900.0,183,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1347464817.96,3887734.45024,-1347464817.96,-1344715774.57,-1350213861.36,-1349938957.02,-1344990678.91,2.0,15114479155600.0,181,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1382433411.65,1413866.82571,-1382433411.65,-1381433656.83,-1383433166.47,-1383333190.99,-1381533632.32,2.0,1999019400860.0,283,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1383739618.03,10913376.9505,-1383739618.03,-1376022695.18,-1391456540.88,-1390684848.59,-1376794387.47,2.0,119101796463000.0,371,0.111111223088,0.0556451612903,0.111136071887,0.000687132319742,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1385629421.81,962352.936536,-1385629421.81,-1384948935.52,-1386309908.1,-1386241859.47,-1385016984.15,2.0,926123174459.0,474,0.111111223088,0.110483870968,0.111136071887,0.00136430620007,1.73883786583e-14
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1423329479.51,4918135.83903,-1423329479.51,-1419851832.31,-1426807126.71,-1426459361.99,-1420199597.03,2.0,24188060131100.0,284,0.11111130707,0.110483870968,0.111103979461,0.00136391326441,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1447284668.42,4441639.62457,-1447284668.42,-1444143954.92,-1450425381.92,-1450111310.57,-1444458026.27,2.0,19728162554500.0,473,0.111111223088,0.111290322581,0.111136071887,0.00137426463948,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1451271379.18,3772121.4631,-1451271379.18,-1448604086.52,-1453938671.85,-1453671942.58,-1448870815.78,2.0,14228900332400.0,282,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1485392661.07,1392764.81493,-1485392661.07,-1484407827.63,-1486377494.52,-1486279011.17,-1484506310.97,2.0,1939793829720.0,91,0.0555556955262,0.0556451612903,0.0555519897304,0.000171733734263,1.73883786583e-14
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1493467527.84,6514766.00645,-1493467527.84,-1488860892.62,-1498074163.06,-1497613499.54,-1489321556.14,2.0,42442176118900.0,92,0.0555556955262,0.111290322581,0.0555519897304,0.000343467468526,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1499809186.59,38193959.8095,-1499809186.59,-1472801978.61,-1526816394.57,-1524115673.77,-1475502699.41,2.0,1458778565930000.0,384,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1508831534.42,7347476.90785,-1508831534.42,-1503636083.67,-1514026985.16,-1513507440.09,-1504155628.75,2.0,53985416911400.0,281,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1522901305.77,16564022.5172,-1522901305.77,-1511188773.13,-1534613838.42,-1533442585.15,-1512360026.39,2.0,274366841950000.0,385,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1523730614.38,3763844.84482,-1523730614.38,-1521069174.17,-1526392054.6,-1526125910.58,-1521335318.19,2.0,14166528015900.0,472,0.111111223088,0.111290322581,0.111136071887,0.00137426463948,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1552024724.03,32309845.9355,-1552024724.03,-1529178212.87,-1574871235.19,-1572586584.08,-1531462863.99,2.0,1043926144370000.0,383,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1558569802.31,24388241.6429,-1558569802.31,-1541324711.27,-1575814893.36,-1574090384.26,-1543049220.37,2.0,594786330430000.0,471,0.111111223088,0.0556451612903,0.111136071887,0.000687132319742,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1590906385.24,5455950.96328,-1590906385.24,-1587048445.32,-1594764325.17,-1594378531.18,-1587434239.31,2.0,29767400913700.0,192,0.0555556955262,0.111290322581,0.111103979461,0.000686934937053,1.73883786583e-14
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1599685870.33,2208340.22853,-1599685870.33,-1598124337.98,-1601247402.68,-1601091249.44,-1598280491.21,2.0,4876766564930.0,193,0.0555556955262,0.111290322581,0.111103979461,0.000686934937053,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1631457179.5,8833327.84902,-1631457179.5,-1625211073.48,-1637703285.52,-1637078674.92,-1625835684.08,2.0,78027680888300.0,382,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1638366970.46,2829196.69748,-1638366970.46,-1636366426.29,-1640367514.63,-1640167460.21,-1636566480.71,2.0,8004353953050.0,191,0.0555556955262,0.0556451612903,0.111103979461,0.000343467468526,1.73883786583e-14
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1675054120.95,15007266.2224,-1675054120.95,-1664442381.24,-1685665860.67,-1684604686.69,-1665503555.21,2.0,225218039469000.0,294,0.0555556955262,0.110483870968,0.111103979461,0.000681957147654,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1675086183.51,8805202.54733,-1675086183.51,-1668859965.08,-1681312401.95,-1680689780.1,-1669482586.93,2.0,77531591899500.0,381,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1703279618.15,8773256.13014,-1703279618.15,-1697075989.25,-1709483247.06,-1708862884.17,-1697696352.14,2.0,76970023125100.0,293,0.0555556955262,0.111290322581,0.111103979461,0.000686934937053,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1763942507.33,2592264.93276,-1763942507.33,-1762109499.22,-1765775515.44,-1765592214.63,-1762292800.03,2.0,6719837481640.0,292,0.0555556955262,0.111290322581,0.111103979461,0.000686934937053,1.73883786583e-14
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1775009740.92,32100124.212,-1775009740.92,-1752311525.42,-1797707956.43,-1795438134.88,-1754581346.97,2.0,1030417974430000.0,395,0.0555556955262,0.110483870968,0.111136071887,0.000682154131232,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1779374938.03,9008235.58707,-1779374938.03,-1773005153.56,-1785744722.5,-1785107744.06,-1773642132.01,2.0,81148308392100.0,394,0.0555556955262,0.110483870968,0.111136071887,0.000682154131232,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1792641026.93,152639.330107,-1792641026.93,-1792533094.63,-1792748959.24,-1792738166.01,-1792543887.86,2.0,23298765095.5,291,0.0555556955262,0.0556451612903,0.111103979461,0.000343467468526,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1840645832.8,37676838.9236,-1840645832.8,-1814004284.51,-1867287381.1,-1864623226.27,-1816668439.34,2.0,1419544191280000.0,393,0.0555556955262,0.111290322581,0.111136071887,0.000687133358467,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1915689788.91,27801188.78,-1915689788.91,-1896031379.8,-1935348198.02,-1933382357.11,-1897997220.71,2.0,772906097580000.0,392,0.0555556955262,0.111290322581,0.111136071887,0.000687133358467,1.73883786583e-14
