smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-764681763.173,17197517.8066,-764681763.173,-752521281.713,-776842244.634,-775626196.488,-753737329.859,2.0,295754618707000.0,70,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-769380314.339,7089686.1691,-769380314.339,-764367149.172,-774393479.506,-773892162.989,-764868465.689,2.0,50263649976400.0,49,0.111096848726,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000681891803981
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-784380998.942,19910761.8214,-784380998.942,-770301964.239,-798460033.644,-797052130.174,-771709867.71,2.0,396438436308000.0,18,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-826905907.883,7899801.59079,-826905907.883,-821319904.609,-832491911.158,-831933310.831,-821878504.936,2.0,62406865173800.0,149,0.111096848726,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136380758179
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-840284968.544,50131022.135,-840284968.544,-804836982.845,-875732954.244,-872188155.674,-808381781.415,2.0,2513119380300000.0,118,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-851246217.718,27803242.4867,-851246217.718,-831586356.416,-870906079.019,-868940092.889,-833552342.547,2.0,773020292772000.0,39,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-860707057.596,19613227.894,-860707057.596,-846838411.151,-874575704.041,-873188839.396,-848225275.796,2.0,384678708422000.0,8,0.111128939092,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000343533759411
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-865663938.429,20237955.6984,-865663938.429,-851353542.717,-879974334.14,-878543294.569,-852784582.288,2.0,409574850851000.0,60,0.055548424363,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000340945901991
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-882809048.961,26558481.0338,-882809048.961,-864029366.924,-901588730.998,-899710762.794,-865907335.128,2.0,705352914824000.0,170,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-890210286.01,6484639.84565,-890210286.01,-885624953.202,-894795618.819,-894337085.538,-886083486.483,2.0,42050553927800.0,139,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-905399839.91,28628393.9193,-905399839.91,-885156508.435,-925643171.384,-923618838.237,-887180841.582,2.0,819584938400000.0,29,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-922390632.096,34735825.4895,-922390632.096,-897828694.343,-946952569.85,-944496376.075,-900284888.118,2.0,1206577572430000.0,108,0.111128939092,0.0556451612903,0.111109828737,3.6760970142599995e-14,0.000687079596716
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-958502717.885,69680766.1279,-958502717.885,-909230975.637,-1007774460.13,-1002847285.91,-914158149.862,2.0,4855409168170000.0,50,0.055548424363,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000340945901991
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-977495552.851,1512184.35842,-977495552.851,-976426277.037,-978564828.665,-978457901.084,-976533204.618,2.0,2286701533840.0,160,0.055548424363,0.110483870968,0.111109828737,3.6760970142599995e-14,0.000681903790893
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-980713058.745,35736774.728,-980713058.745,-955443342.998,-1005982774.49,-1003455802.92,-957970314.572,2.0,1277117067960000.0,129,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1009305719.46,49104984.4957,-1009305719.46,-974583251.929,-1044028186.98,-1040555940.23,-978055498.682,2.0,2411299502330000.0,19,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1034814564.63,5331449.80568,-1034814564.63,-1031044660.32,-1038584468.94,-1038207478.51,-1031421650.75,2.0,28424357030500.0,40,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1050236847.62,2304315.69181,-1050236847.62,-1048607450.37,-1051866244.87,-1051703305.14,-1048770390.09,2.0,5309870807530.0,9,0.111096848726,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1054856190.77,11934899.2353,-1054856190.77,-1046416942.59,-1063295438.95,-1062451514.13,-1047260867.4,2.0,142441819757000.0,119,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1090238265.66,4779839.83538,-1090238265.66,-1086858408.5,-1093618122.82,-1093280137.1,-1087196394.21,2.0,22846868851900.0,150,0.055548424363,0.110483870968,0.111109828737,3.6760970142599995e-14,0.000681903790893
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1099356476.49,28270559.4596,-1099356476.49,-1079366172.19,-1119346780.79,-1117347750.36,-1081365202.62,2.0,799224532156000.0,30,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1122927173.05,32288636.7554,-1122927173.05,-1100095659.04,-1145758687.05,-1143475535.65,-1102378810.44,2.0,1042556063520000.0,140,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1124472442.87,10522202.1158,-1124472442.87,-1117032122.4,-1131912763.34,-1131168731.29,-1117776154.44,2.0,110716737365000.0,109,0.111096848726,0.0556451612903,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1204643203.73,22267110.984,-1204643203.73,-1188897978.56,-1220388428.91,-1218813906.39,-1190472501.07,2.0,495824231572000.0,20,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1225377225.54,67045801.437,-1225377225.54,-1177968684.69,-1272785766.38,-1268044912.3,-1182709538.77,2.0,4495139490330000.0,130,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1254365804.18,1169837.79039,-1254365804.18,-1253538603.95,-1255193004.41,-1255110284.39,-1253621323.97,2.0,1368520455830.0,10,0.055548424363,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000171717279105
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1284490357.16,40407568.2233,-1284490357.16,-1255917891.66,-1313062822.66,-1310205576.11,-1258775138.21,2.0,1632771569720000.0,120,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-667.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1354414630.65,4991980.58155,-1354414630.65,-1350884767.33,-1357944493.98,-1357591507.64,-1351237753.67,2.0,24919870126600.0,110,0.055548424363,0.0556451612903,0.111109828737,3.6760970142599995e-14,0.000343440595413
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-17445670070.3,4048593.44052,-17445670070.3,-17442807282.4,-17448532858.2,-17448246579.4,-17443093561.2,2.0,16391108846700.0,1,0.055548424363,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000171717279105
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-206462729275.0,7044090.84856,-206462729275.0,-206457748351.0,-206467710200.0,-206467212107.0,-206458246443.0,2.0,49619215882800.0,12,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-331889587470.0,10354769.1434,-331889587470.0,-331882265542.0,-331896909397.0,-331896177204.0,-331882997735.0,2.0,107221244013000.0,23,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-520896102899.0,14610149.2261,-520896102899.0,-520885771963.0,-520906433835.0,-520905400741.0,-520886805057.0,2.0,213456460410000.0,34,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-709899246314.0,349604.477333,-709899246314.0,-709898999106.0,-709899493522.0,-709899468801.0,-709899023827.0,2.0,122223290571.0,45,0.111096848726,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000681891803981
720.0,-323.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-101509788186000.0,8789208.40889,-101509788186000.0,-101509781971000.0,-101509794401000.0,-101509793779000.0,-101509782592000.0,2.0,77250184454900.0,155,0.111096848726,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136380758179
720.0,-254.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-101698809099000.0,50522390.3861,-101698809099000.0,-101698773374000.0,-101698844824000.0,-101698841251000.0,-101698776947000.0,2.0,2552511930320000.0,166,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-102415327587000.0,221014.256751,-102415327587000.0,-102415327431000.0,-102415327743000.0,-102415327728000.0,-102415327446000.0,2.0,48847301687.2,111,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-102604345101000.0,528309.47302,-102604345101000.0,-102604344727000.0,-102604345474000.0,-102604345437000.0,-102604344765000.0,2.0,279110899283.0,122,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
720.0,-460.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-102729763491000.0,4801228.09686,-102729763491000.0,-102729760096000.0,-102729766886000.0,-102729766546000.0,-102729760435000.0,2.0,23051791238100.0,133,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
720.0,-391.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-102918775374000.0,1934310.12271,-102918775374000.0,-102918774007000.0,-102918776742000.0,-102918776605000.0,-102918774144000.0,2.0,3741555650830.0,144,0.111096848726,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136380758179
720.0,-323.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-109374056049000.0,8875597.9314,-109374056049000.0,-109374049773000.0,-109374062325000.0,-109374061698000.0,-109374050401000.0,2.0,78776238639800.0,55,0.111096848726,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000681891803981
720.0,-254.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-109563059414000.0,2734978.58839,-109563059414000.0,-109563057480000.0,-109563061348000.0,-109563061155000.0,-109563057674000.0,2.0,7480107878950.0,66,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-185.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-109752093727000.0,4527270.98763,-109752093727000.0,-109752090526000.0,-109752096929000.0,-109752096608000.0,-109752090846000.0,2.0,20496182595500.0,77,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-116.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-109877463231000.0,3102145.86165,-109877463231000.0,-109877461037000.0,-109877465424000.0,-109877465205000.0,-109877461256000.0,2.0,9623308946930.0,88,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-47.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110066468413000.0,4549377.67573,-110066468413000.0,-110066465196000.0,-110066471630000.0,-110066471308000.0,-110066465518000.0,2.0,20696837236400.0,99,0.111096848726,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-598.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110279605711000.0,1857037.6152,-110279605711000.0,-110279604398000.0,-110279607024000.0,-110279606893000.0,-110279604530000.0,2.0,3448588704260.0,11,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-529.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110468614464000.0,2330297.86408,-110468614464000.0,-110468612816000.0,-110468616112000.0,-110468615947000.0,-110468612981000.0,2.0,5430288135330.0,22,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-460.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110594037281000.0,6465117.042,-110594037281000.0,-110594032710000.0,-110594041853000.0,-110594041395000.0,-110594033167000.0,2.0,41797738366800.0,33,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-391.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-110783058808000.0,14952110.5206,-110783058808000.0,-110783048236000.0,-110783069381000.0,-110783068324000.0,-110783049293000.0,2.0,223565609021000.0,44,0.111096848726,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000681891803981
720.0,-323.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-211582944378000.0,9597873.41257,-211582944378000.0,-211582937592000.0,-211582951165000.0,-211582950486000.0,-211582938270000.0,2.0,92119174043800.0,154,0.111096848726,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136380758179
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-211771942250000.0,22989460.7081,-211771942250000.0,-211771925994000.0,-211771958506000.0,-211771956880000.0,-211771927619000.0,2.0,528515303648000.0,165,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212677484372000.0,1168588.97338,-212677484372000.0,-212677483546000.0,-212677485198000.0,-212677485116000.0,-212677483628000.0,2.0,1365600188720.0,121,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-460.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212866507567000.0,7962775.02713,-212866507567000.0,-212866501936000.0,-212866513197000.0,-212866512634000.0,-212866502499000.0,2.0,63405786132800.0,132,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212991928491000.0,6981881.14066,-212991928491000.0,-212991923554000.0,-212991933428000.0,-212991932934000.0,-212991924047000.0,2.0,48746664262300.0,143,0.111128939092,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136420151812
720.0,-323.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219447196653000.0,3736370.3956,-219447196653000.0,-219447194011000.0,-219447199295000.0,-219447199031000.0,-219447194276000.0,2.0,13960463733100.0,54,0.111096848726,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000681891803981
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636213458000.0,9173520.86712,-219636213458000.0,-219636206971000.0,-219636219944000.0,-219636219296000.0,-219636207620000.0,2.0,84153485099600.0,65,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-185.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219825229866000.0,21431927.0089,-219825229866000.0,-219825214712000.0,-219825245021000.0,-219825243506000.0,-219825216227000.0,2.0,459327495314000.0,76,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014227735000.0,47119860.7245,-220014227735000.0,-220014194417000.0,-220014261054000.0,-220014257722000.0,-220014197748000.0,2.0,2220281274700000.0,87,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-47.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220139660049000.0,13270557.9929,-220139660049000.0,-220139650666000.0,-220139669433000.0,-220139668495000.0,-220139651604000.0,2.0,176107709442000.0,98,0.111128939092,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000343533759411
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541760444000.0,5980173.85335,-220541760444000.0,-220541756215000.0,-220541764672000.0,-220541764249000.0,-220541756638000.0,2.0,35762479316200.0,21,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-460.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220730774794000.0,11734776.7765,-220730774794000.0,-220730766496000.0,-220730783092000.0,-220730782262000.0,-220730767326000.0,2.0,137704985994000.0,32,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856236755000.0,4811802.11642,-220856236755000.0,-220856233353000.0,-220856240158000.0,-220856239817000.0,-220856233693000.0,2.0,23153439607600.0,43,0.111128939092,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000682088768685
720.0,-323.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-321656070746000.0,8970960.49532,-321656070746000.0,-321656064402000.0,-321656077089000.0,-321656076455000.0,-321656065037000.0,2.0,80478132208700.0,153,0.111128939092,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136420151812
720.0,-254.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-321845098909000.0,18956012.0821,-321845098909000.0,-321845085505000.0,-321845112313000.0,-321845110972000.0,-321845086845000.0,2.0,359330394056000.0,164,0.111096848726,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137376238165
720.0,-460.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-322939643880000.0,10363976.8526,-322939643880000.0,-322939636552000.0,-322939651209000.0,-322939650476000.0,-322939637285000.0,2.0,107412016200000.0,131,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-391.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-323128674486000.0,2620382.34436,-323128674486000.0,-323128672633000.0,-323128676339000.0,-323128676154000.0,-323128672819000.0,2.0,6866403630650.0,142,0.111128939092,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136420151812
720.0,-323.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-329520346571000.0,3303050.6755,-329520346571000.0,-329520344235000.0,-329520348906000.0,-329520348673000.0,-329520344469000.0,2.0,10910143764900.0,53,0.111128939092,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000682088768685
720.0,-254.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-329709351406000.0,517918.019589,-329709351406000.0,-329709351040000.0,-329709351773000.0,-329709351736000.0,-329709351077000.0,2.0,268239075015.0,64,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-185.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-329898368890000.0,26201005.0044,-329898368890000.0,-329898350363000.0,-329898387417000.0,-329898385565000.0,-329898352216000.0,2.0,686492663240000.0,75,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-116.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330087392646000.0,14178449.446,-330087392646000.0,-330087382620000.0,-330087402671000.0,-330087401669000.0,-330087383622000.0,2.0,201028428694000.0,86,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-47.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330276374634000.0,47147372.1943,-330276374634000.0,-330276341296000.0,-330276407972000.0,-330276404638000.0,-330276344630000.0,2.0,2222874704830000.0,97,0.111128939092,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000343533759411
720.0,-460.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330803932295000.0,53937.8842981,-330803932295000.0,-330803932256000.0,-330803932333000.0,-330803932329000.0,-330803932260000.0,2.0,2909295362.55,31,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-391.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330992934056000.0,477336.852057,-330992934056000.0,-330992933719000.0,-330992934394000.0,-330992934360000.0,-330992933753000.0,2.0,227850470332.0,42,0.111128939092,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000682088768685
720.0,-323.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431792829454000.0,19931669.3567,-431792829454000.0,-431792815360000.0,-431792843548000.0,-431792842138000.0,-431792816769000.0,2.0,397271443345000.0,152,0.111128939092,0.110483870968,0.111109828737,3.6760970142599995e-14,0.00136420151812
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431918231022000.0,7218590.26219,-431918231022000.0,-431918225918000.0,-431918236127000.0,-431918235616000.0,-431918226428000.0,2.0,52108045373300.0,163,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
