smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1181031914.92,17407974.1249,-1181784292.89,-1160331933.71,-1200227140.2,-1198578362.33,-1162432138.36,4.0,303037563133000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,928,0.0555519897304,0.000686935167818
720.0,-223.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1181671770.04,17321211.9667,-1181987805.09,-1160186301.77,-1202525168.22,-1199639674.29,-1163261416.72,4.0,300024383996000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,758,0.111103979461,0.00137387033564
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1185658330.94,37224029.6731,-1167916074.31,-1165338596.44,-1241462578.7,-1230489096.92,-1165666724.25,4.0,1385628385100000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,667,0.111103979461,0.00137387033564
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1196466498.73,29233173.4923,-1182836243.34,-1179978665.52,-1240214842.7,-1231876408.82,-1180138946.18,4.0,854578432433000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,849,0.111103979461,0.00137387241249
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1198373854.11,5695641.94374,-1199483147.65,-1190468279.52,-1204060841.63,-1203389191.48,-1191805505.79,4.0,32440337151300.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,551,0.111103979461,0.000686935167818
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1204340604.16,12712956.7061,-1200149863.69,-1194153607.25,-1222909082.02,-1219609923.15,-1194938321.84,4.0,161619268211000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,381,0.111136071887,0.000687133589299
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1208388740.05,8130251.29588,-1205124072.84,-1202835670.85,-1220471143.65,-1218212271.59,-1203135742.59,4.0,66100986134100.0,0.111290322581,3.4776821570799994e-14,0.111111596344,472,0.111136071887,0.00137426925605
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1216844925.56,4394071.64544,-1215171951.5,-1213684392.87,-1223351406.37,-1222129951.31,-1213902063.49,4.0,19307865625200.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,393,0.111136071887,0.000687132550572
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1221764618.58,1827636.11733,-1221757060.63,-1220003162.73,-1223541190.31,-1223479287.35,-1220060530.93,4.0,3340253777370.0,0.110483870968,3.4776821570799994e-14,0.111111428379,484,0.111136071887,0.00136430872078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1222709015.16,22360883.0159,-1220681510.53,-1198827169.13,-1250645870.45,-1247410659.49,-1200845877.32,4.0,500009089250000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,825,0.111103979461,0.00136391475349
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1226683374.11,16209252.8089,-1223717360.93,-1210949390.16,-1248349384.42,-1245431480.32,-1212087686.35,4.0,262739876622000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,642,0.111103979461,0.00137387241249
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1227037371.45,23712079.2313,-1228306223.77,-1198309034.34,-1253228003.91,-1250881998.51,-1201416351.13,4.0,562262701470000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,563,0.111103979461,0.00137387033564
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1227439849.43,9677637.5724,-1230544417.94,-1213369511.53,-1235301050.32,-1234734541.21,-1215798761.74,4.0,93656668982800.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,721,0.111103979461,0.000686935167818
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1229175564.93,30984515.3752,-1241686831.19,-1183226600.59,-1250101996.74,-1249287643.86,-1191547713.23,4.0,960040193036000.0,0.111290322581,3.4776821570799994e-14,0.111109748728,916,0.0555519897304,0.000686924783546
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1238566297.49,21164328.8452,-1233340078.35,-1220448861.68,-1267136171.57,-1263342553.79,-1221106747.98,4.0,447928815468000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,733,0.111103979461,0.00137387241249
720.0,-154.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1241115520.62,8015603.82388,-1241011023.16,-1231596786.36,-1250843249.79,-1249658751.21,-1232718586.47,4.0,64249904661400.0,0.111290322581,3.4776821570799994e-14,0.111111596344,939,0.0555519897304,0.000686936206245
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1241303083.99,28759735.4778,-1247673472.11,-1204811580.56,-1265053811.19,-1264829062.1,-1208858562.52,4.0,827122384753000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,654,0.111103979461,0.00136391475349
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1241439717.11,19911145.064,-1239999398.18,-1218864279.82,-1266895792.27,-1263418052.7,-1221477828.03,4.0,396453697759000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,745,0.111103979461,0.0013639168153
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1242187145.43,13914273.0473,-1246640214.41,-1221984855.99,-1253483296.91,-1252703897.78,-1225436096.51,4.0,193606994435000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,848,0.111103979461,0.00137387241249
720.0,-292.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1243833373.83,18185910.1771,-1240893956.22,-1224895422.98,-1268650159.88,-1264552351.79,-1227229580.51,4.0,330727328969000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,757,0.111103979461,0.00137387033564
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1245727949.19,10975894.0427,-1244557762.26,-1234984073.99,-1258812198.26,-1257574305.61,-1235519854.48,4.0,120470250036000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,575,0.111103979461,0.0013639168153
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1246902353.02,15131785.6164,-1251183190.53,-1226623995.07,-1258619035.96,-1258573660.82,-1229237872.71,4.0,228970935940000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,836,0.111103979461,0.00137387241249
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1250761747.08,29142545.1406,-1245031055.25,-1226289924.2,-1286694953.64,-1283026320.83,-1226520141.91,4.0,849287937272000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,666,0.111103979461,0.00137387033564
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1255257623.33,32981984.3511,-1249440747.88,-1225532254.86,-1296616742.71,-1292141854.48,-1226517017.82,4.0,1087811291730000.0,0.110483870968,3.4776821570799994e-14,0.0555541185209,904,0.0555519897304,0.000340968894801
720.0,-636.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1255474975.46,14094361.2812,-1255916215.2,-1241516908.02,-1268550563.43,-1268263160.11,-1242069055.18,4.0,198651019924000.0,0.111290322581,3.4776821570799994e-14,0.111109748728,812,0.111103979461,0.00137384956709
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1262094069.69,12816170.9264,-1267311033.52,-1243102985.45,-1270651226.27,-1270373769.8,-1246510620.21,4.0,164254237214000.0,0.110483870968,3.4776821570799994e-14,0.111109748728,915,0.0555519897304,0.000681947067723
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1262915231.46,5340069.65494,-1264348941.57,-1255885480.28,-1267077562.42,-1267074871.42,-1256748397.34,4.0,28516343919600.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,471,0.111136071887,0.000687134628026
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1263340223.95,15949502.0317,-1258182805.35,-1250488789.33,-1286506495.75,-1282560302.74,-1251340531.19,4.0,254386615060000.0,0.0556451612903,3.4776821570799994e-14,0.0555541185209,801,0.111103979461,0.00034345771885
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1264560077.91,34907628.3087,-1257408996.9,-1233631177.14,-1309791140.71,-1304423334.93,-1234708334.31,4.0,1218542514140000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,824,0.111103979461,0.00136391475349
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1266896308.39,30146037.523,-1261761353.04,-1239006059.62,-1305056467.85,-1300785925.85,-1240195628.41,4.0,908783578339000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,927,0.0555519897304,0.000686935167818
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1269001898.53,7925992.37973,-1267558871.11,-1261327744.24,-1279562107.67,-1278156904.89,-1261867130.57,4.0,62821355203500.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,392,0.111136071887,0.000687132550572
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1272971440.62,4574336.8146,-1272225509.05,-1269060144.6,-1278374599.8,-1277891719.27,-1269095466.18,4.0,20924557293400.0,0.111290322581,3.4776821570799994e-14,0.111111428379,562,0.111103979461,0.00137387033564
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1285589613.03,5651110.41278,-1287433855.52,-1277358562.66,-1290132178.41,-1289810784.35,-1278786502.22,4.0,31935048897400.0,0.110483870968,3.4776821570799994e-14,0.111111596344,574,0.111103979461,0.0013639168153
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1286277338.34,14775334.6098,-1286365967.39,-1271685729.53,-1300691689.06,-1300166116.62,-1272264479.4,4.0,218310512832000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,483,0.111136071887,0.0013742671786
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1299074492.34,15878262.4157,-1300833906.19,-1279404765.97,-1315225391.01,-1314140069.56,-1281545735.73,4.0,252119217343000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,641,0.111103979461,0.000686936206245
720.0,-498.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1303002146.19,9813351.61427,-1302553030.11,-1291449217.86,-1315453306.67,-1313520966.65,-1293112088.23,4.0,96301869905300.0,0.110483870968,3.4776821570799994e-14,0.111111596344,744,0.111103979461,0.0013639168153
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1305278508.06,20492132.2891,-1298449505.99,-1289008332.47,-1335206687.78,-1329955017.63,-1290162601.37,4.0,419927485753000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,653,0.111103979461,0.00137387033564
720.0,-361.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1308539155.24,6801159.75782,-1309696423.75,-1299287493.84,-1315476279.61,-1314772651.44,-1300685483.11,4.0,46255774051400.0,0.111290322581,3.4776821570799994e-14,0.111111428379,756,0.111103979461,0.00137387033564
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1311896271.46,18919982.7632,-1303732769.86,-1300251880.39,-1339867665.72,-1334951897.49,-1300269547.66,4.0,357965747761000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,950,0.0555519897304,0.000343468103122
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1313024951.47,13336763.5709,-1309474689.63,-1301395516.32,-1331754910.32,-1328914244.77,-1302106024.76,4.0,177869262545000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,586,0.111103979461,0.00137387033564
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1314590826.73,8481344.96792,-1313834146.8,-1305115192.92,-1325579820.39,-1324032969.4,-1306208035.96,4.0,71933212464800.0,0.111290322581,3.4776821570799994e-14,0.111111596344,677,0.111103979461,0.00137387241249
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1316601262.5,34640658.5012,-1311125956.3,-1282843000.89,-1361310136.5,-1355907708.46,-1284960245.21,4.0,1199975221400000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,665,0.111103979461,0.00136391475349
720.0,-223.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1316661569.6,7228903.62224,-1317737836.28,-1306864077.2,-1324306528.62,-1323335528.78,-1308480837.06,4.0,52257047579600.0,0.111290322581,3.4776821570799994e-14,0.111111428379,768,0.111103979461,0.00137387033564
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1318878334.76,9432476.11888,-1317124224.43,-1310057415.81,-1331207474.38,-1329685010.66,-1310527413.32,4.0,88971605733300.0,0.110483870968,3.4776821570799994e-14,0.0555556302067,495,0.111136071887,0.000682153329191
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1320200813.5,11448287.4713,-1319652677.4,-1306992676.63,-1334505222.58,-1332667311.28,-1308501706.27,4.0,131063286025000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,926,0.0555519897304,0.000686935167818
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1324631769.62,8538160.87509,-1327896242.53,-1312127174.56,-1330607418.87,-1330445240.69,-1314248036.48,4.0,72900191128900.0,0.110483870968,3.4776821570799994e-14,0.111111596344,835,0.111103979461,0.0013639168153
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1325435226.09,23752448.484,-1316561942.93,-1308148561.34,-1360468457.17,-1354199084.17,-1309093964.44,4.0,564178808983000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,732,0.111103979461,0.00137387241249
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1333681069.8,23007662.3388,-1327636976.14,-1314530123.71,-1364920203.22,-1360720189.65,-1315103681.09,4.0,529352526298000.0,0.0556451612903,3.4776821570799994e-14,0.111109748728,811,0.111103979461,0.000686924783546
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1335218825.08,35457375.0478,-1328564700.29,-1300147319.83,-1383598579.93,-1376468550.1,-1303284874.79,4.0,1257225445280000.0,0.111290322581,3.4776821570799994e-14,0.0555541185209,903,0.0555519897304,0.00034345771885
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1338838778.71,11994739.2918,-1340820803.17,-1322473711.74,-1351239796.76,-1349832969.52,-1325069753.66,4.0,143873770679000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,847,0.111103979461,0.00137387241249
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1340357833.7,19082363.4778,-1331537029.81,-1329459254.53,-1368898020.66,-1363491602.68,-1329573190.17,4.0,364136595900000.0,0.0556451612903,3.4776821570799994e-14,0.0555556302067,391,0.111136071887,0.000343566275286
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1340650659.25,7469729.29086,-1340894650.6,-1332609856.1,-1348203479.7,-1347823174.73,-1333136555.88,4.0,55796855678800.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,561,0.111103979461,0.000686935167818
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1341279964.63,29003022.5058,-1341892336.88,-1308147566.12,-1373187618.64,-1370632922.0,-1311069686.11,4.0,841175314471000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,823,0.111103979461,0.00137387033564
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1343526195.65,26440430.3982,-1349771217.09,-1306273627.41,-1368288721.01,-1365965474.0,-1312343887.28,4.0,699096359640000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,938,0.0555519897304,0.000686936206245
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1343818701.98,13661591.356,-1340791181.51,-1330673422.78,-1363019022.1,-1359723790.73,-1332152141.87,4.0,186639078377000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,482,0.111136071887,0.0013742671786
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1345831805.14,38167596.7659,-1330343226.69,-1320032492.13,-1402608275.05,-1391890936.37,-1321456683.75,4.0,1456765442880000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,859,0.111103979461,0.00137387033564
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330758.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1353553282.36,21402781.4307,-1353403948.06,-1331425142.66,-1375980090.64,-1374665560.4,-1332650072.32,4.0,458079052970000.0,0.110483870968,3.4776821570799994e-14,0.111109748728,914,0.0555519897304,0.000681947067723
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1361393543.07,10221856.4556,-1358309572.41,-1353426392.13,-1375528635.34,-1373537857.75,-1353566787.32,4.0,104486349399000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,664,0.111103979461,0.00136391475349
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1363251557.19,951833.833918,-1363169909.15,-1362191325.85,-1364475084.6,-1364309961.23,-1362307460.39,4.0,905987647390.0,0.110483870968,3.4776821570799994e-14,0.111111428379,755,0.111103979461,0.00136391475349
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1365759175.44,22669866.5597,-1356291116.18,-1350904922.1,-1399549547.3,-1393082567.38,-1351691066.46,4.0,513922849836000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,573,0.111103979461,0.00137387241249
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1370901904.81,18845324.3622,-1363703574.9,-1357757170.65,-1398443298.8,-1393818055.4,-1358063416.1,4.0,355146250317000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,585,0.111103979461,0.00136391475349
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1371871499.92,28800983.6014,-1363624834.04,-1346831039.61,-1413405291.99,-1406004837.2,-1349283494.87,4.0,829496656409000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,652,0.111103979461,0.00137387033564
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1375557750.47,10074068.3275,-1372000415.67,-1368324658.76,-1389905511.79,-1387705518.45,-1368390251.22,4.0,101486852666000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,858,0.111103979461,0.00137387033564
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1376899678.67,15889902.834,-1377922948.1,-1357189231.36,-1394563587.14,-1392853078.1,-1359513702.05,4.0,252489012074000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,676,0.111103979461,0.00137387241249
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1377585102.19,9228451.48707,-1378809441.85,-1365288213.01,-1387433312.04,-1386359526.67,-1367096602.17,4.0,85164316849200.0,0.111290322581,3.4776821570799994e-14,0.111111596344,743,0.111103979461,0.00137387241249
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1378902934.0,16328615.3546,-1383650815.83,-1355772006.86,-1392538097.49,-1391821912.04,-1359336921.4,4.0,266623679397000.0,0.110483870968,3.4776821570799994e-14,0.0555556302067,494,0.111136071887,0.000682153329191
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1393636151.73,19631751.1726,-1391473564.7,-1375447459.6,-1416150017.94,-1414313505.16,-1375986420.16,4.0,385405654105000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,731,0.111103979461,0.000686936206245
720.0,-292.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1396272775.44,35161632.5922,-1382622289.35,-1371782381.5,-1448064141.57,-1439028906.39,-1372627325.03,4.0,1236340406550000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,767,0.111103979461,0.00137387033564
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1398794212.57,17648180.2498,-1395025191.73,-1381652842.53,-1423473624.29,-1419392015.31,-1383473039.0,4.0,311458266129000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,834,0.111103979461,0.0013639168153
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1405286069.03,7588591.74336,-1403392498.06,-1398389317.47,-1415969962.52,-1414292219.93,-1398930917.48,4.0,57586724647400.0,0.110483870968,3.4776821570799994e-14,0.111111428379,925,0.0555519897304,0.000681957376746
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1407069738.71,24168945.4084,-1404835969.91,-1381866019.87,-1436740995.15,-1433552665.37,-1383714088.37,4.0,584137922153000.0,0.111290322581,3.4776821570799994e-14,0.0555541185209,902,0.0555519897304,0.00034345771885
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1410101495.13,32141937.2092,-1405265542.4,-1376200208.71,-1453674687.01,-1446641276.67,-1380332047.42,4.0,1033104127560000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,846,0.111103979461,0.00137387241249
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1414068944.72,9422799.56409,-1412858813.27,-1405778340.89,-1424779811.45,-1423940237.34,-1405891836.13,4.0,88789151625000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,481,0.111136071887,0.000687133589299
